decoder,shot,converged,iterations,legs,successful_legs,selected_weight,candidate_weights,sampled_error_weight,syndrome_weight
relay_s3_paper_interval,51,1,10,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,25
relay_s3_paper_interval,52,1,4,3,3,10.42829606950582,"[10.42829606950582, 10.42829606950582, 10.42829606950582]",3,9
relay_s3_paper_interval,53,1,6,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,16
relay_s3_paper_interval,54,1,7,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,16
relay_s3_paper_interval,55,1,8,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,27
relay_s3_paper_interval,56,1,37,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,23
relay_s3_paper_interval,57,1,33,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,22
relay_s3_paper_interval,58,1,6,3,3,24.332690828846914,"[24.332690828846914, 24.332690828846914, 24.332690828846914]",7,21
relay_s3_paper_interval,59,1,6,3,3,17.380493449176367,"[17.380493449176367, 17.380493449176367, 17.380493449176367]",5,15
relay_s3_paper_interval,60,1,13,3,3,38.23708558818801,"[38.23708558818801, 38.23708558818801, 38.23708558818801]",11,27
relay_s3_paper_interval,61,1,378,8,3,45.18928296785855,"[45.18928296785855, 45.18928296785855, 45.18928296785855]",13,29
relay_s3_paper_interval,62,1,14,3,3,41.71318427802328,"[41.71318427802328, 41.71318427802328, 41.71318427802328]",12,28
relay_s3_paper_interval,63,1,12,3,3,24.33269082884691,"[24.33269082884691, 24.33269082884691, 24.33269082884691]",7,19
independent_s3_paper_interval,0,1,16,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,22
independent_s3_paper_interval,1,1,7,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,16
independent_s3_paper_interval,2,1,7,3,3,13.904394759341093,"[13.904394759341093, 13.904394759341093, 13.904394759341093]",4,10
independent_s3_paper_interval,3,1,6,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,18
independent_s3_paper_interval,4,1,11,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,24
independent_s3_paper_interval,5,1,9,3,3,17.380493449176367,"[17.380493449176367, 17.380493449176367, 17.380493449176367]",5,15
independent_s3_paper_interval,6,1,121,4,3,59.09367772719965,"[59.09367772719965, 59.09367772719965, 59.09367772719965]",17,35
independent_s3_paper_interval,7,1,10,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,26
independent_s3_paper_interval,8,1,9,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,14
independent_s3_paper_interval,9,1,9,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,21
independent_s3_paper_interval,10,1,12,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,26
independent_s3_paper_interval,11,1,7,3,3,17.380493449176367,"[17.380493449176367, 17.380493449176367, 17.380493449176367]",5,15
independent_s3_paper_interval,12,1,9,3,3,24.332690828846914,"[24.332690828846914, 24.332690828846914, 24.332690828846914]",7,19
independent_s3_paper_interval,13,1,6,3,3,13.904394759341093,"[13.904394759341093, 13.904394759341093, 13.904394759341093]",4,12
independent_s3_paper_interval,14,1,10,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,24
independent_s3_paper_interval,15,1,6,3,3,13.904394759341093,"[13.904394759341093, 13.904394759341093, 13.904394759341093]",4,12
independent_s3_paper_interval,16,1,19,3,3,38.23708558818801,"[38.23708558818801, 38.23708558818801, 38.23708558818801]",11,27
independent_s3_paper_interval,17,1,8,3,3,24.33269082884691,"[24.33269082884691, 24.33269082884691, 24.33269082884691]",7,19
independent_s3_paper_interval,18,1,15,3,3,38.23708558818801,"[38.23708558818801, 38.23708558818801, 38.23708558818801]",11,27
independent_s3_paper_interval,19,1,11,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,20
independent_s3_paper_interval,20,1,32,3,3,52.1414803475291,"[52.1414803475291, 52.1414803475291, 52.1414803475291]",15,37
independent_s3_paper_interval,21,1,15,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,24
independent_s3_paper_interval,22,1,10,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,26
independent_s3_paper_interval,23,1,10,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,21
independent_s3_paper_interval,24,1,6,3,3,13.904394759341093,"[13.904394759341093, 13.904394759341093, 13.904394759341093]",4,10
independent_s3_paper_interval,25,1,10,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,23
independent_s3_paper_interval,26,1,9,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,20
independent_s3_paper_interval,27,1,10,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,22
independent_s3_paper_interval,28,1,27,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,24
independent_s3_paper_interval,29,1,41,3,3,52.1414803475291,"[52.1414803475291, 52.1414803475291, 52.1414803475291]",15,41
independent_s3_paper_interval,30,1,16,3,3,45.18928296785855,"[45.18928296785855, 45.18928296785855, 45.18928296785855]",13,31
independent_s3_paper_interval,31,1,12,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,28
independent_s3_paper_interval,32,1,14,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,28
independent_s3_paper_interval,33,1,9,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,23
independent_s3_paper_interval,34,1,9,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,18
independent_s3_paper_interval,35,1,20,3,3,45.18928296785855,"[45.18928296785855, 45.18928296785855, 45.18928296785855]",13,35
independent_s3_paper_interval,36,1,64,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,14
independent_s3_paper_interval,37,1,58,3,3,59.09367772719965,"[59.09367772719965, 59.09367772719965, 59.09367772719965]",17,45
independent_s3_paper_interval,38,1,13,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,24
independent_s3_paper_interval,39,1,4,3,3,10.42829606950582,"[10.42829606950582, 10.42829606950582, 10.42829606950582]",3,7
independent_s3_paper_interval,40,1,5,3,3,13.904394759341093,"[13.904394759341093, 13.904394759341093, 13.904394759341093]",4,12
independent_s3_paper_interval,41,1,11,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,23
independent_s3_paper_interval,42,1,52,3,3,45.189282967858546,"[45.18928296785855, 45.18928296785855, 45.189282967858546]",13,25
independent_s3_paper_interval,43,1,15,3,3,45.18928296785855,"[45.18928296785855, 45.18928296785855, 45.18928296785855]",13,33
independent_s3_paper_interval,44,1,14,3,3,45.18928296785855,"[45.18928296785855, 45.18928296785855, 45.18928296785855]",13,33
independent_s3_paper_interval,45,1,12,3,3,27.808789518682186,"[27.808789518682186, 27.808789518682186, 27.808789518682186]",8,24
independent_s3_paper_interval,46,1,90,3,3,45.18928296785855,"[45.18928296785855, 45.18928296785855, 45.18928296785855]",13,25
independent_s3_paper_interval,47,1,85,4,3,52.1414803475291,"[52.1414803475291, 52.1414803475291, 52.1414803475291]",15,39
independent_s3_paper_interval,48,1,6,3,3,17.380493449176367,"[17.380493449176367, 17.380493449176367, 17.380493449176367]",5,15
independent_s3_paper_interval,49,1,29,3,3,24.332690828846914,"[24.332690828846914, 24.332690828846914, 24.332690828846914]",7,15
independent_s3_paper_interval,50,1,27,3,3,38.23708558818801,"[38.23708558818801, 38.23708558818801, 38.23708558818801]",11,31
independent_s3_paper_interval,51,1,10,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,25
independent_s3_paper_interval,52,1,5,3,3,10.42829606950582,"[10.42829606950582, 10.42829606950582, 10.42829606950582]",3,9
independent_s3_paper_interval,53,1,9,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,16
independent_s3_paper_interval,54,1,6,3,3,20.85659213901164,"[20.85659213901164, 20.85659213901164, 20.85659213901164]",6,16
independent_s3_paper_interval,55,1,8,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,27
independent_s3_paper_interval,56,1,37,3,3,31.284888208517458,"[31.284888208517458, 31.284888208517458, 31.284888208517458]",9,23
independent_s3_paper_interval,57,1,19,3,3,34.76098689835273,"[34.76098689835273, 34.76098689835273, 34.76098689835273]",10,22
independent_s3_paper_interval,58,1,6,3,3,24.332690828846914,"[24.332690828846914, 24.332690828846914, 24.332690828846914]",7,21
independent_s3_paper_interval,59,1,7,3,3,17.380493449176367,"[17.380493449176367, 17.380493449176367, 17.380493449176367]",5,15
independent_s3_paper_interval,60,1,16,3,3,38.23708558818801,"[38.23708558818801, 38.23708558818801, 38.23708558818801]",11,27
independent_s3_paper_interval,61,1,50,3,3,45.18928296785855,"[45.18928296785855, 45.18928296785855, 45.18928296785855]",13,29
independent_s3_paper_interval,62,1,14,3,3,41.71318427802328,"[41.71318427802328, 41.71318427802328, 41.71318427802328]",12,28
independent_s3_paper_interval,63,1,9,3,3,24.33269082884691,"[24.33269082884691, 24.33269082884691, 24.33269082884691]",7,19
