p,sample_seed,seed_index,shot,detector_sample_hash,logical_sample_hash,s0,s1,e0_syndrome_converged,e0_logical_correct,e0_syndrome_valid_logical_error,e0_non_convergence,e0_iterations,e0_legs,e0_weight,e0_natural_cycles,e0_result_cycles,e0_rng_words,e0_gamma_coefficients,e0_initial_rng_state,e0_final_rng_state,e1_syndrome_converged,e1_logical_correct,e1_syndrome_valid_logical_error,e1_non_convergence,e1_iterations,e1_legs,e1_weight,e1_natural_cycles,e1_result_cycles,e1_rng_words,e1_gamma_coefficients,e1_initial_rng_state,e1_final_rng_state,n1_cycles,n2_cycles,winner,same_cycle,global_failure,n2_syndrome_converged,n2_logical_correct,n2_syndrome_valid_logical_error,n2_non_convergence,parallel_rescue,early_wrong_risk,latency_reduction,relative_reduction,loser_quiescent_cycle,cleanup_cycles,avoided_loser_cycles,pair_reuse_cycle,n1_active_work,n2_active_work,e0_budget_reached,e1_budget_reached
0.003,20260810,1,8,11a8d3f3cf4dd36c7a9298c623744967e3a5c32ea8ccaa84c89f2d664c54093a,1beb99f5261e9a259ae2c93d6330a0626ac866a32c0b1f30a1f1dcd5ac7c84bf,17347899464711564992,16242277150676000938,1,1,0,0,103,2,421.09869472402625,392348997,392348996,96142,67752,17347899464711564992,8584373290941510277,1,1,0,0,135,2,414.4346028007892,513590327,513590326,96224,67752,16242277150676000938,2082905807142422694,392348996,392348996,0,0,0,1,1,0,0,0,0,0,0.0,394838170,2489174,118752157,394838170,392348997,787187166,0,0
0.003,20260810,1,9,499e7769844aaa5d1d1642de7209c0512c75020ad4274b40e44b306beff1b5d4,9fc4a88539c1bdf26309341188ebc7d12cc20df410aa765b073b17aaf6b87549,10680904030723624696,10467770150244613314,1,1,0,0,1430,24,432.324469819619,5443529948,5443529947,2215916,1558296,10680904030723624696,16680484826886575473,1,1,0,0,543,9,434.0302850981056,2066879371,2066879370,769937,542016,10467770150244613314,16383569928257735103,5443529947,2066879370,1,0,0,1,1,0,0,0,0,3376650577,0.6203053184011444,2069368544,2489174,3374161404,2069368544,5443529948,4136247914,0,0
0.003,20260810,1,10,c35fa0a8dd053cfb20380a2455bcff4f208254e780c7ab3c830e0f24830e0948,5c31706b53a6c11826d3bbe2fcbecc5e2314fd15bdaeae60999f558cde99c656,14108626171013595552,12887485610898404021,1,1,0,0,42,1,389.27482274900456,160166807,160166806,0,0,14108626171013595552,14108626171013595552,1,1,0,0,42,1,389.27482274900456,160166807,160166806,0,0,12887485610898404021,12887485610898404021,160166806,160166806,0,1,0,1,1,0,0,0,0,0,0.0,160166807,1,0,160166807,160166807,320333613,0,0
0.003,20260810,1,11,33eb649aace56b2d148179d396e68c9412e6f0fee480de125ac99680a4a2257f,b1c6edd6aef6541e22141b91734d62c24acb884a22ef9a8f36aff4e19bd39999,15744908322155961522,14529248077396426700,1,1,0,0,50,1,310.6350021916819,190477119,190477118,0,0,15744908322155961522,15744908322155961522,1,1,0,0,50,1,310.6350021916819,190477119,190477118,0,0,14529248077396426700,14529248077396426700,190477118,190477118,0,1,0,1,1,0,0,0,0,0,0.0,190477119,1,0,190477119,190477119,380954237,0,0
0.003,20260810,1,12,7789e7efa18a432b9281485c28171761fc5f482d9e3180218dbcabf58b8c4b4e,dc9f77d20565ea626d0284baa243499fe744465b38f84c78055f1f6ba5b3fdf3,2570941975186273792,7454319751143994661,1,1,0,0,34,1,307.26354900377316,129856495,129856494,0,0,2570941975186273792,2570941975186273792,1,1,0,0,34,1,307.26354900377316,129856495,129856494,0,0,7454319751143994661,7454319751143994661,129856494,129856494,0,1,0,1,1,0,0,0,0,0,0.0,129856495,1,0,129856495,129856495,259712989,0,0
0.003,20260810,1,13,8c5ef5c28cf0296a5c518b684d2f78753b34a3606fed83e40c5ac2c26dce1d64,75997f481e768710b6d5560612f7804d2c6ba87542de1975ad41e3775b52b151,3119474908883429183,18264905140061471670,1,1,0,0,189,3,331.6141292309595,719251300,719251299,192674,135504,3119474908883429183,9073422158540980614,1,1,0,0,138,2,316.1274562888563,524956983,524956982,96513,67752,18264905140061471670,5352396314029021834,719251299,524956982,1,0,0,1,1,0,0,0,0,194294317,0.2701341203973272,527446156,2489174,191805144,527446156,719251300,1052403138,0,0
0.003,20260810,1,14,c8a7733d1fb8e6baf3bc4e4603dca4cab9850ce92e2cf425ca5a95c336534be6,53d9602d612f26666c4acbe860c02e7b773ae14c93b5c9eb8871eb5ad4a97118,13921168073012108925,7002749854099204387,1,1,0,0,63,1,300.91635632150917,239731376,239731375,0,0,13921168073012108925,13921168073012108925,1,1,0,0,63,1,300.91635632150917,239731376,239731375,0,0,7002749854099204387,7002749854099204387,239731375,239731375,0,1,0,1,1,0,0,0,0,0,0.0,239731376,1,0,239731376,239731376,479462751,0,0
0.003,20260810,1,15,84019289039dd794d4788f6f37d0feec7bc5513db820c58af1a6e09ef494cdf8,87e224612b3bed2bb45fa679efde5d32fa8aa81480174feaf1304a38e882fe68,12682690586956095751,4540782341996322137,1,1,0,0,17,1,252.22248931897155,65447082,65447081,0,0,12682690586956095751,12682690586956095751,1,1,0,0,17,1,252.22248931897155,65447082,65447081,0,0,4540782341996322137,4540782341996322137,65447081,65447081,0,1,0,1,1,0,0,0,0,0,0.0,65447082,1,0,65447082,65447082,130894163,0,0
0.003,20260810,1,16,1775eea861c87df9e570e7437f4b4d87f8367a02a84ec16b4c87fb2f8627f710,8772d9a8debd04cbbca3914d8c5a123c5705f795522c4d5d7137d5ad09168ad8,4778280623693829611,17401568351486913378,1,1,0,0,47,1,283.2190543618213,179110752,179110751,0,0,4778280623693829611,4778280623693829611,1,1,0,0,47,1,283.2190543618213,179110752,179110751,0,0,17401568351486913378,17401568351486913378,179110751,179110751,0,1,0,1,1,0,0,0,0,0,0.0,179110752,1,0,179110752,179110752,358221503,0,0
0.003,20260810,1,17,980f7cd66cd562c96a2c477c6b60c94cfa79002420b329fdfef17b7fa35855a2,6dbad28b4285110a5003b8da030625c82a6dea3cb419d2164bcc6e61ccf00090,3673036723463323741,1734109629132500786,1,1,0,0,38,1,432.5891002910465,145011651,145011650,0,0,3673036723463323741,3673036723463323741,1,1,0,0,38,1,432.5891002910465,145011651,145011650,0,0,1734109629132500786,1734109629132500786,145011650,145011650,0,1,0,1,1,0,0,0,0,0,0.0,145011651,1,0,145011651,145011651,290023301,0,0
0.003,20260810,1,18,4b3047acba171b4230d32d4a4d8bf0fb595baa077760ba9295ebf0cf246a3aaf,8088f90abf20fb1a70e9274893f63b44efded7c2ba806f1a86f9779d6e34de15,5998232605694163604,17636983845610381020,1,1,0,0,72,1,306.56581176443586,273830477,273830476,0,0,5998232605694163604,5998232605694163604,1,1,0,0,72,1,306.56581176443586,273830477,273830476,0,0,17636983845610381020,17636983845610381020,273830476,273830476,0,1,0,1,1,0,0,0,0,0,0.0,273830477,1,0,273830477,273830477,547660953,0,0
0.003,20260810,1,19,db3823fc9116a9a2538755f9cd264ca937bfe379b6d6c85bdf29896fc1aee14e,dd0c3152ac2fb5fbc5c7dcbfab3ddf5ff99fa9e528e33686312a2b054e514099,431526302299323507,14491980786553029103,1,1,0,0,550,9,424.1979328020979,2093401265,2093401264,770308,542016,431526302299323507,13483613114729387047,1,1,0,0,498,8,485.4342569027757,1895319382,1895319381,675370,474264,14491980786553029103,9920320676793536815,2093401264,1895319381,1,0,0,1,1,0,0,0,0,198081883,0.09462203276858248,1897808555,2489174,195592710,1897808555,2093401265,3793127936,0,0
0.003,20260810,1,20,ab2ddea742abad9bd71c94ff9b737b1a5a881ef292681893c5e6e07b36748b47,4e807149ac354bc723b9d79a42ed8703fdccf9ca11cdeeeee13df852aa666e97,1807615973557573114,584914519830305683,1,1,0,0,285,5,360.6465481953018,1085107621,1085107620,385417,271008,1807615973557573114,13367950777172845042,1,1,0,0,112,2,346.83424434288173,426448332,426448331,96376,67752,584914519830305683,2123786239060650239,1085107620,426448331,1,0,0,1,1,0,0,0,0,658659289,0.6069990449426574,428937505,2489174,656170116,428937505,1085107621,855385836,0,0
0.003,20260810,1,21,7a2a76786967fba6b0ca2598c0cd6eaf28a9e347c68c58bdfe3d53d5db10ece2,709c3f3aa785534176fc5cdbd09f1dee22618443af5b2022e44fc5b99a52edbb,6813046155664075182,3541383146123096606,1,1,0,0,104,2,298.49630493053087,396138121,396138120,96477,67752,6813046155664075182,3949723005234017547,1,1,0,0,216,4,358.59038797521856,822614667,822614666,288821,203256,3541383146123096606,10984424476962746708,396138120,396138120,0,0,0,1,1,0,0,0,0,0,0.0,398627294,2489174,423987373,398627294,396138121,794765414,0,0
0.003,20260810,1,22,7f04728adc3be4edafe918752f7d4703fa36be04843c51b03521e58be2b0e896,cdb0b8492b7eda62b983f4ff5b3070174af30478936da7c599bf033b727e8ebb,18318094137074377224,11792925387749738074,1,1,0,0,77,1,259.93352705306546,292774422,292774421,0,0,18318094137074377224,18318094137074377224,1,1,0,0,77,1,259.93352705306546,292774422,292774421,0,0,11792925387749738074,11792925387749738074,292774421,292774421,0,1,0,1,1,0,0,0,0,0,0.0,292774422,1,0,292774422,292774422,585548843,0,0
0.003,20260810,1,23,707e49233aaf9c5e8f383f89c4326c43969c4e02d48b7c7b95212eb80f93bffc,5e2cfbf97b97eb5b62f35ad23a5a1ff2d13d79ce5374f02d2d1adcdf14529135,14775790003291655981,9440711780698823099,1,1,0,0,47,1,356.6532976900697,179110752,179110751,0,0,14775790003291655981,14775790003291655981,1,1,0,0,47,1,356.6532976900697,179110752,179110751,0,0,9440711780698823099,9440711780698823099,179110751,179110751,0,1,0,1,1,0,0,0,0,0,0.0,179110752,1,0,179110752,179110752,358221503,0,0
0.003,20260810,1,24,925d65f02cc83ca2f4b20c519572e1fc5603318e6b4607215d63de94ce664417,1dc137a8a2ec4f9b99fba15e88df11d6e4df0d2cb2615eeba0e3a8392fb27b82,6432755272563781537,4082382190877665539,1,1,0,0,66,1,329.59581165515885,251097743,251097742,0,0,6432755272563781537,6432755272563781537,1,1,0,0,66,1,329.59581165515885,251097743,251097742,0,0,4082382190877665539,4082382190877665539,251097742,251097742,0,1,0,1,1,0,0,0,0,0,0.0,251097743,1,0,251097743,251097743,502195485,0,0
0.003,20260810,1,25,ea64d41ad4050712da3d86c742fb860248f41a205edd381d1b22286f59c295ef,076ee9b1c751cca3443d06c0e445246fee3297b1c7d620b03970c141e1d8eb3e,14075516971552651714,2534713456459404202,1,1,0,0,58,1,323.69010880759095,220787431,220787430,0,0,14075516971552651714,14075516971552651714,1,1,0,0,58,1,323.69010880759095,220787431,220787430,0,0,2534713456459404202,2534713456459404202,220787430,220787430,0,1,0,1,1,0,0,0,0,0,0.0,220787431,1,0,220787431,220787431,441574861,0,0
0.003,20260810,1,26,e9815e16d67d226562551216aa6af46ffb9bfe1013c381e12061dee522d2183a,f7ea48203f012146e721e99f4f9ffb49931553e141c9b01bccb3c6aecd61968a,13422414391702810807,5014246721371807918,0,0,0,1,1940,32,,7384341176,7384341176,2985420,2100312,13422414391702810807,14692275561292612853,1,1,0,0,242,4,478.1961870014949,921122825,921122824,288465,203256,5014246721371807918,5903747514144992768,7384341176,921122824,1,0,0,1,1,0,0,1,0,6463218352,0.8752599856851467,923611998,2489174,6460729178,923611998,7384341176,1844734822,1,0
0.003,20260810,1,27,337bf10d4bfa1504cf23524cd6c3b243f4a42449dba5fc7158d9f6a96b679a89,3e86d554843b62e3c25db4c4353324171ba2e242e0c6d57fb917e61ddec85ec4,2282679293320711415,15381013698111867264,1,1,0,0,56,1,367.95742112817027,213209853,213209852,0,0,2282679293320711415,2282679293320711415,1,1,0,0,56,1,367.95742112817027,213209853,213209852,0,0,15381013698111867264,15381013698111867264,213209852,213209852,0,1,0,1,1,0,0,0,0,0,0.0,213209853,1,0,213209853,213209853,426419705,0,0
0.003,20260810,1,28,5b150ca939554ea33d7914cb7b0551a746f2b28d0b5939422a22d6be64bee580,8d04cd0994f834cda8b758b3a7d3e550815164d1c05723aea89bc3af08ca411e,4354426345079556176,16388720416012307981,1,1,0,0,45,1,387.6062702116176,171533174,171533173,0,0,4354426345079556176,4354426345079556176,1,1,0,0,45,1,387.6062702116176,171533174,171533173,0,0,16388720416012307981,16388720416012307981,171533173,171533173,0,1,0,1,1,0,0,0,0,0,0.0,171533174,1,0,171533174,171533174,343066347,0,0
0.003,20260810,1,29,8743b3a5eb82534dc1fcf25316c585995da63d7a828c4b87af2201c8ad8949d3,7b62c639cc3ef421cac3276420d756387ee2f0ed73aac62626fac47fe7c81293,9911219062610712897,14908040798604247566,1,1,0,0,285,5,367.7670770307249,1085107814,1085107813,385610,271008,9911219062610712897,2036931634654008453,1,1,0,0,435,7,371.45833768075136,1655558777,1655558776,578389,406512,14908040798604247566,11747433161064741034,1085107813,1085107813,0,0,0,1,1,0,0,0,0,0,0.0,1087596987,2489174,567961790,1087596987,1085107814,2172704800,0,0
0.003,20260810,1,30,701b488fa5a51be16ecf6e0baa96ed754185fe756f07cdc8844d45127a649178,b2f530b79290ecd416fb989dca8f2e390676fdc8600d89f456684f482fb62322,8263197901438678172,8356400451962193487,1,1,0,0,159,3,288.7989366876782,605587449,605587448,192493,135504,8263197901438678172,14041861000369338693,1,1,0,0,108,2,291.27427706396327,411292990,411292989,96190,67752,8356400451962193487,3333767702812371587,605587448,411292989,1,0,0,1,1,0,0,0,0,194294459,0.32083633774390913,413782163,2489174,191805286,413782163,605587449,825075152,0,0
0.003,20260810,1,31,ccd3b370b990a5c262ad4061ef9584b28d2aaf9479f4937602e77a6bffa1c908,7660c991e0befbcb6b2f8e92bd345f3673563cae507b365448ceded6418492e7,12211981350920347461,15305487118818054149,1,1,0,0,314,5,365.4935378091658,1194982753,1194982752,385668,271008,12211981350920347461,1313956378670760608,1,1,0,0,236,4,355.8895271473898,898389719,898389718,288093,203256,15305487118818054149,2968848419931367797,1194982752,898389718,1,0,0,1,1,0,0,0,0,296593034,0.2481985898989779,900878892,2489174,294103861,900878892,1194982753,1799268610,0,0
0.003,20260811,2,0,f1db2aca0d3d593b3a080e951260fae5e608afdef13f078d64772ceb899dd763,9e50069e9783169e22141366ddddd561b12d991a1afc2f76feb5d051a3e97d49,12591140135651291638,16714316653523421913,1,1,0,0,38,1,262.72411758213116,145011651,145011650,0,0,12591140135651291638,12591140135651291638,1,1,0,0,38,1,262.72411758213116,145011651,145011650,0,0,16714316653523421913,16714316653523421913,145011650,145011650,0,1,0,1,1,0,0,0,0,0,0.0,145011651,1,0,145011651,145011651,290023301,0,0
0.003,20260811,2,1,9c324d838b825db680fd2792ea9d2894ffbfd12651db6406058ebd6fd5db4c7b,cd2b3424be3c4e34fbb2ebdfff8c64e5a8775743810406c40a163d82a04331f9,14398923474848074007,16276123265812513593,1,1,0,0,340,6,382.92758883158155,1294557467,1294557466,481951,338760,14398923474848074007,4467648285916179473,1,1,0,0,106,2,360.01172381544285,403715652,403715651,96430,67752,16276123265812513593,15884328492817583383,1294557466,403715651,1,0,0,1,1,0,0,0,0,890841815,0.6881438934901636,406204825,2489174,888352642,406204825,1294557467,809920476,0,0
0.003,20260811,2,2,4134f7f366382b01c77d548800c5c84ccaf12103dab90caa7074975a1b57f299,8edee5b30cde45fa48b234cc94fbc55748ed01d514edeadc018ee5ae459d0602,5285917600812044521,11602283543312595792,1,1,0,0,51,1,301.131114823069,194265908,194265907,0,0,5285917600812044521,5285917600812044521,1,1,0,0,51,1,301.131114823069,194265908,194265907,0,0,11602283543312595792,11602283543312595792,194265907,194265907,0,1,0,1,1,0,0,0,0,0,0.0,194265908,1,0,194265908,194265908,388531815,0,0
0.003,20260811,2,3,805dc6a0c3753dfd22d265592e56724420b7e679ec11c424e36083d657dc4f5f,13555cd0ad8dad09cb89e3f2f9c7d9ee5c09183a2dd7bf56924f33bcc3298830,4870230045874889232,454751311656610879,1,1,0,0,45,1,346.12024981797845,171533174,171533173,0,0,4870230045874889232,4870230045874889232,1,1,0,0,45,1,346.12024981797845,171533174,171533173,0,0,454751311656610879,454751311656610879,171533173,171533173,0,1,0,1,1,0,0,0,0,0,0.0,171533174,1,0,171533174,171533174,343066347,0,0
0.003,20260811,2,4,63750f0d10ca982c61627854d57bfea016771678da4aedc6f0715aac028b65e1,02606f3ecf2a08f424ba6b22f944ad70b14e65b35a60d5499785082acb6d4ee9,5439685464939128410,314622122146281499,1,1,0,0,114,2,314.8190775449506,434026050,434026049,96516,67752,5439685464939128410,17391487311087233737,1,1,0,0,350,6,331.5204237263938,1332445432,1332445431,482026,338760,314622122146281499,16889289172686811639,434026049,434026049,0,0,0,1,1,0,0,0,0,0,0.0,436515223,2489174,895930209,436515223,434026050,870541272,0,0
0.003,20260811,2,5,aa489a0cfac57a77d1e9dad95f1cbf820bb68c22a58d71417adfe503d1bd658a,820d5d8baf762ec66dcd56fed15c78bf2798d4f9bd492f4553e99b4684865498,8792214352843502736,16156309760702522902,1,1,0,0,100,2,329.44608680311944,380982727,380982726,96239,67752,8792214352843502736,4093684515775768911,1,1,0,0,162,3,390.0655197485825,616953867,616953866,192544,135504,16156309760702522902,13911430305368894774,380982726,380982726,0,0,0,1,1,0,0,0,0,0,0.0,383471900,2489174,233481967,383471900,380982727,764454626,0,0
0.003,20260811,2,6,c5266b88b9053f30748f4ed87ee718c2ad638b562a580cdefcadf7c7cb04ece4,ef3a33aa5ad19039260d9a324b474a44917aec91cfab9ce21311669775d49276,11597767561949233287,3570044337078570290,1,1,0,0,21,1,270.52824890805505,80602238,80602237,0,0,11597767561949233287,11597767561949233287,1,1,0,0,21,1,270.52824890805505,80602238,80602237,0,0,3570044337078570290,3570044337078570290,80602237,80602237,0,1,0,1,1,0,0,0,0,0,0.0,80602238,1,0,80602238,80602238,161204475,0,0
0.003,20260811,2,7,9c2b3c7f690389be3ecd7d3ea8dc733cfed6cc4c108bf93bebc0572a11c656ca,8f85aa4402eb778f21c5df56c25b8d6be417568233936b5b10ea29ebb6063d90,10240115457452263406,9767009608777549681,1,1,0,0,78,1,373.69719295653067,296563211,296563210,0,0,10240115457452263406,10240115457452263406,1,1,0,0,78,1,373.69719295653067,296563211,296563210,0,0,9767009608777549681,9767009608777549681,296563210,296563210,0,1,0,1,1,0,0,0,0,0,0.0,296563211,1,0,296563211,296563211,593126421,0,0
0.003,20260811,2,8,15915706cf7c451325ed31589f924323bf3fcd704b0270ce4c5e30496937d018,414f7e27ad1e3aea98efdc4afc26e04e23208c0b92cb1a3dafc406cc8afdf7b7,13183679499127727963,17725628702158157308,1,1,0,0,113,2,257.38494794159726,430237098,430237097,96353,67752,13183679499127727963,17965004355755020449,1,1,0,0,110,2,272.37536162670426,418871049,418871048,96671,67752,17725628702158157308,18398055265228774991,430237097,418871048,1,0,0,1,1,0,0,0,0,11366049,0.026418105456861615,421360222,2489174,8876876,421360222,430237098,840231270,0,0
0.003,20260811,2,9,043f5a34065353ea3868aa615e85399d93a954d2916fa79451f67fe7119631cc,ccc8d02c8169fdaeaaa52f9c74dfa3e1238ac5d0e89bc35223d423517f8e2b2d,7420305196817032049,9219705117325939880,1,1,0,0,74,1,281.26795917260876,281408055,281408054,0,0,7420305196817032049,7420305196817032049,1,1,0,0,74,1,281.26795917260876,281408055,281408054,0,0,9219705117325939880,9219705117325939880,281408054,281408054,0,1,0,1,1,0,0,0,0,0,0.0,281408055,1,0,281408055,281408055,562816109,0,0
0.003,20260811,2,10,89d864d2aaaf409c3b3e463a9b4dc4f366243e0766063d43a5059decf19ffc85,2b14aff0feb9688dbee136c997df54a4daad9178e473493e64a0b159c5a4b6c1,2561458277920639138,6359106382760083572,1,1,0,0,32,1,278.2676039972531,122278917,122278916,0,0,2561458277920639138,2561458277920639138,1,1,0,0,32,1,278.2676039972531,122278917,122278916,0,0,6359106382760083572,6359106382760083572,122278916,122278916,0,1,0,1,1,0,0,0,0,0,0.0,122278917,1,0,122278917,122278917,244557833,0,0
0.003,20260811,2,11,75ad5fd65e339c6ff0ae738d0918db6068140601a7b17b0fa817a202a7b42538,a93ed9ef94d313cc2c0f5f7f08c764817d6a3bd823596fe661321b089c2417e7,8078582994456052044,10028367006213907988,1,1,0,0,73,1,334.53197140417876,277619266,277619265,0,0,8078582994456052044,8078582994456052044,1,1,0,0,73,1,334.53197140417876,277619266,277619265,0,0,10028367006213907988,10028367006213907988,277619265,277619265,0,1,0,1,1,0,0,0,0,0,0.0,277619266,1,0,277619266,277619266,555238531,0,0
0.003,20260811,2,12,123279b8b5d5e2afe2266f4b66343e9254a3e2dfa6202716daea812be8645015,44770848dc96f922549852191f498879ee80e5f988143d5e4f3c63e8b90f4899,12808455088834327277,3513819750972264668,1,1,0,0,137,2,272.8895798394267,521168174,521168173,96493,67752,12808455088834327277,16872691644683574566,1,1,0,0,109,2,287.4140289513786,415082209,415082208,96620,67752,3513819750972264668,14225196461361334431,521168173,415082208,1,0,0,1,1,0,0,0,0,106085965,0.20355418940749476,417571382,2489174,103596792,417571382,521168174,832653590,0,0
0.003,20260811,2,13,2bd5bf5cfe88ff6a5bdaa535639fcec3c255a65910a889caf022f5a3c73f0fe3,38050104e08f814440ef5f296079ecf42a5e6a28edb69b2bda6282eccbd13a59,7478962685137083256,9886313847674239343,1,1,0,0,126,2,425.91845015790307,479491476,479491475,96474,67752,7478962685137083256,3859108314703142526,1,1,0,0,576,10,443.49418026398087,2192977025,2192977024,867637,609768,9886313847674239343,8048816787397528997,479491475,479491475,0,0,0,1,1,0,0,0,0,0,0.0,481980649,2489174,1710996376,481980649,479491476,961472124,0,0
0.003,20260811,2,14,0b07ca7597a1e3befa5068bbb3ab7491ac71879cdf7e648b0251c70203fb7c2b,de3f615d6db2b0785f82eded6c1f2fe087145e2c3a2296aceddb3a7ea70247d7,11156411659614648304,5999051506218194596,1,1,0,0,36,1,309.29812843956813,137434073,137434072,0,0,11156411659614648304,11156411659614648304,1,1,0,0,36,1,309.29812843956813,137434073,137434072,0,0,5999051506218194596,5999051506218194596,137434072,137434072,0,1,0,1,1,0,0,0,0,0,0.0,137434073,1,0,137434073,137434073,274868145,0,0
0.003,20260811,2,15,91606617eace009644af6436e5825bba58c882af613bfb2faa2dbfe6542fb5bf,c11283978b742210b5bac55c6813232b71ec2f4d666ec74c4d3e9023cc84b3d7,16838006490020479505,7572865775504799845,1,1,0,0,537,9,405.196844057334,2044147480,2044147479,770780,542016,16838006490020479505,5887517988276465820,1,1,0,0,437,7,395.926327419986,1663135498,1663135497,577532,406512,7572865775504799845,10143937812114326726,2044147479,1663135497,1,0,0,1,1,0,0,0,0,381011982,0.18639163069897072,1665624671,2489174,378522809,1665624671,2044147480,3328760168,0,0
0.003,20260811,2,16,a7283f53b3ec917b83fef9790846e63645932745e868d8d3e6fd5e80e934d57a,ff94c1326e8a86030608434139702192bcb91b515b8909f7be7a0317a72e1ca0,221122456675719003,14538820038851895363,1,1,0,0,135,2,335.76037749514626,513590316,513590315,96213,67752,221122456675719003,7557747349423618125,1,1,0,0,306,5,365.87125093953534,1164672704,1164672703,385931,271008,14538820038851895363,10205109390542670440,513590315,513590315,0,0,0,1,1,0,0,0,0,0,0.0,516079489,2489174,648593215,516079489,513590316,1029669804,0,0
0.003,20260811,2,17,ee263bd5f9d676ae8ac8e590b8d0ef667faf6aae6403b59afcd12e2a2c2eb2b2,ed6acec445a90ea20ab22cba018e3b88a56d437ff574f0158ac1d18fa6385033,10520600895686187117,623368144879257907,1,1,0,0,66,1,310.8063991347773,251097743,251097742,0,0,10520600895686187117,10520600895686187117,1,1,0,0,66,1,310.8063991347773,251097743,251097742,0,0,623368144879257907,623368144879257907,251097742,251097742,0,1,0,1,1,0,0,0,0,0,0.0,251097743,1,0,251097743,251097743,502195485,0,0
0.003,20260811,2,18,5c2d602e44af77b4764f71720536cb1d315029b42cdbeaf0eceb275d6ae13517,98dd2b77f42c0649fc5ed24b1bb4f5302a8904a1157db281a6752e7b4a3f1280,12508260089232246994,14873171612103806225,1,1,0,0,254,4,373.4877980528156,966588838,966588837,289010,203256,12508260089232246994,283108806020748319,1,1,0,0,108,2,359.8726461691389,411293771,411293770,96971,67752,14873171612103806225,14223152157389279640,966588837,411293770,1,0,0,1,1,0,0,0,0,555295067,0.5744894268833771,413782944,2489174,552805894,413782944,966588838,825076714,0,0
0.003,20260811,2,19,ef93ee3332dd5ef476f251c9ef893fe1c0af03aeb4c9da628dafb1ec9307bd1c,ee8c8119647b36b01af9d3c8a3613392cf7f5cf951712e5ddc9fc1e758799e40,5636405336155466579,16736873120485300393,1,1,0,0,23,1,316.6001322510972,88179816,88179815,0,0,5636405336155466579,5636405336155466579,1,1,0,0,23,1,316.6001322510972,88179816,88179815,0,0,16736873120485300393,16736873120485300393,88179815,88179815,0,1,0,1,1,0,0,0,0,0,0.0,88179816,1,0,88179816,88179816,176359631,0,0
0.003,20260811,2,20,15ce8ec5e97c9c3bc9095072ab57c4d6b0320a671429c95e9971bc34b17aaa3f,34c5a50ee913fa62dfc356c2e5c89b770c3cb04ad5397f38ea576a4053eb50a6,17960158587654480707,2670367458670504084,1,1,0,0,132,2,385.41979172787023,502224320,502224319,96584,67752,17960158587654480707,4772624936302435707,1,1,0,0,167,3,367.83332763682563,635897579,635897578,192311,135504,2670367458670504084,7209837428072408557,502224319,502224319,0,0,0,1,1,0,0,0,0,0,0.0,504713493,2489174,131184086,504713493,502224320,1006937812,0,0
0.003,20260811,2,21,65f1c0fb36055fede2a082cb7e093b57106cb2f1cb672439c20224a36a4dfcff,8c13db4cd1e6a764a785ae06190386bdb8fbe3a8c7da22c1eff1feec6151250c,7576333766788032507,3241010762403818525,1,1,0,0,183,3,405.036434293301,696518391,696518390,192499,135504,7576333766788032507,16121951071688965572,1,1,0,0,119,2,364.3423232563969,452969834,452969833,96355,67752,3241010762403818525,12436607354119045487,696518390,452969833,1,0,0,1,1,0,0,0,0,243548557,0.34966565204401856,455459007,2489174,241059384,455459007,696518391,908428840,0,0
0.003,20260811,2,22,2209e4835342cde3c2824b7c17a684a4e54e6d157a724d4d97f0b503d47fb45e,c9af79e3adbca032f900fc97ec56a8751efc38465145eaa97cfcf1fc8ca0b615,2657287600800773129,3694716263334677177,1,1,0,0,64,1,335.4195204053038,243520165,243520164,0,0,2657287600800773129,2657287600800773129,1,1,0,0,64,1,335.4195204053038,243520165,243520164,0,0,3694716263334677177,3694716263334677177,243520164,243520164,0,1,0,1,1,0,0,0,0,0,0.0,243520165,1,0,243520165,243520165,487040329,0,0
0.003,20260811,2,23,6ddbd7ea6e2889eca7e70f6ec41cf9e23efab438d4815cc99bc86f9351aefb8e,b836adce82a6ed5aafe3c5d9328ad28ad1ea3260f9548d48dafd101bc0f56a63,10399951486538895167,12500915002308756678,1,1,0,0,195,3,402.8249278458179,741984248,741984247,192888,135504,10399951486538895167,15381696026586266315,1,1,0,0,184,3,410.5925447847293,700307413,700307412,192732,135504,12500915002308756678,17728764642329863605,741984247,700307412,1,0,0,1,1,0,0,0,0,41676835,0.05616943374270856,702796586,2489174,39187662,702796586,741984248,1403103998,0,0
0.003,20260811,2,24,70d9d1dd86576b8a975c6642aec0b498cf34782de1ec4f2adba949b745e6875b,e6a7825eb3ccf60599f4e6aed6134120c884b1214722243788baf435b39ad28e,3296197110880321045,10005775456448158414,1,1,0,0,73,1,291.222054809026,277619266,277619265,0,0,3296197110880321045,3296197110880321045,1,1,0,0,73,1,291.222054809026,277619266,277619265,0,0,10005775456448158414,10005775456448158414,277619265,277619265,0,1,0,1,1,0,0,0,0,0,0.0,277619266,1,0,277619266,277619266,555238531,0,0
