p,sample_seed,seed_index,shot,detector_sample_hash,logical_sample_hash,s0,s1,e0_syndrome_converged,e0_logical_correct,e0_syndrome_valid_logical_error,e0_non_convergence,e0_iterations,e0_legs,e0_weight,e0_natural_cycles,e0_result_cycles,e0_rng_words,e0_gamma_coefficients,e0_initial_rng_state,e0_final_rng_state,e1_syndrome_converged,e1_logical_correct,e1_syndrome_valid_logical_error,e1_non_convergence,e1_iterations,e1_legs,e1_weight,e1_natural_cycles,e1_result_cycles,e1_rng_words,e1_gamma_coefficients,e1_initial_rng_state,e1_final_rng_state,n1_cycles,n2_cycles,winner,same_cycle,global_failure,n2_syndrome_converged,n2_logical_correct,n2_syndrome_valid_logical_error,n2_non_convergence,parallel_rescue,early_wrong_risk,latency_reduction,relative_reduction,loser_quiescent_cycle,cleanup_cycles,avoided_loser_cycles,pair_reuse_cycle,n1_active_work,n2_active_work,e0_budget_reached,e1_budget_reached
0.003,20260811,2,25,72b52882cd41d9c4027a027306cd70b2fd08f66d3ab22e5482cfa52fd61aac47,6bf8ef03ae988e82c213831c5c8d808d48b6d9261ac0808de4a69ae4cc0e98b1,4924991655058300892,10773553486900403650,1,1,0,0,371,6,359.6067667074997,1412009478,1412009477,481503,338760,4924991655058300892,5314586986174548259,1,1,0,0,320,5,404.797502354038,1217715604,1217715603,385785,271008,10773553486900403650,3685955995784858836,1412009477,1217715603,1,0,0,1,1,0,0,0,0,194293874,0.13760097022351642,1220204777,2489174,191804701,1220204777,1412009478,2437920380,0,0
0.003,20260811,2,26,e71cf651e4ebaf402ff2aa451cc52a4ea660ec0bac7b0ceafd1a3fd7809d1177,34f1deca88628c74727ddaba05d0ca7caaa4a397d18980fe675de672557a41ca,15134709048464766590,10362486612339602757,0,0,0,1,1940,32,,7384343541,7384343541,2987785,2100312,15134709048464766590,8814311685837319270,1,1,0,0,1241,21,294.832026831003,4724250261,4724250260,1927101,1355040,10362486612339602757,7695860152668751418,7384343541,4724250260,1,0,0,1,1,0,0,1,0,2660093281,0.3602342261340357,4726739434,2489174,2657604107,4726739434,7384343541,9450989694,1,0
0.003,20260811,2,27,82caec2a839c79750c2740d11b8cbcdfd5c1afa65c33fe52a65fe99653541785,a11984c8f1cacdd2393769eeba7f1aba622f04f6702787174dba10126bb9f085,11538290679992291161,16669487498354507090,1,1,0,0,334,6,369.8746497179269,1271824991,1271824990,482209,338760,11538290679992291161,5768175758855074298,1,1,0,0,226,4,351.7910304622333,860502944,860502943,289208,203256,16669487498354507090,13301442289204464914,1271824990,860502943,1,0,0,1,1,0,0,0,0,411322047,0.32341088611570684,862992117,2489174,408832874,862992117,1271824991,1723495060,0,0
0.003,20260811,2,28,f085cf40fcbb3d1e10af99cb7445ed802b054a58dee20f34a35dad014e80f91b,47a2664a0b6f897df60db9777188591ef244e324cb2a11120af4d3ec1d22b320,9658996613670898465,15355693094233425345,1,1,0,0,538,9,378.9390246048778,2047936563,2047936562,771074,542016,9658996613670898465,17638142300553703491,1,1,0,0,109,2,340.17385358258394,415081682,415081681,96093,67752,15355693094233425345,16165619999308530830,2047936562,415081681,1,0,0,1,1,0,0,0,0,1632854881,0.7973171197282428,417570855,2489174,1630365708,417570855,2047936563,832652536,0,0
0.003,20260811,2,29,bb605ed0e8ecb0cc8771d8dd616cc1334d4771011ed984978cf124b971c0e184,9222cfab9895d438e70ac06acd41b6a3326e743f622548c14b0068d3d8ac7652,12160922851109679263,7711765226845807627,1,1,0,0,34,1,226.6341805350745,129856495,129856494,0,0,12160922851109679263,12160922851109679263,1,1,0,0,34,1,226.6341805350745,129856495,129856494,0,0,7711765226845807627,7711765226845807627,129856494,129856494,0,1,0,1,1,0,0,0,0,0,0.0,129856495,1,0,129856495,129856495,259712989,0,0
0.003,20260811,2,30,a4ad416ecd3413d3d69e4f00c672d159b0db63a93333ee252f1bf4a37bab7b7b,5fbacfbf778c499a06f596919cfde77075217caa403e17873ebad817a33c4bd9,13068952178398018031,7477609605769523509,1,1,0,0,31,1,332.15061678648215,118490128,118490127,0,0,13068952178398018031,13068952178398018031,1,1,0,0,31,1,332.15061678648215,118490128,118490127,0,0,7477609605769523509,7477609605769523509,118490127,118490127,0,1,0,1,1,0,0,0,0,0,0.0,118490128,1,0,118490128,118490128,236980255,0,0
0.003,20260811,2,31,aef1854a94e7f937f1b2899e4dc47e79f96cda4a7c105842a87b51e8d234a510,08f215aa0a19a792ab15b88c600fb372532b917f55efbc1bfc7489ae5c78e07d,10101235573465291342,2430803132911302862,1,1,0,0,57,1,394.7011525225419,216998642,216998641,0,0,10101235573465291342,10101235573465291342,1,1,0,0,57,1,394.7011525225419,216998642,216998641,0,0,2430803132911302862,2430803132911302862,216998641,216998641,0,1,0,1,1,0,0,0,0,0,0.0,216998642,1,0,216998642,216998642,433997283,0,0
0.003,20260812,3,0,83059e319d2addefab75a6c0c42c5938d10c8bbe31604f81af2ff0929f046d40,c029ef44151f13cbff6ed101074e54fb5245bc36da8bcafd670bf2d3846bdf1d,270889637390886203,18058913602537909290,1,1,0,0,63,1,462.3679500667775,239731376,239731375,0,0,270889637390886203,270889637390886203,1,1,0,0,63,1,462.3679500667775,239731376,239731375,0,0,18058913602537909290,18058913602537909290,239731375,239731375,0,1,0,1,1,0,0,0,0,0,0.0,239731376,1,0,239731376,239731376,479462751,0,0
0.003,20260812,3,1,cf2904daf47e56edcdf41cb5d1c7e1d0d68744b0e372e442498d0b7f56b7b671,1ae2bcbc6c0f178c5b7465f7df5efc2c2d40f855288ca1bb26c9da3852f7929c,8007721504213493471,15019809085042367164,1,1,0,0,56,1,300.0744781913189,213209853,213209852,0,0,8007721504213493471,8007721504213493471,1,1,0,0,56,1,300.0744781913189,213209853,213209852,0,0,15019809085042367164,15019809085042367164,213209852,213209852,0,1,0,1,1,0,0,0,0,0,0.0,213209853,1,0,213209853,213209853,426419705,0,0
0.003,20260812,3,2,ab11360de5d13b30ced21f555b5ac8f7ae33ddb16feefcd9ccd9a0cd4b4dd89b,a93ed9ef94d313cc2c0f5f7f08c764817d6a3bd823596fe661321b089c2417e7,13309767019170863744,6191383519907286455,1,1,0,0,96,2,231.7622222661438,365827642,365827641,96310,67752,13309767019170863744,17674527828973629829,1,1,0,0,163,3,249.8088859149517,620742876,620742875,192764,135504,6191383519907286455,15556554650179094710,365827641,365827641,0,0,0,1,1,0,0,0,0,0,0.0,368316815,2489174,252426061,368316815,365827642,734144456,0,0
0.003,20260812,3,3,1edbb86cd7c487f39a7f7c9f1b87d7f97263950501eba0de3cae899823ee0665,b0c4864b552dc25ee904c5aecc4571ad9f1be0d59cdbf9f2c80450612457cf2a,10210601533865766942,5101425440545353583,1,1,0,0,160,3,326.5576629249812,609376756,609376755,193011,135504,10210601533865766942,16913793942978031012,1,1,0,0,281,5,354.4099741070509,1069952405,1069952404,385357,271008,5101425440545353583,10120060129200313489,609376755,609376755,0,0,0,1,1,0,0,0,0,0,0.0,611865929,2489174,458086476,611865929,609376756,1221242684,0,0
0.003,20260812,3,4,6ff99221df9055a0305ba285b3413248bb1c96e5006bd0fff968b8f90cb0ec26,95d5261385a198b3eb8ca5ce5f30e6c599ba3dbfd6d8db74b394298fb1faf5fd,17688753493651476981,5304703273515628451,1,1,0,0,64,1,269.7750159285819,243520165,243520164,0,0,17688753493651476981,17688753493651476981,1,1,0,0,64,1,269.7750159285819,243520165,243520164,0,0,5304703273515628451,5304703273515628451,243520164,243520164,0,1,0,1,1,0,0,0,0,0,0.0,243520165,1,0,243520165,243520165,487040329,0,0
0.003,20260812,3,5,531144fbda35077b3c630d5db06e992dce4585bb0765ea7a98e0d0feb1eef710,4aa45e34ef05ae35241e9bd135671faf55111f6ba57f3fc763e8a0633c423ed0,15844609613139332780,17141099179094714035,1,1,0,0,27,1,281.5412901945348,103334972,103334971,0,0,15844609613139332780,15844609613139332780,1,1,0,0,27,1,281.5412901945348,103334972,103334971,0,0,17141099179094714035,17141099179094714035,103334971,103334971,0,1,0,1,1,0,0,0,0,0,0.0,103334972,1,0,103334972,103334972,206669943,0,0
0.003,20260812,3,6,32c673e5ea71d9d52ac2fc40ae6e44c5218512f1b2dc9a5c7d1461cc4dc732c3,38ac7bda3d1c2bebaee514c7bf472ec10c12ee6bd464d5e75ea8b09ff9425fcb,860020932602830952,17783348963776652427,1,1,0,0,187,3,335.5598614791322,711673958,711673957,192910,135504,860020932602830952,13366724696140719276,1,1,0,0,219,4,333.7518329130305,833981349,833981348,289136,203256,17783348963776652427,13194121869459445845,711673957,711673957,0,0,0,1,1,0,0,0,0,0,0.0,714163131,2489174,119818218,714163131,711673958,1425837088,0,0
0.003,20260812,3,7,53fa68004ece09426c5ec043515cace413cb0aa63b3bb7a0d4c1073c0afc1c3f,6439411b74e32bb6b6cbb978faa49e2d7e634a18968a8cd19a92f73280c583dc,13478216063222435753,15270686948862531208,1,1,0,0,234,4,484.836473144737,890814200,890814199,290152,203256,13478216063222435753,11032748219432444100,1,1,0,0,112,2,399.7960704255366,426447989,426447988,96033,67752,15270686948862531208,14220336374883403823,890814199,426447988,1,0,0,1,1,0,0,0,0,464366211,0.5212829022272915,428937162,2489174,461877038,428937162,890814200,855385150,0,0
0.003,20260812,3,8,b937f2d07c26b31a9c7923b99c72581d06067713baab2d3413dc0265d0732619,afc950804dbf5b7a744f9f7037765508df0d3fcd77034334b1114e4365ac3e95,3811912405344925325,770383573333756264,1,1,0,0,79,1,265.802528683075,300352000,300351999,0,0,3811912405344925325,3811912405344925325,1,1,0,0,79,1,265.802528683075,300352000,300351999,0,0,770383573333756264,770383573333756264,300351999,300351999,0,1,0,1,1,0,0,0,0,0,0.0,300352000,1,0,300352000,300352000,600703999,0,0
0.003,20260812,3,9,4ec5923733a21518b5628af0818017f0fc91e1f7bb7a65f5433269ba624d40a7,34f1deca88628c74727ddaba05d0ca7caaa4a397d18980fe675de672557a41ca,1137728662575136148,5624775205445137324,1,1,0,0,58,1,297.4822755189275,220787431,220787430,0,0,1137728662575136148,1137728662575136148,1,1,0,0,58,1,297.4822755189275,220787431,220787430,0,0,5624775205445137324,5624775205445137324,220787430,220787430,0,1,0,1,1,0,0,0,0,0,0.0,220787431,1,0,220787431,220787431,441574861,0,0
0.003,20260812,3,10,0a56d2d526e3952fc560dfea47768ba8d0f8e957a6944f436716e6ff4471698e,9aa22a2a77c1ac020c6e3912e01e08143d469cd15359ab5151c53aa52f6dc7e0,15051203458072892940,2077220433308409023,1,1,0,0,36,1,432.9327645503496,137434073,137434072,0,0,15051203458072892940,15051203458072892940,1,1,0,0,36,1,432.9327645503496,137434073,137434072,0,0,2077220433308409023,2077220433308409023,137434072,137434072,0,1,0,1,1,0,0,0,0,0,0.0,137434073,1,0,137434073,137434073,274868145,0,0
0.003,20260812,3,11,3fbdeff3cf382272134efd028c69da3bc8a22ea8a3f74772f68e013ef523e8b3,ffbb606229868908952e5d38f41c62b6f984b207e9c1418e4f239ecb11c5576e,470894084651077011,2208528821829052227,1,1,0,0,48,1,308.69037060448784,182899541,182899540,0,0,470894084651077011,470894084651077011,1,1,0,0,48,1,308.69037060448784,182899541,182899540,0,0,2208528821829052227,2208528821829052227,182899540,182899540,0,1,0,1,1,0,0,0,0,0,0.0,182899541,1,0,182899541,182899541,365799081,0,0
0.003,20260812,3,12,a1f4651562f7825b871faee63901c2e4c18aeda1366b3f3db40b220216c83818,68bb6628e9e186a77662c8a0fc0eca4672409a0f06223750c2237648d804f47c,9495154671304254520,4420789242130913051,1,1,0,0,99,2,375.96788609262455,377193898,377193897,96199,67752,9495154671304254520,16586031870498296319,1,1,0,0,347,6,407.419166645994,1321078524,1321078523,481485,338760,4420789242130913051,11617555900449091090,377193897,377193897,0,0,0,1,1,0,0,0,0,0,0.0,379683071,2489174,941395453,379683071,377193898,756876968,0,0
0.003,20260812,3,13,2b031b903af71146854196746f8d7cf96e6e3c2dbb6cefc3919658c9f8d349d7,6fa7aff3db2ae0b94355d8a5501b3783f29d3baf4ab6dc554e40308604439115,8638601424716686462,14424810066974182993,1,1,0,0,173,3,347.2776365427093,658630784,658630783,192782,135504,8638601424716686462,8142015567957563871,1,1,0,0,102,2,319.10816339080196,388559956,388559955,95890,67752,14424810066974182993,1509552719589232193,658630783,388559955,1,0,0,1,1,0,0,0,0,270070828,0.41004889988568904,391049129,2489174,267581655,391049129,658630784,779609084,0,0
0.003,20260812,3,14,c9a43b9ea8af4b23503566f3ac2404c5c26356a807805321aad761995f090244,70de76ea56aa92ada328ba119fcc08498beb33f61ff4f66790deaffd3cb5e81b,12992113586448757321,16000821272086832410,1,1,0,0,403,7,399.6399398989042,1534317520,1534317519,578380,406512,12992113586448757321,4476435599176964182,0,0,0,1,1940,32,,7384341607,7384341607,2985851,2100312,16000821272086832410,14389645815256749313,1534317519,1534317519,0,0,0,1,1,0,0,0,0,0,0.0,1536806693,2489174,5847534914,1536806693,1534317520,3071124212,0,1
0.003,20260812,3,15,949c188dda534d99f89dc42921a550f0d44e481e541ae53cfbf351ccb7dc4f75,6e3fbb7d20a3d0bfdaed944de60dc4739ca0782555b7c7ee86781b338e71a9a1,9979775049283296575,3150995728896286250,1,1,0,0,641,11,471.25685318122584,2440313867,2440313866,963277,677520,9979775049283296575,16867372888556941785,1,1,0,0,290,5,471.1971234332144,1104051690,1104051689,385541,271008,3150995728896286250,5730531285302732105,2440313866,1104051689,1,0,0,1,1,0,0,0,0,1336262177,0.5475779962641903,1106540863,2489174,1333773004,1106540863,2440313867,2210592552,0,0
0.003,20260812,3,16,74e177a055953dcb57560904b24b88cb0b6ae1cf161b6d1c4fe68532a31e8aeb,e8f39d86a9262db0c52cfdc7065f172476571aa872e8b383eec096e433f63438,5033594309272005557,9513158066089801193,1,1,0,0,71,1,406.79039514854117,270041688,270041687,0,0,5033594309272005557,5033594309272005557,1,1,0,0,71,1,406.79039514854117,270041688,270041687,0,0,9513158066089801193,9513158066089801193,270041687,270041687,0,1,0,1,1,0,0,0,0,0,0.0,270041688,1,0,270041688,270041688,540083375,0,0
0.003,20260812,3,17,dc486699379e2209a465592f7ed40ea8d84ed854de22bec2e5b6fa11fef81ad3,cb38e544a793f8d61a6200cc90dcbd26bf081b4ab3827f51780bb2a9d79f9a09,4994072420896573804,8691010055413677348,1,1,0,0,55,1,417.9508542796515,209421064,209421063,0,0,4994072420896573804,4994072420896573804,1,1,0,0,55,1,417.9508542796515,209421064,209421063,0,0,8691010055413677348,8691010055413677348,209421063,209421063,0,1,0,1,1,0,0,0,0,0,0.0,209421064,1,0,209421064,209421064,418842127,0,0
0.003,20260812,3,18,b33d5d713b61b47d35f4f6353e989ea97f8626aa7decd391fc6f8c4c4a315034,187355b101e4d1f66c7948f93d109b63e1e0e5ec14eba8043e6428aff3a3e4ca,11579165494043876679,641790827222171602,1,1,0,0,59,1,351.56754653064695,224576220,224576219,0,0,11579165494043876679,11579165494043876679,1,1,0,0,59,1,351.56754653064695,224576220,224576219,0,0,641790827222171602,641790827222171602,224576219,224576219,0,1,0,1,1,0,0,0,0,0,0.0,224576220,1,0,224576220,224576220,449152439,0,0
0.003,20260812,3,19,e9f483bc1a5a0c65a40b07da0c19dc1013426fa86383b91c1f67c9e461c6a7c0,b043323af4d4532fd0599b2e98521e578681d8baaa6a503d8b440ada9ba5c5f6,10783150360528218276,8611758862751272143,1,1,0,0,106,2,254.9611615414059,403715323,403715322,96101,67752,10783150360528218276,7551649069035055626,1,1,0,0,336,6,274.85552507272376,1279402482,1279402481,482122,338760,8611758862751272143,14862713921746398489,403715322,403715322,0,0,0,1,1,0,0,0,0,0,0.0,406204496,2489174,873197986,406204496,403715323,809919818,0,0
0.003,20260812,3,20,84f01f8e9e95cc27e18c33645511415fb68e44b498ef88ec676deecd92f4597f,9136b05e5ebbd767e678639d590ffd51738d1831121dfb19621750870c78cb89,6745458781375798781,5218914708274380730,1,1,0,0,616,10,367.7072890880148,2344527609,2344527608,866661,609768,6745458781375798781,7705041457120034897,1,1,0,0,286,5,368.5474728407073,1088896503,1088896502,385510,271008,5218914708274380730,4474800520926798165,2344527608,1088896502,1,0,0,1,1,0,0,0,0,1255631106,0.5355582513575587,1091385676,2489174,1253141933,1091385676,2344527609,2180282178,0,0
0.003,20260812,3,21,92d05aca13f94ca8efe956be600166e567e253c13efdc967cca8da3ebb608d83,f8e8e742b81b806604fc01df885572a777edfa92cf5e81ce6347f49d84780545,18442872413594831343,5589096381108553196,1,1,0,0,48,1,294.2752260965956,182899541,182899540,0,0,18442872413594831343,18442872413594831343,1,1,0,0,48,1,294.2752260965956,182899541,182899540,0,0,5589096381108553196,5589096381108553196,182899540,182899540,0,1,0,1,1,0,0,0,0,0,0.0,182899541,1,0,182899541,182899541,365799081,0,0
0.003,20260812,3,22,0fc3a9603e722a03369cb46bda0fb12e01f1677c4f4e895a966e7aa388cd2c15,fe4783767a4eb07c309c07d466f1fa3ab0d8e52c91ec1b296d84dd5ffeaadad0,14060101346848647061,13092550254704216661,1,1,0,0,116,2,369.3369188457542,441603561,441603560,96449,67752,14060101346848647061,1112260097139911824,1,1,0,0,163,3,360.1617177521739,620742433,620742432,192321,135504,13092550254704216661,4191326554561026454,441603560,441603560,0,0,0,1,1,0,0,0,0,0,0.0,444092734,2489174,176649699,444092734,441603561,885696294,0,0
0.003,20260812,3,23,80feab64c3cad56bdc38bc2b0dd576a9991071825eefbc46df19edaec4b5c8d8,248cc85f9f0dce3bf277e69057bb9c889d011daa4512df5dfaf8a9fb3e4cc3ef,12113082717464450409,18105656401021178839,1,1,0,0,34,1,343.78606172919956,129856495,129856494,0,0,12113082717464450409,12113082717464450409,1,1,0,0,34,1,343.78606172919956,129856495,129856494,0,0,18105656401021178839,18105656401021178839,129856494,129856494,0,1,0,1,1,0,0,0,0,0,0.0,129856495,1,0,129856495,129856495,259712989,0,0
0.003,20260812,3,24,ec2b21be9d4bdbc1d4193d8550501957b438020ebf5bb24160f88eac12bbf4a4,c4c81db281f1407d103770016fbc125544b2dcc247c5b73825f16839f31a3318,16083735536231687899,10504510604383418178,1,1,0,0,417,7,469.05787536240206,1587360311,1587360310,578125,406512,16083735536231687899,6487927317377171550,1,1,0,0,1057,18,474.3909570642287,4023914427,4023914426,1638194,1151784,10504510604383418178,10941166498793881175,1587360310,1587360310,0,0,0,1,1,0,0,0,0,0,0.0,1589849484,2489174,2434064943,1589849484,1587360311,3177209794,0,0
0.003,20260812,3,25,372f37dd1dc60d6391eac72605d0990d3282a77b4df2ec316d260e73ddcd8ca8,defba94d071a3373c27b4b15959db14a670a73a24b5fb6982c8005c912d48f42,4876608333208029811,17346861893773994781,1,1,0,0,133,2,451.2013295166631,506012971,506012970,96446,67752,4876608333208029811,4936078702085730782,1,1,0,0,129,2,405.1141103388601,490857842,490857841,96473,67752,17346861893773994781,2875897908569077442,506012970,490857841,1,0,0,1,1,0,0,0,0,15155129,0.029950080133321483,493347015,2489174,12665956,493347015,506012971,984204856,0,0
0.003,20260812,3,26,8230ebea7ebb54e20c27bad967a1491b5c27b2c0e7ce4b6359191e65ded7551f,11fe239a74c15097d90bb3d95154fdabac1dda1228f7f0c2fe357da6e7e6492e,13442402982536081687,249615083474222270,1,1,0,0,78,1,350.9003271714365,296563211,296563210,0,0,13442402982536081687,13442402982536081687,1,1,0,0,78,1,350.9003271714365,296563211,296563210,0,0,249615083474222270,249615083474222270,296563210,296563210,0,1,0,1,1,0,0,0,0,0,0.0,296563211,1,0,296563211,296563211,593126421,0,0
0.003,20260812,3,27,957a887d803432a68277c072e9fc7e41b5dd073515753d47c1f58b6dc1be2571,26874c04b91cd65e04aadd618a390b8ee905e7238450e6ac3e3a4a8ec1c62bd5,14610321434395427763,8492018925260488934,1,1,0,0,64,1,353.37081316820087,243520165,243520164,0,0,14610321434395427763,14610321434395427763,1,1,0,0,64,1,353.37081316820087,243520165,243520164,0,0,8492018925260488934,8492018925260488934,243520164,243520164,0,1,0,1,1,0,0,0,0,0,0.0,243520165,1,0,243520165,243520165,487040329,0,0
0.003,20260812,3,28,da3a6d230ad6a5e3f780ecee9c793fc4ee9fc6f17023ad492c1c979ef9e49899,f1e5b5dd036de8577554a301f6ab8487130251970623487b06dbca4a45e9324b,6557321410357153013,10983561463285453515,1,1,0,0,48,1,318.86113231343415,182899541,182899540,0,0,6557321410357153013,6557321410357153013,1,1,0,0,48,1,318.86113231343415,182899541,182899540,0,0,10983561463285453515,10983561463285453515,182899540,182899540,0,1,0,1,1,0,0,0,0,0,0.0,182899541,1,0,182899541,182899541,365799081,0,0
0.003,20260812,3,29,8b28150527d4d0ad63f566afd584d7cdf200f40f7b711148ccf5f1178b4d5797,901ee131100fc0dbe659a4e1e7a47af41e39990d6ac7bcf1775dee2ae528fae8,14908104894443502905,5971686589032898731,1,1,0,0,110,2,274.0669548010361,418870914,418870913,96536,67752,14908104894443502905,7909370434881802492,1,1,0,0,95,2,257.13971069698266,362038554,362038553,96011,67752,5971686589032898731,15642626353826688569,418870913,362038553,1,0,0,1,1,0,0,0,0,56832360,0.13567989143232775,364527727,2489174,54343187,364527727,418870914,726566280,0,0
0.003,20260812,3,30,99d20a4f97826ba100005d3f36e6b8cad456ec2abb3dd4c5be46539a632fbf1d,35a5fcc94579f35059c38d25fce2e202e0ed2d25168373c8a430e09b751958ec,14917229497518780788,13103032871091364742,1,1,0,0,79,1,341.5264165324227,300352000,300351999,0,0,14917229497518780788,14917229497518780788,1,1,0,0,79,1,341.5264165324227,300352000,300351999,0,0,13103032871091364742,13103032871091364742,300351999,300351999,0,1,0,1,1,0,0,0,0,0,0.0,300352000,1,0,300352000,300352000,600703999,0,0
0.003,20260812,3,31,9023a7a648a91b0f5fbac1b7b4e9beb2fd50c191566bfd17f2a92fa99897f64f,b8747ba2f9b158d4d3c0472d8ca3415eb83a1551c4647b6ff9179884f55a55bd,16432480893243593678,3564658841077847673,1,1,0,0,318,5,419.8276047023804,1210136851,1210136850,384610,271008,16432480893243593678,16971874867847238982,0,0,0,1,1940,32,,7384344520,7384344520,2988764,2100312,3564658841077847673,13380555933808546500,1210136850,1210136850,0,0,0,1,1,0,0,0,0,0,0.0,1212626024,2489174,6171718496,1212626024,1210136851,2422762874,0,1
