observation_type,stratum,target,stagnation_threshold,eligible,positives,probability,tp,fp,tn,fn,precision,recall,specificity,false_positive_rate,false_negative_rate,balanced_accuracy
iteration,period=late_legs_3_plus,1,20,11640,9480,0.8144329896907216,9203,1930,230,277,0.8266415162130603,0.9707805907172996,0.10648148148148148,0.8935185185185185,0.02921940928270042,0.5386310360993906
iteration,period=late_legs_3_plus,1,40,11640,9480,0.8144329896907216,8840,1791,369,640,0.8315304298748942,0.9324894514767933,0.17083333333333334,0.8291666666666667,0.06751054852320675,0.5516613924050633
iteration,period=late_legs_3_plus,1,60,11640,9480,0.8144329896907216,8439,1694,466,1041,0.8328234481397414,0.8901898734177215,0.21574074074074073,0.7842592592592592,0.10981012658227848,0.5529653070792311
iteration,period=late_legs_3_plus,1,80,11640,9480,0.8144329896907216,8009,1619,541,1471,0.8318446198587454,0.844831223628692,0.25046296296296294,0.749537037037037,0.15516877637130802,0.5476470932958275
iteration,period=late_legs_3_plus,1,120,11640,9480,0.8144329896907216,7251,1299,861,2229,0.8480701754385965,0.764873417721519,0.39861111111111114,0.6013888888888889,0.23512658227848102,0.581742264416315
iteration,period=late_legs_3_plus,1,180,11640,9480,0.8144329896907216,6364,749,1411,3116,0.8946998453535779,0.6713080168776371,0.6532407407407408,0.34675925925925927,0.32869198312236286,0.6622743788091889
iteration,period=late_legs_3_plus,1,240,11640,9480,0.8144329896907216,5692,475,1685,3788,0.922977136371007,0.6004219409282701,0.7800925925925926,0.2199074074074074,0.39957805907172994,0.6902572667604313
iteration,period=late_legs_3_plus,2,10,11460,7980,0.6963350785340314,7883,3320,160,97,0.7036508078193341,0.9878446115288221,0.04597701149425287,0.9540229885057471,0.012155388471177945,0.5169108115115375
iteration,period=late_legs_3_plus,2,20,11460,7980,0.6963350785340314,7775,3178,302,205,0.7098511823244773,0.9743107769423559,0.0867816091954023,0.9132183908045977,0.02568922305764411,0.5305461930688791
iteration,period=late_legs_3_plus,2,40,11460,7980,0.6963350785340314,7500,2951,529,480,0.7176346761075495,0.9398496240601504,0.15201149425287355,0.8479885057471265,0.06015037593984962,0.545930559156512
iteration,period=late_legs_3_plus,2,60,11460,7980,0.6963350785340314,7201,2752,728,779,0.7235004521249875,0.9023809523809524,0.20919540229885059,0.7908045977011494,0.09761904761904762,0.5557881773399015
iteration,period=late_legs_3_plus,2,80,11460,7980,0.6963350785340314,6877,2571,909,1103,0.7278789161727349,0.8617794486215539,0.26120689655172413,0.7387931034482759,0.1382205513784461,0.561493172586639
iteration,period=late_legs_3_plus,2,120,11460,7980,0.6963350785340314,6392,1978,1502,1588,0.7636798088410992,0.8010025062656642,0.43160919540229886,0.5683908045977012,0.19899749373433584,0.6163058508339815
iteration,period=late_legs_3_plus,2,180,11460,7980,0.6963350785340314,5728,1205,2275,2252,0.8261935669984134,0.7177944862155389,0.6537356321839081,0.34626436781609193,0.2822055137844611,0.6857650591997235
iteration,period=late_legs_3_plus,2,240,11460,7980,0.6963350785340314,5119,868,2612,2861,0.8550192082846166,0.6414786967418546,0.7505747126436781,0.24942528735632183,0.35852130325814535,0.6960267046927664
iteration,period=late_legs_3_plus,3,10,11280,6960,0.6170212765957447,6873,4150,170,87,0.6235144697450785,0.9875,0.03935185185185185,0.9606481481481481,0.0125,0.513425925925926
iteration,period=late_legs_3_plus,3,20,11280,6960,0.6170212765957447,6780,3993,327,180,0.6293511556669451,0.9741379310344828,0.07569444444444444,0.9243055555555556,0.02586206896551724,0.5249161877394636
iteration,period=late_legs_3_plus,3,40,11280,6960,0.6170212765957447,6579,3692,628,381,0.6405413299581345,0.9452586206896552,0.14537037037037037,0.8546296296296296,0.054741379310344826,0.5453144955300128
iteration,period=late_legs_3_plus,3,60,11280,6960,0.6170212765957447,6380,3393,927,580,0.6528189910979229,0.9166666666666666,0.21458333333333332,0.7854166666666667,0.08333333333333333,0.5656249999999999
iteration,period=late_legs_3_plus,3,80,11280,6960,0.6170212765957447,6151,3117,1203,809,0.6636814846784636,0.8837643678160919,0.27847222222222223,0.7215277777777778,0.11623563218390805,0.5811182950191571
iteration,period=late_legs_3_plus,3,120,11280,6960,0.6170212765957447,5736,2454,1866,1224,0.7003663003663003,0.8241379310344827,0.43194444444444446,0.5680555555555555,0.17586206896551723,0.6280411877394636
iteration,period=late_legs_3_plus,3,180,11280,6960,0.6170212765957447,5135,1618,2702,1825,0.760402783947875,0.7377873563218391,0.625462962962963,0.37453703703703706,0.26221264367816094,0.681625159642401
iteration,period=late_legs_3_plus,3,240,11280,6960,0.6170212765957447,4644,1163,3157,2316,0.7997244704666782,0.6672413793103448,0.7307870370370371,0.269212962962963,0.33275862068965517,0.699014208173691
iteration,period=late_legs_3_plus,4,10,12733,8381,0.6582109479305741,8283,4161,191,98,0.6656219864995179,0.9883068846199737,0.04388786764705882,0.9561121323529411,0.01169311538002625,0.5160973761335163
iteration,period=late_legs_3_plus,4,20,12733,8381,0.6582109479305741,8175,3999,353,206,0.6715130606209956,0.9754205942011693,0.08111213235294118,0.9188878676470589,0.024579405798830688,0.5282663632770552
iteration,period=late_legs_3_plus,4,40,12733,8381,0.6582109479305741,7899,3672,680,482,0.6826549131449313,0.9424889631308913,0.15625,0.84375,0.057511036869108696,0.5493694815654456
iteration,period=late_legs_3_plus,4,60,12733,8381,0.6582109479305741,7543,3401,951,838,0.6892361111111112,0.9000119317503877,0.21852022058823528,0.7814797794117647,0.09998806824961222,0.5592660761693116
iteration,period=late_legs_3_plus,4,80,12733,8381,0.6582109479305741,7246,3076,1276,1135,0.7019957372602209,0.8645746330986755,0.2931985294117647,0.7068014705882353,0.13542536690132442,0.5788865812552202
iteration,period=late_legs_3_plus,4,120,12733,8381,0.6582109479305741,6636,2387,1965,1745,0.7354538401861909,0.791790955733206,0.4515165441176471,0.5484834558823529,0.20820904426679393,0.6216537499254265
iteration,period=late_legs_3_plus,4,180,12733,8381,0.6582109479305741,5938,1412,2940,2443,0.807891156462585,0.7085073380264885,0.6755514705882353,0.3244485294117647,0.29149266197351154,0.6920294043073618
iteration,period=late_legs_3_plus,4,240,12733,8381,0.6582109479305741,5343,933,3419,3038,0.8513384321223709,0.6375134232191862,0.7856158088235294,0.2143841911764706,0.36248657678081375,0.7115646160213578
leg_boundary,all,1,10,291,196,0.6735395189003437,191,77,18,5,0.7126865671641791,0.9744897959183674,0.18947368421052632,0.8105263157894737,0.025510204081632654,0.5819817400644468
leg_boundary,all,1,20,291,196,0.6735395189003437,183,66,29,13,0.7349397590361446,0.9336734693877551,0.30526315789473685,0.6947368421052632,0.0663265306122449,0.619468313641246
leg_boundary,all,1,40,291,196,0.6735395189003437,159,47,48,37,0.7718446601941747,0.8112244897959183,0.5052631578947369,0.49473684210526314,0.18877551020408162,0.6582438238453276
leg_boundary,all,1,60,291,196,0.6735395189003437,155,38,57,41,0.8031088082901554,0.7908163265306123,0.6,0.4,0.20918367346938777,0.6954081632653062
leg_boundary,all,1,80,291,196,0.6735395189003437,151,29,66,45,0.8388888888888889,0.7704081632653061,0.6947368421052632,0.30526315789473685,0.22959183673469388,0.7325725026852847
leg_boundary,all,1,120,291,196,0.6735395189003437,129,23,72,67,0.8486842105263158,0.6581632653061225,0.7578947368421053,0.24210526315789474,0.34183673469387754,0.7080290010741139
leg_boundary,all,1,180,291,196,0.6735395189003437,111,15,80,85,0.8809523809523809,0.5663265306122449,0.8421052631578947,0.15789473684210525,0.4336734693877551,0.7042158968850698
leg_boundary,all,1,240,291,196,0.6735395189003437,100,8,87,96,0.9259259259259259,0.5102040816326531,0.9157894736842105,0.08421052631578947,0.4897959183673469,0.7129967776584318
leg_boundary,all,2,10,288,155,0.5381944444444444,155,110,23,0,0.5849056603773585,1.0,0.17293233082706766,0.8270676691729323,0.0,0.5864661654135338
leg_boundary,all,2,20,288,155,0.5381944444444444,151,95,38,4,0.6138211382113821,0.9741935483870968,0.2857142857142857,0.7142857142857143,0.025806451612903226,0.6299539170506913
leg_boundary,all,2,40,288,155,0.5381944444444444,130,73,60,25,0.6403940886699507,0.8387096774193549,0.45112781954887216,0.5488721804511278,0.16129032258064516,0.6449187484841135
leg_boundary,all,2,60,288,155,0.5381944444444444,129,61,72,26,0.6789473684210526,0.832258064516129,0.5413533834586466,0.45864661654135336,0.16774193548387098,0.6868057239873878
leg_boundary,all,2,80,288,155,0.5381944444444444,126,51,82,29,0.711864406779661,0.8129032258064516,0.6165413533834586,0.38345864661654133,0.1870967741935484,0.7147222895949551
leg_boundary,all,2,120,288,155,0.5381944444444444,111,38,95,44,0.7449664429530202,0.7161290322580646,0.7142857142857143,0.2857142857142857,0.2838709677419355,0.7152073732718894
leg_boundary,all,2,180,288,155,0.5381944444444444,100,23,110,55,0.8130081300813008,0.6451612903225806,0.8270676691729323,0.17293233082706766,0.3548387096774194,0.7361144797477565
leg_boundary,all,2,240,288,155,0.5381944444444444,90,15,118,65,0.8571428571428571,0.5806451612903226,0.8872180451127819,0.11278195488721804,0.41935483870967744,0.7339316032015523
leg_boundary,all,3,10,285,129,0.45263157894736844,129,133,23,0,0.49236641221374045,1.0,0.14743589743589744,0.8525641025641025,0.0,0.5737179487179487
leg_boundary,all,3,20,285,129,0.45263157894736844,126,117,39,3,0.5185185185185185,0.9767441860465116,0.25,0.75,0.023255813953488372,0.6133720930232558
leg_boundary,all,3,40,285,129,0.45263157894736844,112,88,68,17,0.56,0.8682170542635659,0.4358974358974359,0.5641025641025641,0.13178294573643412,0.6520572450805009
leg_boundary,all,3,60,285,129,0.45263157894736844,111,76,80,18,0.5935828877005348,0.8604651162790697,0.5128205128205128,0.48717948717948717,0.13953488372093023,0.6866428145497913
leg_boundary,all,3,80,285,129,0.45263157894736844,109,65,91,20,0.6264367816091954,0.8449612403100775,0.5833333333333334,0.4166666666666667,0.15503875968992248,0.7141472868217054
leg_boundary,all,3,120,285,129,0.45263157894736844,100,46,110,29,0.684931506849315,0.7751937984496124,0.7051282051282052,0.2948717948717949,0.2248062015503876,0.7401610017889089
leg_boundary,all,3,180,285,129,0.45263157894736844,90,30,126,39,0.75,0.6976744186046512,0.8076923076923077,0.19230769230769232,0.3023255813953488,0.7526833631484795
leg_boundary,all,3,240,285,129,0.45263157894736844,81,21,135,48,0.7941176470588235,0.627906976744186,0.8653846153846154,0.1346153846153846,0.37209302325581395,0.7466457960644007
leg_boundary,all,4,10,288,155,0.5381944444444444,155,110,23,0,0.5849056603773585,1.0,0.17293233082706766,0.8270676691729323,0.0,0.5864661654135338
leg_boundary,all,4,20,288,155,0.5381944444444444,151,95,38,4,0.6138211382113821,0.9741935483870968,0.2857142857142857,0.7142857142857143,0.025806451612903226,0.6299539170506913
leg_boundary,all,4,40,288,155,0.5381944444444444,130,73,60,25,0.6403940886699507,0.8387096774193549,0.45112781954887216,0.5488721804511278,0.16129032258064516,0.6449187484841135
leg_boundary,all,4,60,288,155,0.5381944444444444,129,61,72,26,0.6789473684210526,0.832258064516129,0.5413533834586466,0.45864661654135336,0.16774193548387098,0.6868057239873878
leg_boundary,all,4,80,288,155,0.5381944444444444,126,51,82,29,0.711864406779661,0.8129032258064516,0.6165413533834586,0.38345864661654133,0.1870967741935484,0.7147222895949551
leg_boundary,all,4,120,288,155,0.5381944444444444,111,38,95,44,0.7449664429530202,0.7161290322580646,0.7142857142857143,0.2857142857142857,0.2838709677419355,0.7152073732718894
leg_boundary,all,4,180,288,155,0.5381944444444444,100,23,110,55,0.8130081300813008,0.6451612903225806,0.8270676691729323,0.17293233082706766,0.3548387096774194,0.7361144797477565
leg_boundary,all,4,240,288,155,0.5381944444444444,90,15,118,65,0.8571428571428571,0.5806451612903226,0.8872180451127819,0.11278195488721804,0.41935483870967744,0.7339316032015523
leg_boundary,outcome=one_leg_success,1,10,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,1,20,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,1,40,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,1,60,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,1,80,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,1,120,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,1,180,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,1,240,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,10,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,20,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,40,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,60,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,80,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,120,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,180,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,2,240,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,10,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,20,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,40,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,60,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,80,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,120,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,180,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,3,240,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,10,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,20,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,40,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,60,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,80,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,120,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,180,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=one_leg_success,4,240,0,0,,0,0,0,0,,,,,,
leg_boundary,outcome=multi_leg_success,1,10,198,107,0.5404040404040404,103,73,18,4,0.5852272727272727,0.9626168224299065,0.1978021978021978,0.8021978021978022,0.037383177570093455,0.5802095101160522
leg_boundary,outcome=multi_leg_success,1,20,198,107,0.5404040404040404,97,63,28,10,0.60625,0.9065420560747663,0.3076923076923077,0.6923076923076923,0.09345794392523364,0.607117181883537
leg_boundary,outcome=multi_leg_success,1,40,198,107,0.5404040404040404,75,45,46,32,0.625,0.7009345794392523,0.5054945054945055,0.4945054945054945,0.29906542056074764,0.6032145424668789
leg_boundary,outcome=multi_leg_success,1,60,198,107,0.5404040404040404,71,36,55,36,0.6635514018691588,0.6635514018691588,0.6043956043956044,0.3956043956043956,0.3364485981308411,0.6339735031323817
leg_boundary,outcome=multi_leg_success,1,80,198,107,0.5404040404040404,69,28,63,38,0.711340206185567,0.6448598130841121,0.6923076923076923,0.3076923076923077,0.35514018691588783,0.6685837526959022
leg_boundary,outcome=multi_leg_success,1,120,198,107,0.5404040404040404,49,22,69,58,0.6901408450704225,0.45794392523364486,0.7582417582417582,0.24175824175824176,0.5420560747663551,0.6080928417377015
leg_boundary,outcome=multi_leg_success,1,180,198,107,0.5404040404040404,34,15,76,73,0.6938775510204082,0.3177570093457944,0.8351648351648352,0.16483516483516483,0.6822429906542056,0.5764609222553148
leg_boundary,outcome=multi_leg_success,1,240,198,107,0.5404040404040404,26,8,83,81,0.7647058823529411,0.24299065420560748,0.9120879120879121,0.08791208791208792,0.7570093457943925,0.5775392831467597
leg_boundary,outcome=multi_leg_success,2,10,198,71,0.35858585858585856,71,105,22,0,0.4034090909090909,1.0,0.1732283464566929,0.8267716535433071,0.0,0.5866141732283464
leg_boundary,outcome=multi_leg_success,2,20,198,71,0.35858585858585856,69,91,36,2,0.43125,0.971830985915493,0.28346456692913385,0.7165354330708661,0.028169014084507043,0.6276477764223134
leg_boundary,outcome=multi_leg_success,2,40,198,71,0.35858585858585856,50,70,57,21,0.4166666666666667,0.704225352112676,0.44881889763779526,0.5511811023622047,0.29577464788732394,0.5765221248752357
leg_boundary,outcome=multi_leg_success,2,60,198,71,0.35858585858585856,49,58,69,22,0.45794392523364486,0.6901408450704225,0.5433070866141733,0.4566929133858268,0.30985915492957744,0.6167239658422978
leg_boundary,outcome=multi_leg_success,2,80,198,71,0.35858585858585856,48,49,78,23,0.4948453608247423,0.676056338028169,0.6141732283464567,0.3858267716535433,0.323943661971831,0.6451147831873129
leg_boundary,outcome=multi_leg_success,2,120,198,71,0.35858585858585856,34,37,90,37,0.4788732394366197,0.4788732394366197,0.7086614173228346,0.29133858267716534,0.5211267605633803,0.5937673283797271
leg_boundary,outcome=multi_leg_success,2,180,198,71,0.35858585858585856,26,23,104,45,0.5306122448979592,0.36619718309859156,0.8188976377952756,0.18110236220472442,0.6338028169014085,0.5925474104469336
leg_boundary,outcome=multi_leg_success,2,240,198,71,0.35858585858585856,19,15,112,52,0.5588235294117647,0.2676056338028169,0.8818897637795275,0.11811023622047244,0.7323943661971831,0.5747476987911722
leg_boundary,outcome=multi_leg_success,3,10,198,49,0.2474747474747475,49,127,22,0,0.2784090909090909,1.0,0.1476510067114094,0.8523489932885906,0.0,0.5738255033557047
leg_boundary,outcome=multi_leg_success,3,20,198,49,0.2474747474747475,48,112,37,1,0.3,0.9795918367346939,0.2483221476510067,0.7516778523489933,0.02040816326530612,0.6139569921928503
leg_boundary,outcome=multi_leg_success,3,40,198,49,0.2474747474747475,35,85,64,14,0.2916666666666667,0.7142857142857143,0.42953020134228187,0.5704697986577181,0.2857142857142857,0.5719079578139981
leg_boundary,outcome=multi_leg_success,3,60,198,49,0.2474747474747475,34,73,76,15,0.3177570093457944,0.6938775510204082,0.5100671140939598,0.4899328859060403,0.30612244897959184,0.601972332557184
leg_boundary,outcome=multi_leg_success,3,80,198,49,0.2474747474747475,34,63,86,15,0.35051546391752575,0.6938775510204082,0.5771812080536913,0.4228187919463087,0.30612244897959184,0.6355293795370498
leg_boundary,outcome=multi_leg_success,3,120,198,49,0.2474747474747475,26,45,104,23,0.36619718309859156,0.5306122448979592,0.697986577181208,0.30201342281879195,0.46938775510204084,0.6142994110395836
leg_boundary,outcome=multi_leg_success,3,180,198,49,0.2474747474747475,19,30,119,30,0.3877551020408163,0.3877551020408163,0.7986577181208053,0.20134228187919462,0.6122448979591837,0.5932064100808108
leg_boundary,outcome=multi_leg_success,3,240,198,49,0.2474747474747475,13,21,128,36,0.38235294117647056,0.2653061224489796,0.8590604026845637,0.14093959731543623,0.7346938775510204,0.5621832625667716
leg_boundary,outcome=multi_leg_success,4,10,198,71,0.35858585858585856,71,105,22,0,0.4034090909090909,1.0,0.1732283464566929,0.8267716535433071,0.0,0.5866141732283464
leg_boundary,outcome=multi_leg_success,4,20,198,71,0.35858585858585856,69,91,36,2,0.43125,0.971830985915493,0.28346456692913385,0.7165354330708661,0.028169014084507043,0.6276477764223134
leg_boundary,outcome=multi_leg_success,4,40,198,71,0.35858585858585856,50,70,57,21,0.4166666666666667,0.704225352112676,0.44881889763779526,0.5511811023622047,0.29577464788732394,0.5765221248752357
leg_boundary,outcome=multi_leg_success,4,60,198,71,0.35858585858585856,49,58,69,22,0.45794392523364486,0.6901408450704225,0.5433070866141733,0.4566929133858268,0.30985915492957744,0.6167239658422978
leg_boundary,outcome=multi_leg_success,4,80,198,71,0.35858585858585856,48,49,78,23,0.4948453608247423,0.676056338028169,0.6141732283464567,0.3858267716535433,0.323943661971831,0.6451147831873129
leg_boundary,outcome=multi_leg_success,4,120,198,71,0.35858585858585856,34,37,90,37,0.4788732394366197,0.4788732394366197,0.7086614173228346,0.29133858267716534,0.5211267605633803,0.5937673283797271
leg_boundary,outcome=multi_leg_success,4,180,198,71,0.35858585858585856,26,23,104,45,0.5306122448979592,0.36619718309859156,0.8188976377952756,0.18110236220472442,0.6338028169014085,0.5925474104469336
leg_boundary,outcome=multi_leg_success,4,240,198,71,0.35858585858585856,19,15,112,52,0.5588235294117647,0.2676056338028169,0.8818897637795275,0.11811023622047244,0.7323943661971831,0.5747476987911722
leg_boundary,outcome=failure,1,10,93,89,0.956989247311828,88,4,0,1,0.9565217391304348,0.9887640449438202,0.0,1.0,0.011235955056179775,0.4943820224719101
leg_boundary,outcome=failure,1,20,93,89,0.956989247311828,86,3,1,3,0.9662921348314607,0.9662921348314607,0.25,0.75,0.033707865168539325,0.6081460674157304
leg_boundary,outcome=failure,1,40,93,89,0.956989247311828,84,2,2,5,0.9767441860465116,0.9438202247191011,0.5,0.5,0.056179775280898875,0.7219101123595506
leg_boundary,outcome=failure,1,60,93,89,0.956989247311828,84,2,2,5,0.9767441860465116,0.9438202247191011,0.5,0.5,0.056179775280898875,0.7219101123595506
leg_boundary,outcome=failure,1,80,93,89,0.956989247311828,82,1,3,7,0.9879518072289156,0.9213483146067416,0.75,0.25,0.07865168539325842,0.8356741573033708
leg_boundary,outcome=failure,1,120,93,89,0.956989247311828,80,1,3,9,0.9876543209876543,0.898876404494382,0.75,0.25,0.10112359550561797,0.824438202247191
leg_boundary,outcome=failure,1,180,93,89,0.956989247311828,77,0,4,12,1.0,0.8651685393258427,1.0,0.0,0.1348314606741573,0.9325842696629214
leg_boundary,outcome=failure,1,240,93,89,0.956989247311828,74,0,4,15,1.0,0.8314606741573034,1.0,0.0,0.16853932584269662,0.9157303370786517
leg_boundary,outcome=failure,2,10,90,84,0.9333333333333333,84,5,1,0,0.9438202247191011,1.0,0.16666666666666666,0.8333333333333334,0.0,0.5833333333333334
leg_boundary,outcome=failure,2,20,90,84,0.9333333333333333,82,4,2,2,0.9534883720930233,0.9761904761904762,0.3333333333333333,0.6666666666666666,0.023809523809523808,0.6547619047619048
leg_boundary,outcome=failure,2,40,90,84,0.9333333333333333,80,3,3,4,0.963855421686747,0.9523809523809523,0.5,0.5,0.047619047619047616,0.7261904761904762
leg_boundary,outcome=failure,2,60,90,84,0.9333333333333333,80,3,3,4,0.963855421686747,0.9523809523809523,0.5,0.5,0.047619047619047616,0.7261904761904762
leg_boundary,outcome=failure,2,80,90,84,0.9333333333333333,78,2,4,6,0.975,0.9285714285714286,0.6666666666666666,0.3333333333333333,0.07142857142857142,0.7976190476190477
leg_boundary,outcome=failure,2,120,90,84,0.9333333333333333,77,1,5,7,0.9871794871794872,0.9166666666666666,0.8333333333333334,0.16666666666666666,0.08333333333333333,0.875
leg_boundary,outcome=failure,2,180,90,84,0.9333333333333333,74,0,6,10,1.0,0.8809523809523809,1.0,0.0,0.11904761904761904,0.9404761904761905
leg_boundary,outcome=failure,2,240,90,84,0.9333333333333333,71,0,6,13,1.0,0.8452380952380952,1.0,0.0,0.15476190476190477,0.9226190476190477
leg_boundary,outcome=failure,3,10,87,80,0.9195402298850575,80,6,1,0,0.9302325581395349,1.0,0.14285714285714285,0.8571428571428571,0.0,0.5714285714285714
leg_boundary,outcome=failure,3,20,87,80,0.9195402298850575,78,5,2,2,0.9397590361445783,0.975,0.2857142857142857,0.7142857142857143,0.025,0.6303571428571428
leg_boundary,outcome=failure,3,40,87,80,0.9195402298850575,77,3,4,3,0.9625,0.9625,0.5714285714285714,0.42857142857142855,0.0375,0.7669642857142858
leg_boundary,outcome=failure,3,60,87,80,0.9195402298850575,77,3,4,3,0.9625,0.9625,0.5714285714285714,0.42857142857142855,0.0375,0.7669642857142858
leg_boundary,outcome=failure,3,80,87,80,0.9195402298850575,75,2,5,5,0.974025974025974,0.9375,0.7142857142857143,0.2857142857142857,0.0625,0.8258928571428572
leg_boundary,outcome=failure,3,120,87,80,0.9195402298850575,74,1,6,6,0.9866666666666667,0.925,0.8571428571428571,0.14285714285714285,0.075,0.8910714285714285
leg_boundary,outcome=failure,3,180,87,80,0.9195402298850575,71,0,7,9,1.0,0.8875,1.0,0.0,0.1125,0.94375
leg_boundary,outcome=failure,3,240,87,80,0.9195402298850575,68,0,7,12,1.0,0.85,1.0,0.0,0.15,0.925
leg_boundary,outcome=failure,4,10,90,84,0.9333333333333333,84,5,1,0,0.9438202247191011,1.0,0.16666666666666666,0.8333333333333334,0.0,0.5833333333333334
leg_boundary,outcome=failure,4,20,90,84,0.9333333333333333,82,4,2,2,0.9534883720930233,0.9761904761904762,0.3333333333333333,0.6666666666666666,0.023809523809523808,0.6547619047619048
leg_boundary,outcome=failure,4,40,90,84,0.9333333333333333,80,3,3,4,0.963855421686747,0.9523809523809523,0.5,0.5,0.047619047619047616,0.7261904761904762
leg_boundary,outcome=failure,4,60,90,84,0.9333333333333333,80,3,3,4,0.963855421686747,0.9523809523809523,0.5,0.5,0.047619047619047616,0.7261904761904762
leg_boundary,outcome=failure,4,80,90,84,0.9333333333333333,78,2,4,6,0.975,0.9285714285714286,0.6666666666666666,0.3333333333333333,0.07142857142857142,0.7976190476190477
leg_boundary,outcome=failure,4,120,90,84,0.9333333333333333,77,1,5,7,0.9871794871794872,0.9166666666666666,0.8333333333333334,0.16666666666666666,0.08333333333333333,0.875
leg_boundary,outcome=failure,4,180,90,84,0.9333333333333333,74,0,6,10,1.0,0.8809523809523809,1.0,0.0,0.11904761904761904,0.9404761904761905
leg_boundary,outcome=failure,4,240,90,84,0.9333333333333333,71,0,6,13,1.0,0.8452380952380952,1.0,0.0,0.15476190476190477,0.9226190476190477
leg_boundary,period=early_legs_1_2,1,10,97,38,0.3917525773195876,34,43,16,4,0.44155844155844154,0.8947368421052632,0.2711864406779661,0.7288135593220338,0.10526315789473684,0.5829616413916147
leg_boundary,period=early_legs_1_2,1,20,97,38,0.3917525773195876,27,35,24,11,0.43548387096774194,0.7105263157894737,0.4067796610169492,0.5932203389830508,0.2894736842105263,0.5586529884032114
leg_boundary,period=early_legs_1_2,1,40,97,38,0.3917525773195876,11,17,42,27,0.39285714285714285,0.2894736842105263,0.711864406779661,0.288135593220339,0.7105263157894737,0.5006690454950937
leg_boundary,period=early_legs_1_2,1,60,97,38,0.3917525773195876,8,12,47,30,0.4,0.21052631578947367,0.7966101694915254,0.2033898305084746,0.7894736842105263,0.5035682426404995
leg_boundary,period=early_legs_1_2,1,80,97,38,0.3917525773195876,8,4,55,30,0.6666666666666666,0.21052631578947367,0.9322033898305084,0.06779661016949153,0.7894736842105263,0.571364852809991
leg_boundary,period=early_legs_1_2,1,120,97,38,0.3917525773195876,0,0,59,38,,0.0,1.0,0.0,1.0,0.5
leg_boundary,period=early_legs_1_2,1,180,97,38,0.3917525773195876,0,0,59,38,,0.0,1.0,0.0,1.0,0.5
leg_boundary,period=early_legs_1_2,1,240,97,38,0.3917525773195876,0,0,59,38,,0.0,1.0,0.0,1.0,0.5
leg_boundary,period=early_legs_1_2,2,10,97,22,0.2268041237113402,22,55,20,0,0.2857142857142857,1.0,0.26666666666666666,0.7333333333333333,0.0,0.6333333333333333
leg_boundary,period=early_legs_1_2,2,20,97,22,0.2268041237113402,19,43,32,3,0.3064516129032258,0.8636363636363636,0.4266666666666667,0.5733333333333334,0.13636363636363635,0.6451515151515151
leg_boundary,period=early_legs_1_2,2,40,97,22,0.2268041237113402,5,23,52,17,0.17857142857142858,0.22727272727272727,0.6933333333333334,0.30666666666666664,0.7727272727272727,0.4603030303030303
leg_boundary,period=early_legs_1_2,2,60,97,22,0.2268041237113402,4,16,59,18,0.2,0.18181818181818182,0.7866666666666666,0.21333333333333335,0.8181818181818182,0.48424242424242425
