sample_seed,shot,relay_leg,iterations_used,start_residual,end_residual,minimum_residual,global_best_before,global_best_after,global_best_improvement,iterations_since_best_at_end,mean_decision_churn,max_decision_churn,fraction_iterations_with_decision_changes,category,converged,end_global_iteration,target1_eligible,target1,target2_eligible,target2,target3_eligible,target3,target4_eligible,target4
20260811,7,1,78,200,0,0,200,0,200,0,48.64102564102564,690,1.0,productive,1,78,0,,0,,0,,0,
20260811,8,1,80,132,3,1,132,1,131,39,29.95,350,0.5625,productive,0,80,1,0,1,0,1,0,1,0
20260811,8,2,33,3,0,0,1,0,1,0,2410.6363636363635,16845,1.0,productive,1,113,0,,0,,0,,0,
20260811,9,1,74,144,0,0,144,0,144,0,32.74324324324324,354,1.0,productive,1,74,0,,0,,0,,0,
20260811,10,1,32,159,0,0,159,0,159,0,58.0,436,1.0,productive,1,32,0,,0,,0,,0,
20260811,11,1,73,193,0,0,193,0,193,0,81.10958904109589,740,1.0,productive,1,73,0,,0,,0,,0,
20260811,12,1,80,135,7,3,135,3,132,39,38.65,383,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260811,12,2,57,7,0,0,3,0,3,0,1542.0,16422,0.9649122807017544,productive,1,137,0,,0,,0,,0,
20260811,13,1,80,201,9,6,201,6,195,36,52.7,647,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260811,13,2,46,9,0,0,6,0,6,0,1750.7826086956522,16311,1.0,productive,1,126,0,,0,,0,,0,
20260811,14,1,36,171,0,0,171,0,171,0,74.52777777777777,500,1.0,productive,1,36,0,,0,,0,,0,
20260811,15,1,80,192,1,1,192,1,191,37,46.2125,614,0.95,productive,0,80,1,1,1,1,1,1,1,1
20260811,15,2,60,1,30,17,1,1,0,97,1387.1666666666667,16303,1.0,regressive,0,140,1,1,1,1,1,1,1,1
20260811,15,3,60,30,246,5,1,1,0,157,271.2,4306,1.0,regressive,0,200,1,1,1,1,1,1,1,1
20260811,15,4,60,246,9,5,1,1,0,217,187.3,1665,1.0,stagnant,0,260,1,1,1,1,1,1,1,1
20260811,15,5,60,9,33,1,1,1,0,277,347.73333333333335,5083,1.0,regressive,0,320,1,1,1,1,1,1,1,1
20260811,15,6,60,33,244,7,1,1,0,337,414.8333333333333,8181,1.0,regressive,0,380,1,1,1,1,1,0,1,1
20260811,15,7,60,244,15,4,1,1,0,397,296.1166666666667,4926,1.0,stagnant,0,440,1,1,1,0,1,0,1,0
20260811,15,8,60,15,19,1,1,1,0,457,354.06666666666666,5517,1.0,regressive,0,500,1,0,1,0,1,0,1,0
20260811,15,9,37,19,0,0,1,0,1,0,191.02702702702703,2878,0.972972972972973,productive,1,537,0,,0,,0,,0,
20260811,16,1,80,168,10,6,168,6,162,10,53.275,452,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260811,16,2,55,10,0,0,6,0,6,0,1443.4545454545455,15962,1.0,productive,1,135,0,,0,,0,,0,
20260811,17,1,66,171,0,0,171,0,171,0,48.015151515151516,624,1.0,productive,1,66,0,,0,,0,,0,
20260811,18,1,80,174,2,1,174,1,173,27,42.85,579,0.975,productive,0,80,1,1,1,1,1,0,1,1
20260811,18,2,60,2,7,2,1,1,0,87,1390.5333333333333,16505,1.0,regressive,0,140,1,1,1,0,1,0,1,0
20260811,18,3,60,7,145,1,1,1,0,147,366.06666666666666,6410,0.9833333333333333,regressive,0,200,1,0,1,0,1,0,1,0
20260811,18,4,54,145,0,0,1,0,1,0,178.88888888888889,1417,0.9814814814814815,productive,1,254,0,,0,,0,,0,
20260811,19,1,23,157,0,0,157,0,157,0,69.43478260869566,376,1.0,productive,1,23,0,,0,,0,,0,
20260811,20,1,80,177,7,4,177,4,173,14,70.05,581,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260811,20,2,52,7,0,0,4,0,4,0,1130.7692307692307,15983,1.0,productive,1,132,0,,0,,0,,0,
20260811,21,1,80,189,14,8,189,8,181,25,75.4125,603,1.0,productive,0,80,1,1,1,0,1,0,1,0
20260811,21,2,60,14,24,12,8,8,0,85,995.45,15862,1.0,regressive,0,140,1,0,1,0,1,0,1,0
20260811,21,3,43,24,0,0,8,0,8,0,259.1162790697674,4942,1.0,productive,1,183,0,,0,,0,,0,
20260811,22,1,64,191,0,0,191,0,191,0,57.890625,665,1.0,productive,1,64,0,,0,,0,,0,
20260811,23,1,80,203,13,7,203,7,196,22,62.5875,649,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260811,23,2,60,13,9,1,7,1,6,25,1400.1166666666666,15818,1.0,productive,0,140,1,0,1,0,1,0,1,0
20260811,23,3,55,9,0,0,1,0,1,0,321.6181818181818,4456,1.0,productive,1,195,0,,0,,0,,0,
20260811,24,1,73,157,0,0,157,0,157,0,39.9041095890411,470,1.0,productive,1,73,0,,0,,0,,0,
20260811,25,1,80,169,13,6,169,6,163,11,50.8125,588,1.0,productive,0,80,1,1,1,0,1,0,1,0
20260811,25,2,60,13,10,9,6,6,0,71,1414.8333333333333,16191,1.0,stagnant,0,140,1,0,1,0,1,0,1,0
20260811,25,3,60,10,28,3,6,3,3,4,289.76666666666665,5338,1.0,productive,0,200,1,0,1,0,1,0,1,0
20260811,25,4,60,28,263,2,3,2,1,40,466.85,8127,1.0,productive,0,260,1,0,1,0,1,0,1,0
20260811,25,5,60,263,13,1,2,1,1,27,305.15,4171,1.0,productive,0,320,1,0,1,0,1,0,1,0
20260811,25,6,51,13,0,0,1,0,1,0,397.70588235294116,5171,1.0,productive,1,371,0,,0,,0,,0,
20260811,26,1,80,130,4,2,130,2,128,3,33.35,332,1.0,productive,0,80,1,1,1,0,1,0,1,0
20260811,26,2,60,4,6,4,2,2,0,63,1356.9333333333334,16072,1.0,regressive,0,140,1,0,1,0,1,0,1,0
20260811,26,3,60,6,188,1,2,1,1,17,360.0833333333333,6720,0.95,productive,0,200,1,1,1,1,1,1,1,1
20260811,26,4,60,188,200,3,1,1,0,77,331.4,5662,1.0,regressive,0,260,1,1,1,1,1,1,1,1
20260811,26,5,60,200,21,9,1,1,0,137,107.93333333333334,1182,1.0,stagnant,0,320,1,1,1,1,1,1,1,1
20260811,26,6,60,21,9,2,1,1,0,197,345.55,6719,1.0,stagnant,0,380,1,1,1,1,1,1,1,1
20260811,26,7,60,9,575,3,1,1,0,257,435.4166666666667,5136,1.0,regressive,0,440,1,1,1,1,1,1,1,1
20260811,26,8,60,575,121,3,1,1,0,317,394.78333333333336,5478,1.0,stagnant,0,500,1,1,1,1,1,1,1,1
20260811,26,9,60,121,24,6,1,1,0,377,306.9,4817,1.0,stagnant,0,560,1,1,1,1,1,1,1,1
20260811,26,10,60,24,192,5,1,1,0,437,304.45,3617,1.0,regressive,0,620,1,1,1,1,1,1,1,1
20260811,26,11,60,192,4,1,1,1,0,497,341.25,5882,1.0,stagnant,0,680,1,1,1,1,1,1,1,1
20260811,26,12,60,4,216,1,1,1,0,557,480.8833333333333,9150,0.9833333333333333,regressive,0,740,1,1,1,1,1,1,1,1
20260811,26,13,60,216,9,1,1,1,0,617,339.0833333333333,6133,0.9666666666666667,stagnant,0,800,1,1,1,1,1,1,1,1
20260811,26,14,60,9,12,1,1,1,0,677,457.01666666666665,10118,1.0,regressive,0,860,1,1,1,1,1,1,1,1
20260811,26,15,60,12,290,3,1,1,0,737,534.6666666666666,9850,1.0,regressive,0,920,1,1,1,1,1,1,1,1
20260811,26,16,60,290,452,1,1,1,0,797,182.46666666666667,1699,0.95,regressive,0,980,1,1,1,1,1,1,1,1
20260811,26,17,60,452,25,2,1,1,0,857,383.65,6473,1.0,stagnant,0,1040,1,1,1,1,1,1,1,1
20260811,26,18,60,25,13,3,1,1,0,917,469.3333333333333,8188,1.0,stagnant,0,1100,1,1,1,1,1,1,1,1
20260811,26,19,60,13,7,4,1,1,0,977,388.46666666666664,6465,1.0,stagnant,0,1160,1,1,1,1,1,1,1,1
20260811,26,20,60,7,8,2,1,1,0,1037,351.93333333333334,5794,1.0,regressive,0,1220,1,1,1,1,1,1,1,1
20260811,26,21,60,8,16,1,1,1,0,1097,504.56666666666666,8964,0.9833333333333333,regressive,0,1280,1,1,1,1,1,1,1,1
20260811,26,22,60,16,227,1,1,1,0,1157,445.65,7067,0.9833333333333333,regressive,0,1340,1,1,1,1,1,1,1,1
20260811,26,23,60,227,32,1,1,1,0,1217,339.78333333333336,3065,1.0,stagnant,0,1400,1,1,1,1,1,1,1,1
20260811,26,24,60,32,452,1,1,1,0,1277,297.21666666666664,2193,1.0,regressive,0,1460,1,1,1,1,1,1,1,1
20260811,26,25,60,452,12,1,1,1,0,1337,298.56666666666666,3314,1.0,stagnant,0,1520,1,1,1,1,1,1,1,1
20260811,26,26,60,12,12,1,1,1,0,1397,469.43333333333334,9948,1.0,stagnant,0,1580,1,1,1,1,1,1,1,1
20260811,26,27,60,12,33,2,1,1,0,1457,337.6666666666667,6836,1.0,regressive,0,1640,1,1,1,1,1,1,1,1
20260811,26,28,60,33,14,8,1,1,0,1517,295.8666666666667,5404,1.0,stagnant,0,1700,1,1,1,1,1,1,1,1
20260811,26,29,60,14,307,2,1,1,0,1577,293.1333333333333,4282,0.9833333333333333,regressive,0,1760,1,1,1,1,1,1,1,1
20260811,26,30,60,307,215,2,1,1,0,1637,377.21666666666664,5823,1.0,stagnant,0,1820,1,1,1,1,0,,1,1
20260811,26,31,60,215,81,1,1,1,0,1697,456.3666666666667,5141,1.0,stagnant,0,1880,1,1,0,,0,,0,
20260811,26,32,60,81,15,11,1,1,0,1757,188.1,1116,1.0,stagnant,0,1940,0,,0,,0,,0,
20260811,27,1,80,184,9,4,184,4,180,1,57.0625,720,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260811,27,2,60,9,220,3,4,3,1,14,1465.6,16371,1.0,productive,0,140,1,1,1,1,1,1,1,1
20260811,27,3,60,220,15,5,3,3,0,74,194.86666666666667,1750,1.0,stagnant,0,200,1,1,1,1,1,0,1,1
20260811,27,4,60,15,48,7,3,3,0,134,372.93333333333334,8599,1.0,regressive,0,260,1,1,1,0,1,0,1,0
20260811,27,5,60,48,29,16,3,3,0,194,278.23333333333335,4685,1.0,stagnant,0,320,1,0,1,0,1,0,1,0
20260811,27,6,14,29,0,0,3,0,3,0,336.5,1971,1.0,productive,1,334,0,,0,,0,,0,
20260811,28,1,80,170,2,2,170,2,168,16,50.25,435,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260811,28,2,60,2,7,1,2,1,1,40,1207.9333333333334,16123,0.9833333333333333,productive,0,140,1,1,1,1,1,1,1,1
20260811,28,3,60,7,11,4,1,1,0,100,407.01666666666665,9473,1.0,regressive,0,200,1,1,1,1,1,1,1,1
20260811,28,4,60,11,386,2,1,1,0,160,457.28333333333336,8981,1.0,regressive,0,260,1,1,1,1,1,1,1,1
20260811,28,5,60,386,25,6,1,1,0,220,235.9,3943,1.0,stagnant,0,320,1,1,1,1,1,1,1,1
20260811,28,6,60,25,13,7,1,1,0,280,279.8333333333333,2150,1.0,stagnant,0,380,1,1,1,1,1,0,1,1
20260811,28,7,60,13,11,3,1,1,0,340,103.21666666666667,1380,1.0,stagnant,0,440,1,1,1,0,1,0,1,0
20260811,28,8,60,11,3,2,1,1,0,400,344.45,6147,1.0,stagnant,0,500,1,0,1,0,1,0,1,0
20260811,28,9,38,3,0,0,1,0,1,0,329.92105263157896,5952,1.0,productive,1,538,0,,0,,0,,0,
20260811,29,1,34,120,0,0,120,0,120,0,35.44117647058823,252,1.0,productive,1,34,0,,0,,0,,0,
20260811,30,1,31,192,0,0,192,0,192,0,96.29032258064517,660,1.0,productive,1,31,0,,0,,0,,0,
20260811,31,1,57,202,0,0,202,0,202,0,77.78947368421052,624,1.0,productive,1,57,0,,0,,0,,0,
20260812,0,1,63,237,0,0,237,0,237,0,122.3015873015873,906,0.9841269841269841,productive,1,63,0,,0,,0,,0,
20260812,1,1,56,151,0,0,151,0,151,0,34.392857142857146,355,0.9642857142857143,productive,1,56,0,,0,,0,,0,
20260812,2,1,80,123,3,2,123,2,121,41,31.0125,295,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,2,2,16,3,0,0,2,0,2,0,4968.4375,16252,1.0,productive,1,96,0,,0,,0,,0,
20260812,3,1,80,148,6,2,148,2,146,3,43.0375,362,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,3,2,60,6,40,1,2,1,1,23,1310.9166666666667,16621,0.95,productive,0,140,1,0,1,0,1,0,1,0
20260812,3,3,20,40,0,0,1,0,1,0,710.2,6896,1.0,productive,1,160,0,,0,,0,,0,
20260812,4,1,64,154,0,0,154,0,154,0,56.328125,427,1.0,productive,1,64,0,,0,,0,,0,
20260812,5,1,27,152,0,0,152,0,152,0,66.22222222222223,400,1.0,productive,1,27,0,,0,,0,,0,
20260812,6,1,80,165,19,9,165,9,156,10,52.125,505,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,6,2,60,19,2,1,9,1,8,8,1341.7166666666667,15929,1.0,productive,0,140,1,0,1,0,1,0,1,0
20260812,6,3,47,2,0,0,1,0,1,0,608.1276595744681,10993,1.0,productive,1,187,0,,0,,0,,0,
20260812,7,1,80,212,8,8,212,8,204,12,73.2625,800,1.0,productive,0,80,1,1,1,0,1,0,1,0
20260812,7,2,60,8,25,10,8,8,0,72,701.9666666666667,14238,1.0,regressive,0,140,1,0,1,0,1,0,1,0
20260812,7,3,60,25,9,1,8,1,7,43,296.51666666666665,4925,1.0,productive,0,200,1,0,1,0,1,0,1,0
20260812,7,4,34,9,0,0,1,0,1,0,414.88235294117646,6663,1.0,productive,1,234,0,,0,,0,,0,
20260812,8,1,79,148,0,0,148,0,148,0,49.075949367088604,381,1.0,productive,1,79,0,,0,,0,,0,
20260812,9,1,58,173,0,0,173,0,173,0,86.75862068965517,752,1.0,productive,1,58,0,,0,,0,,0,
20260812,10,1,36,187,0,0,187,0,187,0,67.97222222222223,465,1.0,productive,1,36,0,,0,,0,,0,
20260812,11,1,48,175,0,0,175,0,175,0,58.229166666666664,487,1.0,productive,1,48,0,,0,,0,,0,
20260812,12,1,80,208,19,9,208,9,199,47,76.425,877,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,12,2,19,19,0,0,9,0,9,0,3989.842105263158,16355,1.0,productive,1,99,0,,0,,0,,0,
20260812,13,1,80,166,21,11,166,11,155,22,47.325,505,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,13,2,60,21,74,8,11,8,3,37,1464.0333333333333,15951,1.0,productive,0,140,1,0,1,0,1,0,1,0
20260812,13,3,33,74,0,0,8,0,8,0,158.4848484848485,2105,1.0,productive,1,173,0,,0,,0,,0,
20260812,14,1,80,193,2,1,193,1,192,32,40.9375,544,0.975,productive,0,80,1,1,1,1,1,1,1,1
20260812,14,2,60,2,63,8,1,1,0,92,1321.8166666666666,16489,1.0,regressive,0,140,1,1,1,1,1,1,1,1
20260812,14,3,60,63,21,5,1,1,0,152,178.88333333333333,2485,1.0,stagnant,0,200,1,1,1,1,1,1,1,1
20260812,14,4,60,21,9,1,1,1,0,212,294.8833333333333,6929,1.0,stagnant,0,260,1,1,1,1,1,0,1,1
20260812,14,5,60,9,8,2,1,1,0,272,384.3833333333333,8243,1.0,stagnant,0,320,1,1,1,0,1,0,1,0
20260812,14,6,60,8,6,1,1,1,0,332,280.0,4432,0.95,stagnant,0,380,1,0,1,0,1,0,1,0
20260812,14,7,23,6,0,0,1,0,1,0,674.4782608695652,7484,1.0,productive,1,403,0,,0,,0,,0,
20260812,15,1,80,222,9,5,222,5,217,1,79.1625,789,1.0,productive,0,80,1,1,1,0,1,0,1,0
20260812,15,2,60,9,25,12,5,5,0,61,804.65,15715,1.0,regressive,0,140,1,0,1,0,1,0,1,0
20260812,15,3,60,25,3,2,5,2,3,35,256.75,3291,0.9833333333333333,productive,0,200,1,1,1,1,1,1,1,1
20260812,15,4,60,3,177,2,2,2,0,95,415.4166666666667,9359,0.9833333333333333,regressive,0,260,1,1,1,1,1,1,1,1
20260812,15,5,60,177,7,4,2,2,0,155,257.53333333333336,1973,1.0,stagnant,0,320,1,1,1,1,1,0,1,1
20260812,15,6,60,7,2,2,2,2,0,215,430.8,8356,1.0,stagnant,0,380,1,1,1,0,1,0,1,0
20260812,15,7,60,2,5,2,2,2,0,275,340.68333333333334,6388,1.0,regressive,0,440,1,0,1,0,1,0,1,0
20260812,15,8,60,5,13,1,2,1,1,39,510.95,10093,1.0,productive,0,500,1,1,1,1,1,0,1,1
20260812,15,9,60,13,7,1,1,1,0,99,400.9,8184,1.0,stagnant,0,560,1,1,1,0,1,0,1,0
20260812,15,10,60,7,4,4,1,1,0,159,321.8666666666667,7084,1.0,stagnant,0,620,1,0,1,0,1,0,1,0
20260812,15,11,21,4,0,0,1,0,1,0,746.1428571428571,7333,1.0,productive,1,641,0,,0,,0,,0,
20260812,16,1,71,231,0,0,231,0,231,0,119.4225352112676,989,1.0,productive,1,71,0,,0,,0,,0,
20260812,17,1,55,175,0,0,175,0,175,0,69.0909090909091,575,0.9818181818181818,productive,1,55,0,,0,,0,,0,
20260812,18,1,59,157,0,0,157,0,157,0,67.2542372881356,478,1.0,productive,1,59,0,,0,,0,,0,
20260812,19,1,80,140,7,6,140,6,134,43,41.275,333,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,19,2,26,7,0,0,6,0,6,0,3031.153846153846,16383,0.9615384615384616,productive,1,106,0,,0,,0,,0,
20260812,20,1,80,160,15,10,160,10,150,2,71.8875,506,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,20,2,60,15,33,4,10,4,6,5,1332.8,16585,1.0,productive,0,140,1,0,1,0,1,0,1,0
20260812,20,3,60,33,28,3,4,3,1,35,402.65,6217,1.0,productive,0,200,1,1,1,1,1,1,1,1
20260812,20,4,60,28,5,3,3,3,0,95,419.68333333333334,6643,1.0,stagnant,0,260,1,1,1,1,1,0,1,1
20260812,20,5,60,5,10,4,3,3,0,155,435.3833333333333,9268,1.0,regressive,0,320,1,1,1,0,1,0,1,0
20260812,20,6,60,10,17,5,3,3,0,215,395.3333333333333,8171,1.0,regressive,0,380,1,0,1,0,1,0,1,0
20260812,20,7,60,17,169,2,3,2,1,16,412.2,6581,0.9833333333333333,productive,0,440,1,0,1,0,1,0,1,0
20260812,20,8,60,169,2,1,2,1,1,1,139.51666666666668,1833,1.0,productive,0,500,1,1,1,0,1,0,1,0
20260812,20,9,60,2,10,1,1,1,0,61,413.98333333333335,8058,0.9833333333333333,regressive,0,560,1,0,1,0,1,0,1,0
20260812,20,10,56,10,0,0,1,0,1,0,273.44642857142856,5698,1.0,productive,1,616,0,,0,,0,,0,
20260812,21,1,48,153,0,0,153,0,153,0,40.479166666666664,428,1.0,productive,1,48,0,,0,,0,,0,
20260812,22,1,80,188,7,2,188,2,186,29,43.7625,606,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,22,2,36,7,0,0,2,0,2,0,2193.4166666666665,16453,0.9722222222222222,productive,1,116,0,,0,,0,,0,
20260812,23,1,34,191,0,0,191,0,191,0,85.17647058823529,577,1.0,productive,1,34,0,,0,,0,,0,
20260812,24,1,80,209,7,3,209,3,206,1,80.825,792,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,24,2,60,7,7,2,3,2,1,36,576.9833333333333,13855,1.0,productive,0,140,1,1,1,1,1,1,1,1
20260812,24,3,60,7,12,4,2,2,0,96,258.4166666666667,4979,1.0,regressive,0,200,1,1,1,1,1,0,1,1
20260812,24,4,60,12,4,3,2,2,0,156,349.26666666666665,6285,1.0,stagnant,0,260,1,1,1,0,1,0,1,0
20260812,24,5,60,4,18,6,2,2,0,216,427.15,8321,1.0,regressive,0,320,1,0,1,0,1,0,1,0
20260812,24,6,60,18,139,1,2,1,1,40,400.03333333333336,7485,0.9833333333333333,productive,0,380,1,0,1,0,1,0,1,0
20260812,24,7,37,139,0,0,1,0,1,0,276.5945945945946,4512,1.0,productive,1,417,0,,0,,0,,0,
20260812,25,1,80,213,2,1,213,1,212,53,36.825,775,0.9625,productive,0,80,1,0,1,0,1,0,1,0
20260812,25,2,53,2,0,0,1,0,1,0,1676.6603773584907,16595,1.0,productive,1,133,0,,0,,0,,0,
20260812,26,1,78,189,0,0,189,0,189,0,68.75641025641026,653,1.0,productive,1,78,0,,0,,0,,0,
20260812,27,1,64,210,0,0,210,0,210,0,73.078125,786,1.0,productive,1,64,0,,0,,0,,0,
20260812,28,1,48,167,0,0,167,0,167,0,56.75,468,1.0,productive,1,48,0,,0,,0,,0,
20260812,29,1,80,147,14,8,147,8,139,22,43.3125,398,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,29,2,30,14,0,0,8,0,8,0,730.1333333333333,9701,1.0,productive,1,110,0,,0,,0,,0,
20260812,30,1,79,176,0,0,176,0,176,0,48.74683544303797,612,1.0,productive,1,79,0,,0,,0,,0,
20260812,31,1,80,185,4,4,185,4,181,0,57.9,620,1.0,productive,0,80,1,0,1,0,1,0,1,0
20260812,31,2,60,4,13,1,4,1,3,14,1277.0166666666667,16227,1.0,productive,0,140,1,1,1,1,1,0,1,1
20260812,31,3,60,13,14,1,1,1,0,74,406.18333333333334,8414,0.9833333333333333,regressive,0,200,1,1,1,0,1,0,1,0
20260812,31,4,60,14,12,5,1,1,0,134,296.1333333333333,5357,1.0,stagnant,0,260,1,0,1,0,1,0,1,0
20260812,31,5,58,12,0,0,1,0,1,0,200.05172413793105,5203,1.0,productive,1,318,0,,0,,0,,0,
