sample_seed,shot,trajectory,shot_class,relay_leg,starting_residual,first_iteration_residual,minimum_residual,ending_residual,iterations_used,global_best_before,global_best_after,net_endpoint_improvement,new_global_best_improvement,decision_churn,residual_vector_movement,frozen_stagnation_steps,churning_stagnation_steps,marginal_saturation_hits,nu_saturation_hits,mu_saturation_hits,accumulator_saturation_hits,mean_marginal_sat_fraction,mean_marginal_near_zero_fraction,converged,category
20260810,26,E0,rescue,13,33,895,2,37,60,1,1,-4,0,15232,6282,0,53,0,0,0,0,0.0,0.047235997953319946,0,stagnant
20260810,26,E0,rescue,14,37,845,9,11,60,1,1,26,0,12678,6056,0,60,0,0,0,0,0.0,0.04788124335812964,0,stagnant
20260810,26,E0,rescue,15,11,867,7,150,60,1,1,-139,0,15018,3653,0,59,0,0,0,0,0.0,0.021879304915968043,0,regressive
20260810,26,E0,rescue,16,150,890,3,9,60,1,1,141,0,11904,3909,0,56,0,0,0,0,0.0,0.026641525957413308,0,stagnant
20260810,26,E0,rescue,17,9,869,19,24,60,1,1,-15,0,16144,5995,0,60,0,0,0,0,0.0,0.039240662022277314,0,regressive
20260810,26,E0,rescue,18,24,879,5,8,60,1,1,16,0,11592,3658,0,51,0,0,0,0,0.0,0.022447799818947536,0,stagnant
20260810,26,E0,rescue,19,8,826,8,16,60,1,1,-8,0,22625,6278,0,60,0,0,0,0,0.0,0.043697603022788994,0,regressive
20260810,26,E0,rescue,20,16,889,19,47,60,1,1,-31,0,13046,5091,0,60,0,0,0,0,0.0,0.028103229424961622,0,regressive
20260810,26,E0,rescue,21,47,637,3,3,60,1,1,44,0,7276,5440,0,60,0,0,0,0,0.0,0.04310204864801039,0,stagnant
20260810,26,E0,rescue,22,3,839,9,168,60,1,1,-165,0,8963,3929,0,59,0,0,0,0,0.0,0.023274589680009446,0,regressive
20260810,26,E0,rescue,23,168,854,1,1,60,1,1,167,0,18006,6817,0,55,0,0,0,0,0.0,0.05202970638013147,0,stagnant
20260810,26,E0,rescue,24,1,879,10,15,60,1,1,-14,0,26275,6406,0,60,0,0,0,0,0.0,0.0445357086629669,0,regressive
20260810,26,E0,rescue,25,15,905,14,23,60,1,1,-8,0,11411,4438,0,60,0,0,0,0,0.0,0.027176565513441175,0,regressive
20260810,26,E0,rescue,26,23,864,9,14,60,1,1,9,0,9993,4029,0,59,0,0,0,0,0.0,0.024858060770653747,0,stagnant
20260810,26,E0,rescue,27,14,884,6,9,60,1,1,5,0,17649,4875,0,59,0,0,0,0,0.0,0.030196402566221903,0,stagnant
20260810,26,E0,rescue,28,9,879,11,15,60,1,1,-6,0,20524,7118,0,60,0,0,0,0,0.0,0.0503716987444405,0,regressive
20260810,26,E0,rescue,29,15,719,12,24,60,1,1,-9,0,8918,5929,0,60,0,0,0,0,0.0,0.04753906403746999,0,regressive
20260810,26,E0,rescue,30,24,870,15,17,60,1,1,7,0,11483,7131,0,60,0,0,0,0,0.0,0.054430127523910736,0,stagnant
20260810,26,E0,rescue,31,17,850,3,26,60,1,1,-9,0,17387,6701,0,48,0,0,0,0,0.0,0.05201297870665564,0,regressive
20260810,26,E0,rescue,32,26,827,12,40,60,1,1,-14,0,11809,7196,0,59,0,0,0,0,0.0,0.05462913763923327,0,regressive
20260810,26,E1,rescue,1,233,375,15,19,80,233,15,214,218,6761,4984,0,63,9067,53661,0,0,0.0016728288463809186,0.02954008737749439,0,productive
20260810,26,E1,rescue,2,19,891,5,10,60,15,5,9,10,68822,8171,0,56,0,0,0,0,0.0,0.060076455307592404,0,productive
20260810,26,E1,rescue,3,10,852,1,45,60,5,1,-35,4,24239,5707,10,37,0,0,0,0,0.0,0.03922098240642342,0,weak
20260810,26,E1,rescue,4,45,885,0,0,42,1,0,45,1,19909,3403,2,37,0,0,0,0,0.0,0.027343420542145305,1,productive
20260811,26,E0,rescue,1,130,173,2,4,80,130,2,126,128,2668,1996,0,59,140004,715288,0,0,0.025830418290234976,0.009098439898453183,0,productive
20260811,26,E0,rescue,2,4,837,4,6,60,2,2,-2,0,81416,9856,0,56,0,0,0,0,0.0,0.06637688432321802,0,stagnant
20260811,26,E0,rescue,3,6,841,1,188,60,2,1,-182,1,21605,5324,7,41,0,0,0,0,0.0,0.03413995158814499,0,weak
20260811,26,E0,rescue,4,188,857,3,200,60,1,1,-12,0,19884,6660,0,50,0,0,0,0,0.0,0.04668029480064549,0,regressive
20260811,26,E0,rescue,5,200,383,9,21,60,1,1,179,0,6476,4905,0,57,0,0,0,0,0.0,0.03847192702798441,0,stagnant
20260811,26,E0,rescue,6,21,862,2,9,60,1,1,12,0,20733,5348,0,45,0,0,0,0,0.0,0.03554064824654623,0,stagnant
20260811,26,E0,rescue,7,9,852,3,575,60,1,1,-566,0,26125,6594,0,47,0,0,0,0,0.0,0.042437615617743146,0,regressive
20260811,26,E0,rescue,8,575,850,3,121,60,1,1,454,0,23687,6636,0,53,0,0,0,0,0.0,0.05043393552957846,0,stagnant
20260811,26,E0,rescue,9,121,871,6,24,60,1,1,97,0,18414,5775,0,56,0,0,0,0,0.0,0.04019094147282245,0,stagnant
20260811,26,E0,rescue,10,24,912,5,192,60,1,1,-168,0,18267,6708,0,56,0,0,0,0,0.0,0.04846105404022514,0,regressive
20260811,26,E0,rescue,11,192,726,1,4,60,1,1,188,0,20475,5234,2,33,0,0,0,0,0.0,0.03822962175778329,0,stagnant
20260811,26,E0,rescue,12,4,878,1,216,60,1,1,-212,0,28853,5794,2,46,0,0,0,0,0.0,0.03607052190341244,0,regressive
20260811,26,E0,rescue,13,216,871,1,9,60,1,1,207,0,20345,5731,5,42,0,0,0,0,0.0,0.04226246703664344,0,stagnant
20260811,26,E0,rescue,14,9,851,1,12,60,1,1,-3,0,27421,5083,1,40,0,0,0,0,0.0,0.033959391112685484,0,stagnant
20260811,26,E0,rescue,15,12,841,3,290,60,1,1,-278,0,32080,7068,0,48,0,0,0,0,0.0,0.0463646829613886,0,regressive
20260811,26,E0,rescue,16,290,440,1,452,60,1,1,-162,0,10948,5856,8,34,0,0,0,0,0.0,0.04710955642145864,0,regressive
20260811,26,E0,rescue,17,452,840,2,25,60,1,1,427,0,23019,5527,0,49,0,0,0,0,0.0,0.04032673082221435,0,stagnant
20260811,26,E0,rescue,18,25,875,3,13,60,1,1,12,0,28160,5564,0,48,0,0,0,0,0.0,0.037728775534301574,0,stagnant
20260811,26,E0,rescue,19,13,879,4,7,60,1,1,6,0,23308,5780,0,55,0,0,0,0,0.0,0.037333461250836385,0,stagnant
20260811,26,E0,rescue,20,7,853,2,8,60,1,1,-1,0,21116,5387,0,37,0,0,0,0,0.0,0.036315041130397144,0,stagnant
20260811,26,E0,rescue,21,8,857,1,16,60,1,1,-8,0,30274,5488,1,50,0,0,0,0,0.0,0.037186602117526675,0,regressive
20260811,26,E0,rescue,22,16,851,1,227,60,1,1,-211,0,26739,6837,3,45,0,0,0,0,0.0,0.04778161530286929,0,regressive
20260811,26,E0,rescue,23,227,485,1,32,60,1,1,195,0,20387,8279,1,44,0,0,0,0,0.0,0.06653702719722912,0,stagnant
20260811,26,E0,rescue,24,32,465,1,452,60,1,1,-420,0,17833,6828,2,39,0,0,0,0,0.0,0.052868304010705705,0,regressive
20260811,26,E0,rescue,25,452,697,1,12,60,1,1,440,0,17914,5782,1,49,0,0,0,0,0.0,0.04767805132443815,0,stagnant
20260811,26,E0,rescue,26,12,825,1,12,60,1,1,0,0,28166,5236,1,49,0,0,0,0,0.0,0.034162091155980644,0,stagnant
20260811,26,E0,rescue,27,12,845,2,33,60,1,1,-21,0,20260,5163,1,50,0,0,0,0,0.0,0.03479700476246704,0,regressive
20260811,26,E0,rescue,28,33,884,8,14,60,1,1,19,0,17752,5939,0,57,0,0,0,0,0.0,0.042376362813397885,0,stagnant
20260811,26,E0,rescue,29,14,890,2,307,60,1,1,-293,0,17588,5617,1,48,0,0,0,0,0.0,0.03677628212697288,0,regressive
20260811,26,E0,rescue,30,307,872,2,215,60,1,1,92,0,22633,6354,1,42,0,0,0,0,0.0,0.0480886173101901,0,stagnant
20260811,26,E0,rescue,31,215,677,1,81,60,1,1,134,0,27382,7912,0,47,0,0,0,0,0.0,0.05852397961191797,0,stagnant
20260811,26,E0,rescue,32,81,299,11,15,60,1,1,66,0,11286,6418,0,60,0,0,0,0,0.0,0.049617969457236205,0,stagnant
20260811,26,E1,rescue,1,130,173,2,4,80,130,2,126,128,2668,1996,0,59,140004,715288,0,0,0.025830418290234976,0.009098439898453183,0,productive
20260811,26,E1,rescue,2,4,846,4,148,60,2,2,-144,0,84039,10296,0,52,0,0,0,0,0.0,0.0697669441492502,0,regressive
20260811,26,E1,rescue,3,148,896,1,204,60,2,1,-56,1,26301,7092,3,46,0,0,0,0,0.0,0.05010946786318731,0,weak
20260811,26,E1,rescue,4,204,683,3,304,60,1,1,-100,0,17463,6112,0,49,0,0,0,0,0.0,0.045171360255047824,0,regressive
20260811,26,E1,rescue,5,304,853,1,6,60,1,1,298,0,18873,5940,3,40,0,0,0,0,0.0,0.046690134608572444,0,stagnant
20260811,26,E1,rescue,6,6,833,1,5,60,1,1,1,0,27329,5361,0,47,0,0,0,0,0.0,0.036730281024914394,0,stagnant
20260811,26,E1,rescue,7,5,867,1,23,60,1,1,-18,0,24719,5518,0,39,0,0,0,0,0.0,0.036231156767819885,0,regressive
20260811,26,E1,rescue,8,23,841,3,90,60,1,1,-67,0,25889,5585,1,48,0,0,0,0,0.0,0.03539403510843468,0,regressive
20260811,26,E1,rescue,9,90,774,2,482,60,1,1,-392,0,23601,6234,0,48,0,0,0,0,0.0,0.0417234915574448,0,regressive
20260811,26,E1,rescue,10,482,891,3,57,60,1,1,425,0,17394,5493,0,45,0,0,0,0,0.0,0.03979046129019561,0,stagnant
20260811,26,E1,rescue,11,57,891,1,367,60,1,1,-310,0,28065,6042,2,43,0,0,0,0,0.0,0.037778466564332674,0,regressive
20260811,26,E1,rescue,12,367,861,2,356,60,1,1,11,0,25664,6445,1,43,0,0,0,0,0.0,0.045530759239579645,0,stagnant
20260811,26,E1,rescue,13,356,794,4,6,60,1,1,350,0,17923,6096,0,46,0,0,0,0,0.0,0.04620601605856654,0,stagnant
20260811,26,E1,rescue,14,6,864,1,15,60,1,1,-9,0,19482,5527,2,46,0,0,0,0,0.0,0.03712756326996496,0,regressive
20260811,26,E1,rescue,15,15,871,2,17,60,1,1,-2,0,24933,5856,2,48,0,0,0,0,0.0,0.038332693745818075,0,stagnant
20260811,26,E1,rescue,16,17,858,3,300,60,1,1,-283,0,25185,6883,0,52,0,0,0,0,0.0,0.04916829023497462,0,regressive
20260811,26,E1,rescue,17,300,670,6,6,60,1,1,294,0,12398,6150,0,54,0,0,0,0,0.0,0.04735038572047074,0,stagnant
20260811,26,E1,rescue,18,6,860,4,8,60,1,1,-2,0,18492,5444,0,45,0,0,0,0,0.0,0.03693322706340773,0,stagnant
20260811,26,E1,rescue,19,8,845,1,55,60,1,1,-47,0,26453,5309,6,38,0,0,0,0,0.0,0.034606358483882396,0,regressive
20260811,26,E1,rescue,20,55,859,2,3,60,1,1,52,0,21233,5274,0,46,0,0,0,0,0.0,0.0369118254811666,0,stagnant
20260811,26,E1,rescue,21,3,875,0,0,21,1,0,3,1,14660,2191,0,15,0,0,0,0,0.0,0.03546126208187845,1,productive
