case_id,sample_seed,shot,gamma_seed,syndrome_hash,logical_outcome_hash,classification,archive_reproduction,original_converged,partitioned_converged,original_syndrome_valid,partitioned_syndrome_valid,original_logical_correct,partitioned_logical_correct,original_iterations,partitioned_iterations,original_relay_legs,partitioned_relay_legs,original_final_residual,partitioned_final_residual,original_candidate_weight,partitioned_candidate_weight,candidate_weight_delta,correction_hash,partitioned_inverse_correction_hash,correction_exact,logical_action_exact,trace_exact,trace_iterations_compared,final_rng_state,accepted_gamma_count,accepted_gamma_sequence_hash,original_runtime_seconds,partitioned_runtime_seconds,first_trace_difference
20260810_006,20260810,6,2119602893334385276,263a8030d18e677a364e62306f9163e994a876679cb1af65a42f770ecaa39fa8,ba3c702b24e4ef16c111bf92823170f6e81fd37fbafaccbeef52192a1c094380,EXACT MATCH,True,1,1,1,1,1,1,23,23,1,1,0,0,317.60359603138767,317.6035960313876,-5.684341886080802e-14,b2ea28dbd91d49ac36debb6bad45c8a4fed8bbe3e66ac39d7bc0c47171d01de5,b2ea28dbd91d49ac36debb6bad45c8a4fed8bbe3e66ac39d7bc0c47171d01de5,True,True,True,23,2119602893334385276,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,2.8470100419945084,2.684879832988372,null
20260810_007,20260810,7,6756052867238520307,1f75e0440544408eeabedde389c7b635eeaec689ec71f80e554d304c1cc05516,4b00aaeb2cfd2bd50ca5e02b450eb81bf983ec23d3ada30a4bddf29a86eb29d7,EXACT MATCH,True,1,1,1,1,1,1,190,190,3,3,0,0,392.9092261533162,392.9092261533162,0.0,1b90e3d00d64b0feb7770cde1bb115a08d098d3c810e10d0a8fb537f05557ddd,1b90e3d00d64b0feb7770cde1bb115a08d098d3c810e10d0a8fb537f05557ddd,True,True,True,190,15896530296955598919,135504,9ff59fdc2d580805bd09d3720cbadf3047730fd3e225778d7cc6a8b80decbe2c,19.86641604200122,19.937219165993156,null
20260810_008,20260810,8,17347899464711564992,11a8d3f3cf4dd36c7a9298c623744967e3a5c32ea8ccaa84c89f2d664c54093a,1beb99f5261e9a259ae2c93d6330a0626ac866a32c0b1f30a1f1dcd5ac7c84bf,EXACT MATCH,True,1,1,1,1,1,1,103,103,2,2,0,0,421.09869472402625,421.09869472402625,0.0,882f80d2fea6275eae964c0e0ac7859c8638ece2be81fd66e724894696028a4c,882f80d2fea6275eae964c0e0ac7859c8638ece2be81fd66e724894696028a4c,True,True,True,103,8584373290941510277,67752,1ab27773ea54073636667468b8b116657fef5015e2cef1e91f71fb3119827a50,10.458484083006624,10.54126000002725,null
20260810_009,20260810,9,10680904030723624696,499e7769844aaa5d1d1642de7209c0512c75020ad4274b40e44b306beff1b5d4,9fc4a88539c1bdf26309341188ebc7d12cc20df410aa765b073b17aaf6b87549,EXACT MATCH,True,1,1,1,1,1,1,1430,1430,24,24,0,0,432.324469819619,432.324469819619,0.0,f32cb0b28021fa0bd7f7eb534112cbacb6d42d2750a108d0bb4a61b150c84aee,f32cb0b28021fa0bd7f7eb534112cbacb6d42d2750a108d0bb4a61b150c84aee,True,True,True,1430,16680484826886575473,1558296,1fa8e1fd4f035ad367d420df5915f5ad9187e221d4e26884ddf9db8d7eeebd8d,151.8937237909995,155.1440892080136,null
20260810_010,20260810,10,14108626171013595552,c35fa0a8dd053cfb20380a2455bcff4f208254e780c7ab3c830e0f24830e0948,5c31706b53a6c11826d3bbe2fcbecc5e2314fd15bdaeae60999f558cde99c656,EXACT MATCH,True,1,1,1,1,1,1,42,42,1,1,0,0,389.27482274900456,389.27482274900456,0.0,fe21e477f3741480052c14ecb5d746d7a47f7de398782e034cc78ff3a6029345,fe21e477f3741480052c14ecb5d746d7a47f7de398782e034cc78ff3a6029345,True,True,True,42,14108626171013595552,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.268065332988044,4.352748667006381,null
20260810_011,20260810,11,15744908322155961522,33eb649aace56b2d148179d396e68c9412e6f0fee480de125ac99680a4a2257f,b1c6edd6aef6541e22141b91734d62c24acb884a22ef9a8f36aff4e19bd39999,EXACT MATCH,True,1,1,1,1,1,1,50,50,1,1,0,0,310.6350021916819,310.63500219168185,-5.684341886080802e-14,e0e469c1c69843125bdd554f6848306b1ed0660bae708bb18db8ce0a47ce4416,e0e469c1c69843125bdd554f6848306b1ed0660bae708bb18db8ce0a47ce4416,True,True,True,50,15744908322155961522,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.779864124982851,5.929410499986261,null
20260810_012,20260810,12,2570941975186273792,7789e7efa18a432b9281485c28171761fc5f482d9e3180218dbcabf58b8c4b4e,dc9f77d20565ea626d0284baa243499fe744465b38f84c78055f1f6ba5b3fdf3,EXACT MATCH,True,1,1,1,1,1,1,34,34,1,1,0,0,307.26354900377316,307.26354900377316,0.0,19b10427e6aa33f940d9e2acc613703527e348fe3b54f79a590052d6b6181a68,19b10427e6aa33f940d9e2acc613703527e348fe3b54f79a590052d6b6181a68,True,True,True,34,2570941975186273792,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.48195379198296,3.496163208008511,null
20260810_013,20260810,13,3119474908883429183,8c5ef5c28cf0296a5c518b684d2f78753b34a3606fed83e40c5ac2c26dce1d64,75997f481e768710b6d5560612f7804d2c6ba87542de1975ad41e3775b52b151,EXACT MATCH,True,1,1,1,1,1,1,189,189,3,3,0,0,331.6141292309595,331.6141292309595,0.0,de4d9cffc9db1fc5d5ae378cd6e59985b4795148805a05998f54af0fd49202f8,de4d9cffc9db1fc5d5ae378cd6e59985b4795148805a05998f54af0fd49202f8,True,True,True,189,9073422158540980614,135504,fcf58cfe6bc047357af84b032ee7c49499d0fd086db62ef2691ad54fc9e21ba9,21.282005624991143,20.76639529201202,null
20260810_014,20260810,14,13921168073012108925,c8a7733d1fb8e6baf3bc4e4603dca4cab9850ce92e2cf425ca5a95c336534be6,53d9602d612f26666c4acbe860c02e7b773ae14c93b5c9eb8871eb5ad4a97118,EXACT MATCH,True,1,1,1,1,1,1,63,63,1,1,0,0,300.91635632150917,300.91635632150917,0.0,9dc3122ad295e5b85459ccc7e9786380d21740260091139269df27ed04b40e29,9dc3122ad295e5b85459ccc7e9786380d21740260091139269df27ed04b40e29,True,True,True,63,13921168073012108925,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.407279542007018,6.49150683399057,null
20260810_015,20260810,15,12682690586956095751,84019289039dd794d4788f6f37d0feec7bc5513db820c58af1a6e09ef494cdf8,87e224612b3bed2bb45fa679efde5d32fa8aa81480174feaf1304a38e882fe68,EXACT MATCH,True,1,1,1,1,1,1,17,17,1,1,0,0,252.22248931897155,252.22248931897153,-2.842170943040401e-14,df8ce155949f1c9d985f05a52fc1b6392a5c3e51620eb98cc987b3b2ef72eebb,df8ce155949f1c9d985f05a52fc1b6392a5c3e51620eb98cc987b3b2ef72eebb,True,True,True,17,12682690586956095751,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,1.7903648750216234,1.7438676249876153,null
20260810_016,20260810,16,4778280623693829611,1775eea861c87df9e570e7437f4b4d87f8367a02a84ec16b4c87fb2f8627f710,8772d9a8debd04cbbca3914d8c5a123c5705f795522c4d5d7137d5ad09168ad8,EXACT MATCH,True,1,1,1,1,1,1,47,47,1,1,0,0,283.2190543618213,283.2190543618213,0.0,cc85b3c7f24afab27c1e372a24abcc105ceb6564a57d15a2ce58241bb209c7f7,cc85b3c7f24afab27c1e372a24abcc105ceb6564a57d15a2ce58241bb209c7f7,True,True,True,47,4778280623693829611,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.749943959002849,4.883157709002262,null
20260810_017,20260810,17,3673036723463323741,980f7cd66cd562c96a2c477c6b60c94cfa79002420b329fdfef17b7fa35855a2,6dbad28b4285110a5003b8da030625c82a6dea3cb419d2164bcc6e61ccf00090,EXACT MATCH,True,1,1,1,1,1,1,38,38,1,1,0,0,432.5891002910465,432.5891002910466,5.684341886080802e-14,2c6e8fae650d3371ed5966ca8c0f788935518c1acd2e6bcd46752a454fe52dd8,2c6e8fae650d3371ed5966ca8c0f788935518c1acd2e6bcd46752a454fe52dd8,True,True,True,38,3673036723463323741,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.8590154580015223,3.8815707500034478,null
20260810_018,20260810,18,5998232605694163604,4b3047acba171b4230d32d4a4d8bf0fb595baa077760ba9295ebf0cf246a3aaf,8088f90abf20fb1a70e9274893f63b44efded7c2ba806f1a86f9779d6e34de15,EXACT MATCH,True,1,1,1,1,1,1,72,72,1,1,0,0,306.56581176443586,306.56581176443586,0.0,422e794833195cc3309e7c26ebb35bc12214507955b9ceab7f8203d02fbce620,422e794833195cc3309e7c26ebb35bc12214507955b9ceab7f8203d02fbce620,True,True,True,72,5998232605694163604,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.115215666999575,7.389964875008445,null
20260810_019,20260810,19,431526302299323507,db3823fc9116a9a2538755f9cd264ca937bfe379b6d6c85bdf29896fc1aee14e,dd0c3152ac2fb5fbc5c7dcbfab3ddf5ff99fa9e528e33686312a2b054e514099,EXACT MATCH,True,1,1,1,1,1,1,550,550,9,9,0,0,424.1979328020979,424.1979328020979,0.0,8236597f29f10664eb67ea7b70c831a12e0d525804f11b5422070ff31f3da306,8236597f29f10664eb67ea7b70c831a12e0d525804f11b5422070ff31f3da306,True,True,True,550,13483613114729387047,542016,1b6f7b73f6d1e39d5b2502681a8919b7399ff5add2bec71fbb50cd2bb3935e78,56.058310874999734,59.4735012500023,null
20260810_020,20260810,20,1807615973557573114,ab2ddea742abad9bd71c94ff9b737b1a5a881ef292681893c5e6e07b36748b47,4e807149ac354bc723b9d79a42ed8703fdccf9ca11cdeeeee13df852aa666e97,EXACT MATCH,True,1,1,1,1,1,1,285,285,5,5,0,0,360.6465481953018,360.6465481953018,0.0,3a4032327c8c8cec2e46377cb3f375e4d5a90a752b2d3c4b8583a9aa208cac2d,3a4032327c8c8cec2e46377cb3f375e4d5a90a752b2d3c4b8583a9aa208cac2d,True,True,True,285,13367950777172845042,271008,3b2832c16e381a0ebe56001b786b53adca15333c1a0341b29092d0ea9af703ae,28.75075674999971,28.87363704200834,null
20260810_021,20260810,21,6813046155664075182,7a2a76786967fba6b0ca2598c0cd6eaf28a9e347c68c58bdfe3d53d5db10ece2,709c3f3aa785534176fc5cdbd09f1dee22618443af5b2022e44fc5b99a52edbb,EXACT MATCH,True,1,1,1,1,1,1,104,104,2,2,0,0,298.49630493053087,298.49630493053087,0.0,67542c38a9b14eb920126aa7bb5bc7d641a93c2f5185752c2708272f83e2abcf,67542c38a9b14eb920126aa7bb5bc7d641a93c2f5185752c2708272f83e2abcf,True,True,True,104,3949723005234017547,67752,844bea0dc8464e047583aa356d475455dd3858d67024c768aee19725208e0224,10.309313416975783,11.357459042017581,null
20260810_022,20260810,22,18318094137074377224,7f04728adc3be4edafe918752f7d4703fa36be04843c51b03521e58be2b0e896,cdb0b8492b7eda62b983f4ff5b3070174af30478936da7c599bf033b727e8ebb,EXACT MATCH,True,1,1,1,1,1,1,77,77,1,1,0,0,259.93352705306546,259.9335270530655,5.684341886080802e-14,c25669cf997b168cae0bf8bad29c959cd4bf06a71a34971092fd4da91f973815,c25669cf997b168cae0bf8bad29c959cd4bf06a71a34971092fd4da91f973815,True,True,True,77,18318094137074377224,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.4559843330062,8.597351499978686,null
20260810_023,20260810,23,14775790003291655981,707e49233aaf9c5e8f383f89c4326c43969c4e02d48b7c7b95212eb80f93bffc,5e2cfbf97b97eb5b62f35ad23a5a1ff2d13d79ce5374f02d2d1adcdf14529135,EXACT MATCH,True,1,1,1,1,1,1,47,47,1,1,0,0,356.6532976900697,356.6532976900697,0.0,435ce4d2825061f35845ff2a232c20580743c3985d08685e349da0cebe2d5b95,435ce4d2825061f35845ff2a232c20580743c3985d08685e349da0cebe2d5b95,True,True,True,47,14775790003291655981,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.656505124992691,4.815507417020854,null
20260810_024,20260810,24,6432755272563781537,925d65f02cc83ca2f4b20c519572e1fc5603318e6b4607215d63de94ce664417,1dc137a8a2ec4f9b99fba15e88df11d6e4df0d2cb2615eeba0e3a8392fb27b82,EXACT MATCH,True,1,1,1,1,1,1,66,66,1,1,0,0,329.59581165515885,329.59581165515885,0.0,aafe829b5906e34f3995e629e0b83213db0e1aa046f6915241aa3e203d7432c4,aafe829b5906e34f3995e629e0b83213db0e1aa046f6915241aa3e203d7432c4,True,True,True,66,6432755272563781537,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.446125332993688,8.372638125001686,null
20260810_025,20260810,25,14075516971552651714,ea64d41ad4050712da3d86c742fb860248f41a205edd381d1b22286f59c295ef,076ee9b1c751cca3443d06c0e445246fee3297b1c7d620b03970c141e1d8eb3e,EXACT MATCH,True,1,1,1,1,1,1,58,58,1,1,0,0,323.69010880759095,323.69010880759095,0.0,7d71ddee09747d70f0ed4120a416f4aa0df87012bec797c98be411965bbbf8d6,7d71ddee09747d70f0ed4120a416f4aa0df87012bec797c98be411965bbbf8d6,True,True,True,58,14075516971552651714,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.840500416990835,6.6807850420009345,null
20260810_026,20260810,26,13422414391702810807,e9815e16d67d226562551216aa6af46ffb9bfe1013c381e12061dee522d2183a,f7ea48203f012146e721e99f4f9ffb49931553e141c9b01bccb3c6aecd61968a,EXACT MATCH,True,0,0,0,0,0,0,1940,1940,32,32,40,40,,,,49bd4f5496aabe8b1e105b6eee635ee5d21e55c3373f705b1f42941ab90f37ed,49bd4f5496aabe8b1e105b6eee635ee5d21e55c3373f705b1f42941ab90f37ed,True,True,True,1940,14692275561292612853,2100312,8370730ac321c5174daba403f3e1dfb381131171318b55c3c5c6b6df140d2a77,210.91043691599043,208.91125850001117,null
20260810_027,20260810,27,2282679293320711415,337bf10d4bfa1504cf23524cd6c3b243f4a42449dba5fc7158d9f6a96b679a89,3e86d554843b62e3c25db4c4353324171ba2e242e0c6d57fb917e61ddec85ec4,EXACT MATCH,True,1,1,1,1,1,1,56,56,1,1,0,0,367.95742112817027,367.95742112817027,0.0,836a9d85050896f8a753a890b17cf60fdc978dc101162749e1109c1905bdca32,836a9d85050896f8a753a890b17cf60fdc978dc101162749e1109c1905bdca32,True,True,True,56,2282679293320711415,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.36869087498053,6.520203082996886,null
20260810_028,20260810,28,4354426345079556176,5b150ca939554ea33d7914cb7b0551a746f2b28d0b5939422a22d6be64bee580,8d04cd0994f834cda8b758b3a7d3e550815164d1c05723aea89bc3af08ca411e,EXACT MATCH,True,1,1,1,1,1,1,45,45,1,1,0,0,387.6062702116176,387.6062702116176,0.0,50a788e5c4e8096a0d45e798d8130d558d48ece87eb1d6158baa806c4f573ec7,50a788e5c4e8096a0d45e798d8130d558d48ece87eb1d6158baa806c4f573ec7,True,True,True,45,4354426345079556176,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.57377870901837,4.529173165996326,null
20260810_029,20260810,29,9911219062610712897,8743b3a5eb82534dc1fcf25316c585995da63d7a828c4b87af2201c8ad8949d3,7b62c639cc3ef421cac3276420d756387ee2f0ed73aac62626fac47fe7c81293,EXACT MATCH,True,1,1,1,1,1,1,285,285,5,5,0,0,367.7670770307249,367.76707703072486,-5.684341886080802e-14,13372a694e6fbf8d6aafcc8d62ec5e20b509b5f7221822c6d8c507eae0505b13,13372a694e6fbf8d6aafcc8d62ec5e20b509b5f7221822c6d8c507eae0505b13,True,True,True,285,2036931634654008453,271008,4e101e68ea275f67f19512732e75a0adf5aa72407a085f3b3178c467b406ada3,29.38596037501702,29.7736747500021,null
20260810_030,20260810,30,8263197901438678172,701b488fa5a51be16ecf6e0baa96ed754185fe756f07cdc8844d45127a649178,b2f530b79290ecd416fb989dca8f2e390676fdc8600d89f456684f482fb62322,EXACT MATCH,True,1,1,1,1,1,1,159,159,3,3,0,0,288.7989366876782,288.7989366876781,-5.684341886080802e-14,efde69c8bcb8a4574adee351e27b1e95595c435dc59292cf0f629ace3ccf5bb3,efde69c8bcb8a4574adee351e27b1e95595c435dc59292cf0f629ace3ccf5bb3,True,True,True,159,14041861000369338693,135504,7ed371b15a0f5374a132e64f5cdec8902096a2f03b4989677dce7a637bae0e96,16.04623345899745,16.079780790983932,null
20260810_031,20260810,31,12211981350920347461,ccd3b370b990a5c262ad4061ef9584b28d2aaf9479f4937602e77a6bffa1c908,7660c991e0befbcb6b2f8e92bd345f3673563cae507b365448ceded6418492e7,EXACT MATCH,True,1,1,1,1,1,1,314,314,5,5,0,0,365.4935378091658,365.4935378091658,0.0,c5e7c9a9123bae4b75664e10b2592894c50ea6cb9da03a452c2fcc6235a12ba4,c5e7c9a9123bae4b75664e10b2592894c50ea6cb9da03a452c2fcc6235a12ba4,True,True,True,314,1313956378670760608,271008,a11fd6319fcdc3d98d383e75ada59570bdab6b0ae8e703ee56c0836122fd6c41,32.28560758399544,33.44230229200912,null
20260811_000,20260811,0,12591140135651291638,f1db2aca0d3d593b3a080e951260fae5e608afdef13f078d64772ceb899dd763,9e50069e9783169e22141366ddddd561b12d991a1afc2f76feb5d051a3e97d49,EXACT MATCH,True,1,1,1,1,1,1,38,38,1,1,0,0,262.72411758213116,262.7241175821311,-5.684341886080802e-14,623bd3f41f15186e7c2007503296234ef13a939a492c5cfb3965ce17ed59ec43,623bd3f41f15186e7c2007503296234ef13a939a492c5cfb3965ce17ed59ec43,True,True,True,38,12591140135651291638,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.828294292005012,3.9366181250079535,null
20260811_001,20260811,1,14398923474848074007,9c324d838b825db680fd2792ea9d2894ffbfd12651db6406058ebd6fd5db4c7b,cd2b3424be3c4e34fbb2ebdfff8c64e5a8775743810406c40a163d82a04331f9,EXACT MATCH,True,1,1,1,1,1,1,340,340,6,6,0,0,382.92758883158155,382.92758883158155,0.0,469a4d6bcee22f2bb99c6027ef44fc04773d9cdacf902a03796305d02cafea94,469a4d6bcee22f2bb99c6027ef44fc04773d9cdacf902a03796305d02cafea94,True,True,True,340,4467648285916179473,338760,aa1b60823d2d3d87e1e2387a2ec3be875bcc1baefb14dc3b502c476d9f02ced4,35.85927966699819,38.488484917004826,null
20260811_002,20260811,2,5285917600812044521,4134f7f366382b01c77d548800c5c84ccaf12103dab90caa7074975a1b57f299,8edee5b30cde45fa48b234cc94fbc55748ed01d514edeadc018ee5ae459d0602,EXACT MATCH,True,1,1,1,1,1,1,51,51,1,1,0,0,301.131114823069,301.1311148230691,5.684341886080802e-14,727ab8669de99d3b84d7179ff3ffb1c8b36e7ffb69668de2ec03c1590dfe63ef,727ab8669de99d3b84d7179ff3ffb1c8b36e7ffb69668de2ec03c1590dfe63ef,True,True,True,51,5285917600812044521,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.107620916009182,6.009788916999241,null
20260811_003,20260811,3,4870230045874889232,805dc6a0c3753dfd22d265592e56724420b7e679ec11c424e36083d657dc4f5f,13555cd0ad8dad09cb89e3f2f9c7d9ee5c09183a2dd7bf56924f33bcc3298830,EXACT MATCH,True,1,1,1,1,1,1,45,45,1,1,0,0,346.12024981797845,346.12024981797845,0.0,227e62945eb52c70648916ab6f29599114ee8a804604392a0c826b405ae8982b,227e62945eb52c70648916ab6f29599114ee8a804604392a0c826b405ae8982b,True,True,True,45,4870230045874889232,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.310802583000623,4.656696791003924,null
20260811_004,20260811,4,5439685464939128410,63750f0d10ca982c61627854d57bfea016771678da4aedc6f0715aac028b65e1,02606f3ecf2a08f424ba6b22f944ad70b14e65b35a60d5499785082acb6d4ee9,EXACT MATCH,True,1,1,1,1,1,1,114,114,2,2,0,0,314.8190775449506,314.8190775449506,0.0,68bd5659bfa50f9b15b2f8ae40fe9a91bb638356236877b7d15e898c6ffde2f2,68bd5659bfa50f9b15b2f8ae40fe9a91bb638356236877b7d15e898c6ffde2f2,True,True,True,114,17391487311087233737,67752,f1be2a32aa042a0df355eb47ab9ef52dffffd68d789ec32ffc29b64e5f97be5c,12.284905082982732,11.666277040989371,null
20260811_005,20260811,5,8792214352843502736,aa489a0cfac57a77d1e9dad95f1cbf820bb68c22a58d71417adfe503d1bd658a,820d5d8baf762ec66dcd56fed15c78bf2798d4f9bd492f4553e99b4684865498,EXACT MATCH,True,1,1,1,1,1,1,100,100,2,2,0,0,329.44608680311944,329.44608680311944,0.0,8193df34d0530ac12bd7df388ddd815cc0186b81acac8e57d9fe3f1a360c99d0,8193df34d0530ac12bd7df388ddd815cc0186b81acac8e57d9fe3f1a360c99d0,True,True,True,100,4093684515775768911,67752,5b44ea6b89c519e48067b6ca0861bdd1f47164b45c87fac1e463d2ae419c57cb,9.998496833024547,10.959359416010557,null
20260811_006,20260811,6,11597767561949233287,c5266b88b9053f30748f4ed87ee718c2ad638b562a580cdefcadf7c7cb04ece4,ef3a33aa5ad19039260d9a324b474a44917aec91cfab9ce21311669775d49276,EXACT MATCH,True,1,1,1,1,1,1,21,21,1,1,0,0,270.52824890805505,270.52824890805505,0.0,81a5d43abc76e1b4952cb72961ca3f6cdad65de4fc4ab7b1fcf7cd3639c39b46,81a5d43abc76e1b4952cb72961ca3f6cdad65de4fc4ab7b1fcf7cd3639c39b46,True,True,True,21,11597767561949233287,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,2.167993999988539,2.976321750000352,null
20260811_007,20260811,7,10240115457452263406,9c2b3c7f690389be3ecd7d3ea8dc733cfed6cc4c108bf93bebc0572a11c656ca,8f85aa4402eb778f21c5df56c25b8d6be417568233936b5b10ea29ebb6063d90,EXACT MATCH,True,1,1,1,1,1,1,78,78,1,1,0,0,373.69719295653067,373.69719295653067,0.0,a52fef0b0f069380c953697b12f2c7ec6f012e6a8a680a2aab7a27c13d8c7b9b,a52fef0b0f069380c953697b12f2c7ec6f012e6a8a680a2aab7a27c13d8c7b9b,True,True,True,78,10240115457452263406,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,9.463607167010196,7.935330625012284,null
20260811_008,20260811,8,13183679499127727963,15915706cf7c451325ed31589f924323bf3fcd704b0270ce4c5e30496937d018,414f7e27ad1e3aea98efdc4afc26e04e23208c0b92cb1a3dafc406cc8afdf7b7,EXACT MATCH,True,1,1,1,1,1,1,113,113,2,2,0,0,257.38494794159726,257.38494794159726,0.0,2d7c3c54995c6c12c2fcf2fce7d4cf37c676bd29f02a3ac5bc115b6c43092b70,2d7c3c54995c6c12c2fcf2fce7d4cf37c676bd29f02a3ac5bc115b6c43092b70,True,True,True,113,17965004355755020449,67752,ab36c9533ee87ca5880fe1883b35de410137df7d1d65dd8c20b3e080ee688c69,12.083960083022248,13.939362624980276,null
20260811_009,20260811,9,7420305196817032049,043f5a34065353ea3868aa615e85399d93a954d2916fa79451f67fe7119631cc,ccc8d02c8169fdaeaaa52f9c74dfa3e1238ac5d0e89bc35223d423517f8e2b2d,EXACT MATCH,True,1,1,1,1,1,1,74,74,1,1,0,0,281.26795917260876,281.26795917260876,0.0,0c6b317f3b6b0d3a00ac07f5ff5a985f827c64e0d017fd293ee03fba9e9bb348,0c6b317f3b6b0d3a00ac07f5ff5a985f827c64e0d017fd293ee03fba9e9bb348,True,True,True,74,7420305196817032049,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.50849179198849,8.317496999981813,null
20260811_010,20260811,10,2561458277920639138,89d864d2aaaf409c3b3e463a9b4dc4f366243e0766063d43a5059decf19ffc85,2b14aff0feb9688dbee136c997df54a4daad9178e473493e64a0b159c5a4b6c1,EXACT MATCH,True,1,1,1,1,1,1,32,32,1,1,0,0,278.2676039972531,278.2676039972531,0.0,ec771f8c46d1eaa10a01dd9fb1eeb35894eda9a68ed4a45416028b61eefa43df,ec771f8c46d1eaa10a01dd9fb1eeb35894eda9a68ed4a45416028b61eefa43df,True,True,True,32,2561458277920639138,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.2538411670248024,3.2504101670056116,null
20260811_011,20260811,11,8078582994456052044,75ad5fd65e339c6ff0ae738d0918db6068140601a7b17b0fa817a202a7b42538,a93ed9ef94d313cc2c0f5f7f08c764817d6a3bd823596fe661321b089c2417e7,EXACT MATCH,True,1,1,1,1,1,1,73,73,1,1,0,0,334.53197140417876,334.53197140417876,0.0,03e71d9c15fa41852f5d0bf7cbe87ee9ee69024d615f3d91b760e6d7bacf14db,03e71d9c15fa41852f5d0bf7cbe87ee9ee69024d615f3d91b760e6d7bacf14db,True,True,True,73,8078582994456052044,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.257332458015298,7.411640332982643,null
20260811_012,20260811,12,12808455088834327277,123279b8b5d5e2afe2266f4b66343e9254a3e2dfa6202716daea812be8645015,44770848dc96f922549852191f498879ee80e5f988143d5e4f3c63e8b90f4899,EXACT MATCH,True,1,1,1,1,1,1,137,137,2,2,0,0,272.8895798394267,272.8895798394267,0.0,bfadc82a06957d2ae00aeac423352e28afec486f4eb07b24fff1c1155dad2e04,bfadc82a06957d2ae00aeac423352e28afec486f4eb07b24fff1c1155dad2e04,True,True,True,137,16872691644683574566,67752,2fdfd457abc9d3ba55751e80c4c354e6b5334a0d8433c3f6b575464ff884f323,14.71808575000614,15.965592292021029,null
20260811_013,20260811,13,7478962685137083256,2bd5bf5cfe88ff6a5bdaa535639fcec3c255a65910a889caf022f5a3c73f0fe3,38050104e08f814440ef5f296079ecf42a5e6a28edb69b2bda6282eccbd13a59,EXACT MATCH,True,1,1,1,1,1,1,126,126,2,2,0,0,425.91845015790307,425.918450157903,-5.684341886080802e-14,b95f8ce8ed8cc0d8139d1480efa05224b3412d0448a2272ccee6a7287f009ecd,b95f8ce8ed8cc0d8139d1480efa05224b3412d0448a2272ccee6a7287f009ecd,True,True,True,126,3859108314703142526,67752,36041d2d72779217c0974a71c619e64160e0750062d7f691ca573c22f347a71c,12.701724540995201,14.470036249986151,null
