configuration,scheme,mantissa_bits,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,exact_correction_agrees_with_float,correction_hamming_distance,iterations,relay_legs,relay_legs_agree_with_float,edge_saturation,state_saturation,guard_saturation,edge_nonzero_to_zero,state_nonzero_to_zero,edge_value_count,state_value_count,edge_exponent_min,edge_exponent_max,state_exponent_min,state_exponent_max,edge_exponent_changes,state_exponent_changes
balanced,A_separate,10,0,1,1,1,0,39,567,10,0,0,0,0,391320,2793516,443756880,76830768,0,33,0,33,147,149
balanced,A_separate,10,1,1,1,1,0,40,161,3,0,0,0,0,391320,779833,126005040,21816144,0,6,0,6,21,21
balanced,A_separate,10,2,1,1,1,0,32,468,8,0,0,0,0,391320,685865,366275520,63415872,0,5,0,5,64,64
balanced,A_separate,10,3,1,1,1,0,46,723,12,0,0,0,0,391320,1903555,565848720,97969392,0,14,0,14,133,135
balanced,A_separate,10,4,1,1,1,0,30,165,3,0,0,0,0,391320,2599878,129135600,22358160,0,32,0,32,71,71
balanced,A_separate,10,5,1,1,1,0,31,173,3,0,0,0,0,391320,2784931,135396720,23442192,0,30,0,30,67,67
balanced,A_separate,10,6,1,1,1,0,36,109,2,0,0,0,0,391320,1320747,85307760,14769936,0,9,0,9,20,20
balanced,A_separate,10,7,1,1,1,0,38,839,14,0,0,0,0,391320,3638356,656634960,113687856,0,10,0,10,117,117
balanced,A_separate,10,8,1,1,1,0,38,111,2,0,0,0,0,391320,1039140,86873040,15040944,0,8,0,8,18,18
balanced,A_separate,10,9,1,1,1,0,42,519,9,0,0,0,0,391320,1324255,406190160,70326576,0,6,0,6,63,64
balanced,A_separate,10,10,1,1,1,0,41,320,5,0,0,0,0,391320,2432814,250444800,43361280,0,8,0,8,50,50
balanced,A_separate,10,11,1,1,1,0,54,177,3,0,0,0,0,391320,2068333,138527280,23984208,0,10,0,10,29,29
balanced,A_separate,10,12,1,1,1,0,40,109,2,0,0,0,0,391320,285986,85307760,14769936,0,6,0,6,14,14
balanced,A_separate,10,13,1,1,1,0,54,124,2,0,0,0,0,391320,485069,97047360,16802496,0,6,0,6,15,15
balanced,A_separate,10,14,1,1,1,0,46,187,3,0,0,0,0,0,153007,146353680,25339248,0,4,0,4,17,17
balanced,A_separate,10,15,1,1,1,0,55,213,4,0,0,0,0,391320,926293,166702320,28862352,0,8,0,8,39,39
balanced,A_separate,10,16,1,1,1,0,36,110,2,0,0,0,0,391320,1086249,86090400,14905440,0,7,0,7,16,16
balanced,A_separate,10,17,1,1,1,0,44,275,5,0,0,0,0,391320,2467649,215226000,37263600,0,35,0,35,92,92
balanced,A_separate,10,18,0,0,0,0,65,980,16,0,0,0,0,391320,2545512,766987200,132793920,0,12,0,12,143,145
balanced,A_separate,10,19,1,1,1,0,52,167,3,0,0,0,0,391320,1904664,130700880,22629168,0,8,0,8,24,26
balanced,A_separate,10,20,1,1,1,0,22,135,2,0,0,0,0,391320,591384,105656400,18293040,0,7,0,7,21,21
balanced,A_separate,10,21,1,1,1,0,22,289,5,0,0,0,0,391320,2466714,226182960,39160656,0,34,0,34,91,91
balanced,A_separate,10,22,1,1,1,0,39,184,3,0,0,0,0,391320,2185181,144005760,24932736,0,11,0,11,31,31
balanced,A_separate,10,23,1,1,1,0,47,464,8,0,0,0,0,391320,1920437,363144960,62873856,0,12,0,12,84,82
balanced,A_separate,10,24,1,1,1,0,38,135,2,0,0,0,0,391320,2315336,105656400,18293040,0,10,0,10,26,26
balanced,A_separate,10,25,1,1,1,0,33,186,3,0,0,0,0,391320,2121389,145571040,25203744,0,8,0,8,26,26
balanced,A_separate,10,26,1,1,1,0,41,106,2,0,0,0,0,0,520482,82959840,14363424,0,5,0,5,13,12
balanced,A_separate,10,27,1,1,1,0,33,169,3,0,0,0,0,391320,2316664,132266160,22900176,0,33,0,33,75,75
balanced,A_separate,10,28,1,1,1,0,38,837,14,0,0,0,0,391320,3202829,655069680,113416848,0,11,0,11,151,151
balanced,A_separate,10,29,1,1,1,0,56,237,4,0,0,0,0,0,1424699,185485680,32114448,0,7,0,7,27,27
balanced,A_separate,10,30,1,1,1,0,33,140,2,0,0,0,0,391320,2333442,109569600,18970560,0,11,0,11,27,27
balanced,A_separate,10,31,1,1,1,0,32,163,3,0,0,0,0,391320,1250056,127570320,22087152,0,9,0,9,27,29
balanced,A_separate,10,32,1,1,1,0,27,241,4,0,0,0,0,391320,2424119,188616240,32656464,0,35,0,35,89,89
balanced,A_separate,10,33,1,1,1,0,27,168,3,0,0,0,0,391320,2126085,131483520,22764672,0,12,0,12,33,32
balanced,A_separate,10,34,1,1,1,0,51,478,8,0,0,0,0,391320,2861724,374101920,64770912,0,31,0,31,112,112
balanced,A_separate,10,35,1,1,1,0,60,732,12,0,0,0,0,391320,2748077,572892480,99188928,0,31,0,31,138,140
balanced,A_separate,10,36,1,1,1,0,39,350,6,0,0,0,0,0,1085382,273924000,47426400,0,7,0,7,42,42
balanced,A_separate,10,37,0,0,1,0,92,980,16,1,0,0,0,391320,3602759,766987200,132793920,0,6,0,6,105,107
balanced,A_separate,10,38,1,1,1,0,65,654,11,0,0,0,0,391320,3112534,511846560,88619616,0,11,0,11,93,93
balanced,A_separate,10,39,1,1,1,0,50,163,3,0,0,0,0,391320,2260313,127570320,22087152,0,31,0,31,70,70
balanced,A_separate,10,40,1,1,1,0,23,133,2,0,0,0,0,0,609698,104091120,18022032,0,7,0,7,21,21
balanced,A_separate,10,41,1,1,1,0,17,140,2,0,0,0,0,391320,2394413,109569600,18970560,0,35,0,35,72,72
balanced,A_separate,10,42,1,1,1,0,44,249,4,0,0,0,0,391320,789196,194877360,33740496,0,7,0,7,36,36
balanced,A_separate,10,43,1,1,1,0,20,137,2,0,0,0,0,391320,2170168,107221680,18564048,0,33,0,33,68,68
balanced,A_separate,10,44,1,1,1,0,31,194,3,0,0,0,0,391320,2180730,151832160,26287776,0,32,0,32,73,73
balanced,A_separate,10,45,1,1,1,0,45,352,6,0,0,0,0,391320,2402243,275489280,47697408,0,9,0,9,59,59
balanced,A_separate,10,46,1,1,1,0,34,101,2,0,0,0,0,0,78177,79046640,13685904,0,4,0,4,10,10
balanced,A_separate,10,47,1,1,1,0,38,362,6,0,0,0,0,391320,1383241,283315680,49052448,0,10,0,10,69,69
balanced,A_separate,10,48,1,1,1,0,52,317,5,0,0,0,0,391320,2099867,248096880,42954768,0,10,0,10,58,58
balanced,A_separate,10,49,1,1,1,0,41,673,11,0,0,0,0,391320,2860234,526716720,91194192,0,10,0,10,116,116
balanced,A_separate,10,50,1,1,1,0,42,104,2,0,0,0,0,391320,2086829,81394560,14092416,0,11,0,11,24,24
balanced,A_separate,10,51,1,1,1,0,33,113,2,0,0,0,0,391320,1073593,88438320,15311952,0,10,0,10,22,22
balanced,A_separate,10,52,1,1,1,0,27,283,5,0,0,0,0,391320,2395242,221487120,38347632,0,34,0,34,87,87
balanced,A_separate,10,53,1,1,1,0,41,183,3,0,0,0,0,0,360882,143223120,24797232,0,5,0,5,20,21
balanced,A_separate,10,54,1,1,1,0,47,159,3,0,0,0,0,391320,1235481,124439760,21545136,0,16,0,16,42,42
balanced,A_separate,10,55,1,1,1,0,57,365,6,0,0,0,0,391320,2481787,285663600,49458960,0,31,0,31,93,93
balanced,A_separate,10,56,1,1,1,0,37,297,5,0,0,0,0,391320,1267015,232444080,40244688,0,10,0,10,52,52
balanced,A_separate,10,57,1,1,1,0,31,124,2,0,0,0,0,391320,1139264,97047360,16802496,0,13,0,13,29,29
balanced,A_separate,10,58,1,1,1,0,50,140,2,0,0,0,0,391320,985684,109569600,18970560,0,11,0,11,28,28
balanced,A_separate,10,59,1,1,1,0,78,493,8,0,0,0,0,391320,1472926,385841520,66803472,0,8,0,8,61,61
balanced,A_separate,10,60,1,1,1,0,23,605,10,0,0,0,0,391320,3547682,473497200,81979920,0,10,0,10,95,97
balanced,A_separate,10,61,1,1,1,0,37,292,5,0,0,0,0,391320,2480569,228530880,39567168,0,10,0,10,43,43
balanced,A_separate,10,62,1,1,1,0,41,290,5,0,0,0,0,391320,710430,226965600,39296160,0,6,0,6,35,33
balanced,A_separate,10,63,1,1,1,0,27,219,4,0,0,0,0,391320,1581690,171398160,29675376,0,7,0,7,27,27
balanced,A_separate,10,64,1,1,1,0,19,152,3,0,0,0,0,0,1677092,118961280,20596608,0,7,0,7,23,23
balanced,A_separate,10,65,1,1,1,0,29,167,3,0,0,0,0,391320,2310505,130700880,22629168,0,35,0,35,79,79
balanced,A_separate,10,66,1,1,1,0,38,433,7,0,0,0,0,391320,2665596,338883120,58673232,0,32,0,32,103,103
balanced,A_separate,10,67,1,1,1,0,33,115,2,0,0,0,0,391320,846142,90003600,15582960,0,9,0,9,21,21
balanced,A_separate,10,68,1,1,1,0,29,470,8,0,0,0,0,391320,2933410,367840800,63686880,0,10,0,10,79,79
balanced,A_separate,10,69,1,1,1,0,40,228,4,0,0,0,0,391320,2296762,178441920,30894912,0,9,0,9,39,39
balanced,A_separate,10,70,1,1,1,0,49,317,5,0,0,0,0,0,1233092,248096880,42954768,0,7,0,7,41,41
balanced,A_separate,10,71,1,1,1,0,23,366,6,0,0,0,0,391320,2590301,286446240,49594464,0,34,0,34,113,113
balanced,A_separate,10,72,1,1,1,0,30,126,2,0,0,0,0,391320,624987,98612640,17073504,0,8,0,8,19,19
balanced,A_separate,10,73,1,1,1,0,49,195,3,0,0,0,0,391320,869415,152614800,26423280,0,6,0,6,21,21
balanced,A_separate,10,74,1,1,1,0,46,120,2,0,0,0,0,391320,397680,93916800,16260480,0,6,0,6,15,15
balanced,A_separate,10,75,1,1,1,0,47,182,3,0,0,0,0,391320,1054339,142440480,24661728,0,7,0,7,23,23
balanced,A_separate,10,76,1,1,1,0,47,232,4,0,0,0,0,391320,1049974,181572480,31436928,0,7,0,7,33,35
balanced,A_separate,10,77,1,1,1,0,35,172,3,0,8,0,0,391320,2322659,134614080,23306688,0,8,0,8,23,24
balanced,A_separate,10,78,1,1,1,0,43,127,2,1,0,0,0,391320,1025064,99395280,17209008,0,12,0,12,27,27
balanced,A_separate,10,79,1,1,1,0,29,172,3,0,0,0,0,391320,2435733,134614080,23306688,0,10,0,10,27,27
balanced,A_separate,10,80,1,1,1,0,59,189,3,0,0,0,0,391320,2295598,147918960,25610256,0,11,0,11,31,31
balanced,A_separate,10,81,1,1,1,0,49,120,2,0,0,0,0,391320,1285316,93916800,16260480,0,13,0,13,29,29
balanced,A_separate,10,82,1,1,1,0,32,131,2,0,0,0,0,391320,2093616,102525840,17751024,0,10,0,10,25,25
balanced,A_separate,10,83,1,1,1,0,42,373,6,0,0,0,0,391320,2413982,291924720,50542992,0,33,0,33,97,97
balanced,A_separate,10,84,1,1,1,0,46,311,5,0,0,0,0,391320,1799519,243401040,42141744,0,8,0,8,43,43
balanced,A_separate,10,85,1,1,1,0,37,369,6,0,0,0,0,391320,1254978,288794160,50000976,0,8,0,8,63,63
balanced,A_separate,10,86,1,1,1,0,37,110,2,0,0,0,0,391320,2056916,86090400,14905440,0,12,0,12,26,26
balanced,A_separate,10,87,1,1,1,0,43,737,12,0,0,0,0,391320,3738354,576805680,99866448,0,11,0,11,114,114
balanced,A_separate,10,88,1,1,1,0,47,140,2,0,0,0,0,391320,2174359,109569600,18970560,0,33,0,33,68,68
balanced,A_separate,10,89,1,1,1,0,32,215,4,0,0,0,0,391320,1563481,168267600,29133360,0,9,0,9,41,39
balanced,A_separate,10,90,1,1,1,0,37,186,3,0,0,0,0,0,2590156,145571040,25203744,0,10,0,10,37,37
balanced,A_separate,10,91,0,0,0,0,88,980,16,0,0,0,0,0,2800885,766987200,132793920,0,7,0,7,112,112
balanced,A_separate,10,92,1,1,1,0,46,170,3,0,0,0,0,391320,356838,133048800,23035680,0,6,0,6,25,25
balanced,A_separate,10,93,1,1,1,0,35,345,6,0,0,0,0,391320,2388365,270010800,46748880,0,32,0,32,102,102
balanced,A_separate,10,94,1,1,1,0,56,470,8,0,0,0,0,391320,1300450,367840800,63686880,0,7,0,7,62,68
balanced,A_separate,10,95,1,1,1,0,26,432,7,0,0,0,0,391320,2758632,338100480,58537728,0,10,0,10,75,75
balanced,A_separate,10,96,1,1,1,0,45,304,5,0,0,0,0,391320,2618531,237922560,41193216,0,12,0,12,53,53
balanced,A_separate,10,97,1,1,1,0,59,237,4,0,0,0,0,391320,2252912,185485680,32114448,0,32,0,32,79,79
balanced,A_separate,10,98,1,1,1,0,26,105,2,0,0,0,0,391320,2354490,82177200,14227920,0,10,0,10,22,22
balanced,A_separate,10,99,1,1,1,0,40,162,3,0,0,0,0,391320,2215902,126787680,21951648,0,9,0,9,29,29
balanced,A_separate,10,100,1,1,1,0,49,119,2,0,0,0,0,391320,727844,93134160,16124976,0,8,0,8,19,19
balanced,A_separate,10,101,1,1,1,0,24,300,5,0,0,0,0,391320,2612625,234792000,40651200,0,9,0,9,54,54
balanced,A_separate,10,102,1,1,1,0,28,165,3,0,0,0,0,391320,1195380,129135600,22358160,0,11,0,11,33,33
balanced,A_separate,10,103,1,1,1,0,57,655,11,0,0,0,0,391320,3262212,512629200,88755120,0,9,0,9,88,88
balanced,A_separate,10,104,1,1,1,0,25,110,2,0,0,0,0,0,363547,86090400,14905440,0,7,0,7,17,17
balanced,A_separate,10,105,1,1,1,0,41,359,6,0,0,0,0,0,1661735,280967760,48645936,0,8,0,8,56,56
balanced,A_separate,10,106,1,1,1,0,34,106,2,0,0,0,0,391320,481778,82959840,14363424,0,7,0,7,16,16
balanced,A_separate,10,107,1,1,1,0,43,192,3,0,0,0,0,391320,2355534,150266880,26016768,0,11,0,11,36,38
balanced,A_separate,10,108,1,1,1,0,33,223,4,1,0,0,0,391320,2300735,174528720,30217392,0,31,0,31,75,77
balanced,A_separate,10,109,1,1,1,0,57,119,2,0,0,0,0,391320,2116882,93134160,16124976,0,12,0,12,27,27
balanced,A_separate,10,110,1,1,1,0,43,189,3,0,0,0,0,0,1102118,147918960,25610256,0,7,0,7,24,23
balanced,A_separate,10,111,1,1,1,0,58,113,2,0,0,0,0,391320,68481,88438320,15311952,0,4,0,4,10,10
balanced,A_separate,10,112,1,1,1,0,33,363,6,0,0,0,0,391320,1788430,284098320,49187952,0,13,0,13,73,73
balanced,A_separate,10,113,1,1,1,0,31,181,3,0,0,0,0,391320,2260005,141657840,24526224,0,31,0,31,72,72
balanced,A_separate,10,114,0,0,0,0,103,980,16,0,0,0,0,391320,2423644,766987200,132793920,0,10,0,10,142,144
balanced,A_separate,10,115,1,1,1,0,23,138,2,0,0,0,0,391320,515569,108004320,18699552,0,6,0,6,17,17
balanced,A_separate,10,116,1,1,1,0,38,224,4,0,0,0,0,391320,2725983,175311360,30352896,0,34,0,34,85,85
balanced,A_separate,10,117,1,1,1,0,45,944,16,0,0,0,0,391320,3062956,738812160,127915776,0,11,0,11,130,138
balanced,A_separate,10,118,1,1,1,0,47,318,5,0,0,0,0,391320,2425072,248879520,43090272,0,33,0,33,93,95
balanced,A_separate,10,119,1,1,1,0,30,173,3,0,0,0,0,391320,1092215,135396720,23442192,0,12,0,12,33,35
balanced,A_separate,10,120,1,1,1,0,40,464,8,0,0,0,0,391320,2808857,363144960,62873856,0,32,0,32,115,115
balanced,A_separate,10,121,1,1,1,0,50,408,7,0,0,0,0,391320,893189,319317120,55285632,0,7,0,7,55,63
balanced,A_separate,10,122,1,1,1,0,15,167,3,0,0,0,0,391320,2075306,130700880,22629168,0,10,0,10,29,29
balanced,A_separate,10,123,1,1,1,0,44,344,6,0,0,0,0,391320,1619836,269228160,46613376,0,9,0,9,63,65
balanced,A_separate,10,124,1,1,1,0,36,303,5,0,0,0,0,391320,2674994,237139920,41057712,0,33,0,33,97,97
balanced,A_separate,10,125,1,1,1,0,36,164,3,0,0,0,0,391320,1061974,128352960,22222656,0,9,0,9,26,26
balanced,A_separate,10,126,1,1,1,0,42,156,3,0,0,0,0,391320,2040749,122091840,21138624,0,30,0,30,66,67
balanced,A_separate,10,127,1,1,1,0,42,169,3,0,0,0,0,391320,2317510,132266160,22900176,0,10,0,10,28,28
balanced,A_separate,12,0,1,1,1,0,32,157,3,0,0,0,0,391320,1956487,122874480,21274128,0,33,0,33,66,66
balanced,A_separate,12,1,1,1,1,0,41,351,6,0,0,0,0,391320,1614421,274706640,47561904,0,27,0,27,70,68
balanced,A_separate,12,2,1,1,1,0,52,232,4,0,0,0,0,0,394239,181572480,31436928,0,6,0,6,19,19
balanced,A_separate,12,3,1,1,1,0,56,183,3,0,0,0,0,391320,1861334,143223120,24797232,0,30,0,30,64,64
balanced,A_separate,12,4,1,1,1,0,28,214,4,0,0,0,0,391320,2098998,167484960,28997856,0,33,0,33,70,70
balanced,A_separate,12,5,1,1,1,0,30,133,2,0,0,0,0,391320,1556192,104091120,18022032,0,26,0,26,53,53
balanced,A_separate,12,6,1,1,1,0,32,18,1,1,0,0,0,0,26,14087520,2439072,0,2,0,2,2,2
balanced,A_separate,12,7,1,1,1,0,41,190,3,0,0,0,0,391320,1866659,148701600,25745760,0,9,0,9,24,24
balanced,A_separate,12,8,1,1,1,0,40,153,3,0,0,0,0,391320,1872390,119743920,20732112,0,28,0,28,58,58
balanced,A_separate,12,9,1,1,1,0,39,231,4,0,0,0,0,391320,1858424,180789840,31301424,0,30,0,30,67,67
balanced,A_separate,12,10,1,1,1,0,58,249,4,0,0,0,0,391320,1352154,194877360,33740496,0,8,0,8,25,25
balanced,A_separate,12,11,1,1,1,0,47,310,5,0,0,0,0,391320,1735917,242618400,42006240,0,29,0,29,70,68
balanced,A_separate,12,12,1,1,1,0,42,131,2,0,0,0,0,391320,1266868,102525840,17751024,0,9,0,9,19,19
balanced,A_separate,12,13,1,1,1,0,60,239,4,0,0,0,0,391320,1735122,187050960,32385456,0,24,0,24,55,55
balanced,A_separate,12,14,1,1,1,0,39,163,3,0,0,0,0,391320,1795993,127570320,22087152,0,29,0,29,58,58
balanced,A_separate,12,15,1,1,1,0,61,482,8,0,0,0,0,391320,431161,377232480,65312928,0,7,0,7,33,33
balanced,A_separate,12,16,1,1,1,0,33,154,3,0,0,0,0,391320,1679063,120526560,20867616,0,29,0,29,58,58
balanced,A_separate,12,17,1,1,1,0,38,173,3,0,0,0,0,391320,2007931,135396720,23442192,0,33,0,33,70,70
balanced,A_separate,12,18,1,1,1,0,84,353,6,0,0,0,0,391320,1754961,276271920,47832912,0,27,0,27,68,70
balanced,A_separate,12,19,1,1,1,0,54,181,3,0,0,0,0,391320,1865077,141657840,24526224,0,30,0,30,61,61
balanced,A_separate,12,20,1,1,1,0,20,186,3,0,0,0,0,391320,1165998,145571040,25203744,0,11,0,11,28,28
balanced,A_separate,12,21,1,1,1,0,14,130,2,0,0,0,0,391320,2067573,101743200,17615520,0,33,0,33,66,66
balanced,A_separate,12,22,1,1,1,0,21,127,2,0,0,0,0,391320,2010805,99395280,17209008,0,32,0,32,64,64
balanced,A_separate,12,23,1,1,1,0,29,140,2,0,0,0,0,391320,597614,109569600,18970560,0,9,0,9,19,19
balanced,A_separate,12,24,1,1,1,0,30,170,3,0,0,0,0,391320,1784970,133048800,23035680,0,29,0,29,60,60
balanced,A_separate,12,25,1,1,1,0,26,135,2,0,0,0,0,391320,460150,105656400,18293040,0,8,0,8,17,17
balanced,A_separate,12,26,1,1,1,0,42,164,3,0,0,0,0,391320,1768566,128352960,22222656,0,30,0,30,61,61
balanced,A_separate,12,27,1,1,1,0,25,137,2,0,0,0,0,391320,1866817,107221680,18564048,0,29,0,29,59,59
balanced,A_separate,12,28,1,1,1,0,21,217,4,1,0,0,0,391320,1850644,169832880,29404368,0,30,0,30,67,67
balanced,A_separate,12,29,1,1,1,0,29,232,4,0,0,0,0,391320,2071804,181572480,31436928,0,31,0,31,65,65
balanced,A_separate,12,30,1,1,1,0,7,18,1,1,0,0,0,0,25,14087520,2439072,0,2,0,2,2,2
balanced,A_separate,12,31,1,1,1,0,16,140,2,0,0,0,0,391320,1983626,109569600,18970560,0,32,0,32,64,64
balanced,A_separate,12,32,1,1,1,0,36,247,4,0,0,0,0,391320,2065341,193312080,33469488,0,33,0,33,72,72
balanced,A_separate,12,33,1,1,1,0,7,14,1,1,0,0,0,0,11,10956960,1897056,0,1,0,1,1,1
balanced,A_separate,12,34,1,1,1,0,47,213,4,1,0,0,0,391320,1952390,166702320,28862352,0,31,0,31,68,68
balanced,A_separate,12,35,1,1,1,0,37,194,3,0,0,0,0,391320,1812289,151832160,26287776,0,27,0,27,57,57
balanced,A_separate,12,36,1,1,1,0,27,180,3,0,0,0,0,391320,1477572,140875200,24390720,0,24,0,24,52,52
balanced,A_separate,12,37,1,1,0,0,57,416,7,0,0,0,0,391320,928154,325578240,56369664,0,6,0,6,27,27
balanced,A_separate,12,38,1,1,1,0,57,132,2,0,0,0,0,391320,1338213,103308480,17886528,0,23,0,23,47,47
balanced,A_separate,12,39,1,1,1,0,41,129,2,0,0,0,0,391320,1693925,100960560,17480016,0,28,0,28,56,56
balanced,A_separate,12,40,1,1,1,0,30,140,2,0,0,0,0,391320,1840437,109569600,18970560,0,30,0,30,61,61
balanced,A_separate,12,41,1,1,1,0,20,135,2,0,0,0,0,391320,1954201,105656400,18293040,0,31,0,31,62,62
balanced,A_separate,12,42,1,1,1,0,47,139,2,0,0,0,0,391320,1620077,108786960,18835056,0,28,0,28,57,57
balanced,A_separate,12,43,1,1,1,0,12,19,1,1,0,0,0,0,40,14870160,2574576,0,3,0,3,3,3
balanced,A_separate,12,44,1,1,1,0,50,131,2,0,0,0,0,391320,980800,102525840,17751024,0,10,0,10,21,21
balanced,A_separate,12,45,1,1,1,0,23,165,3,0,0,0,0,391320,1943247,129135600,22358160,0,32,0,32,68,68
balanced,A_separate,12,46,1,1,1,0,51,214,4,0,0,0,0,391320,175024,167484960,28997856,0,6,0,6,14,14
balanced,A_separate,12,47,1,1,1,0,14,163,3,0,0,0,0,391320,568335,127570320,22087152,0,8,0,8,19,19
balanced,A_separate,12,48,1,1,1,0,42,111,2,0,0,0,0,0,143295,86873040,15040944,0,6,0,6,13,13
balanced,A_separate,12,49,1,1,1,0,45,129,2,0,0,0,0,391320,1431546,100960560,17480016,0,25,0,25,50,50
balanced,A_separate,12,50,1,1,1,0,31,113,2,0,0,0,0,391320,1465232,88438320,15311952,0,10,0,10,22,22
balanced,A_separate,12,51,1,1,1,0,9,17,1,1,0,0,0,0,16,13304880,2303568,0,1,0,1,1,1
balanced,A_separate,12,52,1,1,1,0,17,19,1,1,0,0,0,0,28,14870160,2574576,0,3,0,3,3,3
balanced,A_separate,12,53,1,1,1,0,43,395,7,0,0,0,0,391320,1833468,309142800,53524080,0,25,0,25,58,58
balanced,A_separate,12,54,1,1,1,0,41,164,3,0,0,0,0,391320,1617920,128352960,22222656,0,25,0,25,53,53
balanced,A_separate,12,55,1,1,1,0,54,180,3,0,0,0,0,391320,1858296,140875200,24390720,0,30,0,30,61,61
balanced,A_separate,12,56,1,1,1,0,28,175,3,1,0,0,0,391320,1875818,136962000,23713200,0,30,0,30,63,63
balanced,A_separate,12,57,1,1,1,0,31,135,2,0,0,0,0,391320,1956213,105656400,18293040,0,32,0,32,64,64
balanced,A_separate,12,58,1,1,1,0,44,132,2,0,0,0,0,391320,1896619,103308480,17886528,0,31,0,31,62,62
balanced,A_separate,12,59,1,1,1,0,70,166,3,0,0,0,0,391320,771718,129918240,22493664,0,13,0,13,31,31
balanced,A_separate,12,60,1,1,1,0,26,179,3,0,0,0,0,391320,1960437,140092560,24255216,0,30,0,30,63,65
balanced,A_separate,12,61,1,1,1,0,38,248,4,1,0,0,0,391320,1745738,194094720,33604992,0,26,0,26,57,59
balanced,A_separate,12,62,1,1,1,0,40,181,3,0,0,0,0,391320,1648319,141657840,24526224,0,27,0,27,58,58
balanced,A_separate,12,63,1,1,1,0,29,109,2,0,0,0,0,0,132615,85307760,14769936,0,5,0,5,11,11
balanced,A_separate,12,64,1,1,1,0,21,133,2,0,0,0,0,391320,1880337,104091120,18022032,0,27,0,27,54,54
balanced,A_separate,12,65,1,1,1,0,12,15,1,1,0,0,0,0,14,11739600,2032560,0,1,0,1,1,1
balanced,A_separate,12,66,1,1,1,0,26,140,2,0,0,0,0,391320,1815637,109569600,18970560,0,30,0,30,61,61
balanced,A_separate,12,67,1,1,1,0,39,137,2,0,0,0,0,391320,1921919,107221680,18564048,0,30,0,30,61,61
balanced,A_separate,12,68,1,1,1,0,28,165,3,0,0,0,0,391320,1987186,129135600,22358160,0,28,0,28,59,59
balanced,A_separate,12,69,1,1,1,0,38,253,4,0,0,0,0,391320,1666807,198007920,34282512,0,28,0,28,61,61
balanced,A_separate,12,70,1,1,1,0,32,349,6,0,0,0,0,391320,1632128,273141360,47290896,0,25,0,25,59,59
balanced,A_separate,12,71,1,1,1,0,18,171,3,0,0,0,0,391320,2000199,133831440,23171184,0,32,0,32,67,67
balanced,A_separate,12,72,1,1,1,0,26,134,2,0,0,0,0,391320,1747562,104873760,18157536,0,29,0,29,59,59
balanced,A_separate,12,73,1,1,1,0,32,118,2,0,0,0,0,391320,464410,92351520,15989472,0,8,0,8,17,17
balanced,A_separate,12,74,1,1,1,0,35,107,2,0,0,0,0,391320,812970,83742480,14498928,0,10,0,10,20,20
balanced,A_separate,12,75,1,1,1,0,29,133,2,1,0,0,0,391320,1732804,104091120,18022032,0,29,0,29,58,58
balanced,A_separate,12,76,1,1,1,0,44,187,3,0,0,0,0,391320,1766999,146353680,25339248,0,29,0,29,62,62
balanced,A_separate,12,77,1,1,1,0,38,161,3,0,0,0,0,391320,1715056,126005040,21816144,0,27,0,27,55,55
balanced,A_separate,12,78,1,1,1,0,26,194,3,0,0,0,0,391320,1972599,151832160,26287776,0,32,0,32,69,69
balanced,A_separate,12,79,1,1,1,0,24,128,2,0,0,0,0,391320,1840605,100177920,17344512,0,31,0,31,62,62
balanced,A_separate,12,80,1,1,1,0,50,160,3,0,0,0,0,391320,1880120,125222400,21680640,0,30,0,30,60,60
balanced,A_separate,12,81,1,1,1,0,50,179,3,0,0,0,0,391320,1633794,140092560,24255216,0,27,0,27,58,58
balanced,A_separate,12,82,1,1,1,0,25,341,6,0,0,0,0,391320,635993,266880240,46206864,0,8,0,8,26,26
balanced,A_separate,12,83,1,1,1,0,28,134,2,0,0,0,0,391320,1698742,104873760,18157536,0,29,0,29,58,58
balanced,A_separate,12,84,1,1,1,0,48,169,3,0,0,0,0,391320,1596482,132266160,22900176,0,26,0,26,53,53
balanced,A_separate,12,85,1,1,1,0,24,175,3,0,0,0,0,391320,2102831,136962000,23713200,0,30,0,30,64,64
balanced,A_separate,12,86,1,1,1,0,31,239,4,0,0,0,0,391320,2040350,187050960,32385456,0,32,0,32,70,70
balanced,A_separate,12,87,1,1,1,0,24,153,3,1,0,0,0,391320,1808081,119743920,20732112,0,9,0,9,20,20
balanced,A_separate,12,88,1,1,1,0,23,19,1,1,0,0,0,0,21,14870160,2574576,0,2,0,2,2,2
balanced,A_separate,12,89,1,1,1,0,38,168,3,0,0,0,0,391320,1873185,131483520,22764672,0,30,0,30,62,62
balanced,A_separate,12,90,1,1,1,0,24,149,3,0,0,0,0,391320,1899520,116613360,20190096,0,31,0,31,62,62
balanced,A_separate,12,91,1,1,1,0,71,241,4,0,0,0,0,391320,1518247,188616240,32656464,0,24,0,24,54,54
balanced,A_separate,12,92,1,1,1,0,43,128,2,0,0,0,0,0,470084,100177920,17344512,0,7,0,7,15,16
balanced,A_separate,12,93,1,1,1,0,22,128,2,0,0,0,0,391320,1676427,100177920,17344512,0,28,0,28,56,56
balanced,A_separate,12,94,1,1,1,0,30,23,1,1,0,0,0,0,58,18000720,3116592,0,3,0,3,3,3
