configuration,scheme,mantissa_bits,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,exact_correction_agrees_with_float,correction_hamming_distance,iterations,relay_legs,relay_legs_agree_with_float,edge_saturation,state_saturation,guard_saturation,edge_nonzero_to_zero,state_nonzero_to_zero,edge_value_count,state_value_count,edge_exponent_min,edge_exponent_max,state_exponent_min,state_exponent_max,edge_exponent_changes,state_exponent_changes
low_latency,B_separate_75pct,10,4,0,0,0,0,650,260,4,0,0,0,0,782640,3581657,203486400,35231040,0,36,0,36,93,93
low_latency,B_separate_75pct,10,5,0,0,0,0,8659,260,4,0,0,0,0,391320,2196234,203486400,35231040,0,7,0,7,38,38
low_latency,B_separate_75pct,10,6,0,0,0,0,6713,260,4,0,0,0,0,782640,1039944,203486400,35231040,0,6,0,6,38,38
low_latency,B_separate_75pct,10,7,0,0,0,0,22357,260,4,1,0,0,0,782640,4302845,203486400,35231040,0,9,0,9,59,59
low_latency,B_separate_75pct,10,8,0,0,0,0,3635,260,4,0,0,0,0,391320,2878722,203486400,35231040,0,8,0,8,48,46
low_latency,B_separate_75pct,10,9,0,0,0,0,24591,260,4,1,0,0,0,0,1733603,203486400,35231040,0,6,0,6,50,48
low_latency,B_separate_75pct,10,10,0,0,0,0,17724,260,4,0,0,0,0,391320,1544920,203486400,35231040,0,6,0,6,44,44
low_latency,B_separate_75pct,10,11,0,0,0,0,6576,260,4,0,0,0,0,391320,3540985,203486400,35231040,0,10,0,10,48,48
low_latency,B_separate_75pct,10,12,0,0,0,0,516,260,4,0,0,0,0,391320,1931659,203486400,35231040,0,10,0,10,43,43
low_latency,B_separate_75pct,10,13,0,0,0,0,280,260,4,0,0,0,0,1173960,3421388,203486400,35231040,0,9,0,9,44,44
low_latency,B_separate_75pct,10,14,0,0,0,0,6630,260,4,0,0,0,0,391320,2838590,203486400,35231040,0,10,0,10,46,46
low_latency,B_separate_75pct,10,15,0,0,0,0,3277,260,4,0,0,0,0,782640,1163323,203486400,35231040,0,6,0,6,42,42
low_latency,B_separate_75pct,10,16,0,0,0,0,479,260,4,0,0,0,0,782640,3340666,203486400,35231040,0,34,0,34,90,90
low_latency,B_separate_75pct,10,17,0,0,0,0,405,260,4,0,0,0,0,782640,2757682,203486400,35231040,0,11,0,11,59,59
low_latency,B_separate_75pct,10,18,0,0,0,0,7029,260,4,0,0,0,0,391320,2222586,203486400,35231040,0,8,0,8,40,40
low_latency,B_separate_75pct,10,19,0,0,0,0,21426,260,4,0,0,0,0,391320,3027955,203486400,35231040,0,7,0,7,54,54
low_latency,B_separate_75pct,10,20,0,0,0,0,115,260,4,0,0,0,0,1173960,1427497,203486400,35231040,0,7,0,7,44,44
low_latency,B_separate_75pct,10,21,0,0,0,0,9088,260,4,0,0,0,0,782640,4014445,203486400,35231040,0,36,0,36,95,95
low_latency,B_separate_75pct,10,22,0,0,0,0,5296,260,4,0,0,0,0,782640,3468680,203486400,35231040,0,34,0,34,86,86
low_latency,B_separate_75pct,10,23,0,0,0,0,8155,260,4,0,0,0,0,391320,3720763,203486400,35231040,0,33,0,33,95,95
low_latency,B_separate_75pct,10,24,0,0,0,0,260,260,4,0,0,0,0,782640,710574,203486400,35231040,0,5,0,5,32,32
low_latency,B_separate_75pct,10,25,0,0,0,0,4960,260,4,0,0,0,0,782640,3037042,203486400,35231040,0,8,0,8,36,36
low_latency,B_separate_75pct,10,26,0,0,0,0,7624,260,4,0,0,0,0,1173960,1145682,203486400,35231040,0,7,0,7,49,49
low_latency,B_separate_75pct,10,27,0,0,0,0,7124,260,4,0,0,0,0,391320,3544221,203486400,35231040,0,10,0,10,50,50
low_latency,B_separate_75pct,10,28,0,0,0,0,6162,260,4,0,0,0,0,1173960,2145328,203486400,35231040,0,9,0,9,49,49
low_latency,B_separate_75pct,10,29,0,0,0,0,640,260,4,0,0,0,0,0,1416709,203486400,35231040,0,7,0,7,24,24
low_latency,B_separate_75pct,10,30,0,0,0,0,16177,260,4,0,0,0,0,782640,4360182,203486400,35231040,0,31,0,31,89,89
low_latency,B_separate_75pct,10,31,0,0,0,0,6755,260,4,0,0,0,0,782640,2900874,203486400,35231040,0,8,0,8,48,48
low_latency,B_separate_75pct,10,32,0,0,0,0,7446,260,4,0,0,0,0,782640,2106697,203486400,35231040,0,10,0,10,56,56
low_latency,B_separate_75pct,10,33,0,0,0,0,22240,260,4,0,0,0,0,782640,4496824,203486400,35231040,0,32,0,32,88,88
low_latency,B_separate_75pct,10,34,0,0,0,0,6583,260,4,0,0,0,0,782640,2624114,203486400,35231040,0,12,0,12,44,44
low_latency,B_separate_75pct,10,35,0,0,0,0,15882,260,4,0,0,0,0,782640,4012634,203486400,35231040,0,30,0,30,75,75
low_latency,B_separate_75pct,10,36,0,0,0,0,215,260,4,0,0,0,0,782640,1073574,203486400,35231040,0,6,0,6,41,41
low_latency,B_separate_75pct,10,37,0,0,1,0,3769,260,4,1,0,0,0,782640,4141426,203486400,35231040,0,7,0,7,49,51
low_latency,B_separate_75pct,10,38,0,0,0,0,20099,260,4,0,0,0,0,391320,4044548,203486400,35231040,0,10,0,10,61,61
low_latency,B_separate_75pct,10,39,0,0,0,0,6617,260,4,0,0,0,0,782640,1877557,203486400,35231040,0,9,0,9,47,47
low_latency,B_separate_75pct,10,40,1,1,1,0,37,152,3,0,0,0,0,391320,2760090,118961280,20596608,0,10,0,10,31,31
low_latency,B_separate_75pct,10,41,0,0,0,0,10150,260,4,0,0,0,0,782640,4118487,203486400,35231040,0,35,0,35,97,97
low_latency,B_separate_75pct,10,42,0,0,0,0,1008,260,4,0,0,0,0,391320,2765325,203486400,35231040,0,10,0,10,45,47
low_latency,B_separate_75pct,10,43,0,0,0,0,3627,260,4,0,0,0,0,391320,3815636,203486400,35231040,0,10,0,10,52,52
low_latency,B_separate_75pct,10,44,0,0,0,0,4903,260,4,0,0,0,0,782640,3371806,203486400,35231040,0,10,0,10,49,49
low_latency,B_separate_75pct,10,45,0,0,0,0,7415,260,4,0,0,0,0,782640,3562035,203486400,35231040,0,33,0,33,97,97
low_latency,B_separate_75pct,10,46,0,0,0,0,521,260,4,0,0,0,0,391320,1532602,203486400,35231040,0,5,0,5,44,44
low_latency,B_separate_75pct,10,47,0,0,0,0,6226,260,4,0,0,0,0,1173960,2932781,203486400,35231040,0,9,0,9,42,42
low_latency,B_separate_75pct,10,48,0,0,0,0,7273,260,4,0,0,0,0,1173960,2294013,203486400,35231040,0,7,0,7,48,48
low_latency,B_separate_75pct,10,49,0,0,0,0,308,260,4,0,0,0,0,782640,1414075,203486400,35231040,0,7,0,7,50,50
low_latency,B_separate_75pct,10,50,0,0,0,0,6543,260,4,0,0,0,0,1173960,2735030,203486400,35231040,0,11,0,11,49,49
low_latency,B_separate_75pct,10,51,0,0,0,0,3427,260,4,0,0,0,0,782640,1533759,203486400,35231040,0,7,0,7,40,40
low_latency,B_separate_75pct,10,52,0,0,0,0,6958,260,4,0,0,0,0,1173960,2551845,203486400,35231040,0,9,0,9,48,48
low_latency,B_separate_75pct,10,53,0,0,0,0,338,260,4,0,0,0,0,782640,1193623,203486400,35231040,0,6,0,6,38,38
low_latency,B_separate_75pct,10,54,0,0,0,0,15751,260,4,0,0,0,0,782640,3668041,203486400,35231040,0,11,0,11,53,53
low_latency,B_separate_75pct,10,55,0,0,0,0,430,260,4,0,0,0,0,782640,2189817,203486400,35231040,0,10,0,10,58,58
low_latency,B_separate_75pct,10,56,0,0,0,0,5902,260,4,0,0,0,0,1173960,2837258,203486400,35231040,0,11,0,11,50,50
low_latency,B_separate_75pct,10,57,0,0,0,0,26952,260,4,0,0,0,0,391320,3734048,203486400,35231040,0,34,0,34,90,90
low_latency,B_separate_75pct,10,58,0,0,0,0,22287,260,4,0,0,0,0,1173960,2110778,203486400,35231040,0,7,0,7,47,47
low_latency,B_separate_75pct,10,59,0,0,0,0,3028,260,4,0,0,0,0,1173960,1281655,203486400,35231040,0,7,0,7,46,46
low_latency,B_separate_75pct,10,60,0,0,0,0,17172,260,4,0,0,0,0,1173960,4587055,203486400,35231040,0,10,0,10,69,69
low_latency,B_separate_75pct,10,61,0,0,1,0,953,260,4,1,0,0,0,1173960,1830452,203486400,35231040,0,6,0,6,56,56
low_latency,B_separate_75pct,10,62,0,0,0,0,7966,260,4,0,0,0,0,1173960,1264724,203486400,35231040,0,6,0,6,50,50
low_latency,B_separate_75pct,10,63,0,0,0,0,20798,260,4,0,0,0,0,391320,1038900,203486400,35231040,0,6,0,6,46,46
low_latency,B_separate_75pct,10,64,0,0,0,0,4771,260,4,0,0,0,0,1173960,2702246,203486400,35231040,0,7,0,7,44,44
low_latency,B_separate_75pct,10,65,0,0,0,0,6436,260,4,0,0,0,0,782640,3951074,203486400,35231040,0,35,0,35,94,94
low_latency,B_separate_75pct,10,66,0,0,0,0,918,260,4,0,0,0,0,782640,2672876,203486400,35231040,0,13,0,13,65,65
low_latency,B_separate_75pct,10,67,0,0,0,0,1591,260,4,0,0,0,0,1173960,2348403,203486400,35231040,0,11,0,11,57,57
low_latency,B_separate_75pct,10,68,0,0,0,0,16392,260,4,0,0,0,0,782640,3365782,203486400,35231040,0,10,0,10,56,56
low_latency,B_separate_75pct,10,69,0,0,0,0,303,260,4,0,0,0,0,1173960,1907080,203486400,35231040,0,6,0,6,52,54
low_latency,B_separate_75pct,10,70,0,0,0,0,349,260,4,0,0,0,0,782640,1170020,203486400,35231040,0,6,0,6,44,44
low_latency,B_separate_75pct,10,71,0,0,0,0,17760,260,4,0,0,0,0,782640,4009930,203486400,35231040,0,34,0,34,95,95
low_latency,B_separate_75pct,10,72,0,0,0,0,2290,260,4,0,0,0,0,782640,1953762,203486400,35231040,0,6,0,6,57,57
low_latency,B_separate_75pct,10,73,0,0,0,0,1128,260,4,0,0,0,0,1173960,1304296,203486400,35231040,0,6,0,6,49,49
low_latency,B_separate_75pct,10,74,0,0,0,0,1350,260,4,0,0,0,0,1173960,1039968,203486400,35231040,0,6,0,6,40,40
low_latency,B_separate_75pct,10,75,0,0,0,0,7191,260,4,0,0,0,0,782640,1204664,203486400,35231040,0,6,0,6,42,42
low_latency,B_separate_75pct,10,76,0,0,0,0,234,260,4,0,0,0,0,1173960,2856330,203486400,35231040,0,8,0,8,54,52
low_latency,B_separate_75pct,10,77,0,0,0,0,18986,260,4,0,0,0,0,391320,3948937,203486400,35231040,0,9,0,9,57,57
low_latency,B_separate_75pct,10,78,0,0,0,0,6478,260,4,0,0,0,0,782640,2727197,203486400,35231040,0,15,0,15,58,56
low_latency,B_separate_75pct,10,79,0,0,0,0,1047,260,4,0,0,0,0,1173960,1301700,203486400,35231040,0,6,0,6,41,41
low_latency,B_separate_75pct,10,80,0,0,0,0,2087,260,4,0,0,0,0,782640,3121259,203486400,35231040,0,9,0,9,51,51
low_latency,B_separate_75pct,10,81,0,0,0,0,7929,260,4,0,0,0,0,782640,2563085,203486400,35231040,0,9,0,9,43,43
low_latency,B_separate_75pct,10,82,0,0,0,0,7135,260,4,0,0,0,0,1173960,2593155,203486400,35231040,0,9,0,9,45,45
low_latency,B_separate_75pct,10,83,0,0,0,0,4457,260,4,0,0,0,0,782640,1496024,203486400,35231040,0,9,0,9,43,43
low_latency,B_separate_75pct,10,84,0,0,0,0,1027,260,4,0,0,0,0,782640,1533151,203486400,35231040,0,6,0,6,32,32
low_latency,B_separate_75pct,10,85,0,0,0,0,6303,260,4,0,0,0,0,782640,3449223,203486400,35231040,0,9,0,9,48,48
low_latency,B_separate_75pct,10,86,0,0,0,0,6403,260,4,0,0,0,0,782640,3528132,203486400,35231040,0,33,0,33,88,88
low_latency,B_separate_75pct,10,87,0,0,0,0,1554,260,4,0,0,0,0,782640,4420960,203486400,35231040,0,10,0,10,59,59
low_latency,B_separate_75pct,10,88,0,0,0,0,8720,260,4,0,0,0,0,782640,3914599,203486400,35231040,0,33,0,33,85,85
low_latency,B_separate_75pct,10,89,0,0,0,0,5672,260,4,0,0,0,0,782640,2658563,203486400,35231040,0,8,0,8,47,47
low_latency,B_separate_75pct,10,90,0,0,0,0,10251,260,4,0,0,0,0,782640,3249175,203486400,35231040,0,9,0,9,38,38
low_latency,B_separate_75pct,10,91,0,0,1,0,14515,260,4,1,0,0,0,391320,3280029,203486400,35231040,0,8,0,8,52,50
low_latency,B_separate_75pct,10,92,0,0,0,0,6377,260,4,0,0,0,0,1173960,3092904,203486400,35231040,0,9,0,9,42,42
low_latency,B_separate_75pct,10,93,0,0,0,0,1384,260,4,0,0,0,0,782640,2392229,203486400,35231040,0,8,0,8,45,45
low_latency,B_separate_75pct,10,94,0,0,0,0,1176,260,4,0,0,0,0,391320,2280116,203486400,35231040,0,10,0,10,59,59
low_latency,B_separate_75pct,10,95,0,0,0,0,758,260,4,0,0,0,0,1173960,3685402,203486400,35231040,0,9,0,9,61,61
low_latency,B_separate_75pct,10,96,0,0,0,0,6008,260,4,0,0,0,0,782640,1744714,203486400,35231040,0,9,0,9,47,47
low_latency,B_separate_75pct,10,97,0,0,0,0,6713,260,4,0,0,0,0,1173960,3513435,203486400,35231040,0,10,0,10,44,44
low_latency,B_separate_75pct,10,98,0,0,0,0,10190,260,4,0,0,0,0,782640,4374997,203486400,35231040,0,10,0,10,58,58
low_latency,B_separate_75pct,10,99,0,0,0,0,6288,260,4,0,0,0,0,391320,3061487,203486400,35231040,0,9,0,9,42,42
low_latency,B_separate_75pct,10,100,0,0,0,0,1127,260,4,0,0,0,0,782640,3512055,203486400,35231040,0,32,0,32,91,91
low_latency,B_separate_75pct,10,101,0,0,0,0,6910,260,4,0,0,0,0,782640,3903228,203486400,35231040,0,9,0,9,49,49
low_latency,B_separate_75pct,10,102,0,0,0,0,3443,260,4,0,0,0,0,782640,1899304,203486400,35231040,0,8,0,8,42,42
low_latency,B_separate_75pct,10,103,0,0,0,0,1869,260,4,0,0,0,0,782640,2479287,203486400,35231040,0,7,0,7,47,47
low_latency,B_separate_75pct,10,104,0,0,0,0,6489,260,4,0,0,0,0,391320,1828175,203486400,35231040,0,8,0,8,46,46
low_latency,B_separate_75pct,10,105,0,0,0,0,541,260,4,0,0,0,0,391320,3581804,203486400,35231040,0,9,0,9,50,50
low_latency,B_separate_75pct,10,106,0,0,0,0,6834,260,4,0,0,0,0,782640,1769574,203486400,35231040,0,7,0,7,52,52
low_latency,B_separate_75pct,10,107,0,0,0,0,3851,260,4,0,0,0,0,782640,1425919,203486400,35231040,0,8,0,8,47,47
low_latency,B_separate_75pct,10,108,0,0,0,0,6198,260,4,0,0,0,0,782640,1334155,203486400,35231040,0,7,0,7,35,35
low_latency,B_separate_75pct,10,109,0,0,0,0,913,260,4,0,0,0,0,1173960,3217633,203486400,35231040,0,9,0,9,57,57
low_latency,B_separate_75pct,10,110,0,0,0,0,5473,260,4,0,0,0,0,782640,3681770,203486400,35231040,0,31,0,31,81,79
low_latency,B_separate_75pct,10,111,0,0,0,0,667,260,4,0,0,0,0,391320,570220,203486400,35231040,0,5,0,5,26,26
low_latency,B_separate_75pct,10,112,0,0,0,0,14360,260,4,0,0,0,0,782640,2629409,203486400,35231040,0,13,0,13,65,63
low_latency,B_separate_75pct,10,113,0,0,0,0,26229,260,4,0,0,0,0,391320,2155750,203486400,35231040,0,12,0,12,51,51
low_latency,B_separate_75pct,10,114,0,0,0,0,19894,260,4,0,0,0,0,391320,1371830,203486400,35231040,0,6,0,6,45,45
low_latency,B_separate_75pct,10,115,0,0,0,0,7961,260,4,0,0,0,0,1173960,1267956,203486400,35231040,0,7,0,7,44,45
low_latency,B_separate_75pct,10,116,0,0,0,0,33036,260,4,0,0,0,0,782640,4166623,203486400,35231040,0,34,0,34,95,95
low_latency,B_separate_75pct,10,117,0,0,0,0,21883,260,4,0,0,0,0,782640,3662267,203486400,35231040,0,12,0,12,66,66
low_latency,B_separate_75pct,10,118,0,0,0,0,1338,260,4,0,0,0,0,1173960,2717507,203486400,35231040,0,9,0,9,55,55
low_latency,B_separate_75pct,10,119,0,0,0,0,907,260,4,0,0,0,0,391320,2413234,203486400,35231040,0,11,0,11,59,59
low_latency,B_separate_75pct,10,120,0,0,0,0,10808,260,4,0,0,0,0,782640,2077651,203486400,35231040,0,11,0,11,53,53
low_latency,B_separate_75pct,10,121,0,0,0,0,316,260,4,0,0,0,0,391320,2351343,203486400,35231040,0,8,0,8,50,50
low_latency,B_separate_75pct,10,122,0,0,0,0,8580,260,4,0,0,0,0,782640,4136048,203486400,35231040,0,12,0,12,60,60
low_latency,B_separate_75pct,10,123,0,0,0,0,7934,260,4,0,0,0,0,391320,1926772,203486400,35231040,0,9,0,9,43,43
low_latency,B_separate_75pct,10,124,0,0,0,0,8245,260,4,0,0,0,0,782640,3012236,203486400,35231040,0,10,0,10,44,44
low_latency,B_separate_75pct,10,125,0,0,0,0,6524,260,4,0,0,0,0,782640,1620371,203486400,35231040,0,8,0,8,58,58
low_latency,B_separate_75pct,10,126,0,0,0,0,8843,260,4,0,0,0,0,782640,2705589,203486400,35231040,0,8,0,8,58,58
low_latency,B_separate_75pct,10,127,0,0,0,0,1411,260,4,0,0,0,0,782640,4003613,203486400,35231040,0,11,0,11,56,56
low_latency,B_separate_75pct,12,0,1,1,1,0,32,15,1,1,0,0,0,0,15,11739600,2032560,0,1,0,1,1,1
low_latency,B_separate_75pct,12,1,0,0,0,0,5862,260,4,0,0,0,0,1173960,1040188,203486400,35231040,0,6,0,6,37,37
low_latency,B_separate_75pct,12,2,0,0,0,0,4438,260,4,0,0,0,0,782640,1269229,203486400,35231040,0,7,0,7,37,37
low_latency,B_separate_75pct,12,3,0,0,0,0,6333,260,4,0,0,0,0,782640,3206692,203486400,35231040,0,31,0,31,82,82
low_latency,B_separate_75pct,12,4,1,1,1,0,42,223,4,0,0,0,0,782640,3158872,174528720,30217392,0,33,0,33,81,81
low_latency,B_separate_75pct,12,5,1,1,1,0,25,97,2,0,0,0,0,0,388378,75916080,13143888,0,5,0,6,13,15
low_latency,B_separate_75pct,12,6,0,0,0,0,8413,260,4,0,0,0,0,782640,3277288,203486400,35231040,0,31,0,31,79,79
low_latency,B_separate_75pct,12,7,0,0,0,0,6946,260,4,1,0,0,0,391320,2864420,203486400,35231040,0,10,0,10,55,53
low_latency,B_separate_75pct,12,8,1,1,1,0,49,219,4,0,0,0,0,782640,2891884,171398160,29675376,0,29,0,29,71,71
low_latency,B_separate_75pct,12,9,0,0,0,0,5773,260,4,1,0,0,0,782640,3411451,203486400,35231040,0,28,0,28,78,78
low_latency,B_separate_75pct,12,10,0,0,0,0,5561,260,4,0,0,0,0,782640,2357807,203486400,35231040,0,8,0,8,42,42
low_latency,B_separate_75pct,12,11,0,0,0,0,5834,260,4,0,0,0,0,782640,2956075,203486400,35231040,0,29,0,29,77,77
low_latency,B_separate_75pct,12,12,1,1,1,0,52,212,4,0,0,0,0,782640,2598858,165919680,28726848,0,26,0,26,68,68
low_latency,B_separate_75pct,12,13,0,0,0,0,5617,260,4,0,0,0,0,391320,2816418,203486400,35231040,0,28,0,28,74,74
low_latency,B_separate_75pct,12,14,0,0,0,0,5886,260,4,0,0,0,0,782640,3219007,203486400,35231040,0,29,0,29,76,76
low_latency,B_separate_75pct,12,15,0,0,0,0,5706,260,4,0,0,0,0,782640,1227656,203486400,35231040,0,8,0,8,46,46
low_latency,B_separate_75pct,12,16,0,0,0,0,7038,260,4,0,0,0,0,782640,3066061,203486400,35231040,0,30,0,30,78,78
low_latency,B_separate_75pct,12,17,0,0,0,0,840,260,4,0,0,0,0,391320,3136772,203486400,35231040,0,33,0,33,84,84
low_latency,B_separate_75pct,12,18,1,1,1,0,32,22,1,1,0,0,0,0,60,17218080,2981088,0,3,0,3,3,3
low_latency,B_separate_75pct,12,19,0,0,0,0,126,260,4,0,0,0,0,391320,2840441,203486400,35231040,0,30,0,30,84,84
low_latency,B_separate_75pct,12,20,0,0,0,0,5767,260,4,0,0,0,0,391320,3062790,203486400,35231040,0,30,0,30,75,75
low_latency,B_separate_75pct,12,21,0,0,0,0,1692,260,4,0,0,0,0,782640,3497123,203486400,35231040,0,34,0,34,85,85
low_latency,B_separate_75pct,12,22,1,1,1,0,45,159,3,0,0,0,0,391320,2890579,124439760,21545136,0,32,0,32,67,67
low_latency,B_separate_75pct,12,23,1,1,1,0,37,157,3,0,0,0,0,391320,655312,122874480,21274128,0,9,0,9,31,31
low_latency,B_separate_75pct,12,24,0,0,0,0,6126,260,4,0,0,0,0,391320,3104607,203486400,35231040,0,29,0,29,77,77
low_latency,B_separate_75pct,12,25,1,1,1,0,31,210,4,0,0,0,0,782640,3103995,164354400,28455840,0,29,0,29,71,71
low_latency,B_separate_75pct,12,26,1,1,1,0,58,211,4,0,0,0,0,782640,3114248,165137040,28591344,0,29,0,29,69,69
low_latency,B_separate_75pct,12,27,1,1,1,0,37,150,3,0,0,0,0,391320,2639104,117396000,20325600,0,29,0,29,62,62
low_latency,B_separate_75pct,12,28,0,0,0,0,5819,260,4,0,0,0,0,782640,2741217,203486400,35231040,0,24,0,24,70,68
low_latency,B_separate_75pct,12,29,0,0,0,0,5752,260,4,0,0,0,0,782640,3087674,203486400,35231040,0,32,0,32,80,80
low_latency,B_separate_75pct,12,30,1,1,1,0,7,17,1,1,0,0,0,0,28,13304880,2303568,0,2,0,2,2,2
low_latency,B_separate_75pct,12,31,1,1,1,0,7,16,1,1,0,0,0,0,9,12522240,2168064,0,2,0,2,2,2
low_latency,B_separate_75pct,12,32,1,1,1,0,18,19,1,1,0,0,0,0,33,14870160,2574576,0,3,0,3,3,3
low_latency,B_separate_75pct,12,33,1,1,1,0,38,207,4,0,0,0,0,391320,2929676,162006480,28049328,0,33,0,33,76,76
low_latency,B_separate_75pct,12,34,1,1,1,0,35,157,3,0,0,0,0,391320,2861804,122874480,21274128,0,31,0,31,64,64
low_latency,B_separate_75pct,12,35,1,1,1,0,63,160,3,0,0,0,0,391320,2293781,125222400,21680640,0,24,0,24,55,55
low_latency,B_separate_75pct,12,36,1,1,1,0,65,152,3,0,0,0,0,391320,710660,118961280,20596608,0,9,0,9,25,25
low_latency,B_separate_75pct,12,37,0,0,1,0,108,260,4,1,0,0,0,0,1384587,203486400,35231040,0,6,0,6,39,39
low_latency,B_separate_75pct,12,38,0,0,0,0,6094,260,4,0,0,0,0,391320,3147988,203486400,35231040,0,26,0,26,73,73
low_latency,B_separate_75pct,12,39,1,1,1,0,36,148,3,0,0,0,0,391320,2516120,115830720,20054592,0,29,0,29,59,59
low_latency,B_separate_75pct,12,40,1,1,1,0,13,92,2,0,0,0,0,0,85988,72002880,12466368,0,5,0,5,12,12
low_latency,B_separate_75pct,12,41,1,1,1,0,23,158,3,0,0,0,0,391320,2918305,123657120,21409632,0,33,0,33,69,69
low_latency,B_separate_75pct,12,42,0,0,0,0,1071,260,4,0,0,0,0,391320,2945671,203486400,35231040,0,26,0,26,75,75
low_latency,B_separate_75pct,12,43,1,1,1,0,33,157,3,0,0,0,0,391320,2778916,122874480,21274128,0,32,0,32,67,67
low_latency,B_separate_75pct,12,44,1,1,1,0,54,115,2,0,0,0,0,391320,1230641,90003600,15582960,0,11,0,11,25,25
low_latency,B_separate_75pct,12,45,1,1,1,0,34,161,3,0,0,0,0,391320,2821609,126005040,21816144,0,33,0,33,69,69
low_latency,B_separate_75pct,12,46,0,0,0,0,7556,260,4,0,0,0,0,1173960,1261767,203486400,35231040,0,12,0,12,53,53
low_latency,B_separate_75pct,12,47,0,0,0,0,5532,260,4,0,0,0,0,1173960,1080845,203486400,35231040,0,6,0,6,41,41
low_latency,B_separate_75pct,12,48,1,1,1,0,49,213,4,0,0,0,0,1173960,1142344,166702320,28862352,0,10,0,10,40,40
low_latency,B_separate_75pct,12,49,0,0,0,0,5425,260,4,0,0,0,0,782640,978872,203486400,35231040,0,6,0,6,43,43
low_latency,B_separate_75pct,12,50,0,0,0,0,5983,260,4,0,0,0,0,782640,1608155,203486400,35231040,0,10,0,10,51,51
low_latency,B_separate_75pct,12,51,1,1,1,0,22,106,2,0,0,0,0,391320,1716912,82959840,14363424,0,10,0,10,23,23
low_latency,B_separate_75pct,12,52,1,1,1,0,27,216,4,0,0,0,0,782640,3231334,169050240,29268864,0,33,0,33,79,79
low_latency,B_separate_75pct,12,53,1,1,1,0,23,165,3,0,0,0,0,391320,138980,129135600,22358160,0,5,0,5,18,18
low_latency,B_separate_75pct,12,54,0,0,0,0,6287,260,4,0,0,0,0,1173960,1649287,203486400,35231040,0,12,0,12,53,53
low_latency,B_separate_75pct,12,55,1,1,1,0,63,219,4,0,0,0,0,782640,3046654,171398160,29675376,0,30,0,30,73,73
low_latency,B_separate_75pct,12,56,1,1,1,0,22,151,3,0,0,0,0,391320,2699831,118178640,20461104,0,31,0,31,63,63
low_latency,B_separate_75pct,12,57,1,1,1,0,35,155,3,0,0,0,0,391320,2725098,121309200,21003120,0,32,0,32,66,66
low_latency,B_separate_75pct,12,58,0,0,0,0,5964,260,4,0,0,0,0,782640,3314731,203486400,35231040,0,32,0,32,83,83
low_latency,B_separate_75pct,12,59,0,0,0,0,6909,260,4,0,0,0,0,1173960,1143364,203486400,35231040,0,7,0,7,44,44
low_latency,B_separate_75pct,12,60,0,0,0,0,6068,260,4,0,0,0,0,391320,3669696,203486400,35231040,0,31,0,31,79,79
low_latency,B_separate_75pct,12,61,0,0,1,0,1031,260,4,1,0,0,0,391320,2706988,203486400,35231040,0,26,0,26,81,81
low_latency,B_separate_75pct,12,62,1,1,1,0,57,157,3,0,0,0,0,782640,2028222,122874480,21274128,0,10,0,10,32,32
low_latency,B_separate_75pct,12,63,0,0,0,0,6458,260,4,0,0,0,0,1173960,949713,203486400,35231040,0,6,0,6,42,40
low_latency,B_separate_75pct,12,64,0,0,0,0,131,260,4,0,0,0,0,782640,3909411,203486400,35231040,0,29,0,29,76,76
low_latency,B_separate_75pct,12,65,1,1,1,0,32,215,4,0,0,0,0,391320,3169678,168267600,29133360,0,34,0,34,83,83
low_latency,B_separate_75pct,12,66,1,1,1,0,43,160,3,0,0,0,0,391320,3161845,125222400,21680640,0,30,0,30,62,62
low_latency,B_separate_75pct,12,67,1,1,1,0,16,22,1,1,0,0,0,0,52,17218080,2981088,0,3,0,3,3,3
low_latency,B_separate_75pct,12,68,0,0,0,0,5244,260,4,0,0,0,0,782640,3731557,203486400,35231040,0,30,0,30,79,79
low_latency,B_separate_75pct,12,69,1,1,1,0,35,108,2,0,0,0,0,391320,616732,84525120,14634432,0,8,0,8,20,20
low_latency,B_separate_75pct,12,70,1,1,1,0,53,157,3,0,0,0,0,782640,934992,122874480,21274128,0,9,0,9,30,30
low_latency,B_separate_75pct,12,71,0,0,0,0,6543,260,4,0,0,0,0,391320,3427481,203486400,35231040,0,33,0,33,83,83
low_latency,B_separate_75pct,12,72,1,1,1,0,33,219,4,0,0,0,0,391320,3526970,171398160,29675376,0,28,0,28,73,73
low_latency,B_separate_75pct,12,73,1,1,1,0,30,216,4,0,0,0,0,391320,2796687,169050240,29268864,0,30,0,30,72,72
low_latency,B_separate_75pct,12,74,0,0,0,0,5469,260,4,0,0,0,0,782640,1453639,203486400,35231040,0,7,0,7,40,40
low_latency,B_separate_75pct,12,75,1,1,1,0,36,109,2,1,0,0,0,391320,1406212,85307760,14769936,0,9,0,9,21,21
low_latency,B_separate_75pct,12,76,1,1,1,0,33,149,3,0,0,0,0,391320,2523705,116613360,20190096,0,29,0,29,61,61
low_latency,B_separate_75pct,12,77,0,0,0,0,5729,260,4,0,0,0,0,391320,1447893,203486400,35231040,0,8,0,8,42,42
low_latency,B_separate_75pct,12,78,0,0,0,0,7210,260,4,0,0,0,0,782640,3468646,203486400,35231040,0,33,0,33,84,84
