configuration,policy,state_percentile,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,correction_hamming_distance,iterations,relay_legs,relay_legs_agree_with_float,edge_saturation,state_saturation,guard_saturation,state_deliberately_clipped,state_clip_candidates,state_nonzero_to_zero,state_value_count,edge_nonzero_to_zero,edge_value_count,edge_exponent_min,edge_exponent_max,state_exponent_min,state_exponent_max,threshold_bucket_equal,threshold_bucket_above
balanced,B_p99p9,99.9,59,1,1,1,47,125,2,0,0,0,0,16737,16938000,810246,16938000,391320,97830000,0,10,0,10,268705,2050
balanced,B_p99p9,99.9,60,1,1,1,20,157,3,0,0,0,0,19690,21274128,4159583,21274128,391320,122874480,0,30,0,30,365334,792
balanced,B_p99p9,99.9,61,1,1,1,49,198,3,0,0,0,0,26658,26829792,1579722,26829792,391320,154962720,0,10,0,10,336313,2993
balanced,B_p99p9,99.9,62,1,1,1,26,174,3,0,0,0,0,23337,23577696,2202070,23577696,391320,136179360,0,11,0,10,401432,2189
balanced,B_p99p9,99.9,63,1,1,1,39,124,2,0,0,0,0,16684,16802496,130204,16802496,391320,97047360,0,6,0,6,259910,1767
balanced,B_p99p9,99.9,64,1,1,1,17,163,3,0,0,0,0,21500,22087152,3128404,22087152,391320,127570320,0,29,0,29,432284,861
balanced,B_p99p9,99.9,65,1,1,1,12,15,1,1,0,0,0,1885,2032560,109,2032560,0,11739600,0,1,0,1,134815,116
balanced,B_p99p9,99.9,66,1,1,1,28,138,2,0,0,0,0,17887,18699552,3509951,18699552,391320,108004320,0,31,0,30,352763,840
balanced,B_p99p9,99.9,67,1,1,1,37,138,2,0,0,0,0,18244,18699552,3600987,18699552,391320,108004320,0,30,0,30,372712,923
balanced,B_p99p9,99.9,68,1,1,1,41,129,2,0,0,0,0,17318,17480016,2260353,17480016,391320,100960560,0,9,0,9,311413,1117
balanced,B_p99p9,99.9,69,1,1,1,30,169,3,0,0,0,0,21383,22900176,3289584,22900176,391320,132266160,0,29,0,29,397405,845
balanced,B_p99p9,99.9,70,1,1,1,29,157,3,0,0,0,0,19812,21274128,2953082,21274128,391320,122874480,0,28,0,28,444665,1320
balanced,B_p99p9,99.9,71,1,1,1,25,212,4,0,0,0,0,27240,28726848,3763245,28726848,391320,165919680,0,32,0,32,691996,3249
balanced,B_p99p9,99.9,72,1,1,1,25,27,1,1,0,0,0,3515,3658608,310,3658608,0,21131280,0,4,0,4,84829,267
balanced,B_p99p9,99.9,73,1,1,1,36,181,3,0,0,0,0,22910,24526224,3264614,24526224,391320,141657840,0,29,0,29,502379,1351
balanced,B_p99p9,99.9,74,1,1,1,46,137,2,0,0,0,0,17563,18564048,2797995,18564048,391320,107221680,0,26,0,26,299122,1126
balanced,B_p99p9,99.9,75,1,1,1,46,161,3,0,0,0,0,20444,21816144,3627443,21816144,391320,126005040,0,28,0,28,467972,1689
balanced,B_p99p9,99.9,76,1,1,1,30,134,2,0,0,0,0,16541,18157536,2881258,18157536,391320,104873760,0,25,0,25,393991,1148
balanced,B_p99p9,99.9,77,1,1,1,4,127,2,0,0,0,0,15654,17209008,3283546,17209008,391320,99395280,0,30,0,30,370292,943
balanced,B_p99p9,99.9,78,1,1,1,39,139,2,1,0,0,0,18297,18835056,3746946,18835056,391320,108786960,0,32,0,32,471914,925
balanced,B_p99p9,99.9,79,1,1,1,19,157,3,0,0,0,0,19451,21274128,3606660,21274128,391320,122874480,0,32,0,32,508737,1468
balanced,B_p99p9,99.9,80,1,1,1,49,163,3,0,0,0,0,20742,22087152,3463096,22087152,391320,127570320,0,30,0,29,413602,1167
balanced,B_p99p9,99.9,81,1,1,1,32,175,3,0,0,0,0,23177,23713200,3171714,23713200,391320,136962000,0,28,0,28,434623,1384
balanced,B_p99p9,99.9,82,1,1,1,19,106,2,0,0,0,0,14111,14363424,802868,14363424,391320,82959840,0,9,0,9,201788,2903
balanced,B_p99p9,99.9,83,1,1,1,48,169,3,0,0,0,0,21549,22900176,3271696,22900176,391320,132266160,0,30,0,30,495570,1524
balanced,B_p99p9,99.9,84,1,1,1,48,156,3,0,0,0,0,20465,21138624,2951562,21138624,391320,122091840,0,26,0,26,386697,1246
balanced,B_p99p9,99.9,85,1,1,1,25,291,5,0,0,0,0,38790,39431664,3566267,39431664,391320,227748240,0,31,0,31,819009,2167
balanced,B_p99p9,99.9,86,1,1,1,35,159,3,0,0,0,0,20925,21545136,3721210,21545136,391320,124439760,0,32,0,31,418616,1322
balanced,B_p99p9,99.9,87,1,1,1,36,314,5,0,0,0,0,42331,42548256,3421827,42548256,391320,245748960,0,10,0,10,539579,2413
balanced,B_p99p9,99.9,88,1,1,1,24,20,1,1,0,0,0,2573,2710080,158,2710080,0,15652800,0,3,0,2,115103,215
balanced,B_p99p9,99.9,89,1,1,1,48,179,3,0,0,0,0,23736,24255216,3528036,24255216,391320,140092560,0,29,0,29,525155,957
balanced,B_p99p9,99.9,90,1,1,1,20,18,1,1,0,0,0,2304,2439072,151,2439072,0,14087520,0,2,0,2,96072,249
balanced,B_p99p9,99.9,91,1,1,1,52,437,7,0,0,0,0,59067,59215248,1338822,59215248,391320,342013680,0,7,0,7,1018695,3451
balanced,B_p99p9,99.9,92,1,1,1,33,138,2,0,0,0,0,17710,18699552,3171046,18699552,391320,108004320,0,27,0,27,357436,907
balanced,B_p99p9,99.9,93,1,1,1,31,192,3,0,0,0,0,24933,26016768,3245717,26016768,391320,150266880,0,30,0,30,469843,870
balanced,B_p99p9,99.9,94,1,1,1,33,19,1,1,0,0,0,2423,2574576,224,2574576,0,14870160,0,1,0,1,88710,81
balanced,B_p99p9,99.9,95,1,1,1,24,130,2,0,0,0,0,15852,17615520,3635119,17615520,391320,101743200,0,30,0,30,328372,455
balanced,B_p99p9,99.9,96,1,1,1,33,167,3,0,0,0,0,22044,22629168,3630748,22629168,391320,130700880,0,31,0,31,463975,1282
balanced,B_p99p9,99.9,97,1,1,1,47,191,3,0,0,0,0,24998,25881264,3280504,25881264,391320,149484240,0,29,0,29,511692,1090
balanced,B_p99p9,99.9,98,1,1,1,42,134,2,0,0,0,0,17488,18157536,3584194,18157536,391320,104873760,0,31,0,31,372566,652
balanced,B_p99p9,99.9,99,1,1,1,39,194,3,0,0,0,0,25241,26287776,3177888,26287776,391320,151832160,0,28,0,28,478761,1948
balanced,B_p99p9,99.9,100,1,1,1,46,241,4,0,0,0,0,30071,32656464,3375099,32656464,391320,188616240,0,26,0,26,656075,2475
balanced,B_p99p9,99.9,101,1,1,1,24,162,3,0,0,0,0,20393,21951648,3540984,21951648,391320,126787680,0,28,0,28,434518,1559
balanced,B_p99p9,99.9,102,1,1,1,18,167,3,0,0,0,0,21424,22629168,4110395,22629168,391320,130700880,0,33,0,33,472795,1265
balanced,B_p99p9,99.9,103,1,1,1,57,239,4,0,0,0,0,31991,32385456,3155727,32385456,391320,187050960,0,29,0,29,558285,1984
balanced,B_p99p9,99.9,104,1,1,1,14,19,1,1,0,0,0,2430,2574576,126,2574576,0,14870160,0,2,0,2,64446,152
balanced,B_p99p9,99.9,105,1,1,1,35,160,3,0,0,0,0,20698,21680640,3291285,21680640,391320,125222400,0,29,0,29,370903,1389
balanced,B_p99p9,99.9,106,1,1,1,34,110,2,0,0,0,0,14692,14905440,1282232,14905440,391320,86090400,0,12,0,11,211350,684
balanced,B_p99p9,99.9,107,1,1,1,33,132,2,1,0,0,0,17688,17886528,1321997,17886528,391320,103308480,0,10,0,10,299399,1358
balanced,B_p99p9,99.9,108,1,1,1,32,19,1,0,0,0,0,2432,2574576,163,2574576,0,14870160,0,2,0,1,96084,89
balanced,B_p99p9,99.9,109,1,1,1,47,133,2,0,0,0,0,17824,18022032,2634647,18022032,391320,104091120,0,10,0,10,245142,1585
balanced,B_p99p9,99.9,110,1,1,1,49,193,3,0,0,0,0,26034,26152272,90993,26152272,0,151049520,0,5,0,5,433569,3200
balanced,B_p99p9,99.9,111,1,1,1,40,117,2,0,0,0,0,15710,15853968,160216,15853968,391320,91568880,0,7,0,7,160671,2514
balanced,B_p99p9,99.9,112,1,1,1,35,342,6,0,0,0,0,45347,46342368,3512874,46342368,391320,267662880,0,30,0,29,871514,3516
balanced,B_p99p9,99.9,113,1,1,1,28,178,3,0,0,0,0,23251,24119712,3357767,24119712,391320,139309920,0,29,0,29,502220,1201
balanced,B_p99p9,99.9,114,1,1,1,43,491,8,0,0,0,0,65508,66532464,3454771,66532464,391320,384276240,0,29,0,29,1229601,6091
balanced,B_p99p9,99.9,115,1,1,1,32,117,2,0,0,0,0,15720,15853968,72679,15853968,391320,91568880,0,7,0,6,242843,3559
balanced,B_p99p9,99.9,116,1,1,1,9,22,1,1,0,0,0,2839,2981088,159,2981088,0,17218080,0,3,0,3,98638,146
balanced,B_p99p9,99.9,117,1,1,1,61,167,3,0,0,0,0,20995,22629168,3545050,22629168,391320,130700880,0,29,0,29,424143,1597
balanced,B_p99p9,99.9,118,1,1,1,29,169,3,0,0,0,0,21361,22900176,3677841,22900176,391320,132266160,0,31,0,31,468830,1732
balanced,B_p99p9,99.9,119,1,1,1,36,139,2,0,0,0,0,18027,18835056,3633626,18835056,391320,108786960,0,29,0,29,370078,870
balanced,B_p99p9,99.9,120,1,1,1,31,277,5,0,0,0,0,36959,37534608,3624325,37534608,391320,216791280,0,32,0,32,837241,3082
balanced,B_p99p9,99.9,121,1,1,1,44,170,3,0,0,0,0,21705,23035680,3136380,23035680,391320,133048800,0,29,0,29,450830,998
balanced,B_p99p9,99.9,122,1,1,1,31,173,3,0,0,0,0,21728,23442192,3802854,23442192,391320,135396720,0,31,0,31,591476,1651
balanced,B_p99p9,99.9,123,1,1,1,28,158,3,0,0,0,0,20129,21409632,3407892,21409632,391320,123657120,0,30,0,30,493332,1253
balanced,B_p99p9,99.9,124,1,1,1,43,247,4,0,0,0,0,32879,33469488,3580409,33469488,391320,193312080,0,31,0,31,692118,1665
balanced,B_p99p9,99.9,125,1,1,1,16,20,1,1,0,0,0,2549,2710080,176,2710080,0,15652800,0,2,0,2,90674,45
balanced,B_p99p9,99.9,126,1,1,1,31,131,2,0,0,0,0,17311,17751024,3153640,17751024,391320,102525840,0,29,0,29,468338,462
balanced,B_p99p9,99.9,127,1,1,1,48,198,3,0,0,0,0,26682,26829792,2661327,26829792,391320,154962720,0,9,0,9,457750,2936
balanced,C_p99p5,99.5,0,1,1,1,36,279,5,0,0,0,0,186847,37805616,3642341,37805616,391320,218356560,0,33,0,32,1698335,20905
balanced,C_p99p5,99.5,1,1,1,1,36,128,2,0,0,0,0,85861,17344512,74562,17344512,391320,100177920,0,7,0,7,531444,10387
balanced,C_p99p5,99.5,2,1,1,1,54,227,4,0,0,0,0,152713,30759408,448144,30759408,391320,177659280,0,8,0,7,1276702,20317
balanced,C_p99p5,99.5,3,1,1,1,32,278,5,0,0,0,0,183785,37670112,3455768,37670112,391320,217573920,0,29,0,29,1593127,16370
balanced,C_p99p5,99.5,4,1,1,1,20,17,1,1,0,0,0,10795,2303568,109,2303568,0,13304880,0,2,0,2,167245,1080
balanced,C_p99p5,99.5,5,1,1,1,20,110,2,0,0,0,0,73818,14905440,100355,14905440,391320,86090400,0,6,0,5,449348,16146
balanced,C_p99p5,99.5,6,1,1,1,44,155,3,0,0,0,0,103180,21003120,3425042,21003120,391320,121309200,0,31,0,31,754155,8418
balanced,C_p99p5,99.5,7,1,1,1,32,167,3,0,0,0,0,84208,22629168,3934633,22629168,391320,130700880,0,27,0,27,785432,11674
balanced,C_p99p5,99.5,8,1,1,1,56,170,3,0,0,0,0,105453,23035680,3352786,23035680,391320,133048800,0,28,0,28,874948,7934
balanced,C_p99p5,99.5,9,1,1,1,33,229,4,0,0,0,0,153170,31030416,3362309,31030416,391320,179224560,0,30,0,30,1181565,12184
balanced,C_p99p5,99.5,10,1,1,1,49,124,2,0,0,0,0,71973,16802496,2967290,16802496,391320,97047360,0,25,0,25,558508,8693
balanced,C_p99p5,99.5,11,1,1,1,46,137,2,0,0,0,0,91179,18564048,3078051,18564048,391320,107221680,0,29,0,29,707547,7297
balanced,C_p99p5,99.5,12,1,1,1,49,258,4,0,0,0,0,173776,34960032,2133543,34960032,391320,201921120,0,11,0,11,1277660,16150
balanced,C_p99p5,99.5,13,1,1,1,58,125,2,0,0,0,0,83674,16938000,948688,16938000,391320,97830000,0,9,0,8,492568,20730
balanced,C_p99p5,99.5,14,1,1,1,31,140,2,0,0,0,0,93367,18970560,3002925,18970560,391320,109569600,0,30,0,29,625720,8644
balanced,C_p99p5,99.5,15,1,1,1,65,131,2,0,0,0,0,87770,17751024,119348,17751024,391320,102525840,0,7,0,6,591534,11773
balanced,C_p99p5,99.5,16,1,1,1,29,175,3,0,0,0,0,116567,23713200,3155525,23713200,391320,136962000,0,29,0,29,872742,11719
balanced,C_p99p5,99.5,17,1,1,1,22,160,3,0,0,0,0,105632,21680640,3762886,21680640,391320,125222400,0,33,0,32,965296,7674
balanced,C_p99p5,99.5,18,1,1,1,58,231,4,0,0,0,0,153906,31301424,3098592,31301424,391320,180789840,0,30,0,30,1291873,16355
balanced,C_p99p5,99.5,19,1,1,1,16,24,1,1,0,0,0,15492,3252096,207,3252096,0,18783360,0,3,0,2,212640,1836
balanced,C_p99p5,99.5,20,1,1,1,24,244,4,0,0,0,0,163302,33062976,3505342,33062976,391320,190964160,0,30,0,30,1379935,19854
balanced,C_p99p5,99.5,21,1,1,1,0,15,1,1,0,0,0,9457,2032560,75,2032560,0,11739600,0,2,0,1,151093,835
balanced,C_p99p5,99.5,22,1,1,1,19,22,1,1,0,0,0,14162,2981088,143,2981088,0,17218080,0,3,0,3,151277,1123
balanced,C_p99p5,99.5,23,1,1,1,31,166,3,0,0,0,0,109140,22493664,2805434,22493664,391320,129918240,0,28,0,27,921110,10850
balanced,C_p99p5,99.5,24,1,1,1,23,170,3,0,0,0,0,112201,23035680,3140299,23035680,391320,133048800,0,29,0,29,944342,13884
balanced,C_p99p5,99.5,25,1,1,1,19,127,2,0,0,0,0,85060,17209008,372044,17209008,391320,99395280,0,9,0,8,465428,15307
balanced,C_p99p5,99.5,26,1,1,1,52,166,3,0,0,0,0,110168,22493664,3220545,22493664,391320,129918240,0,30,0,30,938664,10713
balanced,C_p99p5,99.5,27,1,1,1,24,168,3,0,0,0,0,110238,22764672,3338167,22764672,391320,131483520,0,30,0,30,976913,11845
balanced,C_p99p5,99.5,28,1,1,1,17,235,4,1,0,0,0,156800,31843440,3341717,31843440,391320,183920400,0,31,0,30,1312516,12833
balanced,C_p99p5,99.5,29,1,1,1,49,238,4,0,0,0,0,158433,32249952,3720121,32249952,391320,186268320,0,31,0,31,1168416,17429
balanced,C_p99p5,99.5,30,1,1,1,7,18,1,1,0,0,0,11424,2439072,117,2439072,0,14087520,0,2,0,2,159113,206
balanced,C_p99p5,99.5,31,1,1,1,12,157,3,0,0,0,0,104511,21274128,3689498,21274128,391320,122874480,0,33,0,32,874214,8223
balanced,C_p99p5,99.5,32,1,1,1,24,197,3,0,0,0,0,130852,26694288,3802477,26694288,391320,154180080,0,33,0,33,1053164,10163
balanced,C_p99p5,99.5,33,1,1,1,7,22,1,1,0,0,0,14154,2981088,146,2981088,0,17218080,0,4,0,3,224652,1850
balanced,C_p99p5,99.5,34,1,1,1,52,175,3,0,0,0,0,115445,23713200,3583759,23713200,391320,136962000,0,31,0,31,1024218,9291
balanced,C_p99p5,99.5,35,1,1,1,38,259,4,0,0,0,0,148294,35095536,3442841,35095536,391320,202703760,0,27,0,27,1629767,11462
balanced,C_p99p5,99.5,36,1,1,1,40,238,4,0,0,0,0,160050,32249952,897421,32249952,391320,186268320,0,12,0,12,1145070,21239
balanced,C_p99p5,99.5,37,0,0,1,58,980,16,1,0,0,0,662356,132793920,561462,132793920,391320,766987200,0,9,0,8,4484951,104332
balanced,C_p99p5,99.5,38,1,1,1,53,260,4,0,0,0,0,173836,35231040,2770354,35231040,391320,203486400,0,27,0,26,1448374,18128
balanced,C_p99p5,99.5,39,1,1,1,44,157,3,0,0,0,0,104416,21274128,3053401,21274128,391320,122874480,0,29,0,29,944314,8931
balanced,C_p99p5,99.5,40,1,1,1,12,19,1,1,0,0,0,12140,2574576,113,2574576,0,14870160,0,3,0,2,152941,1238
balanced,C_p99p5,99.5,41,1,1,1,10,123,2,0,0,0,0,81859,16666992,3517475,16666992,391320,96264720,0,31,0,31,788882,6437
balanced,C_p99p5,99.5,42,1,1,1,36,246,4,0,0,0,0,165685,33333984,1300086,33333984,391320,192529440,0,10,0,9,1140074,15725
balanced,C_p99p5,99.5,43,1,1,1,18,139,2,0,0,0,0,91721,18835056,3440872,18835056,391320,108786960,0,32,0,32,696696,6137
balanced,C_p99p5,99.5,44,1,1,1,41,352,6,0,0,0,0,236821,47697408,1096328,47697408,391320,275489280,0,16,0,15,1682205,32742
balanced,C_p99p5,99.5,45,1,1,1,10,17,1,1,0,0,0,10773,2303568,94,2303568,0,13304880,0,2,0,1,173975,892
balanced,C_p99p5,99.5,46,1,1,1,32,164,3,0,0,0,0,108556,22222656,2679876,22222656,391320,128352960,0,27,0,27,912973,15865
balanced,C_p99p5,99.5,47,1,1,1,33,107,2,0,0,0,0,71670,14498928,85818,14498928,391320,83742480,0,6,0,5,444568,18672
balanced,C_p99p5,99.5,48,1,1,1,33,198,3,0,0,0,0,132230,26829792,1648286,26829792,391320,154962720,0,21,0,20,995491,12666
balanced,C_p99p5,99.5,49,1,1,1,46,125,2,0,0,0,0,80828,16938000,2653679,16938000,391320,97830000,0,25,0,25,688298,12338
balanced,C_p99p5,99.5,50,1,1,1,31,135,2,0,0,0,0,90399,18293040,1097595,18293040,391320,105656400,0,13,0,12,673891,10976
balanced,C_p99p5,99.5,51,1,1,1,9,17,1,1,0,0,0,10753,2303568,117,2303568,0,13304880,0,1,0,1,146403,503
balanced,C_p99p5,99.5,52,1,1,1,29,161,3,0,0,0,0,107133,21816144,3608623,21816144,391320,126005040,0,33,0,33,894457,10155
balanced,C_p99p5,99.5,53,1,1,1,48,407,7,0,0,0,0,274577,55150128,123625,55150128,391320,318534480,0,8,0,7,2195402,40161
balanced,C_p99p5,99.5,54,1,1,1,42,190,3,0,0,0,0,127240,25745760,2036684,25745760,391320,148701600,0,12,0,11,924617,19844
balanced,C_p99p5,99.5,55,1,1,1,54,160,3,0,0,0,0,105129,21680640,3514559,21680640,391320,125222400,0,30,0,29,813053,4789
balanced,C_p99p5,99.5,56,1,1,1,29,170,3,1,0,0,0,113067,23035680,3366752,23035680,391320,133048800,0,31,0,31,918130,8463
balanced,C_p99p5,99.5,57,1,1,1,29,25,1,1,0,0,0,16201,3387600,197,3387600,0,19566000,0,5,0,4,181523,2300
balanced,C_p99p5,99.5,58,1,1,1,30,187,3,0,0,0,0,124890,25339248,3556934,25339248,391320,146353680,0,32,0,31,1134115,11352
balanced,C_p99p5,99.5,59,1,1,1,43,174,3,0,0,0,0,116086,23577696,2166157,23577696,391320,136179360,0,23,0,23,966181,13423
balanced,C_p99p5,99.5,60,1,1,1,23,166,3,0,0,0,0,110717,22493664,4053728,22493664,391320,129918240,0,31,0,30,818893,11860
balanced,C_p99p5,99.5,61,1,1,1,44,232,4,1,0,0,0,152344,31436928,2517436,31436928,391320,181572480,0,24,0,23,1122425,18962
balanced,C_p99p5,99.5,62,1,1,1,37,169,3,0,0,0,0,91708,22900176,3379300,22900176,391320,132266160,0,24,0,24,851061,12908
balanced,C_p99p5,99.5,63,1,1,1,33,106,2,0,0,0,0,70863,14363424,120472,14363424,391320,82959840,0,7,0,6,453000,10705
balanced,C_p99p5,99.5,64,1,1,1,13,137,2,0,0,0,0,91007,18564048,2808445,18564048,391320,107221680,0,28,0,28,700403,9264
balanced,C_p99p5,99.5,65,1,1,1,12,20,1,1,0,0,0,12747,2710080,121,2710080,0,15652800,0,3,0,3,215149,1158
balanced,C_p99p5,99.5,66,1,1,1,24,129,2,0,0,0,0,84956,17480016,3327021,17480016,391320,100960560,0,30,0,30,647535,9143
balanced,C_p99p5,99.5,67,1,1,1,39,134,2,0,0,0,0,88065,18157536,3453608,18157536,391320,104873760,0,30,0,30,636987,7396
balanced,C_p99p5,99.5,68,1,1,1,31,469,8,0,0,0,0,316547,63551376,1437521,63551376,391320,367058160,0,10,0,9,2592916,35490
balanced,C_p99p5,99.5,69,1,1,1,26,164,3,0,0,0,0,108786,22222656,3103684,22222656,391320,128352960,0,29,0,29,950392,13009
balanced,C_p99p5,99.5,70,1,1,1,45,158,3,0,0,0,0,104406,21409632,2787333,21409632,391320,123657120,0,27,0,27,794615,14985
balanced,C_p99p5,99.5,71,1,1,1,30,139,2,0,0,0,0,91613,18835056,3665136,18835056,391320,108786960,0,32,0,32,721885,7775
balanced,C_p99p5,99.5,72,1,1,1,32,134,2,0,0,0,0,86926,18157536,2349480,18157536,391320,104873760,0,25,0,25,597340,8622
balanced,C_p99p5,99.5,73,1,1,1,23,108,2,0,0,0,0,72203,14634432,433269,14634432,391320,84525120,0,9,0,9,476519,13882
balanced,C_p99p5,99.5,74,1,1,1,41,174,3,0,0,0,0,116131,23577696,2746807,23577696,391320,136179360,0,28,0,28,911227,11181
balanced,C_p99p5,99.5,75,1,1,1,25,129,2,1,0,0,0,85405,17480016,3173157,17480016,391320,100960560,0,29,0,28,687239,7554
balanced,C_p99p5,99.5,76,1,1,1,34,131,2,0,0,0,0,86369,17751024,2712691,17751024,391320,102525840,0,28,0,27,640016,6000
balanced,C_p99p5,99.5,77,1,1,1,35,124,2,0,0,0,0,82637,16802496,1419983,16802496,391320,97047360,0,15,0,14,582581,12968
balanced,C_p99p5,99.5,78,1,1,1,33,135,2,1,0,0,0,89186,18293040,3594788,18293040,391320,105656400,0,32,0,32,744416,6034
balanced,C_p99p5,99.5,79,1,1,1,24,160,3,0,0,0,0,105965,21680640,3451730,21680640,391320,125222400,0,32,0,32,829468,7254
balanced,C_p99p5,99.5,80,1,1,1,49,175,3,0,0,0,0,116501,23713200,3084582,23713200,391320,136962000,0,30,0,30,921830,13435
balanced,C_p99p5,99.5,81,1,1,1,46,129,2,0,0,0,0,84145,17480016,3469794,17480016,391320,100960560,0,28,0,28,641244,6746
balanced,C_p99p5,99.5,82,1,1,1,26,133,2,0,0,0,0,84646,18022032,3001734,18022032,391320,104091120,0,27,0,27,601203,8794
balanced,C_p99p5,99.5,83,1,1,1,35,136,2,0,0,0,0,83525,18428544,3760312,18428544,391320,106439040,0,27,0,27,604627,7064
balanced,C_p99p5,99.5,84,1,1,1,52,185,3,0,0,0,0,123698,25068240,2632165,25068240,391320,144788400,0,25,0,25,1048049,18083
balanced,C_p99p5,99.5,85,1,1,1,29,310,5,0,0,0,0,206485,42006240,3625965,42006240,391320,242618400,0,30,0,30,1647298,22274
balanced,C_p99p5,99.5,86,1,1,1,28,161,3,0,0,0,0,106739,21816144,3310798,21816144,391320,126005040,0,30,0,30,862634,10775
balanced,C_p99p5,99.5,87,1,1,1,29,173,3,1,0,0,0,115908,23442192,2949396,23442192,391320,135396720,0,10,0,9,758969,14445
balanced,C_p99p5,99.5,88,1,1,1,63,197,3,0,0,0,0,131093,26694288,3534438,26694288,391320,154180080,0,32,0,32,1046847,10126
balanced,C_p99p5,99.5,89,1,1,1,26,307,5,0,0,0,0,205551,41599728,3165131,41599728,391320,240270480,0,30,0,30,1821866,22695
balanced,C_p99p5,99.5,90,1,1,1,20,18,1,1,0,0,0,11410,2439072,146,2439072,0,14087520,0,2,0,2,179459,2422
balanced,C_p99p5,99.5,91,1,1,1,69,536,9,1,0,0,0,361741,72630144,1002102,72630144,391320,419495040,0,8,0,7,2775843,53667
balanced,C_p99p5,99.5,92,1,1,1,42,157,3,0,0,0,0,103867,21274128,2946715,21274128,391320,122874480,0,27,0,27,756762,9443
balanced,C_p99p5,99.5,93,1,1,1,27,166,3,0,0,0,0,109570,22493664,2982337,22493664,391320,129918240,0,29,0,28,828884,12206
balanced,C_p99p5,99.5,94,1,1,1,33,19,1,1,0,0,0,12144,2574576,219,2574576,0,14870160,0,1,0,1,164768,1642
balanced,C_p99p5,99.5,95,1,1,1,13,26,1,1,0,0,0,16864,3523104,294,3523104,0,20348640,0,5,0,5,193615,1702
balanced,C_p99p5,99.5,96,1,1,1,32,289,5,0,0,0,0,192826,39160656,3514227,39160656,391320,226182960,0,31,0,31,1673811,19802
balanced,C_p99p5,99.5,97,1,1,1,45,239,4,0,0,0,0,159747,32385456,3176231,32385456,391320,187050960,0,29,0,29,1274252,14104
balanced,C_p99p5,99.5,98,1,1,1,45,214,4,0,0,0,0,143064,28997856,3482900,28997856,391320,167484960,0,31,0,31,1221203,12187
balanced,C_p99p5,99.5,99,1,1,1,41,130,2,0,0,0,0,86536,17615520,2934131,17615520,391320,101743200,0,28,0,28,701974,9764
balanced,C_p99p5,99.5,100,1,1,1,48,132,2,0,0,0,0,87363,17886528,2800715,17886528,391320,103308480,0,28,0,28,700481,7262
balanced,C_p99p5,99.5,101,1,1,1,23,181,3,0,0,0,0,120335,24526224,3249182,24526224,391320,141657840,0,30,0,30,926637,13158
balanced,C_p99p5,99.5,102,1,1,1,27,174,3,0,0,0,0,114756,23577696,3887238,23577696,391320,136179360,0,33,0,33,941297,9559
balanced,C_p99p5,99.5,103,1,1,1,43,234,4,0,0,0,0,156057,31707936,3204946,31707936,391320,183137760,0,30,0,30,1203020,21729
balanced,C_p99p5,99.5,104,1,1,1,13,21,1,1,0,0,0,13498,2845584,126,2845584,0,16435440,0,3,0,2,131072,2766
balanced,C_p99p5,99.5,105,1,1,1,50,223,4,0,0,0,0,148803,30217392,3074194,30217392,391320,174528720,0,29,0,29,1138102,19420
balanced,C_p99p5,99.5,106,1,1,1,31,134,2,0,0,0,0,89416,18157536,1084669,18157536,391320,104873760,0,14,0,14,639876,18285
balanced,C_p99p5,99.5,107,1,1,1,32,228,4,0,0,0,0,137445,30894912,3358730,30894912,391320,178441920,0,26,0,26,1386356,18128
balanced,C_p99p5,99.5,108,1,1,1,32,18,1,0,0,0,0,11461,2439072,163,2439072,0,14087520,0,1,0,1,178986,1636
balanced,C_p99p5,99.5,109,1,1,1,40,113,2,0,0,0,0,75102,15311952,2401896,15311952,391320,88438320,0,11,0,10,422202,11856
balanced,C_p99p5,99.5,110,1,1,1,37,298,5,0,0,0,0,198270,40380192,1874997,40380192,391320,233226720,0,19,0,19,1525757,20507
balanced,C_p99p5,99.5,111,1,1,1,44,191,3,0,0,0,0,128155,25881264,388550,25881264,391320,149484240,0,13,0,12,735947,19835
balanced,C_p99p5,99.5,112,1,1,1,39,314,5,0,0,0,0,210424,42548256,3364432,42548256,391320,245748960,0,30,0,30,2061632,37947
balanced,C_p99p5,99.5,113,1,1,1,13,23,1,1,0,0,0,14836,3116592,141,3116592,0,18000720,0,3,0,3,204507,1189
balanced,C_p99p5,99.5,114,1,1,1,43,312,5,0,0,0,0,206007,42277248,3303054,42277248,391320,244183680,0,28,0,28,1726884,25671
balanced,C_p99p5,99.5,115,1,1,1,28,134,2,0,0,0,0,88654,18157536,2641304,18157536,391320,104873760,0,26,0,26,743375,10136
balanced,C_p99p5,99.5,116,1,1,1,40,171,3,0,0,0,0,113410,23171184,3669589,23171184,391320,133831440,0,33,0,32,1043598,10228
balanced,C_p99p5,99.5,117,1,1,1,45,171,3,0,0,0,0,113064,23171184,3407289,23171184,391320,133831440,0,29,0,29,903027,10409
balanced,C_p99p5,99.5,118,1,1,1,18,21,1,1,0,0,0,13506,2845584,178,2845584,0,16435440,0,2,0,2,166354,1453
balanced,C_p99p5,99.5,119,1,1,1,28,138,2,0,0,0,0,90453,18699552,3552958,18699552,391320,108004320,0,29,0,29,626804,9068
balanced,C_p99p5,99.5,120,1,1,1,29,294,5,0,0,0,0,196490,39838176,3480445,39838176,391320,230096160,0,32,0,32,1782916,18998
