configuration,b,M,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,decision_agrees_with_float,decision_hamming_distance,iterations,relay_legs,iterations_agree_with_float,legs_agree_with_float,selected_solution_weight,saturation_physical_prior,saturation_lambda_bias,saturation_check_messages,saturation_guard_accumulator,saturation_variable_messages,saturation_marginals
balanced,14,4,57,1,1,1,0,29,17,1,0,1,319.78759681830473,0,0,0,0,0,0
balanced,14,4,58,1,1,1,0,21,28,1,0,1,317.1992605606455,0,0,0,0,1424057,257105
balanced,14,4,59,1,1,1,0,43,44,1,0,1,442.29743084299844,0,0,0,0,2345843,429130
balanced,14,4,60,1,1,1,0,16,129,2,0,0,297.09334641429274,0,0,0,0,19565514,3244627
balanced,14,4,61,1,1,1,0,35,236,4,0,1,401.40339861665564,0,0,0,0,9658311,1658384
balanced,14,4,62,1,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,1252346,226872
balanced,14,4,63,1,1,1,0,17,118,2,0,0,401.40898822964886,0,0,0,0,8934881,1586077
balanced,14,4,64,1,1,1,0,10,21,1,0,1,292.47487136357347,0,0,0,0,2570,705
balanced,14,4,65,1,1,1,0,12,15,1,0,1,285.58125895758644,0,0,0,0,0,0
balanced,14,4,66,1,1,1,0,12,33,1,0,1,306.2017227738768,0,0,0,0,2328224,411551
balanced,14,4,67,1,1,1,0,13,35,1,0,1,430.6190126023324,0,0,0,0,2612239,458632
balanced,14,4,68,1,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,282045,57473
balanced,14,4,69,1,1,1,0,23,36,1,0,1,371.4201925964611,0,0,0,0,2365134,416973
balanced,14,4,70,1,1,1,0,25,40,1,0,1,307.2022832024958,0,0,0,0,1333985,256686
balanced,14,4,71,1,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,404639,80036
balanced,14,4,72,1,1,1,0,16,22,1,0,1,370.64213244020436,0,0,0,0,22,11
balanced,14,4,73,1,1,1,0,12,40,1,0,1,271.09474733407797,0,0,0,0,2964975,518539
balanced,14,4,74,1,1,1,0,26,42,1,0,1,438.8387048398205,0,0,0,0,1075923,206008
balanced,14,4,75,1,1,1,0,23,100,2,0,1,385.71523031666027,0,0,0,0,18668063,3093989
balanced,14,4,76,1,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,69853,15129
balanced,14,4,77,1,1,1,0,18,39,1,0,1,341.35240873970747,0,0,0,0,4216419,721364
balanced,14,4,78,1,1,1,0,28,246,4,0,0,304.8226045550539,0,0,0,0,21061730,3510628
balanced,14,4,79,1,1,1,0,26,47,1,0,1,303.32468129049903,0,0,0,0,8027466,1343087
balanced,14,4,80,1,1,1,0,18,20,1,0,1,384.1977355660755,0,0,0,0,36,36
balanced,14,4,81,1,1,1,0,18,28,1,0,1,378.978317567707,0,0,0,0,272278,56632
balanced,14,4,82,1,1,1,0,12,35,1,0,1,314.07108307873284,0,0,0,0,1624069,305201
balanced,14,4,83,1,1,1,0,17,22,1,0,1,404.13317694081593,0,0,0,0,719,195
balanced,14,4,84,1,1,1,0,23,46,1,0,1,415.59369971343506,0,0,0,0,4886468,838187
balanced,14,4,85,1,1,1,0,17,19,1,0,1,214.33441560825503,0,0,0,0,3504,882
balanced,14,4,86,1,1,1,0,16,35,1,0,1,315.43982862278983,0,0,0,0,3508115,607730
balanced,14,4,87,1,1,1,0,17,37,1,0,0,303.125243753404,0,0,0,0,2471122,434735
balanced,14,4,88,1,1,1,0,23,28,1,0,1,340.3919498461496,0,0,0,0,1316854,238864
balanced,14,4,89,1,1,1,0,32,215,4,0,0,384.5712232744921,0,0,0,0,19067476,3184565
balanced,14,4,90,1,1,1,0,20,21,1,0,1,304.36271079121286,0,0,0,0,10630,2294
balanced,14,4,91,1,1,1,0,55,243,4,0,0,497.18673208817097,0,0,0,0,15607060,2617083
balanced,14,4,92,1,1,1,0,20,41,1,0,1,322.7155043235801,0,0,0,0,2458488,447036
balanced,14,4,93,1,1,1,0,22,21,1,0,1,330.4522182724087,0,0,0,0,5830,1380
balanced,14,4,94,1,1,1,0,30,31,1,0,1,344.76009683693974,0,0,0,0,747127,145016
balanced,14,4,95,1,1,1,0,12,17,1,0,1,348.3839892393951,0,0,0,0,0,0
balanced,14,4,96,1,1,1,0,34,108,2,0,0,326.8687982943162,0,0,0,0,19789621,3280414
balanced,14,4,97,1,1,1,0,55,33,1,0,0,466.1886615022887,0,0,0,0,2193331,392589
balanced,14,4,98,1,1,1,0,19,22,1,0,1,327.33594158445766,0,0,0,0,39937,8444
balanced,14,4,99,1,1,1,0,36,25,1,0,1,355.7805720157923,0,0,0,0,2,3
balanced,14,4,100,1,1,1,0,49,35,1,0,0,376.2285641786908,0,0,0,0,1278315,242562
balanced,14,4,101,1,1,1,0,28,96,2,0,0,339.46392993001797,0,0,0,0,19025233,3165864
balanced,14,4,102,1,1,1,0,21,26,1,0,0,272.6439639243604,0,0,0,0,1718155,309595
balanced,14,4,103,1,1,1,0,41,105,2,0,0,493.9720009635962,0,0,0,0,18697013,3099262
balanced,14,4,104,1,1,1,0,13,25,1,0,1,290.83895956349977,0,0,0,0,37221,8478
balanced,14,4,105,1,1,1,0,30,31,1,0,1,422.2582574949289,0,0,0,0,852254,160201
balanced,14,4,106,1,1,1,0,24,32,1,0,1,308.1091799185616,0,0,0,0,1145212,217811
balanced,14,4,107,1,1,1,0,28,55,1,0,0,296.3432288872443,0,0,0,0,8220201,1391298
balanced,14,4,108,1,1,1,0,32,18,1,0,0,357.0339576978198,0,0,0,0,0,0
balanced,14,4,109,1,1,1,0,19,38,1,0,1,368.5845542802915,0,0,0,0,1153723,209044
balanced,14,4,110,1,1,1,0,27,37,1,0,1,441.6374304536615,0,0,0,0,70109,18032
balanced,14,4,111,1,1,1,0,23,37,1,0,1,398.0083123076955,0,0,0,0,540670,110938
balanced,14,4,112,1,1,1,0,12,28,1,0,1,330.3181042673114,0,0,0,0,522548,102608
balanced,14,4,113,1,1,1,0,9,41,1,0,1,280.98431817549726,0,0,0,0,2896374,532549
balanced,14,4,114,1,1,1,0,42,492,8,0,0,362.1561007857728,0,0,0,0,19312577,3219431
balanced,14,4,115,1,1,1,0,17,30,1,0,1,280.29823150691584,0,0,0,0,137501,29848
balanced,14,4,116,1,1,1,0,6,25,1,0,1,323.21488746233183,0,0,0,0,540496,106667
balanced,14,4,117,1,1,1,0,49,137,2,0,1,403.98911475343994,0,0,0,0,18551793,3088091
balanced,14,4,118,1,1,1,0,18,24,1,0,1,347.4686720716745,0,0,0,0,16138,3637
balanced,14,4,119,1,1,1,0,17,22,1,0,1,291.67056369975626,0,0,0,0,56979,11954
balanced,14,4,120,1,1,1,0,18,56,1,0,1,292.9333712977218,0,0,0,0,10383861,1754075
balanced,14,4,121,1,1,1,0,27,32,1,0,1,442.7166953769953,0,0,0,0,539647,108846
balanced,14,4,122,1,1,1,0,12,48,1,0,1,337.08276075473293,0,0,0,0,8524916,1425300
balanced,14,4,123,1,1,1,0,13,18,1,0,1,365.0605178432185,0,0,0,0,0,0
balanced,14,4,124,1,1,1,0,30,53,1,0,0,328.94615599261283,0,0,0,0,10102725,1690928
balanced,14,4,125,1,1,1,0,16,37,1,0,1,358.01359672029184,0,0,0,0,3760817,644205
balanced,14,4,126,1,1,1,0,26,30,1,0,1,408.04438006846533,0,0,0,0,431145,87166
balanced,14,4,127,1,1,1,0,12,30,1,0,1,368.04427371581585,0,0,0,0,502229,96203
balanced,14,16,0,1,1,1,0,31,37,1,0,1,318.1463945999453,0,0,0,0,4830196,816662
balanced,14,16,1,1,1,1,0,25,42,1,0,1,319.244503996015,0,0,0,0,2523460,451981
balanced,14,16,2,1,1,1,0,33,40,1,0,1,386.867476264577,0,0,0,0,1671363,315436
balanced,14,16,3,1,1,1,0,24,41,1,0,1,367.00421729754777,0,0,0,0,5568371,953157
balanced,14,16,4,1,1,1,0,20,17,1,0,1,410.41626611945526,0,0,0,0,0,0
balanced,14,16,5,1,1,1,0,12,53,1,0,1,263.4989090628512,0,0,0,0,2083125,403145
balanced,14,16,6,1,1,1,0,35,105,2,0,0,300.9012935576799,0,0,0,0,19660127,3258135
balanced,14,16,7,1,1,1,0,29,34,1,0,0,367.54835723090434,0,0,0,0,1518428,274463
balanced,14,16,8,1,1,1,0,27,28,1,0,1,353.32071911028163,0,0,0,0,62815,13238
balanced,14,16,9,1,1,1,0,37,236,4,0,0,378.3173077795402,0,0,0,0,18626519,3091758
balanced,14,16,10,1,1,1,0,24,23,1,0,1,338.3058737049273,0,0,0,0,9352,2418
balanced,14,16,11,1,1,1,0,35,121,2,0,0,380.8342795536672,0,0,0,0,18097494,3007783
balanced,14,16,12,1,1,1,0,26,42,1,0,1,390.6551592319578,0,0,0,0,2118915,382514
balanced,14,16,13,1,1,1,0,60,110,2,0,0,398.79693298877976,0,0,0,0,14080009,2367036
balanced,14,16,14,1,1,1,0,24,32,1,0,1,338.5979398863363,0,0,0,0,674628,131771
balanced,14,16,15,1,1,1,0,64,122,2,0,0,373.827506408031,0,0,0,0,16253272,2715641
balanced,14,16,16,1,1,1,0,16,108,2,0,0,405.912169111567,0,0,0,0,17659752,2936857
balanced,14,16,17,1,1,1,0,26,37,1,0,1,305.6760592640092,0,0,0,0,5175958,872917
balanced,14,16,18,1,1,1,0,56,234,4,0,0,470.8397686465337,0,0,0,0,18205795,3016987
balanced,14,16,19,1,1,1,0,16,27,1,0,1,381.1940697065229,0,0,0,0,62242,13714
balanced,14,16,20,1,1,1,0,6,44,1,0,1,286.36505775018753,0,0,0,0,5580899,954637
balanced,14,16,21,1,1,1,1,0,14,1,1,1,273.57854771508386,0,0,0,0,0,0
balanced,14,16,22,1,1,1,0,16,25,1,0,1,308.5124129581066,0,0,0,0,213813,45143
balanced,14,16,23,1,1,1,0,17,38,1,0,1,348.9287107278032,0,0,0,0,3289471,567989
balanced,14,16,24,1,1,1,0,20,29,1,0,1,311.34676067526306,0,0,0,0,679992,130394
balanced,14,16,25,1,1,1,0,12,27,1,0,1,233.46049367038287,0,0,0,0,286433,59876
balanced,14,16,26,1,1,1,0,21,27,1,1,1,287.54706712272224,0,0,0,0,21875,5508
balanced,14,16,27,1,1,1,0,27,19,1,0,1,282.4251143019695,0,0,0,0,408,146
balanced,14,16,28,1,1,1,0,27,123,2,0,0,352.7661824040307,0,0,0,0,19164008,3173865
balanced,14,16,29,1,1,1,0,39,29,1,0,1,342.08492718851875,0,0,0,0,837420,161009
balanced,14,16,30,1,1,1,0,7,17,1,0,1,332.7156967748629,0,0,0,0,0,0
balanced,14,16,31,1,1,1,0,7,26,1,0,1,282.4417930129109,0,0,0,0,978215,181219
balanced,14,16,32,1,1,1,0,16,23,1,0,1,353.87693487265017,0,0,0,0,377280,75898
balanced,14,16,33,1,1,1,0,7,17,1,0,1,351.2539752513059,0,0,0,0,0,0
balanced,14,16,34,1,1,1,0,33,218,4,0,1,353.1610338875759,0,0,0,0,18983861,3144983
balanced,14,16,35,1,1,1,0,24,45,1,0,1,441.364641160651,0,0,0,0,5174696,876300
balanced,14,16,36,1,1,1,0,15,44,1,0,1,385.2338679066979,0,0,0,0,3003791,520997
balanced,14,16,37,0,0,1,0,57,980,16,1,1,,0,0,0,0,14941544,2499945
balanced,14,16,38,1,1,1,0,46,258,4,0,0,422.40202735656385,0,0,0,0,16718395,2789292
balanced,14,16,39,1,1,1,0,19,25,1,0,1,343.76950382381267,0,0,0,0,1948,509
balanced,14,16,40,1,1,1,0,11,16,1,0,1,280.6114019145944,0,0,0,0,0,0
balanced,14,16,41,1,1,1,0,13,18,1,1,1,293.7052144960676,0,0,0,0,9,14
balanced,14,16,42,1,1,1,0,21,47,1,0,1,328.7853623556117,0,0,0,0,4128215,722796
balanced,14,16,43,1,1,1,0,12,29,1,0,1,327.8708032616791,0,0,0,0,1649857,294603
balanced,14,16,44,1,1,1,0,32,32,1,0,1,415.53792045987825,0,0,0,0,1466269,268945
balanced,14,16,45,1,1,1,0,10,21,1,0,1,260.790073795145,0,0,0,0,3096,780
balanced,14,16,46,1,1,1,0,24,110,2,0,0,433.4422018792269,0,0,0,0,17089744,2831278
balanced,14,16,47,1,1,1,0,28,137,2,0,0,321.2874231281608,0,0,0,0,16975964,2827184
balanced,14,16,48,1,1,1,0,32,31,1,0,1,411.17963838383093,0,0,0,0,240737,52214
balanced,14,16,49,1,1,1,0,14,29,1,0,1,383.9185769363319,0,0,0,0,2289,643
balanced,14,16,50,1,1,1,0,16,30,1,0,1,317.9132485500227,0,0,0,0,494186,96277
balanced,14,16,51,1,1,1,0,9,30,1,0,1,263.7509668181009,0,0,0,0,1718471,306728
balanced,14,16,52,1,1,1,0,16,41,1,0,1,296.2232499367866,0,0,0,0,6400021,1075962
balanced,14,16,53,1,1,1,0,13,48,1,0,1,340.8877484362215,0,0,0,0,2202276,423756
balanced,14,16,54,1,1,1,0,18,30,1,0,1,388.574463848896,0,0,0,0,705533,130700
balanced,14,16,55,1,1,1,0,26,36,1,0,1,391.83426521971865,0,0,0,0,3418611,589400
balanced,14,16,56,1,1,1,0,31,29,1,0,0,330.546580202735,0,0,0,0,1531344,277224
balanced,14,16,57,1,1,1,0,29,17,1,0,1,319.78759681830473,0,0,0,0,0,0
balanced,14,16,58,1,1,1,0,21,28,1,0,1,317.1992605606455,0,0,0,0,1424057,257105
balanced,14,16,59,1,1,1,0,43,44,1,0,1,442.29743084299844,0,0,0,0,2345843,429130
balanced,14,16,60,1,1,1,0,26,182,3,0,0,311.8730303476734,0,0,0,0,19562579,3243720
balanced,14,16,61,1,1,1,0,51,288,5,0,0,422.65483980004853,0,0,0,0,9657498,1657985
balanced,14,16,62,1,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,1252346,226872
balanced,14,16,63,1,1,1,0,29,110,2,0,0,400.39808772109376,0,0,0,0,8934881,1586077
balanced,14,16,64,1,1,1,0,10,21,1,0,1,292.47487136357347,0,0,0,0,2570,705
balanced,14,16,65,1,1,1,0,12,15,1,0,1,285.58125895758644,0,0,0,0,0,0
balanced,14,16,66,1,1,1,0,12,33,1,0,1,306.2017227738768,0,0,0,0,2328224,411551
balanced,14,16,67,1,1,1,0,13,35,1,0,1,430.6190126023324,0,0,0,0,2612239,458632
balanced,14,16,68,1,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,282045,57473
balanced,14,16,69,1,1,1,0,23,36,1,0,1,371.4201925964611,0,0,0,0,2365134,416973
balanced,14,16,70,1,1,1,0,25,40,1,0,1,307.2022832024958,0,0,0,0,1333985,256686
balanced,14,16,71,1,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,404639,80036
balanced,14,16,72,1,1,1,0,16,22,1,0,1,370.64213244020436,0,0,0,0,22,11
balanced,14,16,73,1,1,1,0,12,40,1,0,1,271.09474733407797,0,0,0,0,2964975,518539
balanced,14,16,74,1,1,1,0,26,42,1,0,1,438.8387048398205,0,0,0,0,1075923,206008
balanced,14,16,75,1,1,1,0,13,97,2,0,1,384.38370623794793,0,0,0,0,18668063,3093989
balanced,14,16,76,1,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,69853,15129
balanced,14,16,77,1,1,1,0,18,39,1,0,1,341.35240873970747,0,0,0,0,4216419,721364
balanced,14,16,78,1,1,1,0,32,113,2,0,1,304.8689884630296,0,0,0,0,20622495,3415515
balanced,14,16,79,1,1,1,0,26,47,1,0,1,303.32468129049903,0,0,0,0,8027466,1343087
balanced,14,16,80,1,1,1,0,18,20,1,0,1,384.1977355660755,0,0,0,0,36,36
balanced,14,16,81,1,1,1,0,18,28,1,0,1,378.978317567707,0,0,0,0,272278,56632
balanced,14,16,82,1,1,1,0,12,35,1,0,1,314.07108307873284,0,0,0,0,1624069,305201
balanced,14,16,83,1,1,1,0,17,22,1,0,1,404.13317694081593,0,0,0,0,719,195
balanced,14,16,84,1,1,1,0,23,46,1,0,1,415.59369971343506,0,0,0,0,4886468,838187
balanced,14,16,85,1,1,1,0,17,19,1,0,1,214.33441560825503,0,0,0,0,3504,882
balanced,14,16,86,1,1,1,0,16,35,1,0,1,315.43982862278983,0,0,0,0,3508115,607730
balanced,14,16,87,1,1,1,0,17,37,1,0,0,303.125243753404,0,0,0,0,2471122,434735
balanced,14,16,88,1,1,1,0,23,28,1,0,1,340.3919498461496,0,0,0,0,1316854,238864
balanced,14,16,89,1,1,1,0,20,99,2,0,0,362.8654569377215,0,0,0,0,18662187,3098497
balanced,14,16,90,1,1,1,0,20,21,1,0,1,304.36271079121286,0,0,0,0,10630,2294
balanced,14,16,91,1,1,1,0,63,234,4,0,0,531.3734537103442,0,0,0,0,15540908,2600853
balanced,14,16,92,1,1,1,0,20,41,1,0,1,322.7155043235801,0,0,0,0,2458488,447036
balanced,14,16,93,1,1,1,0,22,21,1,0,1,330.4522182724087,0,0,0,0,5830,1380
balanced,14,16,94,1,1,1,0,30,31,1,0,1,344.76009683693974,0,0,0,0,747127,145016
balanced,14,16,95,1,1,1,0,12,17,1,0,1,348.3839892393951,0,0,0,0,0,0
balanced,14,16,96,1,1,1,0,17,162,3,0,0,305.1140708489718,0,0,0,0,19789621,3280414
balanced,14,16,97,1,1,1,0,55,33,1,0,0,466.1886615022887,0,0,0,0,2193331,392589
balanced,14,16,98,1,1,1,0,19,22,1,0,1,327.33594158445766,0,0,0,0,39937,8444
balanced,14,16,99,1,1,1,0,36,25,1,0,1,355.7805720157923,0,0,0,0,2,3
balanced,14,16,100,1,1,1,0,49,35,1,0,0,376.2285641786908,0,0,0,0,1278315,242562
balanced,14,16,101,1,1,1,0,30,168,3,0,0,358.06632039672434,0,0,0,0,19025233,3165864
balanced,14,16,102,1,1,1,0,21,26,1,0,0,272.6439639243604,0,0,0,0,1718155,309595
balanced,14,16,103,1,1,1,0,36,106,2,0,0,407.4040634136925,0,0,0,0,18697013,3099262
balanced,14,16,104,1,1,1,0,13,25,1,0,1,290.83895956349977,0,0,0,0,37221,8478
balanced,14,16,105,1,1,1,0,30,31,1,0,1,422.2582574949289,0,0,0,0,852254,160201
balanced,14,16,106,1,1,1,0,24,32,1,0,1,308.1091799185616,0,0,0,0,1145212,217811
balanced,14,16,107,1,1,1,0,28,55,1,0,0,296.3432288872443,0,0,0,0,8220201,1391298
balanced,14,16,108,1,1,1,0,32,18,1,0,0,357.0339576978198,0,0,0,0,0,0
balanced,14,16,109,1,1,1,0,19,38,1,0,1,368.5845542802915,0,0,0,0,1153723,209044
balanced,14,16,110,1,1,1,0,27,37,1,0,1,441.6374304536615,0,0,0,0,70109,18032
balanced,14,16,111,1,1,1,0,23,37,1,0,1,398.0083123076955,0,0,0,0,540670,110938
balanced,14,16,112,1,1,1,0,12,28,1,0,1,330.3181042673114,0,0,0,0,522548,102608
balanced,14,16,113,1,1,1,0,9,41,1,0,1,280.98431817549726,0,0,0,0,2896374,532549
balanced,14,16,114,1,1,1,0,41,651,11,0,0,356.1389374440263,0,0,0,0,19066723,3161515
balanced,14,16,115,1,1,1,0,17,30,1,0,1,280.29823150691584,0,0,0,0,137501,29848
balanced,14,16,116,1,1,1,0,6,25,1,0,1,323.21488746233183,0,0,0,0,540496,106667
balanced,14,16,117,1,1,1,0,47,101,2,0,1,389.6427468688375,0,0,0,0,18512214,3078846
balanced,14,16,118,1,1,1,0,18,24,1,0,1,347.4686720716745,0,0,0,0,16138,3637
balanced,14,16,119,1,1,1,0,17,22,1,0,1,291.67056369975626,0,0,0,0,56979,11954
balanced,14,16,120,1,1,1,0,18,56,1,0,1,292.9333712977218,0,0,0,0,10383861,1754075
balanced,14,16,121,1,1,1,0,27,32,1,0,1,442.7166953769953,0,0,0,0,539647,108846
balanced,14,16,122,1,1,1,0,12,48,1,0,1,337.08276075473293,0,0,0,0,8524916,1425300
balanced,14,16,123,1,1,1,0,13,18,1,0,1,365.0605178432185,0,0,0,0,0,0
balanced,14,16,124,1,1,1,0,30,53,1,0,0,328.94615599261283,0,0,0,0,10102725,1690928
balanced,14,16,125,1,1,1,0,16,37,1,0,1,358.01359672029184,0,0,0,0,3760817,644205
balanced,14,16,126,1,1,1,0,26,30,1,0,1,408.04438006846533,0,0,0,0,431145,87166
balanced,14,16,127,1,1,1,0,12,30,1,0,1,368.04427371581585,0,0,0,0,502229,96203
high_success,8,4,0,1,1,1,0,23,37,1,0,1,318.1463945999453,0,0,0,0,11281177,1951959
high_success,8,4,1,1,1,1,0,24,42,1,0,1,319.244503996015,0,0,0,0,12648752,2197393
high_success,8,4,2,1,1,1,0,19,40,1,0,1,386.867476264577,0,0,0,0,11466880,1991224
high_success,8,4,3,1,1,1,0,33,41,1,0,1,367.00421729754777,0,0,0,0,12597294,2172979
high_success,8,4,4,1,1,1,0,19,17,1,0,1,410.41626611945526,0,0,0,0,3789472,661078
high_success,8,4,5,1,1,1,0,19,53,1,0,1,263.4989090628512,0,0,0,0,16698557,2900355
high_success,8,4,6,1,1,1,0,26,99,2,0,1,298.6974888784306,0,0,0,0,32433958,5607670
high_success,8,4,7,1,1,1,0,24,34,1,0,1,367.54835723090434,0,0,0,0,9422036,1636129
high_success,8,4,8,1,1,1,0,32,28,1,0,0,353.32071911028163,0,0,0,0,7426289,1291086
high_success,8,4,9,1,1,1,0,38,232,4,0,0,373.15271175261796,0,0,0,0,72376179,12540482
high_success,8,4,10,1,1,1,0,15,23,1,0,1,338.3058737049273,0,0,0,0,5576678,972513
high_success,8,4,11,1,1,1,0,52,100,2,0,1,388.6938486210694,0,0,0,0,30990196,5373287
high_success,8,4,12,1,1,1,0,34,42,1,0,0,390.6551592319578,0,0,0,0,12145926,2110839
high_success,8,4,13,1,1,1,0,65,116,2,0,0,443.1066693420489,0,0,0,0,36267382,6271005
high_success,8,4,14,1,1,1,0,22,32,1,0,1,338.5979398863363,0,0,0,0,8498323,1481542
high_success,8,4,15,1,1,1,0,26,97,2,0,1,341.1274355270921,0,0,0,0,30256305,5236202
high_success,8,4,16,1,1,1,0,25,158,3,0,0,434.1311223443587,0,0,0,0,49121148,8505995
high_success,8,4,17,1,1,1,0,41,37,1,0,0,305.6760592640092,0,0,0,0,11248096,1942902
high_success,8,4,18,1,1,1,0,53,347,6,0,1,489.5157833635729,0,0,0,0,106811945,18422810
high_success,8,4,19,1,1,1,0,24,27,1,0,1,381.1940697065229,0,0,0,0,6576384,1150662
high_success,8,4,20,1,1,1,0,20,44,1,0,0,286.36505775018753,0,0,0,0,13913184,2410045
high_success,8,4,21,1,1,1,0,15,14,1,0,1,273.57854771508386,0,0,0,0,3040775,531394
high_success,8,4,22,1,1,1,0,23,25,1,0,0,308.5124129581066,0,0,0,0,6379077,1115306
high_success,8,4,23,1,1,1,0,32,38,1,0,0,348.9287107278032,0,0,0,0,11058981,1916052
high_success,8,4,24,1,1,1,0,19,29,1,0,1,311.34676067526306,0,0,0,0,8165186,1416440
high_success,8,4,25,1,1,1,0,19,27,1,0,0,233.46049367038287,0,0,0,0,7461484,1299142
high_success,8,4,26,1,1,1,0,30,27,1,0,1,287.54706712272224,0,0,0,0,7031125,1227206
high_success,8,4,27,1,1,1,0,27,19,1,0,0,282.4251143019695,0,0,0,0,4733196,825550
high_success,8,4,28,1,1,1,0,37,125,2,0,0,364.2422727144919,0,0,0,0,40702483,7026315
high_success,8,4,29,1,1,1,0,25,29,1,0,1,342.08492718851875,0,0,0,0,8049009,1399636
high_success,8,4,30,1,1,1,0,16,17,1,0,1,332.7156967748629,0,0,0,0,3753425,655695
high_success,8,4,31,1,1,1,0,9,26,1,0,1,282.4417930129109,0,0,0,0,7243362,1258666
high_success,8,4,32,1,1,1,0,25,23,1,0,1,353.87693487265017,0,0,0,0,6065842,1053352
high_success,8,4,33,1,1,1,0,15,17,1,0,1,351.2539752513059,0,0,0,0,3653830,638718
high_success,8,4,34,1,1,1,0,23,238,4,0,1,358.46332748771266,0,0,0,0,77884317,13427604
high_success,8,4,35,1,1,1,0,37,45,1,0,0,441.364641160651,0,0,0,0,13205021,2287308
high_success,8,4,36,1,1,1,0,32,44,1,0,0,385.2338679066979,0,0,0,0,12936596,2244081
high_success,8,4,37,0,0,0,0,66,1940,32,0,0,,0,0,0,0,563676476,98056567
high_success,8,4,38,1,1,1,0,47,113,2,0,1,453.7587288155826,0,0,0,0,34424300,5953969
high_success,8,4,39,1,1,1,0,21,25,1,0,1,343.76950382381267,0,0,0,0,6083930,1063112
high_success,8,4,40,1,1,1,0,13,16,1,0,1,280.6114019145944,0,0,0,0,3385899,593530
high_success,8,4,41,1,1,1,0,16,18,1,0,1,293.7052144960676,0,0,0,0,4458188,775453
high_success,8,4,42,1,1,1,0,38,47,1,0,0,328.7853623556117,0,0,0,0,14563590,2521109
high_success,8,4,43,1,1,1,0,12,29,1,0,1,327.8708032616791,0,0,0,0,7963834,1379322
high_success,8,4,44,1,1,1,0,26,32,1,0,1,415.53792045987825,0,0,0,0,8710749,1509091
high_success,8,4,45,1,1,1,0,11,21,1,0,1,260.790073795145,0,0,0,0,5482905,955518
high_success,8,4,46,1,1,1,0,40,98,2,0,1,409.1267454819821,0,0,0,0,29534491,5118431
high_success,8,4,47,1,1,1,0,25,221,4,0,0,323.72928981617,0,0,0,0,71709095,12368556
high_success,8,4,48,1,1,1,0,40,31,1,0,0,411.17963838383093,0,0,0,0,8237423,1432299
high_success,8,4,49,1,1,1,0,25,29,1,0,1,383.9185769363319,0,0,0,0,7304796,1276143
high_success,8,4,50,1,1,1,0,19,30,1,0,1,317.9132485500227,0,0,0,0,8489218,1470459
high_success,8,4,51,1,1,1,0,13,30,1,0,1,263.7509668181009,0,0,0,0,8579352,1489636
high_success,8,4,52,1,1,1,0,18,41,1,0,1,296.2232499367866,0,0,0,0,12906689,2233360
high_success,8,4,53,1,1,1,0,22,48,1,0,1,340.8877484362215,0,0,0,0,15092629,2612949
high_success,8,4,54,1,1,1,0,31,30,1,0,0,388.574463848896,0,0,0,0,8216351,1423199
high_success,8,4,55,1,1,1,0,27,36,1,0,1,391.83426521971865,0,0,0,0,10145595,1755147
high_success,8,4,56,1,1,1,0,31,29,1,0,0,330.546580202735,0,0,0,0,8078526,1396008
high_success,8,4,57,1,1,1,0,21,17,1,1,1,319.78759681830473,0,0,0,0,3588861,626478
high_success,8,4,58,1,1,1,0,24,28,1,0,1,317.1992605606455,0,0,0,0,7490547,1300183
high_success,8,4,59,1,1,1,0,21,44,1,0,1,442.29743084299844,0,0,0,0,12360697,2147821
high_success,8,4,60,1,1,1,0,25,167,3,0,0,333.2331068298309,0,0,0,0,54700170,9434380
high_success,8,4,61,1,1,1,0,32,225,4,0,1,412.5874799285486,0,0,0,0,66913684,11631173
high_success,8,4,62,1,1,1,0,24,35,1,0,1,375.23815819477284,0,0,0,0,9728730,1690556
high_success,8,4,63,1,1,1,0,32,115,2,0,1,419.37856942614746,0,0,0,0,36414877,6306354
high_success,8,4,64,1,1,1,0,13,21,1,0,1,292.47487136357347,0,0,0,0,5071356,886885
high_success,8,4,65,1,1,1,0,6,15,1,0,1,285.58125895758644,0,0,0,0,3047987,533852
high_success,8,4,66,1,1,1,0,16,33,1,0,1,306.2017227738768,0,0,0,0,9534703,1648692
high_success,8,4,67,1,1,1,0,31,35,1,0,0,430.6190126023324,0,0,0,0,9748457,1690032
high_success,8,4,68,1,1,1,0,47,24,1,0,0,285.73332162990243,0,0,0,0,6361137,1106456
high_success,8,4,69,1,1,1,0,17,36,1,0,1,371.4201925964611,0,0,0,0,10390580,1797246
high_success,8,4,70,1,1,1,0,17,40,1,0,1,307.2022832024958,0,0,0,0,11747803,2039566
high_success,8,4,71,1,1,1,0,7,24,1,0,1,228.5749587491972,0,0,0,0,6623029,1150623
high_success,8,4,72,1,1,1,0,19,22,1,0,0,370.64213244020436,0,0,0,0,4933830,860263
