configuration,sample_seed,shot,syndrome_converged,logical_action_match,logically_correct,iterations,relay_legs,rescued_beyond_first_leg,valid_solutions,selected_solution_weight
balanced,20260812,50,1,1,1,23,1,0,1,337.031714450167
balanced,20260812,51,1,1,1,28,1,0,1,360.26733218200155
balanced,20260812,52,1,1,1,18,1,0,1,326.65998832102775
balanced,20260812,53,1,1,1,22,1,0,1,340.09614480547674
balanced,20260812,54,1,1,1,46,1,0,1,319.9263869071459
balanced,20260812,55,1,1,1,33,1,0,1,346.660148194832
balanced,20260812,56,1,1,1,53,1,0,1,330.40740509759917
balanced,20260812,57,1,1,1,32,1,0,1,363.313910577607
balanced,20260812,58,1,1,1,23,1,0,1,306.3546604485922
balanced,20260812,59,1,1,1,35,1,0,1,361.7636160471902
balanced,20260812,60,1,1,1,16,1,0,1,269.59620937792516
balanced,20260812,61,1,1,1,167,3,1,1,319.95247452409126
balanced,20260812,62,1,1,1,48,1,0,1,380.00652961117885
balanced,20260812,63,1,1,1,41,1,0,1,337.45399250487725
balanced,20260812,64,1,1,1,80,1,0,1,414.0281796697244
balanced,20260812,65,1,1,1,30,1,0,1,341.1126089713282
balanced,20260812,66,1,1,1,28,1,0,1,426.53270720096816
balanced,20260812,67,1,1,1,34,1,0,1,376.32263142020355
balanced,20260812,68,1,1,1,61,1,0,1,299.7973192599499
balanced,20260812,69,1,1,1,38,1,0,1,407.5248358760693
balanced,20260812,70,1,1,1,29,1,0,1,330.61928775666564
balanced,20260812,71,1,1,1,130,2,1,1,435.69874150200457
balanced,20260812,72,1,1,1,37,1,0,1,383.7191074858303
balanced,20260812,73,1,1,1,254,4,1,1,372.99970456091256
balanced,20260812,74,1,1,1,34,1,0,1,248.9516327615676
balanced,20260812,75,1,1,1,41,1,0,1,398.7727976897486
balanced,20260812,76,1,1,1,17,1,0,1,371.68792864058435
balanced,20260812,77,1,1,1,24,1,0,1,387.82239637231305
balanced,20260812,78,1,1,1,53,1,0,1,431.569904401166
balanced,20260812,79,1,1,1,29,1,0,1,374.809939822754
balanced,20260812,80,1,1,1,25,1,0,1,303.7984014316621
balanced,20260812,81,1,1,1,32,1,0,1,293.7180048947099
balanced,20260812,82,1,1,1,29,1,0,1,355.895274948315
balanced,20260812,83,1,1,1,137,2,1,1,436.7024285673883
balanced,20260812,84,1,1,1,32,1,0,1,401.86879306556733
balanced,20260812,85,1,1,1,111,2,1,1,363.5776015656551
balanced,20260812,86,1,1,1,126,2,1,1,386.1484331381581
balanced,20260812,87,1,1,1,21,1,0,1,336.5006638775774
balanced,20260812,88,1,1,1,22,1,0,1,388.74627422715804
balanced,20260812,89,1,1,1,15,1,0,1,252.60861062415904
balanced,20260812,90,1,1,1,22,1,0,1,286.7451967392052
balanced,20260812,91,1,1,1,26,1,0,1,365.307911665685
balanced,20260812,92,1,1,1,39,1,0,1,407.48975524567436
balanced,20260812,93,1,1,1,24,1,0,1,338.0655531251256
balanced,20260812,94,1,1,1,28,1,0,1,371.1261826474308
balanced,20260812,95,1,1,1,30,1,0,1,298.5059124027605
balanced,20260812,96,1,1,1,42,1,0,1,338.5283846899328
balanced,20260812,97,1,1,1,109,2,1,1,319.902805738345
balanced,20260812,98,1,1,1,46,1,0,1,418.80075074398684
balanced,20260812,99,1,1,1,38,1,0,1,345.7561727059149
balanced,20260812,100,1,1,1,38,1,0,1,383.4596623579074
balanced,20260812,101,1,1,1,116,2,1,1,383.21180628305876
balanced,20260812,102,1,1,1,37,1,0,1,373.31799229035175
balanced,20260812,103,1,1,1,36,1,0,1,331.36670005181935
balanced,20260812,104,1,1,1,17,1,0,1,342.3149288997753
balanced,20260812,105,1,1,1,160,3,1,1,375.63292713603016
balanced,20260812,106,1,1,1,20,1,0,1,394.73985084546564
balanced,20260812,107,1,1,1,655,11,1,1,358.0291312790323
balanced,20260812,108,1,1,1,27,1,0,1,377.1709502882819
balanced,20260812,109,1,1,1,41,1,0,1,320.13323376200583
balanced,20260812,110,1,1,1,13,1,0,1,181.49747475777087
balanced,20260812,111,1,1,1,41,1,0,1,387.0294615186163
balanced,20260812,112,1,1,1,47,1,0,1,311.52823875056015
balanced,20260812,113,1,1,1,34,1,0,1,397.7014412041411
balanced,20260812,114,1,1,1,16,1,0,1,362.6696780355107
balanced,20260812,115,1,1,1,17,1,0,1,392.7025538380016
balanced,20260812,116,1,1,1,22,1,0,1,320.2597530131729
balanced,20260812,117,1,1,1,24,1,0,1,370.651701132769
balanced,20260812,118,1,1,1,45,1,0,1,395.7567076209075
balanced,20260812,119,1,1,1,114,2,1,1,315.30254287312334
balanced,20260812,120,1,1,1,29,1,0,1,309.99698307406715
balanced,20260812,121,1,1,1,44,1,0,1,356.83964524352393
balanced,20260812,122,1,1,1,28,1,0,1,342.30297215115786
balanced,20260812,123,1,1,1,36,1,0,1,407.54409361450223
balanced,20260812,124,1,1,1,24,1,0,1,337.2883026642484
balanced,20260812,125,1,1,1,34,1,0,1,399.6093371646509
balanced,20260812,126,1,1,1,23,1,0,1,337.7204770557595
balanced,20260812,127,1,1,1,29,1,0,1,378.2345324091849
balanced,20260813,0,1,1,1,259,4,1,1,349.9311516000427
balanced,20260813,1,1,1,1,30,1,0,1,321.1984073170287
balanced,20260813,2,1,1,1,23,1,0,1,397.57543228840905
balanced,20260813,3,1,1,1,21,1,0,1,294.03879410917034
balanced,20260813,4,1,1,1,27,1,0,1,338.2292360522222
balanced,20260813,5,1,1,1,129,2,1,1,263.5690255503285
balanced,20260813,6,1,1,1,29,1,0,1,363.9986353154242
balanced,20260813,7,1,1,1,19,1,0,1,322.22706879716213
balanced,20260813,8,1,1,1,25,1,0,1,343.57872197140046
balanced,20260813,9,1,1,1,132,2,1,1,414.95074410053996
balanced,20260813,10,1,1,1,258,4,1,1,368.39609812300307
balanced,20260813,11,1,1,1,30,1,0,1,263.79758398974
balanced,20260813,12,1,1,1,30,1,0,1,304.550657887391
balanced,20260813,13,1,1,1,21,1,0,1,335.3022522446897
balanced,20260813,14,1,1,1,125,2,1,1,395.1070083106933
balanced,20260813,15,1,1,1,117,2,1,1,330.7336079687972
balanced,20260813,16,1,1,1,62,1,0,1,366.83417420753267
balanced,20260813,17,1,1,1,31,1,0,1,398.40988922641657
balanced,20260813,18,1,1,1,45,1,0,1,287.5140629862135
balanced,20260813,19,1,1,1,24,1,0,1,388.3367400147191
balanced,20260813,20,1,1,1,258,4,1,1,347.0432388824624
balanced,20260813,21,1,1,1,44,1,0,1,398.57316820903765
balanced,20260813,22,1,1,1,24,1,0,1,329.32839236431755
balanced,20260813,23,1,1,1,35,1,0,1,354.51631612690585
balanced,20260813,24,1,1,1,37,1,0,1,315.89184971108915
balanced,20260813,25,1,1,1,59,1,0,1,424.0351392561671
balanced,20260813,26,1,1,1,14,1,0,1,282.0451285231401
balanced,20260813,27,1,1,1,28,1,0,1,279.3103704664742
balanced,20260813,28,1,1,1,28,1,0,1,304.4301267694177
balanced,20260813,29,1,1,1,305,5,1,1,352.0173330499033
balanced,20260813,30,1,1,1,34,1,0,1,386.940386025874
balanced,20260813,31,1,1,1,33,1,0,1,324.7598412733876
balanced,20260813,32,1,1,1,28,1,0,1,426.1593105894092
balanced,20260813,33,1,1,1,36,1,0,1,320.93044997295385
balanced,20260813,34,1,1,1,25,1,0,1,310.8506420983517
balanced,20260813,35,1,1,1,27,1,0,1,335.68379849429965
balanced,20260813,36,1,1,1,20,1,0,1,353.258955005414
balanced,20260813,37,1,1,1,24,1,0,1,254.37791531233654
balanced,20260813,38,1,1,1,38,1,0,1,418.77831860042926
balanced,20260813,39,1,1,1,18,1,0,1,343.01796423735107
balanced,20260813,40,1,1,1,47,1,0,1,363.1640692513466
balanced,20260813,41,1,1,1,32,1,0,1,347.57420175836415
balanced,20260813,42,1,1,1,17,1,0,1,280.96636813215787
balanced,20260813,43,1,1,1,117,2,1,1,271.8717181440985
balanced,20260813,44,1,1,1,17,1,0,1,329.26949587813056
balanced,20260813,45,1,1,1,574,10,1,1,339.9113004866065
balanced,20260813,46,1,1,1,19,1,0,1,272.58261784316204
balanced,20260813,47,1,1,1,20,1,0,1,306.8767418756181
balanced,20260813,48,1,1,1,28,1,0,1,432.5780940181603
balanced,20260813,49,1,1,1,44,1,0,1,374.7904783706736
balanced,20260813,50,1,1,1,36,1,0,1,350.84168803874195
balanced,20260813,51,1,1,1,46,1,0,1,261.3928486981134
balanced,20260813,52,1,1,1,18,1,0,1,313.4163697623837
balanced,20260813,53,1,1,1,119,2,1,1,382.4193092882675
balanced,20260813,54,1,1,1,38,1,0,1,313.517108074725
balanced,20260813,55,1,1,1,26,1,0,1,296.37684310327086
balanced,20260813,56,1,1,1,431,7,1,1,402.71415590903155
balanced,20260813,57,1,1,1,66,1,0,1,318.01620542458113
balanced,20260813,58,1,1,1,33,1,0,1,356.1786039085903
balanced,20260813,59,1,1,1,491,8,1,1,468.5352667285921
balanced,20260813,60,1,1,1,32,1,0,1,321.32110899227763
balanced,20260813,61,1,1,1,31,1,0,1,299.9959782897494
balanced,20260813,62,1,1,1,104,2,1,1,344.5753925764391
balanced,20260813,63,1,1,1,25,1,0,1,352.07792200635987
balanced,20260813,64,1,1,1,12,1,0,1,297.84309604971196
balanced,20260813,65,1,1,1,32,1,0,1,278.07488604877494
balanced,20260813,66,1,1,1,33,1,0,1,385.75122479737706
balanced,20260813,67,1,1,1,24,1,0,1,325.4582044545121
balanced,20260813,68,1,1,1,35,1,0,1,273.89382925035216
balanced,20260813,69,1,1,1,12,1,0,1,278.1157059356673
balanced,20260813,70,1,1,1,29,1,0,1,377.8963648298077
balanced,20260813,71,1,1,1,229,4,1,1,466.1227344262403
balanced,20260813,72,1,1,1,72,1,0,1,293.2092538680656
balanced,20260813,73,1,1,1,137,2,1,1,347.1904362696873
balanced,20260813,74,1,1,1,173,3,1,1,389.8264502277758
balanced,20260813,75,1,1,1,24,1,0,1,300.9322744196139
balanced,20260813,76,1,1,1,15,1,0,1,245.58704788078867
balanced,20260813,77,1,1,1,20,1,0,1,398.8820404582768
balanced,20260813,78,1,1,1,46,1,0,1,383.23265921029747
balanced,20260813,79,1,1,1,27,1,0,1,299.8938337697269
balanced,20260813,80,1,1,1,130,2,1,1,328.74958980456813
balanced,20260813,81,1,1,1,18,1,0,1,284.64075618560594
balanced,20260813,82,1,1,1,25,1,0,1,336.58449290037936
balanced,20260813,83,1,1,1,178,3,1,1,368.13517270304476
balanced,20260813,84,1,1,1,17,1,0,1,243.3408311989009
balanced,20260813,85,1,1,1,23,1,0,1,390.1603317323329
balanced,20260813,86,1,1,1,24,1,0,1,279.4739560874712
balanced,20260813,87,1,1,1,22,1,0,1,218.8582166341635
balanced,20260813,88,1,1,1,18,1,0,1,295.1622647573207
balanced,20260813,89,1,1,1,34,1,0,1,400.51813849270724
balanced,20260813,90,1,1,1,41,1,0,1,299.86636731604995
balanced,20260813,91,1,1,1,38,1,0,1,254.53740008639164
balanced,20260813,92,1,1,1,26,1,0,1,386.27623023830586
balanced,20260813,93,1,1,1,22,1,0,1,272.556107793052
balanced,20260813,94,1,1,1,33,1,0,1,311.81293046540657
balanced,20260813,95,1,1,1,49,1,0,1,377.0825218989321
balanced,20260813,96,1,1,1,33,1,0,1,348.8579747861179
balanced,20260813,97,1,1,1,136,2,1,1,433.12723825691444
balanced,20260813,98,1,1,1,35,1,0,1,363.06805901014314
balanced,20260813,99,1,1,1,23,1,0,1,346.3809746848733
balanced,20260813,100,1,1,1,27,1,0,1,360.3151147188121
balanced,20260813,101,1,1,1,17,1,0,1,298.26800153110685
balanced,20260813,102,1,1,1,43,1,0,1,349.9496794210485
balanced,20260813,103,1,1,1,44,1,0,1,373.3544009927977
balanced,20260813,104,1,1,1,31,1,0,1,350.3152875934755
balanced,20260813,105,1,1,1,112,2,1,1,343.1186801975963
balanced,20260813,106,1,1,1,24,1,0,1,314.1002467876954
balanced,20260813,107,1,1,1,50,1,0,1,454.02682802105255
balanced,20260813,108,1,1,1,34,1,0,1,245.1453988812899
balanced,20260813,109,0,1,0,980,16,0,0,
balanced,20260813,110,1,1,1,26,1,0,1,373.9778840621872
balanced,20260813,111,1,1,1,455,8,1,1,303.02833327751176
balanced,20260813,112,1,1,1,44,1,0,1,369.6379033484395
balanced,20260813,113,1,1,1,28,1,0,1,248.65034492039683
balanced,20260813,114,1,1,1,36,1,0,1,361.1384718093646
balanced,20260813,115,1,1,1,17,1,0,1,334.67963777807824
balanced,20260813,116,1,1,1,45,1,0,1,331.09658195762773
balanced,20260813,117,1,1,1,31,1,0,1,298.8472088796549
balanced,20260813,118,1,1,1,23,1,0,1,325.4434519014776
balanced,20260813,119,1,1,1,31,1,0,1,336.4570276536355
balanced,20260813,120,1,1,1,17,1,0,1,320.9872087872861
balanced,20260813,121,1,1,1,30,1,0,1,448.62924113499713
balanced,20260813,122,1,1,1,23,1,0,1,293.04571580544126
balanced,20260813,123,1,1,1,48,1,0,1,303.2341382017859
balanced,20260813,124,1,1,1,45,1,0,1,319.7205341663269
balanced,20260813,125,1,1,1,55,1,0,1,375.44985907941475
balanced,20260813,126,1,1,1,46,1,0,1,363.93036960579946
balanced,20260813,127,1,1,1,65,1,0,1,315.1010415064334
high_success,20260809,0,1,1,1,50,1,0,1,316.150507998773
high_success,20260809,1,1,1,1,54,1,0,1,295.8421562823993
high_success,20260809,2,1,1,1,49,1,0,1,376.9920874030173
high_success,20260809,3,1,1,1,50,1,0,1,411.0690501344702
high_success,20260809,4,1,1,1,77,1,0,1,316.859506003368
high_success,20260809,5,1,1,1,61,1,0,1,284.78755843446555
high_success,20260809,6,1,1,1,97,2,1,1,290.8862795278997
high_success,20260809,7,1,1,1,57,1,0,1,345.37354468468345
high_success,20260809,8,1,1,1,96,2,1,1,353.3943827468188
high_success,20260809,9,1,1,1,113,2,1,1,337.6555566732169
high_success,20260809,10,1,1,1,36,1,0,1,300.9064406211655
high_success,20260809,11,1,1,1,109,2,1,1,369.49244399825045
high_success,20260809,12,1,1,1,106,2,1,1,378.383950687313
high_success,20260809,13,1,1,1,477,8,1,1,462.0833092594942
high_success,20260809,14,1,1,1,74,1,0,1,345.5072850150399
high_success,20260809,15,1,1,1,109,2,1,1,344.4792779342199
high_success,20260809,16,1,1,1,106,2,1,1,416.9069244965026
high_success,20260809,17,1,1,1,116,2,1,1,340.0324543479306
high_success,20260809,18,1,1,1,367,6,1,1,480.13675174531954
high_success,20260809,19,1,1,1,55,1,0,1,357.5249128663397
high_success,20260809,20,1,1,1,99,2,1,1,291.7513747497878
high_success,20260809,21,1,1,1,43,1,0,1,274.81767044471906
high_success,20260809,22,1,1,1,108,2,1,1,322.68522182561094
high_success,20260809,23,1,1,1,112,2,1,1,379.7379039079678
high_success,20260809,24,1,1,1,63,1,0,1,302.67489240317093
high_success,20260809,25,1,1,1,110,2,1,1,245.84062319376295
high_success,20260809,26,1,1,1,64,1,0,1,368.44346496315643
high_success,20260809,27,1,1,1,106,2,1,1,272.99131908360266
high_success,20260809,28,1,1,1,280,5,1,1,338.26973088999637
high_success,20260809,29,1,1,1,37,1,0,1,361.0660008043983
high_success,20260809,30,1,1,1,45,1,0,1,334.80387685725094
high_success,20260809,31,1,1,1,54,1,0,1,281.4285332048003
high_success,20260809,32,1,1,1,68,1,0,1,355.35740079521946
high_success,20260809,33,1,1,1,71,1,0,1,347.96007531107284
high_success,20260809,34,1,1,1,219,4,1,1,357.4694933281322
high_success,20260809,35,1,1,1,117,2,1,1,414.9017858583601
high_success,20260809,36,1,1,1,113,2,1,1,413.991497947047
high_success,20260809,37,1,1,1,1066,18,1,1,375.90166586652606
high_success,20260809,38,1,1,1,121,2,1,1,413.8628949981056
high_success,20260809,39,1,1,1,35,1,0,1,346.645950385584
high_success,20260809,40,1,1,1,48,1,0,1,278.6305544268014
high_success,20260809,41,1,1,1,55,1,0,1,220.81232332305785
high_success,20260809,42,1,1,1,183,3,1,1,348.17049607957125
high_success,20260809,43,1,1,1,41,1,0,1,348.33280089578216
high_success,20260809,44,1,1,1,34,1,0,1,387.93090982489014
high_success,20260809,45,1,1,1,29,1,0,1,244.10550153708377
high_success,20260809,46,1,1,1,118,2,1,1,430.56729962244316
high_success,20260809,47,1,1,1,154,3,1,1,300.01492801363406
high_success,20260809,48,1,1,1,112,2,1,1,377.7454500939423
high_success,20260809,49,1,1,1,42,1,0,1,372.69263280380574
high_success,20260809,50,1,1,1,45,1,0,1,307.0209460082193
high_success,20260809,51,1,1,1,35,1,0,1,302.69024565728876
high_success,20260809,52,1,1,1,33,1,0,1,255.01196803964532
high_success,20260809,53,1,1,1,56,1,0,1,313.08784763895227
high_success,20260809,54,1,1,1,107,2,1,1,412.8174821688817
high_success,20260809,55,1,1,1,64,1,0,1,391.48906564653146
high_success,20260809,56,1,1,1,176,3,1,1,325.0559488778861
high_success,20260809,57,1,1,1,17,1,0,1,315.7211805205401
high_success,20260809,58,1,1,1,43,1,0,1,317.00908710413137
high_success,20260809,59,1,1,1,65,1,0,1,428.8830827790339
high_success,20260809,60,1,1,1,111,2,1,1,301.56852893963224
high_success,20260809,61,1,1,1,229,4,1,1,396.99775024913134
high_success,20260809,62,1,1,1,48,1,0,1,401.3753352709339
high_success,20260809,63,1,1,1,128,2,1,1,412.15507292145514
high_success,20260809,64,1,1,1,62,1,0,1,284.65331145204266
high_success,20260809,65,1,1,1,24,1,0,1,284.0163272597328
high_success,20260809,66,1,1,1,74,1,0,1,320.81288060526276
high_success,20260809,67,1,1,1,105,2,1,1,450.39138118882147
high_success,20260809,68,1,1,1,192,3,1,1,348.7469720331705
high_success,20260809,69,1,1,1,54,1,0,1,353.00652948684586
high_success,20260809,70,1,1,1,69,1,0,1,290.49033004110197
high_success,20260809,71,1,1,1,47,1,0,1,267.97486048301334
high_success,20260809,72,1,1,1,105,2,1,1,349.59750763204715
high_success,20260809,73,1,1,1,119,2,1,1,283.1554623235277
high_success,20260809,74,1,1,1,57,1,0,1,387.9874855651864
high_success,20260809,75,1,1,1,123,2,1,1,412.245938158712
high_success,20260809,76,1,1,1,50,1,0,1,397.1305695605759
high_success,20260809,77,1,1,1,99,2,1,1,347.60080791066207
high_success,20260809,78,1,1,1,100,2,1,1,295.9252053905493
high_success,20260809,79,1,1,1,42,1,0,1,270.8175975206705
high_success,20260809,80,1,1,1,115,2,1,1,380.40374020520085
high_success,20260809,81,1,1,1,37,1,0,1,402.7657631798756
high_success,20260809,82,1,1,1,98,2,1,1,312.4037230212386
high_success,20260809,83,1,1,1,64,1,0,1,372.7825107515174
high_success,20260809,84,1,1,1,111,2,1,1,411.61440529026436
high_success,20260809,85,1,1,1,34,1,0,1,223.69670432752292
high_success,20260809,86,1,1,1,78,1,0,1,412.1596308905322
high_success,20260809,87,1,1,1,171,3,1,1,321.36576945339345
high_success,20260809,88,1,1,1,30,1,0,1,330.74109469125915
high_success,20260809,89,1,1,1,35,1,0,1,382.9451424142334
high_success,20260809,90,1,1,1,46,1,0,1,370.29109898211834
high_success,20260809,91,1,1,1,233,4,1,1,485.3949279802032
high_success,20260809,92,1,1,1,105,2,1,1,331.6189028144149
high_success,20260809,93,1,1,1,43,1,0,1,294.1119317272283
high_success,20260809,94,1,1,1,40,1,0,1,351.03375147423196
high_success,20260809,95,1,1,1,24,1,0,1,344.74623244281975
high_success,20260809,96,1,1,1,37,1,0,1,308.73224184787404
high_success,20260809,97,1,1,1,117,2,1,1,379.4573697465472
high_success,20260809,98,1,1,1,55,1,0,1,321.77892080084104
high_success,20260809,99,1,1,1,104,2,1,1,306.4904972072877
high_success,20260809,100,1,1,1,102,2,1,1,350.4373976384833
high_success,20260809,101,1,1,1,105,2,1,1,321.19061946609963
high_success,20260809,102,1,1,1,33,1,0,1,230.96983702531816
high_success,20260809,103,1,1,1,56,1,0,1,422.3090402641789
high_success,20260809,104,1,1,1,55,1,0,1,281.5018680399602
high_success,20260809,105,1,1,1,119,2,1,1,426.1257354359191
high_success,20260809,106,1,1,1,52,1,0,1,290.5481698056984
high_success,20260809,107,1,1,1,112,2,1,1,311.76010852012644
high_success,20260809,108,1,1,1,137,2,1,1,365.9038456897733
high_success,20260809,109,1,1,1,49,1,0,1,363.5772414406199
high_success,20260809,110,1,1,1,169,3,1,1,479.7279096871564
high_success,20260809,111,1,1,1,50,1,0,1,370.80084185716714
high_success,20260809,112,1,1,1,122,2,1,1,361.5322558499053
high_success,20260809,113,1,1,1,36,1,0,1,271.6416502974638
high_success,20260809,114,1,1,1,470,8,1,1,360.7632206642122
high_success,20260809,115,1,1,1,33,1,0,1,276.4188833712093
high_success,20260809,116,1,1,1,109,2,1,1,340.77811960221123
high_success,20260809,117,1,1,1,109,2,1,1,419.54963349621175
high_success,20260809,118,1,1,1,75,1,0,1,327.4844959274664
high_success,20260809,119,1,1,1,75,1,0,1,302.2177009896234
high_success,20260809,120,1,1,1,287,5,1,1,293.2598992533241
high_success,20260809,121,1,1,1,115,2,1,1,465.0928012029778
high_success,20260809,122,1,1,1,37,1,0,1,283.98789769180485
high_success,20260809,123,1,1,1,42,1,0,1,418.95242141121133
high_success,20260809,124,1,1,1,118,2,1,1,333.93197127670703
high_success,20260809,125,1,1,1,55,1,0,1,360.5798427452356
high_success,20260809,126,1,1,1,34,1,0,1,370.35545532330787
high_success,20260809,127,1,1,1,40,1,0,1,367.958886298706
high_success,20260810,0,1,1,1,79,1,0,1,481.47777210069887
high_success,20260810,1,1,1,1,36,1,0,1,309.04388017571375
high_success,20260810,2,1,1,1,37,1,0,1,314.88502200173843
high_success,20260810,3,1,1,1,182,3,1,1,353.9056908881456
high_success,20260810,4,1,1,1,134,2,1,1,384.5816108762466
high_success,20260810,5,1,1,1,48,1,0,1,376.2521573820157
high_success,20260810,6,1,1,1,66,1,0,1,314.4803128312264
high_success,20260810,7,1,1,1,119,2,1,1,334.0312337061729
high_success,20260810,8,1,1,1,170,3,1,1,410.1333188541713
high_success,20260810,9,1,1,1,221,4,1,1,400.46717825585915
high_success,20260810,10,1,1,1,54,1,0,1,422.5043776597895
high_success,20260810,11,1,1,1,27,1,0,1,310.1666754338604
high_success,20260810,12,1,1,1,64,1,0,1,319.9507509102992
high_success,20260810,13,1,1,1,77,1,0,1,302.64376608609143
high_success,20260810,14,1,1,1,108,2,1,1,298.4314092906592
high_success,20260810,15,1,1,1,31,1,0,1,252.62795436019908
high_success,20260810,16,1,1,1,133,2,1,1,298.7414779931553
high_success,20260810,17,1,1,1,102,2,1,1,408.8726675973493
high_success,20260810,18,1,1,1,33,1,0,1,324.8603188768418
high_success,20260810,19,1,1,1,114,2,1,1,413.93723163280686
high_success,20260810,20,1,1,1,170,3,1,1,326.9828909787338
high_success,20260810,21,1,1,1,34,1,0,1,293.2766805129858
high_success,20260810,22,1,1,1,42,1,0,1,300.44596591051925
high_success,20260810,23,1,1,1,172,3,1,1,364.9729736776376
high_success,20260810,24,1,1,1,38,1,0,1,329.40740687148184
high_success,20260810,25,1,1,1,102,2,1,1,362.3792411478169
high_success,20260810,26,1,1,1,46,1,0,1,454.9033375519107
high_success,20260810,27,1,1,1,71,1,0,1,359.53289445473746
high_success,20260810,28,1,1,1,30,1,0,1,382.2633596771818
high_success,20260810,29,1,1,1,182,3,1,1,329.53295071902664
high_success,20260810,30,1,1,1,56,1,0,1,316.8858096154092
high_success,20260810,31,1,1,1,135,2,1,1,311.6635102448413
high_success,20260810,32,1,1,1,53,1,0,1,336.8729348425182
high_success,20260810,33,1,1,1,123,2,1,1,361.8619357840276
high_success,20260810,34,1,1,1,117,2,1,1,446.2644175823433
high_success,20260810,35,1,1,1,285,5,1,1,273.0382634158195
high_success,20260810,36,1,1,1,53,1,0,1,250.8665973388951
high_success,20260810,37,1,1,1,59,1,0,1,267.53696967202205
high_success,20260810,38,1,1,1,53,1,0,1,229.84136838532922
high_success,20260810,39,1,1,1,102,2,1,1,324.2111113507683
high_success,20260810,40,1,1,1,40,1,0,1,326.0938743027125
high_success,20260810,41,1,1,1,47,1,0,1,414.1220672936548
high_success,20260810,42,1,1,1,77,1,0,1,313.781327162606
high_success,20260810,43,1,1,1,64,1,0,1,262.60925398697077
high_success,20260810,44,1,1,1,45,1,0,1,255.72671260162355
high_success,20260810,45,1,1,1,406,7,1,1,363.0352069008299
high_success,20260810,46,1,1,1,101,2,1,1,437.0346116964404
high_success,20260810,47,1,1,1,33,1,0,1,342.78686840627927
high_success,20260810,48,1,1,1,237,4,1,1,437.8510322984505
high_success,20260810,49,1,1,1,76,1,0,1,448.08846717470544
high_success,20260810,50,1,1,1,55,1,0,1,395.7961896283625
high_success,20260810,51,1,1,1,80,1,0,1,297.52844471568017
high_success,20260810,52,1,1,1,35,1,0,1,296.87532721841785
high_success,20260810,53,1,1,1,43,1,0,1,301.34068782367393
high_success,20260810,54,1,1,1,111,2,1,1,332.5778270436096
high_success,20260810,55,1,1,1,109,2,1,1,363.0354105325575
high_success,20260810,56,1,1,1,60,1,0,1,331.9440597036099
high_success,20260810,57,1,1,1,49,1,0,1,311.7728096435494
high_success,20260810,58,1,1,1,139,2,1,1,374.7382704206857
high_success,20260810,59,1,1,1,75,1,0,1,356.13584076258337
high_success,20260810,60,1,1,1,546,9,1,1,352.88977024211886
high_success,20260810,61,1,1,1,114,2,1,1,429.8016892800439
high_success,20260810,62,1,1,1,117,2,1,1,369.68287716787245
high_success,20260810,63,1,1,1,53,1,0,1,288.20036780516136
high_success,20260810,64,1,1,1,26,1,0,1,346.8799249825793
high_success,20260810,65,1,1,1,131,2,1,1,385.0217409706862
high_success,20260810,66,1,1,1,69,1,0,1,325.4911188082316
high_success,20260810,67,1,1,1,40,1,0,1,377.30150944445603
high_success,20260810,68,1,1,1,170,3,1,1,369.2061704712322
high_success,20260810,69,1,1,1,37,1,0,1,369.11869570514153
high_success,20260810,70,1,1,1,226,4,1,1,476.1246533791149
high_success,20260810,71,1,1,1,106,2,1,1,374.8179136462761
high_success,20260810,72,1,1,1,69,1,0,1,330.7976878621055
high_success,20260810,73,1,1,1,109,2,1,1,373.41741947891063
high_success,20260810,74,1,1,1,291,5,1,1,405.14488261985093
high_success,20260810,75,1,1,1,56,1,0,1,312.12695170219
high_success,20260810,76,1,1,1,30,1,0,1,383.3539885794074
high_success,20260810,77,1,1,1,112,2,1,1,401.2254323164161
high_success,20260810,78,1,1,1,101,2,1,1,377.9266729187573
high_success,20260810,79,1,1,1,76,1,0,1,442.7207063561003
high_success,20260810,80,1,0,0,68,1,0,1,438.1456061464654
high_success,20260810,81,1,1,1,543,9,1,1,403.4748641600306
high_success,20260810,82,1,1,1,71,1,0,1,379.3965932517508
high_success,20260810,83,1,1,1,40,1,0,1,374.1675138213759
high_success,20260810,84,1,1,1,117,2,1,1,384.9236891632781
high_success,20260810,85,1,1,1,70,1,0,1,317.79594810637764
high_success,20260810,86,1,1,1,43,1,0,1,358.18813971257424
high_success,20260810,87,1,1,1,126,2,1,1,394.8517439135003
high_success,20260810,88,1,1,1,21,1,0,1,277.4466289485322
high_success,20260810,89,1,1,1,35,1,0,1,337.70771190579063
high_success,20260810,90,1,1,1,224,4,1,1,374.78636109249067
high_success,20260810,91,1,1,1,276,5,1,1,404.02655543807384
high_success,20260810,92,1,1,1,170,3,1,1,370.8172598009853
high_success,20260810,93,1,1,1,114,2,1,1,358.9843934074316
high_success,20260810,94,1,1,1,218,4,1,1,401.77173873986584
high_success,20260810,95,1,1,1,36,1,0,1,338.4692831578903
high_success,20260810,96,1,1,1,112,2,1,1,338.34795378474746
high_success,20260810,97,1,1,1,31,1,0,1,325.3325524995467
high_success,20260810,98,1,1,1,116,2,1,1,376.5058026741401
high_success,20260810,99,1,1,1,52,1,0,1,314.6359105696715
high_success,20260810,100,1,1,1,49,1,0,1,340.4576687957615
high_success,20260810,101,1,1,1,123,2,1,1,408.4560342044556
