configuration,sample_seed,shot,syndrome_converged,logical_action_match,logically_correct,iterations,relay_legs,rescued_beyond_first_leg,valid_solutions,selected_solution_weight
balanced,20260809,60,1,1,1,30,1,0,1,331.04892371412643
balanced,20260809,61,1,1,1,247,4,1,1,419.521480659494
balanced,20260809,62,1,1,1,28,1,0,1,414.8972389588573
balanced,20260809,63,1,1,1,37,1,0,1,385.642096417405
balanced,20260809,64,1,1,1,23,1,0,1,278.7770616951118
balanced,20260809,65,1,1,1,31,1,0,1,298.46332625844525
balanced,20260809,66,1,1,1,22,1,0,1,310.05971627856
balanced,20260809,67,1,1,1,31,1,0,1,428.84117822222026
balanced,20260809,68,1,1,1,20,1,0,1,290.45936733726637
balanced,20260809,69,1,1,1,35,1,0,1,355.31448491275955
balanced,20260809,70,1,1,1,32,1,0,1,324.2738142332343
balanced,20260809,71,1,1,1,19,1,0,1,253.9745954435926
balanced,20260809,72,1,1,1,30,1,0,1,345.2601536845826
balanced,20260809,73,1,1,1,16,1,0,1,272.94166483059627
balanced,20260809,74,1,1,1,30,1,0,1,393.94997139003056
balanced,20260809,75,1,1,1,104,2,1,1,379.9423287006333
balanced,20260809,76,1,1,1,30,1,0,1,386.90030226549425
balanced,20260809,77,1,1,1,27,1,0,1,335.72277966329
balanced,20260809,78,1,1,1,120,2,1,1,334.84901268840355
balanced,20260809,79,1,1,1,16,1,0,1,273.0699800584164
balanced,20260809,80,1,1,1,29,1,0,1,390.7174692338731
balanced,20260809,81,1,1,1,20,1,0,1,363.0386420998793
balanced,20260809,82,1,1,1,30,1,0,1,303.2887316188873
balanced,20260809,83,1,1,1,34,1,0,1,363.06592510765
balanced,20260809,84,1,1,1,27,1,0,1,357.15246147857147
balanced,20260809,85,1,1,1,29,1,0,1,257.4272679986892
balanced,20260809,86,1,1,1,50,1,0,1,338.1824667100422
balanced,20260809,87,1,1,1,162,3,1,1,322.8378844463758
balanced,20260809,88,1,1,1,42,1,0,1,377.6572523052703
balanced,20260809,89,1,1,1,32,1,0,1,366.4414296001787
balanced,20260809,90,1,1,1,16,1,0,1,311.677600028673
balanced,20260809,91,1,1,1,524,9,1,1,507.0068833867473
balanced,20260809,92,1,1,1,26,1,0,1,343.5577990850549
balanced,20260809,93,1,1,1,31,1,0,1,300.4789985779083
balanced,20260809,94,1,1,1,33,1,0,1,362.5856886511678
balanced,20260809,95,1,1,1,18,1,0,1,339.04132144161815
balanced,20260809,96,1,1,1,16,1,0,1,300.6408532896441
balanced,20260809,97,1,1,1,345,6,1,1,417.980230749307
balanced,20260809,98,1,1,1,25,1,0,1,326.960255386557
balanced,20260809,99,1,1,1,44,1,0,1,326.94040353973685
balanced,20260809,100,1,1,1,161,3,1,1,399.8671233225304
balanced,20260809,101,1,1,1,18,1,0,1,309.140936455733
balanced,20260809,102,1,1,1,113,2,1,1,251.44306191146518
balanced,20260809,103,1,1,1,54,1,0,1,410.70648991171845
balanced,20260809,104,1,1,1,18,1,0,1,295.380544476776
balanced,20260809,105,1,1,1,58,1,0,1,391.04841419798083
balanced,20260809,106,1,1,1,35,1,0,1,302.2556580886102
balanced,20260809,107,1,1,1,133,2,1,1,356.0995573300848
balanced,20260809,108,1,1,1,228,4,1,1,366.3840904689731
balanced,20260809,109,1,1,1,34,1,0,1,379.0741094134602
balanced,20260809,110,1,1,1,49,1,0,1,413.1985613690827
balanced,20260809,111,1,1,1,54,1,0,1,404.2715570445873
balanced,20260809,112,1,1,1,48,1,0,1,329.8719165750861
balanced,20260809,113,1,1,1,26,1,0,1,276.2851926126827
balanced,20260809,114,1,1,1,20,1,0,1,349.97869022261057
balanced,20260809,115,1,1,1,19,1,0,1,261.4680266731877
balanced,20260809,116,1,1,1,34,1,0,1,334.35677903390723
balanced,20260809,117,1,1,1,120,2,1,1,419.127855815928
balanced,20260809,118,1,1,1,18,1,0,1,344.0011686597601
balanced,20260809,119,1,1,1,28,1,0,1,293.7021099222694
balanced,20260809,120,1,1,1,20,1,0,1,285.0630681786598
balanced,20260809,121,1,1,1,29,1,0,1,463.4497246426643
balanced,20260809,122,1,1,1,33,1,0,1,323.65360269006106
balanced,20260809,123,1,1,1,29,1,0,1,403.87720113420835
balanced,20260809,124,1,1,1,440,7,1,1,350.3179562433677
balanced,20260809,125,1,1,1,61,1,0,1,354.7803852639372
balanced,20260809,126,1,1,1,25,1,0,1,354.90696138202713
balanced,20260809,127,1,1,1,38,1,0,1,369.43141632645563
balanced,20260810,0,1,1,1,50,1,0,1,502.49721104526446
balanced,20260810,1,1,1,1,50,1,0,1,319.08627542985323
balanced,20260810,2,1,1,1,34,1,0,1,333.84935737985114
balanced,20260810,3,1,1,1,63,1,0,1,348.1625220704026
balanced,20260810,4,1,1,1,109,2,1,1,367.39040561063484
balanced,20260810,5,1,1,1,26,1,0,1,381.153274841904
balanced,20260810,6,1,1,1,33,1,0,1,322.41231137976
balanced,20260810,7,1,1,1,117,2,1,1,339.54945456192297
balanced,20260810,8,1,1,1,41,1,0,1,403.7327931923545
balanced,20260810,9,1,1,1,178,3,1,1,413.17602964338323
balanced,20260810,10,1,1,1,21,1,0,1,390.5269860841997
balanced,20260810,11,1,1,1,44,1,0,1,328.14111163253386
balanced,20260810,12,1,1,1,23,1,0,1,309.88896537221774
balanced,20260810,13,1,1,1,28,1,0,1,308.7297321968356
balanced,20260810,14,1,1,1,21,1,0,1,292.0137652710964
balanced,20260810,15,1,1,1,40,1,0,1,339.24973309515616
balanced,20260810,16,1,1,1,24,1,0,1,270.0420088370274
balanced,20260810,17,1,1,1,13,1,0,1,381.6427260802042
balanced,20260810,18,1,1,1,18,1,0,1,299.6085724802879
balanced,20260810,19,1,1,1,36,1,0,1,368.8315699259588
balanced,20260810,20,1,1,1,35,1,0,1,323.12511019006047
balanced,20260810,21,1,1,1,30,1,0,1,296.4717643378872
balanced,20260810,22,1,1,1,33,1,0,1,273.4804678591191
balanced,20260810,23,1,1,1,28,1,0,1,351.1825132953932
balanced,20260810,24,1,1,1,26,1,0,1,349.4407365165133
balanced,20260810,25,1,1,1,45,1,0,1,407.60111912158175
balanced,20260810,26,1,1,1,66,1,0,1,455.28849804885164
balanced,20260810,27,1,1,1,25,1,0,1,382.17007459500917
balanced,20260810,28,1,1,1,15,1,0,1,398.52242230150136
balanced,20260810,29,1,1,1,126,2,1,1,337.72514575306855
balanced,20260810,30,1,1,1,21,1,0,1,248.57562665168305
balanced,20260810,31,1,1,1,69,1,0,1,322.96210429496466
balanced,20260810,32,1,1,1,16,1,0,1,388.1751902535789
balanced,20260810,33,1,1,1,47,1,0,1,439.3346654948589
balanced,20260810,34,1,1,1,20,1,0,1,402.1761809856231
balanced,20260810,35,1,1,1,36,1,0,1,263.76366473461053
balanced,20260810,36,1,1,1,37,1,0,1,247.66362282152159
balanced,20260810,37,1,1,1,21,1,0,1,273.0842234902355
balanced,20260810,38,1,1,1,16,1,0,1,232.0928665866565
balanced,20260810,39,1,1,1,23,1,0,1,311.1790682404327
balanced,20260810,40,1,1,1,33,1,0,1,339.1082961229702
balanced,20260810,41,1,1,1,20,1,0,1,432.7248528330902
balanced,20260810,42,1,1,1,18,1,0,1,313.7804428261875
balanced,20260810,43,1,1,1,14,1,0,1,273.66490937024776
balanced,20260810,44,1,1,1,22,1,0,1,260.17455082985055
balanced,20260810,45,1,1,1,430,7,1,1,360.88183333398666
balanced,20260810,46,1,1,1,18,1,0,1,366.97673023523055
balanced,20260810,47,1,1,1,22,1,0,1,342.8523414560916
balanced,20260810,48,1,1,1,129,2,1,1,395.49588217723164
balanced,20260810,49,1,1,1,31,1,0,1,470.7772840558175
balanced,20260810,50,1,1,1,308,5,1,1,452.88876445072606
balanced,20260810,51,1,1,1,364,6,1,1,304.1668453408929
balanced,20260810,52,1,1,1,36,1,0,1,292.7506541601039
balanced,20260810,53,1,1,1,37,1,0,1,326.72724854792114
balanced,20260810,54,1,1,1,28,1,0,1,324.24686502327734
balanced,20260810,55,1,1,1,110,2,1,1,345.0508594501022
balanced,20260810,56,1,1,1,11,1,0,1,329.64955882880326
balanced,20260810,57,1,1,1,29,1,0,1,314.855744819478
balanced,20260810,58,1,1,1,619,10,1,1,393.87377888446616
balanced,20260810,59,1,1,1,19,1,0,1,335.1119373839855
balanced,20260810,60,1,1,1,367,6,1,1,381.01843214094004
balanced,20260810,61,1,1,1,51,1,0,1,384.1582002591374
balanced,20260810,62,1,1,1,17,1,0,1,357.1627484002779
balanced,20260810,63,1,1,1,34,1,0,1,308.7777434379728
balanced,20260810,64,1,1,1,34,1,0,1,358.35719165376827
balanced,20260810,65,1,1,1,47,1,0,1,363.0432324967421
balanced,20260810,66,1,1,1,31,1,0,1,307.32101096042214
balanced,20260810,67,1,1,1,27,1,0,1,384.68736673372445
balanced,20260810,68,1,1,1,162,3,1,1,355.9352543997918
balanced,20260810,69,1,1,1,113,2,1,1,375.8819997757764
balanced,20260810,70,1,1,1,25,1,0,1,433.5208307549157
balanced,20260810,71,1,1,1,31,1,0,1,336.7533139896732
balanced,20260810,72,1,1,1,43,1,0,1,310.2234092341623
balanced,20260810,73,1,1,1,102,2,1,1,353.6692118498463
balanced,20260810,74,1,1,1,43,1,0,1,401.2858387074041
balanced,20260810,75,1,1,1,50,1,0,1,324.13404739487135
balanced,20260810,76,1,1,1,23,1,0,1,391.9725536314147
balanced,20260810,77,1,1,1,23,1,0,1,393.7124496750945
balanced,20260810,78,1,1,1,116,2,1,1,374.80335415336606
balanced,20260810,79,1,1,1,317,5,1,1,467.3834863630699
balanced,20260810,80,1,1,1,186,3,1,1,468.7299889820115
balanced,20260810,81,1,1,1,57,1,0,1,380.6844122033713
balanced,20260810,82,1,1,1,42,1,0,1,386.27129450147584
balanced,20260810,83,1,1,1,25,1,0,1,334.8051483298557
balanced,20260810,84,1,1,1,44,1,0,1,375.9310045884768
balanced,20260810,85,1,1,1,23,1,0,1,317.8474096116789
balanced,20260810,86,1,1,1,54,1,0,1,372.93033090595804
balanced,20260810,87,1,1,1,42,1,0,1,361.0139855623321
balanced,20260810,88,1,1,1,25,1,0,1,275.7587636331284
balanced,20260810,89,1,1,1,21,1,0,1,337.70771190579063
balanced,20260810,90,1,1,1,26,1,0,1,378.4694595345113
balanced,20260810,91,1,1,1,618,10,1,1,378.9988369839565
balanced,20260810,92,1,1,1,17,1,0,1,357.7294501982791
balanced,20260810,93,1,1,1,26,1,0,1,355.6940944962528
balanced,20260810,94,1,1,1,47,1,0,1,383.5899170816034
balanced,20260810,95,1,1,1,54,1,0,1,334.50434369585696
balanced,20260810,96,1,1,1,23,1,0,1,340.5832031091288
balanced,20260810,97,1,1,1,40,1,0,1,334.7190444299579
balanced,20260810,98,1,1,1,33,1,0,1,457.0496719417851
balanced,20260810,99,1,1,1,39,1,0,1,372.04870729193954
balanced,20260810,100,1,1,1,18,1,0,1,365.2936732462871
balanced,20260810,101,1,1,1,238,4,1,1,454.4985935865019
balanced,20260810,102,1,1,1,23,1,0,1,335.99578813258216
balanced,20260810,103,1,1,1,37,1,0,1,396.3706190417895
balanced,20260810,104,1,1,1,62,1,0,1,316.18319336089365
balanced,20260810,105,1,1,1,122,2,1,1,335.46372952776915
balanced,20260810,106,1,1,1,102,2,1,1,299.67054548016336
balanced,20260810,107,1,1,1,238,4,1,1,485.37157856072145
balanced,20260810,108,1,1,1,75,1,0,1,348.82497823704784
balanced,20260810,109,1,1,1,26,1,0,1,386.3130395759481
balanced,20260810,110,1,1,1,132,2,1,1,411.16075928144755
balanced,20260810,111,1,1,1,307,5,1,1,388.6953316811241
balanced,20260810,112,1,1,1,20,1,0,1,312.0021857091162
balanced,20260810,113,1,1,1,27,1,0,1,284.41383120031895
balanced,20260810,114,1,1,1,24,1,0,1,287.96351552182637
balanced,20260810,115,1,1,1,28,1,0,1,452.704581223363
balanced,20260810,116,1,1,1,21,1,0,1,303.6337049253732
balanced,20260810,117,1,1,1,19,1,0,1,309.4625952148559
balanced,20260810,118,1,1,1,22,1,0,1,404.73965642984615
balanced,20260810,119,1,1,1,22,1,0,1,334.8824843170258
balanced,20260810,120,1,1,1,161,3,1,1,463.46220535913295
balanced,20260810,121,1,1,1,24,1,0,1,408.3094381638691
balanced,20260810,122,1,1,1,20,1,0,1,269.880330374349
balanced,20260810,123,1,1,1,22,1,0,1,271.9414818441023
balanced,20260810,124,1,1,1,34,1,0,1,405.9155659010146
balanced,20260810,125,1,1,1,30,1,0,1,305.0931984546422
balanced,20260810,126,1,1,1,77,1,0,1,405.9638843931541
balanced,20260810,127,1,1,1,31,1,0,1,356.2425807154525
balanced,20260811,0,1,1,1,16,1,0,1,268.4099853823129
balanced,20260811,1,1,1,1,26,1,0,1,346.0440848582283
balanced,20260811,2,1,1,1,17,1,0,1,298.59105050714606
balanced,20260811,3,1,1,1,33,1,0,1,341.9062094430152
balanced,20260811,4,1,1,1,24,1,0,1,310.144580346704
balanced,20260811,5,1,1,1,36,1,0,1,337.53348554432023
balanced,20260811,6,1,1,1,27,1,0,1,285.0249958991975
balanced,20260811,7,1,1,1,29,1,0,1,370.46398150017615
balanced,20260811,8,1,1,1,24,1,0,1,250.36298374970147
balanced,20260811,9,1,1,1,55,1,0,1,276.894902302146
balanced,20260811,10,1,1,1,19,1,0,1,379.24179635321434
balanced,20260811,11,1,1,1,37,1,0,1,380.29612669288656
balanced,20260811,12,1,1,1,40,1,0,1,308.87711623578684
balanced,20260811,13,1,1,1,19,1,0,1,389.7371157082861
balanced,20260811,14,1,1,1,22,1,0,1,298.0035701712604
balanced,20260811,15,1,1,1,27,1,0,1,352.2146639671643
balanced,20260811,16,1,1,1,32,1,0,1,320.3868593020909
balanced,20260811,17,1,1,1,25,1,0,1,328.3803319394158
balanced,20260811,18,1,1,1,26,1,0,1,313.1791949162632
balanced,20260811,19,1,1,1,12,1,0,1,349.3068650983686
balanced,20260811,20,1,1,1,33,1,0,1,383.47641805762953
balanced,20260811,21,1,1,1,116,2,1,1,349.39841892355446
balanced,20260811,22,1,1,1,26,1,0,1,346.45236781633423
balanced,20260811,23,1,1,1,12,1,0,1,396.09518539861455
balanced,20260811,24,1,1,1,43,1,0,1,289.5408566636942
balanced,20260811,25,1,1,1,38,1,0,1,355.0731787583196
balanced,20260811,26,1,1,1,965,16,1,1,271.23676404114093
balanced,20260811,27,1,1,1,41,1,0,1,318.5075931560136
balanced,20260811,28,1,1,1,48,1,0,1,386.14033923900104
balanced,20260811,29,1,1,1,14,1,0,1,224.3826823337472
balanced,20260811,30,1,1,1,124,2,1,1,340.09004408901075
balanced,20260811,31,1,1,1,41,1,0,1,378.162235264782
balanced,20260811,32,1,1,1,12,1,0,1,215.00474153107203
balanced,20260811,33,1,1,1,110,2,1,1,362.12480711348127
balanced,20260811,34,1,1,1,18,1,0,1,333.7492319753178
balanced,20260811,35,1,1,1,19,1,0,1,263.2351755070142
balanced,20260811,36,1,1,1,45,1,0,1,298.3208713755464
balanced,20260811,37,1,1,1,28,1,0,1,399.0062715217257
balanced,20260811,38,1,1,1,54,1,0,1,287.73910624103246
balanced,20260811,39,1,1,1,129,2,1,1,417.66101274591654
balanced,20260811,40,1,1,1,19,1,0,1,392.4691886578542
balanced,20260811,41,1,1,1,106,2,1,1,402.44999398766424
balanced,20260811,42,1,1,1,479,8,1,1,428.49477162371943
balanced,20260811,43,1,1,1,22,1,0,1,313.51326092239094
balanced,20260811,44,1,1,1,29,1,0,1,336.1529613281305
balanced,20260811,45,1,1,1,36,1,0,1,322.79054258183567
balanced,20260811,46,1,1,1,26,1,0,1,254.5864312637279
balanced,20260811,47,1,1,1,29,1,0,1,255.37491213138046
balanced,20260811,48,1,1,1,20,1,0,1,304.5140835364925
balanced,20260811,49,1,1,1,34,1,0,1,454.08362411958126
balanced,20260811,50,1,1,1,138,2,1,1,358.35014779166596
balanced,20260811,51,1,1,1,74,1,0,1,438.7788733386483
balanced,20260811,52,1,1,1,34,1,0,1,391.5077297650133
balanced,20260811,53,1,1,1,43,1,0,1,314.5338378780973
balanced,20260811,54,1,1,1,32,1,0,1,289.3392497497555
balanced,20260811,55,1,1,1,20,1,0,1,292.50152611366485
balanced,20260811,56,1,1,1,31,1,0,1,419.86043994506076
balanced,20260811,57,1,1,1,31,1,0,1,356.7090761697151
balanced,20260811,58,1,1,1,101,2,1,1,327.4378024261945
balanced,20260811,59,1,1,1,28,1,0,1,365.01040690344985
balanced,20260811,60,1,1,1,28,1,0,1,377.2088838623064
balanced,20260811,61,1,1,1,405,7,1,1,326.49913972844183
balanced,20260811,62,1,1,1,25,1,0,1,350.75247858914923
balanced,20260811,63,1,1,1,46,1,0,1,433.3790079432776
balanced,20260811,64,1,1,1,50,1,0,1,350.6716607031354
balanced,20260811,65,1,1,1,29,1,0,1,399.1279519410133
balanced,20260811,66,1,1,1,35,1,0,1,355.47978874140875
balanced,20260811,67,1,1,1,27,1,0,1,343.50918667537564
balanced,20260811,68,1,1,1,18,1,0,1,327.39705920294324
balanced,20260811,69,1,1,1,28,1,0,1,355.52472390107096
balanced,20260811,70,1,1,1,48,1,0,1,383.0416072586699
balanced,20260811,71,1,1,1,52,1,0,1,328.4500041533661
balanced,20260811,72,1,1,1,26,1,0,1,360.43281541075726
balanced,20260811,73,1,1,1,29,1,0,1,329.17559020234796
balanced,20260811,74,1,1,1,23,1,0,1,341.16384852442735
balanced,20260811,75,1,1,1,23,1,0,1,354.9349772789574
balanced,20260811,76,1,1,1,29,1,0,1,304.56853799789
balanced,20260811,77,1,1,1,12,1,0,1,233.3446944862225
balanced,20260811,78,1,1,1,18,1,0,1,347.3510766392733
balanced,20260811,79,1,1,1,28,1,0,1,295.9087803029147
balanced,20260811,80,1,1,1,19,1,0,1,368.60845641319315
balanced,20260811,81,1,1,1,26,1,0,1,315.54788804295686
balanced,20260811,82,1,1,1,43,1,0,1,339.6461705996305
balanced,20260811,83,1,1,1,24,1,0,1,376.6489398256998
balanced,20260811,84,1,1,1,34,1,0,1,347.47073959380543
balanced,20260811,85,1,1,1,26,1,0,1,368.4111071280349
balanced,20260811,86,1,1,1,21,1,0,1,371.45916373392015
balanced,20260811,87,1,1,1,22,1,0,1,332.69635528423316
balanced,20260811,88,1,1,1,880,15,1,1,362.7411293753963
balanced,20260811,89,1,1,1,296,5,1,1,431.0421105658183
balanced,20260811,90,1,1,1,19,1,0,1,248.5390381696219
balanced,20260811,91,1,1,1,26,1,0,1,325.97872445829364
balanced,20260811,92,1,1,1,20,1,0,1,344.0726973434448
balanced,20260811,93,1,1,1,39,1,0,1,342.14692708559517
balanced,20260811,94,1,1,1,35,1,0,1,390.64242576667743
balanced,20260811,95,1,1,1,24,1,0,1,366.0463554212187
balanced,20260811,96,1,1,1,53,1,0,1,312.40196883544706
balanced,20260811,97,1,1,1,35,1,0,1,321.65807455359396
balanced,20260811,98,1,1,1,40,1,0,1,350.4627587480217
balanced,20260811,99,1,1,1,25,1,0,1,393.1045969814098
balanced,20260811,100,1,1,1,22,1,0,1,320.0218523209311
balanced,20260811,101,1,1,1,41,1,0,1,310.3605661874101
balanced,20260811,102,1,1,1,20,1,0,1,342.71146874002136
balanced,20260811,103,1,1,1,517,9,1,1,446.6647168290747
balanced,20260811,104,1,1,1,195,3,1,1,290.34640460723324
balanced,20260811,105,1,1,1,24,1,0,1,387.1453837982566
balanced,20260811,106,1,1,1,41,1,0,1,312.11519189307097
balanced,20260811,107,1,1,1,10,1,0,1,205.6180083746308
balanced,20260811,108,1,1,1,29,1,0,1,303.60055109270354
balanced,20260811,109,1,1,1,58,1,0,1,340.0409368398708
balanced,20260811,110,1,1,1,38,1,0,1,316.1812097376424
balanced,20260811,111,1,1,1,38,1,0,1,409.76875425245396
balanced,20260811,112,1,1,1,29,1,0,1,345.45353935025344
balanced,20260811,113,1,1,1,29,1,0,1,344.4878958561114
balanced,20260811,114,1,1,1,32,1,0,1,277.2171984072662
balanced,20260811,115,1,1,1,60,1,0,1,382.4102726353649
balanced,20260811,116,1,1,1,33,1,0,1,394.8168550562574
balanced,20260811,117,1,1,1,44,1,0,1,329.0796873900657
balanced,20260811,118,1,1,1,26,1,0,1,344.3935691795101
balanced,20260811,119,1,1,1,13,1,0,1,320.01956260793014
balanced,20260811,120,1,1,1,34,1,0,1,356.61174448334054
balanced,20260811,121,1,1,1,28,1,0,1,338.7521528407234
balanced,20260811,122,1,1,1,19,1,0,1,391.783992267762
balanced,20260811,123,1,1,1,26,1,0,1,285.8174063479526
balanced,20260811,124,1,1,1,22,1,0,1,304.54982036433637
balanced,20260811,125,1,1,1,165,3,1,1,391.1146290835929
balanced,20260811,126,1,1,1,18,1,0,1,271.45392278510127
balanced,20260811,127,1,1,1,19,1,0,1,341.1770092080748
balanced,20260812,0,1,1,1,20,1,0,1,436.5197715002364
balanced,20260812,1,1,1,1,18,1,0,1,306.6642146765293
balanced,20260812,2,1,1,1,21,1,0,1,227.07702204659108
balanced,20260812,3,1,1,1,117,2,1,1,303.04175216212366
balanced,20260812,4,1,1,1,49,1,0,1,285.64027079600805
balanced,20260812,5,1,1,1,21,1,0,1,295.2370915150707
balanced,20260812,6,1,1,1,28,1,0,1,312.2084790000639
balanced,20260812,7,1,1,1,33,1,0,1,376.9105464849191
balanced,20260812,8,1,1,1,33,1,0,1,274.3366256979524
balanced,20260812,9,1,1,1,35,1,0,1,315.3349581098211
balanced,20260812,10,1,1,1,19,1,0,1,346.36567468816867
balanced,20260812,11,1,1,1,28,1,0,1,338.1028561336176
balanced,20260812,12,1,1,1,43,1,0,1,370.30047666831763
balanced,20260812,13,1,1,1,29,1,0,1,294.595644590318
balanced,20260812,14,1,1,1,28,1,0,1,371.262768556567
balanced,20260812,15,1,1,1,220,4,1,1,479.2347464755894
balanced,20260812,16,1,1,1,31,1,0,1,420.2375896584432
balanced,20260812,17,1,1,1,43,1,0,1,326.85694294431363
balanced,20260812,18,1,1,1,22,1,0,1,356.76369007373313
balanced,20260812,19,1,1,1,18,1,0,1,268.67289583081913
balanced,20260812,20,1,1,1,155,3,1,1,310.5360667580271
balanced,20260812,21,1,1,1,23,1,0,1,289.535760985581
balanced,20260812,22,1,1,1,35,1,0,1,374.17446781399747
balanced,20260812,23,1,1,1,53,1,0,1,339.9837202705264
balanced,20260812,24,1,1,1,25,1,0,1,368.78207766784817
balanced,20260812,25,1,1,1,25,1,0,1,363.95000408929667
balanced,20260812,26,1,1,1,116,2,1,1,362.0355881261344
balanced,20260812,27,1,1,1,45,1,0,1,370.4246912508262
balanced,20260812,28,1,1,1,21,1,0,1,314.1377685761714
balanced,20260812,29,1,1,1,21,1,0,1,327.60128852658295
balanced,20260812,30,1,1,1,25,1,0,1,374.24014432910883
balanced,20260812,31,1,1,1,547,9,1,1,415.3923391321074
balanced,20260812,32,1,1,1,21,1,0,1,321.49226940563267
balanced,20260812,33,1,1,1,13,1,0,1,245.02731779703873
balanced,20260812,34,1,1,1,30,1,0,1,312.39365303700936
balanced,20260812,35,1,1,1,33,1,0,1,323.8813919095372
balanced,20260812,36,1,1,1,20,1,0,1,320.37860494209514
balanced,20260812,37,1,1,1,29,1,0,1,422.2188700361146
balanced,20260812,38,1,1,1,18,1,0,1,347.597208178417
balanced,20260812,39,1,1,1,35,1,0,1,351.28473351476356
balanced,20260812,40,1,1,1,32,1,0,1,308.0538427432989
balanced,20260812,41,1,1,1,35,1,0,1,384.47929980238365
balanced,20260812,42,1,1,1,47,1,0,1,327.42117814170393
balanced,20260812,43,1,1,1,28,1,0,1,364.6139317665576
balanced,20260812,44,1,1,1,19,1,0,1,377.5126181155498
balanced,20260812,45,1,1,1,114,2,1,1,431.00324177761024
balanced,20260812,46,1,1,1,33,1,0,1,418.73479857922007
balanced,20260812,47,1,1,1,111,2,1,1,411.7056805836161
balanced,20260812,48,1,1,1,29,1,0,1,255.6873913901798
balanced,20260812,49,1,1,1,27,1,0,1,379.31340082064946
