configuration,mantissa_bits,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,exact_correction_agrees_with_float,correction_hamming_distance,iterations,relay_legs,iterations_agree_with_float,relay_legs_agree_with_float,mantissa_saturation,guard_saturation,exponent_changes,exponent_min,exponent_max,rescale_nonzero_to_zero,quantized_value_count
balanced,12,58,1,1,1,0,44,132,2,0,0,0,0,62,0,31,2287939,60597504
balanced,12,59,1,1,1,0,67,169,3,0,0,0,0,31,0,13,1163745,77583168
balanced,12,60,1,1,1,0,26,188,3,0,0,0,0,65,0,30,2353403,86305536
balanced,12,61,1,1,1,0,43,243,4,0,1,0,0,58,0,26,2132846,111554496
balanced,12,62,1,1,1,0,40,181,3,0,0,0,0,58,0,27,2039639,83092032
balanced,12,63,1,1,1,0,29,109,2,0,0,0,0,11,0,5,132615,50038848
balanced,12,64,1,1,1,0,21,133,2,0,0,0,0,54,0,27,2271657,61056576
balanced,12,65,1,1,1,0,12,15,1,0,1,0,0,1,0,1,14,6886080
balanced,12,66,1,1,1,0,26,140,2,0,0,0,0,61,0,30,2206957,64270080
balanced,12,67,1,1,1,0,39,137,2,0,0,0,0,61,0,30,2313239,62892864
balanced,12,68,1,1,1,0,28,165,3,0,0,0,0,59,0,28,2378506,75746880
balanced,12,69,1,1,1,0,32,174,3,0,0,0,0,59,0,28,2041648,79878528
balanced,12,70,1,1,1,0,33,188,3,0,0,0,0,52,0,25,1983418,86305536
balanced,12,71,1,1,1,0,18,171,3,0,0,0,0,67,0,32,2391519,78501312
balanced,12,72,1,1,1,0,26,139,2,0,0,0,0,59,0,29,2139887,63811008
balanced,12,73,1,1,1,0,32,118,2,0,0,0,0,17,0,8,855730,54170496
balanced,12,74,1,1,1,0,35,107,2,0,0,0,0,20,0,10,1204290,49120704
balanced,12,75,1,1,1,0,29,133,2,0,1,0,0,58,0,29,2124124,61056576
balanced,12,76,1,1,1,0,40,170,3,0,0,0,0,61,0,29,2155072,78042240
balanced,12,77,1,1,1,0,38,161,3,0,0,0,0,55,0,27,2106376,73910592
balanced,12,78,1,1,1,0,35,139,2,0,1,0,0,65,0,32,2350714,63811008
balanced,12,79,1,1,1,0,24,128,2,0,0,0,0,62,0,31,2231925,58761216
balanced,12,80,1,1,1,0,50,160,3,0,0,0,0,60,0,30,2271440,73451520
balanced,12,81,1,1,1,0,50,179,3,0,0,0,0,58,0,27,2025114,82173888
balanced,12,82,1,1,1,0,25,341,6,0,0,0,0,26,0,8,1027313,156543552
balanced,12,83,1,1,1,0,28,134,2,0,0,0,0,58,0,29,2090062,61515648
balanced,12,84,1,1,1,0,48,169,3,0,0,0,0,53,0,26,1987802,77583168
balanced,12,85,1,1,1,0,24,175,3,0,0,0,0,64,0,30,2494151,80337600
balanced,12,86,1,1,1,0,39,166,3,0,0,0,0,30,0,14,1316313,76205952
balanced,12,87,1,1,1,0,24,153,3,0,1,0,0,20,0,9,2199401,70238016
balanced,12,88,1,1,1,0,23,19,1,0,1,0,0,2,0,2,21,8722368
balanced,12,89,1,1,1,0,38,168,3,0,0,0,0,62,0,30,2264505,77124096
balanced,12,90,1,1,1,0,24,149,3,0,0,0,0,62,0,31,2290840,68401728
balanced,12,91,1,1,1,0,71,241,4,0,0,0,0,54,0,24,1909567,110636352
balanced,12,92,1,1,1,0,43,128,2,0,0,0,0,16,0,7,470084,58761216
balanced,12,93,1,1,1,0,22,128,2,0,0,0,0,56,0,28,2067747,58761216
balanced,12,94,1,1,1,0,30,23,1,0,1,0,0,3,0,3,58,10558656
balanced,12,95,1,1,1,0,22,131,2,0,0,0,0,60,0,30,2304526,60138432
balanced,12,96,1,1,1,0,35,180,3,0,0,0,0,66,0,31,2312386,82632960
balanced,12,97,1,1,1,0,47,164,3,0,0,0,0,59,0,28,2831128,75287808
balanced,12,98,1,1,1,0,26,21,1,0,1,0,0,4,0,4,79,9640512
balanced,12,99,1,1,1,0,45,167,3,0,0,0,0,59,0,28,2112434,76665024
balanced,12,100,1,1,1,0,53,136,2,0,0,0,0,59,0,29,2070835,62433792
balanced,12,101,1,1,1,0,26,122,2,0,0,0,0,26,0,12,1338907,56006784
balanced,12,102,1,1,1,0,31,162,3,0,0,0,0,69,0,33,2453727,74369664
balanced,12,103,1,1,1,0,43,343,6,0,0,0,0,73,0,29,2143304,157461696
balanced,12,104,1,1,1,0,41,132,2,0,0,0,0,60,0,30,2216889,60597504
balanced,12,105,1,1,1,0,60,181,3,0,0,0,0,62,0,29,2184080,83092032
balanced,12,106,1,1,1,0,34,121,2,0,0,0,0,23,0,11,1194934,55547712
balanced,12,107,1,1,1,0,33,166,3,0,0,0,0,21,0,10,1129191,76205952
balanced,12,108,1,1,1,0,32,18,1,0,0,0,0,1,0,1,27,8263296
balanced,12,109,1,1,1,0,46,108,2,0,0,0,0,21,0,10,1919207,49579776
balanced,12,110,1,1,1,0,55,365,6,0,0,0,0,65,0,26,2319123,167561280
balanced,12,111,1,1,1,0,47,178,3,0,0,0,0,17,0,7,689169,81714816
balanced,12,112,1,1,1,0,31,298,5,0,0,0,0,70,0,29,2203193,136803456
balanced,12,113,1,1,1,0,45,132,2,0,0,0,0,58,0,29,2206975,60597504
balanced,12,114,1,1,1,0,40,224,4,0,0,0,0,65,0,29,2140626,102832128
balanced,12,115,1,1,1,0,24,111,2,0,0,0,0,17,0,8,799646,50956992
balanced,12,116,1,1,1,0,33,166,3,0,0,0,0,67,0,33,2394764,76205952
balanced,12,117,1,1,1,0,51,170,3,0,0,0,0,59,0,29,2231023,78042240
balanced,12,118,1,1,1,0,18,23,1,0,1,0,0,3,0,3,67,10558656
balanced,12,119,1,1,1,0,33,133,2,0,0,0,0,22,0,10,2230623,61056576
balanced,12,120,1,1,1,0,16,181,3,0,0,0,0,66,0,31,2255808,83092032
balanced,12,121,1,1,1,0,59,172,3,0,0,0,0,60,0,29,2039461,78960384
balanced,12,122,1,1,1,0,27,139,2,0,0,0,0,63,0,31,2404499,63811008
balanced,12,123,1,1,1,0,13,21,1,0,1,0,0,3,0,3,38,9640512
balanced,12,124,1,1,1,0,30,312,5,0,0,0,0,74,0,31,2278021,143230464
balanced,12,125,1,1,1,0,15,134,2,0,0,0,0,62,0,31,2269102,61515648
balanced,12,126,1,1,1,0,20,27,1,0,1,0,0,3,0,3,50,12394944
balanced,12,127,1,1,1,0,63,135,2,0,0,0,0,19,0,9,1998706,61974720
high_success,8,0,0,0,0,0,207,1940,32,0,0,0,0,422,0,5,7777524,890599680
high_success,8,1,0,0,0,0,1071,1940,32,0,0,9,0,417,0,5,7553855,890599680
high_success,8,2,0,0,0,0,209,1940,32,0,0,1,0,368,0,4,7532230,890599680
high_success,8,3,0,0,0,0,102,1940,32,0,0,1,0,409,0,5,7709221,890599680
high_success,8,4,0,0,0,0,753,1940,32,0,0,0,0,395,0,5,8079952,890599680
high_success,8,5,0,0,0,0,314,1940,32,0,0,0,0,397,0,5,7669631,890599680
high_success,8,6,0,0,0,0,210,1940,32,0,0,0,0,458,0,5,8178137,890599680
high_success,8,7,0,0,0,0,327,1940,32,0,0,1,0,462,0,5,8180421,890599680
high_success,8,8,0,0,0,0,148,1940,32,0,0,0,0,377,0,6,7964441,890599680
high_success,8,9,0,0,0,0,579,1940,32,0,0,0,0,503,0,5,7140861,890599680
high_success,8,10,0,0,0,0,207,1940,32,0,0,0,0,410,0,5,7795766,890599680
high_success,8,11,0,0,0,0,167,1940,32,0,0,0,0,359,0,4,7220789,890599680
high_success,8,12,0,0,0,0,176,1940,32,0,0,0,0,305,0,4,7192344,890599680
high_success,8,13,0,0,0,0,2561,1940,32,0,0,0,0,368,0,4,7097198,890599680
high_success,8,14,0,0,0,0,101,1940,32,0,0,1,0,390,0,5,7835291,890599680
high_success,8,15,0,0,0,0,117,1940,32,0,0,2,0,390,0,4,7491019,890599680
high_success,8,16,0,0,0,0,585,1940,32,0,0,0,0,328,0,5,6927021,890599680
high_success,8,17,0,0,0,0,562,1940,32,0,0,0,0,405,0,5,8078157,890599680
high_success,8,18,0,0,0,0,130,1940,32,0,0,0,0,309,0,4,7113801,890599680
high_success,8,19,0,0,0,0,345,1940,32,0,0,0,0,352,0,5,7592618,890599680
high_success,8,20,0,0,0,0,171,1940,32,0,0,0,0,342,0,5,8274612,890599680
high_success,8,21,0,0,0,0,654,1940,32,0,0,10,0,426,0,5,8109604,890599680
high_success,8,22,0,0,0,0,93,1940,32,0,0,2,0,361,0,4,7196172,890599680
high_success,8,23,0,0,0,0,582,1940,32,0,0,0,0,400,0,4,7435717,890599680
high_success,8,24,0,0,0,0,576,1940,32,0,0,0,0,400,0,5,7647319,890599680
high_success,8,25,0,0,0,0,124,1940,32,0,0,0,0,357,0,5,8115993,890599680
high_success,8,26,0,0,0,0,4515,1940,32,0,0,0,0,406,0,5,7656045,890599680
high_success,8,27,0,0,0,0,103,1940,32,0,0,1,0,367,0,4,7737368,890599680
high_success,8,28,0,0,0,0,1533,1940,32,0,0,0,0,390,0,6,8457959,890599680
high_success,8,29,0,0,0,0,148,1940,32,0,0,0,0,351,0,4,6563968,890599680
high_success,8,30,0,0,0,0,3800,1940,32,0,0,0,0,469,0,5,7711932,890599680
high_success,8,31,0,0,0,0,87,1940,32,0,0,1,0,467,0,6,9453815,890599680
high_success,8,32,0,0,0,0,134,1940,32,0,0,0,0,391,0,5,7688851,890599680
high_success,8,33,0,0,0,0,93,1940,32,0,0,0,0,392,0,4,7327417,890599680
high_success,8,34,0,0,0,0,215,1940,32,0,0,0,0,408,0,5,7726618,890599680
high_success,8,35,0,0,0,0,196,1940,32,0,0,0,0,373,0,5,6784540,890599680
high_success,8,36,0,0,0,0,624,1940,32,0,0,1,0,345,0,4,7046107,890599680
high_success,8,37,0,0,0,0,728,1940,32,0,0,0,0,516,0,4,6916513,890599680
high_success,8,38,0,0,0,0,396,1940,32,0,0,1,0,430,0,4,6875632,890599680
high_success,8,39,0,0,0,0,5207,1940,32,0,0,0,0,411,0,5,7961959,890599680
high_success,8,40,0,0,0,0,7342,1940,32,0,0,1,0,464,0,5,8501019,890599680
high_success,8,41,0,0,0,0,159,1940,32,0,0,1,0,434,0,5,9270918,890599680
high_success,8,42,0,0,0,0,215,1940,32,0,0,0,0,340,0,4,7160733,890599680
high_success,8,43,0,0,0,0,105,1940,32,0,0,1,0,412,0,5,7942467,890599680
high_success,8,44,0,0,0,0,309,1940,32,0,0,0,0,379,0,5,7677199,890599680
high_success,8,45,0,0,0,0,109,1940,32,0,0,2,0,473,0,5,9052464,890599680
high_success,8,46,0,0,0,0,206,1940,32,0,0,0,0,401,0,4,6774892,890599680
high_success,8,47,0,0,0,0,719,1940,32,0,0,0,0,424,0,5,7896020,890599680
high_success,8,48,0,0,0,0,744,1940,32,0,0,0,0,439,0,5,7137733,890599680
high_success,8,49,0,0,0,0,98,1940,32,0,0,0,0,355,0,5,8008853,890599680
high_success,8,50,0,0,0,0,200,1940,32,0,0,0,0,472,0,5,8350835,890599680
high_success,8,51,0,0,0,0,496,1940,32,0,0,2,0,499,0,6,8328344,890599680
high_success,8,52,0,0,0,0,1028,1940,32,0,0,1,0,448,0,5,8769947,890599680
high_success,8,53,0,0,0,0,141,1940,32,0,0,10,0,384,0,4,6615798,890599680
high_success,8,54,0,0,0,0,6324,1940,32,0,0,2,0,377,0,5,7591053,890599680
high_success,8,55,0,0,0,0,5551,1940,32,0,0,0,0,333,0,5,7493201,890599680
high_success,8,56,0,0,0,0,170,1940,32,0,0,0,0,458,0,5,7534985,890599680
high_success,8,57,0,0,0,0,947,1940,32,0,0,1,0,453,0,6,8472785,890599680
high_success,8,58,0,0,0,0,89,1940,32,0,0,3,0,376,0,5,8279148,890599680
high_success,8,59,0,0,0,0,115,1940,32,0,0,0,0,343,0,5,7603415,890599680
high_success,8,60,0,0,0,0,5383,1940,32,0,0,0,0,506,0,5,8024600,890599680
high_success,8,61,0,0,0,0,729,1940,32,0,0,2,0,398,0,4,6882418,890599680
high_success,8,62,0,0,0,0,273,1940,32,0,0,0,0,354,0,5,7107429,890599680
high_success,8,63,0,0,0,0,187,1940,32,0,0,1,0,354,0,4,6779166,890599680
high_success,8,64,0,0,0,0,114,1940,32,0,0,0,0,445,0,5,7732664,890599680
high_success,8,65,0,0,0,0,2019,1940,32,0,0,0,0,444,0,23,9793095,890599680
high_success,8,66,0,0,0,0,121,1940,32,0,0,0,0,412,0,4,7743575,890599680
high_success,8,67,0,0,0,0,197,1940,32,0,0,0,0,381,0,5,7212593,890599680
high_success,8,68,0,0,0,0,298,1940,32,0,0,0,0,451,0,5,8384639,890599680
high_success,8,69,0,0,0,0,672,1940,32,0,0,0,0,380,0,4,7917684,890599680
high_success,8,70,0,0,0,0,243,1940,32,0,0,0,0,308,0,4,7376147,890599680
high_success,8,71,0,0,0,0,108,1940,32,0,0,0,0,475,0,6,8902860,890599680
high_success,8,72,0,0,0,0,272,1940,32,0,0,0,0,351,0,5,8093279,890599680
high_success,8,73,0,0,0,0,136,1940,32,0,0,0,0,460,0,4,7335820,890599680
high_success,8,74,0,0,0,0,425,1940,32,0,0,0,0,363,0,4,7262028,890599680
high_success,8,75,0,0,0,0,262,1940,32,0,0,0,0,361,0,4,7568788,890599680
high_success,8,76,0,0,0,0,109,1940,32,0,0,0,0,405,0,5,7095964,890599680
high_success,8,77,0,0,0,0,368,1940,32,0,0,0,0,438,0,5,7879394,890599680
high_success,8,78,0,0,0,0,126,1940,32,0,0,0,0,458,0,5,8350826,890599680
high_success,8,79,0,0,0,0,81,1940,32,0,0,0,0,385,0,4,8026528,890599680
high_success,8,80,0,0,0,0,210,1940,32,0,0,0,0,427,0,4,7161101,890599680
high_success,8,81,0,0,0,0,76,1940,32,0,0,0,0,428,0,5,6929470,890599680
high_success,8,82,0,0,0,0,123,1940,32,0,0,0,0,457,0,5,8614551,890599680
high_success,8,83,0,0,0,0,411,1940,32,0,0,0,0,376,0,5,7168531,890599680
high_success,8,84,0,0,0,0,592,1940,32,0,0,1,0,342,0,4,7116936,890599680
high_success,8,85,0,0,0,0,5175,1940,32,0,0,1,0,497,0,6,8955463,890599680
high_success,8,86,0,0,0,0,80,1940,32,0,0,0,0,417,0,4,7509905,890599680
high_success,8,87,0,0,0,0,170,1940,32,0,0,1,0,416,0,7,8910881,890599680
high_success,8,88,0,0,0,0,928,1940,32,0,0,0,0,430,0,5,8390566,890599680
high_success,8,89,0,0,0,0,157,1940,32,0,0,0,0,401,0,4,7255390,890599680
high_success,8,90,0,0,0,0,202,1940,32,0,0,1,0,382,0,5,8037408,890599680
high_success,8,91,0,0,0,0,4271,1940,32,0,0,0,0,306,0,4,5960302,890599680
high_success,8,92,0,0,0,0,584,1940,32,0,0,0,0,418,0,5,7866866,890599680
high_success,8,93,0,0,0,0,129,1940,32,0,0,0,0,424,0,5,7920428,890599680
high_success,8,94,0,0,0,0,231,1940,32,0,0,0,0,385,0,4,6841302,890599680
high_success,8,95,0,0,0,0,1424,1940,32,0,0,0,0,487,0,5,8428693,890599680
high_success,8,96,0,0,0,0,133,1940,32,0,0,0,0,403,0,5,8296409,890599680
high_success,8,97,0,0,0,0,161,1940,32,0,0,0,0,396,0,4,7733988,890599680
high_success,8,98,0,0,0,0,141,1940,32,0,0,0,0,395,0,5,8233852,890599680
high_success,8,99,0,0,0,0,149,1940,32,0,0,0,0,367,0,5,7870356,890599680
high_success,8,100,0,0,0,0,96,1940,32,0,0,0,0,380,0,4,7731932,890599680
high_success,8,101,0,0,0,0,97,1940,32,0,0,0,0,478,0,5,8152570,890599680
high_success,8,102,0,0,0,0,294,1940,32,0,0,0,0,507,0,5,9562144,890599680
high_success,8,103,0,0,0,0,4555,1940,32,0,0,0,0,383,0,4,6858190,890599680
high_success,8,104,0,0,0,0,557,1940,32,0,0,0,0,493,0,5,8372891,890599680
high_success,8,105,0,0,0,0,328,1940,32,0,0,0,0,395,0,4,6754868,890599680
high_success,8,106,0,0,0,0,339,1940,32,0,0,0,0,362,0,5,7872480,890599680
high_success,8,107,1,1,1,0,40,1203,20,0,0,0,0,253,0,5,4664115,552263616
high_success,8,108,0,0,0,0,195,1940,32,0,0,0,0,393,0,4,7509870,890599680
high_success,8,109,0,0,0,0,5195,1940,32,0,0,0,0,382,0,4,7191388,890599680
high_success,8,110,0,0,0,0,351,1940,32,0,0,0,0,329,0,4,6679037,890599680
high_success,8,111,0,0,0,0,6756,1940,32,0,0,0,0,343,0,4,6156439,890599680
high_success,8,112,0,0,0,0,113,1940,32,0,0,0,0,398,0,5,7838737,890599680
high_success,8,113,0,0,0,0,141,1940,32,0,0,1,0,415,0,4,7727580,890599680
high_success,8,114,0,0,0,0,248,1940,32,0,0,1,0,406,0,4,7456955,890599680
high_success,8,115,0,0,0,0,604,1940,32,0,0,2,0,466,0,4,7839724,890599680
high_success,8,116,0,0,0,0,5618,1940,32,0,0,0,0,462,0,4,7191508,890599680
high_success,8,117,0,0,0,0,208,1940,32,0,0,0,0,399,0,6,7859673,890599680
high_success,8,118,0,0,0,0,2514,1940,32,0,0,11,0,432,0,5,7442622,890599680
high_success,8,119,0,0,0,0,780,1940,32,0,0,0,0,489,0,5,9067431,890599680
high_success,8,120,0,0,0,0,247,1940,32,0,0,0,0,434,0,5,8027306,890599680
high_success,8,121,0,0,0,0,313,1940,32,0,0,10,0,377,0,4,6615096,890599680
high_success,8,122,0,0,0,0,39,1940,32,0,0,0,0,454,0,5,8300362,890599680
high_success,8,123,0,0,0,0,207,1940,32,0,0,0,0,415,0,5,7855438,890599680
high_success,8,124,0,0,0,0,1821,1940,32,0,0,0,0,486,0,4,7345284,890599680
high_success,8,125,0,0,0,0,66,1940,32,0,0,0,0,408,0,6,8208902,890599680
high_success,8,126,0,0,0,0,270,1940,32,0,0,0,0,405,0,5,7824457,890599680
high_success,8,127,0,0,0,0,169,1940,32,0,0,0,0,330,0,4,7334307,890599680
high_success,10,0,1,1,1,0,51,186,3,0,0,0,0,52,0,18,1593340,85387392
high_success,10,1,1,1,1,0,34,246,4,0,0,0,0,24,0,4,172790,112931712
high_success,10,2,1,1,1,0,40,393,7,0,0,0,0,52,0,6,634796,180415296
high_success,10,3,1,1,1,0,35,354,6,0,0,0,0,79,0,17,1878489,162511488
high_success,10,4,1,1,1,0,15,101,2,0,0,0,0,9,0,3,13528,46366272
high_success,10,5,1,1,1,0,38,336,6,0,0,0,0,63,0,14,1484002,154248192
high_success,10,6,1,1,1,0,37,737,12,0,0,0,0,101,0,4,956407,338336064
high_success,10,7,1,1,1,0,39,218,4,0,0,0,0,54,0,18,1519033,100077696
high_success,10,8,1,1,1,0,37,131,2,0,1,0,0,11,0,4,98750,60138432
high_success,10,9,1,1,1,0,26,123,2,0,1,0,0,16,0,4,50012,56465856
high_success,10,10,1,1,1,0,39,291,5,0,0,0,0,40,0,4,266996,133589952
high_success,10,11,1,1,1,0,40,116,2,0,1,0,0,26,0,12,1100203,53252352
high_success,10,12,1,1,1,0,45,718,12,0,0,0,0,80,0,4,801274,329613696
high_success,10,13,1,1,1,0,72,192,3,0,0,0,0,46,0,17,1437478,88141824
high_success,10,14,1,1,1,0,22,107,2,0,0,0,0,15,0,6,452138,49120704
high_success,10,15,1,1,1,0,53,548,9,0,0,0,0,64,0,5,691441,251571456
high_success,10,16,1,1,1,0,35,105,2,0,1,0,0,9,0,3,24036,48202560
high_success,10,17,1,1,1,0,40,120,2,0,1,0,0,23,0,7,364364,55088640
high_success,10,18,1,1,1,0,62,555,9,0,0,0,0,67,0,6,1205194,254784960
high_success,10,19,1,1,1,0,40,140,2,0,0,0,0,26,0,8,1101095,64270080
high_success,10,20,1,1,1,0,16,138,2,0,1,0,0,27,0,12,992716,63351936
high_success,10,21,1,1,1,0,9,19,1,0,1,0,0,2,0,2,35,8722368
high_success,10,22,1,1,1,0,27,170,3,0,0,0,0,44,0,17,1371263,78042240
high_success,10,23,1,1,1,0,44,250,4,0,0,0,0,43,0,14,1286946,114768000
high_success,10,24,1,1,1,0,32,183,3,0,0,0,0,23,0,5,632311,84010176
high_success,10,25,1,1,1,0,31,121,2,0,1,0,0,32,0,15,1098856,55547712
high_success,10,26,1,1,1,0,47,105,2,0,0,0,0,8,0,3,20338,48202560
high_success,10,27,1,1,1,0,20,116,2,0,1,0,0,40,0,19,1542327,53252352
high_success,10,28,1,1,1,0,31,135,2,0,0,0,0,14,0,4,128246,61974720
high_success,10,29,1,1,1,0,47,158,3,0,0,0,0,36,0,15,1219471,72533376
high_success,10,30,1,1,1,0,36,219,4,0,0,0,0,29,0,7,677290,100536768
high_success,10,31,1,1,1,0,22,119,2,0,0,0,0,36,0,17,1394188,54629568
high_success,10,32,1,1,1,0,33,291,5,0,0,0,0,50,0,13,1334996,133589952
high_success,10,33,1,1,1,0,34,232,4,0,0,0,0,43,0,13,1625602,106504704
high_success,10,34,1,1,1,0,47,130,2,0,0,0,0,39,0,18,1535929,59679360
high_success,10,35,1,1,1,0,41,112,2,0,1,0,0,15,0,5,399628,51416064
high_success,10,36,1,1,1,0,32,168,3,0,0,0,0,23,0,5,265506,77124096
high_success,10,37,0,0,0,0,110,1940,32,0,0,2,0,191,0,3,3329606,890599680
high_success,10,38,1,1,1,0,53,118,2,0,1,0,0,11,0,4,104953,54170496
high_success,10,39,1,1,1,0,29,98,2,0,0,0,0,10,0,4,57987,44989056
high_success,10,40,1,1,1,0,20,114,2,0,0,0,0,17,0,5,294706,52334208
high_success,10,41,1,1,1,0,19,118,2,0,0,0,0,36,0,17,2080021,54170496
high_success,10,42,1,1,1,0,47,243,4,0,0,0,0,27,0,5,415004,111554496
high_success,10,43,1,1,1,0,30,278,5,0,0,0,0,54,0,16,2148648,127622016
high_success,10,44,1,1,1,0,21,105,2,0,0,0,0,15,0,5,236172,48202560
high_success,10,45,1,1,1,0,13,335,6,0,0,0,0,64,0,13,1287028,153789120
high_success,10,46,1,1,1,0,37,113,2,0,1,0,0,24,0,11,876100,51875136
high_success,10,47,1,1,1,0,52,370,6,0,0,0,0,79,0,17,1829837,169856640
high_success,10,48,1,1,1,0,47,164,3,0,0,0,0,27,0,9,741642,75287808
high_success,10,49,1,1,1,0,30,645,11,0,0,0,0,111,0,16,1938908,296101440
high_success,10,50,1,1,1,0,37,105,2,0,0,0,0,23,0,7,318982,48202560
high_success,10,51,1,1,1,0,27,158,3,0,0,0,0,16,0,4,102151,72533376
high_success,10,52,1,1,1,0,33,200,3,0,0,0,0,41,0,16,1532527,91814400
high_success,10,53,1,1,1,0,30,109,2,0,0,0,0,12,0,5,466208,50038848
high_success,10,54,1,1,1,0,36,310,5,0,0,0,0,50,0,4,386113,142312320
high_success,10,55,1,1,1,0,53,171,3,0,0,0,0,21,0,5,511358,78501312
high_success,10,56,1,1,1,0,30,461,8,0,0,0,0,75,0,15,1593582,211632192
high_success,10,57,1,1,1,0,9,105,2,0,0,0,0,13,0,5,288296,48202560
high_success,10,58,1,1,1,0,44,124,2,0,0,0,0,11,0,4,53550,56924928
high_success,10,59,1,1,1,0,52,352,6,0,0,0,0,49,0,5,519063,161593344
high_success,10,60,1,1,1,0,25,1175,20,0,0,0,0,198,0,16,2951229,539409600
high_success,10,61,1,1,1,0,58,399,7,0,0,0,0,43,0,4,477773,183169728
high_success,10,62,1,1,1,0,36,161,3,0,0,1,0,18,0,4,91987,73910592
high_success,10,63,1,1,1,0,36,247,4,0,0,0,0,43,0,12,1347327,113390784
high_success,10,64,1,1,1,0,22,161,3,0,0,0,0,30,0,11,979978,73910592
high_success,10,65,1,1,1,0,22,124,2,0,0,0,0,40,0,19,1566714,56924928
high_success,10,66,1,1,1,0,57,367,6,0,0,0,0,36,0,4,370692,168479424
high_success,10,67,1,1,1,0,41,174,3,0,0,0,0,15,0,4,90644,79878528
high_success,10,68,1,1,1,0,48,821,14,0,0,0,0,118,0,4,1044947,376898112
high_success,10,69,1,1,1,0,29,277,5,0,0,0,0,36,0,5,494585,127162944
high_success,10,70,1,1,1,0,32,129,2,0,0,0,0,11,0,4,65184,59220288
high_success,10,71,1,1,1,0,8,18,1,0,1,0,0,1,0,1,20,8263296
high_success,10,72,1,1,1,0,37,437,7,0,0,0,0,79,0,16,1855255,200614464
high_success,10,73,1,1,1,0,32,135,2,0,1,0,0,17,0,5,567084,61974720
high_success,10,74,1,1,1,0,20,105,2,0,0,0,0,10,0,4,67064,48202560
high_success,10,75,1,1,1,0,57,190,3,0,0,0,0,39,0,13,1260073,87223680
high_success,10,76,1,1,1,0,36,170,3,0,0,0,0,29,0,7,592235,78042240
high_success,10,77,1,1,1,0,36,155,3,0,0,0,0,36,0,14,1519477,71156160
high_success,10,78,1,1,1,0,17,377,6,0,0,0,0,53,0,4,421230,173070144
high_success,10,79,1,1,1,0,29,160,3,0,0,0,0,40,0,14,1281444,73451520
high_success,10,80,1,1,1,0,53,340,6,0,0,0,0,58,0,11,1204942,156084480
high_success,10,81,1,1,1,0,47,185,3,0,0,0,0,44,0,16,1585135,84928320
