configuration,mantissa_bits,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,exact_correction_agrees_with_float,correction_hamming_distance,iterations,relay_legs,iterations_agree_with_float,relay_legs_agree_with_float,mantissa_saturation,guard_saturation,exponent_changes,exponent_min,exponent_max,rescale_nonzero_to_zero,quantized_value_count
low_latency,10,10,0,0,0,0,3459,260,4,0,0,0,0,51,0,8,3868526,119358720
low_latency,10,11,0,0,0,0,6959,260,4,0,0,0,0,41,0,9,3968288,119358720
low_latency,10,12,0,0,0,0,5828,260,4,0,0,0,0,42,0,10,3598597,119358720
low_latency,10,13,0,0,0,0,2832,260,4,0,0,0,0,49,0,6,2107138,119358720
low_latency,10,14,0,0,0,0,3462,260,4,0,0,0,0,34,0,6,970505,119358720
low_latency,10,15,0,0,0,0,5138,260,4,0,0,0,0,42,0,8,1942498,119358720
low_latency,10,16,0,0,0,0,5650,260,4,0,0,0,0,34,0,7,3249710,119358720
low_latency,10,17,0,0,0,0,6625,260,4,0,0,0,0,88,0,35,4542222,119358720
low_latency,10,18,0,0,0,0,9130,260,4,0,0,0,0,57,0,12,2414268,119358720
low_latency,10,19,0,0,0,0,1157,260,4,0,0,0,0,57,0,8,3916189,119358720
low_latency,10,20,0,0,0,0,5090,260,4,0,0,0,0,36,0,7,1538313,119358720
low_latency,10,21,0,0,0,0,6878,260,4,0,0,0,0,89,0,34,4440831,119358720
low_latency,10,22,0,0,0,0,962,260,4,0,0,0,0,82,0,33,3966038,119358720
low_latency,10,23,0,0,0,0,19648,260,4,0,0,0,0,57,0,12,2917327,119358720
low_latency,10,24,0,0,0,0,6605,260,4,0,0,0,0,35,0,9,3209337,119358720
low_latency,10,25,0,0,0,0,7118,260,4,0,0,0,0,46,0,8,3726020,119358720
low_latency,10,26,0,0,0,0,8986,260,4,0,0,0,0,39,0,7,2210329,119358720
low_latency,10,27,0,0,0,0,385,260,4,0,0,0,0,93,0,33,4400493,119358720
low_latency,10,28,0,0,0,0,751,260,4,0,0,0,0,57,0,11,4217103,119358720
low_latency,10,29,0,0,0,0,1028,260,4,0,0,0,0,37,0,7,1698018,119358720
low_latency,10,30,1,1,1,0,41,152,3,0,0,0,0,32,0,11,3013384,69778944
low_latency,10,31,0,0,0,0,193,260,4,0,0,0,0,54,0,9,3231270,119358720
low_latency,10,32,0,0,0,0,7338,260,4,0,0,0,0,88,0,34,4213687,119358720
low_latency,10,33,1,1,1,0,23,16,1,0,1,0,0,3,0,3,75,7345152
low_latency,10,34,0,0,0,0,5659,260,4,0,0,0,0,93,0,31,4606974,119358720
low_latency,10,35,0,0,0,0,705,260,4,0,0,0,0,80,0,31,3449752,119358720
low_latency,10,36,0,0,0,0,469,260,4,0,0,0,0,34,0,7,1082731,119358720
low_latency,10,37,0,0,1,0,21187,260,4,1,1,0,0,50,0,7,3930670,119358720
low_latency,10,38,0,0,0,0,6045,260,4,0,0,0,0,59,0,11,4233039,119358720
low_latency,10,39,0,0,0,0,114,260,4,0,0,0,0,88,0,31,3617342,119358720
low_latency,10,40,0,0,0,0,2394,260,4,0,0,0,0,58,0,7,2318269,119358720
low_latency,10,41,0,0,0,0,5855,260,4,0,0,0,0,88,0,35,4288508,119358720
low_latency,10,42,0,0,0,0,661,260,4,0,0,0,0,44,0,7,1860874,119358720
low_latency,10,43,1,1,1,0,43,212,4,0,0,1,0,78,0,33,3522070,97323264
low_latency,10,44,0,0,0,0,19534,260,4,0,0,0,0,85,0,31,4239291,119358720
low_latency,10,45,0,0,0,0,6688,260,4,0,0,0,0,79,0,32,5282571,119358720
low_latency,10,46,0,0,0,0,16007,260,4,0,0,0,0,43,0,6,1690318,119358720
low_latency,10,47,0,0,0,0,6321,260,4,0,0,0,0,40,0,7,2437620,119358720
low_latency,10,48,0,0,0,0,3699,260,4,0,0,0,0,54,0,10,3495953,119358720
low_latency,10,49,0,0,0,0,6911,260,4,0,0,0,0,45,0,10,3278616,119358720
low_latency,10,50,0,0,0,0,122,260,4,0,0,0,0,54,0,13,3022036,119358720
low_latency,10,51,1,1,1,0,21,152,3,0,0,0,0,31,0,10,3355731,69778944
low_latency,10,52,0,0,0,0,6177,260,4,0,0,0,0,87,0,34,4517546,119358720
low_latency,10,53,0,0,0,0,330,260,4,0,0,0,0,26,0,5,885737,119358720
low_latency,10,54,0,0,0,0,1664,260,4,0,0,0,0,63,0,16,2758052,119358720
low_latency,10,55,0,0,0,0,187,260,4,0,0,0,0,88,0,31,3910161,119358720
low_latency,10,56,0,0,0,0,6091,260,4,0,0,0,0,49,0,10,3276689,119358720
low_latency,10,57,0,0,0,0,10223,260,4,0,0,0,0,62,0,13,3369565,119358720
low_latency,10,58,0,0,0,0,4260,260,4,0,0,0,0,68,0,16,2674074,119358720
low_latency,10,59,0,0,0,0,8260,260,4,0,0,0,0,51,0,11,2909794,119358720
low_latency,10,60,0,0,0,0,10601,260,4,0,0,0,0,62,0,10,4966542,119358720
low_latency,10,61,0,0,1,0,15525,260,4,1,1,0,0,59,0,10,4270228,119358720
low_latency,10,62,0,0,0,0,15642,260,4,0,0,0,0,47,0,6,1536170,119358720
low_latency,10,63,0,0,0,0,9751,260,4,0,0,0,0,37,0,7,3271105,119358720
low_latency,10,64,0,0,0,0,14502,260,4,0,0,0,0,51,0,7,3261255,119358720
low_latency,10,65,1,1,1,0,46,155,3,0,0,0,0,73,0,35,3490671,71156160
low_latency,10,66,0,0,0,0,9075,260,4,0,0,0,0,51,0,12,4011264,119358720
low_latency,10,67,0,0,0,0,242,260,4,0,0,0,0,60,0,9,2523695,119358720
low_latency,10,68,0,0,0,0,9181,260,4,0,0,0,0,55,0,10,4076641,119358720
low_latency,10,69,0,0,0,0,6711,260,4,0,0,0,0,41,0,7,2824425,119358720
low_latency,10,70,0,0,0,0,5873,260,4,0,0,0,0,51,0,8,1808186,119358720
low_latency,10,71,0,0,0,0,9526,260,4,0,0,0,0,85,0,34,4197159,119358720
low_latency,10,72,0,0,0,0,5976,260,4,0,0,0,0,46,0,8,2184405,119358720
low_latency,10,73,0,0,0,0,257,260,4,0,0,0,0,48,0,6,2689849,119358720
low_latency,10,74,0,0,0,0,8355,260,4,0,0,0,0,40,0,7,2667043,119358720
low_latency,10,75,0,0,0,0,6036,260,4,0,0,0,0,40,0,7,2840094,119358720
low_latency,10,76,0,0,0,0,5519,260,4,0,0,0,0,50,0,7,2279490,119358720
low_latency,10,77,0,0,0,0,4909,260,4,0,0,0,0,45,0,8,3429901,119358720
low_latency,10,78,0,0,0,0,6785,260,4,0,0,0,0,54,0,12,2557564,119358720
low_latency,10,79,0,0,0,0,6887,260,4,0,0,0,0,51,0,10,4231224,119358720
low_latency,10,80,0,0,0,0,10235,260,4,0,0,0,0,54,0,11,3659469,119358720
low_latency,10,81,0,0,0,0,6034,260,4,0,0,0,0,50,0,13,3145968,119358720
low_latency,10,82,1,1,1,0,39,152,3,0,0,0,0,36,0,9,2737152,69778944
low_latency,10,83,0,0,0,0,507,260,4,0,0,0,0,91,0,33,3904031,119358720
low_latency,10,84,0,0,0,0,6423,260,4,0,0,0,0,37,0,8,3145298,119358720
low_latency,10,85,0,0,0,0,8331,260,4,0,0,0,0,38,0,8,3085008,119358720
low_latency,10,86,0,0,0,0,2374,260,4,0,0,0,0,57,0,12,3393778,119358720
low_latency,10,87,0,0,0,0,1227,260,4,0,0,0,0,59,0,11,4397317,119358720
low_latency,10,88,0,0,0,0,6502,260,4,0,0,0,0,81,0,33,4438075,119358720
low_latency,10,89,0,0,0,0,6123,260,4,0,0,0,0,44,0,9,3087350,119358720
low_latency,10,90,0,0,0,0,158,260,4,0,0,0,0,96,0,32,4827402,119358720
low_latency,10,91,0,0,1,0,249,260,4,1,1,0,0,52,0,7,3471460,119358720
low_latency,10,92,0,0,0,0,7884,260,4,0,0,0,0,40,0,6,2521111,119358720
low_latency,10,93,0,0,0,0,1735,260,4,0,0,0,0,89,0,32,4374443,119358720
low_latency,10,94,0,0,0,0,1262,260,4,0,0,0,0,85,0,29,4729994,119358720
low_latency,10,95,0,0,0,0,16703,260,4,0,0,0,0,54,0,10,3713747,119358720
low_latency,10,96,0,0,0,0,7479,260,4,0,0,0,0,49,0,12,4761803,119358720
low_latency,10,97,0,0,0,0,6308,260,4,0,0,0,0,83,0,32,3814257,119358720
low_latency,10,98,0,0,0,0,10191,260,4,0,0,0,0,88,0,34,4641578,119358720
low_latency,10,99,0,0,0,0,89,260,4,0,0,0,0,60,0,9,4147316,119358720
low_latency,10,100,0,0,0,0,6020,260,4,0,0,0,0,46,0,8,1955999,119358720
low_latency,10,101,1,1,1,0,35,150,3,0,0,0,0,28,0,9,3546126,68860800
low_latency,10,102,0,0,0,0,2287,260,4,0,0,0,0,66,0,12,3072517,119358720
low_latency,10,103,0,0,0,0,13445,260,4,0,0,0,0,53,0,9,4024850,119358720
low_latency,10,104,1,1,1,0,39,150,3,0,0,0,0,28,0,7,1053974,68860800
low_latency,10,105,0,0,0,0,22545,260,4,0,0,0,0,56,0,8,3151867,119358720
low_latency,10,106,0,0,0,0,8527,260,4,0,0,0,0,41,0,7,2521543,119358720
low_latency,10,107,0,0,0,0,6007,260,4,0,0,0,0,50,0,11,3927196,119358720
low_latency,10,108,0,0,0,0,8400,260,4,0,0,0,0,86,0,31,4553965,119358720
low_latency,10,109,0,0,0,0,6311,260,4,0,0,0,0,54,0,12,3901166,119358720
low_latency,10,110,0,0,0,0,835,260,4,0,0,0,0,40,0,7,1940102,119358720
low_latency,10,111,0,0,0,0,633,260,4,0,0,0,0,32,0,5,1617925,119358720
low_latency,10,112,0,0,0,0,76,260,4,0,0,0,0,61,0,13,3188567,119358720
low_latency,10,113,0,0,0,0,6102,260,4,0,0,0,0,86,0,32,4503743,119358720
low_latency,10,114,0,0,0,0,2318,260,4,0,0,0,0,79,0,30,4286952,119358720
low_latency,10,115,1,1,1,0,42,208,4,0,0,0,0,44,0,6,2164877,95486976
low_latency,10,116,0,0,0,0,5612,260,4,0,0,0,0,89,0,34,4541483,119358720
low_latency,10,117,0,0,0,0,6165,260,4,0,0,0,0,45,0,10,3745024,119358720
low_latency,10,118,0,0,0,0,5741,260,4,0,0,0,0,82,0,33,4432115,119358720
low_latency,10,119,0,0,0,0,2592,260,4,0,0,0,0,52,0,12,2038545,119358720
low_latency,10,120,0,0,0,0,9871,260,4,0,0,0,0,81,0,32,4534612,119358720
low_latency,10,121,0,0,0,0,6387,260,4,0,0,0,0,49,0,7,2535217,119358720
low_latency,10,122,0,0,0,0,8965,260,4,0,0,0,0,51,0,10,4468513,119358720
low_latency,10,123,1,1,1,0,48,139,2,0,0,0,0,27,0,9,1822664,63811008
low_latency,10,124,0,0,0,0,3286,260,4,0,0,0,0,94,0,33,4591920,119358720
low_latency,10,125,0,0,0,0,9629,260,4,0,0,0,0,53,0,9,2631895,119358720
low_latency,10,126,0,0,0,0,2158,260,4,0,0,0,0,88,0,30,3930454,119358720
low_latency,10,127,0,0,0,0,338,260,4,0,0,0,0,62,0,11,4349772,119358720
low_latency,12,0,1,1,1,0,40,157,3,0,0,0,0,68,0,33,3166123,72074304
low_latency,12,1,1,1,1,0,39,157,3,0,0,0,0,60,0,27,2608019,72074304
low_latency,12,2,0,0,0,0,7938,260,4,0,0,0,0,44,0,6,1892809,119358720
low_latency,12,3,0,0,0,0,4668,260,4,0,0,0,0,52,0,12,3148349,119358720
low_latency,12,4,1,1,1,0,34,217,4,0,0,0,0,78,0,33,3960974,99618624
low_latency,12,5,1,1,1,0,26,214,4,0,0,0,0,66,0,26,2812680,98241408
low_latency,12,6,1,1,1,0,32,18,1,0,1,0,0,2,0,2,26,8263296
low_latency,12,7,0,0,0,0,4626,260,4,0,1,0,0,50,0,9,2973400,119358720
low_latency,12,8,1,1,1,0,38,213,4,0,0,0,0,70,0,30,3079575,97782336
low_latency,12,9,1,1,1,0,40,158,3,0,0,0,0,63,0,30,2988209,72533376
low_latency,12,10,0,0,0,0,5455,260,4,0,0,0,0,47,0,8,2384095,119358720
low_latency,12,11,1,1,1,0,43,153,3,0,0,0,0,59,0,29,2788476,70238016
low_latency,12,12,1,1,1,0,77,216,4,0,0,0,0,42,0,9,2599066,99159552
low_latency,12,13,1,1,1,0,65,222,4,0,0,0,0,67,0,24,3481957,101913984
low_latency,12,14,1,1,1,0,29,151,3,0,0,0,0,59,0,29,2905802,69319872
low_latency,12,15,1,1,1,0,44,104,2,0,1,0,0,16,0,7,712283,47743488
low_latency,12,16,0,0,0,0,4376,260,4,0,0,0,0,74,0,29,3725827,119358720
low_latency,12,17,0,0,0,0,5959,260,4,0,0,0,0,85,0,33,4143626,119358720
low_latency,12,18,0,0,0,0,5197,260,4,0,0,0,0,73,0,27,3557261,119358720
low_latency,12,19,1,1,1,0,43,159,3,0,0,0,0,63,0,30,2967694,72992448
low_latency,12,20,1,1,1,0,27,160,3,0,0,0,0,34,0,11,2141283,73451520
low_latency,12,21,0,0,0,0,7193,260,4,0,0,0,0,84,0,33,4168840,119358720
low_latency,12,22,1,1,1,0,43,159,3,0,0,0,0,66,0,32,3213276,72992448
low_latency,12,23,0,0,0,0,4536,260,4,0,0,0,0,45,0,9,2127075,119358720
low_latency,12,24,0,0,0,0,5986,260,4,0,0,0,0,77,0,29,3411361,119358720
low_latency,12,25,1,1,1,0,25,150,3,0,0,0,0,27,0,8,1530318,68860800
low_latency,12,26,1,1,1,0,53,220,4,0,0,0,0,75,0,30,3579712,100995840
low_latency,12,27,1,1,1,0,24,159,3,0,0,0,0,63,0,29,3045259,72992448
low_latency,12,28,0,0,0,0,4499,260,4,0,0,0,0,77,0,30,3879471,119358720
low_latency,12,29,0,0,0,0,5928,260,4,0,0,0,0,78,0,31,4177934,119358720
low_latency,12,30,1,1,1,0,7,18,1,0,1,0,0,2,0,2,25,8263296
low_latency,12,31,0,0,0,0,6813,260,4,0,0,0,0,77,0,32,3496639,119358720
low_latency,12,32,0,0,0,0,7922,260,4,0,0,0,0,84,0,33,4173213,119358720
low_latency,12,33,1,1,1,0,7,14,1,0,1,0,0,1,0,1,11,6427008
low_latency,12,34,0,0,0,0,5722,260,4,0,0,0,0,82,0,31,3992494,119358720
low_latency,12,35,1,1,1,0,61,217,4,0,0,0,0,70,0,27,3580165,99618624
low_latency,12,36,1,1,1,0,41,149,3,0,0,0,0,52,0,24,2461336,68401728
low_latency,12,37,0,0,1,0,304,260,4,1,1,0,0,28,0,6,1315110,119358720
low_latency,12,38,1,1,1,0,45,148,3,0,0,0,0,54,0,26,2881635,67942656
low_latency,12,39,1,1,1,0,43,154,3,0,0,0,0,58,0,28,2773715,70697088
low_latency,12,40,1,1,1,0,40,165,3,0,0,0,0,63,0,30,2984459,75746880
low_latency,12,41,1,1,1,0,19,209,4,0,0,0,0,73,0,31,3828038,95946048
low_latency,12,42,0,0,0,0,7013,260,4,0,0,0,0,81,0,29,3723450,119358720
low_latency,12,43,1,1,1,0,31,159,3,0,0,0,0,68,0,32,3094645,72992448
low_latency,12,44,0,0,0,0,6468,260,4,0,0,0,0,54,0,10,2560281,119358720
low_latency,12,45,1,1,1,0,22,216,4,0,0,0,0,77,0,32,3757788,99159552
low_latency,12,46,1,1,1,0,34,159,3,0,0,0,0,28,0,6,1219350,72992448
low_latency,12,47,1,1,1,0,32,154,3,0,0,0,0,29,0,8,1158841,70697088
low_latency,12,48,1,1,1,0,37,95,2,0,0,0,0,14,0,6,136046,43611840
low_latency,12,49,0,0,0,0,5588,260,4,0,0,0,0,72,0,25,3397123,119358720
low_latency,12,50,0,0,0,0,5473,260,4,0,0,0,0,50,0,10,3514503,119358720
low_latency,12,51,1,1,1,0,9,17,1,1,1,0,0,1,0,1,16,7804224
low_latency,12,52,1,1,1,0,17,19,1,0,1,0,0,3,0,3,28,8722368
low_latency,12,53,1,1,1,0,56,174,3,0,0,0,0,57,0,25,2839758,79878528
low_latency,12,54,0,0,0,0,652,260,4,0,0,0,0,70,0,25,3342307,119358720
low_latency,12,55,0,0,0,0,78,260,4,0,0,0,0,78,0,30,3247826,119358720
low_latency,12,56,0,0,0,0,4508,260,4,0,0,0,0,77,0,30,3980204,119358720
low_latency,12,57,1,1,1,0,54,158,3,0,0,0,0,66,0,32,3136704,72533376
low_latency,12,58,0,0,0,0,5595,260,4,0,0,0,0,81,0,31,4034594,119358720
low_latency,12,59,1,1,1,0,58,122,2,0,0,0,0,29,0,13,1426402,56006784
low_latency,12,60,1,1,1,0,33,156,3,0,0,0,0,63,0,30,3137003,71615232
low_latency,12,61,0,0,1,0,165,260,4,1,1,0,0,78,0,26,3114740,119358720
low_latency,12,62,1,1,1,0,37,161,3,0,0,0,0,57,0,27,2704103,73910592
low_latency,12,63,0,0,0,0,7929,260,4,0,0,0,0,36,0,6,1210970,119358720
low_latency,12,64,0,0,0,0,6156,260,4,0,0,0,0,73,0,27,4030856,119358720
low_latency,12,65,1,1,1,0,12,15,1,0,1,0,0,1,0,1,14,6886080
low_latency,12,66,1,1,1,0,38,218,4,0,0,0,0,73,0,30,3180818,100077696
low_latency,12,67,0,0,0,0,6069,260,4,0,0,0,0,75,0,30,4002121,119358720
low_latency,12,68,0,0,0,0,5353,260,4,0,0,0,0,77,0,28,4011310,119358720
low_latency,12,69,1,1,1,0,24,208,4,0,0,0,0,70,0,28,3420761,95486976
low_latency,12,70,0,0,0,0,5217,260,4,0,0,0,0,73,0,25,3630479,119358720
low_latency,12,71,0,0,0,0,5675,260,4,0,0,0,0,82,0,32,3615789,119358720
low_latency,12,72,1,1,1,0,27,151,3,0,0,0,0,59,0,29,2900519,69319872
low_latency,12,73,1,1,1,0,38,108,2,0,0,0,0,19,0,8,905137,49579776
low_latency,12,74,1,1,1,0,38,211,4,0,0,0,0,44,0,10,2024600,96864192
low_latency,12,75,1,1,1,0,42,157,3,0,0,0,0,60,0,29,2825376,72074304
low_latency,12,76,1,1,1,0,33,155,3,0,0,0,0,60,0,29,2884242,71156160
low_latency,12,77,0,0,0,0,4017,260,4,0,0,0,0,76,0,27,3140411,119358720
low_latency,12,78,1,1,1,0,31,158,3,0,0,0,0,66,0,32,3140346,72533376
low_latency,12,79,1,1,1,0,27,222,4,0,0,0,0,77,0,31,3730146,101913984
low_latency,12,80,0,0,0,0,5874,260,4,0,0,0,0,77,0,30,3951562,119358720
low_latency,12,81,0,0,0,0,7813,260,4,0,0,0,0,74,0,27,3627871,119358720
low_latency,12,82,1,1,1,0,29,149,3,0,0,0,0,29,0,8,1145244,68401728
low_latency,12,83,1,1,1,0,27,212,4,0,0,0,0,71,0,29,3436347,97323264
low_latency,12,84,1,1,1,0,46,155,3,0,0,0,0,56,0,26,2669523,71156160
low_latency,12,85,0,0,0,0,5556,260,4,0,0,0,0,79,0,30,4258657,119358720
low_latency,12,86,1,1,1,0,40,211,4,0,0,0,0,51,0,14,2753656,96864192
low_latency,12,87,0,0,0,0,56,260,4,0,0,0,0,55,0,9,3199649,119358720
low_latency,12,88,1,1,1,0,23,19,1,0,1,0,0,2,0,2,21,8722368
low_latency,12,89,1,1,1,0,35,154,3,0,0,0,0,62,0,30,3025850,70697088
low_latency,12,90,1,1,1,0,24,155,3,0,0,0,0,64,0,31,3087557,71156160
low_latency,12,91,0,0,1,0,160,260,4,1,1,0,0,64,0,24,2562004,119358720
low_latency,12,92,0,0,0,0,5253,260,4,0,0,0,0,43,0,7,2007984,119358720
low_latency,12,93,1,1,1,0,34,157,3,0,0,0,0,61,0,28,2763311,72074304
low_latency,12,94,1,1,1,0,30,23,1,0,1,0,0,3,0,3,58,10558656
low_latency,12,95,1,1,1,0,23,151,3,0,0,0,0,62,0,30,3098643,69319872
low_latency,12,96,0,0,0,0,5613,260,4,0,0,0,0,78,0,31,3609394,119358720
low_latency,12,97,1,1,1,0,43,214,4,0,0,0,0,70,0,28,4293822,98241408
low_latency,12,98,1,1,1,0,26,21,1,0,1,0,0,4,0,4,79,9640512
low_latency,12,99,1,1,1,0,46,154,3,0,0,0,0,60,0,28,2783260,70697088
low_latency,12,100,1,1,1,0,36,154,3,0,0,0,0,61,0,29,2774723,70697088
low_latency,12,101,0,0,0,0,8027,260,4,0,0,0,0,59,0,12,3021130,119358720
low_latency,12,102,0,0,0,0,478,260,4,0,0,0,0,86,0,33,4151687,119358720
low_latency,12,103,0,0,0,0,6226,260,4,0,0,0,0,77,0,29,3798306,119358720
low_latency,12,104,0,0,0,0,5619,260,4,0,0,0,0,79,0,30,3958610,119358720
low_latency,12,105,1,1,1,0,42,159,3,0,0,0,0,61,0,29,2894582,72992448
low_latency,12,106,1,1,1,0,23,114,2,0,0,0,0,25,0,11,1329155,52334208
low_latency,12,107,0,0,0,0,7938,260,4,0,0,0,0,44,0,10,2644583,119358720
low_latency,12,108,1,1,1,0,16,18,1,0,0,0,0,1,0,1,27,8263296
low_latency,12,109,0,0,0,0,5597,260,4,0,0,0,0,51,0,10,3579057,119358720
low_latency,12,110,0,0,0,0,7206,260,4,0,0,0,0,77,0,26,3904918,119358720
low_latency,12,111,0,0,0,0,6005,260,4,0,0,0,0,44,0,7,1764621,119358720
low_latency,12,112,0,0,0,0,5410,260,4,0,0,0,0,75,0,29,3438961,119358720
low_latency,12,113,0,0,0,0,7943,260,4,0,0,0,0,76,0,29,3950275,119358720
low_latency,12,114,0,0,0,0,4717,260,4,0,0,0,0,75,0,29,3300266,119358720
low_latency,12,115,1,1,1,0,17,150,3,0,0,0,0,28,0,8,1461789,68860800
low_latency,12,116,0,0,0,0,5937,260,4,0,0,0,0,82,0,33,4020479,119358720
low_latency,12,117,0,0,0,0,5841,260,4,0,0,0,0,75,0,29,3432148,119358720
low_latency,12,118,1,1,1,0,18,23,1,0,1,0,0,3,0,3,67,10558656
low_latency,12,119,0,0,0,0,5581,260,4,0,0,0,0,45,0,10,3376073,119358720
low_latency,12,120,1,1,1,0,36,161,3,0,0,0,0,65,0,31,3047954,73910592
low_latency,12,121,0,0,0,0,7934,260,4,0,0,0,0,76,0,29,3276019,119358720
low_latency,12,122,0,0,0,0,4480,260,4,0,0,0,0,77,0,31,4024446,119358720
low_latency,12,123,1,1,1,0,13,21,1,0,1,0,0,3,0,3,38,9640512
low_latency,12,124,0,0,0,0,7933,260,4,0,0,0,0,82,0,31,4043023,119358720
low_latency,12,125,1,1,1,0,47,158,3,0,0,0,0,64,0,31,3083895,72533376
low_latency,12,126,1,1,1,0,20,27,1,0,1,0,0,3,0,3,50,12394944
low_latency,12,127,1,1,1,0,59,163,3,0,0,0,0,34,0,9,2660782,74828736
