configuration,b,M,guard_bits,sample_seed,shot,syndrome_converged,logical_action_match,logically_correct,syndrome_valid_logical_error,non_convergence,float_logically_correct,iterations,float_iterations,relay_legs,float_relay_legs,selected_solution_weight,float_selected_solution_weight,prior_clipping,lambda_saturation,check_message_saturation,variable_message_saturation,marginal_saturation,accumulator_saturation,stored_operation_count,marginal_operation_count
high_success,16,16,4,20260811,9,1,1,1,0,0,1,74,54,1,1,281.26795917260876,278.43563143091,0,0,0,7368451,1249254,0,68010408,5013648
high_success,16,16,4,20260811,10,1,1,1,0,0,1,32,20,1,1,278.2676039972531,273.38980541208946,0,0,0,0,0,0,29448360,2168064
high_success,16,16,4,20260811,11,1,1,1,0,0,1,73,27,1,1,334.53197140417876,362.8071293229601,0,0,0,0,0,0,67092264,4945896
high_success,16,16,4,20260811,12,1,1,1,0,0,1,164,22,3,1,273.0221085085034,246.07675295778228,0,0,0,4456002,779673,0,150643368,11111328
high_success,16,16,4,20260811,13,1,1,1,0,0,1,182,158,3,3,416.26816851024427,409.484145853029,0,0,0,8072575,1373142,0,167169960,12330864
high_success,16,16,4,20260811,14,1,1,1,0,0,1,36,43,1,1,309.29812843956813,303.57451589685553,0,0,0,0,0,0,33120936,2439072
high_success,16,16,4,20260811,15,1,1,1,0,0,1,159,107,3,2,407.6404854226622,380.7811549955769,0,0,0,8252015,1399082,0,146052648,10772568
high_success,16,16,4,20260811,16,1,1,1,0,0,1,110,128,2,2,351.12838619613103,346.4042102159903,0,0,0,1915132,363136,0,101063592,7452720
high_success,16,16,4,20260811,17,1,1,1,0,0,1,66,31,1,1,310.8063991347773,346.2527171022018,0,0,0,2974420,533840,0,60665256,4471632
high_success,16,16,4,20260811,18,1,1,1,0,0,1,116,116,2,2,326.56998457803047,335.37330800540644,0,0,0,10427291,1755851,0,106572456,7859232
high_success,16,16,4,20260811,19,1,1,1,0,0,1,23,30,1,1,316.6001322510972,303.20585858318793,0,0,0,0,0,0,21185064,1558296
high_success,16,16,4,20260811,20,1,1,1,0,0,1,118,104,2,2,401.6621989977776,359.35442436160577,0,0,0,3560,1272,0,108408744,7994736
high_success,16,16,4,20260811,21,1,1,1,0,0,1,190,99,3,2,383.61926236292135,329.6015043832722,0,0,0,13323,3123,0,174515112,12872880
high_success,16,16,4,20260811,22,1,1,1,0,0,1,64,109,1,2,335.4195204053038,356.3490095761374,0,0,0,6522,1798,0,58828968,4336128
high_success,16,16,4,20260811,23,1,1,1,0,0,1,136,61,2,1,384.63855261587315,384.11386007372323,0,0,0,6391997,1091209,0,124935336,9214272
high_success,16,16,4,20260811,24,1,1,1,0,0,1,73,32,1,1,291.222054809026,284.95884668070124,0,0,0,6584146,1126681,0,67092264,4945896
high_success,16,16,4,20260811,25,1,1,1,0,0,1,165,168,3,3,347.22489349366055,338.76211380614234,0,0,0,9176380,1553157,0,151561512,11179080
high_success,16,16,4,20260811,26,1,1,1,0,0,1,346,618,6,10,278.36287482021334,276.4866044001057,0,0,0,2897289,522094,0,317745576,23442192
high_success,16,16,4,20260811,27,1,1,1,0,0,1,133,106,2,2,323.53897858032826,332.51889089682777,0,0,0,7654728,1304880,0,122180904,9011016
high_success,16,16,4,20260811,28,1,1,1,0,0,1,189,165,3,3,345.1050423916483,349.49710117249276,0,0,0,1218031,235800,0,173596968,12805128
high_success,16,16,4,20260811,29,1,1,1,0,0,1,34,117,1,2,226.6341805350745,243.8058728967317,0,0,0,26942,5958,0,31284648,2303568
high_success,16,16,4,20260811,30,1,1,1,0,0,1,31,52,1,1,332.15061678648215,324.71652505325994,0,0,0,0,0,0,28530216,2100312
high_success,16,16,4,20260811,31,1,1,1,0,0,1,57,75,1,1,394.7011525225419,375.5364773378419,0,0,0,0,0,0,52401960,3861864
high_success,16,16,4,20260811,32,1,1,1,0,0,1,23,133,1,2,215.4102062512727,215.00474153107203,0,0,0,0,0,0,21185064,1558296
high_success,16,16,4,20260811,33,1,1,1,0,0,1,39,36,1,1,336.1170316676389,342.53002907211555,0,0,0,0,0,0,35875368,2642328
high_success,16,16,4,20260811,34,1,1,1,0,0,1,67,173,1,3,329.3867908013183,358.9683919309658,0,0,0,7887598,1341067,0,61583400,4539384
high_success,16,16,4,20260811,35,1,1,1,0,0,1,30,30,1,1,288.0016818063665,269.9581235579127,0,0,0,0,0,0,27612072,2032560
high_success,16,16,4,20260811,36,1,1,1,0,0,1,56,32,1,1,308.31499240277907,300.17324228551905,0,0,0,4491782,783607,0,51483816,3794112
high_success,16,16,4,20260811,37,1,1,1,0,0,1,60,125,1,2,399.8634866343296,428.9612520947321,0,0,0,1538711,293190,0,55156392,4065120
high_success,16,16,4,20260811,38,1,1,1,0,0,1,112,36,2,1,305.31626300186343,288.43313739685567,0,0,0,0,0,0,102899880,7588224
high_success,16,16,4,20260811,39,1,1,1,0,0,1,132,120,2,2,396.5256983209857,401.10480477693824,0,0,0,0,0,0,121262760,8943264
high_success,16,16,4,20260811,40,1,1,1,0,0,1,47,53,1,1,362.53686602792294,363.68787502535264,0,0,0,773316,156504,0,43220520,3184344
high_success,16,16,4,20260811,41,1,1,1,0,0,1,123,102,2,2,384.4867502200117,390.4998128927117,0,0,0,2993635,540393,0,112999464,8333496
high_success,16,16,4,20260811,42,1,1,1,0,0,1,36,60,1,1,387.9954543801733,406.7639183814407,0,0,0,0,0,0,33120936,2439072
high_success,16,16,4,20260811,43,1,1,1,0,0,1,100,300,2,5,310.19586288907067,338.55967544705027,0,0,0,1997910,371165,0,91882152,6775200
high_success,16,16,4,20260811,44,1,1,1,0,0,1,38,43,1,1,327.6861491539229,328.58243128889956,0,0,0,0,0,0,34957224,2574576
high_success,16,16,4,20260811,45,1,1,1,0,0,1,110,71,2,1,358.26739343797703,321.5383792466405,0,0,0,0,0,0,101063592,7452720
high_success,16,16,4,20260811,46,1,1,1,0,0,1,100,105,2,2,301.61205853105434,274.70734965166196,0,0,0,0,0,0,91882152,6775200
high_success,16,16,4,20260811,47,1,1,1,0,0,1,25,126,1,2,247.78860179454477,248.35419830523938,0,0,0,0,0,0,23021352,1693800
high_success,16,16,4,20260811,48,1,1,1,0,0,1,102,113,2,2,375.40453635196104,333.66925964845984,0,0,0,3479643,617683,0,93718440,6910704
high_success,16,16,4,20260811,49,1,1,1,0,0,1,185,116,3,2,466.24430633038685,430.8613325219013,0,0,0,0,0,0,169924392,12534120
high_success,16,16,4,20260811,50,1,1,1,0,0,1,37,40,1,1,387.9443357714109,338.86203200859416,0,0,0,0,0,0,34039080,2506824
high_success,16,16,4,20260811,51,1,1,1,0,0,1,678,463,11,8,463.73177679606226,487.77081105263545,0,0,0,1185673,231370,0,622569384,45935856
high_success,16,16,4,20260811,52,1,1,1,0,0,1,52,43,1,1,382.80360607743546,396.51550557266535,0,0,0,178938,36926,0,47811240,3523104
high_success,16,16,4,20260811,53,1,1,1,0,0,1,36,22,1,1,303.91476913247425,276.7553707104807,0,0,0,0,0,0,33120936,2439072
high_success,16,16,4,20260811,54,1,1,1,0,0,1,137,75,2,1,296.9115474987429,272.321992557026,0,0,0,9591859,1619525,0,125853480,9282024
high_success,16,16,4,20260811,55,1,1,1,0,0,1,60,98,1,2,287.7967043305675,293.99859770668206,0,0,0,5006703,866784,0,55156392,4065120
high_success,16,16,4,20260811,56,1,1,1,0,0,1,43,236,1,4,423.0388808782376,425.96343567582727,0,0,0,0,0,0,39547944,2913336
high_success,16,16,4,20260811,57,1,1,1,0,0,1,38,52,1,1,353.02400256085264,356.9096385066411,0,0,0,0,0,0,34957224,2574576
high_success,16,16,4,20260811,58,1,1,1,0,0,1,41,28,1,1,323.6594997170548,323.65861570166317,0,0,0,3049,764,0,37711656,2777832
high_success,16,16,4,20260811,59,1,1,1,0,0,1,80,38,1,1,378.5582317248951,367.65063255029145,0,0,0,4593224,803023,0,73519272,5420160
high_success,16,16,4,20260811,60,1,1,1,0,0,1,52,119,1,2,344.44423786503944,376.19998592574484,0,0,0,0,0,0,47811240,3523104
high_success,16,16,4,20260811,61,1,1,1,0,0,1,42,69,1,1,285.8554624869321,290.86281101221874,0,0,0,0,0,0,38629800,2845584
high_success,16,16,4,20260811,62,1,1,1,0,0,1,63,101,1,2,357.04138853092513,389.0790005728495,0,0,0,686192,140184,0,57910824,4268376
high_success,16,16,4,20260811,63,1,1,1,0,0,1,351,77,6,1,454.7126534911856,398.6108258443763,0,0,0,0,0,0,322336296,23780952
high_success,16,16,4,20260811,64,1,1,1,0,0,1,41,28,1,1,303.6858328432943,310.0465618237163,0,0,0,3349,929,0,37711656,2777832
high_success,16,16,4,20260811,65,1,1,1,0,0,1,66,59,1,1,422.47965912491935,446.40787169524174,0,0,0,0,0,0,60665256,4471632
high_success,16,16,4,20260811,66,1,1,1,0,0,1,56,58,1,1,331.3369314313147,348.662174946508,0,0,0,0,0,0,51483816,3794112
high_success,16,16,4,20260811,67,1,1,1,0,0,1,74,174,1,3,342.2232546798244,374.4618183297165,0,0,0,0,0,0,68010408,5013648
high_success,16,16,4,20260811,68,1,1,1,0,0,1,99,302,2,5,343.7111782192994,355.1451396287564,0,0,0,0,0,0,90964008,6707448
high_success,16,16,4,20260811,69,1,1,1,0,0,1,65,28,1,1,391.72253545393215,336.0161455999498,0,0,0,5174640,894449,0,59747112,4403880
high_success,16,16,4,20260811,70,1,1,1,0,0,1,178,44,3,1,386.31873423860156,361.71391698533535,0,0,0,382063,79623,0,163497384,12059856
high_success,16,16,4,20260811,71,1,1,1,0,0,1,25,50,1,1,310.01490580566326,308.7609740384013,0,0,0,0,0,0,23021352,1693800
high_success,16,16,4,20260811,72,1,1,1,0,0,1,41,45,1,1,352.84321601808324,345.5304999137636,0,0,0,0,0,0,37711656,2777832
high_success,16,16,4,20260811,73,1,1,1,0,0,1,25,39,1,1,310.44466236312,318.4108032467203,0,0,0,0,0,0,23021352,1693800
high_success,16,16,4,20260811,74,1,1,1,0,0,1,128,59,2,1,366.04569681584616,337.42066115182286,0,0,0,5486576,945889,0,117590184,8672256
high_success,16,16,4,20260811,75,1,1,1,0,0,1,52,120,1,2,342.8312505552352,389.25042487372843,0,0,0,1387888,270850,0,47811240,3523104
high_success,16,16,4,20260811,76,1,1,1,0,0,1,34,30,1,1,297.42338731005077,352.03910087719373,0,0,0,0,0,0,31284648,2303568
high_success,16,16,4,20260811,77,1,1,1,0,0,1,24,18,1,1,229.30055294741283,241.5944464028796,0,0,0,0,0,0,22103208,1626048
high_success,16,16,4,20260811,78,1,1,1,0,0,1,47,69,1,1,344.03162911500544,361.4175684384247,0,0,0,0,0,0,43220520,3184344
high_success,16,16,4,20260811,79,1,1,1,0,0,1,104,109,2,2,303.7998387669021,305.9887124414038,0,0,0,10397645,1754419,0,95554728,7046208
high_success,16,16,4,20260811,80,1,1,1,0,0,1,60,36,1,1,334.5720061584315,331.5864796614706,0,0,0,208039,44528,0,55156392,4065120
high_success,16,16,4,20260811,81,1,1,1,0,0,1,49,29,1,1,325.8422271087139,300.3901199716811,0,0,0,0,0,0,45056808,3319848
high_success,16,16,4,20260811,82,1,1,1,0,0,1,127,172,2,3,368.5900392938369,355.38682341886033,0,0,0,5477657,942346,0,116672040,8604504
high_success,16,16,4,20260811,83,1,1,1,0,0,1,44,54,1,1,315.3372443972505,310.17353174366633,0,0,0,0,0,0,40466088,2981088
high_success,16,16,4,20260811,84,1,1,1,0,0,1,179,254,3,4,359.8197912236998,357.89439804239316,0,0,0,611870,121612,0,164415528,12127608
high_success,16,16,4,20260811,85,1,1,1,0,0,1,37,40,1,1,354.48362219517344,383.90614081849697,0,0,0,0,0,0,34039080,2506824
high_success,16,16,4,20260811,86,1,1,1,0,0,1,63,64,1,1,407.9533747461918,383.04052008604026,0,0,0,1780733,332716,0,57910824,4268376
high_success,16,16,4,20260811,87,1,1,1,0,0,1,97,70,2,1,339.31280881439545,331.162731670248,0,0,0,9288163,1572312,0,89127720,6571944
high_success,16,16,4,20260811,88,1,1,1,0,0,1,109,550,2,9,354.1444872600301,371.7421152554231,0,0,0,0,0,0,100145448,7384968
high_success,16,16,4,20260811,89,1,1,1,0,0,1,1546,830,26,14,448.5328306253696,460.63652041949786,0,0,0,6480541,1095217,0,1419518376,104744592
high_success,16,16,4,20260811,90,1,1,1,0,0,1,25,41,1,1,246.74639515316642,253.47111123484825,0,0,0,0,0,0,23021352,1693800
high_success,16,16,4,20260811,91,1,1,1,0,0,1,29,37,1,1,313.27848194620765,331.23690150020354,0,0,0,0,0,0,26693928,1964808
high_success,16,16,4,20260811,92,1,1,1,0,0,1,22,103,1,2,323.01129861190566,335.61138043512676,0,0,0,0,0,0,20266920,1490544
high_success,16,16,4,20260811,93,1,1,1,0,0,1,187,66,3,1,400.41834682870245,351.92684948515307,0,0,0,11081134,1864275,0,171760680,12669624
high_success,16,16,4,20260811,94,1,1,1,0,0,1,45,48,1,1,383.1934849721052,439.6565307495067,0,0,0,0,0,0,41384232,3048840
high_success,16,16,4,20260811,95,1,1,1,0,0,1,78,101,1,2,359.5995543930811,374.82312330435013,0,0,0,4564112,796072,0,71682984,5284656
high_success,16,16,4,20260811,96,1,1,1,0,0,1,173,108,3,2,371.5312499012854,341.73015014700286,0,0,0,0,0,0,158906664,11721096
high_success,16,16,4,20260811,97,1,1,1,0,0,1,64,54,1,1,317.60038182777305,367.11336014650004,0,0,0,3519945,628129,0,58828968,4336128
high_success,16,16,4,20260811,98,1,1,1,0,0,1,112,117,2,2,352.19538208411745,365.69161511791134,0,0,0,101824,21424,0,102899880,7588224
high_success,16,16,4,20260811,99,1,1,1,0,0,1,73,54,1,1,401.81585677116743,392.0068688151424,0,0,0,2796146,504141,0,67092264,4945896
high_success,16,16,4,20260811,100,1,1,1,0,0,1,121,32,2,1,320.90692934117794,312.9449007341063,0,0,0,8555979,1451328,0,111163176,8197992
high_success,16,16,4,20260811,101,1,1,1,0,0,1,95,49,2,1,293.3424246582621,292.88357011544406,0,0,0,5584236,960958,0,87291432,6436440
high_success,16,16,4,20260811,102,1,1,1,0,0,1,56,61,1,1,335.6146327669585,338.4743410909629,0,0,0,0,0,0,51483816,3794112
high_success,16,16,4,20260811,103,1,1,1,0,0,1,106,120,2,2,419.3264771843732,426.3059854170224,0,0,0,5164666,895617,0,97391016,7181712
high_success,16,16,4,20260811,104,1,1,1,0,0,1,37,60,1,1,273.02990079647054,272.1794481245644,0,0,0,0,0,0,34039080,2506824
high_success,16,16,4,20260811,105,1,1,1,0,0,1,40,117,1,2,364.3577439188772,392.7135461519895,0,0,0,0,0,0,36793512,2710080
high_success,16,16,4,20260811,106,1,1,1,0,0,1,92,52,2,1,305.4630244288006,297.3255901122037,0,0,0,10152642,1712463,0,84537000,6233184
high_success,16,16,4,20260811,107,1,1,1,0,0,1,23,25,1,1,213.4956104759808,204.39591662938196,0,0,0,0,0,0,21185064,1558296
high_success,16,16,4,20260811,108,1,1,1,0,0,1,38,47,1,1,289.8043487661604,286.587910591134,0,0,0,0,0,0,34957224,2574576
high_success,16,16,4,20260811,109,1,1,1,0,0,1,64,124,1,2,352.74029533656517,371.72123039579793,0,0,0,385634,82808,0,58828968,4336128
high_success,16,16,4,20260811,110,1,1,1,0,0,1,109,36,2,1,326.9353673690955,312.35982039569103,0,0,0,157914,36661,0,100145448,7384968
high_success,16,16,4,20260811,111,1,1,1,0,0,1,66,40,1,1,381.6416946185137,357.2980446737748,0,0,0,0,0,0,60665256,4471632
high_success,16,16,4,20260811,112,1,1,1,0,0,1,49,52,1,1,335.79839561541064,390.49946123507516,0,0,0,0,0,0,45056808,3319848
high_success,16,16,4,20260811,113,1,1,1,0,0,1,95,30,2,1,356.731081459062,338.4065030777366,0,0,0,5365807,930421,0,87291432,6436440
high_success,16,16,4,20260811,114,1,1,1,0,0,1,45,26,1,1,261.2837441177988,272.05171740187177,0,0,0,0,0,0,41384232,3048840
high_success,16,16,4,20260811,115,1,1,1,0,0,1,235,114,4,2,389.0099432616416,404.911569149475,0,0,0,6414501,1098783,0,215831592,15921720
high_success,16,16,4,20260811,116,1,1,1,0,0,1,66,124,1,2,397.90112693060064,427.64881987145645,0,0,0,2487,699,0,60665256,4471632
high_success,16,16,4,20260811,117,1,1,1,0,0,1,39,64,1,1,318.96539604475856,312.7013031787319,0,0,0,0,0,0,35875368,2642328
high_success,16,16,4,20260811,118,1,1,1,0,0,1,32,126,1,2,319.93059920173704,338.2026720968636,0,0,0,0,0,0,29448360,2168064
high_success,16,16,4,20260811,119,1,1,1,0,0,1,227,39,4,1,353.33165023520814,320.424143633766,0,0,0,10154436,1714436,0,208486440,15379704
high_success,16,16,4,20260811,120,1,1,1,0,0,1,67,45,1,1,334.9679760400351,356.1453893617876,0,0,0,0,0,0,61583400,4539384
high_success,16,16,4,20260811,121,1,1,1,0,0,1,158,61,3,1,340.522543888313,335.6473857418423,0,0,0,7404713,1261016,0,145134504,10704816
high_success,16,16,4,20260811,122,1,1,1,0,0,1,26,60,1,1,315.1942089411042,306.48379780215,0,0,0,0,0,0,23939496,1761552
high_success,16,16,4,20260811,123,1,1,1,0,0,1,105,132,2,2,278.31355517238313,289.43694067605,0,0,0,7214886,1233334,0,96472872,7113960
high_success,16,16,4,20260811,124,1,1,1,0,0,1,76,32,1,1,270.6337442728104,265.08729418395114,0,0,0,706786,142159,0,69846696,5149152
high_success,16,16,4,20260811,125,1,1,1,0,0,1,140,162,2,3,411.8262227131038,383.4224685236482,0,0,0,0,0,0,128607912,9485280
high_success,16,16,4,20260811,126,1,1,1,0,0,1,26,37,1,1,277.7583645471585,305.2522159346038,0,0,0,0,0,0,23939496,1761552
high_success,16,16,4,20260811,127,1,1,1,0,0,1,40,42,1,1,338.4100019830878,284.3700422064216,0,0,0,0,0,0,36793512,2710080
high_success,16,16,4,20260812,0,1,1,1,0,0,1,63,79,1,1,462.3679500667775,449.1026207827527,0,0,0,0,0,0,57910824,4268376
high_success,16,16,4,20260812,1,1,1,1,0,0,1,56,119,1,2,300.0744781913189,290.55958762242096,0,0,0,2511969,457013,0,51483816,3794112
high_success,16,16,4,20260812,2,1,1,1,0,0,1,112,44,2,1,233.6082557472704,259.31034793301,0,0,0,8468789,1432675,0,102899880,7588224
high_success,16,16,4,20260812,3,1,1,1,0,0,1,92,110,2,2,300.972078027259,301.3608051517465,0,0,0,3227891,577145,0,84537000,6233184
high_success,16,16,4,20260812,4,1,1,1,0,0,1,64,120,1,2,269.7750159285819,301.57195609161147,0,0,0,4034594,698110,0,58828968,4336128
high_success,16,16,4,20260812,5,1,1,1,0,0,1,27,33,1,1,281.5412901945348,317.6230437752688,0,0,0,0,0,0,24857640,1829304
high_success,16,16,4,20260812,6,1,1,1,0,0,1,123,137,2,2,354.22255445147414,328.9334730880445,0,0,0,9663006,1626022,0,112999464,8333496
high_success,16,16,4,20260812,7,1,1,1,0,0,1,102,70,2,1,382.013437766279,392.52711206289996,0,0,0,0,0,0,93718440,6910704
high_success,16,16,4,20260812,8,1,1,1,0,0,1,79,31,1,1,265.802528683075,246.7856874977366,0,0,0,7026881,1199812,0,72601128,5352408
high_success,16,16,4,20260812,9,1,1,1,0,0,1,58,34,1,1,297.4822755189275,324.8132617403292,0,0,0,0,0,0,53320104,3929616
high_success,16,16,4,20260812,10,1,1,1,0,0,1,36,47,1,1,432.9327645503496,345.9602096469411,0,0,0,0,0,0,33120936,2439072
high_success,16,16,4,20260812,11,1,1,1,0,0,1,48,60,1,1,308.69037060448784,322.18673424165877,0,0,0,266697,56803,0,44138664,3252096
high_success,16,16,4,20260812,12,1,1,1,0,0,1,115,119,2,2,410.1573043066088,382.3864141275789,0,0,0,6098685,1047812,0,105654312,7791480
high_success,16,16,4,20260812,13,1,1,1,0,0,1,112,25,2,1,351.1606024726639,349.7262556525371,0,0,0,10438269,1752456,0,102899880,7588224
high_success,16,16,4,20260812,14,1,1,1,0,0,1,217,191,4,3,380.4760877698974,383.55289941233934,0,0,0,9271164,1568131,0,199305000,14702184
high_success,16,16,4,20260812,15,1,1,1,0,0,1,114,120,2,2,455.3698201638782,455.019893393934,0,0,0,0,0,0,104736168,7723728
high_success,16,16,4,20260812,16,1,1,1,0,0,1,71,106,1,2,406.79039514854117,436.40068016204793,0,0,0,0,0,0,65255976,4810392
high_success,16,16,4,20260812,17,1,1,1,0,0,1,55,62,1,1,417.9508542796515,307.67400898468645,0,0,0,392145,83047,0,50565672,3726360
high_success,16,16,4,20260812,18,1,1,1,0,0,1,59,29,1,1,351.56754653064695,304.3994747079175,0,0,0,0,0,0,54238248,3997368
high_success,16,16,4,20260812,19,1,1,1,0,0,1,100,97,2,2,271.9990607859769,251.55215998719677,0,0,0,8177116,1394967,0,91882152,6775200
high_success,16,16,4,20260812,20,1,1,1,0,0,1,306,100,5,2,327.5925079567635,336.97342353268084,0,0,0,5469073,946306,0,281019816,20732112
high_success,16,16,4,20260812,21,1,1,1,0,0,1,48,27,1,1,294.2752260965956,285.8117324354773,0,0,0,541666,112791,0,44138664,3252096
high_success,16,16,4,20260812,22,1,1,1,0,0,1,237,107,4,2,369.9072769704785,361.7006785291277,0,0,0,8987362,1520751,0,217667880,16057224
high_success,16,16,4,20260812,23,1,1,1,0,0,1,34,128,1,2,343.78606172919956,356.89088526712146,0,0,0,0,0,0,31284648,2303568
high_success,16,16,4,20260812,24,1,1,1,0,0,1,227,54,4,1,385.18910221410727,377.4646839245512,0,0,0,0,0,0,208486440,15379704
high_success,16,16,4,20260812,25,1,1,1,0,0,1,110,72,2,1,385.6846639552374,364.68039472540465,0,0,0,13260223,2224381,0,101063592,7452720
high_success,16,16,4,20260812,26,1,1,1,0,0,1,78,65,1,1,350.9003271714365,355.747170472289,0,0,0,73267,16233,0,71682984,5284656
high_success,16,16,4,20260812,27,1,1,1,0,0,1,64,128,1,2,353.37081316820087,380.64493138980094,0,0,0,0,0,0,58828968,4336128
high_success,16,16,4,20260812,28,1,1,1,0,0,1,48,39,1,1,318.86113231343415,353.9431353512151,0,0,0,0,0,0,44138664,3252096
high_success,16,16,4,20260812,29,1,1,1,0,0,1,110,52,2,1,255.01635343108396,251.91907119613376,0,0,0,0,0,0,101063592,7452720
high_success,16,16,4,20260812,30,1,1,1,0,0,1,79,106,1,2,341.5264165324227,363.0536653982483,0,0,0,0,0,0,72601128,5352408
high_success,16,16,4,20260812,31,1,1,1,0,0,1,484,495,8,8,456.6700570375649,421.1477047624355,0,0,0,3201292,575719,0,444449448,32791968
high_success,16,16,4,20260812,32,1,1,1,0,0,1,41,25,1,1,268.698978019299,362.06867022508175,0,0,0,23,12,0,37711656,2777832
high_success,16,16,4,20260812,33,1,1,1,0,0,1,115,58,2,1,262.85373672041305,256.6280644331008,0,0,0,2027707,379602,0,105654312,7791480
high_success,16,16,4,20260812,34,1,1,1,0,0,1,57,104,1,2,297.11098381222905,312.184985240454,0,0,0,28803,6181,0,52401960,3861864
high_success,16,16,4,20260812,35,1,1,1,0,0,1,76,46,1,1,284.4819591563455,266.1573807750202,0,0,0,12373935,2077747,0,69846696,5149152
high_success,16,16,4,20260812,36,1,1,1,0,0,1,48,57,1,1,319.1264419279268,324.8376051338517,0,0,0,202549,43687,0,44138664,3252096
high_success,16,16,4,20260812,37,1,1,1,0,0,1,39,42,1,1,364.93185519048984,347.98468741770586,0,0,0,0,0,0,35875368,2642328
high_success,16,16,4,20260812,38,1,1,1,0,0,1,128,54,2,1,318.7500177468597,337.8433790388733,0,0,0,0,0,0,117590184,8672256
high_success,16,16,4,20260812,39,1,1,1,0,0,1,62,99,1,2,375.9832175134618,356.4863423998131,0,0,0,1876152,349741,0,56992680,4200624
high_success,16,16,4,20260812,40,1,1,1,0,0,1,69,32,1,1,290.29948752197254,278.1284823613233,0,0,0,0,0,0,63419688,4674888
high_success,16,16,4,20260812,41,1,1,1,0,0,1,51,29,1,1,309.5930517749787,352.60493227565496,0,0,0,0,0,0,46893096,3455352
high_success,16,16,4,20260812,42,1,1,1,0,0,1,56,67,1,1,279.4935281083118,278.4255791063981,0,0,0,0,0,0,51483816,3794112
high_success,16,16,4,20260812,43,1,1,1,0,0,1,72,46,1,1,357.095452852264,355.8190872690061,0,0,0,8438667,1432409,0,66174120,4878144
high_success,16,16,4,20260812,44,1,1,1,0,0,1,34,78,1,1,368.58666759845187,374.5109809590388,0,0,0,0,0,0,31284648,2303568
high_success,16,16,4,20260812,45,1,1,1,0,0,1,105,131,2,2,457.69283863732005,441.9378921014235,0,0,0,3045736,547570,0,96472872,7113960
high_success,16,16,4,20260812,46,1,1,1,0,0,1,252,247,4,4,462.771919453585,474.17603234350395,0,0,0,3185817,570605,0,231440040,17073504
high_success,16,16,4,20260812,47,1,1,1,0,0,1,102,104,2,2,395.11841367174935,394.21744121874576,0,0,0,3794041,670154,0,93718440,6910704
high_success,16,16,4,20260812,48,1,1,1,0,0,1,42,40,1,1,274.30053556507403,300.62070260729524,0,0,0,0,0,0,38629800,2845584
high_success,16,16,4,20260812,49,1,1,1,0,0,1,95,78,2,1,354.3099189613995,347.2896308504803,0,0,0,1526931,289755,0,87291432,6436440
high_success,16,16,4,20260812,50,1,1,1,0,0,1,26,104,1,2,307.57824953759626,334.65577203105414,0,0,0,0,0,0,23939496,1761552
high_success,16,16,4,20260812,51,1,1,1,0,0,1,45,73,1,1,337.1139218144792,341.6777989863979,0,0,0,40,24,0,41384232,3048840
high_success,16,16,4,20260812,52,1,1,1,0,0,1,119,35,2,1,306.23923092269456,307.5429861257976,0,0,0,7403875,1249344,0,109326888,8062488
high_success,16,16,4,20260812,53,1,1,1,0,0,1,56,114,1,2,366.81519431114884,333.1931792790813,0,0,0,0,0,0,51483816,3794112
high_success,16,16,4,20260812,54,1,1,1,0,0,1,55,110,1,2,321.891297417877,363.6403757966888,0,0,0,1405,560,0,50565672,3726360
high_success,16,16,4,20260812,55,1,1,1,0,0,1,149,69,3,1,344.19050468591274,314.107895839221,0,0,0,6385008,1094522,0,136871208,10095048
high_success,16,16,4,20260812,56,1,1,1,0,0,1,241,125,4,2,356.2343148184245,352.17957298195813,0,0,0,0,0,0,221340456,16328232
high_success,16,16,4,20260812,57,1,1,1,0,0,1,107,105,2,2,355.0920367857893,364.5094843215385,0,0,0,6487593,1107285,0,98309160,7249464
high_success,16,16,4,20260812,58,1,1,1,0,0,1,20,40,1,1,302.2272797430102,304.479662280756,0,0,0,0,0,0,18430632,1355040
high_success,16,16,4,20260812,59,1,1,1,0,0,1,138,108,2,2,378.10253473583145,353.10381712068005,0,0,0,3252203,581712,0,126771624,9349776
high_success,16,16,4,20260812,60,1,1,1,0,0,1,113,71,2,1,292.041476745789,262.9480413860258,0,0,0,0,0,0,103818024,7655976
high_success,16,16,4,20260812,61,1,1,1,0,0,1,73,125,1,2,298.8275740128853,285.9258851484817,0,0,0,6649831,1136142,0,67092264,4945896
high_success,16,16,4,20260812,62,1,1,1,0,0,1,31,47,1,1,388.53257078519096,381.922652191224,0,0,0,0,0,0,28530216,2100312
high_success,16,16,4,20260812,63,1,1,1,0,0,1,111,43,2,1,350.81579895561583,337.6066590009679,0,0,0,0,0,0,101981736,7520472
high_success,16,16,4,20260812,64,1,1,1,0,0,1,70,102,1,2,402.66668348315534,416.58465945157536,0,0,0,0,0,0,64337832,4742640
high_success,16,16,4,20260812,65,1,1,1,0,0,1,48,70,1,1,343.36499118804716,338.7448027108578,0,0,0,0,0,0,44138664,3252096
high_success,16,16,4,20260812,66,1,1,1,0,0,1,78,111,1,2,395.093039689017,430.0539074783721,0,0,0,115149,24941,0,71682984,5284656
high_success,16,16,4,20260812,67,1,1,1,0,0,1,547,165,9,3,434.4776631610539,395.2078362451818,0,0,0,144283,31124,0,502292520,37060344
high_success,16,16,4,20260812,68,1,1,1,0,0,1,124,64,2,1,293.0971441377367,281.6750355607187,0,0,0,2230977,413447,0,113917608,8401248
