configuration,b,M,guard_bits,sample_seed,shot,syndrome_converged,logical_action_match,logically_correct,syndrome_valid_logical_error,non_convergence,float_logically_correct,iterations,float_iterations,relay_legs,float_relay_legs,selected_solution_weight,float_selected_solution_weight,prior_clipping,lambda_saturation,check_message_saturation,variable_message_saturation,marginal_saturation,accumulator_saturation,stored_operation_count,marginal_operation_count
balanced,14,16,4,20260812,71,1,1,1,0,0,1,48,130,1,2,411.36240679315347,435.69874150200457,0,0,0,5949850,1007324,0,44138664,3252096
balanced,14,16,4,20260812,72,1,1,1,0,0,1,64,37,1,1,389.64681842703556,383.7191074858303,0,0,0,10557765,1791556,0,58828968,4336128
balanced,14,16,4,20260812,73,1,1,1,0,0,1,46,254,1,4,366.1569124695609,372.99970456091256,0,0,0,5250024,894903,0,42302376,3116592
balanced,14,16,4,20260812,74,1,1,1,0,0,1,22,34,1,1,248.5470517357317,248.9516327615676,0,0,0,219676,46486,0,20266920,1490544
balanced,14,16,4,20260812,75,1,1,1,0,0,1,23,41,1,1,376.3729998761279,398.7727976897486,0,0,0,2547,757,0,21185064,1558296
balanced,14,16,4,20260812,76,1,1,1,0,0,1,36,17,1,1,443.39039755163003,371.68792864058435,0,0,0,490469,106095,0,33120936,2439072
balanced,14,16,4,20260812,77,1,1,1,0,0,1,22,24,1,1,358.2802605245878,387.82239637231305,0,0,0,8530,2031,0,20266920,1490544
balanced,14,16,4,20260812,78,1,1,1,0,0,1,51,53,1,1,432.41752167383015,431.569904401166,0,0,0,5842433,985356,0,46893096,3455352
balanced,14,16,4,20260812,79,1,1,1,0,0,1,30,29,1,1,310.8121322176341,374.809939822754,0,0,0,3341476,570685,0,27612072,2032560
balanced,14,16,4,20260812,80,1,1,1,0,0,1,28,25,1,1,320.4605694766267,303.7984014316621,0,0,0,920696,178028,0,25775784,1897056
balanced,14,16,4,20260812,81,1,1,1,0,0,1,37,32,1,1,317.5724892366905,293.7180048947099,0,0,0,800449,155314,0,34039080,2506824
balanced,14,16,4,20260812,82,1,1,1,0,0,1,25,29,1,1,364.0693075354386,355.895274948315,0,0,0,180,87,0,23021352,1693800
balanced,14,16,4,20260812,83,1,1,1,0,0,1,100,137,2,2,411.69305957015877,436.7024285673883,0,0,0,18724402,3101988,0,91882152,6775200
balanced,14,16,4,20260812,84,1,1,1,0,0,1,36,32,1,1,348.771080700209,401.86879306556733,0,0,0,364707,73948,0,33120936,2439072
balanced,14,16,4,20260812,85,1,1,1,0,0,1,29,111,1,2,361.69268490827847,363.5776015656551,0,0,0,126542,26415,0,26693928,1964808
balanced,14,16,4,20260812,86,1,1,1,0,0,1,35,126,1,2,365.49953931244096,386.1484331381581,0,0,0,1242386,245061,0,32202792,2371320
balanced,14,16,4,20260812,87,1,1,1,0,0,1,115,21,2,1,344.15109191382186,336.5006638775774,0,0,0,20514046,3395188,0,105654312,7791480
balanced,14,16,4,20260812,88,1,1,1,0,0,1,27,22,1,1,375.91366880018745,388.74627422715804,0,0,0,151612,31532,0,24857640,1829304
balanced,14,16,4,20260812,89,1,1,1,0,0,1,18,15,1,1,249.27523847893954,252.60861062415904,0,0,0,501,173,0,16594344,1219536
balanced,14,16,4,20260812,90,1,1,1,0,0,1,15,22,1,1,264.2028324580343,286.7451967392052,0,0,0,0,0,0,13839912,1016280
balanced,14,16,4,20260812,91,1,1,1,0,0,1,23,26,1,1,341.8405795638909,365.307911665685,0,0,0,34653,7574,0,21185064,1558296
balanced,14,16,4,20260812,92,1,1,1,0,0,1,16,39,1,1,412.63672998251855,407.48975524567436,0,0,0,0,0,0,14758056,1084032
balanced,14,16,4,20260812,93,1,1,1,0,0,1,35,24,1,1,339.03876966092764,338.0655531251256,0,0,0,1576490,285963,0,32202792,2371320
balanced,14,16,4,20260812,94,1,1,1,0,0,1,39,28,1,1,330.42780729731066,371.1261826474308,0,0,0,2480312,442216,0,35875368,2642328
balanced,14,16,4,20260812,95,1,1,1,0,0,1,23,30,1,1,315.35796107736314,298.5059124027605,0,0,0,0,0,0,21185064,1558296
balanced,14,16,4,20260812,96,1,1,1,0,0,1,24,42,1,1,419.93421456309466,338.5283846899328,0,0,0,34322,8118,0,22103208,1626048
balanced,14,16,4,20260812,97,1,1,1,0,0,1,27,109,1,2,325.724745650625,319.902805738345,0,0,0,234587,47205,0,24857640,1829304
balanced,14,16,4,20260812,98,1,1,1,0,0,1,30,46,1,1,403.01476107339363,418.80075074398684,0,0,0,66210,15953,0,27612072,2032560
balanced,14,16,4,20260812,99,1,1,1,0,0,1,28,38,1,1,327.57298812551846,345.7561727059149,0,0,0,125761,26899,0,25775784,1897056
balanced,14,16,4,20260812,100,1,1,1,0,0,1,50,38,1,1,384.6597276448132,383.4596623579074,0,0,0,6000032,1022645,0,45974952,3387600
balanced,14,16,4,20260812,101,1,1,1,0,0,1,112,116,2,2,377.27850771174235,383.21180628305876,0,0,0,12595372,2116152,0,102899880,7588224
balanced,14,16,4,20260812,102,1,1,1,0,0,1,21,37,1,1,380.6366084418912,373.31799229035175,0,0,0,0,0,0,19348776,1422792
balanced,14,16,4,20260812,103,1,1,1,0,0,1,43,36,1,1,336.90656788392874,331.36670005181935,0,0,0,4344262,748631,0,39547944,2913336
balanced,14,16,4,20260812,104,1,1,1,0,0,1,19,17,1,1,357.4138418064703,342.3149288997753,0,0,0,0,0,0,17512488,1287288
balanced,14,16,4,20260812,105,1,1,1,0,0,1,223,160,4,3,348.31032790178165,375.63292713603016,0,0,0,16475320,2746938,0,204813864,15108696
balanced,14,16,4,20260812,106,1,1,1,0,0,1,31,20,1,1,394.00234803553855,394.73985084546564,0,0,0,2726031,469134,0,28530216,2100312
balanced,14,16,4,20260812,107,1,1,1,0,0,1,109,655,2,11,342.8166736929266,358.0291312790323,0,0,0,19143796,3181724,0,100145448,7384968
balanced,14,16,4,20260812,108,1,1,1,0,0,1,27,27,1,1,394.31551835742596,377.1709502882819,0,0,0,2297,583,0,24857640,1829304
balanced,14,16,4,20260812,109,1,1,1,0,0,1,20,41,1,1,322.3365405362646,320.13323376200583,0,0,0,300,110,0,18430632,1355040
balanced,14,16,4,20260812,110,1,1,1,0,0,1,20,13,1,1,183.05494180327491,181.49747475777087,0,0,0,154767,32742,0,18430632,1355040
balanced,14,16,4,20260812,111,1,1,1,0,0,1,34,41,1,1,391.59554142657464,387.0294615186163,0,0,0,113068,26694,0,31284648,2303568
balanced,14,16,4,20260812,112,1,1,1,0,0,1,43,47,1,1,331.2135708320345,311.52823875056015,0,0,0,3417548,596853,0,39547944,2913336
balanced,14,16,4,20260812,113,1,1,1,0,0,1,59,34,1,1,407.2839752908963,397.7014412041411,0,0,0,10245286,1708427,0,54238248,3997368
balanced,14,16,4,20260812,114,1,1,1,0,0,1,18,16,1,1,376.30175681371196,362.6696780355107,0,0,0,0,0,0,16594344,1219536
balanced,14,16,4,20260812,115,1,1,1,0,0,1,27,17,1,1,382.42586630727544,392.7025538380016,0,0,0,23540,5672,0,24857640,1829304
balanced,14,16,4,20260812,116,1,1,1,0,0,1,25,22,1,1,328.874621075027,320.2597530131729,0,0,0,98916,20824,0,23021352,1693800
balanced,14,16,4,20260812,117,1,1,1,0,0,1,26,24,1,1,352.9412195825846,370.651701132769,0,0,0,16603,3659,0,23939496,1761552
balanced,14,16,4,20260812,118,1,1,1,0,0,1,59,45,1,1,417.56175888924724,395.7567076209075,0,0,0,11130777,1854355,0,54238248,3997368
balanced,14,16,4,20260812,119,1,1,1,0,0,1,25,114,1,2,315.17217926862486,315.30254287312334,0,0,0,219468,45642,0,23021352,1693800
balanced,14,16,4,20260812,120,1,1,1,0,0,1,13,29,1,1,305.11918448890356,309.99698307406715,0,0,0,0,0,0,12003624,880776
balanced,14,16,4,20260812,121,1,1,1,0,0,1,65,44,1,1,352.7928961859316,356.83964524352393,0,0,0,12860915,2147815,0,59747112,4403880
balanced,14,16,4,20260812,122,1,1,1,0,0,1,31,28,1,1,343.54297825413096,342.30297215115786,0,0,0,1002993,187811,0,28530216,2100312
balanced,14,16,4,20260812,123,1,1,1,0,0,1,34,36,1,1,424.75021617604745,407.54409361450223,0,0,0,1880990,339424,0,31284648,2303568
balanced,14,16,4,20260812,124,1,1,1,0,0,1,34,24,1,1,413.5323488431959,337.2883026642484,0,0,0,388123,83606,0,31284648,2303568
balanced,14,16,4,20260812,125,1,1,1,0,0,1,56,34,1,1,435.82644222556144,399.6093371646509,0,0,0,8218513,1381919,0,51483816,3794112
balanced,14,16,4,20260812,126,1,1,1,0,0,1,23,23,1,1,338.87336339645447,337.7204770557595,0,0,0,336411,68344,0,21185064,1558296
balanced,14,16,4,20260812,127,1,1,1,0,0,1,33,29,1,1,342.67644184646906,378.2345324091849,0,0,0,1860516,334065,0,30366504,2235816
balanced,14,16,4,20260813,0,1,1,1,0,0,1,173,259,3,4,320.1888890837285,349.9311516000427,0,0,0,19315729,3203418,0,158906664,11721096
balanced,14,16,4,20260813,1,1,1,1,0,0,1,21,30,1,1,357.2914331515125,321.1984073170287,0,0,0,5720,1430,0,19348776,1422792
balanced,14,16,4,20260813,2,1,1,1,0,0,1,27,23,1,1,404.23575525068475,397.57543228840905,0,0,0,119493,25676,0,24857640,1829304
balanced,14,16,4,20260813,3,1,1,1,0,0,1,26,21,1,1,337.2309231730778,294.03879410917034,0,0,0,4602,1184,0,23939496,1761552
balanced,14,16,4,20260813,4,1,1,1,0,0,1,25,27,1,1,348.78278983846434,338.2292360522222,0,0,0,14502,3435,0,23021352,1693800
balanced,14,16,4,20260813,5,1,1,1,0,0,1,70,129,1,2,256.4322641917446,263.5690255503285,0,0,0,16440281,2744023,0,64337832,4742640
balanced,14,16,4,20260813,6,1,1,1,0,0,1,117,29,2,1,337.4827994705428,363.9986353154242,0,0,0,18608137,3095776,0,107490600,7926984
balanced,14,16,4,20260813,7,1,1,1,0,0,1,17,19,1,1,325.5595569269899,322.22706879716213,0,0,0,0,0,0,15676200,1151784
balanced,14,16,4,20260813,8,1,1,1,0,0,1,32,25,1,1,350.1781904587092,343.57872197140046,0,0,0,1870526,332817,0,29448360,2168064
balanced,14,16,4,20260813,9,1,1,1,0,0,1,171,132,3,2,452.52755187880217,414.95074410053996,0,0,0,15196084,2532385,0,157070376,11585592
balanced,14,16,4,20260813,10,1,1,1,0,0,1,56,258,1,4,369.4607404491426,368.39609812300307,0,0,0,5629388,989145,0,51483816,3794112
balanced,14,16,4,20260813,11,1,1,1,0,0,1,19,30,1,1,292.4846710151942,263.79758398974,0,0,0,0,0,0,17512488,1287288
balanced,14,16,4,20260813,12,1,1,1,0,0,1,12,30,1,1,303.81627719348353,304.550657887391,0,0,0,0,0,0,11085480,813024
balanced,14,16,4,20260813,13,1,1,1,0,0,1,18,21,1,1,343.41326228620784,335.3022522446897,0,0,0,0,0,0,16594344,1219536
balanced,14,16,4,20260813,14,1,1,1,0,0,1,27,125,1,2,369.2662689538034,395.1070083106933,0,0,0,63797,14048,0,24857640,1829304
balanced,14,16,4,20260813,15,1,1,1,0,0,1,170,117,3,2,425.0539059100532,330.7336079687972,0,0,0,17090994,2843773,0,156152232,11517840
balanced,14,16,4,20260813,16,1,1,1,0,0,1,38,62,1,1,362.82187196842585,366.83417420753267,0,0,0,3793017,658664,0,34957224,2574576
balanced,14,16,4,20260813,17,1,1,1,0,0,1,26,31,1,1,388.0456126317609,398.40988922641657,0,0,0,72840,15468,0,23939496,1761552
balanced,14,16,4,20260813,18,1,1,1,0,0,1,28,45,1,1,284.87102468563717,287.5140629862135,0,0,0,309429,63536,0,25775784,1897056
balanced,14,16,4,20260813,19,1,1,1,0,0,1,32,24,1,1,405.2282959378695,388.3367400147191,0,0,0,2075311,366112,0,29448360,2168064
balanced,14,16,4,20260813,20,1,1,1,0,0,1,42,258,1,4,319.1920816806416,347.0432388824624,0,0,0,3797987,648394,0,38629800,2845584
balanced,14,16,4,20260813,21,1,1,1,0,0,1,64,44,1,1,353.470729447975,398.57316820903765,0,0,0,10211722,1718121,0,58828968,4336128
balanced,14,16,4,20260813,22,1,1,1,0,0,1,20,24,1,1,349.851078803326,329.32839236431755,0,0,0,543,263,0,18430632,1355040
balanced,14,16,4,20260813,23,1,1,1,0,0,1,26,35,1,1,350.48698354546644,354.51631612690585,0,0,0,312478,64112,0,23939496,1761552
balanced,14,16,4,20260813,24,1,1,1,0,0,1,32,37,1,1,311.5196768560181,315.89184971108915,0,0,0,1777102,317976,0,29448360,2168064
balanced,14,16,4,20260813,25,1,1,1,0,0,1,108,59,2,1,421.9574394094489,424.0351392561671,0,0,0,14252314,2386321,0,99227304,7317216
balanced,14,16,4,20260813,26,1,1,1,0,0,1,18,14,1,1,279.83087349646235,282.0451285231401,0,0,0,0,0,0,16594344,1219536
balanced,14,16,4,20260813,27,1,1,1,0,0,1,27,28,1,1,299.9857237226,279.3103704664742,0,0,0,392602,82522,0,24857640,1829304
balanced,14,16,4,20260813,28,1,1,1,0,0,1,43,28,1,1,312.4850299089268,304.4301267694177,0,0,0,5248781,888292,0,39547944,2913336
balanced,14,16,4,20260813,29,1,1,1,0,0,1,25,305,1,5,350.55464781843773,352.0173330499033,0,0,0,39169,8178,0,23021352,1693800
balanced,14,16,4,20260813,30,1,1,1,0,0,1,27,34,1,1,388.1786242184488,386.940386025874,0,0,0,315933,62798,0,24857640,1829304
balanced,14,16,4,20260813,31,1,1,1,0,0,1,31,33,1,1,336.56291763510524,324.7598412733876,0,0,0,860687,162036,0,28530216,2100312
balanced,14,16,4,20260813,32,1,1,1,0,0,1,24,28,1,1,410.53204474795257,426.1593105894092,0,0,0,4663,1110,0,22103208,1626048
balanced,14,16,4,20260813,33,1,1,1,0,0,1,29,36,1,1,377.7144928347095,320.93044997295385,0,0,0,777405,149108,0,26693928,1964808
balanced,14,16,4,20260813,34,1,1,1,0,0,1,121,25,2,1,351.5537074454718,310.8506420983517,0,0,0,18636128,3100995,0,111163176,8197992
balanced,14,16,4,20260813,35,1,1,1,0,0,1,67,27,1,1,379.09999220399527,335.68379849429965,0,0,0,9617362,1664568,0,61583400,4539384
balanced,14,16,4,20260813,36,1,1,1,0,0,1,76,20,1,1,354.3187855299692,353.258955005414,0,0,0,14779344,2468514,0,69846696,5149152
balanced,14,16,4,20260813,37,1,1,1,0,0,1,28,24,1,1,248.7381233197583,254.37791531233654,0,0,0,2042726,362918,0,25775784,1897056
balanced,14,16,4,20260813,38,1,1,1,0,0,1,46,38,1,1,423.9472840737468,418.77831860042926,0,0,0,6187169,1045912,0,42302376,3116592
balanced,14,16,4,20260813,39,1,1,1,0,0,1,38,18,1,1,344.2570863249326,343.01796423735107,0,0,0,5205404,877991,0,34957224,2574576
balanced,14,16,4,20260813,40,1,1,1,0,0,1,42,47,1,1,276.8857901310235,363.1640692513466,0,0,0,5143877,876980,0,38629800,2845584
balanced,14,16,4,20260813,41,1,1,1,0,0,1,30,32,1,1,354.8304884907709,347.57420175836415,0,0,0,1300178,239659,0,27612072,2032560
balanced,14,16,4,20260813,42,1,1,1,0,0,1,18,17,1,1,292.8724187995557,280.96636813215787,0,0,0,0,0,0,16594344,1219536
balanced,14,16,4,20260813,43,1,1,1,0,0,1,473,117,8,2,263.37944563044243,271.8717181440985,0,0,0,19220145,3190122,0,434349864,32046696
balanced,14,16,4,20260813,44,1,1,1,0,0,1,29,17,1,1,339.3775655234087,329.26949587813056,0,0,0,1639815,294627,0,26693928,1964808
balanced,14,16,4,20260813,45,1,1,1,0,0,1,184,574,3,10,361.31814474340024,339.9113004866065,0,0,0,19757232,3275185,0,169006248,12466368
balanced,14,16,4,20260813,46,1,1,1,0,0,1,28,19,1,1,302.7109197521736,272.58261784316204,0,0,0,593199,114237,0,25775784,1897056
balanced,14,16,4,20260813,47,1,1,1,0,0,1,28,20,1,1,306.3029166030992,306.8767418756181,0,0,0,1039926,193396,0,25775784,1897056
balanced,14,16,4,20260813,48,1,1,1,0,0,1,20,28,1,1,357.2387529679846,432.5780940181603,0,0,0,0,0,0,18430632,1355040
balanced,14,16,4,20260813,49,1,1,1,0,0,1,175,44,3,1,387.0268701282777,374.7904783706736,0,0,0,15009758,2511773,0,160742952,11856600
balanced,14,16,4,20260813,50,1,1,1,0,0,1,36,36,1,1,345.41876251517823,350.84168803874195,0,0,0,1904289,347922,0,33120936,2439072
balanced,14,16,4,20260813,51,1,1,1,0,0,1,19,46,1,1,270.8177602441584,261.3928486981134,0,0,0,0,0,0,17512488,1287288
balanced,14,16,4,20260813,52,1,1,1,0,0,1,59,18,1,1,318.9936529168249,313.4163697623837,0,0,0,11266264,1881350,0,54238248,3997368
balanced,14,16,4,20260813,53,1,1,1,0,0,1,357,119,6,2,439.68257459795484,382.4193092882675,0,0,0,20461054,3388695,0,327845160,24187464
balanced,14,16,4,20260813,54,1,1,1,0,0,1,72,38,1,1,334.6760148069003,313.517108074725,0,0,0,14841770,2473126,0,66174120,4878144
balanced,14,16,4,20260813,55,1,1,1,0,0,1,32,26,1,1,305.8040569623696,296.37684310327086,0,0,0,1109844,213361,0,29448360,2168064
balanced,14,16,4,20260813,56,1,1,1,0,0,1,36,431,1,7,380.9591860581421,402.71415590903155,0,0,0,3112132,548458,0,33120936,2439072
balanced,14,16,4,20260813,57,1,1,1,0,0,1,27,66,1,1,315.6241613106896,318.01620542458113,0,0,0,1907555,335525,0,24857640,1829304
balanced,14,16,4,20260813,58,1,1,1,0,0,1,44,33,1,1,359.54951261713256,356.1786039085903,0,0,0,4654476,805656,0,40466088,2981088
balanced,14,16,4,20260813,59,1,1,1,0,0,1,290,491,5,8,406.02119643748404,468.5352667285921,0,0,0,19153533,3174726,0,266329512,19648080
balanced,14,16,4,20260813,60,1,1,1,0,0,1,28,32,1,1,307.92592138505063,321.32110899227763,0,0,0,84018,19320,0,25775784,1897056
balanced,14,16,4,20260813,61,1,1,1,0,0,1,19,31,1,1,293.76343229783294,299.9959782897494,0,0,0,0,0,0,17512488,1287288
balanced,14,16,4,20260813,62,1,1,1,0,0,1,79,104,1,2,360.8923728538904,344.5753925764391,0,0,0,13866263,2333921,0,72601128,5352408
balanced,14,16,4,20260813,63,1,1,1,0,0,1,27,25,1,1,356.46860112998127,352.07792200635987,0,0,0,1004545,186889,0,24857640,1829304
balanced,14,16,4,20260813,64,1,1,1,0,0,1,24,12,1,1,318.2552628433698,297.84309604971196,0,0,0,90873,19789,0,22103208,1626048
balanced,14,16,4,20260813,65,1,1,1,0,0,1,13,32,1,1,257.1615435259091,278.07488604877494,0,0,0,0,0,0,12003624,880776
balanced,14,16,4,20260813,66,1,1,1,0,0,1,28,33,1,1,400.84925304662664,385.75122479737706,0,0,0,5724,1483,0,25775784,1897056
balanced,14,16,4,20260813,67,1,1,1,0,0,1,109,24,2,1,363.8806142707033,325.4582044545121,0,0,0,15875602,2641978,0,100145448,7384968
balanced,14,16,4,20260813,68,1,1,1,0,0,1,57,35,1,1,288.2726291480502,273.89382925035216,0,0,0,10433506,1744091,0,52401960,3861864
balanced,14,16,4,20260813,69,1,1,1,0,0,1,24,12,1,1,291.1411667892532,278.1157059356673,0,0,0,114481,25778,0,22103208,1626048
balanced,14,16,4,20260813,70,1,1,1,0,0,1,29,29,1,1,364.3627573759335,377.8963648298077,0,0,0,176256,35877,0,26693928,1964808
balanced,14,16,4,20260813,71,1,1,1,0,0,1,233,229,4,4,447.72195827753086,466.1227344262403,0,0,0,12774169,2131567,0,213995304,15786216
balanced,14,16,4,20260813,72,1,1,1,0,0,1,24,72,1,1,296.90946758058624,293.2092538680656,0,0,0,14597,3285,0,22103208,1626048
balanced,14,16,4,20260813,73,1,1,1,0,0,1,52,137,1,2,320.3536691237229,347.1904362696873,0,0,0,9616923,1611154,0,47811240,3523104
balanced,14,16,4,20260813,74,1,1,1,0,0,1,160,173,3,3,376.26147277585017,389.8264502277758,0,0,0,2542016,504272,0,146970792,10840320
balanced,14,16,4,20260813,75,1,1,1,0,0,1,61,24,1,1,318.00933608083017,300.9322744196139,0,0,0,8094482,1390891,0,56074536,4132872
balanced,14,16,4,20260813,76,1,1,1,0,0,1,23,15,1,1,262.7578562270542,245.58704788078867,0,0,0,9573,2205,0,21185064,1558296
balanced,14,16,4,20260813,77,1,1,1,0,0,1,78,20,1,1,416.70099278848284,398.8820404582768,0,0,0,10543549,1790423,0,71682984,5284656
balanced,14,16,4,20260813,78,1,1,1,0,0,1,30,46,1,1,311.39337738348263,383.23265921029747,0,0,0,742624,143514,0,27612072,2032560
balanced,14,16,4,20260813,79,1,1,1,0,0,1,26,27,1,1,300.94286178935005,299.8938337697269,0,0,0,437430,84369,0,23939496,1761552
balanced,14,16,4,20260813,80,1,1,1,0,0,1,111,130,2,2,350.0196972220172,328.74958980456813,0,0,0,16580297,2772410,0,101981736,7520472
balanced,14,16,4,20260813,81,1,1,1,0,0,1,34,18,1,1,287.48612453286466,284.64075618560594,0,0,0,3417198,586180,0,31284648,2303568
balanced,14,16,4,20260813,82,1,1,1,0,0,1,23,25,1,1,319.949548186268,336.58449290037936,0,0,0,31801,7299,0,21185064,1558296
balanced,14,16,4,20260813,83,1,1,1,0,0,1,187,178,3,3,360.77464656822815,368.13517270304476,0,0,0,17604792,2925176,0,171760680,12669624
balanced,14,16,4,20260813,84,1,1,1,0,0,1,16,17,1,1,238.76922066046473,243.3408311989009,0,0,0,0,0,0,14758056,1084032
balanced,14,16,4,20260813,85,1,1,1,0,0,1,44,23,1,1,394.16733844589436,390.1603317323329,0,0,0,2888610,503753,0,40466088,2981088
balanced,14,16,4,20260813,86,1,1,1,0,0,1,38,24,1,1,283.0596511634259,279.4739560874712,0,0,0,4257093,730697,0,34957224,2574576
balanced,14,16,4,20260813,87,1,1,1,0,0,1,39,22,1,1,233.80907365321195,218.8582166341635,0,0,0,5556602,941810,0,35875368,2642328
balanced,14,16,4,20260813,88,1,1,1,0,0,1,23,18,1,1,280.93481263506527,295.1622647573207,0,0,0,960490,180055,0,21185064,1558296
balanced,14,16,4,20260813,89,1,1,1,0,0,1,253,34,4,1,455.9114669163848,400.51813849270724,0,0,0,18163282,3013873,0,232358184,17141256
balanced,14,16,4,20260813,90,1,1,1,0,0,1,13,41,1,1,287.9594323122336,299.86636731604995,0,0,0,0,0,0,12003624,880776
balanced,14,16,4,20260813,91,1,1,1,0,0,1,21,38,1,1,266.34047644810926,254.53740008639164,0,0,0,1033,301,0,19348776,1422792
balanced,14,16,4,20260813,92,1,1,1,0,0,1,551,26,9,1,434.0910874527098,386.27623023830586,0,0,0,19066508,3162250,0,505965096,37331352
balanced,14,16,4,20260813,93,1,1,1,0,0,1,17,22,1,1,269.62908510573516,272.556107793052,0,0,0,0,0,0,15676200,1151784
balanced,14,16,4,20260813,94,1,1,1,0,0,1,28,33,1,1,329.4593141901498,311.81293046540657,0,0,0,2044788,358679,0,25775784,1897056
balanced,14,16,4,20260813,95,1,1,1,0,0,1,33,49,1,1,381.66564218259475,377.0825218989321,0,0,0,2445195,428965,0,30366504,2235816
balanced,14,16,4,20260813,96,1,1,1,0,0,1,29,33,1,1,320.3965118912975,348.8579747861179,0,0,0,392520,78803,0,26693928,1964808
balanced,14,16,4,20260813,97,1,1,1,0,0,1,52,136,1,2,411.8021735078189,433.12723825691444,0,0,0,5729585,978276,0,47811240,3523104
balanced,14,16,4,20260813,98,1,1,1,0,0,1,36,35,1,1,358.129369742729,363.06805901014314,0,0,0,2305514,405152,0,33120936,2439072
balanced,14,16,4,20260813,99,1,1,1,0,0,1,30,23,1,1,363.9257005562024,346.3809746848733,0,0,0,662257,126302,0,27612072,2032560
balanced,14,16,4,20260813,100,1,1,1,0,0,1,53,27,1,1,345.7706070774097,360.3151147188121,0,0,0,8508142,1428057,0,48729384,3590856
balanced,14,16,4,20260813,101,1,1,1,0,0,1,127,17,2,1,266.9753771630406,298.26800153110685,0,0,0,20605020,3410966,0,116672040,8604504
balanced,14,16,4,20260813,102,1,1,1,0,0,1,297,43,5,1,386.60219289511014,349.9496794210485,0,0,0,18690758,3115835,0,272756520,20122344
balanced,14,16,4,20260813,103,1,1,1,0,0,1,188,44,3,1,368.74927893526643,373.3544009927977,0,0,0,19112724,3173239,0,172678824,12737376
balanced,14,16,4,20260813,104,1,1,1,0,0,1,29,31,1,1,358.2815590673213,350.3152875934755,0,0,0,1032974,194615,0,26693928,1964808
balanced,14,16,4,20260813,105,1,1,1,0,0,1,50,112,1,2,340.6065017722722,343.1186801975963,0,0,0,6981490,1182572,0,45974952,3387600
balanced,14,16,4,20260813,106,1,1,1,0,0,1,30,24,1,1,323.8549599426309,314.1002467876954,0,0,0,1799095,321483,0,27612072,2032560
balanced,14,16,4,20260813,107,1,1,1,0,0,1,33,50,1,1,449.08766840238036,454.02682802105255,0,0,0,968270,181391,0,30366504,2235816
balanced,14,16,4,20260813,108,1,1,1,0,0,1,19,34,1,1,274.16886743028215,245.1453988812899,0,0,0,0,0,0,17512488,1287288
balanced,14,16,4,20260813,109,1,1,1,0,0,0,33,980,1,16,390.97258001745234,,0,0,0,528195,106641,0,30366504,2235816
balanced,14,16,4,20260813,110,1,1,1,0,0,1,38,26,1,1,383.3255942532145,373.9778840621872,0,0,0,2881477,505007,0,34957224,2574576
balanced,14,16,4,20260813,111,1,1,1,0,0,1,94,455,2,8,292.0362660657782,303.02833327751176,0,0,0,21160313,3500470,0,86373288,6368688
balanced,14,16,4,20260813,112,1,1,1,0,0,1,18,44,1,1,376.3102742304553,369.6379033484395,0,0,0,0,0,0,16594344,1219536
balanced,14,16,4,20260813,113,1,1,1,0,0,1,207,28,4,1,284.9079619048254,248.65034492039683,0,0,0,21072758,3486246,0,190123560,14024664
balanced,14,16,4,20260813,114,1,1,1,0,0,1,27,36,1,1,386.75666713130926,361.1384718093646,0,0,0,35350,7641,0,24857640,1829304
balanced,14,16,4,20260813,115,1,1,1,0,0,1,24,17,1,1,321.6777879037828,334.67963777807824,0,0,0,752,230,0,22103208,1626048
balanced,14,16,4,20260813,116,1,1,1,0,0,1,51,45,1,1,317.7574664641461,331.09658195762773,0,0,0,3129556,554720,0,46893096,3455352
balanced,14,16,4,20260813,117,1,1,1,0,0,1,28,31,1,1,297.2888574977323,298.8472088796549,0,0,0,1479196,267857,0,25775784,1897056
balanced,14,16,4,20260813,118,1,1,1,0,0,1,22,23,1,1,316.09331945135114,325.4434519014776,0,0,0,7626,1730,0,20266920,1490544
balanced,14,16,4,20260813,119,1,1,1,0,0,1,24,31,1,1,333.21425384916176,336.4570276536355,0,0,0,5598,1300,0,22103208,1626048
balanced,14,16,4,20260813,120,1,1,1,0,0,1,24,17,1,1,316.17890803226896,320.9872087872861,0,0,0,117813,25136,0,22103208,1626048
balanced,14,16,4,20260813,121,1,1,1,0,0,1,38,30,1,1,446.63233814940884,448.62924113499713,0,0,0,1690651,314184,0,34957224,2574576
balanced,14,16,4,20260813,122,1,1,1,0,0,1,20,23,1,1,310.59728441390973,293.04571580544126,0,0,0,0,0,0,18430632,1355040
balanced,14,16,4,20260813,123,1,1,1,0,0,1,112,48,2,1,310.33424729333706,303.2341382017859,0,0,0,19719198,3268211,0,102899880,7588224
balanced,14,16,4,20260813,124,1,1,1,0,0,1,37,45,1,1,318.8607026738446,319.7205341663269,0,0,0,1544633,287248,0,34039080,2506824
balanced,14,16,4,20260813,125,1,1,1,0,0,1,33,55,1,1,348.98632513254216,375.44985907941475,0,0,0,102339,23637,0,30366504,2235816
balanced,14,16,4,20260813,126,1,1,1,0,0,1,217,46,4,1,365.33863544315454,363.93036960579946,0,0,0,17379898,2884305,0,199305000,14702184
balanced,14,16,4,20260813,127,1,1,1,0,0,1,21,65,1,1,312.40654202158265,315.1010415064334,0,0,0,1654,501,0,19348776,1422792
