original_fault_id,metis_locality_partition,BA1_residue,BA2_residue,BA3_residue
9662,0,2,2,3
9663,0,3,3,1
9664,0,1,1,0
9665,0,2,2,2
9666,0,3,3,3
9667,0,2,2,1
9668,0,1,1,2
9669,0,0,0,0
9670,0,3,3,3
9671,0,0,0,1
9672,0,1,1,0
9673,0,2,2,2
9674,0,0,0,1
9675,0,3,3,3
9676,0,1,1,2
9677,0,2,2,0
9678,0,0,0,1
9679,0,3,3,3
9680,0,1,1,0
9681,0,2,2,1
9682,0,3,3,2
9683,0,0,0,3
9684,0,1,1,1
9685,0,0,0,3
9686,0,3,3,3
9687,0,2,2,0
9688,0,1,1,3
9689,0,3,3,2
9690,0,2,2,1
9691,0,0,0,2
9692,0,3,3,3
9693,0,1,1,2
9694,0,2,2,0
9695,0,0,0,3
9696,0,3,3,2
9697,0,1,1,1
9698,0,2,2,0
9699,0,1,1,2
9700,0,1,1,1
9701,0,0,0,0
9702,0,2,2,1
9703,0,2,2,3
9704,0,0,0,0
9705,0,3,3,0
9706,0,1,1,2
9707,0,0,0,1
9708,0,3,3,0
9709,0,0,0,2
9710,0,2,2,3
9711,0,1,1,0
9712,0,2,2,1
9713,0,0,0,3
9714,0,3,3,3
9715,0,0,0,0
9716,0,2,2,2
9717,0,0,0,1
9718,0,3,3,0
9719,0,1,1,2
9720,0,2,2,3
9721,0,3,3,1
9722,0,1,1,0
9723,0,2,2,2
9724,0,0,0,0
9725,0,3,3,3
9726,0,2,2,1
9727,0,1,1,0
9728,0,3,3,2
9729,0,2,2,2
9730,0,0,0,1
9731,0,3,3,3
9732,0,1,1,0
9733,0,0,0,2
9734,0,2,2,1
9735,0,3,3,0
9736,0,2,2,3
9737,0,1,1,1
9738,0,0,0,2
9739,0,2,2,0
9740,0,3,3,3
9741,0,0,0,0
9742,0,2,2,3
9743,0,3,3,1
9744,0,2,2,2
9745,0,1,1,0
9746,0,0,0,1
9747,0,3,3,2
9748,0,2,2,3
9749,0,0,0,0
9750,0,2,2,1
9751,0,3,3,2
9752,0,1,1,3
9753,0,3,3,3
9754,0,0,0,0
9755,0,2,2,2
9756,0,1,1,0
9757,0,3,3,1
9758,0,0,0,3
9759,0,2,2,2
9760,0,1,1,3
9761,0,0,0,1
9762,0,3,3,2
9763,0,2,2,0
9764,0,1,1,0
9765,0,2,2,3
9766,0,0,0,0
9767,0,1,1,1
9768,0,3,3,2
9769,0,2,2,0
9770,0,3,3,3
9771,0,1,1,2
9772,0,0,0,1
9773,0,3,3,3
9774,0,0,0,1
9775,0,1,1,2
9776,0,2,2,0
9777,0,3,3,1
9778,0,0,0,3
9779,0,1,1,0
9780,0,2,2,2
9781,0,0,0,0
9782,0,2,2,3
9783,0,1,1,1
9784,0,3,3,2
9785,0,2,2,0
9786,0,3,3,3
9787,0,1,1,1
9788,0,0,0,0
9789,0,3,3,3
9790,0,2,2,0
9791,0,1,1,2
9792,0,3,3,1
9793,0,2,2,3
9794,0,0,0,0
9795,0,2,2,3
9796,0,1,1,0
9797,0,3,3,2
9798,0,0,0,1
9799,0,2,2,3
9800,0,1,1,0
9801,0,3,3,2
9802,0,1,1,2
9803,0,1,1,1
9804,0,0,0,0
9805,0,3,3,1
9806,0,0,0,0
9807,1,2,2,3
9808,0,2,2,2
9809,1,1,1,3
9810,0,0,0,0
9811,0,3,3,0
9812,0,1,1,2
9813,0,1,1,2
9814,0,3,3,1
9815,0,0,0,0
9816,0,1,1,1
9817,1,2,2,1
9818,0,0,0,0
9819,0,1,1,2
9820,0,2,2,1
9821,0,0,0,0
9822,0,3,3,2
9823,0,2,2,1
9824,0,1,1,0
9825,0,1,1,0
9826,0,3,3,1
9827,0,2,2,3
9828,0,0,0,2
9829,0,1,1,0
9830,0,3,3,0
9831,0,0,0,2
9832,0,2,2,1
9833,0,1,1,3
9834,0,0,0,3
9835,0,3,3,0
9836,0,1,1,1
9837,0,3,3,2
9838,0,0,0,2
9839,0,2,2,3
9840,0,1,1,0
9841,0,3,3,1
9842,0,0,0,0
9843,0,1,1,2
9844,0,1,1,0
9845,0,2,2,3
9846,0,0,0,1
9847,0,3,3,2
9848,0,1,1,0
9849,0,2,2,3
9850,0,0,0,2
9851,0,3,3,0
9852,0,1,1,2
9853,0,2,2,3
9854,0,0,0,0
9855,0,3,3,2
9856,0,1,1,3
9857,0,1,1,1
9858,0,3,3,2
9859,0,2,2,0
9860,0,3,3,1
9861,0,0,0,3
9862,0,1,1,2
9863,0,2,2,0
9864,0,3,3,3
9865,0,0,0,0
9866,0,2,2,3
9867,0,0,0,2
9868,0,1,1,1
9869,0,3,3,0
9870,0,2,2,2
9871,0,0,0,1
9872,0,3,3,3
9873,0,1,1,0
9874,0,2,2,1
9875,0,0,0,3
9876,0,3,3,2
9877,0,1,1,0
9878,0,1,1,0
9879,0,0,0,1
9880,0,3,3,2
9881,0,2,2,0
9882,0,0,0,1
9883,0,1,1,0
9884,0,3,3,0
9885,0,2,2,3
9886,0,1,1,2
9887,0,0,0,1
9888,0,3,3,0
9889,0,2,2,3
9890,0,2,2,3
9891,0,0,0,0
9892,0,2,2,2
9893,0,1,1,3
9894,0,2,2,0
9895,0,0,0,1
9896,0,1,1,2
9897,0,3,3,0
9898,0,2,2,3
9899,0,0,0,2
9900,0,1,1,1
9901,0,3,3,0
9902,0,2,2,3
9903,0,0,0,2
9904,0,1,1,1
9905,0,0,0,2
9906,0,3,3,0
9907,0,3,3,0
9908,0,2,2,2
9909,0,2,2,3
9910,0,3,3,0
9911,0,1,1,1
9912,0,0,0,3
9913,0,1,1,1
9914,0,1,1,0
9915,0,0,0,1
9916,0,3,3,3
9917,0,1,1,2
9918,0,3,3,0
9919,0,2,2,2
9920,0,2,2,3
9921,0,0,0,0
9922,0,0,0,3
9923,0,1,1,0
9924,0,0,0,1
9925,0,3,3,2
9926,0,1,1,3
9927,0,2,2,0
9928,0,1,1,3
9929,0,3,3,0
9930,0,0,0,1
9931,0,2,2,0
9932,0,1,1,2
9933,0,3,3,3
9934,0,0,0,1
9935,0,2,2,0
9936,0,3,3,3
9937,0,0,0,0
9938,0,1,1,2
9939,0,0,0,3
9940,0,3,3,1
9941,0,3,3,0
9942,0,2,2,2
9943,0,1,1,1
9944,0,2,2,3
9945,0,3,3,3
9946,0,0,0,0
9947,0,1,1,0
9948,0,2,2,2
9949,0,3,3,3
9950,0,2,2,1
9951,0,1,1,2
9952,0,3,3,3
9953,0,2,2,1
9954,0,0,0,0
9955,0,1,1,2
9956,0,2,2,1
9957,0,0,0,0
9958,0,3,3,3
9959,0,1,1,2
9960,0,3,3,0
9961,0,2,2,3
9962,0,1,1,2
9963,0,2,2,3
9964,0,0,0,1
9965,0,3,3,0
9966,0,1,1,2
9967,0,2,2,3
9968,0,1,1,2
9969,0,0,0,0
9970,0,3,3,1
9971,0,0,0,0
9972,0,3,3,1
9973,0,2,2,3
9974,0,3,3,1
9975,0,2,2,0
9976,0,1,1,2
9977,0,0,0,3
9978,0,3,3,1
9979,0,0,0,0
9980,0,1,1,2
9981,1,1,1,1
9982,0,2,2,3
9983,0,3,3,2
9984,0,0,0,0
9985,0,2,2,3
9986,0,1,1,1
9987,0,0,0,0
9988,0,1,1,2
9989,0,3,3,3
9990,0,0,0,0
9991,0,2,2,1
9992,0,3,0,0
9993,0,1,1,0
9994,0,0,0,2
9995,0,3,3,1
9996,0,1,1,3
9997,0,0,0,0
9998,0,2,2,1
9999,0,1,1,2
10000,0,2,2,1
10001,0,1,1,2
10002,0,0,0,3
10003,0,3,3,0
10004,0,2,2,1
10005,0,1,1,2
10006,0,0,0,0
10007,0,1,1,3
10008,0,2,2,0
10009,0,0,0,0
10010,1,3,3,1
10011,0,2,2,1
10012,0,3,3,2
10013,0,0,0,0
10014,0,1,1,3
10015,0,2,2,2
10016,0,3,3,3
10017,0,1,1,0
10018,0,0,0,0
10019,0,2,2,2
10020,1,1,1,0
10021,1,3,3,1
10022,1,0,0,0
10023,0,2,2,2
10024,0,3,3,0
10025,0,2,2,0
10026,0,1,1,1
10027,0,1,1,1
10028,0,0,0,2
10029,0,3,3,0
10030,0,2,2,3
10031,0,1,1,1
10032,0,3,3,0
10033,0,0,0,2
10034,0,2,2,3
10035,0,1,1,1
10036,0,0,0,0
10037,0,3,3,0
10038,0,2,2,2
10039,0,3,3,3
10040,0,0,0,0
10041,0,1,1,1
10042,0,2,2,0
10043,0,0,0,2
10044,0,1,1,1
10045,0,3,3,3
10046,0,0,0,2
10047,0,3,3,0
10048,0,2,2,1
10049,0,1,1,3
10050,0,3,3,2
10051,0,2,2,0
10052,0,1,1,1
10053,0,0,0,3
10054,0,1,1,2
10055,0,2,2,0
10056,0,0,0,1
10057,0,3,3,3
10058,0,2,2,2
10059,0,1,1,0
10060,0,2,2,2
10061,0,1,1,1
10062,0,3,3,3
10063,0,0,0,0
10064,0,2,2,2
10065,0,3,3,2
10066,0,1,1,1
10067,0,2,2,0
10068,0,1,1,3
10069,0,0,0,2
10070,0,2,2,0
10071,0,3,3,1
10072,0,1,1,0
10073,0,2,2,2
10074,0,3,3,3
10075,0,0,0,0
10076,0,1,1,1
10077,0,2,2,0
10078,0,3,3,2
10079,0,2,2,3
10080,0,0,0,0
10081,0,1,1,1
10082,0,2,2,3
10083,0,3,3,2
10084,0,0,0,3
10085,0,1,1,2
10086,0,3,3,0
10087,0,1,1,1
10088,0,2,2,2
10089,0,0,0,3
10090,0,0,0,1
10091,0,2,2,3
10092,0,1,1,0
10093,0,1,1,0
10094,0,2,2,1
10095,0,3,3,3
10096,0,0,0,2
10097,0,2,2,2
10098,0,0,0,3
10099,0,2,2,1
10100,0,0,0,1
10101,0,3,3,0
10102,0,2,2,2
10103,0,0,0,3
10104,0,1,1,1
10105,0,3,3,0
10106,0,0,0,0
10107,0,1,1,1
10108,0,2,2,3
10109,0,1,1,0
10110,0,0,0,0
10111,0,3,3,2
10112,0,2,2,3
10113,0,3,3,2
10114,0,1,1,1
10115,0,3,3,0
10116,0,3,3,0
10117,0,2,2,2
10118,0,0,0,0
10119,0,1,1,1
10120,0,3,3,3
10121,0,1,1,0
10122,0,0,0,0
10123,0,1,1,3
10124,0,2,2,0
10125,0,0,0,1
10126,0,1,1,2
10127,0,3,3,0
10128,0,0,0,0
10129,0,1,1,3
10130,0,3,3,0
10131,0,2,2,2
10132,0,2,2,1
10133,0,1,1,3
10134,0,0,0,0
10135,0,2,2,1
10136,0,1,1,3
10137,0,3,3,2
10138,0,0,0,3
10139,0,2,2,0
10140,0,2,2,2
10141,0,3,3,3
10142,0,0,0,0
10143,0,2,2,1
10144,0,1,1,0
10145,0,0,0,2
10146,0,3,3,3
10147,0,2,2,2
10148,0,0,0,1
10149,0,1,1,0
10150,0,3,3,3
10151,0,3,3,0
10152,0,1,1,1
10153,0,2,2,2
10154,0,0,0,3
10155,0,3,3,0
10156,0,2,2,3
10157,0,1,1,0
10158,0,2,2,3
10159,0,0,0,3
10160,0,2,2,1
10161,0,1,1,2
10162,0,3,3,0
10163,0,0,0,3
10164,0,1,1,2
10165,0,3,3,0
10166,0,2,2,0
10167,0,1,1,1
10168,0,0,0,2
10169,0,3,3,0
10170,0,2,2,1
10171,0,1,1,0
10172,0,0,0,1
10173,0,0,0,2
10174,0,2,2,3
10175,0,0,0,1
10176,0,2,2,3
10177,0,1,1,0
10178,0,3,3,0
10179,0,1,1,2
10180,0,2,2,3
10181,0,3,3,0
10182,0,0,0,1
10183,0,2,2,0
10184,0,3,3,1
10185,0,0,0,2
10186,0,1,1,3
10187,0,1,1,0
10188,0,3,3,2
10189,0,0,0,3
10190,0,2,2,0
10191,0,2,2,0
10192,0,1,1,2
10193,0,3,3,1
10194,0,1,1,3
10195,0,0,0,0
10196,1,3,3,1
10197,0,1,1,2
10198,0,2,2,1
10199,0,0,0,0
10200,0,1,1,3
10201,0,1,1,2
10202,0,0,0,0
10203,0,0,0,3
10204,0,2,2,1
10205,0,3,3,0
10206,0,3,3,2
10207,0,1,1,3
10208,0,0,0,1
10209,0,2,2,0
10210,0,0,0,2
10211,0,3,3,3
10212,0,2,2,0
10213,0,1,1,0
10214,0,0,0,2
10215,0,3,3,1
10216,0,2,2,3
10217,0,1,1,0
10218,0,3,3,2
10219,0,0,0,1
10220,0,0,0,0
10221,0,1,1,1
10222,0,2,2,2
10223,0,3,3,3
10224,0,3,3,0
10225,0,0,0,3
10226,0,3,3,1
10227,0,0,0,2
10228,0,3,3,0
10229,0,0,0,2
10230,0,1,1,1
10231,0,2,2,3
10232,0,3,3,0
10233,0,1,1,2
10234,0,3,3,0
10235,0,2,2,1
10236,0,0,0,3
10237,0,2,2,0
10238,0,3,3,2
10239,0,1,1,1
10240,0,2,2,0
10241,0,0,0,3
10242,0,1,1,2
10243,0,3,3,1
10244,0,0,0,3
10245,0,3,3,1
10246,0,1,1,2
10247,0,2,2,0
10248,0,3,3,1
10249,0,0,0,2
10250,0,1,1,0
10251,0,2,2,3
10252,0,0,0,0
10253,0,2,2,2
10254,0,3,3,1
10255,0,1,1,3
10256,0,1,1,0
10257,0,2,2,2
10258,1,1,1,2
10259,0,0,0,3
10260,0,0,0,0
10261,0,2,2,2
10262,0,1,1,0
10263,0,3,3,1
10264,0,3,3,0
10265,0,2,2,3
10266,0,2,2,1
10267,0,3,3,2
10268,0,1,1,0
10269,0,3,3,3
10270,0,0,0,2
10271,0,1,1,1
10272,0,2,2,0
10273,0,0,0,1
10274,0,3,3,3
10275,0,1,1,2
10276,0,3,3,3
10277,0,1,1,0
10278,0,0,0,3
10279,0,1,1,1
10280,0,3,3,0
10281,0,2,2,2
10282,0,0,0,3
10283,0,1,1,0
10284,0,2,2,1
10285,0,3,3,2
10286,0,0,0,3
10287,0,1,1,0
10288,0,2,2,1
10289,0,3,3,0
10290,0,2,2,1
10291,0,0,0,2
10292,0,1,1,3
10293,0,2,2,3
10294,0,3,3,2
10295,0,1,1,0
10296,0,0,0,1
10297,0,0,0,0
10298,0,1,1,1
10299,0,3,3,2
10300,0,2,2,3
10301,0,1,1,0
10302,0,2,2,1
10303,0,0,0,1
10304,0,1,1,3
10305,0,1,1,2
10306,0,0,0,0
10307,0,2,2,1
10308,0,3,3,0
10309,0,2,2,2
10310,0,3,3,0
10311,0,1,1,3
10312,0,0,0,1
10313,0,3,3,0
10314,0,0,0,3
10315,0,2,2,3
10316,0,1,1,1
10317,0,2,2,2
10318,0,0,0,0
10319,0,3,3,3
10320,0,1,1,0
10321,0,0,0,0
10322,0,3,3,1
10323,0,2,2,2
10324,0,1,1,3
10325,0,3,3,3
10326,0,0,0,0
10327,0,2,2,1
10328,1,3,3,2
10329,0,0,0,0
10330,0,1,1,1
10331,0,2,2,2
10332,1,3,3,3
10333,0,1,1,2
10334,0,2,2,1
10335,0,2,2,0
10336,0,3,3,3
10337,0,1,1,0
10338,0,2,2,2
10339,0,0,0,1
10340,0,1,1,3
10341,0,3,3,0
10342,0,1,1,1
10343,0,0,0,2
10344,0,3,3,0
10345,0,0,0,3
10346,0,1,1,1
10347,0,2,2,2
10348,0,3,3,3
10349,0,0,0,0
10350,0,1,1,2
10351,0,2,2,1
10352,0,1,1,0
10353,0,2,2,1
10354,0,0,0,0
10355,0,3,3,2
10356,0,1,1,3
10357,0,2,2,1
10358,0,3,3,0
10359,0,2,2,2
10360,0,0,0,1
10361,0,1,1,3
10362,0,3,3,0
10363,0,2,2,3
10364,0,3,3,3
10365,0,2,2,2
10366,0,2,2,1
10367,0,0,0,0
10368,0,1,1,3
10369,0,3,3,2
10370,0,2,2,0
10371,0,0,0,1
10372,0,0,0,0
10373,0,3,3,2
10374,0,1,1,1
10375,0,2,2,3
10376,0,2,2,0
10377,0,3,3,2
10378,0,0,0,1
10379,0,3,3,3
10380,0,1,1,3
10381,0,2,2,2
10382,0,3,3,3
10383,0,2,2,1
10384,0,1,1,2
10385,0,0,0,0
10386,0,2,2,2
10387,0,3,3,1
10388,0,1,1,3
10389,0,3,3,0
10390,0,0,0,0
10391,0,2,2,1
10392,0,3,3,2
10393,0,1,1,3
10394,0,0,0,1
10395,1,3,3,1
10396,0,1,1,3
10397,0,3,3,0
10398,0,0,0,2
10399,0,2,2,0
10400,0,3,3,0
10401,0,1,1,1
10402,0,3,3,2
10403,0,2,2,0
10404,0,3,3,0
10405,0,0,0,3
10406,0,3,3,0
10407,0,2,2,1
10408,0,1,1,2
10409,0,3,3,3
10410,0,0,0,0
10411,0,3,3,2
10412,0,2,2,0
10413,0,3,3,3
10414,0,1,1,1
10415,0,0,0,2
10416,0,2,2,3
10417,0,3,3,1
10418,0,1,1,0
10419,0,1,1,2
10420,0,0,0,1
10421,0,2,2,0
10422,0,3,3,3
10423,0,0,0,2
10424,0,1,1,1
10425,0,2,2,0
10426,0,3,3,0
10427,0,0,0,0
10428,0,1,1,1
10429,0,3,3,2
10430,0,2,2,3
10431,0,1,1,1
10432,0,0,0,0
10433,0,3,3,0
10434,0,1,1,1
10435,0,2,2,0
10436,0,0,0,2
10437,0,3,3,3
10438,0,1,1,0
10439,0,2,2,2
10440,0,3,3,1
10441,0,0,0,0
10442,0,1,1,3
10443,0,3,3,2
10444,0,2,2,3
10445,0,0,0,0
10446,0,1,1,1
10447,0,3,3,3
10448,0,0,0,2
10449,0,1,1,0
10450,0,2,2,1
10451,0,1,1,1
10452,0,3,3,3
10453,0,1,1,0
10454,0,2,2,0
10455,0,0,0,2
10456,0,1,1,1
10457,0,3,3,3
10458,0,2,2,0
10459,0,2,2,0
10460,0,0,0,1
10461,0,3,3,2
10462,0,1,1,3
10463,0,0,0,3
10464,0,1,1,0
10465,0,1,1,3
10466,0,3,3,1
10467,0,2,2,1
10468,0,0,0,0
10469,0,3,3,0
10470,0,1,1,3
10471,0,3,3,1
10472,1,2,2,2
10473,0,2,2,0
10474,0,0,0,1
10475,0,1,1,2
10476,0,0,0,0
10477,0,3,3,1
10478,0,2,2,2
10479,0,1,1,3
10480,0,0,0,1
10481,0,3,3,0
10482,0,2,2,2
10483,0,1,1,3
10484,0,1,1,0
10485,0,0,0,3
10486,0,3,3,2
10487,0,2,2,1
10488,0,1,1,0
10489,0,0,0,3
10490,0,2,2,0
10491,0,3,3,1
10492,0,0,0,3
10493,0,1,1,2
10494,0,2,2,0
10495,0,3,3,1
10496,0,0,0,2
10497,0,2,2,1
10498,0,0,0,3
10499,0,2,2,0
10500,0,3,3,2
10501,0,1,1,1
10502,0,0,0,3
10503,0,2,2,0
10504,0,3,3,0
10505,0,2,2,2
10506,0,0,0,3
10507,0,1,1,1
10508,0,3,3,0
10509,0,0,0,2
10510,0,0,0,0
10511,0,2,2,2
10512,0,2,2,1
10513,0,3,3,3
10514,0,2,2,1
10515,0,3,3,3
10516,0,1,1,2
10517,0,0,0,0
10518,0,1,1,0
10519,0,0,0,2
10520,0,3,3,3
10521,0,2,1,1
10522,0,1,1,0
10523,0,3,3,1
10524,0,0,0,2
10525,0,2,2,3
10526,0,1,1,1
10527,0,3,3,2
10528,0,3,3,0
10529,0,1,1,1
10530,0,2,2,3
10531,0,3,3,0
10532,0,2,2,3
10533,0,0,0,0
10534,0,0,2,0
10535,0,1,1,1
10536,0,2,2,0
10537,0,3,3,3
10538,0,0,0,0
10539,0,2,2,2
10540,0,3,3,1
10541,0,0,0,0
10542,0,3,3,0
10543,0,2,2,2
10544,0,1,1,0
10545,0,0,0,1
10546,0,2,2,3
10547,0,1,1,0
10548,0,2,2,0
10549,0,0,0,2
10550,0,3,3,1
10551,0,0,0,0
10552,0,1,1,3
10553,0,2,2,2
10554,0,1,1,1
10555,0,0,0,0
10556,0,3,3,2
10557,0,2,2,3
10558,0,1,1,1
10559,0,0,0,0
10560,0,2,2,3
10561,0,3,3,1
10562,0,3,3,2
10563,0,1,1,0
10564,0,3,3,3
10565,0,2,2,1
10566,0,0,0,0
10567,0,3,3,2
10568,0,2,2,3
10569,0,0,0,0
10570,0,1,1,1
10571,0,3,3,2
10572,0,0,0,0
10573,0,1,1,0
10574,0,2,2,3
10575,0,3,3,2
10576,0,2,2,1
10577,0,0,0,0
10578,0,1,1,3
10579,0,0,0,2
10580,0,3,3,1
10581,0,1,1,3
10582,0,2,2,0
10583,0,3,3,2
10584,0,0,0,1
10585,0,2,2,3
10586,0,3,3,0
10587,0,1,1,1
10588,0,2,2,3
10589,0,2,2,0
10590,0,0,0,2
10591,0,1,1,2
10592,0,3,3,1
10593,0,0,0,0
10594,0,0,0,3
10595,0,2,2,2
10596,0,1,1,2
10597,0,3,3,0
10598,0,0,0,1
10599,0,0,0,1
10600,0,2,2,0
10601,0,3,3,3
10602,1,2,2,2
10603,0,0,0,0
10604,0,1,1,3
10605,0,2,2,3
10606,0,1,1,2
10607,0,3,3,0
10608,0,0,0,3
10609,0,1,1,1
10610,0,3,3,0
10611,0,2,2,0
10612,0,0,0,2
10613,0,3,3,1
10614,0,1,1,3
10615,0,0,0,2
10616,0,3,3,0
10617,0,1,1,1
10618,0,2,2,2
10619,0,0,0,0
10620,0,2,2,2
10621,0,3,3,1
10622,0,1,1,0
10623,0,1,1,3
10624,0,0,0,1
10625,0,2,2,2
10626,0,3,3,0
10627,0,1,1,3
10628,0,2,2,0
10629,0,3,3,1
10630,0,0,0,2
10631,0,1,1,3
10632,0,3,3,1
10633,0,2,2,0
10634,0,1,1,3
10635,0,0,0,0
10636,0,2,2,0
10637,0,0,0,2
10638,0,1,1,3
10639,0,1,1,1
10640,0,3,3,3
10641,0,0,0,0
10642,0,0,0,0
10643,0,2,2,2
10644,0,3,3,0
10645,0,2,2,3
10646,0,0,0,1
10647,0,1,1,2
10648,0,3,3,3
10649,0,2,2,0
10650,0,0,0,0
10651,0,1,1,2
10652,0,3,3,1
10653,0,2,2,3
10654,0,1,1,2
10655,0,2,2,0
10656,0,3,3,1
10657,0,1,1,1
10658,0,0,0,3
10659,0,2,2,2
10660,0,1,1,0
10661,0,0,0,3
10662,0,1,1,3
10663,0,3,3,0
10664,0,0,0,0
10665,0,2,2,2
10666,0,3,3,0
10667,0,1,1,1
10668,0,0,0,0
10669,0,1,1,1
10670,0,3,3,0
10671,0,0,0,2
10672,0,1,1,1
10673,0,2,2,0
10674,0,3,3,1
10675,0,0,0,3
10676,0,0,0,0
10677,0,2,2,2
10678,0,3,3,1
10679,0,1,1,3
10680,0,3,3,0
10681,0,0,0,1
10682,0,1,1,2
10683,0,2,2,0
10684,0,3,3,3
10685,0,1,1,0
10686,0,2,2,1
10687,0,0,0,2
10688,0,3,3,3
10689,0,0,0,0
10690,0,2,2,2
10691,0,1,1,0
10692,0,3,3,1
10693,0,0,0,2
10694,0,2,2,3
10695,0,1,1,0
10696,0,3,3,1
10697,0,2,2,3
10698,0,3,3,0
10699,0,0,0,0
10700,0,1,1,2
10701,0,3,3,1
10702,0,0,0,2
10703,0,1,1,1
10704,0,2,2,0
10705,0,3,3,0
10706,0,0,0,2
10707,0,2,2,3
10708,0,1,1,0
10709,0,2,2,2
10710,0,0,0,0
10711,0,3,3,3
10712,0,1,1,1
10713,0,0,0,1
10714,0,3,3,0
10715,0,2,2,3
10716,0,1,1,2
10717,0,2,2,2
10718,0,1,1,3
10719,0,3,3,3
10720,0,1,1,1
10721,0,0,0,0
10722,0,2,2,2
10723,0,0,0,0
10724,0,3,3,2
10725,0,0,0,2
10726,0,1,1,1
10727,0,2,2,0
10728,0,3,3,3
10729,0,3,3,0
10730,0,2,2,2
10731,0,2,2,0
10732,0,3,3,3
10733,0,1,1,1
10734,0,0,0,2
10735,0,3,3,3
10736,0,2,2,1
10737,0,0,0,0
10738,0,2,2,0
10739,0,3,3,2
10740,0,1,1,1
10741,0,2,2,0
10742,0,3,3,2
10743,0,0,0,3
10744,0,2,2,1
10745,0,3,3,0
10746,0,0,0,2
10747,0,1,1,3
10748,0,0,0,3
10749,0,1,1,1
10750,0,2,2,0
10751,0,3,3,2
10752,0,1,1,1
10753,0,0,0,3
10754,0,2,2,0
10755,0,3,3,2
10756,0,1,1,1
10757,0,0,0,3
10758,0,3,3,0
10759,0,2,2,2
10760,0,0,0,2
10761,0,1,1,0
10762,0,3,3,0
10763,0,0,0,3
10764,0,2,2,2
10765,0,1,1,1
10766,0,3,3,3
10767,0,0,0,0
10768,0,1,1,2
10769,0,2,2,1
10770,0,0,0,0
10771,0,1,1,2
10772,0,0,0,1
10773,0,3,3,0
10774,0,2,2,3
10775,0,1,1,2
10776,0,2,2,3
10777,0,3,3,0
10778,0,0,0,3
10779,0,1,1,2
10780,0,2,2,0
10781,0,3,3,1
10782,0,3,3,2
10783,0,1,1,3
10784,0,2,2,3
10785,0,0,0,1
10786,0,1,1,1
10787,0,2,2,0
10788,0,2,2,0
10789,0,3,3,3
10790,0,3,3,1
10791,0,1,1,3
10792,0,1,1,0
10793,0,0,0,2
10794,0,3,3,0
10795,0,3,3,0
10796,0,1,1,3
10797,0,2,2,1
10798,0,3,3,2
10799,0,1,1,0
10800,0,1,1,0
10801,0,0,0,3
10802,0,2,2,1
10803,0,1,1,2
10804,0,3,3,0
10805,0,2,2,3
10806,0,0,0,1
10807,0,3,3,2
10808,0,0,0,3
10809,0,1,1,0
10810,0,2,2,1
10811,0,2,2,1
10812,0,1,1,2
10813,0,3,3,0
10814,0,0,0,3
10815,0,0,0,2
10816,0,1,1,1
10817,0,2,2,0
10818,0,3,3,3
10819,0,1,1,1
10820,0,0,0,2
10821,0,3,3,3
10822,0,2,2,0
10823,0,0,0,3
10824,0,1,1,2
10825,0,3,3,0
10826,0,2,2,1
10827,0,0,0,2
10828,0,1,1,1
10829,0,3,3,3
10830,0,2,2,0
10831,0,0,0,3
10832,0,3,3,1
10833,0,0,0,0
10834,0,2,2,2
10835,0,1,1,1
10836,0,2,2,0
10837,0,1,1,3
10838,0,0,0,1
10839,0,3,3,2
10840,0,2,2,0
10841,0,1,1,3
10842,0,0,0,3
10843,0,3,3,0
10844,0,1,1,2
10845,0,3,3,3
10846,0,2,2,1
10847,0,2,2,1
10848,0,3,3,2
10849,0,0,0,1
10850,0,1,1,0
10851,0,2,2,0
10852,0,1,1,3
10853,0,0,0,0
10854,0,3,3,3
10855,0,0,0,0
10856,0,1,1,2
10857,0,1,1,1
10858,0,0,0,3
10859,0,2,2,0
10860,0,3,3,2
10861,0,1,1,1
10862,0,0,0,0
10863,0,2,2,3
10864,0,1,1,1
10865,0,0,0,0
10866,0,2,2,2
10867,0,3,3,3
10868,0,0,0,0
10869,0,1,1,1
10870,0,2,2,3
10871,0,0,0,0
10872,0,1,1,2
10873,0,3,3,0
10874,0,0,0,1
10875,0,2,2,0
10876,0,3,3,3
10877,0,1,1,2
10878,0,0,0,1
10879,0,2,2,0
10880,0,2,2,1
10881,0,1,1,2
10882,0,3,3,0
10883,0,0,0,2
10884,0,2,2,3
10885,0,1,1,1
10886,0,0,0,2
10887,0,3,3,0
10888,0,2,2,3
10889,0,1,1,2
10890,0,1,1,0
10891,0,0,0,1
10892,0,2,2,2
10893,0,3,3,0
10894,0,2,2,3
10895,0,0,0,1
10896,0,1,1,1
10897,0,3,3,0
10898,0,3,3,2
10899,0,0,0,3
10900,0,1,1,0
10901,0,0,0,3
10902,0,0,0,3
10903,0,2,2,1
10904,0,2,2,3
10905,0,1,1,2
10906,0,1,1,1
10907,0,2,2,2
10908,0,2,2,0
10909,0,3,3,3
10910,0,1,1,0
10911,0,3,3,2
10912,0,0,0,3
10913,0,2,2,0
10914,0,2,2,0
10915,0,3,3,2
10916,0,2,2,0
10917,0,0,0,1
10918,0,1,1,3
10919,0,2,2,2
10920,0,0,0,1
10921,0,1,1,3
10922,0,3,3,0
10923,0,2,2,2
10924,0,1,1,3
10925,0,0,0,1
10926,0,0,0,0
10927,0,3,3,2
10928,0,1,1,1
10929,0,2,2,3
10930,0,3,3,0
