original_fault_id,metis_locality_partition,BA1_residue,BA2_residue,BA3_residue
51566,3,3,3,2
51567,3,1,1,0
51568,3,2,2,1
51569,3,0,0,3
51570,3,1,1,0
51571,3,3,3,1
51572,3,0,0,2
51573,3,3,3,0
51574,3,1,1,0
51575,3,2,2,3
51576,3,3,3,1
51577,3,0,0,2
51578,3,1,1,3
51579,3,2,2,3
51580,3,0,0,3
51581,3,2,2,0
51582,3,3,3,1
51583,3,1,1,2
51584,3,1,1,0
51585,3,2,2,2
51586,3,1,1,2
51587,3,0,0,3
51588,3,0,0,3
51589,3,2,2,0
51590,3,1,1,3
51591,3,3,3,1
51592,3,3,3,2
51593,3,2,2,3
51594,3,2,2,0
51595,3,3,3,1
51596,3,1,1,3
51597,3,3,3,1
51598,3,0,0,2
51599,3,1,1,3
51600,2,2,2,2
51601,3,0,0,1
51602,3,3,3,3
51603,3,1,1,0
51604,3,3,3,3
51605,2,1,1,1
51606,2,0,0,2
51607,2,1,1,0
51608,3,3,3,3
51609,2,2,2,2
51610,3,0,0,1
51611,3,1,1,0
51612,3,2,2,3
51613,3,1,3,2
51614,2,0,0,1
51615,3,3,1,0
51616,2,2,2,2
51617,3,3,3,3
51618,3,2,2,0
51619,3,0,0,2
51620,3,1,1,1
51621,3,3,3,1
51622,3,2,2,3
51623,3,1,1,0
51624,2,0,0,2
51625,3,2,2,3
51626,3,1,1,0
51627,3,3,3,2
51628,2,2,2,1
51629,3,1,1,3
51630,2,2,2,2
51631,3,0,0,1
51632,3,1,1,0
51633,3,1,1,2
51634,3,0,0,3
51635,3,2,2,0
51636,3,3,3,3
51637,2,2,2,1
51638,3,2,2,3
51639,3,1,1,2
51640,3,0,0,0
51641,3,3,3,3
51642,3,0,0,2
51643,3,3,3,0
51644,3,1,1,0
51645,3,2,2,1
51646,3,0,0,3
51647,3,3,3,2
51648,3,1,1,3
51649,3,0,0,3
51650,3,3,3,0
51651,3,2,2,1
51652,3,1,1,2
51653,3,3,3,2
51654,3,0,0,3
51655,3,2,2,0
51656,3,3,3,3
51657,3,0,0,3
51658,3,1,1,0
51659,2,2,2,1
51660,3,3,3,2
51661,3,1,1,1
51662,3,2,2,0
51663,3,2,2,1
51664,3,3,3,2
51665,3,1,1,3
51666,3,2,2,1
51667,3,0,0,0
51668,3,1,1,2
51669,3,3,3,3
51670,2,1,1,2
51671,3,0,0,1
51672,3,3,3,3
51673,2,0,0,2
51674,3,1,1,0
51675,3,2,2,1
51676,3,3,3,2
51677,3,0,0,3
51678,3,1,1,1
51679,2,2,2,2
51680,3,1,1,3
51681,3,2,2,0
51682,3,0,0,3
51683,3,3,3,1
51684,3,1,1,2
51685,3,2,2,0
51686,3,3,3,3
51687,3,2,2,1
51688,3,0,0,0
51689,3,1,1,2
51690,3,3,3,3
51691,3,2,2,2
51692,2,3,3,2
51693,3,2,2,1
51694,3,2,2,0
51695,3,0,0,1
51696,3,1,1,2
51697,3,3,3,3
51698,3,2,2,0
51699,3,0,0,1
51700,3,0,0,3
51701,3,3,3,2
51702,3,1,1,0
51703,3,2,2,1
51704,3,2,2,3
51705,3,3,3,1
51706,3,0,0,0
51707,3,3,3,2
51708,3,1,1,2
51709,3,2,2,1
51710,3,3,3,1
51711,3,2,2,0
51712,3,1,1,3
51713,3,0,0,3
51714,3,2,2,2
51715,3,3,3,0
51716,3,1,1,1
51717,3,3,3,3
51718,3,0,0,3
51719,3,2,2,0
51720,3,3,3,1
51721,3,1,1,2
51722,3,0,0,0
51723,3,2,2,3
51724,3,1,1,2
51725,3,3,3,0
51726,3,0,0,1
51727,3,2,2,3
51728,3,0,0,3
51729,3,1,1,0
51730,3,2,2,2
51731,3,3,3,3
51732,2,3,2,0
51733,2,0,0,1
51734,3,3,3,3
51735,3,1,1,0
51736,3,2,2,1
51737,3,3,3,3
51738,3,0,0,3
51739,3,3,3,2
51740,3,2,2,3
51741,3,3,3,1
51742,3,1,1,0
51743,3,0,0,1
51744,3,2,2,2
51745,3,3,3,3
51746,3,1,1,0
51747,3,1,1,0
51748,2,0,0,2
51749,3,2,2,3
51750,3,3,3,2
51751,3,0,0,1
51752,3,1,1,0
51753,3,2,2,3
51754,3,3,3,3
51755,3,0,0,3
51756,3,1,1,0
51757,3,3,3,2
51758,3,2,2,1
51759,3,1,1,0
51760,3,0,0,3
51761,2,3,3,2
51762,3,1,1,0
51763,2,2,2,2
51764,3,0,0,3
51765,3,3,3,1
51766,3,1,1,0
51767,3,2,2,2
51768,3,3,3,3
51769,3,0,0,3
51770,3,1,1,1
51771,3,3,3,2
51772,3,2,2,1
51773,3,0,0,3
51774,3,1,1,0
51775,3,3,3,2
51776,3,0,0,1
51777,3,2,2,3
51778,3,1,1,3
51779,3,1,1,0
51780,3,3,3,2
51781,3,0,0,0
51782,3,2,2,3
51783,3,0,0,1
51784,3,1,1,0
51785,3,3,3,3
51786,3,1,1,3
51787,3,2,2,3
51788,3,0,0,0
51789,3,3,3,1
51790,3,1,1,2
51791,3,0,0,2
51792,3,1,1,3
51793,3,1,1,2
51794,3,3,3,0
51795,3,2,2,0
51796,3,0,0,3
51797,3,0,0,1
51798,3,1,1,2
51799,3,0,0,0
51800,3,2,2,1
51801,2,2,2,2
51802,2,0,0,0
51803,2,1,1,1
51804,2,0,0,2
51805,2,3,3,2
51806,3,2,2,0
51807,3,0,0,3
51808,3,2,2,1
51809,2,3,3,2
51810,2,1,1,0
51811,2,0,0,2
51812,3,1,1,3
51813,3,0,0,1
51814,3,3,3,2
51815,3,2,2,0
51816,3,1,1,3
51817,2,0,0,2
51818,3,2,2,3
51819,3,3,3,0
51820,2,0,0,2
51821,3,1,1,1
51822,3,2,2,3
51823,2,3,3,2
51824,2,0,0,2
51825,3,2,2,0
51826,3,0,0,2
51827,3,2,2,3
51828,2,3,3,1
51829,3,1,1,0
51830,3,0,0,2
51831,2,2,2,3
51832,3,3,3,3
51833,3,1,1,0
51834,3,0,0,2
51835,3,2,2,1
51836,3,3,3,3
51837,3,0,0,2
51838,3,0,0,1
51839,3,1,1,0
51840,3,2,2,0
51841,2,3,3,3
51842,3,2,2,1
51843,3,3,3,2
51844,3,1,1,2
51845,3,3,3,3
51846,3,1,1,3
51847,3,0,0,0
51848,2,3,3,2
51849,3,2,2,1
51850,3,1,1,3
51851,3,3,3,0
51852,3,0,0,1
51853,3,2,2,2
51854,3,1,1,0
51855,2,3,3,2
51856,3,3,3,3
51857,3,1,1,0
51858,3,2,2,2
51859,3,3,3,3
51860,3,2,2,3
51861,2,0,0,1
51862,2,3,2,2
51863,3,1,1,3
51864,2,2,2,1
51865,3,3,3,0
51866,3,0,0,3
51867,3,2,2,1
51868,3,3,3,2
51869,3,0,0,3
51870,2,3,3,0
51871,3,2,2,1
51872,3,1,1,3
51873,3,0,0,2
51874,3,2,2,0
51875,2,1,1,2
51876,3,2,2,3
51877,3,0,0,1
51878,3,3,3,0
51879,3,0,0,2
51880,3,1,1,3
51881,2,2,2,1
51882,2,1,1,3
51883,2,0,0,2
51884,2,3,3,1
51885,3,2,2,3
51886,2,1,1,2
51887,2,0,0,1
51888,2,2,2,3
51889,2,3,3,2
51890,2,3,3,0
51891,2,1,1,1
51892,2,3,3,2
51893,2,2,2,2
51894,3,0,0,3
51895,2,3,3,2
51896,3,2,2,1
51897,3,0,0,3
51898,2,1,1,0
51899,2,3,3,2
51900,2,0,0,2
51901,3,1,1,0
51902,3,0,0,1
51903,3,3,3,3
51904,3,2,2,1
51905,3,0,0,2
51906,3,1,1,0
51907,3,0,0,3
51908,3,3,3,2
51909,3,1,1,0
51910,3,2,2,1
51911,3,3,3,3
51912,3,0,0,0
51913,3,2,2,2
51914,3,3,3,3
51915,3,1,1,2
51916,3,2,2,0
51917,3,2,2,1
51918,3,0,0,3
51919,3,1,1,3
51920,3,3,3,1
51921,3,0,0,3
51922,3,0,0,2
51923,3,2,2,2
51924,3,1,1,1
51925,3,3,3,3
51926,3,0,0,0
51927,3,0,0,0
51928,3,2,2,2
51929,2,3,1,2
51930,3,2,3,1
51931,3,0,0,2
51932,3,1,1,3
51933,2,2,2,1
51934,2,1,1,2
51935,3,3,3,3
51936,3,0,0,1
51937,3,1,1,2
51938,3,3,3,3
51939,3,2,2,3
51940,3,0,0,2
51941,3,3,3,1
51942,3,1,1,3
51943,3,0,0,2
51944,3,2,2,0
51945,2,1,1,2
51946,2,2,2,1
51947,3,0,0,3
51948,3,2,2,0
51949,2,3,3,2
51950,3,1,1,3
51951,3,1,1,1
51952,3,0,0,2
51953,3,2,2,3
51954,3,3,3,1
51955,3,1,1,3
51956,3,2,2,0
51957,2,3,3,2
51958,3,0,0,3
51959,3,1,1,1
51960,2,3,3,2
51961,3,2,2,3
51962,3,1,1,1
51963,2,0,0,2
51964,3,2,2,3
51965,3,0,0,0
51966,3,1,1,1
51967,3,1,1,1
51968,3,3,3,2
51969,3,0,0,3
51970,3,0,0,3
51971,3,2,2,0
51972,3,3,3,3
51973,3,2,2,0
51974,3,0,0,2
51975,3,1,1,1
51976,3,3,3,3
51977,3,2,2,3
51978,3,0,0,0
51979,3,1,1,1
51980,3,3,3,2
51981,3,2,2,3
51982,3,1,1,0
51983,3,2,2,3
51984,3,3,3,2
51985,3,1,1,1
51986,3,0,0,1
51987,3,2,2,0
51988,3,1,1,3
51989,3,0,0,0
51990,3,1,1,2
51991,3,3,3,3
51992,3,0,0,3
51993,3,2,2,1
51994,3,3,3,0
51995,3,1,1,2
51996,2,0,0,3
51997,2,1,1,2
51998,3,3,3,3
51999,3,0,0,0
52000,3,1,1,2
52001,2,2,2,1
52002,3,3,3,0
52003,3,0,0,2
52004,3,0,0,3
52005,3,2,2,0
52006,3,3,3,2
52007,2,1,1,1
52008,2,3,3,2
52009,2,2,2,0
52010,3,1,1,3
52011,3,2,2,1
52012,3,3,3,3
52013,3,1,1,0
52014,3,2,2,2
52015,3,0,0,3
52016,3,3,3,1
52017,3,1,1,2
52018,2,2,2,1
52019,3,1,1,3
52020,3,3,3,0
52021,2,0,0,2
52022,3,2,2,1
52023,3,1,1,3
52024,2,3,3,2
52025,3,2,2,0
52026,2,3,3,2
52027,3,0,0,3
52028,3,1,1,1
52029,3,3,3,0
52030,3,0,0,2
52031,3,1,1,1
52032,3,2,2,3
52033,3,3,3,3
52034,3,0,0,2
52035,3,2,2,1
52036,2,1,1,2
52037,3,2,2,3
52038,3,0,0,3
52039,3,3,3,0
52040,3,1,1,1
52041,3,0,0,0
52042,3,3,3,2
52043,3,2,2,1
52044,3,1,1,3
52045,3,2,2,0
52046,3,1,1,3
52047,3,3,3,1
52048,3,1,1,2
52049,3,0,0,0
52050,3,2,2,2
52051,3,0,0,3
52052,3,3,3,0
52053,3,0,0,0
52054,3,1,1,2
52055,3,3,3,1
52056,3,2,2,3
52057,3,2,2,3
52058,3,3,3,1
52059,3,2,2,3
52060,3,3,3,2
52061,3,1,1,0
52062,3,0,0,1
52063,3,3,3,3
52064,3,2,2,0
52065,2,0,0,2
52066,2,2,2,1
52067,3,3,3,3
52068,3,1,1,0
52069,2,2,2,2
52070,3,3,3,3
52071,2,0,0,2
52072,2,2,2,1
52073,2,3,3,0
52074,2,0,0,2
52075,2,1,1,3
52076,3,0,0,1
52077,3,1,1,0
52078,3,2,2,3
52079,2,3,3,2
52080,3,1,1,1
52081,2,0,0,0
52082,3,3,3,3
52083,3,2,2,2
52084,3,1,1,0
52085,3,0,0,1
52086,3,2,2,2
52087,3,3,3,3
52088,3,0,0,2
52089,2,1,1,0
52090,3,3,3,3
52091,3,1,1,2
52092,3,0,0,0
52093,3,1,1,2
52094,3,2,2,1
52095,3,3,3,3
52096,3,0,2,0
52097,3,1,1,2
52098,3,0,0,3
52099,3,1,1,1
52100,3,2,2,2
52101,3,3,3,3
52102,3,2,2,0
52103,3,1,1,1
52104,3,3,3,3
52105,3,0,0,3
52106,3,1,1,1
52107,3,3,3,2
52108,3,2,2,3
52109,3,0,0,0
52110,3,2,2,1
52111,3,2,3,2
52112,3,3,3,2
52113,3,0,0,2
52114,3,0,0,0
52115,3,1,1,3
52116,3,2,2,3
52117,3,3,3,0
52118,2,1,1,2
52119,3,3,3,1
52120,3,2,2,0
52121,3,1,1,3
52122,2,3,3,3
52123,3,3,3,2
52124,3,1,1,1
52125,3,2,2,0
52126,3,3,3,3
52127,3,0,0,2
52128,3,1,1,3
52129,3,3,3,1
52130,3,2,2,0
52131,3,1,1,1
52132,3,0,0,3
52133,3,3,3,2
52134,3,2,2,0
52135,3,1,1,1
52136,3,2,2,2
52137,3,0,0,3
52138,3,3,3,0
52139,3,2,2,0
52140,3,1,1,1
52141,3,3,3,3
52142,3,0,0,2
52143,3,1,1,0
52144,3,2,2,1
52145,3,3,3,3
52146,3,0,0,2
52147,3,1,1,0
52148,3,2,2,1
52149,3,3,3,2
52150,3,0,0,3
52151,3,0,0,2
52152,3,3,3,0
52153,3,3,3,3
52154,3,2,2,1
52155,3,0,0,0
52156,3,1,1,3
52157,3,3,3,2
52158,3,2,2,1
52159,3,0,0,0
52160,3,3,3,3
52161,3,0,0,3
52162,3,2,2,1
52163,3,1,1,0
52164,3,2,2,3
52165,3,1,1,2
52166,3,0,0,0
52167,3,3,3,2
52168,3,2,2,3
52169,3,1,1,1
52170,3,0,0,0
52171,3,1,1,3
52172,3,0,0,1
52173,3,3,3,0
52174,3,2,2,2
52175,3,2,2,2
52176,3,3,3,1
52177,3,0,0,2
52178,3,1,1,3
52179,3,2,2,3
52180,3,1,1,0
52181,3,0,1,3
52182,3,3,3,0
52183,3,3,3,3
52184,3,1,1,1
52185,2,1,1,2
52186,2,0,0,1
52187,3,2,2,3
52188,3,3,3,1
52189,3,1,1,0
52190,2,2,2,2
52191,3,0,0,3
52192,3,1,1,3
52193,3,2,2,0
52194,3,3,3,1
52195,3,0,0,2
52196,3,0,0,3
52197,3,1,1,0
52198,3,2,2,2
52199,3,0,0,3
52200,3,1,1,1
52201,3,3,3,3
52202,3,0,0,0
52203,3,2,2,1
52204,3,3,3,3
52205,3,1,1,2
52206,3,0,0,0
52207,3,2,2,3
52208,3,1,1,3
52209,2,2,2,2
52210,3,3,3,3
52211,2,0,0,2
52212,3,2,2,0
52213,3,1,1,1
52214,3,0,0,2
52215,3,3,3,3
52216,3,2,2,0
52217,3,1,1,1
52218,3,1,1,3
52219,2,0,0,2
52220,3,2,2,1
52221,3,3,3,3
52222,3,2,2,2
52223,3,0,0,0
52224,3,1,1,2
52225,3,3,3,3
52226,3,3,3,3
52227,3,0,0,0
52228,3,1,1,1
52229,3,0,0,3
52230,3,0,0,0
52231,3,2,2,2
52232,3,2,2,2
52233,3,1,1,1
52234,3,1,1,2
52235,3,2,2,1
52236,3,2,2,3
52237,3,3,3,2
52238,3,1,1,1
52239,3,3,3,0
52240,3,3,3,0
52241,3,2,2,3
52242,3,2,2,3
52243,3,1,1,2
52244,3,2,2,3
52245,3,0,0,1
52246,3,3,3,0
52247,3,1,1,3
52248,3,0,0,0
52249,2,2,2,2
52250,3,3,3,3
52251,3,2,2,0
52252,3,1,1,2
52253,3,0,0,3
52254,3,0,0,3
52255,3,3,3,0
52256,3,1,1,1
52257,3,2,2,2
52258,3,3,3,3
52259,2,0,0,0
52260,2,2,2,2
52261,2,1,1,2
52262,2,3,3,1
52263,3,2,2,3
52264,3,0,0,1
52265,2,1,1,2
52266,3,0,0,0
52267,2,3,3,3
52268,2,0,0,1
52269,2,1,1,2
52270,2,2,2,2
52271,3,0,0,1
52272,3,1,1,0
52273,2,2,2,2
52274,3,3,3,3
52275,3,1,1,0
52276,2,0,0,2
52277,3,3,3,1
52278,3,2,2,3
52279,3,1,1,2
52280,3,2,2,0
52281,3,3,3,3
52282,3,1,1,2
52283,3,0,0,2
52284,3,1,1,1
52285,3,3,3,3
52286,3,3,3,3
52287,3,0,0,1
52288,3,2,2,0
52289,3,3,3,2
52290,3,2,2,1
52291,3,1,1,3
52292,3,0,0,0
52293,3,1,1,1
52294,3,2,2,3
52295,3,3,3,3
52296,3,0,0,0
52297,3,1,1,2
52298,3,2,2,1
52299,3,1,1,1
52300,3,3,3,2
52301,3,2,2,0
52302,3,3,3,3
52303,3,0,0,1
52304,3,1,1,0
52305,2,2,2,2
52306,3,1,1,3
52307,3,0,0,0
52308,3,3,3,3
52309,3,3,3,2
52310,2,1,1,2
52311,3,0,0,3
52312,3,2,2,1
52313,3,2,2,0
52314,3,3,3,3
52315,3,1,1,3
52316,3,0,0,0
52317,3,2,2,1
52318,3,3,3,2
52319,3,0,0,0
52320,3,1,1,3
52321,2,1,1,1
52322,2,0,0,0
52323,2,2,2,2
52324,3,3,3,3
52325,3,1,1,1
52326,3,0,0,3
52327,3,1,1,0
52328,3,3,3,3
52329,3,2,2,1
52330,3,0,0,0
52331,3,1,1,2
52332,3,1,1,3
52333,3,3,3,2
52334,3,0,0,1
52335,3,2,2,0
52336,3,3,3,3
52337,3,1,1,0
52338,3,2,2,1
52339,3,0,0,2
52340,3,3,3,3
52341,3,1,1,0
52342,3,3,3,3
52343,3,2,2,2
52344,3,0,0,1
52345,3,2,2,3
52346,3,0,0,0
52347,3,0,0,3
52348,3,2,2,2
52349,3,1,1,1
52350,3,3,3,2
52351,3,1,1,3
52352,3,1,1,0
52353,3,0,0,2
52354,3,2,2,1
52355,3,1,1,0
52356,3,0,0,2
52357,3,3,3,3
52358,3,2,2,1
52359,3,1,1,3
52360,3,3,3,3
52361,3,3,3,0
52362,3,0,0,2
52363,3,3,3,1
52364,3,2,2,3
52365,3,1,1,2
52366,3,0,0,3
52367,3,3,3,1
52368,3,1,1,0
52369,3,0,0,2
52370,2,2,2,1
52371,2,1,1,0
52372,2,2,2,2
52373,2,3,3,1
52374,2,0,0,3
52375,2,1,1,2
52376,3,0,0,3
52377,3,1,1,1
52378,3,2,2,0
52379,3,3,3,2
52380,3,1,1,3
52381,3,0,0,1
52382,2,0,0,2
52383,2,1,1,0
52384,3,3,3,3
52385,3,2,2,3
52386,3,1,1,2
52387,3,0,0,1
52388,3,2,2,0
52389,3,0,0,3
52390,3,1,1,0
52391,2,3,3,2
52392,2,2,2,1
52393,3,0,0,3
52394,3,2,2,0
52395,3,3,3,1
52396,3,1,1,2
52397,3,2,2,0
52398,3,0,0,3
52399,3,3,3,3
52400,2,1,1,2
52401,3,0,0,2
52402,3,3,3,1
52403,3,1,1,0
52404,3,3,3,1
52405,3,2,2,3
52406,3,2,2,2
52407,3,0,0,2
52408,3,2,2,0
52409,3,1,1,3
52410,3,2,2,1
52411,3,3,3,2
52412,3,0,0,3
52413,3,2,2,0
52414,3,0,0,0
52415,3,1,1,1
52416,3,2,2,3
52417,3,3,3,2
52418,3,1,1,1
52419,3,2,2,3
52420,3,0,0,0
52421,3,1,1,3
52422,3,3,3,2
52423,3,1,1,1
52424,3,0,0,0
52425,3,3,3,3
52426,3,0,0,1
52427,2,2,2,0
52428,3,1,1,2
52429,3,3,3,1
52430,3,2,2,3
52431,2,3,3,3
52432,3,0,0,2
52433,3,2,2,1
52434,3,1,1,0
52435,3,1,1,0
52436,3,0,0,1
52437,2,2,2,2
52438,2,3,3,2
52439,2,1,1,3
52440,2,0,0,3
52441,2,3,3,0
52442,2,1,1,1
52443,2,2,2,2
52444,2,0,0,2
52445,2,2,2,3
52446,2,3,3,1
52447,2,1,1,2
52448,3,1,1,3
52449,3,0,0,1
52450,2,3,3,0
52451,3,1,1,3
52452,3,0,0,1
52453,2,2,2,2
52454,3,2,2,3
52455,3,0,0,2
52456,3,1,1,0
52457,2,3,3,1
52458,3,2,2,3
52459,3,3,3,0
52460,2,0,0,2
52461,2,1,1,1
52462,2,2,2,0
52463,3,1,1,3
52464,3,3,3,3
52465,3,0,0,2
52466,3,2,2,2
52467,2,0,1,0
52468,2,3,3,2
52469,3,3,3,1
52470,3,2,2,0
52471,3,1,1,3
52472,3,0,0,3
52473,3,0,0,1
52474,3,2,2,0
52475,3,2,2,3
52476,3,1,1,2
52477,3,3,3,1
52478,3,3,3,2
52479,3,1,1,3
52480,3,2,2,1
52481,3,2,2,2
52482,3,1,1,1
52483,3,0,0,0
52484,3,0,0,2
52485,3,3,3,3
52486,3,1,1,3
52487,3,3,3,2
52488,2,2,2,2
52489,3,1,1,0
52490,2,0,0,2
52491,3,3,3,3
52492,3,1,1,1
52493,3,3,3,2
52494,3,2,2,3
52495,3,1,1,2
52496,3,0,0,1
52497,3,3,3,3
52498,2,2,2,0
52499,3,0,0,3
52500,3,1,1,0
52501,3,3,3,2
52502,3,2,2,3
52503,3,0,0,1
52504,3,3,3,3
52505,3,1,1,0
52506,3,2,2,2
52507,2,1,1,2
52508,3,3,3,1
52509,3,2,2,3
52510,3,0,0,0
52511,3,3,3,2
52512,3,1,1,1
52513,3,0,0,0
52514,3,2,2,3
52515,3,3,3,3
52516,3,0,0,0
52517,3,2,2,2
52518,3,1,1,1
52519,3,1,0,1
52520,3,0,3,0
52521,3,2,2,3
52522,3,0,1,0
52523,3,1,0,2
52524,3,1,1,1
52525,3,3,3,3
52526,3,2,2,3
52527,3,1,1,2
52528,3,3,3,1
52529,3,0,0,0
52530,3,2,2,3
52531,3,3,3,2
52532,3,0,0,1
52533,3,1,1,3
52534,3,2,2,0
52535,3,1,1,1
52536,3,2,2,3
52537,3,0,0,2
52538,3,3,3,0
52539,3,3,3,2
52540,3,2,2,3
52541,3,1,1,2
52542,3,0,0,1
52543,3,2,2,0
52544,3,1,1,1
52545,3,3,3,2
52546,3,1,0,3
52547,3,2,2,3
52548,3,0,0,2
52549,3,3,3,3
52550,3,0,0,1
52551,3,3,3,2
52552,3,1,1,3
52553,3,0,0,2
52554,3,1,1,3
52555,3,2,2,0
52556,3,0,0,1
52557,3,3,3,2
52558,3,0,0,3
52559,3,1,1,0
52560,3,2,2,3
52561,3,1,1,0
52562,3,3,3,1
52563,3,0,0,2
52564,3,2,2,3
52565,3,0,0,1
52566,3,3,3,2
52567,3,1,1,0
52568,3,0,0,3
52569,3,2,2,2
52570,3,1,1,0
52571,3,2,2,3
52572,3,0,0,1
52573,3,3,3,2
52574,3,1,1,0
52575,3,2,2,3
52576,3,2,2,3
52577,3,0,0,1
52578,3,1,1,2
52579,3,3,3,0
52580,3,3,3,3
52581,3,0,0,2
52582,3,2,2,1
52583,3,3,3,1
52584,3,1,1,3
52585,3,0,0,3
52586,3,2,2,1
52587,3,2,1,0
52588,3,3,3,2
52589,3,0,0,0
52590,3,1,1,3
52591,3,2,2,3
52592,3,0,0,2
52593,3,1,1,1
52594,3,3,3,3
52595,3,2,2,0
52596,3,0,0,1
52597,3,1,1,3
52598,3,0,0,1
52599,3,3,3,0
52600,3,1,1,2
52601,3,3,3,3
52602,3,0,0,3
52603,3,1,1,1
52604,3,2,2,0
52605,3,3,3,2
52606,3,2,2,3
52607,3,1,1,3
52608,3,0,0,0
52609,3,3,3,2
52610,3,0,0,3
52611,3,2,2,1
52612,3,1,1,0
52613,3,0,0,3
52614,2,3,3,2
52615,3,2,2,0
52616,3,1,1,3
52617,3,0,0,0
52618,3,3,3,1
52619,2,1,1,2
52620,2,2,2,2
52621,3,0,0,1
52622,3,2,2,2
52623,2,1,1,0
52624,3,3,3,3
52625,2,0,0,1
52626,2,0,0,2
52627,2,1,1,1
52628,3,3,3,3
52629,3,2,2,0
52630,3,0,0,2
52631,3,1,1,3
52632,3,3,3,1
52633,3,2,2,3
52634,3,0,0,0
52635,3,1,1,2
52636,2,3,3,1
52637,3,2,2,2
52638,3,3,3,0
52639,3,0,0,3
52640,3,1,1,1
52641,3,3,3,2
52642,3,2,2,3
52643,3,1,1,1
52644,3,2,2,0
52645,3,0,0,3
52646,3,3,3,2
52647,3,1,1,3
52648,3,3,3,2
52649,3,0,0,1
52650,3,2,2,0
52651,3,1,1,3
52652,3,3,3,2
52653,3,1,1,3
52654,3,3,3,2
52655,3,0,0,0
52656,3,2,2,1
52657,3,3,3,3
52658,3,1,1,2
52659,3,2,2,0
52660,3,0,0,1
52661,3,1,1,2
52662,3,3,3,3
52663,3,0,0,3
52664,3,2,2,2
52665,3,1,1,0
52666,3,3,3,1
52667,3,3,3,3
52668,3,1,1,2
52669,3,0,0,1
52670,3,2,2,0
52671,2,0,0,2
52672,3,1,1,0
52673,3,0,0,3
52674,3,2,2,2
52675,3,3,3,1
52676,3,0,0,2
52677,3,3,3,3
52678,3,1,1,1
52679,3,1,1,0
52680,3,0,0,1
52681,3,2,2,3
52682,3,1,1,0
52683,3,1,1,2
52684,3,3,3,1
52685,3,0,0,3
52686,2,2,2,2
52687,3,0,0,2
52688,3,1,1,3
52689,3,2,2,0
52690,3,0,0,3
52691,3,2,2,1
52692,3,3,3,2
52693,3,2,2,0
52694,3,3,3,3
52695,3,1,1,1
52696,3,0,0,2
52697,3,2,2,3
52698,3,2,2,0
52699,3,3,3,2
52700,3,0,0,3
52701,3,1,1,1
52702,3,3,3,0
52703,3,2,2,2
52704,3,1,1,0
52705,3,2,2,3
52706,3,0,0,2
52707,3,1,1,1
52708,3,2,2,3
52709,3,3,3,2
52710,3,0,0,0
52711,3,3,3,2
52712,3,0,0,1
52713,3,3,3,3
52714,3,0,0,2
52715,3,1,1,1
52716,3,0,0,2
52717,3,1,1,0
52718,3,2,2,3
52719,3,3,3,0
52720,3,2,2,3
52721,3,3,3,3
52722,3,2,2,1
52723,3,1,1,0
52724,3,0,0,3
52725,3,3,3,2
52726,3,0,0,1
52727,3,1,1,3
52728,3,3,3,3
52729,3,0,0,0
52730,3,2,2,2
52731,3,0,0,1
52732,3,3,3,3
52733,3,1,1,3
52734,3,3,3,2
52735,3,2,2,0
52736,2,1,1,0
52737,3,0,0,2
52738,3,3,3,3
52739,3,0,0,1
52740,3,1,1,0
52741,3,2,2,3
52742,3,0,0,0
52743,3,3,3,3
52744,3,0,0,3
52745,3,2,2,1
52746,3,1,1,2
52747,3,3,3,3
52748,3,2,2,0
52749,3,3,3,3
52750,3,1,1,1
52751,3,0,0,0
52752,3,2,2,3
52753,3,3,3,2
52754,3,2,2,1
52755,3,0,0,0
52756,3,3,3,3
52757,3,1,1,2
52758,3,2,2,1
52759,3,0,0,0
52760,3,3,3,1
52761,3,1,1,3
52762,3,2,2,2
52763,3,0,0,0
52764,3,3,3,1
52765,3,2,2,3
52766,3,1,1,2
52767,3,3,3,1
52768,3,0,0,0
52769,3,2,2,3
52770,3,3,3,0
52771,3,3,3,0
52772,3,2,2,2
52773,3,1,1,2
52774,3,3,3,3
52775,3,1,1,1
52776,3,1,1,2
52777,3,0,0,3
52778,3,2,2,0
52779,3,2,2,0
52780,3,3,3,2
52781,3,1,1,1
52782,3,0,0,3
52783,3,2,2,2
52784,3,1,1,3
52785,3,2,2,1
52786,3,3,3,0
52787,3,1,1,3
52788,3,3,3,1
52789,3,3,3,0
52790,3,0,0,1
52791,3,2,2,2
52792,3,1,1,3
52793,3,1,1,1
52794,3,3,3,0
52795,3,0,0,0
52796,3,2,2,2
52797,2,3,3,2
52798,3,0,0,0
52799,3,1,1,3
52800,3,2,2,2
52801,2,3,3,2
52802,2,1,1,1
52803,2,2,2,0
52804,2,3,3,3
52805,2,0,0,2
52806,3,1,1,1
52807,2,2,2,0
52808,3,0,0,3
52809,2,3,3,2
52810,2,2,2,0
52811,2,1,1,1
52812,2,0,0,2
52813,2,3,3,3
52814,3,3,3,3
52815,3,2,2,0
52816,3,1,1,2
52817,3,0,0,1
52818,3,1,1,2
52819,2,2,2,0
52820,3,3,3,3
52821,3,2,2,0
52822,3,1,1,2
52823,3,0,0,1
52824,2,2,2,0
52825,2,3,3,2
52826,3,3,3,3
52827,3,0,0,1
52828,3,2,2,2
52829,3,1,1,1
52830,3,0,0,3
52831,3,3,3,0
52832,3,3,3,3
52833,3,2,2,1
52834,3,1,1,2
