sample_seed,shot,standard_iterations,stagnation_iterations,standard_relay_legs,stagnation_relay_legs,converged,logical_correct,outcome_classification,stagnant_flags,safely_shortened_legs,iterations_avoided,productive_iterations,unproductive_iterations,original_standard_modeled_cycles,original_standard_requested_accesses,original_standard_issued_groups,original_standard_retry_subsets,original_standard_mean_active_lanes,original_standard_lane_utilization,original_standard_full_four_lane_fraction,original_stagnation_modeled_cycles,original_stagnation_requested_accesses,original_stagnation_issued_groups,original_stagnation_retry_subsets,original_stagnation_mean_active_lanes,original_stagnation_lane_utilization,original_stagnation_full_four_lane_fraction,ba2_standard_modeled_cycles,ba2_standard_requested_accesses,ba2_standard_issued_groups,ba2_standard_retry_subsets,ba2_standard_mean_active_lanes,ba2_standard_lane_utilization,ba2_standard_full_four_lane_fraction,ba2_stagnation_modeled_cycles,ba2_stagnation_requested_accesses,ba2_stagnation_issued_groups,ba2_stagnation_retry_subsets,ba2_stagnation_mean_active_lanes,ba2_stagnation_lane_utilization,ba2_stagnation_full_four_lane_fraction,layout_cycle_savings,stagnation_cycle_savings,combined_cycle_savings
20260809,25,200,200,3,3,1,1,exact outcome preserved,0,0,0,140,60,760665948.0,726560280.0,327180145.0,54960475.0,2.2206735069452335,0.5551683767363084,0.3109048686313162,760665948.0,726560280.0,327180145.0,54960475.0,2.2206735069452335,0.5551683767363084,0.3109048686313162,646133865.0,726560280.0,281931584.0,9711914.0,2.5770801188418817,0.6442700297104704,0.46075194257057767,646133865.0,726560280.0,281931584.0,9711914.0,2.5770801188418817,0.6442700297104704,0.46075194257057767,114532083.0,0,114532083.0
20260809,26,133,133,2,2,1,1,exact outcome preserved,0,0,0,133,0,505847705.0,483168456.0,217576576.0,36549028.0,2.220682321979366,0.5551705804948415,0.31090773300890623,505847705.0,483168456.0,217576576.0,36549028.0,2.220682321979366,0.5551705804948415,0.31090773300890623,429684365.0,483168456.0,187486448.0,6458900.0,2.5770846968096595,0.6442711742024149,0.4607527793155482,429684365.0,483168456.0,187486448.0,6458900.0,2.5770846968096595,0.6442711742024149,0.4607527793155482,76163340.0,0,76163340.0
20260809,27,230,230,4,4,1,1,exact outcome preserved,1,0,0,110,120,875299294.0,836190000.0,376452920.0,63238880.0,2.221233932785008,0.555308483196252,0.31108697470058144,875299294.0,836190000.0,376452920.0,63238880.0,2.221233932785008,0.555308483196252,0.31108697470058144,743641870.0,836190000.0,324435232.0,11221192.0,2.577371128422945,0.6443427821057363,0.4608051322860028,743641870.0,836190000.0,324435232.0,11221192.0,2.577371128422945,0.6443427821057363,0.4608051322860028,131657424.0,0,131657424.0
20260809,28,290,290,5,5,1,1,exact outcome preserved,0,0,0,230,60,1103596070.0,1054275480.0,474642555.0,79733265.0,2.2211988134945044,0.5552997033736261,0.31107556295705513,1103596070.0,1054275480.0,474642555.0,79733265.0,2.2211988134945044,0.5552997033736261,0.31107556295705513,937588925.0,1054275480.0,409053600.0,14144310.0,2.577352894583986,0.6443382236459965,0.4608017995685651,937588925.0,1054275480.0,409053600.0,14144310.0,2.577352894583986,0.6443382236459965,0.4608017995685651,166007145.0,0,166007145.0
20260809,29,551,551,9,9,1,1,exact outcome preserved,6,0,0,191,360,2096347575.0,2002536432.0,901642897.0,151461991.0,2.220986200482429,0.5552465501206072,0.31100647599290077,2096347575.0,2002536432.0,901642897.0,151461991.0,2.220986200482429,0.5552465501206072,0.31100647599290077,1780884480.0,2002536432.0,777007376.0,26826470.0,2.5772424996902474,0.6443106249225619,0.46078162197523337,1780884480.0,2002536432.0,777007376.0,26826470.0,2.5772424996902474,0.6443106249225619,0.46078162197523337,315463095.0,0,315463095.0
20260809,30,56,56,1,1,1,1,exact outcome preserved,0,0,0,56,0,213141652.0,203624712.0,91667387.0,15398921.0,2.2213430388279747,0.5553357597069937,0.3111224278706668,213141652.0,203624712.0,91667387.0,15398921.0,2.2213430388279747,0.5553357597069937,0.3111224278706668,181088515.0,203624712.0,79003072.0,2734606.0,2.577427773947828,0.644356943486957,0.46081548575731335,181088515.0,203624712.0,79003072.0,2734606.0,2.577427773947828,0.644356943486957,0.46081548575731335,32053137.0,0,32053137.0
20260809,31,22,22,1,1,1,1,exact outcome preserved,0,0,0,22,0,84323098.0,80708184.0,36228279.0,6087477.0,2.2277675403791606,0.5569418850947901,0.313210020271733,84323098.0,80708184.0,36228279.0,6087477.0,2.2277675403791606,0.5569418850947901,0.313210020271733,71790925.0,80708184.0,31273056.0,1132254.0,2.580757825522392,0.645189456380598,0.4614241409601927,71790925.0,80708184.0,31273056.0,1132254.0,2.580757825522392,0.645189456380598,0.4614241409601927,12532173.0,0,12532173.0
20260810,0,67,67,1,1,1,1,exact outcome preserved,0,0,0,67,0,254818243.0,243391824.0,109603569.0,18411447.0,2.220656008017403,0.5551640020043508,0.31089918248921256,254818243.0,243391824.0,109603569.0,18411447.0,2.220656008017403,0.5551640020043508,0.31089918248921256,216449500.0,243391824.0,94445136.0,3253014.0,2.5770710309528275,0.6442677577382069,0.4607502815179386,216449500.0,243391824.0,94445136.0,3253014.0,2.5770710309528275,0.6442677577382069,0.4607502815179386,38368743.0,0,38368743.0
20260810,1,31,31,1,1,1,1,exact outcome preserved,0,0,0,31,0,118422127.0,113244912.0,50903337.0,8552271.0,2.2247050718894914,0.5561762679723729,0.31221489467380104,118422127.0,113244912.0,50903337.0,8552271.0,2.2247050718894914,0.5561762679723729,0.31221489467380104,100722640.0,113244912.0,43907472.0,1556406.0,2.5791717637490037,0.6447929409372509,0.46113424612557974,100722640.0,113244912.0,43907472.0,1556406.0,2.5791717637490037,0.6447929409372509,0.46113424612557974,17699487.0,0,17699487.0
20260810,2,74,74,1,1,1,1,exact outcome preserved,0,0,0,74,0,281339710.0,268698168.0,121017503.0,20328509.0,2.220324840118375,0.5550812100295938,0.3107915720257424,281339710.0,268698168.0,121017503.0,20328509.0,2.220324840118375,0.5550812100295938,0.3107915720257424,238951945.0,268698168.0,104271904.0,3582910.0,2.5768990273736634,0.6442247568434158,0.46071884330413687,238951945.0,268698168.0,104271904.0,3582910.0,2.5768990273736634,0.6442247568434158,0.46071884330413687,42387765.0,0,42387765.0
