configuration,b,M,guard_bits,shot,syndrome_converged,logically_correct,decision_agrees_with_float,decision_hamming_distance,iterations,relay_legs,iterations_agree_with_float,legs_agree_with_float,selected_solution_weight,saturation_physical_prior,saturation_lambda_bias,saturation_check_messages,saturation_guard_accumulator,saturation_variable_messages,saturation_marginals
low_latency,6,8,4,57,1,1,0,29,19,1,1,1,319.78759681830473,0,0,0,0,6575528,1145528
low_latency,6,8,4,58,1,1,0,21,50,1,0,1,318.3530309167322,0,0,0,0,18594379,3232281
low_latency,6,8,4,59,1,1,0,39,43,1,0,1,442.99057798343006,0,0,0,0,15510337,2699089
low_latency,6,8,4,60,1,1,0,27,111,2,0,0,338.1680725369258,0,0,0,0,42267436,7333695
low_latency,6,8,4,61,0,0,0,64,260,4,1,1,,0,0,0,0,98784160,17138269
low_latency,6,8,4,62,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,12681163,2206615
low_latency,6,8,4,63,1,1,0,16,43,1,0,1,382.34403848746524,0,0,0,0,15758464,2741560
low_latency,6,8,4,64,1,1,0,3,39,1,0,1,283.6539762648837,0,0,0,0,14549746,2531901
low_latency,6,8,4,65,1,1,0,12,15,1,0,1,285.58125895758644,0,0,0,0,5170073,902626
low_latency,6,8,4,66,1,1,0,12,46,1,0,1,317.6489182564028,0,0,0,0,17120891,2974393
low_latency,6,8,4,67,1,1,0,11,36,1,0,1,431.0787518025959,0,0,0,0,12850992,2236719
low_latency,6,8,4,68,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,8657991,1506410
low_latency,6,8,4,69,1,1,0,29,55,1,0,1,373.26622575656086,0,0,0,0,20553720,3569199
low_latency,6,8,4,70,1,1,0,27,40,1,0,1,309.30023025028703,0,0,0,0,14710485,2557971
low_latency,6,8,4,71,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,8789805,1530345
low_latency,6,8,4,72,1,1,0,16,24,1,0,1,369.5426365641804,0,0,0,0,8343745,1453696
low_latency,6,8,4,73,1,1,0,11,28,1,0,1,275.9707778884582,0,0,0,0,10099428,1759612
low_latency,6,8,4,74,1,1,0,27,29,1,0,1,448.60645892134283,0,0,0,0,10281244,1789419
low_latency,6,8,4,75,1,1,0,31,96,2,0,1,392.3457760554011,0,0,0,0,36048777,6261049
low_latency,6,8,4,76,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,10216651,1780322
low_latency,6,8,4,77,1,1,0,25,29,1,0,1,351.54109112839984,0,0,0,0,10505923,1826905
low_latency,6,8,4,78,1,1,0,20,105,2,0,1,315.29412179449787,0,0,0,0,40136187,6964328
low_latency,6,8,4,79,1,1,0,26,47,1,0,1,303.32468129049903,0,0,0,0,17659634,3067285
low_latency,6,8,4,80,1,1,0,21,98,2,0,0,415.31915180491274,0,0,0,0,36828921,6396945
low_latency,6,8,4,81,1,1,0,18,33,1,0,1,377.13140007118875,0,0,0,0,11921350,2075198
low_latency,6,8,4,82,1,1,0,15,63,1,0,1,319.642028804328,0,0,0,0,23848003,4143144
low_latency,6,8,4,83,1,1,0,17,22,1,0,1,404.13317694081593,0,0,0,0,7498631,1310041
low_latency,6,8,4,84,1,1,0,6,31,1,0,1,353.28126177852323,0,0,0,0,10941688,1905940
low_latency,6,8,4,85,1,1,0,17,19,1,0,1,214.33441560825503,0,0,0,0,6968426,1213733
low_latency,6,8,4,86,1,1,0,17,36,1,0,1,332.3229545488245,0,0,0,0,13032153,2267334
low_latency,6,8,4,87,1,1,0,19,168,3,0,0,338.25777965754884,0,0,0,0,64021822,11093883
low_latency,6,8,4,88,1,1,0,19,26,1,0,1,356.03595368460276,0,0,0,0,9210520,1604320
low_latency,6,8,4,89,1,1,0,43,126,2,0,0,416.81028134770713,0,0,0,0,47799687,8297277
low_latency,6,8,4,90,1,1,0,20,21,1,0,1,304.36271079121286,0,0,0,0,7303364,1276113
low_latency,6,8,4,91,0,0,0,55,260,4,1,1,,0,0,0,0,98058552,17014103
low_latency,6,8,4,92,1,1,0,25,30,1,0,1,366.85181072124584,0,0,0,0,10849181,1889534
low_latency,6,8,4,93,1,1,0,22,21,1,0,1,330.4522182724087,0,0,0,0,7505674,1306073
low_latency,6,8,4,94,1,1,0,39,38,1,0,1,397.5533885443003,0,0,0,0,13764444,2395775
low_latency,6,8,4,95,1,1,0,10,14,1,0,1,362.75909182591306,0,0,0,0,4742147,826999
low_latency,6,8,4,96,1,1,0,21,93,2,0,0,315.0264063038471,0,0,0,0,35295563,6123856
low_latency,6,8,4,97,1,1,0,29,33,1,0,0,455.3831519759199,0,0,0,0,12072080,2096387
low_latency,6,8,4,98,1,1,0,19,22,1,0,1,327.33594158445766,0,0,0,0,7794680,1358070
low_latency,6,8,4,99,1,1,0,27,31,1,0,1,315.9399060098606,0,0,0,0,11203289,1952831
low_latency,6,8,4,100,1,1,0,22,35,1,0,0,376.2285641786908,0,0,0,0,12772811,2222483
low_latency,6,8,4,101,1,1,0,31,106,2,0,0,370.1817578288392,0,0,0,0,40186592,6974770
low_latency,6,8,4,102,1,1,0,19,26,1,0,0,279.36779599065056,0,0,0,0,9663515,1679847
low_latency,6,8,4,103,1,1,0,40,136,2,0,0,495.13661893780267,0,0,0,0,51545288,8947538
low_latency,6,8,4,104,1,1,0,13,22,1,0,1,290.83895956349977,0,0,0,0,7873320,1372336
low_latency,6,8,4,105,1,1,0,29,33,1,0,1,411.44920876030096,0,0,0,0,11853213,2062350
low_latency,6,8,4,106,1,1,0,24,32,1,0,1,308.1091799185616,0,0,0,0,11666715,2030563
low_latency,6,8,4,107,1,1,0,28,76,1,0,0,308.16879326008245,0,0,0,0,28828197,5006065
low_latency,6,8,4,108,1,1,0,32,128,2,0,1,412.8228953460749,0,0,0,0,48529761,8424439
low_latency,6,8,4,109,1,1,0,23,38,1,0,1,380.0317497628175,0,0,0,0,13573451,2361464
low_latency,6,8,4,110,1,1,0,22,28,1,0,1,455.5834570196614,0,0,0,0,9612493,1676059
low_latency,6,8,4,111,1,1,0,28,49,1,0,1,400.3451625615444,0,0,0,0,17959698,3123660
low_latency,6,8,4,112,1,1,0,21,91,2,0,0,359.32458336332553,0,0,0,0,34231949,5938973
low_latency,6,8,4,113,1,1,0,20,27,1,0,1,337.0196230401059,0,0,0,0,9837716,1712479
low_latency,6,8,4,114,1,1,0,50,110,2,0,0,413.47650909319134,0,0,0,0,41710516,7239644
low_latency,6,8,4,115,1,1,0,17,30,1,0,1,280.29823150691584,0,0,0,0,10999871,1913432
low_latency,6,8,4,116,1,1,0,6,16,1,0,1,323.21488746233183,0,0,0,0,5249707,919740
low_latency,6,8,4,117,1,1,0,39,100,2,0,0,414.66445716912676,0,0,0,0,37693355,6540321
low_latency,6,8,4,118,1,1,0,19,23,1,0,1,369.37676877615434,0,0,0,0,8145632,1418205
low_latency,6,8,4,119,1,1,0,17,22,1,0,1,291.67056369975626,0,0,0,0,7901300,1374329
low_latency,6,8,4,120,1,1,0,17,56,1,0,1,297.81116988288545,0,0,0,0,20994110,3645734
low_latency,6,8,4,121,1,1,0,27,32,1,0,1,442.7166953769953,0,0,0,0,11302003,1966671
low_latency,6,8,4,122,1,1,0,12,20,1,0,1,337.08276075473293,0,0,0,0,7117378,1238592
low_latency,6,8,4,123,1,1,0,15,18,1,0,1,351.20738899043744,0,0,0,0,5956970,1042895
low_latency,6,8,4,124,1,1,0,16,32,1,0,0,324.06924142284095,0,0,0,0,11697187,2032840
low_latency,6,8,4,125,1,1,0,16,37,1,0,1,356.16756323916525,0,0,0,0,13501298,2348725
low_latency,6,8,4,126,1,1,0,27,30,1,0,1,416.5599711358193,0,0,0,0,10733826,1868398
low_latency,6,8,4,127,1,1,0,12,33,1,0,1,368.22744453871405,0,0,0,0,11885124,2066182
low_latency,6,16,4,0,1,1,0,31,37,1,0,1,318.1463945999453,0,0,0,0,13757688,2390278
low_latency,6,16,4,1,1,1,0,27,35,1,0,1,340.9918773202019,0,0,0,0,12861615,2236976
low_latency,6,16,4,2,1,1,0,34,29,1,0,1,388.78300757585,0,0,0,0,10219970,1780108
low_latency,6,16,4,3,1,1,0,24,41,1,0,1,367.00421729754777,0,0,0,0,15079273,2619800
low_latency,6,16,4,4,1,1,0,20,17,1,0,1,410.41626611945526,0,0,0,0,5876861,1025831
low_latency,6,16,4,5,1,1,0,16,33,1,0,1,265.7512912795702,0,0,0,0,11992945,2090622
low_latency,6,16,4,6,1,1,0,37,92,2,0,0,311.29668668625993,0,0,0,0,34889388,6058293
low_latency,6,16,4,7,1,1,0,35,31,1,0,0,365.52934726873843,0,0,0,0,11220770,1951314
low_latency,6,16,4,8,1,1,0,24,43,1,0,1,348.44380454050975,0,0,0,0,15845358,2752515
low_latency,6,16,4,9,1,1,0,28,76,1,0,0,344.4037648314809,0,0,0,0,28737666,4989719
low_latency,6,16,4,10,1,1,0,20,23,1,0,1,330.1095116108875,0,0,0,0,8145898,1417904
low_latency,6,16,4,11,1,1,0,39,120,2,0,0,394.1107344735528,0,0,0,0,45457915,7892185
low_latency,6,16,4,12,1,1,0,26,37,1,0,1,386.9558710261085,0,0,0,0,13309451,2316463
low_latency,6,16,4,13,1,1,0,41,135,2,0,1,404.6343381371651,0,0,0,0,51058605,8858620
low_latency,6,16,4,14,1,1,0,23,32,1,0,1,339.39406101142123,0,0,0,0,11407452,1987935
low_latency,6,16,4,15,1,1,0,47,112,2,0,1,388.2011337103851,0,0,0,0,42388176,7355316
low_latency,6,16,4,16,1,1,0,28,98,2,0,0,429.9956397058686,0,0,0,0,36660925,6371027
low_latency,6,16,4,17,1,1,0,26,37,1,0,1,305.6760592640092,0,0,0,0,13623202,2367546
low_latency,6,16,4,18,1,1,0,48,104,2,0,0,496.88241729994513,0,0,0,0,38912597,6756010
low_latency,6,16,4,19,1,1,0,24,31,1,0,1,390.10120087312595,0,0,0,0,11106845,1934817
low_latency,6,16,4,20,1,1,0,6,44,1,0,1,286.36505775018753,0,0,0,0,16480540,2864357
low_latency,6,16,4,21,1,1,1,0,14,1,1,1,273.57854771508386,0,0,0,0,4906123,856296
low_latency,6,16,4,22,1,1,0,16,25,1,0,1,308.5124129581066,0,0,0,0,8899831,1553181
low_latency,6,16,4,23,1,1,0,15,30,1,0,1,349.33329175363906,0,0,0,0,10738625,1869288
low_latency,6,16,4,24,1,1,0,17,45,1,0,1,307.31742841485044,0,0,0,0,16863547,2928468
low_latency,6,16,4,25,1,1,0,12,27,1,0,1,233.46049367038287,0,0,0,0,9927393,1727650
low_latency,6,16,4,26,1,1,0,20,33,1,0,1,295.08182862941385,0,0,0,0,12057290,2099682
low_latency,6,16,4,27,1,1,0,27,19,1,0,1,282.4251143019695,0,0,0,0,6825554,1190411
low_latency,6,16,4,28,1,1,0,28,103,2,0,0,406.1646171531262,0,0,0,0,38968336,6765928
low_latency,6,16,4,29,1,1,0,36,21,1,0,1,336.4963595307919,0,0,0,0,7340249,1282597
low_latency,6,16,4,30,1,1,0,7,17,1,0,1,332.7156967748629,0,0,0,0,5905713,1029299
low_latency,6,16,4,31,1,1,0,7,26,1,0,1,282.4417930129109,0,0,0,0,9458490,1646895
low_latency,6,16,4,32,1,1,0,16,23,1,0,1,353.87693487265017,0,0,0,0,8199172,1428386
low_latency,6,16,4,33,1,1,0,7,17,1,0,1,351.2539752513059,0,0,0,0,5809802,1013973
low_latency,6,16,4,34,1,1,0,30,159,3,0,0,359.4394664093214,0,0,0,0,60549300,10506877
low_latency,6,16,4,35,1,1,0,24,45,1,0,1,441.364641160651,0,0,0,0,16287873,2833026
low_latency,6,16,4,36,1,1,0,17,37,1,0,1,384.2458169017977,0,0,0,0,13303697,2316426
low_latency,6,16,4,37,0,0,0,39,260,4,1,1,,0,0,0,0,99146605,17195768
low_latency,6,16,4,38,1,1,0,52,107,2,0,0,453.64464411156496,0,0,0,0,40035929,6947333
low_latency,6,16,4,39,1,1,0,19,25,1,0,1,343.76950382381267,0,0,0,0,8805649,1534439
low_latency,6,16,4,40,1,1,0,11,27,1,0,1,280.6114019145944,0,0,0,0,9856571,1715314
low_latency,6,16,4,41,1,1,0,16,18,1,1,1,296.61261634215003,0,0,0,0,6490939,1130918
low_latency,6,16,4,42,1,1,0,21,41,1,0,1,328.7853623556117,0,0,0,0,15131629,2629861
low_latency,6,16,4,43,1,1,0,12,25,1,0,1,327.8708032616791,0,0,0,0,8854662,1542468
low_latency,6,16,4,44,1,1,0,24,28,1,0,1,403.18975284537555,0,0,0,0,9848996,1715061
low_latency,6,16,4,45,1,1,0,10,21,1,0,1,260.790073795145,0,0,0,0,7638501,1330327
low_latency,6,16,4,46,1,1,0,32,100,2,0,0,466.09137128772875,0,0,0,0,37496535,6510625
low_latency,6,16,4,47,1,1,0,27,23,1,0,1,301.84703655278213,0,0,0,0,8283261,1440037
low_latency,6,16,4,48,1,1,0,32,30,1,0,1,413.43113658515824,0,0,0,0,10653059,1855872
low_latency,6,16,4,49,1,1,0,36,132,2,0,0,393.77666581399524,0,0,0,0,50209027,8715124
low_latency,6,16,4,50,1,1,0,14,30,1,0,1,318.3187132702233,0,0,0,0,10942561,1902243
low_latency,6,16,4,51,1,1,0,6,49,1,0,1,259.27863327416486,0,0,0,0,18391590,3196439
low_latency,6,16,4,52,1,1,0,17,31,1,0,1,303.35254672327744,0,0,0,0,11405955,1984541
low_latency,6,16,4,53,1,1,0,22,50,1,0,1,338.85708655012684,0,0,0,0,18647547,3241730
low_latency,6,16,4,54,1,1,0,18,30,1,0,1,388.574463848896,0,0,0,0,10740680,1866082
low_latency,6,16,4,55,1,1,0,23,36,1,0,1,395.0535520551216,0,0,0,0,13012593,2263674
low_latency,6,16,4,56,1,1,0,17,29,1,0,0,330.546580202735,0,0,0,0,10517330,1827960
low_latency,6,16,4,57,1,1,0,29,19,1,1,1,319.78759681830473,0,0,0,0,6575528,1145528
low_latency,6,16,4,58,1,1,0,21,50,1,0,1,318.3530309167322,0,0,0,0,18594379,3232281
low_latency,6,16,4,59,1,1,0,39,43,1,0,1,442.99057798343006,0,0,0,0,15510337,2699089
low_latency,6,16,4,60,1,1,0,26,99,2,0,0,322.9518382935599,0,0,0,0,37576383,6521477
low_latency,6,16,4,61,0,0,0,59,260,4,1,1,,0,0,0,0,98805021,17142348
low_latency,6,16,4,62,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,12681163,2206615
low_latency,6,16,4,63,1,1,0,16,43,1,0,1,382.34403848746524,0,0,0,0,15758464,2741560
low_latency,6,16,4,64,1,1,0,3,39,1,0,1,283.6539762648837,0,0,0,0,14549746,2531901
low_latency,6,16,4,65,1,1,0,12,15,1,0,1,285.58125895758644,0,0,0,0,5170073,902626
low_latency,6,16,4,66,1,1,0,12,46,1,0,1,317.6489182564028,0,0,0,0,17120891,2974393
low_latency,6,16,4,67,1,1,0,11,36,1,0,1,431.0787518025959,0,0,0,0,12850992,2236719
low_latency,6,16,4,68,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,8657991,1506410
low_latency,6,16,4,69,1,1,0,29,55,1,0,1,373.26622575656086,0,0,0,0,20553720,3569199
low_latency,6,16,4,70,1,1,0,27,40,1,0,1,309.30023025028703,0,0,0,0,14710485,2557971
low_latency,6,16,4,71,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,8789805,1530345
low_latency,6,16,4,72,1,1,0,16,24,1,0,1,369.5426365641804,0,0,0,0,8343745,1453696
low_latency,6,16,4,73,1,1,0,11,28,1,0,1,275.9707778884582,0,0,0,0,10099428,1759612
low_latency,6,16,4,74,1,1,0,27,29,1,0,1,448.60645892134283,0,0,0,0,10281244,1789419
low_latency,6,16,4,75,1,1,0,35,102,2,0,1,409.78242323133657,0,0,0,0,38390463,6667322
low_latency,6,16,4,76,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,10216651,1780322
low_latency,6,16,4,77,1,1,0,25,29,1,0,1,351.54109112839984,0,0,0,0,10505923,1826905
low_latency,6,16,4,78,1,1,0,15,101,2,0,1,354.28855848708645,0,0,0,0,38592547,6697878
low_latency,6,16,4,79,1,1,0,26,47,1,0,1,303.32468129049903,0,0,0,0,17659634,3067285
low_latency,6,16,4,80,1,1,0,23,93,2,0,0,395.3424403130542,0,0,0,0,34901467,6063772
low_latency,6,16,4,81,1,1,0,18,33,1,0,1,377.13140007118875,0,0,0,0,11921350,2075198
low_latency,6,16,4,82,1,1,0,15,63,1,0,1,319.642028804328,0,0,0,0,23848003,4143144
low_latency,6,16,4,83,1,1,0,17,22,1,0,1,404.13317694081593,0,0,0,0,7498631,1310041
low_latency,6,16,4,84,1,1,0,6,31,1,0,1,353.28126177852323,0,0,0,0,10941688,1905940
low_latency,6,16,4,85,1,1,0,17,19,1,0,1,214.33441560825503,0,0,0,0,6968426,1213733
low_latency,6,16,4,86,1,1,0,17,36,1,0,1,332.3229545488245,0,0,0,0,13032153,2267334
low_latency,6,16,4,87,1,1,0,20,104,2,0,1,335.9200453883082,0,0,0,0,39405235,6830751
low_latency,6,16,4,88,1,1,0,19,26,1,0,1,356.03595368460276,0,0,0,0,9210520,1604320
low_latency,6,16,4,89,1,1,0,38,104,2,0,0,406.23290691821717,0,0,0,0,39255889,6817826
low_latency,6,16,4,90,1,1,0,20,21,1,0,1,304.36271079121286,0,0,0,0,7303364,1276113
low_latency,6,16,4,91,1,1,0,78,186,3,0,0,584.610675262256,0,0,0,0,69875347,12125680
low_latency,6,16,4,92,1,1,0,25,30,1,0,1,366.85181072124584,0,0,0,0,10849181,1889534
low_latency,6,16,4,93,1,1,0,22,21,1,0,1,330.4522182724087,0,0,0,0,7505674,1306073
low_latency,6,16,4,94,1,1,0,39,38,1,0,1,397.5533885443003,0,0,0,0,13764444,2395775
low_latency,6,16,4,95,1,1,0,10,14,1,0,1,362.75909182591306,0,0,0,0,4742147,826999
low_latency,6,16,4,96,1,1,0,26,99,2,0,0,334.29516169790384,0,0,0,0,37626314,6527961
low_latency,6,16,4,97,1,1,0,29,33,1,0,0,455.3831519759199,0,0,0,0,12072080,2096387
low_latency,6,16,4,98,1,1,0,19,22,1,0,1,327.33594158445766,0,0,0,0,7794680,1358070
low_latency,6,16,4,99,1,1,0,27,31,1,0,1,315.9399060098606,0,0,0,0,11203289,1952831
low_latency,6,16,4,100,1,1,0,22,35,1,0,0,376.2285641786908,0,0,0,0,12772811,2222483
low_latency,6,16,4,101,1,1,0,41,116,2,0,0,364.2576488797687,0,0,0,0,44066067,7647655
low_latency,6,16,4,102,1,1,0,19,26,1,0,0,279.36779599065056,0,0,0,0,9663515,1679847
low_latency,6,16,4,103,0,0,0,51,260,4,0,0,,0,0,0,0,99022702,17183500
low_latency,6,16,4,104,1,1,0,13,22,1,0,1,290.83895956349977,0,0,0,0,7873320,1372336
low_latency,6,16,4,105,1,1,0,29,33,1,0,1,411.44920876030096,0,0,0,0,11853213,2062350
low_latency,6,16,4,106,1,1,0,24,32,1,0,1,308.1091799185616,0,0,0,0,11666715,2030563
low_latency,6,16,4,107,1,1,0,28,76,1,0,0,308.16879326008245,0,0,0,0,28828197,5006065
low_latency,6,16,4,108,1,1,0,27,104,2,0,1,375.08150568304626,0,0,0,0,39179885,6805095
low_latency,6,16,4,109,1,1,0,23,38,1,0,1,380.0317497628175,0,0,0,0,13573451,2361464
low_latency,6,16,4,110,1,1,0,22,28,1,0,1,455.5834570196614,0,0,0,0,9612493,1676059
low_latency,6,16,4,111,1,1,0,28,49,1,0,1,400.3451625615444,0,0,0,0,17959698,3123660
low_latency,6,16,4,112,1,1,0,28,95,2,0,0,373.60615607849786,0,0,0,0,35770731,6205889
low_latency,6,16,4,113,1,1,0,20,27,1,0,1,337.0196230401059,0,0,0,0,9837716,1712479
low_latency,6,16,4,114,0,0,0,43,260,4,0,0,,0,0,0,0,99467745,17251516
low_latency,6,16,4,115,1,1,0,17,30,1,0,1,280.29823150691584,0,0,0,0,10999871,1913432
low_latency,6,16,4,116,1,1,0,6,16,1,0,1,323.21488746233183,0,0,0,0,5249707,919740
low_latency,6,16,4,117,1,1,0,45,95,2,0,0,411.21595412805874,0,0,0,0,35755592,6205403
low_latency,6,16,4,118,1,1,0,19,23,1,0,1,369.37676877615434,0,0,0,0,8145632,1418205
low_latency,6,16,4,119,1,1,0,17,22,1,0,1,291.67056369975626,0,0,0,0,7901300,1374329
low_latency,6,16,4,120,1,1,0,17,56,1,0,1,297.81116988288545,0,0,0,0,20994110,3645734
low_latency,6,16,4,121,1,1,0,27,32,1,0,1,442.7166953769953,0,0,0,0,11302003,1966671
low_latency,6,16,4,122,1,1,0,12,20,1,0,1,337.08276075473293,0,0,0,0,7117378,1238592
low_latency,6,16,4,123,1,1,0,15,18,1,0,1,351.20738899043744,0,0,0,0,5956970,1042895
low_latency,6,16,4,124,1,1,0,16,32,1,0,0,324.06924142284095,0,0,0,0,11697187,2032840
low_latency,6,16,4,125,1,1,0,16,37,1,0,1,356.16756323916525,0,0,0,0,13501298,2348725
low_latency,6,16,4,126,1,1,0,27,30,1,0,1,416.5599711358193,0,0,0,0,10733826,1868398
low_latency,6,16,4,127,1,1,0,12,33,1,0,1,368.22744453871405,0,0,0,0,11885124,2066182
low_latency,8,4,4,0,1,1,0,31,37,1,0,1,318.1463945999453,0,0,0,0,11281177,1951959
low_latency,8,4,4,1,1,1,0,25,42,1,0,1,319.244503996015,0,0,0,0,12648752,2197393
low_latency,8,4,4,2,1,1,0,33,40,1,0,1,386.867476264577,0,0,0,0,11466880,1991224
low_latency,8,4,4,3,1,1,0,24,41,1,0,1,367.00421729754777,0,0,0,0,12597294,2172979
low_latency,8,4,4,4,1,1,0,20,17,1,0,1,410.41626611945526,0,0,0,0,3789472,661078
low_latency,8,4,4,5,1,1,0,12,53,1,0,1,263.4989090628512,0,0,0,0,16698557,2900355
low_latency,8,4,4,6,1,1,0,32,95,2,0,0,305.42043692932907,0,0,0,0,31973372,5521546
low_latency,8,4,4,7,1,1,0,41,34,1,0,0,367.54835723090434,0,0,0,0,9422036,1636129
low_latency,8,4,4,8,1,1,0,27,28,1,0,1,353.32071911028163,0,0,0,0,7426289,1291086
low_latency,8,4,4,9,1,1,0,25,260,4,0,1,388.64245298194714,0,0,0,0,90406122,15594088
low_latency,8,4,4,10,1,1,0,24,23,1,0,1,338.3058737049273,0,0,0,0,5576678,972513
low_latency,8,4,4,11,0,0,0,35,260,4,0,0,,0,0,0,0,90085652,15543910
low_latency,8,4,4,12,1,1,0,26,42,1,0,1,390.6551592319578,0,0,0,0,12145926,2110839
low_latency,8,4,4,13,1,1,0,50,216,4,0,0,446.4962444852891,0,0,0,0,71629263,12366055
low_latency,8,4,4,14,1,1,0,24,32,1,0,1,338.5979398863363,0,0,0,0,8498323,1481542
low_latency,8,4,4,15,1,1,0,44,99,2,0,1,345.8075937415463,0,0,0,0,32215744,5564794
low_latency,8,4,4,16,1,1,0,28,94,2,0,0,497.6447393370886,0,0,0,0,30057076,5200110
low_latency,8,4,4,17,1,1,0,26,37,1,0,1,305.6760592640092,0,0,0,0,11248096,1942902
low_latency,8,4,4,18,1,1,0,36,94,2,0,0,451.4990352028108,0,0,0,0,29899543,5157736
low_latency,8,4,4,19,1,1,0,16,27,1,0,1,381.1940697065229,0,0,0,0,6576384,1150662
low_latency,8,4,4,20,1,1,0,6,44,1,0,1,286.36505775018753,0,0,0,0,13913184,2410045
low_latency,8,4,4,21,1,1,1,0,14,1,1,1,273.57854771508386,0,0,0,0,3040775,531394
low_latency,8,4,4,22,1,1,0,16,25,1,0,1,308.5124129581066,0,0,0,0,6379077,1115306
low_latency,8,4,4,23,1,1,0,17,38,1,0,1,348.9287107278032,0,0,0,0,11058981,1916052
low_latency,8,4,4,24,1,1,0,20,29,1,0,1,311.34676067526306,0,0,0,0,8165186,1416440
low_latency,8,4,4,25,1,1,0,12,27,1,0,1,233.46049367038287,0,0,0,0,7461484,1299142
low_latency,8,4,4,26,1,1,0,21,27,1,1,1,287.54706712272224,0,0,0,0,7031125,1227206
low_latency,8,4,4,27,1,1,0,27,19,1,0,1,282.4251143019695,0,0,0,0,4733196,825550
low_latency,8,4,4,28,1,1,0,27,107,2,0,0,428.46055696670186,0,0,0,0,35540898,6138300
low_latency,8,4,4,29,1,1,0,39,29,1,0,1,342.08492718851875,0,0,0,0,8049009,1399636
low_latency,8,4,4,30,1,1,0,7,17,1,0,1,332.7156967748629,0,0,0,0,3753425,655695
low_latency,8,4,4,31,1,1,0,7,26,1,0,1,282.4417930129109,0,0,0,0,7243362,1258666
low_latency,8,4,4,32,1,1,0,16,23,1,0,1,353.87693487265017,0,0,0,0,6065842,1053352
low_latency,8,4,4,33,1,1,0,7,17,1,0,1,351.2539752513059,0,0,0,0,3653830,638718
low_latency,8,4,4,34,1,1,0,18,213,4,0,0,329.8810188856205,0,0,0,0,72986356,12601397
low_latency,8,4,4,35,1,1,0,24,45,1,0,1,441.364641160651,0,0,0,0,13205021,2287308
low_latency,8,4,4,36,1,1,0,15,44,1,0,1,385.2338679066979,0,0,0,0,12936596,2244081
low_latency,8,4,4,37,0,0,0,59,260,4,1,1,,0,0,0,0,88986809,15335828
low_latency,8,4,4,38,1,1,0,47,101,2,0,0,423.6664172911405,0,0,0,0,32170428,5550365
low_latency,8,4,4,39,1,1,0,19,25,1,0,1,343.76950382381267,0,0,0,0,6083930,1063112
low_latency,8,4,4,40,1,1,0,11,16,1,0,1,280.6114019145944,0,0,0,0,3385899,593530
low_latency,8,4,4,41,1,1,0,13,18,1,1,1,293.7052144960676,0,0,0,0,4458188,775453
low_latency,8,4,4,42,1,1,0,21,47,1,0,1,328.7853623556117,0,0,0,0,14563590,2521109
low_latency,8,4,4,43,1,1,0,12,29,1,0,1,327.8708032616791,0,0,0,0,7963834,1379322
low_latency,8,4,4,44,1,1,0,32,32,1,0,1,415.53792045987825,0,0,0,0,8710749,1509091
low_latency,8,4,4,45,1,1,0,10,21,1,0,1,260.790073795145,0,0,0,0,5482905,955518
low_latency,8,4,4,46,1,1,0,28,118,2,0,0,445.36162118313575,0,0,0,0,39027229,6736705
low_latency,8,4,4,47,1,1,0,29,93,2,0,0,328.45383342588156,0,0,0,0,31129045,5367370
low_latency,8,4,4,48,1,1,0,32,31,1,0,1,411.17963838383093,0,0,0,0,8237423,1432299
low_latency,8,4,4,49,1,1,0,14,29,1,0,1,383.9185769363319,0,0,0,0,7304796,1276143
low_latency,8,4,4,50,1,1,0,16,30,1,0,1,317.9132485500227,0,0,0,0,8489218,1470459
low_latency,8,4,4,51,1,1,0,9,30,1,0,1,263.7509668181009,0,0,0,0,8579352,1489636
low_latency,8,4,4,52,1,1,0,16,41,1,0,1,296.2232499367866,0,0,0,0,12906689,2233360
low_latency,8,4,4,53,1,1,0,13,48,1,0,1,340.8877484362215,0,0,0,0,15092629,2612949
low_latency,8,4,4,54,1,1,0,18,30,1,0,1,388.574463848896,0,0,0,0,8216351,1423199
low_latency,8,4,4,55,1,1,0,26,36,1,0,1,391.83426521971865,0,0,0,0,10145595,1755147
low_latency,8,4,4,56,1,1,0,17,29,1,0,0,330.546580202735,0,0,0,0,8078526,1396008
low_latency,8,4,4,57,1,1,0,29,17,1,0,1,319.78759681830473,0,0,0,0,3588861,626478
low_latency,8,4,4,58,1,1,0,21,28,1,0,1,317.1992605606455,0,0,0,0,7490547,1300183
low_latency,8,4,4,59,1,1,0,43,44,1,0,1,442.29743084299844,0,0,0,0,12360697,2147821
low_latency,8,4,4,60,1,1,0,19,90,2,0,0,292.44980409907396,0,0,0,0,30079312,5186888
low_latency,8,4,4,61,0,0,0,39,260,4,1,1,,0,0,0,0,87820960,15180021
low_latency,8,4,4,62,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,9728730,1690556
low_latency,8,4,4,63,1,1,0,38,110,2,0,0,426.7822445625622,0,0,0,0,35751428,6191678
