configuration,b,M,guard_bits,shot,syndrome_converged,logically_correct,decision_agrees_with_float,decision_hamming_distance,iterations,relay_legs,iterations_agree_with_float,legs_agree_with_float,selected_solution_weight,saturation_physical_prior,saturation_lambda_bias,saturation_check_messages,saturation_guard_accumulator,saturation_variable_messages,saturation_marginals
balanced,8,4,4,66,1,1,0,12,33,1,0,1,306.2017227738768,0,0,0,0,9534703,1648692
balanced,8,4,4,67,1,1,0,13,35,1,0,1,430.6190126023324,0,0,0,0,9748457,1690032
balanced,8,4,4,68,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,6361137,1106456
balanced,8,4,4,69,1,1,0,23,36,1,0,1,371.4201925964611,0,0,0,0,10390580,1797246
balanced,8,4,4,70,1,1,0,25,40,1,0,1,307.2022832024958,0,0,0,0,11747803,2039566
balanced,8,4,4,71,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,6623029,1150623
balanced,8,4,4,72,1,1,0,16,22,1,0,1,370.64213244020436,0,0,0,0,4933830,860263
balanced,8,4,4,73,1,1,0,12,40,1,0,1,271.09474733407797,0,0,0,0,12028968,2088059
balanced,8,4,4,74,1,1,0,26,42,1,0,1,438.8387048398205,0,0,0,0,12526649,2168765
balanced,8,4,4,75,1,1,0,17,109,2,0,1,394.903463025766,0,0,0,0,34962159,6042535
balanced,8,4,4,76,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,7120893,1241700
balanced,8,4,4,77,1,1,0,18,39,1,0,1,341.35240873970747,0,0,0,0,11702917,2027488
balanced,8,4,4,78,1,1,0,32,480,8,0,0,316.72076497139153,0,0,0,0,157773615,27200856
balanced,8,4,4,79,1,1,0,26,47,1,0,1,303.32468129049903,0,0,0,0,15069873,2603393
balanced,8,4,4,80,1,1,0,18,20,1,0,1,384.1977355660755,0,0,0,0,4382302,765286
balanced,8,4,4,81,1,1,0,18,28,1,0,1,378.978317567707,0,0,0,0,7232159,1257285
balanced,8,4,4,82,1,1,0,12,35,1,0,1,314.07108307873284,0,0,0,0,10557156,1830938
balanced,8,4,4,83,1,1,0,17,22,1,0,1,404.13317694081593,0,0,0,0,4804364,841986
balanced,8,4,4,84,1,1,0,23,46,1,0,1,415.59369971343506,0,0,0,0,13481450,2335963
balanced,8,4,4,85,1,1,0,17,19,1,0,1,214.33441560825503,0,0,0,0,5038013,877812
balanced,8,4,4,86,1,1,0,16,35,1,0,1,315.43982862278983,0,0,0,0,10079107,1743518
balanced,8,4,4,87,1,1,0,17,37,1,0,0,303.125243753404,0,0,0,0,11064285,1916954
balanced,8,4,4,88,1,1,0,23,28,1,0,1,340.3919498461496,0,0,0,0,7533339,1307406
balanced,8,4,4,89,1,1,0,33,106,2,0,0,381.7657252312562,0,0,0,0,33414020,5783309
balanced,8,4,4,90,1,1,0,20,21,1,0,1,304.36271079121286,0,0,0,0,4829303,845811
balanced,8,4,4,91,1,1,0,47,231,4,0,0,508.78747840320625,0,0,0,0,67220537,11694828
balanced,8,4,4,92,1,1,0,20,41,1,0,1,322.7155043235801,0,0,0,0,12545092,2175090
balanced,8,4,4,93,1,1,0,22,21,1,0,1,330.4522182724087,0,0,0,0,5185600,900673
balanced,8,4,4,94,1,1,0,30,31,1,0,1,344.76009683693974,0,0,0,0,8093712,1408852
balanced,8,4,4,95,1,1,0,12,17,1,0,1,348.3839892393951,0,0,0,0,3721383,650316
balanced,8,4,4,96,1,1,0,31,123,2,0,0,338.8704284443923,0,0,0,0,40631624,7012080
balanced,8,4,4,97,1,1,0,55,33,1,0,0,466.1886615022887,0,0,0,0,9605782,1660607
balanced,8,4,4,98,1,1,0,19,22,1,0,1,327.33594158445766,0,0,0,0,5385337,939239
balanced,8,4,4,99,1,1,0,36,25,1,0,1,355.7805720157923,0,0,0,0,5856031,1033241
balanced,8,4,4,100,1,1,0,49,35,1,0,0,376.2285641786908,0,0,0,0,9961391,1731258
balanced,8,4,4,101,1,1,0,28,160,3,0,0,345.3907573775002,0,0,0,0,51760863,8928647
balanced,8,4,4,102,1,1,0,21,26,1,0,0,272.6439639243604,0,0,0,0,7815189,1351355
balanced,8,4,4,103,1,1,0,52,253,4,0,0,451.3044919179119,0,0,0,0,80495542,13899973
balanced,8,4,4,104,1,1,0,13,25,1,0,1,290.83895956349977,0,0,0,0,6710388,1167069
balanced,8,4,4,105,1,1,0,30,31,1,0,1,422.2582574949289,0,0,0,0,8111172,1408130
balanced,8,4,4,106,1,1,0,24,32,1,0,1,308.1091799185616,0,0,0,0,9031560,1569111
balanced,8,4,4,107,1,1,0,28,55,1,0,0,296.3432288872443,0,0,0,0,17941577,3101331
balanced,8,4,4,108,1,1,0,32,18,1,0,0,357.0339576978198,0,0,0,0,3428272,604660
balanced,8,4,4,109,1,1,0,19,38,1,0,1,368.5845542802915,0,0,0,0,10102067,1760174
balanced,8,4,4,110,1,1,0,27,37,1,0,1,441.6374304536615,0,0,0,0,9739003,1696560
balanced,8,4,4,111,1,1,0,23,37,1,0,1,398.0083123076955,0,0,0,0,10433062,1811538
balanced,8,4,4,112,1,1,0,12,28,1,0,1,330.3181042673114,0,0,0,0,7415643,1283819
balanced,8,4,4,113,1,1,0,9,41,1,0,1,280.98431817549726,0,0,0,0,12857758,2226498
balanced,8,4,4,114,1,1,0,47,245,4,0,0,382.85031976904656,0,0,0,0,79759189,13736581
balanced,8,4,4,115,1,1,0,17,30,1,0,1,280.29823150691584,0,0,0,0,8598426,1493181
balanced,8,4,4,116,1,1,0,6,25,1,0,1,323.21488746233183,0,0,0,0,6426053,1117882
balanced,8,4,4,117,1,1,0,43,137,2,0,1,405.5307278975956,0,0,0,0,45593379,7850053
balanced,8,4,4,118,1,1,0,18,24,1,0,1,347.4686720716745,0,0,0,0,6117251,1062447
balanced,8,4,4,119,1,1,0,17,22,1,0,1,291.67056369975626,0,0,0,0,5720641,992799
balanced,8,4,4,120,1,1,0,18,56,1,0,1,292.9333712977218,0,0,0,0,18411750,3173575
balanced,8,4,4,121,1,1,0,27,32,1,0,1,442.7166953769953,0,0,0,0,8440111,1463478
balanced,8,4,4,122,1,1,0,12,48,1,0,1,337.08276075473293,0,0,0,0,15585814,2687547
balanced,8,4,4,123,1,1,0,13,18,1,0,1,365.0605178432185,0,0,0,0,3184573,565547
balanced,8,4,4,124,1,1,0,30,53,1,0,0,328.94615599261283,0,0,0,0,17381658,2998467
balanced,8,4,4,125,1,1,0,16,37,1,0,1,358.01359672029184,0,0,0,0,10754964,1862511
balanced,8,4,4,126,1,1,0,26,30,1,0,1,408.04438006846533,0,0,0,0,7842882,1363981
balanced,8,4,4,127,1,1,0,12,30,1,0,1,368.04427371581585,0,0,0,0,7941526,1379576
balanced,8,8,4,0,1,1,0,31,37,1,0,1,318.1463945999453,0,0,0,0,11281177,1951959
balanced,8,8,4,1,1,1,0,25,42,1,0,1,319.244503996015,0,0,0,0,12648752,2197393
balanced,8,8,4,2,1,1,0,33,40,1,0,1,386.867476264577,0,0,0,0,11466880,1991224
balanced,8,8,4,3,1,1,0,24,41,1,0,1,367.00421729754777,0,0,0,0,12597294,2172979
balanced,8,8,4,4,1,1,0,20,17,1,0,1,410.41626611945526,0,0,0,0,3789472,661078
balanced,8,8,4,5,1,1,0,12,53,1,0,1,263.4989090628512,0,0,0,0,16698557,2900355
balanced,8,8,4,6,1,1,0,35,106,2,0,0,303.8760101683581,0,0,0,0,34145140,5905269
balanced,8,8,4,7,1,1,0,29,34,1,0,0,367.54835723090434,0,0,0,0,9422036,1636129
balanced,8,8,4,8,1,1,0,27,28,1,0,1,353.32071911028163,0,0,0,0,7426289,1291086
balanced,8,8,4,9,1,1,0,49,364,6,0,1,382.344711080583,0,0,0,0,110478282,19126082
balanced,8,8,4,10,1,1,0,24,23,1,0,1,338.3058737049273,0,0,0,0,5576678,972513
balanced,8,8,4,11,1,1,0,49,157,3,0,0,406.19404840331845,0,0,0,0,45759134,7973683
balanced,8,8,4,12,1,1,0,26,42,1,0,1,390.6551592319578,0,0,0,0,12145926,2110839
balanced,8,8,4,13,1,1,0,57,413,7,0,0,465.74400291391146,0,0,0,0,122099674,21136279
balanced,8,8,4,14,1,1,0,24,32,1,0,1,338.5979398863363,0,0,0,0,8498323,1481542
balanced,8,8,4,15,1,1,0,62,123,2,0,0,374.88340781123145,0,0,0,0,38021033,6588967
balanced,8,8,4,16,1,1,0,19,109,2,0,0,421.46242670638287,0,0,0,0,33942839,5884909
balanced,8,8,4,17,1,1,0,26,37,1,0,1,305.6760592640092,0,0,0,0,11248096,1942902
balanced,8,8,4,18,1,1,0,66,228,4,0,0,509.14276322967487,0,0,0,0,65068527,11321392
balanced,8,8,4,19,1,1,0,16,27,1,0,1,381.1940697065229,0,0,0,0,6576384,1150662
balanced,8,8,4,20,1,1,0,6,44,1,0,1,286.36505775018753,0,0,0,0,13913184,2410045
balanced,8,8,4,21,1,1,1,0,14,1,1,1,273.57854771508386,0,0,0,0,3040775,531394
balanced,8,8,4,22,1,1,0,16,25,1,0,1,308.5124129581066,0,0,0,0,6379077,1115306
balanced,8,8,4,23,1,1,0,17,38,1,0,1,348.9287107278032,0,0,0,0,11058981,1916052
balanced,8,8,4,24,1,1,0,20,29,1,0,1,311.34676067526306,0,0,0,0,8165186,1416440
balanced,8,8,4,25,1,1,0,12,27,1,0,1,233.46049367038287,0,0,0,0,7461484,1299142
balanced,8,8,4,26,1,1,0,21,27,1,1,1,287.54706712272224,0,0,0,0,7031125,1227206
balanced,8,8,4,27,1,1,0,27,19,1,0,1,282.4251143019695,0,0,0,0,4733196,825550
balanced,8,8,4,28,1,1,0,27,110,2,0,0,357.79026916708426,0,0,0,0,33367099,5787974
balanced,8,8,4,29,1,1,0,39,29,1,0,1,342.08492718851875,0,0,0,0,8049009,1399636
balanced,8,8,4,30,1,1,0,7,17,1,0,1,332.7156967748629,0,0,0,0,3753425,655695
balanced,8,8,4,31,1,1,0,7,26,1,0,1,282.4417930129109,0,0,0,0,7243362,1258666
balanced,8,8,4,32,1,1,0,16,23,1,0,1,353.87693487265017,0,0,0,0,6065842,1053352
balanced,8,8,4,33,1,1,0,7,17,1,0,1,351.2539752513059,0,0,0,0,3653830,638718
balanced,8,8,4,34,1,1,0,30,228,4,0,1,342.32293254311867,0,0,0,0,71754325,12409728
balanced,8,8,4,35,1,1,0,24,45,1,0,1,441.364641160651,0,0,0,0,13205021,2287308
balanced,8,8,4,36,1,1,0,15,44,1,0,1,385.2338679066979,0,0,0,0,12936596,2244081
balanced,8,8,4,37,0,0,0,62,980,16,1,1,,0,0,0,0,264053200,46202830
balanced,8,8,4,38,1,1,0,60,128,2,0,0,448.77110093230914,0,0,0,0,39390063,6803549
balanced,8,8,4,39,1,1,0,19,25,1,0,1,343.76950382381267,0,0,0,0,6083930,1063112
balanced,8,8,4,40,1,1,0,11,16,1,0,1,280.6114019145944,0,0,0,0,3385899,593530
balanced,8,8,4,41,1,1,0,13,18,1,1,1,293.7052144960676,0,0,0,0,4458188,775453
balanced,8,8,4,42,1,1,0,21,47,1,0,1,328.7853623556117,0,0,0,0,14563590,2521109
balanced,8,8,4,43,1,1,0,12,29,1,0,1,327.8708032616791,0,0,0,0,7963834,1379322
balanced,8,8,4,44,1,1,0,32,32,1,0,1,415.53792045987825,0,0,0,0,8710749,1509091
balanced,8,8,4,45,1,1,0,10,21,1,0,1,260.790073795145,0,0,0,0,5482905,955518
balanced,8,8,4,46,1,1,0,30,125,2,0,0,426.1555376708981,0,0,0,0,39134160,6784718
balanced,8,8,4,47,1,1,0,42,340,6,0,0,325.6015254345474,0,0,0,0,106596683,18401838
balanced,8,8,4,48,1,1,0,32,31,1,0,1,411.17963838383093,0,0,0,0,8237423,1432299
balanced,8,8,4,49,1,1,0,14,29,1,0,1,383.9185769363319,0,0,0,0,7304796,1276143
balanced,8,8,4,50,1,1,0,16,30,1,0,1,317.9132485500227,0,0,0,0,8489218,1470459
balanced,8,8,4,51,1,1,0,9,30,1,0,1,263.7509668181009,0,0,0,0,8579352,1489636
balanced,8,8,4,52,1,1,0,16,41,1,0,1,296.2232499367866,0,0,0,0,12906689,2233360
balanced,8,8,4,53,1,1,0,13,48,1,0,1,340.8877484362215,0,0,0,0,15092629,2612949
balanced,8,8,4,54,1,1,0,18,30,1,0,1,388.574463848896,0,0,0,0,8216351,1423199
balanced,8,8,4,55,1,1,0,26,36,1,0,1,391.83426521971865,0,0,0,0,10145595,1755147
balanced,8,8,4,56,1,1,0,31,29,1,0,0,330.546580202735,0,0,0,0,8078526,1396008
balanced,8,8,4,57,1,1,0,29,17,1,0,1,319.78759681830473,0,0,0,0,3588861,626478
balanced,8,8,4,58,1,1,0,21,28,1,0,1,317.1992605606455,0,0,0,0,7490547,1300183
balanced,8,8,4,59,1,1,0,43,44,1,0,1,442.29743084299844,0,0,0,0,12360697,2147821
balanced,8,8,4,60,1,1,0,24,106,2,0,0,311.17984752162687,0,0,0,0,34307060,5922064
balanced,8,8,4,61,1,1,0,41,244,4,0,1,402.97327700056235,0,0,0,0,70005843,12214634
balanced,8,8,4,62,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,9728730,1690556
balanced,8,8,4,63,1,1,0,31,213,4,0,0,391.75298239923177,0,0,0,0,64118393,11108189
balanced,8,8,4,64,1,1,0,10,21,1,0,1,292.47487136357347,0,0,0,0,5071356,886885
balanced,8,8,4,65,1,1,0,12,15,1,0,1,285.58125895758644,0,0,0,0,3047987,533852
balanced,8,8,4,66,1,1,0,12,33,1,0,1,306.2017227738768,0,0,0,0,9534703,1648692
balanced,8,8,4,67,1,1,0,13,35,1,0,1,430.6190126023324,0,0,0,0,9748457,1690032
balanced,8,8,4,68,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,6361137,1106456
balanced,8,8,4,69,1,1,0,23,36,1,0,1,371.4201925964611,0,0,0,0,10390580,1797246
balanced,8,8,4,70,1,1,0,25,40,1,0,1,307.2022832024958,0,0,0,0,11747803,2039566
balanced,8,8,4,71,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,6623029,1150623
balanced,8,8,4,72,1,1,0,16,22,1,0,1,370.64213244020436,0,0,0,0,4933830,860263
balanced,8,8,4,73,1,1,0,12,40,1,0,1,271.09474733407797,0,0,0,0,12028968,2088059
balanced,8,8,4,74,1,1,0,26,42,1,0,1,438.8387048398205,0,0,0,0,12526649,2168765
balanced,8,8,4,75,1,1,0,16,131,2,0,1,387.46886180665604,0,0,0,0,42514202,7352011
balanced,8,8,4,76,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,7120893,1241700
balanced,8,8,4,77,1,1,0,18,39,1,0,1,341.35240873970747,0,0,0,0,11702917,2027488
balanced,8,8,4,78,1,1,0,31,123,2,0,1,303.44146107010255,0,0,0,0,40161567,6955970
balanced,8,8,4,79,1,1,0,26,47,1,0,1,303.32468129049903,0,0,0,0,15069873,2603393
balanced,8,8,4,80,1,1,0,18,20,1,0,1,384.1977355660755,0,0,0,0,4382302,765286
balanced,8,8,4,81,1,1,0,18,28,1,0,1,378.978317567707,0,0,0,0,7232159,1257285
balanced,8,8,4,82,1,1,0,12,35,1,0,1,314.07108307873284,0,0,0,0,10557156,1830938
balanced,8,8,4,83,1,1,0,17,22,1,0,1,404.13317694081593,0,0,0,0,4804364,841986
balanced,8,8,4,84,1,1,0,23,46,1,0,1,415.59369971343506,0,0,0,0,13481450,2335963
balanced,8,8,4,85,1,1,0,17,19,1,0,1,214.33441560825503,0,0,0,0,5038013,877812
balanced,8,8,4,86,1,1,0,16,35,1,0,1,315.43982862278983,0,0,0,0,10079107,1743518
balanced,8,8,4,87,1,1,0,17,37,1,0,0,303.125243753404,0,0,0,0,11064285,1916954
balanced,8,8,4,88,1,1,0,23,28,1,0,1,340.3919498461496,0,0,0,0,7533339,1307406
balanced,8,8,4,89,1,1,0,39,104,2,0,0,391.50281645405994,0,0,0,0,31626998,5484932
balanced,8,8,4,90,1,1,0,20,21,1,0,1,304.36271079121286,0,0,0,0,4829303,845811
balanced,8,8,4,91,1,1,0,61,235,4,0,0,523.0909327654144,0,0,0,0,66548611,11606753
balanced,8,8,4,92,1,1,0,20,41,1,0,1,322.7155043235801,0,0,0,0,12545092,2175090
balanced,8,8,4,93,1,1,0,22,21,1,0,1,330.4522182724087,0,0,0,0,5185600,900673
balanced,8,8,4,94,1,1,0,30,31,1,0,1,344.76009683693974,0,0,0,0,8093712,1408852
balanced,8,8,4,95,1,1,0,12,17,1,0,1,348.3839892393951,0,0,0,0,3721383,650316
balanced,8,8,4,96,1,1,0,32,187,3,0,0,322.642398401664,0,0,0,0,59685959,10308350
balanced,8,8,4,97,1,1,0,55,33,1,0,0,466.1886615022887,0,0,0,0,9605782,1660607
balanced,8,8,4,98,1,1,0,19,22,1,0,1,327.33594158445766,0,0,0,0,5385337,939239
balanced,8,8,4,99,1,1,0,36,25,1,0,1,355.7805720157923,0,0,0,0,5856031,1033241
balanced,8,8,4,100,1,1,0,49,35,1,0,0,376.2285641786908,0,0,0,0,9961391,1731258
balanced,8,8,4,101,1,1,0,37,107,2,0,0,352.04269238954214,0,0,0,0,34330082,5930046
balanced,8,8,4,102,1,1,0,21,26,1,0,0,272.6439639243604,0,0,0,0,7815189,1351355
balanced,8,8,4,103,1,1,0,57,302,5,0,0,461.56644347608096,0,0,0,0,88166024,15328418
balanced,8,8,4,104,1,1,0,13,25,1,0,1,290.83895956349977,0,0,0,0,6710388,1167069
balanced,8,8,4,105,1,1,0,30,31,1,0,1,422.2582574949289,0,0,0,0,8111172,1408130
balanced,8,8,4,106,1,1,0,24,32,1,0,1,308.1091799185616,0,0,0,0,9031560,1569111
balanced,8,8,4,107,1,1,0,28,55,1,0,0,296.3432288872443,0,0,0,0,17941577,3101331
balanced,8,8,4,108,1,1,0,32,18,1,0,0,357.0339576978198,0,0,0,0,3428272,604660
balanced,8,8,4,109,1,1,0,19,38,1,0,1,368.5845542802915,0,0,0,0,10102067,1760174
balanced,8,8,4,110,1,1,0,27,37,1,0,1,441.6374304536615,0,0,0,0,9739003,1696560
balanced,8,8,4,111,1,1,0,23,37,1,0,1,398.0083123076955,0,0,0,0,10433062,1811538
balanced,8,8,4,112,1,1,0,12,28,1,0,1,330.3181042673114,0,0,0,0,7415643,1283819
balanced,8,8,4,113,1,1,0,9,41,1,0,1,280.98431817549726,0,0,0,0,12857758,2226498
balanced,8,8,4,114,1,1,0,52,130,2,0,0,371.89649498879106,0,0,0,0,42175672,7279006
balanced,8,8,4,115,1,1,0,17,30,1,0,1,280.29823150691584,0,0,0,0,8598426,1493181
balanced,8,8,4,116,1,1,0,6,25,1,0,1,323.21488746233183,0,0,0,0,6426053,1117882
balanced,8,8,4,117,1,1,0,56,99,2,0,1,402.09264898114253,0,0,0,0,30755247,5315267
balanced,8,8,4,118,1,1,0,18,24,1,0,1,347.4686720716745,0,0,0,0,6117251,1062447
balanced,8,8,4,119,1,1,0,17,22,1,0,1,291.67056369975626,0,0,0,0,5720641,992799
balanced,8,8,4,120,1,1,0,18,56,1,0,1,292.9333712977218,0,0,0,0,18411750,3173575
balanced,8,8,4,121,1,1,0,27,32,1,0,1,442.7166953769953,0,0,0,0,8440111,1463478
balanced,8,8,4,122,1,1,0,12,48,1,0,1,337.08276075473293,0,0,0,0,15585814,2687547
balanced,8,8,4,123,1,1,0,13,18,1,0,1,365.0605178432185,0,0,0,0,3184573,565547
balanced,8,8,4,124,1,1,0,30,53,1,0,0,328.94615599261283,0,0,0,0,17381658,2998467
balanced,8,8,4,125,1,1,0,16,37,1,0,1,358.01359672029184,0,0,0,0,10754964,1862511
balanced,8,8,4,126,1,1,0,26,30,1,0,1,408.04438006846533,0,0,0,0,7842882,1363981
balanced,8,8,4,127,1,1,0,12,30,1,0,1,368.04427371581585,0,0,0,0,7941526,1379576
balanced,8,16,4,0,1,1,0,31,37,1,0,1,318.1463945999453,0,0,0,0,11281177,1951959
balanced,8,16,4,1,1,1,0,25,42,1,0,1,319.244503996015,0,0,0,0,12648752,2197393
balanced,8,16,4,2,1,1,0,33,40,1,0,1,386.867476264577,0,0,0,0,11466880,1991224
balanced,8,16,4,3,1,1,0,24,41,1,0,1,367.00421729754777,0,0,0,0,12597294,2172979
balanced,8,16,4,4,1,1,0,20,17,1,0,1,410.41626611945526,0,0,0,0,3789472,661078
balanced,8,16,4,5,1,1,0,12,53,1,0,1,263.4989090628512,0,0,0,0,16698557,2900355
balanced,8,16,4,6,1,1,0,35,110,2,0,0,307.6124757340724,0,0,0,0,35380110,6123747
balanced,8,16,4,7,1,1,0,29,34,1,0,0,367.54835723090434,0,0,0,0,9422036,1636129
balanced,8,16,4,8,1,1,0,27,28,1,0,1,353.32071911028163,0,0,0,0,7426289,1291086
balanced,8,16,4,9,1,1,0,45,182,3,0,0,371.2572676323397,0,0,0,0,58105793,10025454
balanced,8,16,4,10,1,1,0,24,23,1,0,1,338.3058737049273,0,0,0,0,5576678,972513
balanced,8,16,4,11,1,1,0,48,116,2,0,0,406.87333544887383,0,0,0,0,35699221,6194341
balanced,8,16,4,12,1,1,0,26,42,1,0,1,390.6551592319578,0,0,0,0,12145926,2110839
balanced,8,16,4,13,1,1,0,60,116,2,0,0,419.6988191817045,0,0,0,0,35736207,6176912
balanced,8,16,4,14,1,1,0,24,32,1,0,1,338.5979398863363,0,0,0,0,8498323,1481542
balanced,8,16,4,15,1,1,0,56,114,2,0,0,345.48325973646496,0,0,0,0,35956165,6209507
balanced,8,16,4,16,1,1,0,12,166,3,0,0,411.4237892817099,0,0,0,0,50115681,8662188
balanced,8,16,4,17,1,1,0,26,37,1,0,1,305.6760592640092,0,0,0,0,11248096,1942902
balanced,8,16,4,18,1,1,0,56,168,3,0,0,483.19519467499657,0,0,0,0,47890143,8322816
balanced,8,16,4,19,1,1,0,16,27,1,0,1,381.1940697065229,0,0,0,0,6576384,1150662
balanced,8,16,4,20,1,1,0,6,44,1,0,1,286.36505775018753,0,0,0,0,13913184,2410045
balanced,8,16,4,21,1,1,1,0,14,1,1,1,273.57854771508386,0,0,0,0,3040775,531394
balanced,8,16,4,22,1,1,0,16,25,1,0,1,308.5124129581066,0,0,0,0,6379077,1115306
balanced,8,16,4,23,1,1,0,17,38,1,0,1,348.9287107278032,0,0,0,0,11058981,1916052
balanced,8,16,4,24,1,1,0,20,29,1,0,1,311.34676067526306,0,0,0,0,8165186,1416440
balanced,8,16,4,25,1,1,0,12,27,1,0,1,233.46049367038287,0,0,0,0,7461484,1299142
balanced,8,16,4,26,1,1,0,21,27,1,1,1,287.54706712272224,0,0,0,0,7031125,1227206
balanced,8,16,4,27,1,1,0,27,19,1,0,1,282.4251143019695,0,0,0,0,4733196,825550
balanced,8,16,4,28,1,1,0,34,116,2,0,0,364.9571023162561,0,0,0,0,35169801,6117345
balanced,8,16,4,29,1,1,0,39,29,1,0,1,342.08492718851875,0,0,0,0,8049009,1399636
balanced,8,16,4,30,1,1,0,7,17,1,0,1,332.7156967748629,0,0,0,0,3753425,655695
balanced,8,16,4,31,1,1,0,7,26,1,0,1,282.4417930129109,0,0,0,0,7243362,1258666
balanced,8,16,4,32,1,1,0,16,23,1,0,1,353.87693487265017,0,0,0,0,6065842,1053352
balanced,8,16,4,33,1,1,0,7,17,1,0,1,351.2539752513059,0,0,0,0,3653830,638718
balanced,8,16,4,34,1,1,0,32,213,4,0,1,348.51178531367333,0,0,0,0,65742408,11384821
balanced,8,16,4,35,1,1,0,24,45,1,0,1,441.364641160651,0,0,0,0,13205021,2287308
balanced,8,16,4,36,1,1,0,15,44,1,0,1,385.2338679066979,0,0,0,0,12936596,2244081
balanced,8,16,4,37,0,0,0,56,980,16,1,1,,0,0,0,0,265250862,46395220
balanced,8,16,4,38,1,1,0,43,524,9,0,0,419.3679313544407,0,0,0,0,154656250,26725384
balanced,8,16,4,39,1,1,0,19,25,1,0,1,343.76950382381267,0,0,0,0,6083930,1063112
balanced,8,16,4,40,1,1,0,11,16,1,0,1,280.6114019145944,0,0,0,0,3385899,593530
balanced,8,16,4,41,1,1,0,13,18,1,1,1,293.7052144960676,0,0,0,0,4458188,775453
balanced,8,16,4,42,1,1,0,21,47,1,0,1,328.7853623556117,0,0,0,0,14563590,2521109
balanced,8,16,4,43,1,1,0,12,29,1,0,1,327.8708032616791,0,0,0,0,7963834,1379322
balanced,8,16,4,44,1,1,0,32,32,1,0,1,415.53792045987825,0,0,0,0,8710749,1509091
balanced,8,16,4,45,1,1,0,10,21,1,0,1,260.790073795145,0,0,0,0,5482905,955518
balanced,8,16,4,46,1,1,0,36,137,2,0,0,461.97342813555383,0,0,0,0,43531744,7530419
balanced,8,16,4,47,1,1,0,32,274,5,0,0,311.34335656044755,0,0,0,0,85106454,14690293
balanced,8,16,4,48,1,1,0,32,31,1,0,1,411.17963838383093,0,0,0,0,8237423,1432299
balanced,8,16,4,49,1,1,0,14,29,1,0,1,383.9185769363319,0,0,0,0,7304796,1276143
balanced,8,16,4,50,1,1,0,16,30,1,0,1,317.9132485500227,0,0,0,0,8489218,1470459
balanced,8,16,4,51,1,1,0,9,30,1,0,1,263.7509668181009,0,0,0,0,8579352,1489636
balanced,8,16,4,52,1,1,0,16,41,1,0,1,296.2232499367866,0,0,0,0,12906689,2233360
balanced,8,16,4,53,1,1,0,13,48,1,0,1,340.8877484362215,0,0,0,0,15092629,2612949
balanced,8,16,4,54,1,1,0,18,30,1,0,1,388.574463848896,0,0,0,0,8216351,1423199
balanced,8,16,4,55,1,1,0,26,36,1,0,1,391.83426521971865,0,0,0,0,10145595,1755147
balanced,8,16,4,56,1,1,0,31,29,1,0,0,330.546580202735,0,0,0,0,8078526,1396008
balanced,8,16,4,57,1,1,0,29,17,1,0,1,319.78759681830473,0,0,0,0,3588861,626478
balanced,8,16,4,58,1,1,0,21,28,1,0,1,317.1992605606455,0,0,0,0,7490547,1300183
balanced,8,16,4,59,1,1,0,43,44,1,0,1,442.29743084299844,0,0,0,0,12360697,2147821
balanced,8,16,4,60,1,1,0,25,236,4,0,0,329.48412167969246,0,0,0,0,75748257,13054293
balanced,8,16,4,61,1,1,0,40,230,4,0,1,447.34383234382517,0,0,0,0,65997288,11499518
balanced,8,16,4,62,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,9728730,1690556
balanced,8,16,4,63,1,1,0,38,117,2,0,0,411.16429265335654,0,0,0,0,35835527,6216514
balanced,8,16,4,64,1,1,0,10,21,1,0,1,292.47487136357347,0,0,0,0,5071356,886885
balanced,8,16,4,65,1,1,0,12,15,1,0,1,285.58125895758644,0,0,0,0,3047987,533852
balanced,8,16,4,66,1,1,0,12,33,1,0,1,306.2017227738768,0,0,0,0,9534703,1648692
balanced,8,16,4,67,1,1,0,13,35,1,0,1,430.6190126023324,0,0,0,0,9748457,1690032
balanced,8,16,4,68,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,6361137,1106456
balanced,8,16,4,69,1,1,0,23,36,1,0,1,371.4201925964611,0,0,0,0,10390580,1797246
balanced,8,16,4,70,1,1,0,25,40,1,0,1,307.2022832024958,0,0,0,0,11747803,2039566
balanced,8,16,4,71,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,6623029,1150623
balanced,8,16,4,72,1,1,0,16,22,1,0,1,370.64213244020436,0,0,0,0,4933830,860263
balanced,8,16,4,73,1,1,0,12,40,1,0,1,271.09474733407797,0,0,0,0,12028968,2088059
balanced,8,16,4,74,1,1,0,26,42,1,0,1,438.8387048398205,0,0,0,0,12526649,2168765
balanced,8,16,4,75,1,1,0,26,126,2,0,1,410.7013104433478,0,0,0,0,40357007,6977113
balanced,8,16,4,76,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,7120893,1241700
