first_gamma,later_gamma_low,later_gamma_high,S,R,shot,syndrome_converged,logical_action_match,logically_correct,selected_weight,iterations,first_leg_iterations,legs,solutions,first_leg_success,rescued
0.0,-0.12,0.54,3,4,117,1,1,1,392.01585889170326,217,80,4,2,False,True
0.0,-0.12,0.54,3,4,118,1,1,1,333.2303824009257,158,80,4,3,False,True
0.0,-0.12,0.54,3,4,119,1,1,1,300.96553797545505,146,80,4,3,False,True
0.0,-0.12,0.54,3,4,120,1,1,1,304.23522886934444,239,80,4,1,False,True
0.0,-0.12,0.54,3,4,121,1,1,1,474.4552974216191,186,80,4,2,False,True
0.0,-0.12,0.54,3,4,122,1,1,1,294.91400345598555,130,80,4,3,False,True
0.0,-0.12,0.54,3,4,123,1,1,1,369.7448694119677,224,80,4,1,False,True
0.0,-0.12,0.54,3,4,124,1,1,1,310.40209461309786,124,79,3,3,True,False
0.0,-0.12,0.54,3,4,125,1,1,1,372.67621573595227,141,80,4,3,False,True
0.0,-0.12,0.54,3,4,126,1,1,1,363.2682757846577,140,80,4,3,False,True
0.0,-0.12,0.54,3,4,127,1,1,1,420.74053941653796,208,80,4,2,False,True
0.0,-0.12,0.54,3,8,0,1,1,1,320.1649002168985,324,80,7,3,False,True
0.0,-0.12,0.54,3,8,1,1,1,1,327.5039474723429,262,80,6,3,False,True
0.0,-0.12,0.54,3,8,2,1,1,1,438.0964011788228,454,80,8,2,False,True
0.0,-0.12,0.54,3,8,3,1,1,1,377.5403588156155,200,80,5,3,False,True
0.0,-0.12,0.54,3,8,4,1,1,1,352.4044762509411,149,80,4,3,False,True
0.0,-0.12,0.54,3,8,5,1,1,1,306.998489658415,334,80,7,3,False,True
0.0,-0.12,0.54,3,8,6,1,1,1,289.9899183253941,172,80,4,3,False,True
0.0,-0.12,0.54,3,8,7,1,1,1,354.78034595798965,241,80,5,3,False,True
0.0,-0.12,0.54,3,8,8,1,1,1,376.93636448175357,165,80,4,3,False,True
0.0,-0.12,0.54,3,8,9,1,1,1,388.40170065650176,470,80,8,1,False,True
0.0,-0.12,0.54,3,8,10,1,1,1,336.1735376676295,327,80,7,3,False,True
0.0,-0.12,0.54,3,8,11,1,1,1,397.0995426593518,227,80,5,3,False,True
0.0,-0.12,0.54,3,8,12,1,1,1,407.3775124398335,231,80,5,3,False,True
0.0,-0.12,0.54,3,8,13,1,1,1,408.371786320954,171,80,4,3,False,True
0.0,-0.12,0.54,3,8,14,1,1,1,366.4517488133053,159,80,4,3,False,True
0.0,-0.12,0.54,3,8,15,1,1,1,374.6276876209048,445,80,8,2,False,True
0.0,-0.12,0.54,3,8,16,1,1,1,428.64998768161774,158,80,4,3,False,True
0.0,-0.12,0.54,3,8,17,1,1,1,328.8807392658621,172,80,4,3,False,True
0.0,-0.12,0.54,3,8,18,1,1,1,480.65931658731563,317,80,6,3,False,True
0.0,-0.12,0.54,3,8,19,1,1,1,371.79138716977525,188,80,4,3,False,True
0.0,-0.12,0.54,3,8,20,1,1,1,308.7328939759577,143,80,4,3,False,True
0.0,-0.12,0.54,3,8,21,1,1,1,273.27694131595507,88,28,3,3,True,False
0.0,-0.12,0.54,3,8,22,1,1,1,316.6225393052599,185,80,4,3,False,True
0.0,-0.12,0.54,3,8,23,1,1,1,379.615057545842,152,80,4,3,False,True
0.0,-0.12,0.54,3,8,24,1,1,1,327.483350360559,207,80,4,3,False,True
0.0,-0.12,0.54,3,8,25,1,1,1,251.0537974002086,138,80,4,3,False,True
0.0,-0.12,0.54,3,8,26,1,1,1,317.60031253039784,144,80,4,3,False,True
0.0,-0.12,0.54,3,8,27,1,1,1,280.3474415535118,152,80,4,3,False,True
0.0,-0.12,0.54,3,8,28,1,1,1,340.0641718611613,291,80,6,3,False,True
0.0,-0.12,0.54,3,8,29,1,1,1,338.6738813222177,238,80,5,3,False,True
0.0,-0.12,0.54,3,8,30,1,1,1,337.9747888585275,148,80,4,3,False,True
0.0,-0.12,0.54,3,8,31,1,1,1,275.3124962264201,120,35,4,3,True,False
0.0,-0.12,0.54,3,8,32,1,1,1,343.49169934487907,166,80,4,3,False,True
0.0,-0.12,0.54,3,8,33,1,1,1,364.09545454486556,331,80,7,3,False,True
0.0,-0.12,0.54,3,8,34,1,1,1,358.80118501772483,262,80,6,3,False,True
0.0,-0.12,0.54,3,8,35,1,1,1,442.89437266711,153,80,4,3,False,True
0.0,-0.12,0.54,3,8,36,1,1,1,412.74534154730173,221,80,4,3,False,True
0.0,-0.12,0.54,3,8,37,0,1,0,,500,80,8,0,False,False
0.0,-0.12,0.54,3,8,38,1,1,1,422.8596350716325,213,80,5,3,False,True
0.0,-0.12,0.54,3,8,39,1,1,1,351.694923180009,169,80,4,3,False,True
0.0,-0.12,0.54,3,8,40,1,1,1,307.0469906584648,142,80,4,3,False,True
0.0,-0.12,0.54,3,8,41,1,1,1,228.9840221694813,135,80,4,3,False,True
0.0,-0.12,0.54,3,8,42,1,1,1,333.54540460094427,269,80,6,3,False,True
0.0,-0.12,0.54,3,8,43,1,1,1,351.41755136213305,141,80,4,3,False,True
0.0,-0.12,0.54,3,8,44,1,1,1,408.75713258547785,121,77,3,3,True,False
0.0,-0.12,0.54,3,8,45,1,1,1,260.5710061527494,272,80,6,3,False,True
0.0,-0.12,0.54,3,8,46,1,1,1,418.95997169271186,221,80,5,3,False,True
0.0,-0.12,0.54,3,8,47,1,1,1,305.06010280940285,202,80,5,3,False,True
0.0,-0.12,0.54,3,8,48,1,1,1,359.06556887492343,161,80,4,3,False,True
0.0,-0.12,0.54,3,8,49,1,1,1,332.90400394550204,264,80,6,3,False,True
0.0,-0.12,0.54,3,8,50,1,1,1,323.7027928571323,196,80,4,3,False,True
0.0,-0.12,0.54,3,8,51,1,1,1,298.96274219160813,153,80,4,3,False,True
0.0,-0.12,0.54,3,8,52,1,1,1,260.88452008411275,214,58,5,3,True,False
0.0,-0.12,0.54,3,8,53,1,1,1,358.6760977981103,363,80,7,3,False,True
0.0,-0.12,0.54,3,8,54,1,1,1,428.72167789072455,266,80,6,3,False,True
0.0,-0.12,0.54,3,8,55,1,1,1,420.5855024004137,193,80,4,3,False,True
0.0,-0.12,0.54,3,8,56,1,1,1,348.45328370821676,193,80,4,3,False,True
0.0,-0.12,0.54,3,8,57,1,1,1,338.53201738778006,138,80,4,3,False,True
0.0,-0.12,0.54,3,8,58,1,1,1,327.5537905383546,148,80,4,3,False,True
0.0,-0.12,0.54,3,8,59,1,1,1,474.8884937838074,285,80,6,3,False,True
0.0,-0.12,0.54,3,8,60,1,1,1,303.20296854616174,121,73,3,3,True,False
0.0,-0.12,0.54,3,8,61,1,1,1,389.5238448371986,272,80,6,3,False,True
0.0,-0.12,0.54,3,8,62,1,1,1,398.7054525982111,219,80,5,3,False,True
0.0,-0.12,0.54,3,8,63,1,1,1,409.53246952777204,186,80,4,3,False,True
0.0,-0.12,0.54,3,8,64,1,1,1,278.7770616951118,128,80,3,3,True,False
0.0,-0.12,0.54,3,8,65,1,1,1,281.10892541365035,112,75,3,3,True,False
0.0,-0.12,0.54,3,8,66,1,1,1,340.0863538170206,198,80,4,3,False,True
0.0,-0.12,0.54,3,8,67,1,1,1,455.55686259549935,177,80,4,3,False,True
0.0,-0.12,0.54,3,8,68,1,1,1,307.18115207777237,436,80,8,3,False,True
0.0,-0.12,0.54,3,8,69,1,1,1,355.26886587872025,414,80,8,2,False,True
0.0,-0.12,0.54,3,8,70,1,1,1,315.9070843224164,328,80,7,3,False,True
0.0,-0.12,0.54,3,8,71,1,1,1,228.26877038144295,134,80,4,3,False,True
0.0,-0.12,0.54,3,8,72,1,1,1,368.34999942015736,141,80,4,3,False,True
0.0,-0.12,0.54,3,8,73,1,1,1,290.50489729150246,205,80,4,3,False,True
0.0,-0.12,0.54,3,8,74,1,1,1,427.429657079944,174,80,4,3,False,True
0.0,-0.12,0.54,3,8,75,1,1,1,408.2452608103757,139,80,4,3,False,True
0.0,-0.12,0.54,3,8,76,1,1,1,400.4481264448859,152,80,4,3,False,True
0.0,-0.12,0.54,3,8,77,1,1,1,353.0052271656756,156,80,4,3,False,True
0.0,-0.12,0.54,3,8,78,1,1,1,306.1235110977804,165,80,4,3,False,True
0.0,-0.12,0.54,3,8,79,1,1,1,297.26955508556574,231,80,5,3,False,True
0.0,-0.12,0.54,3,8,80,1,1,1,424.30420439503536,315,80,6,3,False,True
0.0,-0.12,0.54,3,8,81,1,1,1,365.2182445310658,260,80,5,3,False,True
0.0,-0.12,0.54,3,8,82,1,1,1,302.728831288347,179,80,4,3,False,True
0.0,-0.12,0.54,3,8,83,1,1,1,418.1290453719099,176,80,4,3,False,True
0.0,-0.12,0.54,3,8,84,1,1,1,416.2982971010918,219,80,5,3,False,True
0.0,-0.12,0.54,3,8,85,1,1,1,229.5599134788938,138,80,4,3,False,True
0.0,-0.12,0.54,3,8,86,1,1,1,358.6069218208389,216,80,4,3,False,True
0.0,-0.12,0.54,3,8,87,1,1,1,329.5700958035203,291,80,6,3,False,True
0.0,-0.12,0.54,3,8,88,1,1,1,366.5017285784644,146,80,4,3,False,True
0.0,-0.12,0.54,3,8,89,1,1,1,396.33986071980905,309,80,6,3,False,True
0.0,-0.12,0.54,3,8,90,1,1,1,313.9584080927026,164,80,4,3,False,True
0.0,-0.12,0.54,3,8,91,1,1,1,510.80602930663736,356,80,7,3,False,True
0.0,-0.12,0.54,3,8,92,1,1,1,333.0404412805683,249,80,5,3,False,True
0.0,-0.12,0.54,3,8,93,1,1,1,328.78099587572655,313,80,6,3,False,True
0.0,-0.12,0.54,3,8,94,1,1,1,368.0901473502356,254,80,6,3,False,True
0.0,-0.12,0.54,3,8,95,1,1,1,343.0473354693597,104,69,3,3,True,False
0.0,-0.12,0.54,3,8,96,1,1,1,318.7783689983383,443,80,8,2,False,True
0.0,-0.12,0.54,3,8,97,1,1,1,388.9836181143445,407,80,8,3,False,True
0.0,-0.12,0.54,3,8,98,1,1,1,357.99617354756583,155,80,4,3,False,True
0.0,-0.12,0.54,3,8,99,1,1,1,341.40543950534817,156,80,4,3,False,True
0.0,-0.12,0.54,3,8,100,1,1,1,350.8274777589871,157,80,4,3,False,True
0.0,-0.12,0.54,3,8,101,1,1,1,322.828422853324,150,80,4,3,False,True
0.0,-0.12,0.54,3,8,102,1,1,1,236.66514632989472,146,80,4,3,False,True
0.0,-0.12,0.54,3,8,103,1,1,1,423.46464557380006,215,80,4,3,False,True
0.0,-0.12,0.54,3,8,104,1,1,1,296.9746634281573,173,80,4,3,False,True
0.0,-0.12,0.54,3,8,105,1,1,1,397.57846816978815,358,80,7,3,False,True
0.0,-0.12,0.54,3,8,106,1,1,1,293.1940914320526,160,80,4,3,False,True
0.0,-0.12,0.54,3,8,107,1,1,1,376.14857026828486,462,80,8,1,False,True
0.0,-0.12,0.54,3,8,108,1,1,1,349.60217017578157,414,80,8,3,False,True
0.0,-0.12,0.54,3,8,109,1,1,1,388.1347914125724,271,80,6,3,False,True
0.0,-0.12,0.54,3,8,110,1,1,1,471.10519965736285,380,80,7,3,False,True
0.0,-0.12,0.54,3,8,111,1,1,1,386.6185707419121,217,80,5,3,False,True
0.0,-0.12,0.54,3,8,112,1,1,1,368.0223785686045,174,80,4,3,False,True
0.0,-0.12,0.54,3,8,113,1,1,1,292.6723504846694,139,80,4,3,False,True
0.0,-0.12,0.54,3,8,114,1,1,1,375.1015044703287,461,80,8,2,False,True
0.0,-0.12,0.54,3,8,115,1,1,1,293.5914594272313,146,80,4,3,False,True
0.0,-0.12,0.54,3,8,116,1,1,1,350.7490883878614,192,80,4,3,False,True
0.0,-0.12,0.54,3,8,117,1,1,1,392.01585889170326,247,80,5,3,False,True
0.0,-0.12,0.54,3,8,118,1,1,1,333.2303824009257,158,80,4,3,False,True
0.0,-0.12,0.54,3,8,119,1,1,1,300.96553797545505,146,80,4,3,False,True
0.0,-0.12,0.54,3,8,120,1,1,1,289.78269956118106,282,80,6,3,False,True
0.0,-0.12,0.54,3,8,121,1,1,1,471.96640218540483,339,80,7,3,False,True
0.0,-0.12,0.54,3,8,122,1,1,1,294.91400345598555,130,80,4,3,False,True
0.0,-0.12,0.54,3,8,123,1,1,1,362.6164566408686,292,80,6,3,False,True
0.0,-0.12,0.54,3,8,124,1,1,1,310.40209461309786,124,79,3,3,True,False
0.0,-0.12,0.54,3,8,125,1,1,1,372.67621573595227,141,80,4,3,False,True
0.0,-0.12,0.54,3,8,126,1,1,1,363.2682757846577,140,80,4,3,False,True
0.0,-0.12,0.54,3,8,127,1,1,1,414.0669387335326,245,80,5,3,False,True
0.0,-0.12,0.54,3,16,0,1,1,1,320.1649002168985,324,80,7,3,False,True
0.0,-0.12,0.54,3,16,1,1,1,1,327.5039474723429,262,80,6,3,False,True
0.0,-0.12,0.54,3,16,2,1,1,1,438.0964011788228,467,80,9,3,False,True
0.0,-0.12,0.54,3,16,3,1,1,1,377.5403588156155,200,80,5,3,False,True
0.0,-0.12,0.54,3,16,4,1,1,1,352.4044762509411,149,80,4,3,False,True
0.0,-0.12,0.54,3,16,5,1,1,1,306.998489658415,334,80,7,3,False,True
0.0,-0.12,0.54,3,16,6,1,1,1,289.9899183253941,172,80,4,3,False,True
0.0,-0.12,0.54,3,16,7,1,1,1,354.78034595798965,241,80,5,3,False,True
0.0,-0.12,0.54,3,16,8,1,1,1,376.93636448175357,165,80,4,3,False,True
0.0,-0.12,0.54,3,16,9,1,1,1,356.5188476680998,522,80,10,3,False,True
0.0,-0.12,0.54,3,16,10,1,1,1,336.1735376676295,327,80,7,3,False,True
0.0,-0.12,0.54,3,16,11,1,1,1,397.0995426593518,227,80,5,3,False,True
0.0,-0.12,0.54,3,16,12,1,1,1,407.3775124398335,231,80,5,3,False,True
0.0,-0.12,0.54,3,16,13,1,1,1,408.371786320954,171,80,4,3,False,True
0.0,-0.12,0.54,3,16,14,1,1,1,366.4517488133053,159,80,4,3,False,True
0.0,-0.12,0.54,3,16,15,1,1,1,358.31807847393907,465,80,9,3,False,True
0.0,-0.12,0.54,3,16,16,1,1,1,428.64998768161774,158,80,4,3,False,True
0.0,-0.12,0.54,3,16,17,1,1,1,328.8807392658621,172,80,4,3,False,True
0.0,-0.12,0.54,3,16,18,1,1,1,480.65931658731563,317,80,6,3,False,True
0.0,-0.12,0.54,3,16,19,1,1,1,371.79138716977525,188,80,4,3,False,True
0.0,-0.12,0.54,3,16,20,1,1,1,308.7328939759577,143,80,4,3,False,True
0.0,-0.12,0.54,3,16,21,1,1,1,273.27694131595507,88,28,3,3,True,False
0.0,-0.12,0.54,3,16,22,1,1,1,316.6225393052599,185,80,4,3,False,True
0.0,-0.12,0.54,3,16,23,1,1,1,379.615057545842,152,80,4,3,False,True
0.0,-0.12,0.54,3,16,24,1,1,1,327.483350360559,207,80,4,3,False,True
0.0,-0.12,0.54,3,16,25,1,1,1,251.0537974002086,138,80,4,3,False,True
0.0,-0.12,0.54,3,16,26,1,1,1,317.60031253039784,144,80,4,3,False,True
0.0,-0.12,0.54,3,16,27,1,1,1,280.3474415535118,152,80,4,3,False,True
0.0,-0.12,0.54,3,16,28,1,1,1,340.0641718611613,291,80,6,3,False,True
0.0,-0.12,0.54,3,16,29,1,1,1,338.6738813222177,238,80,5,3,False,True
0.0,-0.12,0.54,3,16,30,1,1,1,337.9747888585275,148,80,4,3,False,True
0.0,-0.12,0.54,3,16,31,1,1,1,275.3124962264201,120,35,4,3,True,False
0.0,-0.12,0.54,3,16,32,1,1,1,343.49169934487907,166,80,4,3,False,True
0.0,-0.12,0.54,3,16,33,1,1,1,364.09545454486556,331,80,7,3,False,True
0.0,-0.12,0.54,3,16,34,1,1,1,358.80118501772483,262,80,6,3,False,True
0.0,-0.12,0.54,3,16,35,1,1,1,442.89437266711,153,80,4,3,False,True
0.0,-0.12,0.54,3,16,36,1,1,1,412.74534154730173,221,80,4,3,False,True
0.0,-0.12,0.54,3,16,37,0,1,0,,980,80,16,0,False,False
0.0,-0.12,0.54,3,16,38,1,1,1,422.8596350716325,213,80,5,3,False,True
0.0,-0.12,0.54,3,16,39,1,1,1,351.694923180009,169,80,4,3,False,True
0.0,-0.12,0.54,3,16,40,1,1,1,307.0469906584648,142,80,4,3,False,True
0.0,-0.12,0.54,3,16,41,1,1,1,228.9840221694813,135,80,4,3,False,True
0.0,-0.12,0.54,3,16,42,1,1,1,333.54540460094427,269,80,6,3,False,True
0.0,-0.12,0.54,3,16,43,1,1,1,351.41755136213305,141,80,4,3,False,True
0.0,-0.12,0.54,3,16,44,1,1,1,408.75713258547785,121,77,3,3,True,False
0.0,-0.12,0.54,3,16,45,1,1,1,260.5710061527494,272,80,6,3,False,True
0.0,-0.12,0.54,3,16,46,1,1,1,418.95997169271186,221,80,5,3,False,True
0.0,-0.12,0.54,3,16,47,1,1,1,305.06010280940285,202,80,5,3,False,True
0.0,-0.12,0.54,3,16,48,1,1,1,359.06556887492343,161,80,4,3,False,True
0.0,-0.12,0.54,3,16,49,1,1,1,332.90400394550204,264,80,6,3,False,True
0.0,-0.12,0.54,3,16,50,1,1,1,323.7027928571323,196,80,4,3,False,True
0.0,-0.12,0.54,3,16,51,1,1,1,298.96274219160813,153,80,4,3,False,True
0.0,-0.12,0.54,3,16,52,1,1,1,260.88452008411275,214,58,5,3,True,False
0.0,-0.12,0.54,3,16,53,1,1,1,358.6760977981103,363,80,7,3,False,True
0.0,-0.12,0.54,3,16,54,1,1,1,428.72167789072455,266,80,6,3,False,True
0.0,-0.12,0.54,3,16,55,1,1,1,420.5855024004137,193,80,4,3,False,True
0.0,-0.12,0.54,3,16,56,1,1,1,348.45328370821676,193,80,4,3,False,True
0.0,-0.12,0.54,3,16,57,1,1,1,338.53201738778006,138,80,4,3,False,True
0.0,-0.12,0.54,3,16,58,1,1,1,327.5537905383546,148,80,4,3,False,True
0.0,-0.12,0.54,3,16,59,1,1,1,474.8884937838074,285,80,6,3,False,True
0.0,-0.12,0.54,3,16,60,1,1,1,303.20296854616174,121,73,3,3,True,False
0.0,-0.12,0.54,3,16,61,1,1,1,389.5238448371986,272,80,6,3,False,True
0.0,-0.12,0.54,3,16,62,1,1,1,398.7054525982111,219,80,5,3,False,True
0.0,-0.12,0.54,3,16,63,1,1,1,409.53246952777204,186,80,4,3,False,True
0.0,-0.12,0.54,3,16,64,1,1,1,278.7770616951118,128,80,3,3,True,False
0.0,-0.12,0.54,3,16,65,1,1,1,281.10892541365035,112,75,3,3,True,False
0.0,-0.12,0.54,3,16,66,1,1,1,340.0863538170206,198,80,4,3,False,True
0.0,-0.12,0.54,3,16,67,1,1,1,455.55686259549935,177,80,4,3,False,True
0.0,-0.12,0.54,3,16,68,1,1,1,307.18115207777237,436,80,8,3,False,True
0.0,-0.12,0.54,3,16,69,1,1,1,355.26886587872025,771,80,14,3,False,True
0.0,-0.12,0.54,3,16,70,1,1,1,315.9070843224164,328,80,7,3,False,True
0.0,-0.12,0.54,3,16,71,1,1,1,228.26877038144295,134,80,4,3,False,True
0.0,-0.12,0.54,3,16,72,1,1,1,368.34999942015736,141,80,4,3,False,True
0.0,-0.12,0.54,3,16,73,1,1,1,290.50489729150246,205,80,4,3,False,True
0.0,-0.12,0.54,3,16,74,1,1,1,427.429657079944,174,80,4,3,False,True
0.0,-0.12,0.54,3,16,75,1,1,1,408.2452608103757,139,80,4,3,False,True
0.0,-0.12,0.54,3,16,76,1,1,1,400.4481264448859,152,80,4,3,False,True
0.0,-0.12,0.54,3,16,77,1,1,1,353.0052271656756,156,80,4,3,False,True
0.0,-0.12,0.54,3,16,78,1,1,1,306.1235110977804,165,80,4,3,False,True
0.0,-0.12,0.54,3,16,79,1,1,1,297.26955508556574,231,80,5,3,False,True
0.0,-0.12,0.54,3,16,80,1,1,1,424.30420439503536,315,80,6,3,False,True
0.0,-0.12,0.54,3,16,81,1,1,1,365.2182445310658,260,80,5,3,False,True
0.0,-0.12,0.54,3,16,82,1,1,1,302.728831288347,179,80,4,3,False,True
0.0,-0.12,0.54,3,16,83,1,1,1,418.1290453719099,176,80,4,3,False,True
0.0,-0.12,0.54,3,16,84,1,1,1,416.2982971010918,219,80,5,3,False,True
0.0,-0.12,0.54,3,16,85,1,1,1,229.5599134788938,138,80,4,3,False,True
0.0,-0.12,0.54,3,16,86,1,1,1,358.6069218208389,216,80,4,3,False,True
0.0,-0.12,0.54,3,16,87,1,1,1,329.5700958035203,291,80,6,3,False,True
0.0,-0.12,0.54,3,16,88,1,1,1,366.5017285784644,146,80,4,3,False,True
0.0,-0.12,0.54,3,16,89,1,1,1,396.33986071980905,309,80,6,3,False,True
0.0,-0.12,0.54,3,16,90,1,1,1,313.9584080927026,164,80,4,3,False,True
0.0,-0.12,0.54,3,16,91,1,1,1,510.80602930663736,356,80,7,3,False,True
0.0,-0.12,0.54,3,16,92,1,1,1,333.0404412805683,249,80,5,3,False,True
0.0,-0.12,0.54,3,16,93,1,1,1,328.78099587572655,313,80,6,3,False,True
0.0,-0.12,0.54,3,16,94,1,1,1,368.0901473502356,254,80,6,3,False,True
0.0,-0.12,0.54,3,16,95,1,1,1,343.0473354693597,104,69,3,3,True,False
0.0,-0.12,0.54,3,16,96,1,1,1,318.7783689983383,544,80,10,3,False,True
0.0,-0.12,0.54,3,16,97,1,1,1,388.9836181143445,407,80,8,3,False,True
0.0,-0.12,0.54,3,16,98,1,1,1,357.99617354756583,155,80,4,3,False,True
0.0,-0.12,0.54,3,16,99,1,1,1,341.40543950534817,156,80,4,3,False,True
0.0,-0.12,0.54,3,16,100,1,1,1,350.8274777589871,157,80,4,3,False,True
0.0,-0.12,0.54,3,16,101,1,1,1,322.828422853324,150,80,4,3,False,True
0.0,-0.12,0.54,3,16,102,1,1,1,236.66514632989472,146,80,4,3,False,True
0.0,-0.12,0.54,3,16,103,1,1,1,423.46464557380006,215,80,4,3,False,True
0.0,-0.12,0.54,3,16,104,1,1,1,296.9746634281573,173,80,4,3,False,True
0.0,-0.12,0.54,3,16,105,1,1,1,397.57846816978815,358,80,7,3,False,True
0.0,-0.12,0.54,3,16,106,1,1,1,293.1940914320526,160,80,4,3,False,True
0.0,-0.12,0.54,3,16,107,1,1,1,334.85016756552835,554,80,11,3,False,True
0.0,-0.12,0.54,3,16,108,1,1,1,349.60217017578157,414,80,8,3,False,True
0.0,-0.12,0.54,3,16,109,1,1,1,388.1347914125724,271,80,6,3,False,True
0.0,-0.12,0.54,3,16,110,1,1,1,471.10519965736285,380,80,7,3,False,True
0.0,-0.12,0.54,3,16,111,1,1,1,386.6185707419121,217,80,5,3,False,True
0.0,-0.12,0.54,3,16,112,1,1,1,368.0223785686045,174,80,4,3,False,True
0.0,-0.12,0.54,3,16,113,1,1,1,292.6723504846694,139,80,4,3,False,True
0.0,-0.12,0.54,3,16,114,1,1,1,344.3855539147728,607,80,11,3,False,True
0.0,-0.12,0.54,3,16,115,1,1,1,293.5914594272313,146,80,4,3,False,True
0.0,-0.12,0.54,3,16,116,1,1,1,350.7490883878614,192,80,4,3,False,True
0.0,-0.12,0.54,3,16,117,1,1,1,392.01585889170326,247,80,5,3,False,True
0.0,-0.12,0.54,3,16,118,1,1,1,333.2303824009257,158,80,4,3,False,True
0.0,-0.12,0.54,3,16,119,1,1,1,300.96553797545505,146,80,4,3,False,True
0.0,-0.12,0.54,3,16,120,1,1,1,289.78269956118106,282,80,6,3,False,True
0.0,-0.12,0.54,3,16,121,1,1,1,471.96640218540483,339,80,7,3,False,True
0.0,-0.12,0.54,3,16,122,1,1,1,294.91400345598555,130,80,4,3,False,True
0.0,-0.12,0.54,3,16,123,1,1,1,362.6164566408686,292,80,6,3,False,True
0.0,-0.12,0.54,3,16,124,1,1,1,310.40209461309786,124,79,3,3,True,False
0.0,-0.12,0.54,3,16,125,1,1,1,372.67621573595227,141,80,4,3,False,True
0.0,-0.12,0.54,3,16,126,1,1,1,363.2682757846577,140,80,4,3,False,True
0.0,-0.12,0.54,3,16,127,1,1,1,414.0669387335326,245,80,5,3,False,True
0.0,-0.12,0.54,3,32,0,1,1,1,320.1649002168985,324,80,7,3,False,True
0.0,-0.12,0.54,3,32,1,1,1,1,327.5039474723429,262,80,6,3,False,True
0.0,-0.12,0.54,3,32,2,1,1,1,438.0964011788228,467,80,9,3,False,True
0.0,-0.12,0.54,3,32,3,1,1,1,377.5403588156155,200,80,5,3,False,True
0.0,-0.12,0.54,3,32,4,1,1,1,352.4044762509411,149,80,4,3,False,True
0.0,-0.12,0.54,3,32,5,1,1,1,306.998489658415,334,80,7,3,False,True
0.0,-0.12,0.54,3,32,6,1,1,1,289.9899183253941,172,80,4,3,False,True
0.0,-0.12,0.54,3,32,7,1,1,1,354.78034595798965,241,80,5,3,False,True
0.0,-0.12,0.54,3,32,8,1,1,1,376.93636448175357,165,80,4,3,False,True
0.0,-0.12,0.54,3,32,9,1,1,1,356.5188476680998,522,80,10,3,False,True
0.0,-0.12,0.54,3,32,10,1,1,1,336.1735376676295,327,80,7,3,False,True
0.0,-0.12,0.54,3,32,11,1,1,1,397.0995426593518,227,80,5,3,False,True
0.0,-0.12,0.54,3,32,12,1,1,1,407.3775124398335,231,80,5,3,False,True
0.0,-0.12,0.54,3,32,13,1,1,1,408.371786320954,171,80,4,3,False,True
0.0,-0.12,0.54,3,32,14,1,1,1,366.4517488133053,159,80,4,3,False,True
0.0,-0.12,0.54,3,32,15,1,1,1,358.31807847393907,465,80,9,3,False,True
0.0,-0.12,0.54,3,32,16,1,1,1,428.64998768161774,158,80,4,3,False,True
0.0,-0.12,0.54,3,32,17,1,1,1,328.8807392658621,172,80,4,3,False,True
0.0,-0.12,0.54,3,32,18,1,1,1,480.65931658731563,317,80,6,3,False,True
0.0,-0.12,0.54,3,32,19,1,1,1,371.79138716977525,188,80,4,3,False,True
0.0,-0.12,0.54,3,32,20,1,1,1,308.7328939759577,143,80,4,3,False,True
0.0,-0.12,0.54,3,32,21,1,1,1,273.27694131595507,88,28,3,3,True,False
0.0,-0.12,0.54,3,32,22,1,1,1,316.6225393052599,185,80,4,3,False,True
0.0,-0.12,0.54,3,32,23,1,1,1,379.615057545842,152,80,4,3,False,True
0.0,-0.12,0.54,3,32,24,1,1,1,327.483350360559,207,80,4,3,False,True
0.0,-0.12,0.54,3,32,25,1,1,1,251.0537974002086,138,80,4,3,False,True
0.0,-0.12,0.54,3,32,26,1,1,1,317.60031253039784,144,80,4,3,False,True
0.0,-0.12,0.54,3,32,27,1,1,1,280.3474415535118,152,80,4,3,False,True
0.0,-0.12,0.54,3,32,28,1,1,1,340.0641718611613,291,80,6,3,False,True
0.0,-0.12,0.54,3,32,29,1,1,1,338.6738813222177,238,80,5,3,False,True
0.0,-0.12,0.54,3,32,30,1,1,1,337.9747888585275,148,80,4,3,False,True
0.0,-0.12,0.54,3,32,31,1,1,1,275.3124962264201,120,35,4,3,True,False
0.0,-0.12,0.54,3,32,32,1,1,1,343.49169934487907,166,80,4,3,False,True
0.0,-0.12,0.54,3,32,33,1,1,1,364.09545454486556,331,80,7,3,False,True
0.0,-0.12,0.54,3,32,34,1,1,1,358.80118501772483,262,80,6,3,False,True
0.0,-0.12,0.54,3,32,35,1,1,1,442.89437266711,153,80,4,3,False,True
0.0,-0.12,0.54,3,32,36,1,1,1,412.74534154730173,221,80,4,3,False,True
0.0,-0.12,0.54,3,32,37,0,1,0,,1940,80,32,0,False,False
0.0,-0.12,0.54,3,32,38,1,1,1,422.8596350716325,213,80,5,3,False,True
0.0,-0.12,0.54,3,32,39,1,1,1,351.694923180009,169,80,4,3,False,True
0.0,-0.12,0.54,3,32,40,1,1,1,307.0469906584648,142,80,4,3,False,True
0.0,-0.12,0.54,3,32,41,1,1,1,228.9840221694813,135,80,4,3,False,True
0.0,-0.12,0.54,3,32,42,1,1,1,333.54540460094427,269,80,6,3,False,True
