case_id,sample_seed,shot,gamma_seed,syndrome_hash,logical_outcome_hash,classification,archive_reproduction,e1_winner,parallel_rescue,original_converged,partitioned_converged,original_syndrome_valid,partitioned_syndrome_valid,original_logical_correct,partitioned_logical_correct,original_iterations,partitioned_iterations,original_relay_legs,partitioned_relay_legs,original_final_residual,partitioned_final_residual,original_candidate_weight,partitioned_candidate_weight,candidate_weight_delta,correction_hash,partitioned_inverse_correction_hash,correction_exact,logical_action_exact,trace_exact,trace_iterations_compared,final_rng_state,accepted_gamma_count,accepted_gamma_sequence_hash,original_runtime_seconds,partitioned_runtime_seconds,first_trace_difference
20260809_030,20260809,30,7927756242589418523,9df0710ef1e0acb2745a96d0d9d1f9938274c749b4a87237dc5a3c5eb616d1bf,fbd8d8a07293b018af76b692382141513483ba2d1561c22597cc1844136b89c9,EXACT MATCH,True,False,False,1,1,1,1,1,1,56,56,1,1,0,0,335.8874928717877,335.8874928717877,0.0,533debbe8464ce12a2894e212bd67b58e80d6d07ad11e7f70854d5689a6ea803,533debbe8464ce12a2894e212bd67b58e80d6d07ad11e7f70854d5689a6ea803,True,True,True,56,7927756242589418523,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.681004332989687,5.730630625010235,null
20260809_031,20260809,31,9253345292079577902,0f0ebfebcc671911a79983506df325ff262d75a1d235940f1d87b309875974d8,80b63944b8ddfb6e5a434a9eb879e1120c258bcc476715114b553fcda1566bce,EXACT MATCH,True,False,False,1,1,1,1,1,1,22,22,1,1,0,0,275.3124962264201,275.3124962264201,0.0,21c59019b6e72bd115e130ef5ccbf98c1bb74a142a90e2ed70d1d872c26820bf,21c59019b6e72bd115e130ef5ccbf98c1bb74a142a90e2ed70d1d872c26820bf,True,True,True,22,9253345292079577902,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.0788398750009947,2.2674677500035614,null
20260810_000,20260810,0,11252400628020589870,4757744a20923927e4be055c4a79ae769237a6c50ef72581027daabc242eb0e4,0c909116348ee4ce8d492f320764690dd3fd1c1e9ff996ab032ad36c49791171,EXACT MATCH,True,False,False,1,1,1,1,1,1,67,67,1,1,0,0,480.8124033205825,480.81240332058246,-5.684341886080802e-14,833236ec656ea6d1f3407389461d7ab3ee7b879585e5f0cbee2f6872ab14f036,833236ec656ea6d1f3407389461d7ab3ee7b879585e5f0cbee2f6872ab14f036,True,True,True,67,11252400628020589870,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.587603249994572,8.322635500022443,null
20260810_001,20260810,1,14094043944543510361,3bcaaead28573572e576adb530810418fbdbb758a6111075e54cd4ef23dd4500,baa7ceab1c33df71b6d4b4aabf68a5815ba775196aa5e8d3b4587c03d0e572b2,EXACT MATCH,True,False,False,1,1,1,1,1,1,31,31,1,1,0,0,309.04388017571375,309.04388017571375,0.0,5e2b86aab5790e9c601c5c47ea1b29b0ea70371fad2ba2e8ab7c6ee8e6746880,5e2b86aab5790e9c601c5c47ea1b29b0ea70371fad2ba2e8ab7c6ee8e6746880,True,True,True,31,14094043944543510361,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.147171749995323,3.695764790987596,null
20260810_002,20260810,2,4516680958580097677,088e3a7979589c4dd0b9a7fa9f5e88f010f567c8b67e4c8703225d76bbac097f,b6ae0c37acbb0442d4771fd86181ea6367622052163a7dbadccb8b4ca48e77b8,EXACT MATCH,True,False,False,1,1,1,1,1,1,74,74,1,1,0,0,324.6141466832845,324.6141466832845,0.0,939fa2d52f804ece5f2b2e7581f3be2c6abae53555bcacbf6bd940b7ddc2565d,939fa2d52f804ece5f2b2e7581f3be2c6abae53555bcacbf6bd940b7ddc2565d,True,True,True,74,4516680958580097677,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.80746475001797,7.71884470799705,null
20260810_003,20260810,3,11018947222633287285,7f47942917bb3c87fe4930832587ba9e440678cb4b757dbea8cff7bd461ccf01,98ae47195ae7b4cfa3795bb80c5c7e309a2b0d72e52c6d883e90808c47a89fc1,EXACT MATCH,True,False,False,1,1,1,1,1,1,152,152,3,3,0,0,386.99412858337575,386.99412858337575,0.0,08bf5977e3039bc40eed867a4ebc89eda27fe89c920e735ddd43c66068cbd06e,08bf5977e3039bc40eed867a4ebc89eda27fe89c920e735ddd43c66068cbd06e,True,True,True,152,7095101056782195949,135504,ba5a00049d41839c9b30d65473481baf08500cdf657e72b6cdf2efd6606685f3,16.80779537500348,16.762072457990143,null
20260810_004,20260810,4,9365783717583519640,a2142c67ec4042a2f576374058ea8f65a81ecb67b628a1253c2e4282aa6a7339,72ed88f467715bf70bcc4d253af8e858da1baa1527290f5394a8dbe6746b64a3,EXACT MATCH,True,True,False,1,1,1,1,1,1,183,183,3,3,0,0,426.9427056849722,426.94270568497217,-5.684341886080802e-14,0174b34eedc4bc477e9de1bcfc473f3636d47975d1b8d7e8a47b128f2aea19a4,0174b34eedc4bc477e9de1bcfc473f3636d47975d1b8d7e8a47b128f2aea19a4,True,True,True,183,17148507727127044666,135504,5a17997d45f25f9f277ae55cc57efb7b6729b57dab4de53e038e32e98f6731b1,19.204051249980694,21.86275679100072,null
20260810_005,20260810,5,14949428090912688785,41cac96dd6337d6bf1cd0013384d8f41370be6c18ee0554b34652d7125a1e007,169b5b823c62b64ca7e5f8456a13c8d5d06f4ece522a58bc2b8a784dcf3609b0,EXACT MATCH,True,False,False,1,1,1,1,1,1,49,49,1,1,0,0,402.39280073000907,402.39280073000907,0.0,546607a62d2ecfe425629800649c1332b286c935382f49a035daac8e7e2067ff,546607a62d2ecfe425629800649c1332b286c935382f49a035daac8e7e2067ff,True,True,True,49,14949428090912688785,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.996304583008168,5.081211417011218,null
20260810_006,20260810,6,1514891312455342317,263a8030d18e677a364e62306f9163e994a876679cb1af65a42f770ecaa39fa8,ba3c702b24e4ef16c111bf92823170f6e81fd37fbafaccbeef52192a1c094380,EXACT MATCH,True,False,False,1,1,1,1,1,1,23,23,1,1,0,0,317.60359603138767,317.60359603138767,0.0,b2ea28dbd91d49ac36debb6bad45c8a4fed8bbe3e66ac39d7bc0c47171d01de5,b2ea28dbd91d49ac36debb6bad45c8a4fed8bbe3e66ac39d7bc0c47171d01de5,True,True,True,23,1514891312455342317,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,2.3080953329917975,2.3324152500135824,null
20260810_007,20260810,7,993519143548042848,1f75e0440544408eeabedde389c7b635eeaec689ec71f80e554d304c1cc05516,4b00aaeb2cfd2bd50ca5e02b450eb81bf983ec23d3ada30a4bddf29a86eb29d7,EXACT MATCH,True,True,False,1,1,1,1,1,1,173,173,3,3,0,0,342.8999873549485,342.8999873549485,0.0,31a509d9cd02e193f84570d3fadab2b7e7eaf88d5c649109d87feb6c11a39f99,31a509d9cd02e193f84570d3fadab2b7e7eaf88d5c649109d87feb6c11a39f99,True,True,True,173,4403249421590150355,135504,0ca73df0bd8ffcb8584cf2e01cd5192d0e2ed29ac96ea1760a5442b5b2e7c0e2,19.386637583986158,20.010762416000944,null
20260810_008,20260810,8,16242277150676000938,11a8d3f3cf4dd36c7a9298c623744967e3a5c32ea8ccaa84c89f2d664c54093a,1beb99f5261e9a259ae2c93d6330a0626ac866a32c0b1f30a1f1dcd5ac7c84bf,EXACT MATCH,True,False,False,1,1,1,1,1,1,135,135,2,2,0,0,414.4346028007892,414.43460280078915,-5.684341886080802e-14,d4b441d5640ce7aca8ff2fc594ad18d86dc7e0865abd66309ab5d2c5a4084fec,d4b441d5640ce7aca8ff2fc594ad18d86dc7e0865abd66309ab5d2c5a4084fec,True,True,True,135,2082905807142422694,67752,c9de4875468324262980b3a9f352573d42ac343b95cef5cb1b68621246189184,15.346984207979403,14.595310083008371,null
20260810_009,20260810,9,10467770150244613314,499e7769844aaa5d1d1642de7209c0512c75020ad4274b40e44b306beff1b5d4,9fc4a88539c1bdf26309341188ebc7d12cc20df410aa765b073b17aaf6b87549,EXACT MATCH,True,True,False,1,1,1,1,1,1,543,543,9,9,0,0,434.0302850981056,434.0302850981056,0.0,6cc54a69b2baaea5bcb0c72a09a7de569d54861299768d57a8472f27772a274e,6cc54a69b2baaea5bcb0c72a09a7de569d54861299768d57a8472f27772a274e,True,True,True,543,16383569928257735103,542016,89eb7c94054a8236be9d347b4fefb4ec0edf8b8ccc48eb12e96656d44181bce2,62.864011832978576,59.33841229198151,null
20260810_010,20260810,10,12887485610898404021,c35fa0a8dd053cfb20380a2455bcff4f208254e780c7ab3c830e0f24830e0948,5c31706b53a6c11826d3bbe2fcbecc5e2314fd15bdaeae60999f558cde99c656,EXACT MATCH,True,False,False,1,1,1,1,1,1,42,42,1,1,0,0,389.27482274900456,389.27482274900456,0.0,fe21e477f3741480052c14ecb5d746d7a47f7de398782e034cc78ff3a6029345,fe21e477f3741480052c14ecb5d746d7a47f7de398782e034cc78ff3a6029345,True,True,True,42,12887485610898404021,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.300606707984116,4.3093887499999255,null
20260810_011,20260810,11,14529248077396426700,33eb649aace56b2d148179d396e68c9412e6f0fee480de125ac99680a4a2257f,b1c6edd6aef6541e22141b91734d62c24acb884a22ef9a8f36aff4e19bd39999,EXACT MATCH,True,False,False,1,1,1,1,1,1,50,50,1,1,0,0,310.6350021916819,310.6350021916819,0.0,e0e469c1c69843125bdd554f6848306b1ed0660bae708bb18db8ce0a47ce4416,e0e469c1c69843125bdd554f6848306b1ed0660bae708bb18db8ce0a47ce4416,True,True,True,50,14529248077396426700,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.0070823749993,5.8863465409958735,null
20260810_012,20260810,12,7454319751143994661,7789e7efa18a432b9281485c28171761fc5f482d9e3180218dbcabf58b8c4b4e,dc9f77d20565ea626d0284baa243499fe744465b38f84c78055f1f6ba5b3fdf3,EXACT MATCH,True,False,False,1,1,1,1,1,1,34,34,1,1,0,0,307.26354900377316,307.26354900377316,0.0,19b10427e6aa33f940d9e2acc613703527e348fe3b54f79a590052d6b6181a68,19b10427e6aa33f940d9e2acc613703527e348fe3b54f79a590052d6b6181a68,True,True,True,34,7454319751143994661,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.199908832990332,3.9187967499892693,null
20260810_013,20260810,13,18264905140061471670,8c5ef5c28cf0296a5c518b684d2f78753b34a3606fed83e40c5ac2c26dce1d64,75997f481e768710b6d5560612f7804d2c6ba87542de1975ad41e3775b52b151,EXACT MATCH,True,True,False,1,1,1,1,1,1,138,138,2,2,0,0,316.1274562888563,316.12745628885637,5.684341886080802e-14,1a4907ffaa23903617fd32a4039f40f5d45062e758c338bb7036d2cb28ee1778,1a4907ffaa23903617fd32a4039f40f5d45062e758c338bb7036d2cb28ee1778,True,True,True,138,5352396314029021834,67752,e861445d70d9b6aa1e7e485f1e2b5a267d993c209d796bb50f347507e22e31a0,16.234071207989473,16.46203058300307,null
20260810_014,20260810,14,7002749854099204387,c8a7733d1fb8e6baf3bc4e4603dca4cab9850ce92e2cf425ca5a95c336534be6,53d9602d612f26666c4acbe860c02e7b773ae14c93b5c9eb8871eb5ad4a97118,EXACT MATCH,True,False,False,1,1,1,1,1,1,63,63,1,1,0,0,300.91635632150917,300.91635632150917,0.0,9dc3122ad295e5b85459ccc7e9786380d21740260091139269df27ed04b40e29,9dc3122ad295e5b85459ccc7e9786380d21740260091139269df27ed04b40e29,True,True,True,63,7002749854099204387,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.654417832993204,6.432065833010711,null
20260810_015,20260810,15,4540782341996322137,84019289039dd794d4788f6f37d0feec7bc5513db820c58af1a6e09ef494cdf8,87e224612b3bed2bb45fa679efde5d32fa8aa81480174feaf1304a38e882fe68,EXACT MATCH,True,False,False,1,1,1,1,1,1,17,17,1,1,0,0,252.22248931897155,252.22248931897155,0.0,df8ce155949f1c9d985f05a52fc1b6392a5c3e51620eb98cc987b3b2ef72eebb,df8ce155949f1c9d985f05a52fc1b6392a5c3e51620eb98cc987b3b2ef72eebb,True,True,True,17,4540782341996322137,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,1.7449749580118805,1.7497362910071388,null
20260810_016,20260810,16,17401568351486913378,1775eea861c87df9e570e7437f4b4d87f8367a02a84ec16b4c87fb2f8627f710,8772d9a8debd04cbbca3914d8c5a123c5705f795522c4d5d7137d5ad09168ad8,EXACT MATCH,True,False,False,1,1,1,1,1,1,47,47,1,1,0,0,283.2190543618213,283.2190543618213,0.0,cc85b3c7f24afab27c1e372a24abcc105ceb6564a57d15a2ce58241bb209c7f7,cc85b3c7f24afab27c1e372a24abcc105ceb6564a57d15a2ce58241bb209c7f7,True,True,True,47,17401568351486913378,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.772781582985772,5.563031333003892,null
20260810_017,20260810,17,1734109629132500786,980f7cd66cd562c96a2c477c6b60c94cfa79002420b329fdfef17b7fa35855a2,6dbad28b4285110a5003b8da030625c82a6dea3cb419d2164bcc6e61ccf00090,EXACT MATCH,True,False,False,1,1,1,1,1,1,38,38,1,1,0,0,432.5891002910465,432.5891002910465,0.0,2c6e8fae650d3371ed5966ca8c0f788935518c1acd2e6bcd46752a454fe52dd8,2c6e8fae650d3371ed5966ca8c0f788935518c1acd2e6bcd46752a454fe52dd8,True,True,True,38,1734109629132500786,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.548160500009544,3.938880750007229,null
20260810_018,20260810,18,17636983845610381020,4b3047acba171b4230d32d4a4d8bf0fb595baa077760ba9295ebf0cf246a3aaf,8088f90abf20fb1a70e9274893f63b44efded7c2ba806f1a86f9779d6e34de15,EXACT MATCH,True,False,False,1,1,1,1,1,1,72,72,1,1,0,0,306.56581176443586,306.56581176443586,0.0,422e794833195cc3309e7c26ebb35bc12214507955b9ceab7f8203d02fbce620,422e794833195cc3309e7c26ebb35bc12214507955b9ceab7f8203d02fbce620,True,True,True,72,17636983845610381020,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.975225375004811,8.255824249994475,null
20260810_019,20260810,19,14491980786553029103,db3823fc9116a9a2538755f9cd264ca937bfe379b6d6c85bdf29896fc1aee14e,dd0c3152ac2fb5fbc5c7dcbfab3ddf5ff99fa9e528e33686312a2b054e514099,EXACT MATCH,True,True,False,1,1,1,1,1,1,498,498,8,8,0,0,485.4342569027757,485.4342569027757,0.0,099d62b675e26fc90abfab2f8f05a2bab9967fe58df8db247341eb31a510986d,099d62b675e26fc90abfab2f8f05a2bab9967fe58df8db247341eb31a510986d,True,True,True,498,9920320676793536815,474264,61cbe576464aaad22b6ec8510e7e17644c30c98870e0ba8797bd563dd53e3ff5,53.118621834000805,57.23974237500806,null
20260810_020,20260810,20,584914519830305683,ab2ddea742abad9bd71c94ff9b737b1a5a881ef292681893c5e6e07b36748b47,4e807149ac354bc723b9d79a42ed8703fdccf9ca11cdeeeee13df852aa666e97,EXACT MATCH,True,True,False,1,1,1,1,1,1,112,112,2,2,0,0,346.83424434288173,346.83424434288173,0.0,e9ba2fe8393feee1789d82d79faad0ab78174f678de73caca072fee42e78260f,e9ba2fe8393feee1789d82d79faad0ab78174f678de73caca072fee42e78260f,True,True,True,112,2123786239060650239,67752,bb8e54cb17b1282dd495d991481ecf1b9b69150ce4791a86358da8b71adec1e8,12.127552000019932,11.579637124988949,null
20260810_021,20260810,21,3541383146123096606,7a2a76786967fba6b0ca2598c0cd6eaf28a9e347c68c58bdfe3d53d5db10ece2,709c3f3aa785534176fc5cdbd09f1dee22618443af5b2022e44fc5b99a52edbb,EXACT MATCH,True,False,False,1,1,1,1,1,1,216,216,4,4,0,0,358.59038797521856,358.59038797521856,0.0,8d20d628255944d1010910c186c401df7bb8db44d2b4b91688bfa6b5ebfe8d31,8d20d628255944d1010910c186c401df7bb8db44d2b4b91688bfa6b5ebfe8d31,True,True,True,216,10984424476962746708,203256,5ab20903fbe449bbf352e1fe9bc3de0ecd6103e08ce29051610e43dc206670a8,22.504864833987085,23.710707541002193,null
20260810_022,20260810,22,11792925387749738074,7f04728adc3be4edafe918752f7d4703fa36be04843c51b03521e58be2b0e896,cdb0b8492b7eda62b983f4ff5b3070174af30478936da7c599bf033b727e8ebb,EXACT MATCH,True,False,False,1,1,1,1,1,1,77,77,1,1,0,0,259.93352705306546,259.93352705306546,0.0,c25669cf997b168cae0bf8bad29c959cd4bf06a71a34971092fd4da91f973815,c25669cf997b168cae0bf8bad29c959cd4bf06a71a34971092fd4da91f973815,True,True,True,77,11792925387749738074,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.869141375005711,8.015103625017218,null
20260810_023,20260810,23,9440711780698823099,707e49233aaf9c5e8f383f89c4326c43969c4e02d48b7c7b95212eb80f93bffc,5e2cfbf97b97eb5b62f35ad23a5a1ff2d13d79ce5374f02d2d1adcdf14529135,EXACT MATCH,True,False,False,1,1,1,1,1,1,47,47,1,1,0,0,356.6532976900697,356.6532976900697,0.0,435ce4d2825061f35845ff2a232c20580743c3985d08685e349da0cebe2d5b95,435ce4d2825061f35845ff2a232c20580743c3985d08685e349da0cebe2d5b95,True,True,True,47,9440711780698823099,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.775059958017664,4.802119291998679,null
20260810_024,20260810,24,4082382190877665539,925d65f02cc83ca2f4b20c519572e1fc5603318e6b4607215d63de94ce664417,1dc137a8a2ec4f9b99fba15e88df11d6e4df0d2cb2615eeba0e3a8392fb27b82,EXACT MATCH,True,False,False,1,1,1,1,1,1,66,66,1,1,0,0,329.59581165515885,329.59581165515885,0.0,aafe829b5906e34f3995e629e0b83213db0e1aa046f6915241aa3e203d7432c4,aafe829b5906e34f3995e629e0b83213db0e1aa046f6915241aa3e203d7432c4,True,True,True,66,4082382190877665539,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.455504541983828,7.576192457985599,null
20260810_025,20260810,25,2534713456459404202,ea64d41ad4050712da3d86c742fb860248f41a205edd381d1b22286f59c295ef,076ee9b1c751cca3443d06c0e445246fee3297b1c7d620b03970c141e1d8eb3e,EXACT MATCH,True,False,False,1,1,1,1,1,1,58,58,1,1,0,0,323.69010880759095,323.69010880759095,0.0,7d71ddee09747d70f0ed4120a416f4aa0df87012bec797c98be411965bbbf8d6,7d71ddee09747d70f0ed4120a416f4aa0df87012bec797c98be411965bbbf8d6,True,True,True,58,2534713456459404202,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.192409875016892,6.35890645798645,null
20260810_026,20260810,26,5014246721371807918,e9815e16d67d226562551216aa6af46ffb9bfe1013c381e12061dee522d2183a,f7ea48203f012146e721e99f4f9ffb49931553e141c9b01bccb3c6aecd61968a,EXACT MATCH,True,True,True,1,1,1,1,1,1,242,242,4,4,0,0,478.1961870014949,478.19618700149493,5.684341886080802e-14,cd31b96d2e6f9d9ac6d19bd62b64340a05fc9d6f6af4c47c45fd811845f2a41b,cd31b96d2e6f9d9ac6d19bd62b64340a05fc9d6f6af4c47c45fd811845f2a41b,True,True,True,242,5903747514144992768,203256,6e6e04fe18b649913ea513e26bcb23a000703bc77bf47b9c59487aafdb60795b,27.470348708011443,26.416771791991778,null
20260810_027,20260810,27,15381013698111867264,337bf10d4bfa1504cf23524cd6c3b243f4a42449dba5fc7158d9f6a96b679a89,3e86d554843b62e3c25db4c4353324171ba2e242e0c6d57fb917e61ddec85ec4,EXACT MATCH,True,False,False,1,1,1,1,1,1,56,56,1,1,0,0,367.95742112817027,367.95742112817027,0.0,836a9d85050896f8a753a890b17cf60fdc978dc101162749e1109c1905bdca32,836a9d85050896f8a753a890b17cf60fdc978dc101162749e1109c1905bdca32,True,True,True,56,15381013698111867264,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.869339750002837,6.514180792000843,null
20260810_028,20260810,28,16388720416012307981,5b150ca939554ea33d7914cb7b0551a746f2b28d0b5939422a22d6be64bee580,8d04cd0994f834cda8b758b3a7d3e550815164d1c05723aea89bc3af08ca411e,EXACT MATCH,True,False,False,1,1,1,1,1,1,45,45,1,1,0,0,387.6062702116176,387.6062702116176,0.0,50a788e5c4e8096a0d45e798d8130d558d48ece87eb1d6158baa806c4f573ec7,50a788e5c4e8096a0d45e798d8130d558d48ece87eb1d6158baa806c4f573ec7,True,True,True,45,16388720416012307981,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.636033958988264,4.591210584010696,null
20260810_029,20260810,29,14908040798604247566,8743b3a5eb82534dc1fcf25316c585995da63d7a828c4b87af2201c8ad8949d3,7b62c639cc3ef421cac3276420d756387ee2f0ed73aac62626fac47fe7c81293,EXACT MATCH,True,False,False,1,1,1,1,1,1,435,435,7,7,0,0,371.45833768075136,371.45833768075136,0.0,0b19488e321f79d8d80b8b57c3c40789921c5776c27160396372cded19abfb24,0b19488e321f79d8d80b8b57c3c40789921c5776c27160396372cded19abfb24,True,True,True,435,11747433161064741034,406512,51156055938e2b62b7a2dd36786d76bb067a0b565ceb86b2c291a7e43905a72b,47.561517833994,48.272835750016384,null
20260810_030,20260810,30,8356400451962193487,701b488fa5a51be16ecf6e0baa96ed754185fe756f07cdc8844d45127a649178,b2f530b79290ecd416fb989dca8f2e390676fdc8600d89f456684f482fb62322,EXACT MATCH,True,True,False,1,1,1,1,1,1,108,108,2,2,0,0,291.27427706396327,291.27427706396327,0.0,2de2823cb30c9d7395d19d9d8300b06c144cd8753b02391be77a1de2e11fb785,2de2823cb30c9d7395d19d9d8300b06c144cd8753b02391be77a1de2e11fb785,True,True,True,108,3333767702812371587,67752,6f4eb6c0f3fb50e1e765ff56af95f1c4842b6055b9c6030011987c01fe0d599b,10.98337541698129,10.956224541994743,null
20260810_031,20260810,31,15305487118818054149,ccd3b370b990a5c262ad4061ef9584b28d2aaf9479f4937602e77a6bffa1c908,7660c991e0befbcb6b2f8e92bd345f3673563cae507b365448ceded6418492e7,EXACT MATCH,True,True,False,1,1,1,1,1,1,236,236,4,4,0,0,355.8895271473898,355.8895271473898,0.0,9f284e25e97d43be07d762019019ba262af949dd57836ee0a0cc8e87fb459677,9f284e25e97d43be07d762019019ba262af949dd57836ee0a0cc8e87fb459677,True,True,True,236,2968848419931367797,203256,e8591516bb255b949c59ec75944c1485083925048f3d78934ff7e543b4ebc0be,26.931322791002458,25.532732916995883,null
20260811_000,20260811,0,16714316653523421913,f1db2aca0d3d593b3a080e951260fae5e608afdef13f078d64772ceb899dd763,9e50069e9783169e22141366ddddd561b12d991a1afc2f76feb5d051a3e97d49,EXACT MATCH,True,False,False,1,1,1,1,1,1,38,38,1,1,0,0,262.72411758213116,262.72411758213116,0.0,623bd3f41f15186e7c2007503296234ef13a939a492c5cfb3965ce17ed59ec43,623bd3f41f15186e7c2007503296234ef13a939a492c5cfb3965ce17ed59ec43,True,True,True,38,16714316653523421913,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.956414791988209,4.687604874983663,null
20260811_001,20260811,1,16276123265812513593,9c324d838b825db680fd2792ea9d2894ffbfd12651db6406058ebd6fd5db4c7b,cd2b3424be3c4e34fbb2ebdfff8c64e5a8775743810406c40a163d82a04331f9,EXACT MATCH,True,True,False,1,1,1,1,1,1,106,106,2,2,0,0,360.01172381544285,360.01172381544285,0.0,f822bb611cedad1333ddc29cc08a73a0153198771cef45142e900b93d81b3f42,f822bb611cedad1333ddc29cc08a73a0153198771cef45142e900b93d81b3f42,True,True,True,106,15884328492817583383,67752,2fa6b6017a6926d5641391865910ec2be7d9a8031ce01970d5cc1f80291b24e4,11.450416834006319,11.706336749979528,null
20260811_002,20260811,2,11602283543312595792,4134f7f366382b01c77d548800c5c84ccaf12103dab90caa7074975a1b57f299,8edee5b30cde45fa48b234cc94fbc55748ed01d514edeadc018ee5ae459d0602,EXACT MATCH,True,False,False,1,1,1,1,1,1,51,51,1,1,0,0,301.131114823069,301.131114823069,0.0,727ab8669de99d3b84d7179ff3ffb1c8b36e7ffb69668de2ec03c1590dfe63ef,727ab8669de99d3b84d7179ff3ffb1c8b36e7ffb69668de2ec03c1590dfe63ef,True,True,True,51,11602283543312595792,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.256419457989978,5.221484917012276,null
20260811_003,20260811,3,454751311656610879,805dc6a0c3753dfd22d265592e56724420b7e679ec11c424e36083d657dc4f5f,13555cd0ad8dad09cb89e3f2f9c7d9ee5c09183a2dd7bf56924f33bcc3298830,EXACT MATCH,True,False,False,1,1,1,1,1,1,45,45,1,1,0,0,346.12024981797845,346.1202498179785,5.684341886080802e-14,227e62945eb52c70648916ab6f29599114ee8a804604392a0c826b405ae8982b,227e62945eb52c70648916ab6f29599114ee8a804604392a0c826b405ae8982b,True,True,True,45,454751311656610879,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.6662607500038575,5.32662770798197,null
20260811_004,20260811,4,314622122146281499,63750f0d10ca982c61627854d57bfea016771678da4aedc6f0715aac028b65e1,02606f3ecf2a08f424ba6b22f944ad70b14e65b35a60d5499785082acb6d4ee9,EXACT MATCH,True,False,False,1,1,1,1,1,1,350,350,6,6,0,0,331.5204237263938,331.52042372639374,-5.684341886080802e-14,e33a8ffa97c49c8ef3fbcfc3db3dab93ba5f914b18367cd7c526c6336999ec08,e33a8ffa97c49c8ef3fbcfc3db3dab93ba5f914b18367cd7c526c6336999ec08,True,True,True,350,16889289172686811639,338760,f4d6a21eae068336a1c8fa64c846f3a222a7406cf3a991e8254812e2f853c89a,38.91130858298857,40.762418416998116,null
20260811_005,20260811,5,16156309760702522902,aa489a0cfac57a77d1e9dad95f1cbf820bb68c22a58d71417adfe503d1bd658a,820d5d8baf762ec66dcd56fed15c78bf2798d4f9bd492f4553e99b4684865498,EXACT MATCH,True,False,False,1,1,1,1,1,1,162,162,3,3,0,0,390.0655197485825,390.0655197485825,0.0,470e7400777d43e9a87c16a2e8bbdb93122e7cd283e20c801f264134860180ba,470e7400777d43e9a87c16a2e8bbdb93122e7cd283e20c801f264134860180ba,True,True,True,162,13911430305368894774,135504,1d736b81bfbb609a8f4fd107213884d28da7b2ec50a2f6b7aa2a1f8f534a5b5d,16.584610040998086,18.484864917001687,null
