policy,winner,first_success_cycles,first_success_quanta,global_failure,e0_work_before_first,e1_work_before_first,e0_flagged_work_before_first,e1_flagged_work_before_first,total_full_service_quanta,e0_total_work,e1_total_work,e0_flagged_work,e1_flagged_work,e0_ever_flagged,e1_ever_flagged,max_e0_service_gap,max_e1_service_gap,total_requested_accesses,total_issued_groups,total_retry_subsets,mean_active_lanes,lane_utilization,sample_seed,shot,winner_logical_correct,winner_syndrome_valid,winner_correction_hash,changed_winner,lost_success,logical_regression,invalid,cycles_delta_vs_round_robin,cycles_percent_vs_round_robin,classification
P1_stagnation_1to2,1,724354060.0,224,0,112,112,0,0,397,285,112,85,0,1,0,1,1,814498848.0,316012288.0,10938424.0,2.577427773947828,0.644356943486957,20260810,20,1,1,e9ba2fe8393feee1789d82d79faad0ab78174f678de73caca072fee42e78260f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,724354060.0,224,0,112,112,0,0,397,285,112,85,0,1,0,1,1,814498848.0,316012288.0,10938424.0,2.577427773947828,0.644356943486957,20260810,20,1,1,e9ba2fe8393feee1789d82d79faad0ab78174f678de73caca072fee42e78260f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,669705265.0,207,0,104,103,0,0,320,104,216,0,0,0,0,1,1,753040584.0,292147280.0,10137248.0,2.5776060074904685,0.6444015018726171,20260810,21,1,1,67542c38a9b14eb920126aa7bb5bc7d641a93c2f5185752c2708272f83e2abcf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,669705265.0,207,0,104,103,0,0,320,104,216,0,0,0,0,1,1,753040584.0,292147280.0,10137248.0,2.5776060074904685,0.6444015018726171,20260810,21,1,1,67542c38a9b14eb920126aa7bb5bc7d641a93c2f5185752c2708272f83e2abcf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,669705265.0,207,0,104,103,0,0,320,104,216,0,0,0,0,1,1,753040584.0,292147280.0,10137248.0,2.5776060074904685,0.6444015018726171,20260810,21,1,1,67542c38a9b14eb920126aa7bb5bc7d641a93c2f5185752c2708272f83e2abcf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,493977065.0,153,0,77,76,0,0,154,77,77,0,0,0,0,1,1,555472296.0,215562928.0,7401460.0,2.57684519853989,0.6442112996349725,20260810,22,1,1,c25669cf997b168cae0bf8bad29c959cd4bf06a71a34971092fd4da91f973815,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,493977065.0,153,0,77,76,0,0,154,77,77,0,0,0,0,1,1,555472296.0,215562928.0,7401460.0,2.57684519853989,0.6442112996349725,20260810,22,1,1,c25669cf997b168cae0bf8bad29c959cd4bf06a71a34971092fd4da91f973815,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,493977065.0,153,0,77,76,0,0,154,77,77,0,0,0,0,1,1,555472296.0,215562928.0,7401460.0,2.57684519853989,0.6442112996349725,20260810,22,1,1,c25669cf997b168cae0bf8bad29c959cd4bf06a71a34971092fd4da91f973815,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,301098965.0,93,0,47,46,0,0,94,47,47,0,0,0,0,1,1,338560776.0,131333488.0,4573780.0,2.57787089306575,0.6444677232664375,20260810,23,1,1,435ce4d2825061f35845ff2a232c20580743c3985d08685e349da0cebe2d5b95,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,301098965.0,93,0,47,46,0,0,94,47,47,0,0,0,0,1,1,338560776.0,131333488.0,4573780.0,2.57787089306575,0.6444677232664375,20260810,23,1,1,435ce4d2825061f35845ff2a232c20580743c3985d08685e349da0cebe2d5b95,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,301098965.0,93,0,47,46,0,0,94,47,47,0,0,0,0,1,1,338560776.0,131333488.0,4573780.0,2.57787089306575,0.6444677232664375,20260810,23,1,1,435ce4d2825061f35845ff2a232c20580743c3985d08685e349da0cebe2d5b95,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,423255095.0,131,0,66,65,0,0,132,66,66,0,0,0,0,1,1,475938072.0,184678800.0,6364644.0,2.5771126518041054,0.6442781629510264,20260810,24,1,1,aafe829b5906e34f3995e629e0b83213db0e1aa046f6915241aa3e203d7432c4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,423255095.0,131,0,66,65,0,0,132,66,66,0,0,0,0,1,1,475938072.0,184678800.0,6364644.0,2.5771126518041054,0.6442781629510264,20260810,24,1,1,aafe829b5906e34f3995e629e0b83213db0e1aa046f6915241aa3e203d7432c4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,423255095.0,131,0,66,65,0,0,132,66,66,0,0,0,0,1,1,475938072.0,184678800.0,6364644.0,2.5771126518041054,0.6442781629510264,20260810,24,1,1,aafe829b5906e34f3995e629e0b83213db0e1aa046f6915241aa3e203d7432c4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,371820935.0,115,0,58,57,0,0,116,58,58,0,0,0,0,1,1,418095000.0,162217616.0,5610596.0,2.577371128422945,0.6443427821057363,20260810,25,1,1,7d71ddee09747d70f0ed4120a416f4aa0df87012bec797c98be411965bbbf8d6,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,371820935.0,115,0,58,57,0,0,116,58,58,0,0,0,0,1,1,418095000.0,162217616.0,5610596.0,2.577371128422945,0.6443427821057363,20260810,25,1,1,7d71ddee09747d70f0ed4120a416f4aa0df87012bec797c98be411965bbbf8d6,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,371820935.0,115,0,58,57,0,0,116,58,58,0,0,0,0,1,1,418095000.0,162217616.0,5610596.0,2.577371128422945,0.6443427821057363,20260810,25,1,1,7d71ddee09747d70f0ed4120a416f4aa0df87012bec797c98be411965bbbf8d6,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1564434980.0,484,0,242,242,0,0,2182,1940,242,1680,0,1,0,1,1,1759144608.0,682562240.0,23573456.0,2.5772662255679424,0.6443165563919856,20260810,26,1,1,cd31b96d2e6f9d9ac6d19bd62b64340a05fc9d6f6af4c47c45fd811845f2a41b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1564434980.0,484,0,242,242,0,0,2182,1940,242,1680,0,1,0,1,1,1759144608.0,682562240.0,23573456.0,2.5772662255679424,0.6443165563919856,20260810,26,1,1,cd31b96d2e6f9d9ac6d19bd62b64340a05fc9d6f6af4c47c45fd811845f2a41b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,1564434980.0,484,0,242,242,0,0,2182,1940,242,1680,0,1,0,1,1,1759144608.0,682562240.0,23573456.0,2.5772662255679424,0.6443165563919856,20260810,26,1,1,cd31b96d2e6f9d9ac6d19bd62b64340a05fc9d6f6af4c47c45fd811845f2a41b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260810,27,1,1,836a9d85050896f8a753a890b17cf60fdc978dc101162749e1109c1905bdca32,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260810,27,1,1,836a9d85050896f8a753a890b17cf60fdc978dc101162749e1109c1905bdca32,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260810,27,1,1,836a9d85050896f8a753a890b17cf60fdc978dc101162749e1109c1905bdca32,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,288240425.0,89,0,45,44,0,0,90,45,45,0,0,0,0,1,1,324100008.0,125718192.0,4385268.0,2.5779881403321485,0.6444970350830371,20260810,28,1,1,50a788e5c4e8096a0d45e798d8130d558d48ece87eb1d6158baa806c4f573ec7,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,288240425.0,89,0,45,44,0,0,90,45,45,0,0,0,0,1,1,324100008.0,125718192.0,4385268.0,2.5779881403321485,0.6444970350830371,20260810,28,1,1,50a788e5c4e8096a0d45e798d8130d558d48ece87eb1d6158baa806c4f573ec7,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,288240425.0,89,0,45,44,0,0,90,45,45,0,0,0,0,1,1,324100008.0,125718192.0,4385268.0,2.5779881403321485,0.6444970350830371,20260810,28,1,1,50a788e5c4e8096a0d45e798d8130d558d48ece87eb1d6158baa806c4f573ec7,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,1839816865.0,569,0,285,284,29,84,720,285,435,29,215,1,1,1,1,2068783848.0,802665136.0,27770212.0,2.5773934299794976,0.6443483574948744,20260810,29,1,1,13372a694e6fbf8d6aafcc8d62ec5e20b509b5f7221822c6d8c507eae0505b13,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,1748738130.0,541,0,285,256,29,56,720,285,435,29,215,1,1,1,2,1966384512.0,762969136.0,26355190.0,2.5772792361026777,0.6443198090256694,20260810,29,1,1,13372a694e6fbf8d6aafcc8d62ec5e20b509b5f7221822c6d8c507eae0505b13,0,0,0,0,-91078735.0,-4.9504239651591675,A_same_success_same_winner
P2_stagnation_1to3,0,1719806415.0,532,0,285,247,29,47,720,285,435,29,215,1,1,1,3,1933847784.0,750334720.0,25931038.0,2.577313474178564,0.644328368544641,20260810,29,1,1,13372a694e6fbf8d6aafcc8d62ec5e20b509b5f7221822c6d8c507eae0505b13,0,0,0,0,-120010450.0,-6.522956294348347,A_same_success_same_winner
P0_round_robin,1,698636980.0,216,0,108,108,0,0,267,159,108,0,0,0,0,1,1,785577312.0,304781696.0,10561400.0,2.577508171619335,0.6443770429048338,20260810,30,1,1,2de2823cb30c9d7395d19d9d8300b06c144cd8753b02391be77a1de2e11fb785,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,698636980.0,216,0,108,108,0,0,267,159,108,0,0,0,0,1,1,785577312.0,304781696.0,10561400.0,2.577508171619335,0.6443770429048338,20260810,30,1,1,2de2823cb30c9d7395d19d9d8300b06c144cd8753b02391be77a1de2e11fb785,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,698636980.0,216,0,108,108,0,0,267,159,108,0,0,0,0,1,1,785577312.0,304781696.0,10561400.0,2.577508171619335,0.6443770429048338,20260810,30,1,1,2de2823cb30c9d7395d19d9d8300b06c144cd8753b02391be77a1de2e11fb785,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1525859360.0,472,0,236,236,36,28,550,314,236,114,28,1,1,1,1,1715762304.0,665716352.0,23007920.0,2.577317349717136,0.644329337429284,20260810,31,1,1,9f284e25e97d43be07d762019019ba262af949dd57836ee0a0cc8e87fb459677,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1513000820.0,468,0,232,236,32,28,550,314,236,114,28,1,1,2,1,1701301536.0,660101056.0,22819408.0,2.577334970965415,0.6443337427413538,20260810,31,1,1,9f284e25e97d43be07d762019019ba262af949dd57836ee0a0cc8e87fb459677,0,0,0,0,-12858540.0,-0.842708072387488,A_same_success_same_winner
P2_stagnation_1to3,1,1509786185.0,467,0,231,236,31,28,550,314,236,114,28,1,1,3,1,1697686344.0,658697232.0,22772280.0,2.5773394232207734,0.6443348558051933,20260810,31,1,1,9f284e25e97d43be07d762019019ba262af949dd57836ee0a0cc8e87fb459677,0,0,0,0,-16073175.0,-1.05338509048436,A_same_success_same_winner
P0_round_robin,0,243235535.0,75,0,38,37,0,0,76,38,38,0,0,0,0,1,1,273487320.0,106064656.0,3725476.0,2.5784962711800996,0.6446240677950249,20260811,0,1,1,623bd3f41f15186e7c2007503296234ef13a939a492c5cfb3965ce17ed59ec43,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,243235535.0,75,0,38,37,0,0,76,38,38,0,0,0,0,1,1,273487320.0,106064656.0,3725476.0,2.5784962711800996,0.6446240677950249,20260811,0,1,1,623bd3f41f15186e7c2007503296234ef13a939a492c5cfb3965ce17ed59ec43,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,243235535.0,75,0,38,37,0,0,76,38,38,0,0,0,0,1,1,273487320.0,106064656.0,3725476.0,2.5784962711800996,0.6446240677950249,20260811,0,1,1,623bd3f41f15186e7c2007503296234ef13a939a492c5cfb3965ce17ed59ec43,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,685778440.0,212,0,106,106,0,0,446,340,106,80,0,1,0,1,1,771116544.0,299166400.0,10372888.0,2.5775506340284204,0.6443876585071051,20260811,1,1,1,f822bb611cedad1333ddc29cc08a73a0153198771cef45142e900b93d81b3f42,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,685778440.0,212,0,106,106,0,0,446,340,106,80,0,1,0,1,1,771116544.0,299166400.0,10372888.0,2.5775506340284204,0.6443876585071051,20260811,1,1,1,f822bb611cedad1333ddc29cc08a73a0153198771cef45142e900b93d81b3f42,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,685778440.0,212,0,106,106,0,0,446,340,106,80,0,1,0,1,1,771116544.0,299166400.0,10372888.0,2.5775506340284204,0.6443876585071051,20260811,1,1,1,f822bb611cedad1333ddc29cc08a73a0153198771cef45142e900b93d81b3f42,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,326816045.0,101,0,51,50,0,0,102,51,51,0,0,0,0,1,1,367482312.0,142564080.0,4950804.0,2.5776641072561897,0.6444160268140474,20260811,2,1,1,727ab8669de99d3b84d7179ff3ffb1c8b36e7ffb69668de2ec03c1590dfe63ef,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,326816045.0,101,0,51,50,0,0,102,51,51,0,0,0,0,1,1,367482312.0,142564080.0,4950804.0,2.5776641072561897,0.6444160268140474,20260811,2,1,1,727ab8669de99d3b84d7179ff3ffb1c8b36e7ffb69668de2ec03c1590dfe63ef,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,326816045.0,101,0,51,50,0,0,102,51,51,0,0,0,0,1,1,367482312.0,142564080.0,4950804.0,2.5776641072561897,0.6444160268140474,20260811,2,1,1,727ab8669de99d3b84d7179ff3ffb1c8b36e7ffb69668de2ec03c1590dfe63ef,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,288240425.0,89,0,45,44,0,0,90,45,45,0,0,0,0,1,1,324100008.0,125718192.0,4385268.0,2.5779881403321485,0.6444970350830371,20260811,3,1,1,227e62945eb52c70648916ab6f29599114ee8a804604392a0c826b405ae8982b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,288240425.0,89,0,45,44,0,0,90,45,45,0,0,0,0,1,1,324100008.0,125718192.0,4385268.0,2.5779881403321485,0.6444970350830371,20260811,3,1,1,227e62945eb52c70648916ab6f29599114ee8a804604392a0c826b405ae8982b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,288240425.0,89,0,45,44,0,0,90,45,45,0,0,0,0,1,1,324100008.0,125718192.0,4385268.0,2.5779881403321485,0.6444970350830371,20260811,3,1,1,227e62945eb52c70648916ab6f29599114ee8a804604392a0c826b405ae8982b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,733997965.0,227,0,114,113,0,0,464,114,350,0,90,0,1,1,1,825344424.0,320223760.0,11079808.0,2.577399078694223,0.6443497696735557,20260811,4,1,1,68bd5659bfa50f9b15b2f8ae40fe9a91bb638356236877b7d15e898c6ffde2f2,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,733997965.0,227,0,114,113,0,0,464,114,350,0,90,0,1,1,1,825344424.0,320223760.0,11079808.0,2.577399078694223,0.6443497696735557,20260811,4,1,1,68bd5659bfa50f9b15b2f8ae40fe9a91bb638356236877b7d15e898c6ffde2f2,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,733997965.0,227,0,114,113,0,0,464,114,350,0,90,0,1,1,1,825344424.0,320223760.0,11079808.0,2.577399078694223,0.6443497696735557,20260811,4,1,1,68bd5659bfa50f9b15b2f8ae40fe9a91bb638356236877b7d15e898c6ffde2f2,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,643988185.0,199,0,100,99,0,0,262,100,162,0,0,0,0,1,1,724119048.0,280916688.0,9760224.0,2.5777003607560687,0.6444250901890172,20260811,5,1,1,8193df34d0530ac12bd7df388ddd815cc0186b81acac8e57d9fe3f1a360c99d0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,643988185.0,199,0,100,99,0,0,262,100,162,0,0,0,0,1,1,724119048.0,280916688.0,9760224.0,2.5777003607560687,0.6444250901890172,20260811,5,1,1,8193df34d0530ac12bd7df388ddd815cc0186b81acac8e57d9fe3f1a360c99d0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,643988185.0,199,0,100,99,0,0,262,100,162,0,0,0,0,1,1,724119048.0,280916688.0,9760224.0,2.5777003607560687,0.6444250901890172,20260811,5,1,1,8193df34d0530ac12bd7df388ddd815cc0186b81acac8e57d9fe3f1a360c99d0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,133937945.0,41,0,21,20,0,0,42,21,21,0,0,0,0,1,1,150570792.0,58334640.0,2123124.0,2.58115575925385,0.6452889398134625,20260811,6,1,1,81a5d43abc76e1b4952cb72961ca3f6cdad65de4fc4ab7b1fcf7cd3639c39b46,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,133937945.0,41,0,21,20,0,0,42,21,21,0,0,0,0,1,1,150570792.0,58334640.0,2123124.0,2.58115575925385,0.6452889398134625,20260811,6,1,1,81a5d43abc76e1b4952cb72961ca3f6cdad65de4fc4ab7b1fcf7cd3639c39b46,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,133937945.0,41,0,21,20,0,0,42,21,21,0,0,0,0,1,1,150570792.0,58334640.0,2123124.0,2.58115575925385,0.6452889398134625,20260811,6,1,1,81a5d43abc76e1b4952cb72961ca3f6cdad65de4fc4ab7b1fcf7cd3639c39b46,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,500406335.0,155,0,78,77,0,0,156,78,78,0,0,0,0,1,1,562702680.0,218370576.0,7495716.0,2.5768246359344675,0.6442061589836169,20260811,7,1,1,a52fef0b0f069380c953697b12f2c7ec6f012e6a8a680a2aab7a27c13d8c7b9b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,500406335.0,155,0,78,77,0,0,156,78,78,0,0,0,0,1,1,562702680.0,218370576.0,7495716.0,2.5768246359344675,0.6442061589836169,20260811,7,1,1,a52fef0b0f069380c953697b12f2c7ec6f012e6a8a680a2aab7a27c13d8c7b9b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,500406335.0,155,0,78,77,0,0,156,78,78,0,0,0,0,1,1,562702680.0,218370576.0,7495716.0,2.5768246359344675,0.6442061589836169,20260811,7,1,1,a52fef0b0f069380c953697b12f2c7ec6f012e6a8a680a2aab7a27c13d8c7b9b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,711495520.0,220,0,110,110,0,0,223,113,110,0,0,0,0,1,1,800038080.0,310396992.0,10749912.0,2.5774672455588745,0.6443668113897186,20260811,8,1,1,74c1e38c5bcbd8709224db7ceb596c0b9134c3ee0b900f60987e8ce975d20688,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,711495520.0,220,0,110,110,0,0,223,113,110,0,0,0,0,1,1,800038080.0,310396992.0,10749912.0,2.5774672455588745,0.6443668113897186,20260811,8,1,1,74c1e38c5bcbd8709224db7ceb596c0b9134c3ee0b900f60987e8ce975d20688,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,711495520.0,220,0,110,110,0,0,223,113,110,0,0,0,0,1,1,800038080.0,310396992.0,10749912.0,2.5774672455588745,0.6443668113897186,20260811,8,1,1,74c1e38c5bcbd8709224db7ceb596c0b9134c3ee0b900f60987e8ce975d20688,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,474689255.0,147,0,74,73,0,0,148,74,74,0,0,0,0,1,1,533781144.0,207139984.0,7118692.0,2.5769102309093546,0.6442275577273386,20260811,9,1,1,0c6b317f3b6b0d3a00ac07f5ff5a985f827c64e0d017fd293ee03fba9e9bb348,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,474689255.0,147,0,74,73,0,0,148,74,74,0,0,0,0,1,1,533781144.0,207139984.0,7118692.0,2.5769102309093546,0.6442275577273386,20260811,9,1,1,0c6b317f3b6b0d3a00ac07f5ff5a985f827c64e0d017fd293ee03fba9e9bb348,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,474689255.0,147,0,74,73,0,0,148,74,74,0,0,0,0,1,1,533781144.0,207139984.0,7118692.0,2.5769102309093546,0.6442275577273386,20260811,9,1,1,0c6b317f3b6b0d3a00ac07f5ff5a985f827c64e0d017fd293ee03fba9e9bb348,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,204659915.0,63,0,32,31,0,0,64,32,32,0,0,0,0,1,1,230105016.0,89218768.0,3159940.0,2.5791099917452347,0.6447774979363087,20260811,10,1,1,ec771f8c46d1eaa10a01dd9fb1eeb35894eda9a68ed4a45416028b61eefa43df,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,204659915.0,63,0,32,31,0,0,64,32,32,0,0,0,0,1,1,230105016.0,89218768.0,3159940.0,2.5791099917452347,0.6447774979363087,20260811,10,1,1,ec771f8c46d1eaa10a01dd9fb1eeb35894eda9a68ed4a45416028b61eefa43df,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,204659915.0,63,0,32,31,0,0,64,32,32,0,0,0,0,1,1,230105016.0,89218768.0,3159940.0,2.5791099917452347,0.6447774979363087,20260811,10,1,1,ec771f8c46d1eaa10a01dd9fb1eeb35894eda9a68ed4a45416028b61eefa43df,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,468259985.0,145,0,73,72,0,0,146,73,73,0,0,0,0,1,1,526550760.0,204332336.0,7024436.0,2.576933099810497,0.6442332749526243,20260811,11,1,1,03e71d9c15fa41852f5d0bf7cbe87ee9ee69024d615f3d91b760e6d7bacf14db,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,468259985.0,145,0,73,72,0,0,146,73,73,0,0,0,0,1,1,526550760.0,204332336.0,7024436.0,2.576933099810497,0.6442332749526243,20260811,11,1,1,03e71d9c15fa41852f5d0bf7cbe87ee9ee69024d615f3d91b760e6d7bacf14db,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,468259985.0,145,0,73,72,0,0,146,73,73,0,0,0,0,1,1,526550760.0,204332336.0,7024436.0,2.576933099810497,0.6442332749526243,20260811,11,1,1,03e71d9c15fa41852f5d0bf7cbe87ee9ee69024d615f3d91b760e6d7bacf14db,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,705066250.0,218,0,109,109,0,0,246,137,109,0,0,0,0,1,1,792807696.0,307589344.0,10655656.0,2.5774875218043967,0.6443718804510992,20260811,12,1,1,f979b9bbbaee6e45e6390c02d576350a2533418f7a30703b0971cc926862c1ac,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,705066250.0,218,0,109,109,0,0,246,137,109,0,0,0,0,1,1,792807696.0,307589344.0,10655656.0,2.5774875218043967,0.6443718804510992,20260811,12,1,1,f979b9bbbaee6e45e6390c02d576350a2533418f7a30703b0971cc926862c1ac,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,705066250.0,218,0,109,109,0,0,246,137,109,0,0,0,0,1,1,792807696.0,307589344.0,10655656.0,2.5774875218043967,0.6443718804510992,20260811,12,1,1,f979b9bbbaee6e45e6390c02d576350a2533418f7a30703b0971cc926862c1ac,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,811149205.0,251,0,126,125,0,0,702,126,576,0,316,0,1,1,1,912109032.0,353915536.0,12210880.0,2.577194102041341,0.6442985255103353,20260811,13,1,1,b95f8ce8ed8cc0d8139d1480efa05224b3412d0448a2272ccee6a7287f009ecd,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,811149205.0,251,0,126,125,0,0,702,126,576,0,316,0,1,1,1,912109032.0,353915536.0,12210880.0,2.577194102041341,0.6442985255103353,20260811,13,1,1,b95f8ce8ed8cc0d8139d1480efa05224b3412d0448a2272ccee6a7287f009ecd,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,811149205.0,251,0,126,125,0,0,702,126,576,0,316,0,1,1,1,912109032.0,353915536.0,12210880.0,2.577194102041341,0.6442985255103353,20260811,13,1,1,b95f8ce8ed8cc0d8139d1480efa05224b3412d0448a2272ccee6a7287f009ecd,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,230376995.0,71,0,36,35,0,0,72,36,36,0,0,0,0,1,1,259026552.0,100449360.0,3536964.0,2.578677972662046,0.6446694931655115,20260811,14,1,1,aae339ed1041de1c2f8365d2614f29653b87d72446cd2182f7282ae07278ed73,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,230376995.0,71,0,36,35,0,0,72,36,36,0,0,0,0,1,1,259026552.0,100449360.0,3536964.0,2.578677972662046,0.6446694931655115,20260811,14,1,1,aae339ed1041de1c2f8365d2614f29653b87d72446cd2182f7282ae07278ed73,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,230376995.0,71,0,36,35,0,0,72,36,36,0,0,0,0,1,1,259026552.0,100449360.0,3536964.0,2.578677972662046,0.6446694931655115,20260811,14,1,1,aae339ed1041de1c2f8365d2614f29653b87d72446cd2182f7282ae07278ed73,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,2824556360.0,874,0,437,437,237,237,974,537,437,337,237,1,1,1,1,3176113248.0,1232387168.0,42526004.0,2.5772040885125476,0.6443010221281369,20260811,15,1,1,6b028c38deacd163c1058b86971f6e9cac7e86ac5ff03ff75de1b9199bce73a8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,2824556360.0,874,0,437,437,237,237,974,537,437,337,237,1,1,1,1,3176113248.0,1232387168.0,42526004.0,2.5772040885125476,0.6443010221281369,20260811,15,1,1,6b028c38deacd163c1058b86971f6e9cac7e86ac5ff03ff75de1b9199bce73a8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,2824556360.0,874,0,437,437,237,237,974,537,437,337,237,1,1,1,1,3176113248.0,1232387168.0,42526004.0,2.5772040885125476,0.6443010221281369,20260811,15,1,1,6b028c38deacd163c1058b86971f6e9cac7e86ac5ff03ff75de1b9199bce73a8,0,0,0,0,0.0,0.0,A_same_success_same_winner
