policy,winner,first_success_cycles,first_success_quanta,global_failure,e0_work_before_first,e1_work_before_first,e0_flagged_work_before_first,e1_flagged_work_before_first,total_full_service_quanta,e0_total_work,e1_total_work,e0_flagged_work,e1_flagged_work,e0_ever_flagged,e1_ever_flagged,max_e0_service_gap,max_e1_service_gap,total_requested_accesses,total_issued_groups,total_retry_subsets,mean_active_lanes,lane_utilization,sample_seed,shot,winner_logical_correct,winner_syndrome_valid,winner_correction_hash,changed_winner,lost_success,logical_regression,invalid,cycles_delta_vs_round_robin,cycles_percent_vs_round_robin,classification
P0_round_robin,1,1022238390.0,316,0,158,158,0,0,358,200,158,0,0,0,0,1,1,1149444432.0,445941952.0,15465076.0,2.577565144622231,0.6443912861555577,20260809,25,1,1,08dc20c4571e4b98d48eccb6f49778dcc2278cafd31d60a9c42067bce2acf382,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1022238390.0,316,0,158,158,0,0,358,200,158,0,0,0,0,1,1,1149444432.0,445941952.0,15465076.0,2.577565144622231,0.6443912861555577,20260809,25,1,1,08dc20c4571e4b98d48eccb6f49778dcc2278cafd31d60a9c42067bce2acf382,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,1022238390.0,316,0,158,158,0,0,358,200,158,0,0,0,0,1,1,1149444432.0,445941952.0,15465076.0,2.577565144622231,0.6443912861555577,20260809,25,1,1,08dc20c4571e4b98d48eccb6f49778dcc2278cafd31d60a9c42067bce2acf382,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,666490630.0,206,0,103,103,0,0,236,133,103,0,0,0,0,1,1,749425392.0,290743456.0,10090120.0,2.577617403020758,0.6444043507551895,20260809,26,1,1,edf14959d9861463cd3008dd9fdd91f1dc6a7ac02fc956c9cb6fc35a53e5a544,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,666490630.0,206,0,103,103,0,0,236,133,103,0,0,0,0,1,1,749425392.0,290743456.0,10090120.0,2.577617403020758,0.6444043507551895,20260809,26,1,1,edf14959d9861463cd3008dd9fdd91f1dc6a7ac02fc956c9cb6fc35a53e5a544,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,666490630.0,206,0,103,103,0,0,236,133,103,0,0,0,0,1,1,749425392.0,290743456.0,10090120.0,2.577617403020758,0.6444043507551895,20260809,26,1,1,edf14959d9861463cd3008dd9fdd91f1dc6a7ac02fc956c9cb6fc35a53e5a544,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,692207710.0,214,0,107,107,0,0,337,230,107,30,0,1,0,1,1,778346928.0,301974048.0,10467144.0,2.5775292054236396,0.6443823013559099,20260809,27,1,1,f7ebeb68de32fa93c732da4a3d9038663bd90749759eef8eeb51e3cd76d4ba4f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,692207710.0,214,0,107,107,0,0,337,230,107,30,0,1,0,1,1,778346928.0,301974048.0,10467144.0,2.5775292054236396,0.6443823013559099,20260809,27,1,1,f7ebeb68de32fa93c732da4a3d9038663bd90749759eef8eeb51e3cd76d4ba4f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,692207710.0,214,0,107,107,0,0,337,230,107,30,0,1,0,1,1,778346928.0,301974048.0,10467144.0,2.5775292054236396,0.6443823013559099,20260809,27,1,1,f7ebeb68de32fa93c732da4a3d9038663bd90749759eef8eeb51e3cd76d4ba4f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,1871963215.0,579,0,290,289,0,0,658,290,368,0,48,0,1,1,1,2104935768.0,816703376.0,28241492.0,2.577356516278194,0.6443391290695485,20260809,28,1,1,259e522986f068f0fdcef63be411511a1ff5066d1a2297081053eff98ffbde73,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,1871963215.0,579,0,290,289,0,0,658,290,368,0,48,0,1,1,1,2104935768.0,816703376.0,28241492.0,2.577356516278194,0.6443391290695485,20260809,28,1,1,259e522986f068f0fdcef63be411511a1ff5066d1a2297081053eff98ffbde73,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,1871963215.0,579,0,290,289,0,0,658,290,368,0,48,0,1,1,1,2104935768.0,816703376.0,28241492.0,2.577356516278194,0.6443391290695485,20260809,28,1,1,259e522986f068f0fdcef63be411511a1ff5066d1a2297081053eff98ffbde73,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,885085810.0,274,0,137,137,0,0,688,551,137,288,0,1,0,1,1,995258448.0,386203488.0,13294824.0,2.5770312255698737,0.6442578063924684,20260809,29,1,1,81820b4d93b36170a8e8d9dd57113881c5dd5ba62345bdbd8948633c394b6e7b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,885085810.0,274,0,137,137,0,0,688,551,137,288,0,1,0,1,1,995258448.0,386203488.0,13294824.0,2.5770312255698737,0.6442578063924684,20260809,29,1,1,81820b4d93b36170a8e8d9dd57113881c5dd5ba62345bdbd8948633c394b6e7b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,885085810.0,274,0,137,137,0,0,688,551,137,288,0,1,0,1,1,995258448.0,386203488.0,13294824.0,2.5770312255698737,0.6442578063924684,20260809,29,1,1,81820b4d93b36170a8e8d9dd57113881c5dd5ba62345bdbd8948633c394b6e7b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260809,30,1,1,533debbe8464ce12a2894e212bd67b58e80d6d07ad11e7f70854d5689a6ea803,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260809,30,1,1,533debbe8464ce12a2894e212bd67b58e80d6d07ad11e7f70854d5689a6ea803,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260809,30,1,1,533debbe8464ce12a2894e212bd67b58e80d6d07ad11e7f70854d5689a6ea803,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,140367215.0,43,0,22,21,0,0,44,22,22,0,0,0,0,1,1,157801176.0,61142288.0,2217380.0,2.5808843790732854,0.6452210947683213,20260809,31,1,1,21c59019b6e72bd115e130ef5ccbf98c1bb74a142a90e2ed70d1d872c26820bf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,140367215.0,43,0,22,21,0,0,44,22,22,0,0,0,0,1,1,157801176.0,61142288.0,2217380.0,2.5808843790732854,0.6452210947683213,20260809,31,1,1,21c59019b6e72bd115e130ef5ccbf98c1bb74a142a90e2ed70d1d872c26820bf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,140367215.0,43,0,22,21,0,0,44,22,22,0,0,0,0,1,1,157801176.0,61142288.0,2217380.0,2.5808843790732854,0.6452210947683213,20260809,31,1,1,21c59019b6e72bd115e130ef5ccbf98c1bb74a142a90e2ed70d1d872c26820bf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,429684365.0,133,0,67,66,0,0,134,67,67,0,0,0,0,1,1,483168456.0,187486448.0,6458900.0,2.5770846968096595,0.6442711742024149,20260810,0,1,1,833236ec656ea6d1f3407389461d7ab3ee7b879585e5f0cbee2f6872ab14f036,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,429684365.0,133,0,67,66,0,0,134,67,67,0,0,0,0,1,1,483168456.0,187486448.0,6458900.0,2.5770846968096595,0.6442711742024149,20260810,0,1,1,833236ec656ea6d1f3407389461d7ab3ee7b879585e5f0cbee2f6872ab14f036,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,429684365.0,133,0,67,66,0,0,134,67,67,0,0,0,0,1,1,483168456.0,187486448.0,6458900.0,2.5770846968096595,0.6442711742024149,20260810,0,1,1,833236ec656ea6d1f3407389461d7ab3ee7b879585e5f0cbee2f6872ab14f036,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,198230645.0,61,0,31,30,0,0,62,31,31,0,0,0,0,1,1,222874632.0,86411120.0,3065684.0,2.579235542832913,0.6448088857082283,20260810,1,1,1,5e2b86aab5790e9c601c5c47ea1b29b0ea70371fad2ba2e8ab7c6ee8e6746880,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,198230645.0,61,0,31,30,0,0,62,31,31,0,0,0,0,1,1,222874632.0,86411120.0,3065684.0,2.579235542832913,0.6448088857082283,20260810,1,1,1,5e2b86aab5790e9c601c5c47ea1b29b0ea70371fad2ba2e8ab7c6ee8e6746880,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,198230645.0,61,0,31,30,0,0,62,31,31,0,0,0,0,1,1,222874632.0,86411120.0,3065684.0,2.579235542832913,0.6448088857082283,20260810,1,1,1,5e2b86aab5790e9c601c5c47ea1b29b0ea70371fad2ba2e8ab7c6ee8e6746880,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,474689255.0,147,0,74,73,0,0,148,74,74,0,0,0,0,1,1,533781144.0,207139984.0,7118692.0,2.5769102309093546,0.6442275577273386,20260810,2,1,1,939fa2d52f804ece5f2b2e7581f3be2c6abae53555bcacbf6bd940b7ddc2565d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,474689255.0,147,0,74,73,0,0,148,74,74,0,0,0,0,1,1,533781144.0,207139984.0,7118692.0,2.5769102309093546,0.6442275577273386,20260810,2,1,1,939fa2d52f804ece5f2b2e7581f3be2c6abae53555bcacbf6bd940b7ddc2565d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,474689255.0,147,0,74,73,0,0,148,74,74,0,0,0,0,1,1,533781144.0,207139984.0,7118692.0,2.5769102309093546,0.6442275577273386,20260810,2,1,1,939fa2d52f804ece5f2b2e7581f3be2c6abae53555bcacbf6bd940b7ddc2565d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,708280885.0,219,0,110,109,0,0,262,110,152,0,0,0,0,1,1,796422888.0,308993168.0,10702784.0,2.5774773376219113,0.6443693344054778,20260810,3,1,1,3f85690307d97d40d0c0cf599487ba29a2ae9b6679554588f6e00d41d58f0e8c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,708280885.0,219,0,110,109,0,0,262,110,152,0,0,0,0,1,1,796422888.0,308993168.0,10702784.0,2.5774773376219113,0.6443693344054778,20260810,3,1,1,3f85690307d97d40d0c0cf599487ba29a2ae9b6679554588f6e00d41d58f0e8c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,708280885.0,219,0,110,109,0,0,262,110,152,0,0,0,0,1,1,796422888.0,308993168.0,10702784.0,2.5774773376219113,0.6443693344054778,20260810,3,1,1,3f85690307d97d40d0c0cf599487ba29a2ae9b6679554588f6e00d41d58f0e8c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1182970140.0,366,0,183,183,0,0,1150,967,183,439,0,1,0,1,1,1330204032.0,516133152.0,17821476.0,2.5772497403925723,0.6443124350981431,20260810,4,1,1,0174b34eedc4bc477e9de1bcfc473f3636d47975d1b8d7e8a47b128f2aea19a4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1182970140.0,366,0,183,183,0,0,1150,967,183,439,0,1,0,1,1,1330204032.0,516133152.0,17821476.0,2.5772497403925723,0.6443124350981431,20260810,4,1,1,0174b34eedc4bc477e9de1bcfc473f3636d47975d1b8d7e8a47b128f2aea19a4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,1182970140.0,366,0,183,183,0,0,1150,967,183,439,0,1,0,1,1,1330204032.0,516133152.0,17821476.0,2.5772497403925723,0.6443124350981431,20260810,4,1,1,0174b34eedc4bc477e9de1bcfc473f3636d47975d1b8d7e8a47b128f2aea19a4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,313957505.0,97,0,49,48,0,0,98,49,49,0,0,0,0,1,1,353021544.0,136948784.0,4762292.0,2.5777632607530125,0.6444408151882531,20260810,5,1,1,546607a62d2ecfe425629800649c1332b286c935382f49a035daac8e7e2067ff,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,313957505.0,97,0,49,48,0,0,98,49,49,0,0,0,0,1,1,353021544.0,136948784.0,4762292.0,2.5777632607530125,0.6444408151882531,20260810,5,1,1,546607a62d2ecfe425629800649c1332b286c935382f49a035daac8e7e2067ff,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,313957505.0,97,0,49,48,0,0,98,49,49,0,0,0,0,1,1,353021544.0,136948784.0,4762292.0,2.5777632607530125,0.6444408151882531,20260810,5,1,1,546607a62d2ecfe425629800649c1332b286c935382f49a035daac8e7e2067ff,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,146796485.0,45,0,23,22,0,0,46,23,23,0,0,0,0,1,1,165031560.0,63949936.0,2311636.0,2.5806368281588274,0.6451592070397069,20260810,6,1,1,b2ea28dbd91d49ac36debb6bad45c8a4fed8bbe3e66ac39d7bc0c47171d01de5,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,146796485.0,45,0,23,22,0,0,46,23,23,0,0,0,0,1,1,165031560.0,63949936.0,2311636.0,2.5806368281588274,0.6451592070397069,20260810,6,1,1,b2ea28dbd91d49ac36debb6bad45c8a4fed8bbe3e66ac39d7bc0c47171d01de5,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,146796485.0,45,0,23,22,0,0,46,23,23,0,0,0,0,1,1,165031560.0,63949936.0,2311636.0,2.5806368281588274,0.6451592070397069,20260810,6,1,1,b2ea28dbd91d49ac36debb6bad45c8a4fed8bbe3e66ac39d7bc0c47171d01de5,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1118677440.0,346,0,173,173,0,0,363,190,173,0,0,0,0,1,1,1257900192.0,488056672.0,16878916.0,2.577365015511969,0.6443412538779922,20260810,7,1,1,31a509d9cd02e193f84570d3fadab2b7e7eaf88d5c649109d87feb6c11a39f99,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1118677440.0,346,0,173,173,0,0,363,190,173,0,0,0,0,1,1,1257900192.0,488056672.0,16878916.0,2.577365015511969,0.6443412538779922,20260810,7,1,1,31a509d9cd02e193f84570d3fadab2b7e7eaf88d5c649109d87feb6c11a39f99,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,1118677440.0,346,0,173,173,0,0,363,190,173,0,0,0,0,1,1,1257900192.0,488056672.0,16878916.0,2.577365015511969,0.6443412538779922,20260810,7,1,1,31a509d9cd02e193f84570d3fadab2b7e7eaf88d5c649109d87feb6c11a39f99,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,663275995.0,205,0,103,102,0,0,238,103,135,0,0,0,0,1,1,745810200.0,289339632.0,10042992.0,2.5776289091291855,0.6444072272822964,20260810,8,1,1,882f80d2fea6275eae964c0e0ac7859c8638ece2be81fd66e724894696028a4c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,663275995.0,205,0,103,102,0,0,238,103,135,0,0,0,0,1,1,745810200.0,289339632.0,10042992.0,2.5776289091291855,0.6444072272822964,20260810,8,1,1,882f80d2fea6275eae964c0e0ac7859c8638ece2be81fd66e724894696028a4c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,663275995.0,205,0,103,102,0,0,238,103,135,0,0,0,0,1,1,745810200.0,289339632.0,10042992.0,2.5776289091291855,0.6444072272822964,20260810,8,1,1,882f80d2fea6275eae964c0e0ac7859c8638ece2be81fd66e724894696028a4c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,3510334800.0,1086,0,543,543,62,129,1973,1430,543,949,129,1,1,1,1,3947229792.0,1531553568.0,52898892.0,2.577271781067732,0.644317945266933,20260810,9,1,1,6cc54a69b2baaea5bcb0c72a09a7de569d54861299768d57a8472f27772a274e,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,3620701345.0,1120,0,577,543,96,129,1973,1430,543,949,129,1,1,1,2,4071320280.0,1579672512.0,54596682.0,2.577319190574103,0.6443297976435257,20260810,9,1,1,6cc54a69b2baaea5bcb0c72a09a7de569d54861299768d57a8472f27772a274e,0,0,0,0,110366545.0,3.144046117766308,C_same_logical_outcome_later_convergence
P2_stagnation_1to3,1,3652847695.0,1130,0,587,543,106,129,1973,1430,543,949,129,1,1,2,3,4107472200.0,1593710752.0,55067962.0,2.577300927941534,0.6443252319853835,20260810,9,1,1,6cc54a69b2baaea5bcb0c72a09a7de569d54861299768d57a8472f27772a274e,0,0,0,0,142512895.0,4.059809195407804,C_same_logical_outcome_later_convergence
P0_round_robin,0,268952615.0,83,0,42,41,0,0,84,42,42,0,0,0,0,1,1,302408856.0,117295248.0,4102500.0,2.5781850599778773,0.6445462649944693,20260810,10,1,1,fe21e477f3741480052c14ecb5d746d7a47f7de398782e034cc78ff3a6029345,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,268952615.0,83,0,42,41,0,0,84,42,42,0,0,0,0,1,1,302408856.0,117295248.0,4102500.0,2.5781850599778773,0.6445462649944693,20260810,10,1,1,fe21e477f3741480052c14ecb5d746d7a47f7de398782e034cc78ff3a6029345,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,268952615.0,83,0,42,41,0,0,84,42,42,0,0,0,0,1,1,302408856.0,117295248.0,4102500.0,2.5781850599778773,0.6445462649944693,20260810,10,1,1,fe21e477f3741480052c14ecb5d746d7a47f7de398782e034cc78ff3a6029345,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,320386775.0,99,0,50,49,0,0,100,50,50,0,0,0,0,1,1,360251928.0,139756432.0,4856548.0,2.5777126880285555,0.6444281720071389,20260810,11,1,1,e0e469c1c69843125bdd554f6848306b1ed0660bae708bb18db8ce0a47ce4416,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,320386775.0,99,0,50,49,0,0,100,50,50,0,0,0,0,1,1,360251928.0,139756432.0,4856548.0,2.5777126880285555,0.6444281720071389,20260810,11,1,1,e0e469c1c69843125bdd554f6848306b1ed0660bae708bb18db8ce0a47ce4416,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,320386775.0,99,0,50,49,0,0,100,50,50,0,0,0,0,1,1,360251928.0,139756432.0,4856548.0,2.5777126880285555,0.6444281720071389,20260810,11,1,1,e0e469c1c69843125bdd554f6848306b1ed0660bae708bb18db8ce0a47ce4416,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260810,12,1,1,19b10427e6aa33f940d9e2acc613703527e348fe3b54f79a590052d6b6181a68,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260810,12,1,1,19b10427e6aa33f940d9e2acc613703527e348fe3b54f79a590052d6b6181a68,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260810,12,1,1,19b10427e6aa33f940d9e2acc613703527e348fe3b54f79a590052d6b6181a68,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,891515080.0,276,0,138,138,0,0,327,189,138,0,0,0,0,1,1,1002488832.0,389011136.0,13389080.0,2.5770183401639177,0.6442545850409794,20260810,13,1,1,1a4907ffaa23903617fd32a4039f40f5d45062e758c338bb7036d2cb28ee1778,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,891515080.0,276,0,138,138,0,0,327,189,138,0,0,0,0,1,1,1002488832.0,389011136.0,13389080.0,2.5770183401639177,0.6442545850409794,20260810,13,1,1,1a4907ffaa23903617fd32a4039f40f5d45062e758c338bb7036d2cb28ee1778,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,891515080.0,276,0,138,138,0,0,327,189,138,0,0,0,0,1,1,1002488832.0,389011136.0,13389080.0,2.5770183401639177,0.6442545850409794,20260810,13,1,1,1a4907ffaa23903617fd32a4039f40f5d45062e758c338bb7036d2cb28ee1778,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,403967285.0,125,0,63,62,0,0,126,63,63,0,0,0,0,1,1,454246920.0,176255856.0,6081876.0,2.5772018604590365,0.6443004651147591,20260810,14,1,1,9dc3122ad295e5b85459ccc7e9786380d21740260091139269df27ed04b40e29,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,403967285.0,125,0,63,62,0,0,126,63,63,0,0,0,0,1,1,454246920.0,176255856.0,6081876.0,2.5772018604590365,0.6443004651147591,20260810,14,1,1,9dc3122ad295e5b85459ccc7e9786380d21740260091139269df27ed04b40e29,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,403967285.0,125,0,63,62,0,0,126,63,63,0,0,0,0,1,1,454246920.0,176255856.0,6081876.0,2.5772018604590365,0.6443004651147591,20260810,14,1,1,9dc3122ad295e5b85459ccc7e9786380d21740260091139269df27ed04b40e29,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,108220865.0,33,0,17,16,0,0,34,17,17,0,0,0,0,1,1,121649256.0,47104048.0,1746100.0,2.5825647935820717,0.6456411983955179,20260810,15,1,1,df8ce155949f1c9d985f05a52fc1b6392a5c3e51620eb98cc987b3b2ef72eebb,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,108220865.0,33,0,17,16,0,0,34,17,17,0,0,0,0,1,1,121649256.0,47104048.0,1746100.0,2.5825647935820717,0.6456411983955179,20260810,15,1,1,df8ce155949f1c9d985f05a52fc1b6392a5c3e51620eb98cc987b3b2ef72eebb,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,108220865.0,33,0,17,16,0,0,34,17,17,0,0,0,0,1,1,121649256.0,47104048.0,1746100.0,2.5825647935820717,0.6456411983955179,20260810,15,1,1,df8ce155949f1c9d985f05a52fc1b6392a5c3e51620eb98cc987b3b2ef72eebb,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,301098965.0,93,0,47,46,0,0,94,47,47,0,0,0,0,1,1,338560776.0,131333488.0,4573780.0,2.57787089306575,0.6444677232664375,20260810,16,1,1,cc85b3c7f24afab27c1e372a24abcc105ceb6564a57d15a2ce58241bb209c7f7,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,301098965.0,93,0,47,46,0,0,94,47,47,0,0,0,0,1,1,338560776.0,131333488.0,4573780.0,2.57787089306575,0.6444677232664375,20260810,16,1,1,cc85b3c7f24afab27c1e372a24abcc105ceb6564a57d15a2ce58241bb209c7f7,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,301098965.0,93,0,47,46,0,0,94,47,47,0,0,0,0,1,1,338560776.0,131333488.0,4573780.0,2.57787089306575,0.6444677232664375,20260810,16,1,1,cc85b3c7f24afab27c1e372a24abcc105ceb6564a57d15a2ce58241bb209c7f7,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,243235535.0,75,0,38,37,0,0,76,38,38,0,0,0,0,1,1,273487320.0,106064656.0,3725476.0,2.5784962711800996,0.6446240677950249,20260810,17,1,1,2c6e8fae650d3371ed5966ca8c0f788935518c1acd2e6bcd46752a454fe52dd8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,243235535.0,75,0,38,37,0,0,76,38,38,0,0,0,0,1,1,273487320.0,106064656.0,3725476.0,2.5784962711800996,0.6446240677950249,20260810,17,1,1,2c6e8fae650d3371ed5966ca8c0f788935518c1acd2e6bcd46752a454fe52dd8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,243235535.0,75,0,38,37,0,0,76,38,38,0,0,0,0,1,1,273487320.0,106064656.0,3725476.0,2.5784962711800996,0.6446240677950249,20260810,17,1,1,2c6e8fae650d3371ed5966ca8c0f788935518c1acd2e6bcd46752a454fe52dd8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,461830715.0,143,0,72,71,0,0,144,72,72,0,0,0,0,1,1,519320376.0,201524688.0,6930180.0,2.576956605932073,0.6442391514830182,20260810,18,1,1,422e794833195cc3309e7c26ebb35bc12214507955b9ceab7f8203d02fbce620,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,461830715.0,143,0,72,71,0,0,144,72,72,0,0,0,0,1,1,519320376.0,201524688.0,6930180.0,2.576956605932073,0.6442391514830182,20260810,18,1,1,422e794833195cc3309e7c26ebb35bc12214507955b9ceab7f8203d02fbce620,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,461830715.0,143,0,72,71,0,0,144,72,72,0,0,0,0,1,1,519320376.0,201524688.0,6930180.0,2.576956605932073,0.6442391514830182,20260810,18,1,1,422e794833195cc3309e7c26ebb35bc12214507955b9ceab7f8203d02fbce620,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,3218879740.0,996,0,498,498,238,118,1048,550,498,290,118,1,1,1,1,3619514592.0,1404431552.0,48466496.0,2.577209680917223,0.6443024202293057,20260810,19,1,1,099d62b675e26fc90abfab2f8f05a2bab9967fe58df8db247341eb31a510986d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,3024932685.0,936,0,438,498,178,118,1048,550,498,290,118,1,1,2,1,3401429112.0,1319813184.0,45543378.0,2.5772049811558784,0.6443012452889696,20260810,19,1,1,099d62b675e26fc90abfab2f8f05a2bab9967fe58df8db247341eb31a510986d,0,0,0,0,-193947055.0,-6.025296707729755,A_same_success_same_winner
P2_stagnation_1to3,1,2960639985.0,916,0,418,498,158,118,1048,550,498,290,118,1,1,3,1,3329125272.0,1291736704.0,44600818.0,2.5772475626735774,0.6443118906683943,20260810,19,1,1,099d62b675e26fc90abfab2f8f05a2bab9967fe58df8db247341eb31a510986d,0,0,0,0,-258239755.0,-8.022659305687508,A_same_success_same_winner
P0_round_robin,1,724354060.0,224,0,112,112,0,0,397,285,112,85,0,1,0,1,1,814498848.0,316012288.0,10938424.0,2.577427773947828,0.644356943486957,20260810,20,1,1,e9ba2fe8393feee1789d82d79faad0ab78174f678de73caca072fee42e78260f,0,0,0,0,0.0,0.0,A_same_success_same_winner
