sample_seed,shot,policy,engine,event,trajectory_iteration,scheduler_quantum,wall_cycles,wall_cycle_delay_vs_round_robin,occurred_before_first_success,trajectory_eventually_won
20260812,14,P2_stagnation_1to3,0,flagged_convergence,403,805,2602746545.0,0.0,1,1
20260812,15,P0_round_robin,0,flagged,320,610,1971616900.0,0.0,0,0
20260812,15,P0_round_robin,0,late_recovery,461,751,2428087300.0,0.0,0,0
20260812,15,P0_round_robin,0,flagged,620,910,2941352175.0,0.0,0,0
20260812,15,P0_round_robin,0,late_recovery,641,931,3009928465.0,0.0,0,0
20260812,15,P0_round_robin,0,flagged_convergence,641,931,3009928465.0,0.0,0,0
20260812,15,P1_stagnation_1to2,0,flagged,320,610,1971616900.0,0.0,0,0
20260812,15,P1_stagnation_1to2,0,late_recovery,461,751,2428087300.0,0.0,0,0
20260812,15,P1_stagnation_1to2,0,flagged,620,910,2941352175.0,0.0,0,0
20260812,15,P1_stagnation_1to2,0,late_recovery,641,931,3009928465.0,0.0,0,0
20260812,15,P1_stagnation_1to2,0,flagged_convergence,641,931,3009928465.0,0.0,0,0
20260812,15,P2_stagnation_1to3,0,flagged,320,610,1971616900.0,0.0,0,0
20260812,15,P2_stagnation_1to3,0,late_recovery,461,751,2428087300.0,0.0,0,0
20260812,15,P2_stagnation_1to3,0,flagged,620,910,2941352175.0,0.0,0,0
20260812,15,P2_stagnation_1to3,0,late_recovery,641,931,3009928465.0,0.0,0,0
20260812,15,P2_stagnation_1to3,0,flagged_convergence,641,931,3009928465.0,0.0,0,0
20260812,20,P0_round_robin,1,flagged,260,520,1680161840.0,0.0,1,1
20260812,20,P0_round_robin,1,late_recovery,286,572,1849460770.0,0.0,1,1
20260812,20,P0_round_robin,1,flagged_convergence,286,572,1849460770.0,0.0,1,1
20260812,20,P0_round_robin,0,flagged,320,606,1958758360.0,0.0,0,0
20260812,20,P0_round_robin,0,late_recovery,424,710,2295218310.0,0.0,0,0
20260812,20,P1_stagnation_1to2,1,flagged,260,520,1680161840.0,0.0,1,1
20260812,20,P1_stagnation_1to2,1,late_recovery,286,597,1929826645.0,80365875.0,1,1
20260812,20,P1_stagnation_1to2,1,flagged_convergence,286,597,1929826645.0,80365875.0,1,1
20260812,20,P1_stagnation_1to2,0,flagged,320,606,1958758360.0,0.0,0,0
20260812,20,P1_stagnation_1to2,0,late_recovery,424,710,2295218310.0,0.0,0,0
20260812,20,P2_stagnation_1to3,1,flagged,260,520,1680161840.0,0.0,1,1
20260812,20,P2_stagnation_1to3,0,flagged,320,600,1939470550.0,-19287810.0,1,0
20260812,20,P2_stagnation_1to3,1,late_recovery,286,612,1979115125.0,129654355.0,1,1
20260812,20,P2_stagnation_1to3,1,flagged_convergence,286,612,1979115125.0,129654355.0,1,1
20260812,20,P2_stagnation_1to3,0,late_recovery,424,710,2295218310.0,0.0,0,0
20260812,24,P0_round_robin,1,flagged,200,400,1292267730.0,0.0,1,0
20260812,24,P0_round_robin,0,flagged,260,519,1676947205.0,0.0,1,1
20260812,24,P0_round_robin,0,late_recovery,340,679,2195564625.0,0.0,1,1
20260812,24,P0_round_robin,1,late_recovery,539,956,3090294340.0,0.0,0,0
20260812,24,P0_round_robin,1,flagged,740,1157,3739642840.0,0.0,0,0
20260812,24,P0_round_robin,1,late_recovery,1057,1474,4765095865.0,0.0,0,0
20260812,24,P0_round_robin,1,flagged_convergence,1057,1474,4765095865.0,0.0,0,0
20260812,24,P1_stagnation_1to2,1,flagged,200,400,1292267730.0,0.0,1,0
20260812,24,P1_stagnation_1to2,0,flagged,260,490,1583722790.0,-93224415.0,1,1
20260812,24,P1_stagnation_1to2,0,late_recovery,340,649,2098056620.0,-97508005.0,1,1
20260812,24,P1_stagnation_1to2,1,late_recovery,539,956,3090294340.0,0.0,0,0
20260812,24,P1_stagnation_1to2,1,flagged,740,1157,3739642840.0,0.0,0,0
20260812,24,P1_stagnation_1to2,1,late_recovery,1057,1474,4765095865.0,0.0,0,0
20260812,24,P1_stagnation_1to2,1,flagged_convergence,1057,1474,4765095865.0,0.0,0,0
20260812,24,P2_stagnation_1to3,1,flagged,200,400,1292267730.0,0.0,1,0
20260812,24,P2_stagnation_1to3,0,flagged,260,480,1551576440.0,-125370765.0,1,1
20260812,24,P2_stagnation_1to3,0,late_recovery,340,639,2065910270.0,-129654355.0,1,1
20260812,24,P2_stagnation_1to3,1,late_recovery,539,956,3090294340.0,0.0,0,0
20260812,24,P2_stagnation_1to3,1,flagged,740,1157,3739642840.0,0.0,0,0
20260812,24,P2_stagnation_1to3,1,late_recovery,1057,1474,4765095865.0,0.0,0,0
20260812,24,P2_stagnation_1to3,1,flagged_convergence,1057,1474,4765095865.0,0.0,0,0
20260812,31,P0_round_robin,1,flagged,200,400,1292267730.0,0.0,1,0
20260812,31,P0_round_robin,0,flagged,260,519,1676947205.0,0.0,1,1
20260812,31,P0_round_robin,1,late_recovery,302,604,1952329090.0,0.0,1,0
20260812,31,P0_round_robin,0,late_recovery,318,635,2051982775.0,0.0,1,1
20260812,31,P0_round_robin,0,flagged_convergence,318,635,2051982775.0,0.0,1,1
20260812,31,P0_round_robin,1,flagged,440,758,2449520790.0,0.0,0,0
20260812,31,P0_round_robin,1,late_recovery,648,966,3122440690.0,0.0,0,0
20260812,31,P0_round_robin,1,flagged,800,1118,3613203120.0,0.0,0,0
20260812,31,P1_stagnation_1to2,1,flagged,200,400,1292267730.0,0.0,1,0
20260812,31,P1_stagnation_1to2,0,flagged,260,490,1583722790.0,-93224415.0,1,1
20260812,31,P1_stagnation_1to2,0,late_recovery,318,605,1955543725.0,-96439050.0,1,1
20260812,31,P1_stagnation_1to2,0,flagged_convergence,318,605,1955543725.0,-96439050.0,1,1
20260812,31,P1_stagnation_1to2,1,late_recovery,302,620,2003763250.0,51434160.0,0,0
20260812,31,P1_stagnation_1to2,1,flagged,440,758,2449520790.0,0.0,0,0
20260812,31,P1_stagnation_1to2,1,late_recovery,648,966,3122440690.0,0.0,0,0
20260812,31,P1_stagnation_1to2,1,flagged,800,1118,3613203120.0,0.0,0,0
20260812,31,P2_stagnation_1to3,1,flagged,200,400,1292267730.0,0.0,1,0
20260812,31,P2_stagnation_1to3,0,flagged,260,480,1551576440.0,-125370765.0,1,1
20260812,31,P2_stagnation_1to3,0,late_recovery,318,595,1923397375.0,-128585400.0,1,1
20260812,31,P2_stagnation_1to3,0,flagged_convergence,318,595,1923397375.0,-128585400.0,1,1
20260812,31,P2_stagnation_1to3,1,late_recovery,302,620,2003763250.0,51434160.0,0,0
20260812,31,P2_stagnation_1to3,1,flagged,440,758,2449520790.0,0.0,0,0
20260812,31,P2_stagnation_1to3,1,late_recovery,648,966,3122440690.0,0.0,0,0
20260812,31,P2_stagnation_1to3,1,flagged,800,1118,3613203120.0,0.0,0,0
