original_fault_id,partition_id,new_fault_id
16402,0,15240
16403,0,15241
16404,1,18080
16405,1,18081
16406,1,18082
16407,1,18083
16408,0,15242
16409,0,15243
16410,1,18084
16411,0,15244
16412,1,18085
16413,0,15245
16414,1,18086
16415,1,18087
16416,1,18088
16417,1,18089
16418,1,18090
16419,1,18091
16420,1,18092
16421,0,15246
16422,1,18093
16423,1,18094
16424,1,18095
16425,1,18096
16426,1,18097
16427,1,18098
16428,1,18099
16429,1,18100
16430,1,18101
16431,1,18102
16432,1,18103
16433,1,18104
16434,1,18105
16435,1,18106
16436,1,18107
16437,1,18108
16438,1,18109
16439,1,18110
16440,0,15247
16441,0,15248
16442,0,15249
16443,0,15250
16444,0,15251
16445,0,15252
16446,0,15253
16447,0,15254
16448,1,18111
16449,0,15255
16450,1,18112
16451,0,15256
16452,0,15257
16453,1,18113
16454,0,15258
16455,1,18114
16456,0,15259
16457,0,15260
16458,0,15261
16459,0,15262
16460,1,18115
16461,0,15263
16462,1,18116
16463,1,18117
16464,1,18118
16465,1,18119
16466,0,15264
16467,1,18120
16468,0,15265
16469,1,18121
16470,1,18122
16471,1,18123
16472,1,18124
16473,1,18125
16474,1,18126
16475,0,15266
16476,0,15267
16477,1,18127
16478,0,15268
16479,0,15269
16480,1,18128
16481,1,18129
16482,1,18130
16483,1,18131
16484,1,18132
16485,0,15270
16486,1,18133
16487,1,18134
16488,1,18135
16489,1,18136
16490,1,18137
16491,1,18138
16492,1,18139
16493,0,15271
16494,1,18140
16495,1,18141
16496,1,18142
16497,1,18143
16498,1,18144
16499,1,18145
16500,1,18146
16501,1,18147
16502,1,18148
16503,1,18149
16504,1,18150
16505,1,18151
16506,1,18152
16507,1,18153
16508,1,18154
16509,0,15272
16510,0,15273
16511,0,15274
16512,0,15275
16513,0,15276
16514,0,15277
16515,1,18155
16516,1,18156
16517,1,18157
16518,1,18158
16519,1,18159
16520,0,15278
16521,0,15279
16522,0,15280
16523,0,15281
16524,0,15282
16525,0,15283
16526,1,18160
16527,0,15284
16528,1,18161
16529,0,15285
16530,1,18162
16531,0,15286
16532,0,15287
16533,1,18163
16534,0,15288
16535,0,15289
16536,1,18164
16537,1,18165
16538,1,18166
16539,0,15290
16540,0,15291
16541,0,15292
16542,1,18167
16543,1,18168
16544,1,18169
16545,1,18170
16546,1,18171
16547,1,18172
16548,0,15293
16549,0,15294
16550,1,18173
16551,0,15295
16552,1,18174
16553,1,18175
16554,0,15296
16555,1,18176
16556,1,18177
16557,1,18178
16558,1,18179
16559,1,18180
16560,1,18181
16561,0,15297
16562,0,15298
16563,1,18182
16564,1,18183
16565,1,18184
16566,1,18185
16567,1,18186
16568,1,18187
16569,1,18188
16570,1,18189
16571,1,18190
16572,0,15299
16573,0,15300
16574,0,15301
16575,1,18191
16576,1,18192
16577,1,18193
16578,1,18194
16579,0,15302
16580,1,18195
16581,0,15303
16582,1,18196
16583,1,18197
16584,0,15304
16585,0,15305
16586,0,15306
16587,0,15307
16588,0,15308
16589,1,18198
16590,0,15309
16591,1,18199
16592,0,15310
16593,1,18200
16594,0,15311
16595,0,15312
16596,1,18201
16597,1,18202
16598,1,18203
16599,1,18204
16600,1,18205
16601,0,15313
16602,0,15314
16603,0,15315
16604,0,15316
16605,0,15317
16606,1,18206
16607,1,18207
16608,1,18208
16609,0,15318
16610,1,18209
16611,0,15319
16612,1,18210
16613,1,18211
16614,1,18212
16615,1,18213
16616,1,18214
16617,1,18215
16618,1,18216
16619,0,15320
16620,1,18217
16621,0,15321
16622,1,18218
16623,1,18219
16624,0,15322
16625,1,18220
16626,1,18221
16627,1,18222
16628,1,18223
16629,1,18224
16630,1,18225
16631,1,18226
16632,1,18227
16633,1,18228
16634,1,18229
16635,0,15323
16636,0,15324
16637,0,15325
16638,0,15326
16639,0,15327
16640,0,15328
16641,0,15329
16642,0,15330
16643,1,18230
16644,0,15331
16645,0,15332
16646,0,15333
16647,0,15334
16648,0,15335
16649,0,15336
16650,1,18231
16651,0,15337
16652,1,18232
16653,1,18233
16654,1,18234
16655,1,18235
16656,1,18236
16657,1,18237
16658,0,15338
16659,1,18238
16660,0,15339
16661,0,15340
16662,1,18239
16663,1,18240
16664,1,18241
16665,0,15341
16666,1,18242
16667,0,15342
16668,0,15343
16669,0,15344
16670,1,18243
16671,1,18244
16672,1,18245
16673,1,18246
16674,0,15345
16675,1,18247
16676,1,18248
16677,1,18249
16678,1,18250
16679,1,18251
16680,1,18252
16681,1,18253
16682,1,18254
16683,1,18255
16684,1,18256
16685,1,18257
16686,1,18258
16687,1,18259
16688,0,15346
16689,1,18260
16690,1,18261
16691,1,18262
16692,1,18263
16693,1,18264
16694,1,18265
16695,1,18266
16696,1,18267
16697,1,18268
16698,0,15347
16699,0,15348
16700,1,18269
16701,0,15349
16702,0,15350
16703,0,15351
16704,0,15352
16705,0,15353
16706,0,15354
16707,0,15355
16708,0,15356
16709,1,18270
16710,0,15357
16711,0,15358
16712,0,15359
16713,0,15360
16714,0,15361
16715,1,18271
16716,0,15362
16717,0,15363
16718,0,15364
16719,1,18272
16720,0,15365
16721,0,15366
16722,1,18273
16723,0,15367
16724,0,15368
16725,1,18274
16726,1,18275
16727,0,15369
16728,0,15370
16729,0,15371
16730,0,15372
16731,0,15373
16732,0,15374
16733,1,18276
16734,1,18277
16735,0,15375
16736,1,18278
16737,1,18279
16738,0,15376
16739,1,18280
16740,1,18281
16741,1,18282
16742,1,18283
16743,1,18284
16744,1,18285
16745,1,18286
16746,1,18287
16747,1,18288
16748,0,15377
16749,1,18289
16750,0,15378
16751,1,18290
16752,1,18291
16753,1,18292
16754,1,18293
16755,1,18294
16756,1,18295
16757,1,18296
16758,1,18297
16759,1,18298
16760,1,18299
16761,0,15379
16762,0,15380
16763,0,15381
16764,0,15382
16765,1,18300
16766,0,15383
16767,0,15384
16768,0,15385
16769,0,15386
16770,0,15387
16771,0,15388
16772,0,15389
16773,1,18301
16774,1,18302
16775,0,15390
16776,1,18303
16777,0,15391
16778,1,18304
16779,1,18305
16780,1,18306
16781,0,15392
16782,1,18307
16783,1,18308
16784,0,15393
16785,0,15394
16786,0,15395
16787,0,15396
16788,0,15397
16789,1,18309
16790,1,18310
16791,1,18311
16792,0,15398
16793,1,18312
16794,0,15399
16795,0,15400
16796,1,18313
16797,1,18314
16798,1,18315
16799,1,18316
16800,1,18317
16801,1,18318
16802,1,18319
16803,1,18320
16804,0,15401
16805,1,18321
16806,1,18322
16807,1,18323
16808,0,15402
16809,1,18324
16810,1,18325
16811,1,18326
16812,1,18327
16813,1,18328
16814,1,18329
16815,1,18330
16816,1,18331
16817,1,18332
16818,0,15403
16819,0,15404
16820,0,15405
16821,1,18333
16822,0,15406
16823,1,18334
16824,0,15407
16825,0,15408
16826,1,18335
16827,0,15409
16828,1,18336
16829,0,15410
16830,0,15411
16831,0,15412
16832,0,15413
16833,0,15414
16834,1,18337
16835,0,15415
16836,0,15416
16837,0,15417
16838,0,15418
16839,0,15419
16840,0,15420
16841,0,15421
16842,0,15422
16843,1,18338
16844,0,15423
16845,0,15424
16846,0,15425
16847,0,15426
16848,1,18339
16849,0,15427
16850,1,18340
16851,1,18341
16852,1,18342
16853,0,15428
16854,0,15429
16855,0,15430
16856,1,18343
16857,1,18344
16858,1,18345
16859,1,18346
16860,0,15431
16861,0,15432
16862,1,18347
16863,1,18348
16864,0,15433
16865,1,18349
16866,1,18350
16867,1,18351
16868,1,18352
16869,1,18353
16870,1,18354
16871,1,18355
16872,1,18356
16873,1,18357
16874,1,18358
16875,1,18359
16876,1,18360
16877,1,18361
16878,1,18362
16879,1,18363
16880,1,18364
16881,1,18365
16882,1,18366
16883,1,18367
16884,1,18368
16885,0,15434
16886,0,15435
16887,0,15436
16888,0,15437
16889,1,18369
16890,0,15438
16891,0,15439
16892,1,18370
16893,0,15440
16894,1,18371
16895,0,15441
16896,0,15442
16897,0,15443
16898,0,15444
16899,0,15445
16900,0,15446
16901,0,15447
16902,0,15448
16903,0,15449
16904,0,15450
16905,0,15451
16906,0,15452
16907,0,15453
16908,1,18372
16909,1,18373
16910,1,18374
16911,1,18375
16912,1,18376
16913,1,18377
16914,0,15454
16915,0,15455
16916,1,18378
16917,0,15456
16918,1,18379
16919,1,18380
16920,0,15457
16921,0,15458
16922,1,18381
16923,1,18382
16924,1,18383
16925,1,18384
16926,1,18385
16927,1,18386
16928,0,15459
16929,1,18387
16930,1,18388
16931,1,18389
16932,1,18390
16933,1,18391
16934,1,18392
16935,0,15460
16936,1,18393
16937,1,18394
16938,1,18395
16939,1,18396
16940,1,18397
16941,1,18398
16942,1,18399
16943,1,18400
16944,1,18401
16945,1,18402
16946,0,15461
16947,1,18403
16948,0,15462
16949,1,18404
16950,0,15463
16951,1,18405
16952,0,15464
16953,0,15465
16954,1,18406
16955,0,15466
16956,0,15467
16957,0,15468
16958,0,15469
16959,0,15470
16960,0,15471
16961,0,15472
16962,0,15473
16963,1,18407
16964,0,15474
16965,0,15475
16966,0,15476
16967,0,15477
16968,0,15478
16969,1,18408
16970,1,18409
16971,0,15479
16972,1,18410
16973,1,18411
16974,1,18412
16975,0,15480
16976,0,15481
16977,1,18413
16978,1,18414
16979,0,15482
16980,0,15483
16981,1,18415
16982,0,15484
16983,1,18416
16984,1,18417
16985,1,18418
16986,0,15485
16987,1,18419
16988,1,18420
16989,1,18421
16990,1,18422
16991,1,18423
16992,1,18424
16993,1,18425
16994,1,18426
16995,1,18427
16996,1,18428
16997,1,18429
16998,1,18430
16999,1,18431
17000,1,18432
17001,1,18433
17002,1,18434
17003,1,18435
17004,1,18436
17005,1,18437
17006,1,18438
17007,0,15486
17008,1,18439
17009,1,18440
17010,0,15487
17011,1,18441
17012,1,18442
17013,1,18443
17014,0,15488
17015,0,15489
17016,0,15490
17017,0,15491
17018,0,15492
17019,1,18444
17020,0,15493
17021,1,18445
17022,0,15494
17023,1,18446
17024,1,18447
17025,1,18448
17026,1,18449
17027,1,18450
17028,1,18451
17029,1,18452
17030,1,18453
17031,1,18454
17032,1,18455
17033,1,18456
17034,1,18457
17035,1,18458
17036,1,18459
17037,1,18460
17038,1,18461
17039,1,18462
17040,1,18463
17041,1,18464
17042,1,18465
17043,0,15495
17044,1,18466
17045,1,18467
17046,1,18468
17047,1,18469
17048,1,18470
17049,1,18471
17050,1,18472
17051,1,18473
17052,1,18474
17053,1,18475
17054,1,18476
17055,1,18477
17056,1,18478
17057,1,18479
17058,1,18480
17059,1,18481
17060,1,18482
17061,1,18483
17062,1,18484
17063,1,18485
17064,1,18486
17065,1,18487
17066,1,18488
17067,1,18489
17068,0,15496
17069,0,15497
17070,0,15498
17071,0,15499
17072,0,15500
17073,0,15501
17074,0,15502
17075,0,15503
17076,0,15504
17077,0,15505
17078,0,15506
17079,0,15507
17080,0,15508
17081,0,15509
17082,0,15510
17083,0,15511
17084,0,15512
17085,0,15513
17086,0,15514
17087,1,18490
17088,1,18491
17089,1,18492
17090,0,15515
17091,0,15516
17092,1,18493
17093,0,15517
17094,0,15518
17095,1,18494
17096,1,18495
17097,1,18496
17098,1,18497
17099,1,18498
17100,1,18499
17101,1,18500
17102,1,18501
17103,1,18502
17104,1,18503
17105,1,18504
17106,1,18505
17107,1,18506
17108,1,18507
17109,1,18508
17110,1,18509
17111,1,18510
17112,1,18511
17113,1,18512
17114,1,18513
17115,1,18514
17116,1,18515
17117,1,18516
17118,1,18517
17119,1,18518
17120,1,18519
17121,1,18520
17122,1,18521
17123,1,18522
17124,1,18523
17125,1,18524
17126,1,18525
17127,1,18526
17128,1,18527
17129,0,15519
17130,0,15520
17131,0,15521
17132,0,15522
17133,0,15523
17134,0,15524
17135,0,15525
17136,0,15526
17137,0,15527
17138,0,15528
17139,0,15529
17140,0,15530
17141,1,18528
17142,1,18529
17143,1,18530
17144,0,15531
17145,0,15532
17146,1,18531
17147,1,18532
17148,1,18533
17149,0,15533
17150,1,18534
17151,1,18535
17152,1,18536
17153,0,15534
17154,1,18537
17155,1,18538
17156,1,18539
17157,1,18540
17158,1,18541
17159,0,15535
17160,1,18542
17161,1,18543
17162,1,18544
17163,1,18545
17164,1,18546
17165,0,15536
17166,1,18547
17167,1,18548
17168,1,18549
17169,1,18550
17170,1,18551
17171,1,18552
17172,0,15537
17173,1,18553
17174,1,18554
17175,1,18555
17176,1,18556
17177,1,18557
17178,1,18558
17179,1,18559
17180,1,18560
17181,1,18561
17182,1,18562
17183,1,18563
17184,0,15538
17185,1,18564
17186,0,15539
17187,0,15540
17188,1,18565
17189,1,18566
17190,0,15541
17191,0,15542
17192,0,15543
17193,1,18567
17194,0,15544
17195,1,18568
17196,0,15545
17197,0,15546
17198,0,15547
17199,1,18569
17200,1,18570
17201,0,15548
17202,0,15549
17203,0,15550
17204,0,15551
17205,0,15552
17206,0,15553
17207,1,18571
17208,0,15554
17209,1,18572
17210,0,15555
17211,1,18573
17212,0,15556
17213,0,15557
17214,1,18574
17215,0,15558
17216,0,15559
17217,1,18575
17218,1,18576
17219,0,15560
17220,0,15561
17221,0,15562
17222,0,15563
17223,1,18577
17224,1,18578
17225,1,18579
17226,1,18580
17227,0,15564
17228,1,18581
17229,1,18582
17230,0,15565
17231,1,18583
17232,1,18584
17233,1,18585
17234,1,18586
17235,1,18587
17236,1,18588
17237,1,18589
17238,1,18590
17239,1,18591
17240,1,18592
17241,1,18593
17242,1,18594
17243,1,18595
17244,1,18596
17245,1,18597
17246,1,18598
17247,1,18599
17248,1,18600
17249,1,18601
17250,1,18602
17251,0,15566
17252,0,15567
17253,0,15568
17254,1,18603
17255,1,18604
17256,0,15569
17257,0,15570
17258,1,18605
17259,1,18606
17260,1,18607
17261,1,18608
17262,0,15571
17263,0,15572
17264,0,15573
17265,0,15574
17266,0,15575
17267,0,15576
17268,0,15577
17269,0,15578
17270,0,15579
17271,0,15580
17272,0,15581
17273,0,15582
17274,0,15583
17275,1,18609
17276,1,18610
17277,1,18611
17278,1,18612
17279,1,18613
17280,1,18614
17281,0,15584
17282,0,15585
17283,1,18615
17284,1,18616
17285,1,18617
17286,1,18618
17287,1,18619
17288,1,18620
17289,1,18621
17290,1,18622
17291,1,18623
17292,1,18624
17293,1,18625
17294,1,18626
17295,1,18627
17296,1,18628
17297,0,15586
17298,1,18629
17299,1,18630
17300,0,15587
17301,1,18631
17302,1,18632
17303,1,18633
17304,1,18634
17305,1,18635
17306,1,18636
17307,1,18637
17308,1,18638
17309,1,18639
17310,1,18640
17311,1,18641
17312,0,15588
17313,0,15589
17314,0,15590
17315,1,18642
17316,1,18643
17317,1,18644
17318,0,15591
17319,1,18645
17320,0,15592
17321,0,15593
17322,0,15594
17323,0,15595
17324,0,15596
17325,0,15597
17326,0,15598
17327,1,18646
17328,0,15599
17329,0,15600
17330,0,15601
17331,0,15602
17332,0,15603
17333,1,18647
17334,0,15604
17335,1,18648
17336,1,18649
17337,0,15605
17338,0,15606
17339,1,18650
17340,1,18651
17341,0,15607
17342,0,15608
17343,1,18652
17344,1,18653
17345,1,18654
17346,1,18655
17347,1,18656
17348,1,18657
17349,1,18658
17350,1,18659
17351,0,15609
17352,0,15610
17353,1,18660
17354,1,18661
17355,0,15611
17356,1,18662
17357,1,18663
17358,1,18664
17359,1,18665
17360,1,18666
17361,1,18667
17362,1,18668
17363,1,18669
17364,1,18670
17365,1,18671
17366,1,18672
17367,1,18673
17368,1,18674
17369,1,18675
17370,1,18676
17371,1,18677
17372,1,18678
17373,0,15612
17374,0,15613
17375,0,15614
17376,0,15615
17377,0,15616
17378,0,15617
17379,0,15618
17380,0,15619
17381,0,15620
17382,1,18679
17383,0,15621
17384,0,15622
17385,0,15623
17386,0,15624
17387,0,15625
17388,1,18680
17389,0,15626
17390,0,15627
17391,1,18681
17392,0,15628
17393,0,15629
17394,1,18682
17395,0,15630
17396,1,18683
17397,1,18684
17398,1,18685
17399,1,18686
17400,1,18687
17401,1,18688
17402,1,18689
17403,0,15631
17404,0,15632
17405,0,15633
17406,0,15634
17407,0,15635
17408,1,18690
17409,1,18691
17410,0,15636
17411,1,18692
17412,1,18693
17413,0,15637
17414,1,18694
17415,1,18695
17416,1,18696
17417,1,18697
17418,1,18698
17419,1,18699
17420,1,18700
17421,1,18701
17422,1,18702
17423,1,18703
17424,1,18704
17425,1,18705
17426,1,18706
17427,1,18707
17428,1,18708
17429,1,18709
17430,1,18710
17431,1,18711
17432,1,18712
17433,1,18713
17434,0,15638
17435,0,15639
17436,0,15640
17437,0,15641
17438,0,15642
17439,0,15643
17440,0,15644
17441,0,15645
17442,0,15646
17443,1,18714
17444,0,15647
17445,0,15648
17446,0,15649
17447,0,15650
17448,0,15651
17449,0,15652
17450,0,15653
17451,1,18715
17452,0,15654
17453,0,15655
17454,0,15656
17455,1,18716
17456,0,15657
17457,0,15658
17458,1,18717
17459,0,15659
17460,0,15660
17461,1,18718
17462,1,18719
17463,1,18720
17464,1,18721
17465,1,18722
17466,1,18723
17467,0,15661
17468,1,18724
17469,0,15662
17470,1,18725
17471,1,18726
17472,1,18727
17473,1,18728
17474,0,15663
17475,1,18729
17476,1,18730
17477,1,18731
17478,1,18732
17479,0,15664
17480,1,18733
17481,1,18734
17482,1,18735
17483,1,18736
17484,1,18737
17485,1,18738
17486,1,18739
17487,1,18740
17488,1,18741
17489,1,18742
17490,1,18743
17491,1,18744
17492,1,18745
17493,1,18746
17494,1,18747
17495,0,15665
17496,0,15666
17497,0,15667
17498,0,15668
17499,0,15669
17500,0,15670
17501,0,15671
17502,1,18748
17503,0,15672
17504,1,18749
17505,0,15673
17506,0,15674
17507,0,15675
17508,0,15676
17509,1,18750
17510,1,18751
17511,1,18752
17512,1,18753
17513,1,18754
17514,0,15677
17515,1,18755
17516,1,18756
17517,1,18757
17518,0,15678
17519,1,18758
17520,1,18759
17521,1,18760
17522,0,15679
17523,0,15680
17524,0,15681
17525,0,15682
17526,1,18761
17527,1,18762
17528,1,18763
17529,0,15683
17530,1,18764
17531,1,18765
17532,0,15684
17533,1,18766
17534,0,15685
17535,1,18767
17536,1,18768
17537,1,18769
17538,1,18770
17539,1,18771
17540,1,18772
17541,1,18773
17542,1,18774
17543,1,18775
17544,1,18776
17545,1,18777
17546,1,18778
17547,1,18779
17548,1,18780
17549,1,18781
17550,0,15686
17551,0,15687
17552,0,15688
17553,1,18782
17554,0,15689
17555,0,15690
17556,0,15691
17557,0,15692
17558,0,15693
17559,0,15694
17560,0,15695
17561,0,15696
17562,1,18783
17563,1,18784
17564,0,15697
17565,1,18785
17566,0,15698
17567,0,15699
17568,0,15700
17569,0,15701
17570,0,15702
17571,0,15703
17572,0,15704
17573,0,15705
17574,0,15706
17575,0,15707
17576,0,15708
17577,0,15709
17578,0,15710
17579,1,18786
17580,1,18787
17581,0,15711
17582,0,15712
17583,1,18788
17584,1,18789
17585,0,15713
17586,1,18790
17587,0,15714
17588,1,18791
17589,1,18792
17590,1,18793
17591,0,15715
17592,1,18794
17593,1,18795
17594,1,18796
17595,1,18797
17596,1,18798
17597,1,18799
17598,1,18800
17599,1,18801
17600,0,15716
17601,1,18802
17602,1,18803
17603,1,18804
17604,1,18805
17605,1,18806
17606,1,18807
17607,1,18808
17608,1,18809
17609,1,18810
17610,1,18811
17611,1,18812
17612,1,18813
17613,1,18814
17614,1,18815
17615,1,18816
17616,1,18817
17617,0,15717
17618,0,15718
17619,1,18818
17620,0,15719
17621,0,15720
17622,0,15721
17623,1,18819
17624,1,18820
17625,1,18821
17626,0,15722
17627,0,15723
17628,0,15724
17629,0,15725
17630,0,15726
17631,0,15727
17632,0,15728
17633,0,15729
17634,0,15730
17635,0,15731
17636,0,15732
17637,0,15733
17638,0,15734
17639,1,18822
17640,0,15735
17641,1,18823
17642,0,15736
17643,0,15737
17644,1,18824
17645,1,18825
17646,1,18826
17647,1,18827
17648,0,15738
17649,1,18828
17650,1,18829
17651,1,18830
17652,1,18831
17653,1,18832
17654,1,18833
17655,1,18834
17656,1,18835
17657,1,18836
17658,1,18837
17659,1,18838
17660,1,18839
17661,1,18840
17662,1,18841
17663,1,18842
17664,1,18843
17665,1,18844
17666,1,18845
17667,0,15739
17668,1,18846
17669,1,18847
17670,1,18848
17671,1,18849
17672,1,18850
17673,1,18851
17674,1,18852
17675,1,18853
17676,1,18854
17677,1,18855
17678,0,15740
17679,0,15741
17680,0,15742
17681,0,15743
17682,0,15744
17683,1,18856
17684,0,15745
17685,0,15746
17686,0,15747
17687,1,18857
17688,1,18858
17689,0,15748
17690,0,15749
17691,0,15750
17692,0,15751
17693,0,15752
17694,0,15753
17695,0,15754
17696,0,15755
17697,0,15756
17698,0,15757
17699,1,18859
17700,0,15758
17701,0,15759
17702,1,18860
17703,0,15760
17704,0,15761
17705,1,18861
17706,1,18862
17707,0,15762
17708,0,15763
17709,1,18863
17710,1,18864
17711,1,18865
17712,1,18866
17713,0,15764
17714,1,18867
17715,1,18868
17716,0,15765
17717,1,18869
17718,1,18870
17719,1,18871
17720,1,18872
17721,0,15766
17722,0,15767
17723,0,15768
17724,1,18873
17725,1,18874
17726,1,18875
17727,1,18876
17728,1,18877
17729,1,18878
17730,1,18879
17731,1,18880
17732,1,18881
17733,1,18882
17734,1,18883
17735,1,18884
17736,1,18885
17737,1,18886
17738,1,18887
17739,0,15769
17740,0,15770
17741,0,15771
17742,0,15772
17743,1,18888
17744,0,15773
17745,0,15774
17746,0,15775
17747,0,15776
17748,0,15777
17749,0,15778
17750,0,15779
17751,1,18889
17752,0,15780
17753,0,15781
17754,0,15782
17755,1,18890
17756,1,18891
17757,0,15783
17758,1,18892
17759,0,15784
17760,1,18893
17761,1,18894
17762,0,15785
17763,1,18895
17764,0,15786
17765,0,15787
17766,1,18896
17767,1,18897
17768,0,15788
17769,0,15789
17770,1,18898
17771,1,18899
17772,1,18900
17773,1,18901
17774,0,15790
17775,1,18902
17776,0,15791
17777,0,15792
17778,0,15793
17779,1,18903
17780,1,18904
17781,0,15794
17782,1,18905
17783,0,15795
17784,0,15796
17785,1,18906
17786,1,18907
17787,1,18908
17788,1,18909
17789,1,18910
17790,1,18911
17791,1,18912
17792,1,18913
17793,1,18914
17794,1,18915
17795,1,18916
17796,1,18917
17797,1,18918
17798,1,18919
17799,1,18920
17800,0,15797
17801,0,15798
17802,0,15799
17803,0,15800
17804,0,15801
17805,1,18921
17806,0,15802
17807,0,15803
17808,0,15804
17809,0,15805
17810,0,15806
17811,1,18922
17812,0,15807
17813,0,15808
17814,0,15809
17815,1,18923
17816,0,15810
17817,0,15811
17818,0,15812
17819,0,15813
17820,0,15814
17821,1,18924
17822,0,15815
17823,0,15816
17824,1,18925
17825,0,15817
17826,0,15818
17827,1,18926
17828,1,18927
17829,0,15819
17830,0,15820
17831,1,18928
17832,1,18929
17833,1,18930
17834,1,18931
17835,0,15821
17836,1,18932
17837,0,15822
17838,1,18933
17839,1,18934
17840,1,18935
17841,0,15823
17842,0,15824
17843,1,18936
17844,0,15825
17845,1,18937
17846,1,18938
17847,1,18939
17848,1,18940
17849,1,18941
17850,1,18942
17851,1,18943
17852,1,18944
17853,1,18945
17854,1,18946
17855,1,18947
17856,1,18948
17857,1,18949
17858,1,18950
17859,1,18951
17860,1,18952
17861,0,15826
17862,0,15827
17863,0,15828
17864,0,15829
17865,0,15830
17866,0,15831
17867,0,15832
17868,0,15833
17869,0,15834
17870,0,15835
17871,0,15836
17872,0,15837
17873,1,18953
17874,0,15838
17875,0,15839
17876,0,15840
17877,1,18954
17878,0,15841
17879,1,18955
17880,0,15842
17881,0,15843
17882,1,18956
17883,1,18957
17884,1,18958
17885,0,15844
17886,0,15845
17887,0,15846
17888,1,18959
17889,0,15847
17890,1,18960
17891,1,18961
17892,0,15848
17893,1,18962
17894,1,18963
17895,1,18964
17896,0,15849
17897,1,18965
17898,1,18966
17899,0,15850
17900,0,15851
17901,1,18967
17902,1,18968
17903,1,18969
17904,1,18970
17905,1,18971
17906,1,18972
17907,1,18973
17908,1,18974
17909,1,18975
17910,1,18976
17911,1,18977
17912,1,18978
17913,1,18979
17914,1,18980
17915,1,18981
17916,0,15852
17917,0,15853
17918,0,15854
17919,1,18982
17920,0,15855
17921,0,15856
17922,0,15857
17923,0,15858
17924,0,15859
17925,0,15860
17926,0,15861
17927,0,15862
17928,0,15863
17929,1,18983
17930,1,18984
17931,0,15864
17932,0,15865
17933,0,15866
17934,0,15867
17935,0,15868
17936,0,15869
17937,0,15870
17938,0,15871
17939,0,15872
17940,0,15873
17941,0,15874
17942,0,15875
17943,0,15876
17944,0,15877
17945,1,18985
17946,1,18986
17947,0,15878
17948,0,15879
17949,1,18987
17950,1,18988
17951,0,15880
17952,1,18989
17953,0,15881
17954,0,15882
17955,1,18990
17956,1,18991
17957,1,18992
17958,1,18993
17959,1,18994
17960,0,15883
17961,0,15884
17962,0,15885
17963,1,18995
17964,1,18996
17965,0,15886
17966,0,15887
17967,0,15888
17968,1,18997
17969,1,18998
17970,1,18999
17971,1,19000
17972,1,19001
17973,1,19002
17974,1,19003
17975,1,19004
17976,1,19005
17977,1,19006
17978,1,19007
17979,1,19008
17980,1,19009
17981,1,19010
17982,1,19011
17983,0,15889
17984,0,15890
17985,0,15891
17986,1,19012
17987,1,19013
17988,0,15892
17989,0,15893
17990,0,15894
17991,1,19014
17992,1,19015
17993,0,15895
17994,0,15896
17995,0,15897
17996,0,15898
17997,0,15899
17998,0,15900
17999,0,15901
18000,0,15902
18001,0,15903
18002,0,15904
18003,0,15905
18004,0,15906
18005,0,15907
18006,1,19016
18007,1,19017
18008,1,19018
18009,1,19019
18010,1,19020
18011,1,19021
18012,1,19022
18013,1,19023
18014,0,15908
18015,0,15909
18016,0,15910
18017,1,19024
18018,1,19025
18019,0,15911
18020,1,19026
18021,1,19027
18022,1,19028
18023,0,15912
18024,1,19029
18025,1,19030
18026,0,15913
18027,0,15914
18028,1,19031
18029,1,19032
18030,1,19033
18031,1,19034
18032,1,19035
18033,0,15915
18034,1,19036
18035,1,19037
18036,1,19038
18037,1,19039
18038,1,19040
18039,1,19041
18040,1,19042
18041,1,19043
18042,1,19044
18043,1,19045
18044,0,15916
18045,0,15917
18046,0,15918
18047,0,15919
18048,0,15920
18049,0,15921
18050,1,19046
18051,0,15922
18052,1,19047
18053,1,19048
18054,1,19049
18055,0,15923
18056,0,15924
18057,0,15925
18058,0,15926
18059,1,19050
18060,0,15927
18061,1,19051
18062,0,15928
18063,0,15929
18064,0,15930
18065,1,19052
18066,0,15931
18067,1,19053
18068,1,19054
18069,0,15932
18070,1,19055
18071,1,19056
18072,1,19057
18073,1,19058
18074,1,19059
18075,1,19060
18076,1,19061
18077,1,19062
18078,1,19063
18079,1,19064
18080,1,19065
18081,1,19066
18082,0,15933
18083,0,15934
18084,1,19067
18085,1,19068
18086,1,19069
18087,1,19070
18088,0,15935
18089,1,19071
18090,1,19072
18091,1,19073
18092,1,19074
18093,1,19075
18094,1,19076
18095,1,19077
18096,1,19078
18097,1,19079
18098,1,19080
18099,1,19081
18100,1,19082
18101,1,19083
18102,1,19084
18103,1,19085
18104,1,19086
18105,0,15936
18106,0,15937
18107,0,15938
18108,0,15939
18109,0,15940
18110,0,15941
18111,0,15942
18112,0,15943
18113,0,15944
18114,0,15945
18115,0,15946
18116,0,15947
18117,0,15948
18118,0,15949
18119,0,15950
18120,0,15951
18121,0,15952
18122,0,15953
18123,0,15954
18124,0,15955
18125,0,15956
18126,0,15957
18127,0,15958
18128,0,15959
18129,1,19087
18130,0,15960
18131,1,19088
18132,1,19089
18133,1,19090
18134,0,15961
18135,1,19091
18136,0,15962
18137,0,15963
18138,0,15964
18139,1,19092
18140,1,19093
18141,1,19094
18142,1,19095
18143,1,19096
18144,0,15965
18145,1,19097
18146,1,19098
18147,1,19099
18148,0,15966
