original_fault_id,partition_id,new_fault_id
915,1,17311
916,0,538
917,0,539
918,0,540
919,1,17312
920,0,541
921,0,542
922,0,543
923,0,544
924,0,545
925,0,546
926,0,547
927,0,548
928,0,549
929,0,550
930,0,551
931,0,552
932,1,17313
933,0,553
934,0,554
935,0,555
936,0,556
937,0,557
938,0,558
939,0,559
940,0,560
941,0,561
942,0,562
943,0,563
944,1,17314
945,1,17315
946,0,564
947,1,17316
948,1,17317
949,1,17318
950,1,17319
951,0,565
952,0,566
953,0,567
954,0,568
955,0,569
956,0,570
957,0,571
958,0,572
959,0,573
960,0,574
961,0,575
962,0,576
963,0,577
964,0,578
965,0,579
966,0,580
967,0,581
968,0,582
969,0,583
970,0,584
971,0,585
972,1,17320
973,0,586
974,0,587
975,0,588
976,0,589
977,0,590
978,1,17321
979,1,17322
980,1,17323
981,1,17324
982,1,17325
983,1,17326
984,0,591
985,1,17327
986,1,17328
987,1,17329
988,0,592
989,0,593
990,0,594
991,1,17330
992,0,595
993,0,596
994,0,597
995,0,598
996,0,599
997,0,600
998,0,601
999,0,602
1000,0,603
1001,0,604
1002,0,605
1003,0,606
1004,1,17331
1005,0,607
1006,0,608
1007,0,609
1008,0,610
1009,0,611
1010,0,612
1011,0,613
1012,0,614
1013,0,615
1014,0,616
1015,0,617
1016,1,17332
1017,1,17333
1018,0,618
1019,1,17334
1020,1,17335
1021,1,17336
1022,1,17337
1023,1,17338
1024,1,17339
1025,0,619
1026,0,620
1027,0,621
1028,0,622
1029,0,623
1030,0,624
1031,0,625
1032,0,626
1033,0,627
1034,0,628
1035,0,629
1036,0,630
1037,0,631
1038,0,632
1039,0,633
1040,1,17340
1041,0,634
1042,0,635
1043,0,636
1044,0,637
1045,0,638
1046,0,639
1047,0,640
1048,0,641
1049,0,642
1050,0,643
1051,0,644
1052,1,17341
1053,1,17342
1054,1,17343
1055,1,17344
1056,0,645
1057,1,17345
1058,1,17346
1059,1,17347
1060,0,646
1061,0,647
1062,0,648
1063,1,17348
1064,0,649
1065,0,650
1066,0,651
1067,0,652
1068,0,653
1069,0,654
1070,0,655
1071,0,656
1072,0,657
1073,0,658
1074,0,659
1075,0,660
1076,1,17349
1077,0,661
1078,0,662
1079,0,663
1080,0,664
1081,0,665
1082,0,666
1083,0,667
1084,0,668
1085,0,669
1086,0,670
1087,0,671
1088,1,17350
1089,1,17351
1090,1,17352
1091,1,17353
1092,1,17354
1093,1,17355
1094,0,672
1095,1,17356
1096,0,673
1097,0,674
1098,0,675
1099,1,17357
1100,0,676
1101,0,677
1102,0,678
1103,0,679
1104,0,680
1105,0,681
1106,0,682
1107,0,683
1108,0,684
1109,0,685
1110,0,686
1111,0,687
1112,1,17358
1113,0,688
1114,0,689
1115,0,690
1116,0,691
1117,0,692
1118,0,693
1119,0,694
1120,0,695
1121,0,696
1122,0,697
1123,0,698
1124,1,17359
1125,1,17360
1126,1,17361
1127,1,17362
1128,1,17363
1129,1,17364
1130,0,699
1131,1,17365
1132,0,700
1133,0,701
1134,0,702
1135,1,17366
1136,0,703
1137,0,704
1138,0,705
1139,0,706
1140,0,707
1141,0,708
1142,0,709
1143,0,710
1144,0,711
1145,0,712
1146,0,713
1147,0,714
1148,1,17367
1149,0,715
1150,0,716
1151,0,717
1152,0,718
1153,0,719
1154,0,720
1155,0,721
1156,0,722
1157,0,723
1158,0,724
1159,0,725
1160,1,17368
1161,1,17369
1162,0,726
1163,1,17370
1164,1,17371
1165,1,17372
1166,0,727
1167,0,728
1168,0,729
1169,1,17373
1170,0,730
1171,0,731
1172,0,732
1173,0,733
1174,0,734
1175,0,735
1176,0,736
1177,0,737
1178,0,738
1179,0,739
1180,0,740
1181,0,741
1182,0,742
1183,0,743
1184,0,744
1185,0,745
1186,0,746
1187,0,747
1188,1,17374
1189,0,748
1190,0,749
1191,0,750
1192,0,751
1193,0,752
1194,1,17375
1195,1,17376
1196,1,17377
1197,1,17378
1198,0,753
1199,1,17379
1200,1,17380
1201,1,17381
1202,1,17382
1203,1,17383
1204,0,754
1205,0,755
1206,0,756
1207,0,757
1208,0,758
1209,0,759
1210,0,760
1211,0,761
1212,0,762
1213,0,763
1214,0,764
1215,0,765
1216,0,766
1217,0,767
1218,0,768
1219,0,769
1220,1,17384
1221,0,770
1222,0,771
1223,0,772
1224,0,773
1225,0,774
1226,0,775
1227,0,776
1228,0,777
1229,0,778
1230,0,779
1231,0,780
1232,1,17385
1233,1,17386
1234,0,781
1235,1,17387
1236,1,17388
1237,1,17389
1238,1,17390
1239,1,17391
1240,0,782
1241,0,783
1242,0,784
1243,0,785
1244,0,786
1245,0,787
1246,0,788
1247,0,789
1248,0,790
1249,0,791
1250,0,792
1251,0,793
1252,0,794
1253,0,795
1254,0,796
1255,0,797
1256,1,17392
1257,0,798
1258,0,799
1259,0,800
1260,0,801
1261,0,802
1262,0,803
1263,0,804
1264,0,805
1265,0,806
1266,0,807
1267,0,808
1268,1,17393
1269,1,17394
1270,0,809
1271,1,17395
1272,1,17396
1273,1,17397
1274,1,17398
1275,1,17399
1276,0,810
1277,0,811
1278,0,812
1279,0,813
1280,0,814
1281,0,815
1282,0,816
1283,0,817
1284,0,818
1285,0,819
1286,0,820
1287,0,821
1288,0,822
1289,0,823
1290,0,824
1291,0,825
1292,1,17400
1293,0,826
1294,0,827
1295,0,828
1296,0,829
1297,0,830
1298,0,831
1299,0,832
1300,0,833
1301,0,834
1302,0,835
1303,0,836
1304,1,17401
1305,1,17402
1306,1,17403
1307,1,17404
1308,0,837
1309,1,17405
1310,1,17406
1311,1,17407
1312,1,17408
1313,0,838
1314,0,839
1315,0,840
1316,0,841
1317,0,842
1318,0,843
1319,0,844
1320,0,845
1321,0,846
1322,0,847
1323,0,848
1324,0,849
1325,0,850
1326,0,851
1327,0,852
1328,1,17409
1329,0,853
1330,0,854
1331,0,855
1332,0,856
1333,0,857
1334,0,858
1335,0,859
1336,0,860
1337,0,861
1338,0,862
1339,0,863
1340,1,17410
1341,1,17411
1342,1,17412
1343,1,17413
1344,1,17414
1345,1,17415
1346,0,864
1347,1,17416
1348,0,865
1349,0,866
1350,0,867
1351,1,17417
1352,0,868
1353,0,869
1354,0,870
1355,0,871
1356,0,872
1357,0,873
1358,0,874
1359,0,875
1360,0,876
1361,0,877
1362,0,878
1363,0,879
1364,1,17418
1365,0,880
1366,0,881
1367,0,882
1368,0,883
1369,0,884
1370,0,885
1371,0,886
1372,0,887
1373,0,888
1374,0,889
1375,0,890
1376,1,17419
1377,1,17420
1378,0,891
1379,1,17421
1380,1,17422
1381,1,17423
1382,0,892
1383,0,893
1384,0,894
1385,0,895
1386,0,896
1387,0,897
1388,0,898
1389,0,899
1390,0,900
1391,0,901
1392,0,902
1393,0,903
1394,0,904
1395,0,905
1396,0,906
1397,0,907
1398,0,908
1399,0,909
1400,0,910
1401,0,911
1402,0,912
1403,0,913
1404,1,17424
1405,0,914
1406,0,915
1407,0,916
1408,0,917
1409,0,918
1410,1,17425
1411,1,17426
1412,1,17427
1413,1,17428
1414,1,17429
1415,1,17430
1416,0,919
1417,1,17431
1418,2,33880
1419,2,33881
1420,0,920
1421,0,921
1422,0,922
1423,0,923
1424,0,924
1425,0,925
1426,0,926
1427,0,927
1428,0,928
1429,0,929
1430,0,930
1431,0,931
1432,0,932
1433,0,933
1434,0,934
1435,0,935
1436,1,17432
1437,0,936
1438,0,937
1439,0,938
1440,0,939
1441,0,940
1442,0,941
1443,0,942
1444,0,943
1445,0,944
1446,0,945
1447,0,946
1448,1,17433
1449,1,17434
1450,0,947
1451,1,17435
1452,1,17436
1453,1,17437
1454,2,33882
1455,2,33883
1456,0,948
1457,0,949
1458,0,950
1459,0,951
1460,0,952
1461,0,953
1462,0,954
1463,0,955
1464,0,956
1465,0,957
1466,0,958
1467,0,959
1468,0,960
1469,0,961
1470,0,962
1471,0,963
1472,1,17438
1473,0,964
1474,0,965
1475,0,966
1476,0,967
1477,0,968
1478,0,969
1479,0,970
1480,0,971
1481,0,972
1482,0,973
1483,0,974
1484,1,17439
1485,1,17440
1486,1,17441
1487,0,975
