N,sample_seed,shot,winner_engine,parallel_iterations,syndrome_converged,logically_correct,syndrome_valid_logical_error,selected_weight,baseline_iterations,rescued_vs_engine0,selected_correction_differs_from_engine0,full_counterfactual_engine_iterations,post_winner_iterations_avoided_by_cancellation,post_winner_waste_fraction_without_cancellation,early_stop_compute_cycles,early_stop_nonwinner_work_fraction
1,20260811,36,0,56,1,1,0,308.31499240277907,56,0,0,56,0,0.0,56,0.0
1,20260811,37,0,60,1,1,0,399.8634866343296,60,0,0,60,0,0.0,60,0.0
1,20260811,38,0,112,1,1,0,305.31626300186343,112,0,0,112,0,0.0,112,0.0
1,20260811,39,0,132,1,1,0,396.5256983209857,132,0,0,132,0,0.0,132,0.0
1,20260811,40,0,47,1,1,0,362.53686602792294,47,0,0,47,0,0.0,47,0.0
1,20260811,41,0,122,1,1,0,391.22621835281836,122,0,0,122,0,0.0,122,0.0
1,20260811,42,0,36,1,1,0,387.9954543801733,36,0,0,36,0,0.0,36,0.0
1,20260811,43,0,177,1,1,0,337.6085161816063,177,0,0,177,0,0.0,177,0.0
1,20260811,44,0,38,1,1,0,327.6861491539229,38,0,0,38,0,0.0,38,0.0
1,20260811,45,0,110,1,1,0,358.26739343797703,110,0,0,110,0,0.0,110,0.0
1,20260811,46,0,100,1,1,0,301.61205853105434,100,0,0,100,0,0.0,100,0.0
1,20260811,47,0,25,1,1,0,247.78860179454477,25,0,0,25,0,0.0,25,0.0
1,20260811,48,0,112,1,1,0,347.7112089617388,112,0,0,112,0,0.0,112,0.0
1,20260811,49,0,185,1,1,0,466.24430633038685,185,0,0,185,0,0.0,185,0.0
1,20260811,50,0,37,1,1,0,387.9443357714109,37,0,0,37,0,0.0,37,0.0
1,20260811,51,0,662,1,1,0,469.06076152501385,662,0,0,662,0,0.0,662,0.0
1,20260811,52,0,52,1,1,0,382.80360607743546,52,0,0,52,0,0.0,52,0.0
1,20260811,53,0,36,1,1,0,303.91476913247425,36,0,0,36,0,0.0,36,0.0
1,20260811,54,0,108,1,1,0,287.562299385035,108,0,0,108,0,0.0,108,0.0
1,20260811,55,0,60,1,1,0,287.7967043305675,60,0,0,60,0,0.0,60,0.0
1,20260811,56,0,43,1,1,0,423.0388808782376,43,0,0,43,0,0.0,43,0.0
1,20260811,57,0,38,1,1,0,353.02400256085264,38,0,0,38,0,0.0,38,0.0
1,20260811,58,0,41,1,1,0,323.6594997170548,41,0,0,41,0,0.0,41,0.0
1,20260811,59,0,80,1,1,0,378.5582317248951,80,0,0,80,0,0.0,80,0.0
1,20260811,60,0,52,1,1,0,344.44423786503944,52,0,0,52,0,0.0,52,0.0
1,20260811,61,0,42,1,1,0,285.8554624869321,42,0,0,42,0,0.0,42,0.0
1,20260811,62,0,63,1,1,0,357.04138853092513,63,0,0,63,0,0.0,63,0.0
1,20260811,63,0,351,1,1,0,454.7126534911856,351,0,0,351,0,0.0,351,0.0
1,20260811,64,0,41,1,1,0,303.6858328432943,41,0,0,41,0,0.0,41,0.0
1,20260811,65,0,66,1,1,0,422.47965912491935,66,0,0,66,0,0.0,66,0.0
1,20260811,66,0,56,1,1,0,331.3369314313147,56,0,0,56,0,0.0,56,0.0
1,20260811,67,0,74,1,1,0,342.2232546798244,74,0,0,74,0,0.0,74,0.0
1,20260811,68,0,99,1,1,0,343.7111782192994,99,0,0,99,0,0.0,99,0.0
1,20260811,69,0,65,1,1,0,391.72253545393215,65,0,0,65,0,0.0,65,0.0
1,20260811,70,0,166,1,1,0,380.71951560007983,166,0,0,166,0,0.0,166,0.0
1,20260811,71,0,25,1,1,0,310.01490580566326,25,0,0,25,0,0.0,25,0.0
1,20260811,72,0,41,1,1,0,352.84321601808324,41,0,0,41,0,0.0,41,0.0
1,20260811,73,0,25,1,1,0,310.44466236312,25,0,0,25,0,0.0,25,0.0
1,20260811,74,0,120,1,1,0,363.2658452784738,120,0,0,120,0,0.0,120,0.0
1,20260811,75,0,52,1,1,0,342.8312505552352,52,0,0,52,0,0.0,52,0.0
1,20260811,76,0,34,1,1,0,297.42338731005077,34,0,0,34,0,0.0,34,0.0
1,20260811,77,0,24,1,1,0,229.30055294741283,24,0,0,24,0,0.0,24,0.0
1,20260811,78,0,47,1,1,0,344.03162911500544,47,0,0,47,0,0.0,47,0.0
1,20260811,79,0,120,1,1,0,310.3692356642646,120,0,0,120,0,0.0,120,0.0
1,20260811,80,0,60,1,1,0,334.5720061584315,60,0,0,60,0,0.0,60,0.0
1,20260811,81,0,49,1,1,0,325.8422271087139,49,0,0,49,0,0.0,49,0.0
1,20260811,82,0,98,1,1,0,365.2403982125019,98,0,0,98,0,0.0,98,0.0
1,20260811,83,0,44,1,1,0,315.3372443972505,44,0,0,44,0,0.0,44,0.0
1,20260811,84,0,218,1,1,0,375.1351725573759,218,0,0,218,0,0.0,218,0.0
1,20260811,85,0,37,1,1,0,354.48362219517344,37,0,0,37,0,0.0,37,0.0
1,20260811,86,0,63,1,1,0,407.9533747461918,63,0,0,63,0,0.0,63,0.0
1,20260811,87,0,97,1,1,0,357.671357131497,97,0,0,97,0,0.0,97,0.0
1,20260811,88,0,109,1,1,0,354.1444872600301,109,0,0,109,0,0.0,109,0.0
1,20260811,89,0,191,1,1,0,428.41220851087405,191,0,0,191,0,0.0,191,0.0
1,20260811,90,0,25,1,1,0,246.74639515316642,25,0,0,25,0,0.0,25,0.0
1,20260811,91,0,29,1,1,0,313.27848194620765,29,0,0,29,0,0.0,29,0.0
1,20260811,92,0,22,1,1,0,323.01129861190566,22,0,0,22,0,0.0,22,0.0
1,20260811,93,0,100,1,1,0,377.187660284707,100,0,0,100,0,0.0,100,0.0
1,20260811,94,0,45,1,1,0,383.1934849721052,45,0,0,45,0,0.0,45,0.0
1,20260811,95,0,78,1,1,0,359.5995543930811,78,0,0,78,0,0.0,78,0.0
1,20260811,96,0,173,1,1,0,371.5312499012854,173,0,0,173,0,0.0,173,0.0
1,20260811,97,0,64,1,1,0,317.60038182777305,64,0,0,64,0,0.0,64,0.0
1,20260811,98,0,101,1,1,0,376.4221696160479,101,0,0,101,0,0.0,101,0.0
1,20260811,99,0,73,1,1,0,401.81585677116743,73,0,0,73,0,0.0,73,0.0
1,20260811,100,0,96,1,1,0,323.992084909886,96,0,0,96,0,0.0,96,0.0
1,20260811,101,0,111,1,1,0,299.7207756912009,111,0,0,111,0,0.0,111,0.0
1,20260811,102,0,56,1,1,0,335.6146327669585,56,0,0,56,0,0.0,56,0.0
1,20260811,103,0,348,1,1,0,451.3645874887944,348,0,0,348,0,0.0,348,0.0
1,20260811,104,0,37,1,1,0,273.02990079647054,37,0,0,37,0,0.0,37,0.0
1,20260811,105,0,40,1,1,0,364.3577439188772,40,0,0,40,0,0.0,40,0.0
1,20260811,106,0,100,1,1,0,294.70985978107103,100,0,0,100,0,0.0,100,0.0
1,20260811,107,0,23,1,1,0,213.4956104759808,23,0,0,23,0,0.0,23,0.0
1,20260811,108,0,38,1,1,0,289.8043487661604,38,0,0,38,0,0.0,38,0.0
1,20260811,109,0,64,1,1,0,352.74029533656517,64,0,0,64,0,0.0,64,0.0
1,20260811,110,0,109,1,1,0,315.28031100876757,109,0,0,109,0,0.0,109,0.0
1,20260811,111,0,66,1,1,0,381.6416946185137,66,0,0,66,0,0.0,66,0.0
1,20260811,112,0,49,1,1,0,335.79839561541064,49,0,0,49,0,0.0,49,0.0
1,20260811,113,0,103,1,1,0,349.6148252781311,103,0,0,103,0,0.0,103,0.0
1,20260811,114,0,45,1,1,0,261.2837441177988,45,0,0,45,0,0.0,45,0.0
1,20260811,115,0,244,1,1,0,425.89599639013534,244,0,0,244,0,0.0,244,0.0
1,20260811,116,0,66,1,1,0,397.90112693060064,66,0,0,66,0,0.0,66,0.0
1,20260811,117,0,39,1,1,0,318.96539604475856,39,0,0,39,0,0.0,39,0.0
1,20260811,118,0,32,1,1,0,319.93059920173704,32,0,0,32,0,0.0,32,0.0
1,20260811,119,0,197,1,1,0,337.3011482663497,197,0,0,197,0,0.0,197,0.0
1,20260811,120,0,67,1,1,0,334.9679760400351,67,0,0,67,0,0.0,67,0.0
1,20260811,121,0,113,1,1,0,335.548109068369,113,0,0,113,0,0.0,113,0.0
1,20260811,122,0,26,1,1,0,315.1942089411042,26,0,0,26,0,0.0,26,0.0
1,20260811,123,0,106,1,1,0,282.03669938606834,106,0,0,106,0,0.0,106,0.0
1,20260811,124,0,76,1,1,0,270.6337442728104,76,0,0,76,0,0.0,76,0.0
1,20260811,125,0,140,1,1,0,411.8262227131038,140,0,0,140,0,0.0,140,0.0
1,20260811,126,0,26,1,1,0,277.7583645471585,26,0,0,26,0,0.0,26,0.0
1,20260811,127,0,40,1,1,0,338.4100019830878,40,0,0,40,0,0.0,40,0.0
1,20260812,0,0,63,1,1,0,462.3679500667775,63,0,0,63,0,0.0,63,0.0
1,20260812,1,0,56,1,1,0,300.0744781913189,56,0,0,56,0,0.0,56,0.0
1,20260812,2,0,125,1,1,0,235.40001474833423,125,0,0,125,0,0.0,125,0.0
1,20260812,3,0,109,1,1,0,312.97829002557546,109,0,0,109,0,0.0,109,0.0
1,20260812,4,0,64,1,1,0,269.7750159285819,64,0,0,64,0,0.0,64,0.0
1,20260812,5,0,27,1,1,0,281.5412901945348,27,0,0,27,0,0.0,27,0.0
1,20260812,6,0,112,1,1,0,313.05606142980827,112,0,0,112,0,0.0,112,0.0
1,20260812,7,0,102,1,1,0,382.013437766279,102,0,0,102,0,0.0,102,0.0
1,20260812,8,0,79,1,1,0,265.802528683075,79,0,0,79,0,0.0,79,0.0
1,20260812,9,0,58,1,1,0,297.4822755189275,58,0,0,58,0,0.0,58,0.0
1,20260812,10,0,36,1,1,0,432.9327645503496,36,0,0,36,0,0.0,36,0.0
1,20260812,11,0,48,1,1,0,308.69037060448784,48,0,0,48,0,0.0,48,0.0
1,20260812,12,0,107,1,1,0,379.74530446534555,107,0,0,107,0,0.0,107,0.0
1,20260812,13,0,107,1,1,0,297.53725734532094,107,0,0,107,0,0.0,107,0.0
1,20260812,14,0,161,1,1,0,388.2127106636737,161,0,0,161,0,0.0,161,0.0
1,20260812,15,0,114,1,1,0,455.3698201638782,114,0,0,114,0,0.0,114,0.0
1,20260812,16,0,71,1,1,0,406.79039514854117,71,0,0,71,0,0.0,71,0.0
1,20260812,17,0,55,1,1,0,417.9508542796515,55,0,0,55,0,0.0,55,0.0
1,20260812,18,0,59,1,1,0,351.56754653064695,59,0,0,59,0,0.0,59,0.0
1,20260812,19,0,106,1,1,0,251.88183938819606,106,0,0,106,0,0.0,106,0.0
1,20260812,20,0,168,1,1,0,347.45198173032776,168,0,0,168,0,0.0,168,0.0
1,20260812,21,0,48,1,1,0,294.2752260965956,48,0,0,48,0,0.0,48,0.0
1,20260812,22,0,116,1,1,0,364.1172636024878,116,0,0,116,0,0.0,116,0.0
1,20260812,23,0,34,1,1,0,343.78606172919956,34,0,0,34,0,0.0,34,0.0
1,20260812,24,0,227,1,1,0,385.18910221410727,227,0,0,227,0,0.0,227,0.0
1,20260812,25,0,114,1,1,0,394.0336629424685,114,0,0,114,0,0.0,114,0.0
1,20260812,26,0,78,1,1,0,350.9003271714365,78,0,0,78,0,0.0,78,0.0
1,20260812,27,0,64,1,1,0,353.37081316820087,64,0,0,64,0,0.0,64,0.0
1,20260812,28,0,48,1,1,0,318.86113231343415,48,0,0,48,0,0.0,48,0.0
1,20260812,29,0,110,1,1,0,255.01635343108396,110,0,0,110,0,0.0,110,0.0
1,20260812,30,0,79,1,1,0,341.5264165324227,79,0,0,79,0,0.0,79,0.0
1,20260812,31,0,476,1,1,0,411.3903392402982,476,0,0,476,0,0.0,476,0.0
1,20260812,32,0,41,1,1,0,268.698978019299,41,0,0,41,0,0.0,41,0.0
1,20260812,33,0,105,1,1,0,256.2843398230507,105,0,0,105,0,0.0,105,0.0
1,20260812,34,0,57,1,1,0,297.11098381222905,57,0,0,57,0,0.0,57,0.0
1,20260812,35,0,76,1,1,0,284.4819591563455,76,0,0,76,0,0.0,76,0.0
1,20260812,36,0,48,1,1,0,319.1264419279268,48,0,0,48,0,0.0,48,0.0
1,20260812,37,0,39,1,1,0,364.93185519048984,39,0,0,39,0,0.0,39,0.0
1,20260812,38,0,128,1,1,0,318.7500177468597,128,0,0,128,0,0.0,128,0.0
1,20260812,39,0,62,1,1,0,375.9832175134618,62,0,0,62,0,0.0,62,0.0
1,20260812,40,0,69,1,1,0,290.29948752197254,69,0,0,69,0,0.0,69,0.0
1,20260812,41,0,51,1,1,0,309.5930517749787,51,0,0,51,0,0.0,51,0.0
1,20260812,42,0,56,1,1,0,279.4935281083118,56,0,0,56,0,0.0,56,0.0
1,20260812,43,0,72,1,1,0,357.095452852264,72,0,0,72,0,0.0,72,0.0
1,20260812,44,0,34,1,1,0,368.58666759845187,34,0,0,34,0,0.0,34,0.0
1,20260812,45,0,115,1,1,0,437.6456200569521,115,0,0,115,0,0.0,115,0.0
1,20260812,46,0,195,1,1,0,456.0208541710315,195,0,0,195,0,0.0,195,0.0
1,20260812,47,0,107,1,1,0,399.99532792049433,107,0,0,107,0,0.0,107,0.0
1,20260812,48,0,42,1,1,0,274.30053556507403,42,0,0,42,0,0.0,42,0.0
1,20260812,49,0,106,1,1,0,351.8241288045124,106,0,0,106,0,0.0,106,0.0
1,20260812,50,0,26,1,1,0,307.57824953759626,26,0,0,26,0,0.0,26,0.0
1,20260812,51,0,45,1,1,0,337.1139218144792,45,0,0,45,0,0.0,45,0.0
1,20260812,52,0,105,1,1,0,322.32535202927943,105,0,0,105,0,0.0,105,0.0
1,20260812,53,0,56,1,1,0,366.81519431114884,56,0,0,56,0,0.0,56,0.0
1,20260812,54,0,55,1,1,0,321.891297417877,55,0,0,55,0,0.0,55,0.0
1,20260812,55,0,163,1,1,0,366.44844633081317,163,0,0,163,0,0.0,163,0.0
1,20260812,56,0,241,1,1,0,356.2343148184245,241,0,0,241,0,0.0,241,0.0
1,20260812,57,0,113,1,1,0,371.5688139762315,113,0,0,113,0,0.0,113,0.0
1,20260812,58,0,20,1,1,0,302.2272797430102,20,0,0,20,0,0.0,20,0.0
1,20260812,59,0,123,1,1,0,406.6941136474903,123,0,0,123,0,0.0,123,0.0
1,20260812,60,0,113,1,1,0,292.041476745789,113,0,0,113,0,0.0,113,0.0
1,20260812,61,0,73,1,1,0,298.8275740128853,73,0,0,73,0,0.0,73,0.0
1,20260812,62,0,31,1,1,0,388.53257078519096,31,0,0,31,0,0.0,31,0.0
1,20260812,63,0,111,1,1,0,350.81579895561583,111,0,0,111,0,0.0,111,0.0
1,20260812,64,0,70,1,1,0,402.66668348315534,70,0,0,70,0,0.0,70,0.0
1,20260812,65,0,48,1,1,0,343.36499118804716,48,0,0,48,0,0.0,48,0.0
1,20260812,66,0,78,1,1,0,395.093039689017,78,0,0,78,0,0.0,78,0.0
1,20260812,67,0,119,1,1,0,405.420678510283,119,0,0,119,0,0.0,119,0.0
1,20260812,68,0,100,1,1,0,292.0686216970499,100,0,0,100,0,0.0,100,0.0
1,20260812,69,0,50,1,1,0,383.52802642672305,50,0,0,50,0,0.0,50,0.0
1,20260812,70,0,320,1,1,0,372.4650034181966,320,0,0,320,0,0.0,320,0.0
1,20260812,71,0,64,1,1,0,397.84701286121003,64,0,0,64,0,0.0,64,0.0
1,20260812,72,0,42,1,1,0,389.21092265829094,42,0,0,42,0,0.0,42,0.0
1,20260812,73,0,55,1,1,0,350.6306918941581,55,0,0,55,0,0.0,55,0.0
1,20260812,74,0,38,1,1,0,253.0343551656244,38,0,0,38,0,0.0,38,0.0
1,20260812,75,0,109,1,1,0,382.38007318064217,109,0,0,109,0,0.0,109,0.0
1,20260812,76,0,31,1,1,0,370.065257618161,31,0,0,31,0,0.0,31,0.0
1,20260812,77,0,103,1,1,0,371.6063656574625,103,0,0,103,0,0.0,103,0.0
1,20260812,78,0,182,1,1,0,448.5880752121865,182,0,0,182,0,0.0,182,0.0
1,20260812,79,0,57,1,1,0,307.86660286048357,57,0,0,57,0,0.0,57,0.0
1,20260812,80,0,47,1,1,0,317.0576598174848,47,0,0,47,0,0.0,47,0.0
1,20260812,81,0,214,1,1,0,316.68532785736824,214,0,0,214,0,0.0,214,0.0
1,20260812,82,0,28,1,1,0,334.4343469083832,28,0,0,28,0,0.0,28,0.0
1,20260812,83,0,74,1,1,0,411.64906368028755,74,0,0,74,0,0.0,74,0.0
1,20260812,84,0,15,1,1,0,322.98186855154944,15,0,0,15,0,0.0,15,0.0
1,20260812,85,0,40,1,1,0,351.16358490633706,40,0,0,40,0,0.0,40,0.0
1,20260812,86,0,107,1,1,0,364.6482700869433,107,0,0,107,0,0.0,107,0.0
1,20260812,87,0,27,1,1,0,326.39629070078377,27,0,0,27,0,0.0,27,0.0
1,20260812,88,0,122,1,1,0,381.3352845892637,122,0,0,122,0,0.0,122,0.0
1,20260812,89,0,104,1,1,0,248.58209133850798,104,0,0,104,0,0.0,104,0.0
1,20260812,90,0,52,1,1,0,263.76156424198945,52,0,0,52,0,0.0,52,0.0
1,20260812,91,0,116,1,1,0,346.8236441907134,116,0,0,116,0,0.0,116,0.0
1,20260812,92,0,190,1,1,0,457.4362526758712,190,0,0,190,0,0.0,190,0.0
1,20260812,93,0,163,1,1,0,352.1776289448086,163,0,0,163,0,0.0,163,0.0
1,20260812,94,0,78,1,1,0,316.4697051494902,78,0,0,78,0,0.0,78,0.0
1,20260812,95,0,45,1,1,0,292.30394970583535,45,0,0,45,0,0.0,45,0.0
1,20260812,96,0,230,1,1,0,373.37562679152944,230,0,0,230,0,0.0,230,0.0
1,20260812,97,0,125,1,1,0,334.8785827449873,125,0,0,125,0,0.0,125,0.0
1,20260812,98,0,39,1,1,0,377.5641594654777,39,0,0,39,0,0.0,39,0.0
1,20260812,99,0,30,1,1,0,338.6416844353823,30,0,0,30,0,0.0,30,0.0
1,20260812,100,0,74,1,1,0,376.69174171649775,74,0,0,74,0,0.0,74,0.0
1,20260812,101,0,128,1,1,0,380.36098098932234,128,0,0,128,0,0.0,128,0.0
1,20260812,102,0,47,1,1,0,365.10400826418027,47,0,0,47,0,0.0,47,0.0
1,20260812,103,0,37,1,1,0,355.3991680791694,37,0,0,37,0,0.0,37,0.0
1,20260812,104,0,28,1,1,0,354.6770214562565,28,0,0,28,0,0.0,28,0.0
1,20260812,105,0,99,1,1,0,323.01072159077785,99,0,0,99,0,0.0,99,0.0
1,20260812,106,0,38,1,1,0,398.5901052219425,38,0,0,38,0,0.0,38,0.0
1,20260812,107,0,96,1,1,0,343.2624876301847,96,0,0,96,0,0.0,96,0.0
1,20260812,108,0,129,1,1,0,418.98085133661675,129,0,0,129,0,0.0,129,0.0
1,20260812,109,0,117,1,1,0,328.62093802683444,117,0,0,117,0,0.0,117,0.0
1,20260812,110,0,30,1,1,0,178.17802723350303,30,0,0,30,0,0.0,30,0.0
1,20260812,111,0,104,1,1,0,420.8443619814818,104,0,0,104,0,0.0,104,0.0
1,20260812,112,0,118,1,1,0,314.84998889577696,118,0,0,118,0,0.0,118,0.0
1,20260812,113,0,123,1,1,0,422.7971549397122,123,0,0,123,0,0.0,123,0.0
1,20260812,114,0,60,1,1,0,363.80829372027057,60,0,0,60,0,0.0,60,0.0
1,20260812,115,0,41,1,1,0,369.2667686103177,41,0,0,41,0,0.0,41,0.0
1,20260812,116,0,66,1,1,0,317.02132734980955,66,0,0,66,0,0.0,66,0.0
1,20260812,117,0,106,1,1,0,364.49415080970437,106,0,0,106,0,0.0,106,0.0
1,20260812,118,0,159,1,1,0,402.0880510401987,159,0,0,159,0,0.0,159,0.0
1,20260812,119,0,28,1,1,0,327.1960132793296,28,0,0,28,0,0.0,28,0.0
1,20260812,120,0,79,1,1,0,388.7425127036904,79,0,0,79,0,0.0,79,0.0
1,20260812,121,0,136,1,1,0,364.3951956442078,136,0,0,136,0,0.0,136,0.0
1,20260812,122,0,125,1,1,0,347.235928910749,125,0,0,125,0,0.0,125,0.0
1,20260812,123,0,71,1,1,0,416.9448025914576,71,0,0,71,0,0.0,71,0.0
1,20260812,124,0,62,1,1,0,380.02069284891934,62,0,0,62,0,0.0,62,0.0
1,20260812,125,0,188,1,1,0,449.085670787033,188,0,0,188,0,0.0,188,0.0
1,20260812,126,0,32,1,1,0,397.8533136028219,32,0,0,32,0,0.0,32,0.0
1,20260812,127,0,55,1,1,0,425.18770223926964,55,0,0,55,0,0.0,55,0.0
1,20260813,0,0,116,1,1,0,322.758262941327,116,0,0,116,0,0.0,116,0.0
1,20260813,1,0,47,1,1,0,296.2905070963624,47,0,0,47,0,0.0,47,0.0
1,20260813,2,0,53,1,1,0,386.07027405217974,53,0,0,53,0,0.0,53,0.0
1,20260813,3,0,59,1,1,0,300.7765497530751,59,0,0,59,0,0.0,59,0.0
1,20260813,4,0,107,1,1,0,335.172982421067,107,0,0,107,0,0.0,107,0.0
1,20260813,5,0,105,1,1,0,257.11505237569054,105,0,0,105,0,0.0,105,0.0
1,20260813,6,0,159,1,1,0,335.61291711723527,159,0,0,159,0,0.0,159,0.0
1,20260813,7,0,19,1,1,0,307.2901367200921,19,0,0,19,0,0.0,19,0.0
1,20260813,8,0,77,1,1,0,364.8442487043315,77,0,0,77,0,0.0,77,0.0
1,20260813,9,0,180,1,1,0,442.4175080535824,180,0,0,180,0,0.0,180,0.0
1,20260813,10,0,253,1,1,0,389.0899576476792,253,0,0,253,0,0.0,253,0.0
1,20260813,11,0,20,1,1,0,306.4298124422088,20,0,0,20,0,0.0,20,0.0
1,20260813,12,0,23,1,1,0,304.95523891322694,23,0,0,23,0,0.0,23,0.0
1,20260813,13,0,33,1,1,0,336.4008644263488,33,0,0,33,0,0.0,33,0.0
1,20260813,14,0,127,1,1,0,382.86538938284946,127,0,0,127,0,0.0,127,0.0
1,20260813,15,0,176,1,1,0,380.5701267050762,176,0,0,176,0,0.0,176,0.0
1,20260813,16,0,48,1,1,0,323.26665137131715,48,0,0,48,0,0.0,48,0.0
1,20260813,17,0,57,1,1,0,381.80290936006224,57,0,0,57,0,0.0,57,0.0
1,20260813,18,0,56,1,1,0,292.6934686125596,56,0,0,56,0,0.0,56,0.0
1,20260813,19,0,27,1,1,0,364.0533727987027,27,0,0,27,0,0.0,27,0.0
1,20260813,20,0,106,1,1,0,321.67783647294044,106,0,0,106,0,0.0,106,0.0
1,20260813,21,0,68,1,1,0,423.5341061750744,68,0,0,68,0,0.0,68,0.0
1,20260813,22,0,71,1,1,0,329.32839236431755,71,0,0,71,0,0.0,71,0.0
1,20260813,23,0,51,1,1,0,346.8631160052545,51,0,0,51,0,0.0,51,0.0
1,20260813,24,0,45,1,1,0,314.6359893857408,45,0,0,45,0,0.0,45,0.0
1,20260813,25,0,99,1,1,0,406.3167075620164,99,0,0,99,0,0.0,99,0.0
1,20260813,26,0,133,1,1,0,305.48385443374156,133,0,0,133,0,0.0,133,0.0
1,20260813,27,0,33,1,1,0,276.07715901011966,33,0,0,33,0,0.0,33,0.0
1,20260813,28,0,112,1,1,0,292.1641334495183,112,0,0,112,0,0.0,112,0.0
1,20260813,29,0,71,1,1,0,347.85696224591203,71,0,0,71,0,0.0,71,0.0
1,20260813,30,0,74,1,1,0,393.9388886670388,74,0,0,74,0,0.0,74,0.0
1,20260813,31,0,71,1,1,0,341.69174641359547,71,0,0,71,0,0.0,71,0.0
1,20260813,32,0,65,1,1,0,398.06700740843394,65,0,0,65,0,0.0,65,0.0
1,20260813,33,0,55,1,1,0,379.548529931944,55,0,0,55,0,0.0,55,0.0
1,20260813,34,0,49,1,1,0,313.2742330863535,49,0,0,49,0,0.0,49,0.0
1,20260813,35,0,95,1,1,0,346.97747274721576,95,0,0,95,0,0.0,95,0.0
1,20260813,36,0,102,1,1,0,338.77999409782416,102,0,0,102,0,0.0,102,0.0
1,20260813,37,0,160,1,1,0,278.98650022779907,160,0,0,160,0,0.0,160,0.0
1,20260813,38,0,52,1,1,0,423.32501821820387,52,0,0,52,0,0.0,52,0.0
1,20260813,39,0,67,1,1,0,341.2262052362872,67,0,0,67,0,0.0,67,0.0
1,20260813,40,0,29,1,1,0,272.1564497715714,29,0,0,29,0,0.0,29,0.0
1,20260813,41,0,254,1,1,0,376.80543109960723,254,0,0,254,0,0.0,254,0.0
1,20260813,42,0,73,1,1,0,292.27485102141736,73,0,0,73,0,0.0,73,0.0
1,20260813,43,0,734,1,1,0,271.2853509699286,734,0,0,734,0,0.0,734,0.0
1,20260813,44,0,64,1,1,0,329.9626426975352,64,0,0,64,0,0.0,64,0.0
1,20260813,45,0,524,1,1,0,336.39033047646336,524,0,0,524,0,0.0,524,0.0
1,20260813,46,0,127,1,1,0,289.1218103378847,127,0,0,127,0,0.0,127,0.0
1,20260813,47,0,70,1,1,0,349.41833801300163,70,0,0,70,0,0.0,70,0.0
1,20260813,48,0,58,1,1,0,384.88258888141934,58,0,0,58,0,0.0,58,0.0
1,20260813,49,0,380,1,1,0,389.1567537881034,380,0,0,380,0,0.0,380,0.0
1,20260813,50,0,40,1,1,0,345.53678834428666,40,0,0,40,0,0.0,40,0.0
1,20260813,51,0,59,1,1,0,305.632421506025,59,0,0,59,0,0.0,59,0.0
1,20260813,52,0,66,1,1,0,286.176189006958,66,0,0,66,0,0.0,66,0.0
1,20260813,53,0,103,1,1,0,400.0623055295305,103,0,0,103,0,0.0,103,0.0
1,20260813,54,0,43,1,1,0,320.76245513704424,43,0,0,43,0,0.0,43,0.0
1,20260813,55,0,43,1,1,0,293.59551555942437,43,0,0,43,0,0.0,43,0.0
1,20260813,56,0,238,1,1,0,381.2324107936596,238,0,0,238,0,0.0,238,0.0
1,20260813,57,0,42,1,1,0,367.6380698097053,42,0,0,42,0,0.0,42,0.0
1,20260813,58,0,62,1,1,0,378.6710961389345,62,0,0,62,0,0.0,62,0.0
1,20260813,59,0,105,1,1,0,419.26100222187495,105,0,0,105,0,0.0,105,0.0
1,20260813,60,0,42,1,1,0,333.32182540367774,42,0,0,42,0,0.0,42,0.0
1,20260813,61,0,109,1,1,0,311.6282717999217,109,0,0,109,0,0.0,109,0.0
1,20260813,62,0,112,1,1,0,357.5826927364377,112,0,0,112,0,0.0,112,0.0
1,20260813,63,0,109,1,1,0,355.14257199613155,109,0,0,109,0,0.0,109,0.0
1,20260813,64,0,31,1,1,0,289.7162321068455,31,0,0,31,0,0.0,31,0.0
1,20260813,65,0,28,1,1,0,257.1615435259091,28,0,0,28,0,0.0,28,0.0
1,20260813,66,0,119,1,1,0,403.74830396312217,119,0,0,119,0,0.0,119,0.0
1,20260813,67,0,108,1,1,0,333.13178786695215,108,0,0,108,0,0.0,108,0.0
1,20260813,68,0,60,1,1,0,284.0531234311235,60,0,0,60,0,0.0,60,0.0
1,20260813,69,0,28,1,1,0,280.00104368987314,28,0,0,28,0,0.0,28,0.0
1,20260813,70,0,51,1,1,0,358.3357700822818,51,0,0,51,0,0.0,51,0.0
1,20260813,71,0,893,1,1,0,459.29621127012933,893,0,0,893,0,0.0,893,0.0
1,20260813,72,0,124,1,1,0,296.78787897798134,124,0,0,124,0,0.0,124,0.0
1,20260813,73,0,63,1,1,0,300.95782409948276,63,0,0,63,0,0.0,63,0.0
1,20260813,74,0,46,1,1,0,344.7226028375244,46,0,0,46,0,0.0,46,0.0
1,20260813,75,0,62,1,1,0,311.0598987960736,62,0,0,62,0,0.0,62,0.0
1,20260813,76,0,37,1,1,0,242.9607474969524,37,0,0,37,0,0.0,37,0.0
1,20260813,77,0,106,1,1,0,431.6285471986719,106,0,0,106,0,0.0,106,0.0
1,20260813,78,0,59,1,1,0,318.52267416997347,59,0,0,59,0,0.0,59,0.0
1,20260813,79,0,28,1,1,0,301.0663410319129,28,0,0,28,0,0.0,28,0.0
1,20260813,80,0,80,1,1,0,333.747179358654,80,0,0,80,0,0.0,80,0.0
