sample_seed,shot,engine,decoder_seed,iterations,relay_legs,syndrome_converged,logically_correct,syndrome_valid_logical_error,selected_weight
20260809,113,2,2009219,100,2,1,1,0,300.5555292615401
20260809,113,3,3009222,120,2,1,1,0,291.3468267393696
20260809,114,0,9214,187,3,1,1,0,407.7584457260857
20260809,114,1,1009217,186,3,1,1,0,363.4679741452075
20260809,114,2,2009220,123,2,1,1,0,344.98565189810483
20260809,114,3,3009223,126,2,1,1,0,390.01293165229964
20260809,115,0,9215,28,1,1,1,0,275.2668813669328
20260809,115,1,1009218,28,1,1,1,0,275.2668813669328
20260809,115,2,2009221,28,1,1,1,0,275.2668813669328
20260809,115,3,3009224,28,1,1,1,0,275.2668813669328
20260809,116,0,9216,59,1,1,1,0,332.15867053481225
20260809,116,1,1009219,59,1,1,1,0,332.15867053481225
20260809,116,2,2009222,59,1,1,1,0,332.15867053481225
20260809,116,3,3009225,59,1,1,1,0,332.15867053481225
20260809,117,0,9217,109,2,1,1,0,403.88089782242633
20260809,117,1,1009220,112,2,1,1,0,397.5801531307789
20260809,117,2,2009223,196,3,1,1,0,409.8945517638986
20260809,117,3,3009226,185,3,1,1,0,450.24609548382256
20260809,118,0,9218,80,1,1,1,0,348.66873767960703
20260809,118,1,1009221,80,1,1,1,0,348.66873767960703
20260809,118,2,2009224,80,1,1,1,0,348.66873767960703
20260809,118,3,3009227,80,1,1,1,0,348.66873767960703
20260809,119,0,9219,126,2,1,1,0,310.19417680786364
20260809,119,1,1009222,89,2,1,1,0,315.82127565555186
20260809,119,2,2009225,94,2,1,1,0,292.3548278901763
20260809,119,3,3009228,103,2,1,1,0,314.41735944255703
20260809,120,0,9220,122,2,1,1,0,289.2157580355413
20260809,120,1,1009223,110,2,1,1,0,297.4260447505327
20260809,120,2,2009226,97,2,1,1,0,284.97771612613815
20260809,120,3,3009229,116,2,1,1,0,300.85597655556296
20260809,121,0,9221,158,3,1,1,0,459.6381482390126
20260809,121,1,1009224,114,2,1,1,0,484.80401069288655
20260809,121,2,2009227,100,2,1,1,0,447.87614201249824
20260809,121,3,3009230,107,2,1,1,0,470.58782345107545
20260809,122,0,9222,34,1,1,1,0,333.0571256048586
20260809,122,1,1009225,34,1,1,1,0,333.0571256048586
20260809,122,2,2009228,34,1,1,1,0,333.0571256048586
20260809,122,3,3009231,34,1,1,1,0,333.0571256048586
20260809,123,0,9223,47,1,1,1,0,374.37340679766857
20260809,123,1,1009226,47,1,1,1,0,374.37340679766857
20260809,123,2,2009229,47,1,1,1,0,374.37340679766857
20260809,123,3,3009232,47,1,1,1,0,374.37340679766857
20260809,124,0,9224,533,9,1,1,0,353.6850834203858
20260809,124,1,1009227,130,2,1,1,0,342.8177915152275
20260809,124,2,2009230,101,2,1,1,0,338.560323234984
20260809,124,3,3009233,157,3,1,1,0,353.80439298371425
20260809,125,0,9225,35,1,1,1,0,351.5145790985248
20260809,125,1,1009228,35,1,1,1,0,351.5145790985248
20260809,125,2,2009231,35,1,1,1,0,351.5145790985248
20260809,125,3,3009234,35,1,1,1,0,351.5145790985248
20260809,126,0,9226,95,2,1,1,0,371.4813751533838
20260809,126,1,1009229,106,2,1,1,0,360.43594772193217
20260809,126,2,2009232,151,3,1,1,0,361.9636362451362
20260809,126,3,3009235,134,2,1,1,0,377.89797454999524
20260809,127,0,9227,117,2,1,1,0,403.9895747286845
20260809,127,1,1009230,115,2,1,1,0,387.6671062726657
20260809,127,2,2009233,116,2,1,1,0,375.4892747005095
20260809,127,3,3009236,119,2,1,1,0,399.8055199362535
20260810,0,0,9100,67,1,1,1,0,480.8124033205825
20260810,0,1,1009103,67,1,1,1,0,480.8124033205825
20260810,0,2,2009106,67,1,1,1,0,480.8124033205825
20260810,0,3,3009109,67,1,1,1,0,480.8124033205825
20260810,1,0,9101,31,1,1,1,0,309.04388017571375
20260810,1,1,1009104,31,1,1,1,0,309.04388017571375
20260810,1,2,2009107,31,1,1,1,0,309.04388017571375
20260810,1,3,3009110,31,1,1,1,0,309.04388017571375
20260810,2,0,9102,74,1,1,1,0,324.6141466832845
20260810,2,1,1009105,74,1,1,1,0,324.6141466832845
20260810,2,2,2009108,74,1,1,1,0,324.6141466832845
20260810,2,3,3009111,74,1,1,1,0,324.6141466832845
20260810,3,0,9103,471,8,1,1,0,379.04063956486533
20260810,3,1,1009106,399,7,1,1,0,355.294666818083
20260810,3,2,2009109,166,3,1,1,0,356.5235112785534
20260810,3,3,3009112,133,2,1,1,0,361.57638129521456
20260810,4,0,9104,298,5,1,1,0,394.64872802117463
20260810,4,1,1009107,250,4,1,1,0,391.24272645659255
20260810,4,2,2009110,162,3,1,1,0,385.0010389272562
20260810,4,3,3009113,371,6,1,1,0,382.6130905065121
20260810,5,0,9105,49,1,1,1,0,402.39280073000907
20260810,5,1,1009108,49,1,1,1,0,402.39280073000907
20260810,5,2,2009111,49,1,1,1,0,402.39280073000907
20260810,5,3,3009114,49,1,1,1,0,402.39280073000907
20260810,6,0,9106,23,1,1,1,0,317.60359603138767
20260810,6,1,1009109,23,1,1,1,0,317.60359603138767
20260810,6,2,2009112,23,1,1,1,0,317.60359603138767
20260810,6,3,3009115,23,1,1,1,0,317.60359603138767
20260810,7,0,9107,97,2,1,1,0,319.3853007272544
20260810,7,1,1009110,166,3,1,1,0,323.19239445576113
20260810,7,2,2009113,287,5,1,1,0,319.1343574574872
20260810,7,3,3009116,186,3,1,1,0,344.7418982109566
20260810,8,0,9108,182,3,1,1,0,439.9874129338052
20260810,8,1,1009111,98,2,1,1,0,406.1867792014482
20260810,8,2,2009114,101,2,1,1,0,401.39240403046324
20260810,8,3,3009117,112,2,1,1,0,388.45322262670453
20260810,9,0,9109,640,11,1,1,0,428.4625411109955
20260810,9,1,1009112,790,13,1,1,0,401.5158329217985
20260810,9,2,2009115,153,3,1,1,0,375.6412296788952
20260810,9,3,3009118,133,2,1,1,0,381.2374351105724
20260810,10,0,9110,42,1,1,1,0,389.27482274900456
20260810,10,1,1009113,42,1,1,1,0,389.27482274900456
20260810,10,2,2009116,42,1,1,1,0,389.27482274900456
20260810,10,3,3009119,42,1,1,1,0,389.27482274900456
20260810,11,0,9111,50,1,1,1,0,310.6350021916819
20260810,11,1,1009114,50,1,1,1,0,310.6350021916819
20260810,11,2,2009117,50,1,1,1,0,310.6350021916819
20260810,11,3,3009120,50,1,1,1,0,310.6350021916819
20260810,12,0,9112,34,1,1,1,0,307.26354900377316
20260810,12,1,1009115,34,1,1,1,0,307.26354900377316
20260810,12,2,2009118,34,1,1,1,0,307.26354900377316
20260810,12,3,3009121,34,1,1,1,0,307.26354900377316
20260810,13,0,9113,159,3,1,1,0,304.26164150895255
20260810,13,1,1009116,107,2,1,1,0,293.1086718208968
20260810,13,2,2009119,117,2,1,1,0,335.5078724046598
20260810,13,3,3009122,115,2,1,1,0,329.9297862009811
20260810,14,0,9114,63,1,1,1,0,300.91635632150917
20260810,14,1,1009117,63,1,1,1,0,300.91635632150917
20260810,14,2,2009120,63,1,1,1,0,300.91635632150917
20260810,14,3,3009123,63,1,1,1,0,300.91635632150917
20260810,15,0,9115,17,1,1,1,0,252.22248931897155
20260810,15,1,1009118,17,1,1,1,0,252.22248931897155
20260810,15,2,2009121,17,1,1,1,0,252.22248931897155
20260810,15,3,3009124,17,1,1,1,0,252.22248931897155
20260810,16,0,9116,47,1,1,1,0,283.2190543618213
20260810,16,1,1009119,47,1,1,1,0,283.2190543618213
20260810,16,2,2009122,47,1,1,1,0,283.2190543618213
20260810,16,3,3009125,47,1,1,1,0,283.2190543618213
20260810,17,0,9117,38,1,1,1,0,432.5891002910465
20260810,17,1,1009120,38,1,1,1,0,432.5891002910465
20260810,17,2,2009123,38,1,1,1,0,432.5891002910465
20260810,17,3,3009126,38,1,1,1,0,432.5891002910465
20260810,18,0,9118,72,1,1,1,0,306.56581176443586
20260810,18,1,1009121,72,1,1,1,0,306.56581176443586
20260810,18,2,2009124,72,1,1,1,0,306.56581176443586
20260810,18,3,3009127,72,1,1,1,0,306.56581176443586
20260810,19,0,9119,111,2,1,1,0,418.05556261855475
20260810,19,1,1009122,106,2,1,1,0,394.5198183787094
20260810,19,2,2009125,127,2,1,1,0,381.7595237566467
20260810,19,3,3009128,132,2,1,1,0,396.0157580300728
20260810,20,0,9120,113,2,1,1,0,331.3382098798134
20260810,20,1,1009123,96,2,1,1,0,312.1312746265167
20260810,20,2,2009126,185,3,1,1,0,311.3068452007937
20260810,20,3,3009129,217,4,1,1,0,311.6636107374307
20260810,21,0,9121,240,4,1,1,0,322.64370796183806
20260810,21,1,1009124,135,2,1,1,0,308.70434263986033
20260810,21,2,2009127,121,2,1,1,0,335.1955493939895
20260810,21,3,3009130,215,4,1,1,0,309.88196880314126
20260810,22,0,9122,77,1,1,1,0,259.93352705306546
20260810,22,1,1009125,77,1,1,1,0,259.93352705306546
20260810,22,2,2009128,77,1,1,1,0,259.93352705306546
20260810,22,3,3009131,77,1,1,1,0,259.93352705306546
20260810,23,0,9123,47,1,1,1,0,356.6532976900697
20260810,23,1,1009126,47,1,1,1,0,356.6532976900697
20260810,23,2,2009129,47,1,1,1,0,356.6532976900697
20260810,23,3,3009132,47,1,1,1,0,356.6532976900697
20260810,24,0,9124,66,1,1,1,0,329.59581165515885
20260810,24,1,1009127,66,1,1,1,0,329.59581165515885
20260810,24,2,2009130,66,1,1,1,0,329.59581165515885
20260810,24,3,3009133,66,1,1,1,0,329.59581165515885
20260810,25,0,9125,58,1,1,1,0,323.69010880759095
20260810,25,1,1009128,58,1,1,1,0,323.69010880759095
20260810,25,2,2009131,58,1,1,1,0,323.69010880759095
20260810,25,3,3009134,58,1,1,1,0,323.69010880759095
20260810,26,0,9126,183,3,1,1,0,522.3417483608453
20260810,26,1,1009129,130,2,1,1,0,458.6463658308071
20260810,26,2,2009132,308,5,1,1,0,525.362322540507
20260810,26,3,3009135,256,4,1,1,0,535.0783764468713
20260810,27,0,9127,56,1,1,1,0,367.95742112817027
20260810,27,1,1009130,56,1,1,1,0,367.95742112817027
20260810,27,2,2009133,56,1,1,1,0,367.95742112817027
20260810,27,3,3009136,56,1,1,1,0,367.95742112817027
20260810,28,0,9128,45,1,1,1,0,387.6062702116176
20260810,28,1,1009131,45,1,1,1,0,387.6062702116176
20260810,28,2,2009134,45,1,1,1,0,387.6062702116176
20260810,28,3,3009137,45,1,1,1,0,387.6062702116176
20260810,29,0,9129,118,2,1,1,0,341.50032524329924
20260810,29,1,1009132,163,3,1,1,0,322.8543516785833
20260810,29,2,2009135,233,4,1,1,0,335.0604247905178
20260810,29,3,3009138,105,2,1,1,0,317.9454751999341
20260810,30,0,9130,102,2,1,1,0,266.74832951903704
20260810,30,1,1009133,96,2,1,1,0,253.1648598445612
20260810,30,2,2009136,116,2,1,1,0,303.8022410281169
20260810,30,3,3009139,93,2,1,1,0,262.14995675655496
20260810,31,0,9131,175,3,1,1,0,355.0749212722885
20260810,31,1,1009134,120,2,1,1,0,318.8912003314674
20260810,31,2,2009137,117,2,1,1,0,320.6749026890992
20260810,31,3,3009140,198,3,1,1,0,328.10167120544816
20260810,32,0,9132,31,1,1,1,0,342.511195653736
20260810,32,1,1009135,31,1,1,1,0,342.511195653736
20260810,32,2,2009138,31,1,1,1,0,342.511195653736
20260810,32,3,3009141,31,1,1,1,0,342.511195653736
20260810,33,0,9133,777,13,1,1,0,391.71981439010506
20260810,33,1,1009136,413,7,1,1,0,375.18988769418775
20260810,33,2,2009139,238,4,1,1,0,378.59271724246344
20260810,33,3,3009142,341,6,1,1,0,388.92562319701386
20260810,34,0,9134,320,5,1,1,0,456.2904077873641
20260810,34,1,1009137,162,3,1,1,0,429.1275155142177
20260810,34,2,2009140,372,6,1,1,0,419.3624379110162
20260810,34,3,3009143,416,7,1,1,0,422.18037759143584
20260810,35,0,9135,97,2,1,1,0,252.85602955336495
20260810,35,1,1009138,274,5,1,1,0,279.9119490034388
20260810,35,2,2009141,592,10,1,1,0,306.5712227229184
20260810,35,3,3009144,95,2,1,1,0,251.44569869450066
20260810,36,0,9136,47,1,1,1,0,268.9787330744349
20260810,36,1,1009139,47,1,1,1,0,268.9787330744349
20260810,36,2,2009142,47,1,1,1,0,268.9787330744349
20260810,36,3,3009145,47,1,1,1,0,268.9787330744349
20260810,37,0,9137,31,1,1,1,0,267.84315739772256
20260810,37,1,1009140,31,1,1,1,0,267.84315739772256
20260810,37,2,2009143,31,1,1,1,0,267.84315739772256
20260810,37,3,3009146,31,1,1,1,0,267.84315739772256
20260810,38,0,9138,33,1,1,1,0,237.64900335488142
20260810,38,1,1009141,33,1,1,1,0,237.64900335488142
20260810,38,2,2009144,33,1,1,1,0,237.64900335488142
20260810,38,3,3009147,33,1,1,1,0,237.64900335488142
20260810,39,0,9139,99,2,1,1,0,351.4785887891824
20260810,39,1,1009142,123,2,1,1,0,301.63371061634894
20260810,39,2,2009145,104,2,1,1,0,321.87887202639047
20260810,39,3,3009148,105,2,1,1,0,303.2216090314237
20260810,40,0,9140,121,2,1,1,0,316.43696253708646
20260810,40,1,1009143,104,2,1,1,0,324.55255358414945
20260810,40,2,2009146,96,2,1,1,0,306.36302040883675
20260810,40,3,3009149,96,2,1,1,0,313.0859684597352
20260810,41,0,9141,48,1,1,1,0,411.1589156833457
20260810,41,1,1009144,48,1,1,1,0,411.1589156833457
20260810,41,2,2009147,48,1,1,1,0,411.1589156833457
20260810,41,3,3009150,48,1,1,1,0,411.1589156833457
20260810,42,0,9142,118,2,1,1,0,354.2218272399564
20260810,42,1,1009145,112,2,1,1,0,372.2119947027122
20260810,42,2,2009148,94,2,1,1,0,326.0882609026059
20260810,42,3,3009151,94,2,1,1,0,315.4932285343423
20260810,43,0,9143,58,1,1,1,0,260.6769847589577
20260810,43,1,1009146,58,1,1,1,0,260.6769847589577
20260810,43,2,2009149,58,1,1,1,0,260.6769847589577
20260810,43,3,3009152,58,1,1,1,0,260.6769847589577
20260810,44,0,9144,19,1,1,1,0,275.70253975706356
20260810,44,1,1009147,19,1,1,1,0,275.70253975706356
20260810,44,2,2009150,19,1,1,1,0,275.70253975706356
20260810,44,3,3009153,19,1,1,1,0,275.70253975706356
20260810,45,0,9145,414,7,1,1,0,385.0908991354564
20260810,45,1,1009148,121,2,1,1,0,352.29564516658684
20260810,45,2,2009151,738,12,1,1,0,374.710421548326
20260810,45,3,3009154,112,2,1,1,0,384.6020183254247
20260810,46,0,9146,29,1,1,1,0,361.7899303075512
20260810,46,1,1009149,29,1,1,1,0,361.7899303075512
20260810,46,2,2009152,29,1,1,1,0,361.7899303075512
20260810,46,3,3009155,29,1,1,1,0,361.7899303075512
20260810,47,0,9147,32,1,1,1,0,339.42244533667645
20260810,47,1,1009150,32,1,1,1,0,339.42244533667645
20260810,47,2,2009153,32,1,1,1,0,339.42244533667645
20260810,47,3,3009156,32,1,1,1,0,339.42244533667645
20260810,48,0,9148,353,6,1,1,0,430.2256441256991
20260810,48,1,1009151,111,2,1,1,0,390.1049413508164
20260810,48,2,2009154,172,3,1,1,0,434.0211021585201
20260810,48,3,3009157,121,2,1,1,0,449.3374627733736
20260810,49,0,9149,130,2,1,1,0,492.6104761806371
20260810,49,1,1009152,103,2,1,1,0,482.0182005832621
20260810,49,2,2009155,128,2,1,1,0,498.87378025692954
20260810,49,3,3009158,171,3,1,1,0,502.39223922379813
20260810,50,0,9150,50,1,1,1,0,391.48906460255336
20260810,50,1,1009153,50,1,1,1,0,391.48906460255336
20260810,50,2,2009156,50,1,1,1,0,391.48906460255336
20260810,50,3,3009159,50,1,1,1,0,391.48906460255336
20260810,51,0,9151,80,1,1,1,0,307.78982886571316
20260810,51,1,1009154,80,1,1,1,0,307.78982886571316
20260810,51,2,2009157,80,1,1,1,0,307.78982886571316
20260810,51,3,3009160,80,1,1,1,0,307.78982886571316
20260810,52,0,9152,29,1,1,1,0,287.9972191539217
20260810,52,1,1009155,29,1,1,1,0,287.9972191539217
20260810,52,2,2009158,29,1,1,1,0,287.9972191539217
20260810,52,3,3009161,29,1,1,1,0,287.9972191539217
20260810,53,0,9153,100,2,1,1,0,246.87764107364848
20260810,53,1,1009156,116,2,1,1,0,256.952466896263
20260810,53,2,2009159,128,2,1,1,0,269.6342037818525
20260810,53,3,3009162,128,2,1,1,0,243.64354528087537
20260810,54,0,9154,55,1,1,1,0,377.9662967764704
20260810,54,1,1009157,55,1,1,1,0,377.9662967764704
20260810,54,2,2009160,55,1,1,1,0,377.9662967764704
20260810,54,3,3009163,55,1,1,1,0,377.9662967764704
20260810,55,0,9155,165,3,1,1,0,362.89146250713554
20260810,55,1,1009158,126,2,1,1,0,336.41706238863185
20260810,55,2,2009161,363,6,1,1,0,359.08542633920126
20260810,55,3,3009164,166,3,1,1,0,335.07387531227505
20260810,56,0,9156,45,1,1,1,0,350.421304581026
20260810,56,1,1009159,45,1,1,1,0,350.421304581026
20260810,56,2,2009162,45,1,1,1,0,350.421304581026
20260810,56,3,3009165,45,1,1,1,0,350.421304581026
20260810,57,0,9157,55,1,1,1,0,297.04059847088024
20260810,57,1,1009160,55,1,1,1,0,297.04059847088024
20260810,57,2,2009163,55,1,1,1,0,297.04059847088024
20260810,57,3,3009166,55,1,1,1,0,297.04059847088024
20260810,58,0,9158,111,2,1,1,0,360.12426462811004
20260810,58,1,1009161,94,2,1,1,0,358.73797106955715
20260810,58,2,2009164,108,2,1,1,0,358.2791162057123
20260810,58,3,3009167,115,2,1,1,0,378.41772213531925
20260810,59,0,9159,41,1,1,1,0,335.111053047567
20260810,59,1,1009162,41,1,1,1,0,335.111053047567
20260810,59,2,2009165,41,1,1,1,0,335.111053047567
20260810,59,3,3009168,41,1,1,1,0,335.111053047567
20260810,60,0,9160,604,10,1,1,0,379.65669890571223
20260810,60,1,1009163,238,4,1,1,0,367.3252694888479
20260810,60,2,2009166,194,3,1,1,0,375.5044427451236
20260810,60,3,3009169,607,10,1,1,0,366.3561709597716
20260810,61,0,9161,109,2,1,1,0,405.1737118187938
20260810,61,1,1009164,124,2,1,1,0,420.71096561491146
20260810,61,2,2009167,101,2,1,1,0,412.02966680385316
20260810,61,3,3009170,137,2,1,1,0,409.4967433672972
20260810,62,0,9162,220,4,1,1,0,400.0263347993905
20260810,62,1,1009165,102,2,1,1,0,350.59423583933403
20260810,62,2,2009168,161,3,1,1,0,363.0293654342207
20260810,62,3,3009171,108,2,1,1,0,358.09656677755055
20260810,63,0,9163,169,3,1,1,0,311.69042654982746
20260810,63,1,1009166,115,2,1,1,0,328.4696951178708
20260810,63,2,2009169,297,5,1,1,0,344.629895060147
20260810,63,3,3009172,184,3,1,1,0,301.87821527966355
20260810,64,0,9164,110,2,1,1,0,392.4208936006505
20260810,64,1,1009167,121,2,1,1,0,417.0280712770659
20260810,64,2,2009170,119,2,1,1,0,381.3307554514317
20260810,64,3,3009173,191,3,1,1,0,381.56922874800466
20260810,65,0,9165,107,2,1,1,0,388.103119730009
20260810,65,1,1009168,106,2,1,1,0,396.37522690678725
20260810,65,2,2009171,169,3,1,1,0,394.5394808420144
20260810,65,3,3009174,176,3,1,1,0,388.1875879677807
20260810,66,0,9166,139,2,1,1,0,334.17179558389614
20260810,66,1,1009169,109,2,1,1,0,337.092461051291
20260810,66,2,2009172,94,2,1,1,0,313.4615880555755
20260810,66,3,3009175,99,2,1,1,0,336.6273554501622
20260810,67,0,9167,75,1,1,1,0,395.88446168207497
20260810,67,1,1009170,75,1,1,1,0,395.88446168207497
20260810,67,2,2009173,75,1,1,1,0,395.88446168207497
20260810,67,3,3009176,75,1,1,1,0,395.88446168207497
20260810,68,0,9168,466,8,1,1,0,390.25002647940613
20260810,68,1,1009171,227,4,1,1,0,361.3489895787993
20260810,68,2,2009174,658,11,1,1,0,356.7653801029308
20260810,68,3,3009177,126,2,1,1,0,345.7668918415852
20260810,69,0,9169,50,1,1,1,0,366.1870909689427
20260810,69,1,1009172,50,1,1,1,0,366.1870909689427
20260810,69,2,2009175,50,1,1,1,0,366.1870909689427
20260810,69,3,3009178,50,1,1,1,0,366.1870909689427
20260810,70,0,9170,173,3,1,1,0,460.2031353966652
20260810,70,1,1009173,195,3,1,1,0,465.64741482894186
20260810,70,2,2009176,105,2,1,1,0,460.6222206590613
20260810,70,3,3009179,195,3,1,1,0,452.8049050245518
20260810,71,0,9171,25,1,1,1,0,320.41158200524353
20260810,71,1,1009174,25,1,1,1,0,320.41158200524353
20260810,71,2,2009177,25,1,1,1,0,320.41158200524353
20260810,71,3,3009180,25,1,1,1,0,320.41158200524353
20260810,72,0,9172,39,1,1,1,0,291.5410590126605
20260810,72,1,1009175,39,1,1,1,0,291.5410590126605
20260810,72,2,2009178,39,1,1,1,0,291.5410590126605
20260810,72,3,3009181,39,1,1,1,0,291.5410590126605
20260810,73,0,9173,122,2,1,1,0,380.27180706655304
20260810,73,1,1009176,131,2,1,1,0,390.56570085259
20260810,73,2,2009179,312,5,1,1,0,370.6256419086626
20260810,73,3,3009182,362,6,1,1,0,390.4542971918477
20260810,74,0,9174,200,3,1,1,0,398.05266333794805
20260810,74,1,1009177,110,2,1,1,0,416.4087885933836
20260810,74,2,2009180,110,2,1,1,0,407.0243916134307
20260810,74,3,3009183,102,2,1,1,0,402.41511382803833
20260810,75,0,9175,77,1,1,1,0,321.88166485712554
20260810,75,1,1009178,77,1,1,1,0,321.88166485712554
20260810,75,2,2009181,77,1,1,1,0,321.88166485712554
20260810,75,3,3009184,77,1,1,1,0,321.88166485712554
20260810,76,0,9176,97,2,1,1,0,407.6577917456541
20260810,76,1,1009179,98,2,1,1,0,417.56056070797945
20260810,76,2,2009182,104,2,1,1,0,426.8914749524277
20260810,76,3,3009185,97,2,1,1,0,401.3218023871763
20260810,77,0,9177,229,4,1,1,0,461.76306260532436
20260810,77,1,1009180,110,2,1,1,0,429.37304492081216
20260810,77,2,2009183,114,2,1,1,0,427.71961308114703
20260810,77,3,3009186,139,2,1,1,0,477.5282033775943
20260810,78,0,9178,166,3,1,1,0,387.1900646347309
20260810,78,1,1009181,467,8,1,1,0,431.6204616947543
20260810,78,2,2009184,278,5,1,1,0,408.9365542514215
20260810,78,3,3009187,111,2,1,1,0,396.0373706246278
20260810,79,0,9179,200,3,1,1,0,476.1710355532612
20260810,79,1,1009182,138,2,1,1,0,459.42253277246647
20260810,79,2,2009185,234,4,1,1,0,449.41129447934156
20260810,79,3,3009188,115,2,1,1,0,444.7699098753334
20260810,80,0,9180,602,10,1,1,0,493.91254052956634
20260810,80,1,1009183,300,5,1,1,0,474.63588489456504
20260810,80,2,2009186,183,3,1,0,1,501.623202134531
20260810,80,3,3009189,131,2,1,0,1,473.3226479161337
20260810,81,0,9181,78,1,1,1,0,365.8579190843311
20260810,81,1,1009184,78,1,1,1,0,365.8579190843311
20260810,81,2,2009187,78,1,1,1,0,365.8579190843311
20260810,81,3,3009190,78,1,1,1,0,365.8579190843311
20260810,82,0,9182,66,1,1,1,0,410.9983349571086
20260810,82,1,1009185,66,1,1,1,0,410.9983349571086
20260810,82,2,2009188,66,1,1,1,0,410.9983349571086
20260810,82,3,3009191,66,1,1,1,0,410.9983349571086
20260810,83,0,9183,45,1,1,1,0,325.4916677856065
20260810,83,1,1009186,45,1,1,1,0,325.4916677856065
20260810,83,2,2009189,45,1,1,1,0,325.4916677856065
20260810,83,3,3009192,45,1,1,1,0,325.4916677856065
20260810,84,0,9184,120,2,1,1,0,371.53445708605244
20260810,84,1,1009187,103,2,1,1,0,383.64413652926464
20260810,84,2,2009190,215,4,1,1,0,376.18203446077655
20260810,84,3,3009193,116,2,1,1,0,369.59003126787115
20260810,85,0,9185,55,1,1,1,0,321.91490795623884
20260810,85,1,1009188,55,1,1,1,0,321.91490795623884
20260810,85,2,2009191,55,1,1,1,0,321.91490795623884
20260810,85,3,3009194,55,1,1,1,0,321.91490795623884
20260810,86,0,9186,170,3,1,1,0,384.69192659437846
20260810,86,1,1009189,169,3,1,1,0,358.9317980913205
20260810,86,2,2009192,104,2,1,1,0,371.23873247337406
20260810,86,3,3009195,97,2,1,1,0,350.42836393516166
20260810,87,0,9187,253,4,1,1,0,424.27887815254394
20260810,87,1,1009190,158,3,1,1,0,415.32334330296544
20260810,87,2,2009193,159,3,1,1,0,390.6169748416872
20260810,87,3,3009196,297,5,1,1,0,413.5624426110994
20260810,88,0,9188,25,1,1,1,0,292.5168076348516
20260810,88,1,1009191,25,1,1,1,0,292.5168076348516
20260810,88,2,2009194,25,1,1,1,0,292.5168076348516
20260810,88,3,3009197,25,1,1,1,0,292.5168076348516
20260810,89,0,9189,72,1,1,1,0,335.376315386423
20260810,89,1,1009192,72,1,1,1,0,335.376315386423
20260810,89,2,2009195,72,1,1,1,0,335.376315386423
20260810,89,3,3009198,72,1,1,1,0,335.376315386423
20260810,90,0,9190,51,1,1,1,0,365.6412040529278
20260810,90,1,1009193,51,1,1,1,0,365.6412040529278
20260810,90,2,2009196,51,1,1,1,0,365.6412040529278
20260810,90,3,3009199,51,1,1,1,0,365.6412040529278
20260810,91,0,9191,585,10,1,1,0,384.4904026518045
20260810,91,1,1009194,373,6,1,1,0,385.7481969187682
20260810,91,2,2009197,173,3,1,1,0,374.03572292923786
20260810,91,3,3009200,409,7,1,1,0,374.8822563345539
20260810,92,0,9192,239,4,1,1,0,383.16807926102126
20260810,92,1,1009195,123,2,1,1,0,367.115350739533
20260810,92,2,2009198,822,14,1,1,0,399.29505786282743
20260810,92,3,3009201,174,3,1,1,0,411.91775540858487
20260810,93,0,9193,65,1,1,1,0,334.54466206311764
20260810,93,1,1009196,65,1,1,1,0,334.54466206311764
20260810,93,2,2009199,65,1,1,1,0,334.54466206311764
20260810,93,3,3009202,65,1,1,1,0,334.54466206311764
20260810,94,0,9194,1485,25,1,1,0,404.54458404156964
20260810,94,1,1009197,103,2,1,1,0,394.66145131928516
20260810,94,2,2009200,284,5,1,1,0,390.88691120984
20260810,94,3,3009203,344,6,1,1,0,411.86268587923155
20260810,95,0,9195,74,1,1,1,0,297.01867454418186
20260810,95,1,1009198,74,1,1,1,0,297.01867454418186
20260810,95,2,2009201,74,1,1,1,0,297.01867454418186
20260810,95,3,3009204,74,1,1,1,0,297.01867454418186
20260810,96,0,9196,120,2,1,1,0,332.09201843780147
20260810,96,1,1009199,111,2,1,1,0,317.39929640454824
20260810,96,2,2009202,101,2,1,1,0,302.8122112781904
20260810,96,3,3009205,114,2,1,1,0,331.1036870309946
20260810,97,0,9197,28,1,1,1,0,331.78832370915063
20260810,97,1,1009200,28,1,1,1,0,331.78832370915063
20260810,97,2,2009203,28,1,1,1,0,331.78832370915063
20260810,97,3,3009206,28,1,1,1,0,331.78832370915063
20260810,98,0,9198,47,1,1,1,0,439.9760403243074
20260810,98,1,1009201,47,1,1,1,0,439.9760403243074
20260810,98,2,2009204,47,1,1,1,0,439.9760403243074
20260810,98,3,3009207,47,1,1,1,0,439.9760403243074
20260810,99,0,9199,54,1,1,1,0,369.35273147958776
20260810,99,1,1009202,54,1,1,1,0,369.35273147958776
20260810,99,2,2009205,54,1,1,1,0,369.35273147958776
20260810,99,3,3009208,54,1,1,1,0,369.35273147958776
20260810,100,0,9200,56,1,1,1,0,336.4107142821904
20260810,100,1,1009203,56,1,1,1,0,336.4107142821904
20260810,100,2,2009206,56,1,1,1,0,336.4107142821904
20260810,100,3,3009209,56,1,1,1,0,336.4107142821904
20260810,101,0,9201,51,1,1,1,0,415.9579118687496
20260810,101,1,1009204,51,1,1,1,0,415.9579118687496
20260810,101,2,2009207,51,1,1,1,0,415.9579118687496
20260810,101,3,3009210,51,1,1,1,0,415.9579118687496
20260810,102,0,9202,182,3,1,1,0,335.35138375826995
20260810,102,1,1009205,114,2,1,1,0,325.76682005204646
20260810,102,2,2009208,113,2,1,1,0,310.8902834274634
